s_adj,bop_item,sector10,sectpart,stk_flow,partner,unit,geotime,date,value
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,1997-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,1998-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,1999-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2000-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2001-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2002-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2003-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2004-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2005-01-01,119694
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2006-01-01,112221
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2007-01-01,115871
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2016-01-01,242154
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BE,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,1995-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,1996-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,1997-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,1998-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,1999-01-01,9448
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2000-01-01,9190
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2001-01-01,8212
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2002-01-01,8405
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2003-01-01,9421
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2004-01-01,12008
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2005-01-01,20084
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2006-01-01,30045
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2007-01-01,48861
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2016-01-01,46281
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,BG,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,1995-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,1996-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,1997-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,1998-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,1999-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2000-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2001-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2002-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2003-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2004-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2005-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2006-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2007-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2016-01-01,22746
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CY,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,1995-01-01,58902
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,1996-01-01,68930
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,1997-01-01,106837
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,1998-01-01,117477
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,1999-01-01,110938
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2000-01-01,191869
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2001-01-01,244068
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2002-01-01,397255
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2003-01-01,527484
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2004-01-01,734057
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2005-01-01,753809
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2006-01-01,988554
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2007-01-01,1398170
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2016-01-01,1283097
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,CZ,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,1995-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,1996-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,1997-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,1998-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,1999-01-01,63732
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2000-01-01,33991
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2001-01-01,142219
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2002-01-01,72
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2003-01-01,16698
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2004-01-01,101988
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2005-01-01,305745
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2006-01-01,471717
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2007-01-01,470902
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2016-01-01,1602511
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DE,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,1995-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,1996-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,1997-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,1998-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,1999-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2000-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2001-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2002-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2003-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2004-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2005-01-01,59957
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2006-01-01,4833
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2007-01-01,100406
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2016-01-01,1141467
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,DK,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,1995-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,1996-01-01,501
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,1997-01-01,1568
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,1998-01-01,1843
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,1999-01-01,2768
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2000-01-01,2966
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2001-01-01,3368
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2002-01-01,4167
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2003-01-01,5738
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2004-01-01,8381
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2005-01-01,9533
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2006-01-01,9911
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2007-01-01,11579
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2016-01-01,8430
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EE,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,1995-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,1996-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,1997-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,1998-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,1999-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2000-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2001-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2002-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2003-01-01,106621
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2004-01-01,129680
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2005-01-01,150675
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2006-01-01,180033
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2007-01-01,218018
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2016-01-01,243271
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,EL,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,1995-01-01,98646
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,1996-01-01,117725
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,1997-01-01,144208
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,1998-01-01,199650
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,1999-01-01,206400
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2000-01-01,224816
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2001-01-01,267087
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2002-01-01,334660
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2003-01-01,387288
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2004-01-01,479388
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2005-01-01,548344
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2006-01-01,684030
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2007-01-01,859883
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2016-01-01,954546
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,ES,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,1995-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,1996-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,1997-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,1998-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,1999-01-01,229982
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2000-01-01,212535
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2001-01-01,132966
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2002-01-01,72052
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2003-01-01,94851
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2004-01-01,14788
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2005-01-01,23091
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2006-01-01,24582
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2007-01-01,52005
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2016-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FI,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,1995-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,1996-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,1997-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,1998-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,1999-01-01,12506
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2000-01-01,31925
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2001-01-01,123556
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2002-01-01,107175
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2003-01-01,49832
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2004-01-01,58611
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2005-01-01,35721
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2006-01-01,89231
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2007-01-01,172554
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2016-01-01,332185
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,FR,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,1995-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,1996-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,1997-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,1998-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,1999-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2000-01-01,44441
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2001-01-01,33357
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2002-01-01,55652
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2003-01-01,83169
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2004-01-01,118555
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2005-01-01,151261
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2006-01-01,216689
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2007-01-01,287192
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2008-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2009-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2010-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2011-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2012-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2013-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2014-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2015-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2016-01-01,245661
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HR,2017-01-01,
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,1995-01-01,3528361
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,1996-01-01,4154461
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,1997-01-01,5703365
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,1998-01-01,6700504
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,1999-01-01,8527076
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,2000-01-01,9422555
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,2001-01-01,9933831
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,2002-01-01,11067942
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,2003-01-01,14506780
NSA,FA,S1,S1,N_LE,WRL_REST,MIO_NAC,HU,2004-01-01,17540516
