indic_bt,nace_r2,s_adj,unit,geotime,date,value
IMPR,MIG_ING,NSA,I2015_NSA,CH,2017-10-01,104
IMPR,MIG_ING,NSA,I2015_NSA,CH,2017-11-01,105
IMPR,MIG_ING,NSA,I2015_NSA,CH,2017-12-01,105
IMPR,MIG_ING,NSA,I2015_NSA,CH,2018-01-01,106
IMPR,MIG_ING,NSA,I2015_NSA,CH,2018-02-01,107
IMPR,MIG_ING,NSA,I2015_NSA,CH,2018-03-01,107
IMPR,MIG_ING,NSA,I2015_NSA,CH,2018-04-01,107
IMPR,MIG_ING,NSA,I2015_NSA,CH,2018-05-01,109
IMPR,MIG_ING,NSA,I2015_NSA,CH,2018-06-01,109
IMPR,MIG_ING,NSA,I2015_NSA,CH,2018-07-01,109
IMPR,MIG_ING,NSA,I2015_NSA,CH,2018-08-01,109
IMPR,MIG_ING,NSA,I2015_NSA,CH,2018-09-01,108
IMPR,MIG_ING,NSA,I2015_NSA,DE,2017-10-01,102
IMPR,MIG_ING,NSA,I2015_NSA,DE,2017-11-01,102
IMPR,MIG_ING,NSA,I2015_NSA,DE,2017-12-01,102
IMPR,MIG_ING,NSA,I2015_NSA,DE,2018-01-01,103
IMPR,MIG_ING,NSA,I2015_NSA,DE,2018-02-01,103
IMPR,MIG_ING,NSA,I2015_NSA,DE,2018-03-01,103
IMPR,MIG_ING,NSA,I2015_NSA,DE,2018-04-01,103
IMPR,MIG_ING,NSA,I2015_NSA,DE,2018-05-01,104
IMPR,MIG_ING,NSA,I2015_NSA,DE,2018-06-01,105
IMPR,MIG_ING,NSA,I2015_NSA,DE,2018-07-01,105
IMPR,MIG_ING,NSA,I2015_NSA,DE,2018-08-01,105
IMPR,MIG_ING,NSA,I2015_NSA,DE,2018-09-01,
IMPR,MIG_ING,NSA,I2015_NSA,DK,2017-10-01,101
IMPR,MIG_ING,NSA,I2015_NSA,DK,2017-11-01,102
IMPR,MIG_ING,NSA,I2015_NSA,DK,2017-12-01,102
IMPR,MIG_ING,NSA,I2015_NSA,DK,2018-01-01,103
IMPR,MIG_ING,NSA,I2015_NSA,DK,2018-02-01,103
IMPR,MIG_ING,NSA,I2015_NSA,DK,2018-03-01,103
IMPR,MIG_ING,NSA,I2015_NSA,DK,2018-04-01,104
IMPR,MIG_ING,NSA,I2015_NSA,DK,2018-05-01,103
IMPR,MIG_ING,NSA,I2015_NSA,DK,2018-06-01,104
IMPR,MIG_ING,NSA,I2015_NSA,DK,2018-07-01,104
IMPR,MIG_ING,NSA,I2015_NSA,DK,2018-08-01,104
IMPR,MIG_ING,NSA,I2015_NSA,DK,2018-09-01,104
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2017-10-01,101
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2017-11-01,101
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2017-12-01,101
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2018-01-01,102
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2018-02-01,102
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2018-03-01,102
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2018-04-01,102
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2018-05-01,103
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2018-06-01,104
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2018-07-01,103
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2018-08-01,
IMPR,MIG_ING,NSA,I2015_NSA,EA19,2018-09-01,
IMPR,MIG_ING,NSA,I2015_NSA,EE,2017-10-01,101
IMPR,MIG_ING,NSA,I2015_NSA,EE,2017-11-01,102
IMPR,MIG_ING,NSA,I2015_NSA,EE,2017-12-01,102
