unit,s_adj,na_item,geotime,date,value
CLV_PCH_SM,SCA,P311_S14,AT,2015-07-01,0.9
CLV_PCH_SM,SCA,P311_S14,AT,2015-10-01,2.5
CLV_PCH_SM,SCA,P311_S14,AT,2016-01-01,3.9
CLV_PCH_SM,SCA,P311_S14,AT,2016-04-01,3.2
CLV_PCH_SM,SCA,P311_S14,AT,2016-07-01,2.5
CLV_PCH_SM,SCA,P311_S14,AT,2016-10-01,3.4
CLV_PCH_SM,SCA,P311_S14,AT,2017-01-01,-0.7
CLV_PCH_SM,SCA,P311_S14,AT,2017-04-01,0.7
CLV_PCH_SM,SCA,P311_S14,AT,2017-07-01,1.9
CLV_PCH_SM,SCA,P311_S14,AT,2017-10-01,0.2
CLV_PCH_SM,SCA,P311_S14,AT,2018-01-01,2.7
CLV_PCH_SM,SCA,P311_S14,AT,2018-04-01,-0.8
CLV_PCH_SM,SCA,P311_S14,BE,2015-07-01,0.5
CLV_PCH_SM,SCA,P311_S14,BE,2015-10-01,2.6
CLV_PCH_SM,SCA,P311_S14,BE,2016-01-01,3.5
CLV_PCH_SM,SCA,P311_S14,BE,2016-04-01,7.5
CLV_PCH_SM,SCA,P311_S14,BE,2016-07-01,6.9
CLV_PCH_SM,SCA,P311_S14,BE,2016-10-01,3.5
CLV_PCH_SM,SCA,P311_S14,BE,2017-01-01,3.6
CLV_PCH_SM,SCA,P311_S14,BE,2017-04-01,-0.6
CLV_PCH_SM,SCA,P311_S14,BE,2017-07-01,-0.2
CLV_PCH_SM,SCA,P311_S14,BE,2017-10-01,-0.5
CLV_PCH_SM,SCA,P311_S14,BE,2018-01-01,1.1
CLV_PCH_SM,SCA,P311_S14,BE,2018-04-01,2.5
CLV_PCH_SM,SCA,P311_S14,BG,2015-07-01,1.2
CLV_PCH_SM,SCA,P311_S14,BG,2015-10-01,20.9
CLV_PCH_SM,SCA,P311_S14,BG,2016-01-01,12.3
CLV_PCH_SM,SCA,P311_S14,BG,2016-04-01,4.1
CLV_PCH_SM,SCA,P311_S14,BG,2016-07-01,2.5
CLV_PCH_SM,SCA,P311_S14,BG,2016-10-01,8.3
