wst_oper,unit,geotime,date,value
RCY_RT,PC,AT,2008-01-01,46
RCY_RT,PC,AT,2009-01-01,36
RCY_RT,PC,AT,2010-01-01,35
RCY_RT,PC,AT,2011-01-01,37
RCY_RT,PC,AT,2012-01-01,38
RCY_RT,PC,AT,2013-01-01,37
RCY_RT,PC,AT,2014-01-01,39
RCY_RT,PC,AT,2015-01-01,40
RCY_RT,PC,AT,2016-01-01,41
RCY_RT,PC,BE,2008-01-01,28
RCY_RT,PC,BE,2009-01-01,30
RCY_RT,PC,BE,2010-01-01,30
RCY_RT,PC,BE,2011-01-01,31
RCY_RT,PC,BE,2012-01-01,32
RCY_RT,PC,BE,2013-01-01,31
RCY_RT,PC,BE,2014-01-01,28
RCY_RT,PC,BE,2015-01-01,30
RCY_RT,PC,BE,2016-01-01,34
RCY_RT,PC,BG,2008-01-01,
RCY_RT,PC,BG,2009-01-01,
RCY_RT,PC,BG,2010-01-01,40
RCY_RT,PC,BG,2011-01-01,49
RCY_RT,PC,BG,2012-01-01,62
RCY_RT,PC,BG,2013-01-01,60
RCY_RT,PC,BG,2014-01-01,68
RCY_RT,PC,BG,2015-01-01,96
RCY_RT,PC,BG,2016-01-01,105
RCY_RT,PC,CY,2008-01-01,
RCY_RT,PC,CY,2009-01-01,10
RCY_RT,PC,CY,2010-01-01,11
RCY_RT,PC,CY,2011-01-01,11
RCY_RT,PC,CY,2012-01-01,12
RCY_RT,PC,CY,2013-01-01,12
RCY_RT,PC,CY,2014-01-01,17
RCY_RT,PC,CY,2015-01-01,
RCY_RT,PC,CY,2016-01-01,
RCY_RT,PC,CZ,2008-01-01,
RCY_RT,PC,CZ,2009-01-01,
RCY_RT,PC,CZ,2010-01-01,22
RCY_RT,PC,CZ,2011-01-01,26
RCY_RT,PC,CZ,2012-01-01,27
RCY_RT,PC,CZ,2013-01-01,28
RCY_RT,PC,CZ,2014-01-01,29
RCY_RT,PC,CZ,2015-01-01,37
RCY_RT,PC,CZ,2016-01-01,46
RCY_RT,PC,DE,2008-01-01,
RCY_RT,PC,DE,2009-01-01,38
RCY_RT,PC,DE,2010-01-01,37
RCY_RT,PC,DE,2011-01-01,34
RCY_RT,PC,DE,2012-01-01,34
RCY_RT,PC,DE,2013-01-01,35
RCY_RT,PC,DE,2014-01-01,36
RCY_RT,PC,DE,2015-01-01,33
RCY_RT,PC,DE,2016-01-01,39
RCY_RT,PC,DK,2008-01-01,
RCY_RT,PC,DK,2009-01-01,39
RCY_RT,PC,DK,2010-01-01,41
RCY_RT,PC,DK,2011-01-01,50
RCY_RT,PC,DK,2012-01-01,46
RCY_RT,PC,DK,2013-01-01,37
RCY_RT,PC,DK,2014-01-01,42
RCY_RT,PC,DK,2015-01-01,43
RCY_RT,PC,DK,2016-01-01,41
RCY_RT,PC,EE,2008-01-01,
RCY_RT,PC,EE,2009-01-01,22
RCY_RT,PC,EE,2010-01-01,30
RCY_RT,PC,EE,2011-01-01,36
RCY_RT,PC,EE,2012-01-01,35
RCY_RT,PC,EE,2013-01-01,27
RCY_RT,PC,EE,2014-01-01,30
RCY_RT,PC,EE,2015-01-01,33
RCY_RT,PC,EE,2016-01-01,75
RCY_RT,PC,EL,2008-01-01,21
RCY_RT,PC,EL,2009-01-01,29
RCY_RT,PC,EL,2010-01-01,19
RCY_RT,PC,EL,2011-01-01,19
RCY_RT,PC,EL,2012-01-01,18
RCY_RT,PC,EL,2013-01-01,22
RCY_RT,PC,EL,2014-01-01,29
RCY_RT,PC,EL,2015-01-01,32
RCY_RT,PC,EL,2016-01-01,34
RCY_RT,PC,ES,2008-01-01,
RCY_RT,PC,ES,2009-01-01,12
RCY_RT,PC,ES,2010-01-01,14
RCY_RT,PC,ES,2011-01-01,16
RCY_RT,PC,ES,2012-01-01,19
RCY_RT,PC,ES,2013-01-01,26
RCY_RT,PC,ES,2014-01-01,26
RCY_RT,PC,ES,2015-01-01,35
RCY_RT,PC,ES,2016-01-01,37
RCY_RT,PC,EU28,2008-01-01,
RCY_RT,PC,EU28,2009-01-01,
RCY_RT,PC,EU28,2010-01-01,27
RCY_RT,PC,EU28,2011-01-01,28
RCY_RT,PC,EU28,2012-01-01,28
RCY_RT,PC,EU28,2013-01-01,29
RCY_RT,PC,EU28,2014-01-01,32
RCY_RT,PC,EU28,2015-01-01,35
RCY_RT,PC,EU28,2016-01-01,41
RCY_RT,PC,FI,2008-01-01,37
RCY_RT,PC,FI,2009-01-01,29
RCY_RT,PC,FI,2010-01-01,28
RCY_RT,PC,FI,2011-01-01,31
RCY_RT,PC,FI,2012-01-01,32
RCY_RT,PC,FI,2013-01-01,36
RCY_RT,PC,FI,2014-01-01,42
RCY_RT,PC,FI,2015-01-01,43
RCY_RT,PC,FI,2016-01-01,42
RCY_RT,PC,FR,2008-01-01,
RCY_RT,PC,FR,2009-01-01,19
RCY_RT,PC,FR,2010-01-01,21
RCY_RT,PC,FR,2011-01-01,22
RCY_RT,PC,FR,2012-01-01,22
RCY_RT,PC,FR,2013-01-01,23
RCY_RT,PC,FR,2014-01-01,26
RCY_RT,PC,FR,2015-01-01,32
RCY_RT,PC,FR,2016-01-01,37
RCY_RT,PC,HR,2008-01-01,
RCY_RT,PC,HR,2009-01-01,
RCY_RT,PC,HR,2010-01-01,
RCY_RT,PC,HR,2011-01-01,
RCY_RT,PC,HR,2012-01-01,
RCY_RT,PC,HR,2013-01-01,
RCY_RT,PC,HR,2014-01-01,35
RCY_RT,PC,HR,2015-01-01,58
RCY_RT,PC,HR,2016-01-01,89
RCY_RT,PC,HU,2008-01-01,28
RCY_RT,PC,HU,2009-01-01,29
RCY_RT,PC,HU,2010-01-01,26
RCY_RT,PC,HU,2011-01-01,25
RCY_RT,PC,HU,2012-01-01,30
RCY_RT,PC,HU,2013-01-01,40
RCY_RT,PC,HU,2014-01-01,47
RCY_RT,PC,HU,2015-01-01,50
RCY_RT,PC,HU,2016-01-01,53
RCY_RT,PC,IE,2008-01-01,
RCY_RT,PC,IE,2009-01-01,
RCY_RT,PC,IE,2010-01-01,30
RCY_RT,PC,IE,2011-01-01,32
RCY_RT,PC,IE,2012-01-01,36
RCY_RT,PC,IE,2013-01-01,38
RCY_RT,PC,IE,2014-01-01,43
RCY_RT,PC,IE,2015-01-01,46
RCY_RT,PC,IE,2016-01-01,49
RCY_RT,PC,IS,2008-01-01,
RCY_RT,PC,IS,2009-01-01,
RCY_RT,PC,IS,2010-01-01,
RCY_RT,PC,IS,2011-01-01,
RCY_RT,PC,IS,2012-01-01,25
RCY_RT,PC,IS,2013-01-01,23
RCY_RT,PC,IS,2014-01-01,34
RCY_RT,PC,IS,2015-01-01,46
RCY_RT,PC,IS,2016-01-01,41
RCY_RT,PC,IT,2008-01-01,
RCY_RT,PC,IT,2009-01-01,
RCY_RT,PC,IT,2010-01-01,
RCY_RT,PC,IT,2011-01-01,
RCY_RT,PC,IT,2012-01-01,
RCY_RT,PC,IT,2013-01-01,26
RCY_RT,PC,IT,2014-01-01,27
RCY_RT,PC,IT,2015-01-01,32
RCY_RT,PC,IT,2016-01-01,
RCY_RT,PC,LI,2008-01-01,
RCY_RT,PC,LI,2009-01-01,
RCY_RT,PC,LI,2010-01-01,
RCY_RT,PC,LI,2011-01-01,
RCY_RT,PC,LI,2012-01-01,
RCY_RT,PC,LI,2013-01-01,
RCY_RT,PC,LI,2014-01-01,117
RCY_RT,PC,LI,2015-01-01,127
RCY_RT,PC,LI,2016-01-01,111
RCY_RT,PC,LT,2008-01-01,15
RCY_RT,PC,LT,2009-01-01,10
RCY_RT,PC,LT,2010-01-01,16
RCY_RT,PC,LT,2011-01-01,28
RCY_RT,PC,LT,2012-01-01,41
RCY_RT,PC,LT,2013-01-01,43
RCY_RT,PC,LT,2014-01-01,64
RCY_RT,PC,LT,2015-01-01,45
RCY_RT,PC,LT,2016-01-01,38
RCY_RT,PC,LU,2008-01-01,36
RCY_RT,PC,LU,2009-01-01,38
RCY_RT,PC,LU,2010-01-01,33
RCY_RT,PC,LU,2011-01-01,30
RCY_RT,PC,LU,2012-01-01,27
RCY_RT,PC,LU,2013-01-01,29
RCY_RT,PC,LU,2014-01-01,35
RCY_RT,PC,LU,2015-01-01,42
RCY_RT,PC,LU,2016-01-01,45
RCY_RT,PC,LV,2008-01-01,
RCY_RT,PC,LV,2009-01-01,
RCY_RT,PC,LV,2010-01-01,14
RCY_RT,PC,LV,2011-01-01,19
RCY_RT,PC,LV,2012-01-01,26
RCY_RT,PC,LV,2013-01-01,27
RCY_RT,PC,LV,2014-01-01,26
RCY_RT,PC,LV,2015-01-01,23
RCY_RT,PC,LV,2016-01-01,23
RCY_RT,PC,MT,2008-01-01,
RCY_RT,PC,MT,2009-01-01,12
RCY_RT,PC,MT,2010-01-01,13
RCY_RT,PC,MT,2011-01-01,9
RCY_RT,PC,MT,2012-01-01,9
RCY_RT,PC,MT,2013-01-01,11
RCY_RT,PC,MT,2014-01-01,11
RCY_RT,PC,MT,2015-01-01,
RCY_RT,PC,MT,2016-01-01,
RCY_RT,PC,NL,2008-01-01,22
RCY_RT,PC,NL,2009-01-01,22
RCY_RT,PC,NL,2010-01-01,27
RCY_RT,PC,NL,2011-01-01,33
RCY_RT,PC,NL,2012-01-01,33
RCY_RT,PC,NL,2013-01-01,31
RCY_RT,PC,NL,2014-01-01,38
RCY_RT,PC,NL,2015-01-01,39
RCY_RT,PC,NL,2016-01-01,40
RCY_RT,PC,NO,2008-01-01,35
RCY_RT,PC,NO,2009-01-01,46
RCY_RT,PC,NO,2010-01-01,45
RCY_RT,PC,NO,2011-01-01,48
RCY_RT,PC,NO,2012-01-01,46
RCY_RT,PC,NO,2013-01-01,46
RCY_RT,PC,NO,2014-01-01,47
RCY_RT,PC,NO,2015-01-01,50
RCY_RT,PC,NO,2016-01-01,49
RCY_RT,PC,PL,2008-01-01,
RCY_RT,PC,PL,2009-01-01,13
