unit,geotime,date,value
NR,AL,2012-01-01,33.0
NR,AL,2013-01-01,31.0
NR,AL,2014-01-01,33.0
NR,AL,2015-01-01,36.0
NR,AL,2016-01-01,39.0
NR,AL,2017-01-01,38.0
NR,AT,2012-01-01,69.0
NR,AT,2013-01-01,69.0
NR,AT,2014-01-01,72.0
NR,AT,2015-01-01,76.0
NR,AT,2016-01-01,75.0
NR,AT,2017-01-01,75.0
NR,BE,2012-01-01,75.0
NR,BE,2013-01-01,75.0
NR,BE,2014-01-01,76.0
NR,BE,2015-01-01,77.0
NR,BE,2016-01-01,77.0
NR,BE,2017-01-01,75.0
NR,BG,2012-01-01,41.0
NR,BG,2013-01-01,41.0
NR,BG,2014-01-01,43.0
NR,BG,2015-01-01,41.0
NR,BG,2016-01-01,41.0
NR,BG,2017-01-01,43.0
NR,CH,2012-01-01,86.0
NR,CH,2013-01-01,85.0
NR,CH,2014-01-01,86.0
NR,CH,2015-01-01,86.0
NR,CH,2016-01-01,86.0
NR,CH,2017-01-01,85.0
NR,CY,2012-01-01,66.0
NR,CY,2013-01-01,63.0
NR,CY,2014-01-01,63.0
NR,CY,2015-01-01,61.0
NR,CY,2016-01-01,55.0
NR,CY,2017-01-01,57.0
NR,CZ,2012-01-01,49.0
NR,CZ,2013-01-01,48.0
NR,CZ,2014-01-01,51.0
NR,CZ,2015-01-01,56.0
NR,CZ,2016-01-01,55.0
NR,CZ,2017-01-01,57.0
NR,DE,2012-01-01,79.0
NR,DE,2013-01-01,78.0
NR,DE,2014-01-01,79.0
NR,DE,2015-01-01,81.0
NR,DE,2016-01-01,81.0
NR,DE,2017-01-01,81.0
NR,DK,2012-01-01,90.0
NR,DK,2013-01-01,91.0
NR,DK,2014-01-01,92.0
NR,DK,2015-01-01,91.0
NR,DK,2016-01-01,90.0
NR,DK,2017-01-01,88.0
NR,EE,2012-01-01,64.0
NR,EE,2013-01-01,68.0
NR,EE,2014-01-01,69.0
NR,EE,2015-01-01,70.0
NR,EE,2016-01-01,70.0
NR,EE,2017-01-01,71.0
NR,EL,2012-01-01,36.0
NR,EL,2013-01-01,40.0
NR,EL,2014-01-01,43.0
NR,EL,2015-01-01,46.0
NR,EL,2016-01-01,44.0
NR,EL,2017-01-01,48.0
NR,ES,2012-01-01,65.0
NR,ES,2013-01-01,59.0
NR,ES,2014-01-01,60.0
NR,ES,2015-01-01,58.0
NR,ES,2016-01-01,58.0
NR,ES,2017-01-01,57.0
NR,FI,2012-01-01,90.0
NR,FI,2013-01-01,89.0
NR,FI,2014-01-01,89.0
NR,FI,2015-01-01,90.0
NR,FI,2016-01-01,89.0
NR,FI,2017-01-01,85.0
NR,FR,2012-01-01,71.0
NR,FR,2013-01-01,71.0
NR,FR,2014-01-01,69.0
NR,FR,2015-01-01,70.0
NR,FR,2016-01-01,69.0
NR,FR,2017-01-01,70.0
NR,HR,2012-01-01,46.0
NR,HR,2013-01-01,48.0
NR,HR,2014-01-01,48.0
NR,HR,2015-01-01,51.0
NR,HR,2016-01-01,49.0
NR,HR,2017-01-01,49.0
NR,HU,2012-01-01,55.0
NR,HU,2013-01-01,54.0
NR,HU,2014-01-01,54.0
NR,HU,2015-01-01,51.0
NR,HU,2016-01-01,48.0
NR,HU,2017-01-01,45.0
NR,IE,2012-01-01,69.0
NR,IE,2013-01-01,72.0
NR,IE,2014-01-01,74.0
NR,IE,2015-01-01,75.0
NR,IE,2016-01-01,73.0
NR,IE,2017-01-01,74.0
NR,IS,2012-01-01,82.0
NR,IS,2013-01-01,78.0
NR,IS,2014-01-01,79.0
NR,IS,2015-01-01,79.0
NR,IS,2016-01-01,78.0
NR,IS,2017-01-01,77.0
NR,IT,2012-01-01,42.0
NR,IT,2013-01-01,43.0
NR,IT,2014-01-01,43.0
NR,IT,2015-01-01,44.0
NR,IT,2016-01-01,47.0
NR,IT,2017-01-01,50.0
NR,JP,2012-01-01,74.0
NR,JP,2013-01-01,74.0
NR,JP,2014-01-01,76.0
NR,JP,2015-01-01,75.0
NR,JP,2016-01-01,72.0
NR,JP,2017-01-01,73.0
NR,KR,2012-01-01,56.0
NR,KR,2013-01-01,55.0
NR,KR,2014-01-01,55.0
NR,KR,2015-01-01,54.0
NR,KR,2016-01-01,53.0
NR,KR,2017-01-01,54.0
NR,LT,2012-01-01,54.0
NR,LT,2013-01-01,57.0
NR,LT,2014-01-01,58.0
NR,LT,2015-01-01,59.0
NR,LT,2016-01-01,59.0
NR,LT,2017-01-01,59.0
NR,LU,2012-01-01,80.0
NR,LU,2013-01-01,80.0
NR,LU,2014-01-01,82.0
NR,LU,2015-01-01,85.0
NR,LU,2016-01-01,81.0
