coicop,unit,geotime,date,value
CP01,I15,AT,2017-10-01,103.96
CP01,I15,AT,2017-11-01,104.09
CP01,I15,AT,2017-12-01,104.22
CP01,I15,AT,2018-01-01,104.2
CP01,I15,AT,2018-02-01,104.25
CP01,I15,AT,2018-03-01,104.23
CP01,I15,AT,2018-04-01,104.35
CP01,I15,AT,2018-05-01,104.73
CP01,I15,AT,2018-06-01,104.68
CP01,I15,AT,2018-07-01,104.68
CP01,I15,AT,2018-08-01,104.2
CP01,I15,AT,2018-09-01,104.54
CP01,I15,BE,2017-10-01,102.56
CP01,I15,BE,2017-11-01,103.02
CP01,I15,BE,2017-12-01,103.62
CP01,I15,BE,2018-01-01,104.24
CP01,I15,BE,2018-02-01,104.33
CP01,I15,BE,2018-03-01,104.99
CP01,I15,BE,2018-04-01,105.44
CP01,I15,BE,2018-05-01,105.18
CP01,I15,BE,2018-06-01,105.34
CP01,I15,BE,2018-07-01,105.22
CP01,I15,BE,2018-08-01,104.65
CP01,I15,BE,2018-09-01,104.91
CP01,I15,BG,2017-10-01,103.75
CP01,I15,BG,2017-11-01,104.2
CP01,I15,BG,2017-12-01,103.87
CP01,I15,BG,2018-01-01,104.51
CP01,I15,BG,2018-02-01,104.74
CP01,I15,BG,2018-03-01,104.43
CP01,I15,BG,2018-04-01,105.31
CP01,I15,BG,2018-05-01,105.54
CP01,I15,BG,2018-06-01,105.04
CP01,I15,BG,2018-07-01,105.04
CP01,I15,BG,2018-08-01,105.09
CP01,I15,BG,2018-09-01,106.49
CP01,I15,CH,2017-10-01,101.39
CP01,I15,CH,2017-11-01,101.21
CP01,I15,CH,2017-12-01,100.4
CP01,I15,CH,2018-01-01,101.05
CP01,I15,CH,2018-02-01,100.82
CP01,I15,CH,2018-03-01,101.11
CP01,I15,CH,2018-04-01,101.1
CP01,I15,CH,2018-05-01,102.77
CP01,I15,CH,2018-06-01,103.16
CP01,I15,CH,2018-07-01,103.46
CP01,I15,CH,2018-08-01,102.87
CP01,I15,CH,2018-09-01,103.38
CP01,I15,CY,2017-10-01,99.45
CP01,I15,CY,2017-11-01,99.25
CP01,I15,CY,2017-12-01,97.27
CP01,I15,CY,2018-01-01,97.42
CP01,I15,CY,2018-02-01,98.32
CP01,I15,CY,2018-03-01,99.22
CP01,I15,CY,2018-04-01,99.73
CP01,I15,CY,2018-05-01,101.63
CP01,I15,CY,2018-06-01,101.57
CP01,I15,CY,2018-07-01,101.6
CP01,I15,CY,2018-08-01,103.72
CP01,I15,CY,2018-09-01,103.62
CP01,I15,CZ,2017-10-01,105.8
CP01,I15,CZ,2017-11-01,106.0
CP01,I15,CZ,2017-12-01,106.6
CP01,I15,CZ,2018-01-01,107.1
CP01,I15,CZ,2018-02-01,106.2
CP01,I15,CZ,2018-03-01,105.6
CP01,I15,CZ,2018-04-01,104.9
CP01,I15,CZ,2018-05-01,106.0
CP01,I15,CZ,2018-06-01,106.4
CP01,I15,CZ,2018-07-01,104.5
CP01,I15,CZ,2018-08-01,104.4
CP01,I15,CZ,2018-09-01,105.4
CP01,I15,DE,2017-10-01,104.3
CP01,I15,DE,2017-11-01,104.5
CP01,I15,DE,2017-12-01,105.3
CP01,I15,DE,2018-01-01,106.2
CP01,I15,DE,2018-02-01,106.1
CP01,I15,DE,2018-03-01,106.3
CP01,I15,DE,2018-04-01,106.3
CP01,I15,DE,2018-05-01,106.5
CP01,I15,DE,2018-06-01,106.2
CP01,I15,DE,2018-07-01,105.8
CP01,I15,DE,2018-08-01,105.6
CP01,I15,DE,2018-09-01,106.4
CP01,I15,DK,2017-10-01,103.7
CP01,I15,DK,2017-11-01,104.0
CP01,I15,DK,2017-12-01,102.9
CP01,I15,DK,2018-01-01,103.0
CP01,I15,DK,2018-02-01,103.4
CP01,I15,DK,2018-03-01,102.4
CP01,I15,DK,2018-04-01,102.9
CP01,I15,DK,2018-05-01,102.9
CP01,I15,DK,2018-06-01,102.9
CP01,I15,DK,2018-07-01,103.6
CP01,I15,DK,2018-08-01,102.5
CP01,I15,DK,2018-09-01,103.1
CP01,I15,EA,2017-10-01,102.84
CP01,I15,EA,2017-11-01,103.0
CP01,I15,EA,2017-12-01,103.22
