age,indic_il,sex,indic_eu,unit,geotime,date,value
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2005-01-01,49223
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2006-01-01,49824
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2007-01-01,51991
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2008-01-01,52105
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2009-01-01,52637
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2010-01-01,53204
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2011-01-01,55059
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2012-01-01,55433
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2013-01-01,54791
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2014-01-01,56259
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2015-01-01,56653
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2016-01-01,57396
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA18,2017-01-01,56344
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2005-01-01,49924
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2006-01-01,50502
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2007-01-01,52635
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2008-01-01,52777
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2009-01-01,53284
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2010-01-01,53848
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2011-01-01,55645
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2012-01-01,55991
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2013-01-01,55403
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2014-01-01,56822
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2015-01-01,57302
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2016-01-01,58028
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EA19,2017-01-01,56999
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2004-01-01,271
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2005-01-01,245
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2006-01-01,244
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2007-01-01,258
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2008-01-01,259
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2009-01-01,262
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2010-01-01,211
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2011-01-01,232
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2012-01-01,233
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2013-01-01,248
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2014-01-01,285
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2015-01-01,281
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2016-01-01,283
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EE,2017-01-01,274
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2003-01-01,2186
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2004-01-01,2113
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2005-01-01,2092
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2006-01-01,2207
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2007-01-01,2191
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2008-01-01,2187
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2009-01-01,2149
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2010-01-01,2205
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2011-01-01,2349
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2012-01-01,2536
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2013-01-01,2529
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2014-01-01,2384
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2015-01-01,2293
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2016-01-01,2256
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EL,2017-01-01,2151
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2004-01-01,8510
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2005-01-01,8670
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2006-01-01,8901
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2007-01-01,8783
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2008-01-01,8997
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2009-01-01,9342
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2010-01-01,9551
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2011-01-01,9550
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2012-01-01,9656
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2013-01-01,9425
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2014-01-01,10218
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2015-01-01,10178
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2016-01-01,10269
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,ES,2017-01-01,9950
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2005-01-01,72734
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2006-01-01,73395
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2007-01-01,80989
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2008-01-01,80984
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2009-01-01,80573
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2010-01-01,82020
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2011-01-01,83856
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2012-01-01,84024
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2013-01-01,83419
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2014-01-01,85969
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2015-01-01,86752
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2016-01-01,86904
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU,2017-01-01,85029
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2005-01-01,79498
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2006-01-01,80159
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2007-01-01,80989
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2008-01-01,80984
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2009-01-01,80573
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2010-01-01,81146
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2011-01-01,82967
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2012-01-01,83160
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2013-01-01,82589
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2014-01-01,85146
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2015-01-01,85915
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2016-01-01,86094
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU27,2017-01-01,84330
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2007-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2008-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2009-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2010-01-01,82020
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2011-01-01,83856
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2012-01-01,84024
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2013-01-01,83419
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2014-01-01,85969
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2015-01-01,86752
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2016-01-01,86904
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,EU28,2017-01-01,85029
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2004-01-01,564
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2005-01-01,603
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2006-01-01,650
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2007-01-01,676
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2008-01-01,709
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2009-01-01,725
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2010-01-01,692
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2011-01-01,725
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2012-01-01,704
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2013-01-01,632
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2014-01-01,688
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2015-01-01,668
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2016-01-01,630
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FI,2017-01-01,621
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2004-01-01,7887
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2005-01-01,7678
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2006-01-01,7812
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2007-01-01,7874
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2008-01-01,7554
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2009-01-01,7820
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2010-01-01,8112
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2011-01-01,8605
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2012-01-01,8707
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2013-01-01,8518
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2014-01-01,8302
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2015-01-01,8474
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2016-01-01,8562
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,FR,2017-01-01,8366
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2007-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2008-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2009-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2010-01-01,874
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2011-01-01,889
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2012-01-01,865
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2013-01-01,830
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2014-01-01,823
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2015-01-01,837
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2016-01-01,810
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HR,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2005-01-01,1342
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2006-01-01,1578
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2007-01-01,1221
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2008-01-01,1226
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2009-01-01,1229
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2010-01-01,1211
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2011-01-01,1382
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2012-01-01,1403
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2013-01-01,1461
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2014-01-01,1458
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2015-01-01,1448
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2016-01-01,1398
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,HU,2017-01-01,1293
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2003-01-01,821
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2004-01-01,848
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2005-01-01,819
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2006-01-01,787
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2007-01-01,751
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2008-01-01,686
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2009-01-01,670
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2010-01-01,682
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2011-01-01,680
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2012-01-01,764
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2013-01-01,723
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2014-01-01,759
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2015-01-01,755
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2016-01-01,779
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IE,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2004-01-01,28
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2005-01-01,28
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2006-01-01,28
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2007-01-01,30
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2008-01-01,31
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2009-01-01,31
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2010-01-01,30
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2011-01-01,28
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2012-01-01,24
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2013-01-01,28
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2014-01-01,24
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2015-01-01,29
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2016-01-01,28
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IS,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2004-01-01,10914
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2005-01-01,11183
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2006-01-01,11284
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2007-01-01,11443
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2008-01-01,11204
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2009-01-01,10977
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2010-01-01,11124
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2011-01-01,11889
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2012-01-01,11729
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2013-01-01,11667
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2014-01-01,11790
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2015-01-01,12130
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2016-01-01,12481
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,IT,2017-01-01,12235
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,1996-01-01,
