indic_bt,nace_r2,unit,geotime,date,value
TOVT,G47,I2015_SCA,AT,2017-10-01,104
TOVT,G47,I2015_SCA,AT,2017-11-01,107
TOVT,G47,I2015_SCA,AT,2017-12-01,104
TOVT,G47,I2015_SCA,AT,2018-01-01,106
TOVT,G47,I2015_SCA,AT,2018-02-01,105
TOVT,G47,I2015_SCA,AT,2018-03-01,107
TOVT,G47,I2015_SCA,AT,2018-04-01,107
TOVT,G47,I2015_SCA,AT,2018-05-01,107
TOVT,G47,I2015_SCA,AT,2018-06-01,107
TOVT,G47,I2015_SCA,AT,2018-07-01,106
TOVT,G47,I2015_SCA,AT,2018-08-01,107
TOVT,G47,I2015_SCA,AT,2018-09-01,
TOVT,G47,I2015_SCA,BE,2017-10-01,99
TOVT,G47,I2015_SCA,BE,2017-11-01,103
TOVT,G47,I2015_SCA,BE,2017-12-01,102
TOVT,G47,I2015_SCA,BE,2018-01-01,101
TOVT,G47,I2015_SCA,BE,2018-02-01,103
TOVT,G47,I2015_SCA,BE,2018-03-01,103
TOVT,G47,I2015_SCA,BE,2018-04-01,100
TOVT,G47,I2015_SCA,BE,2018-05-01,104
TOVT,G47,I2015_SCA,BE,2018-06-01,106
TOVT,G47,I2015_SCA,BE,2018-07-01,100
TOVT,G47,I2015_SCA,BE,2018-08-01,102
TOVT,G47,I2015_SCA,BE,2018-09-01,
TOVT,G47,I2015_SCA,BG,2017-10-01,109
TOVT,G47,I2015_SCA,BG,2017-11-01,110
TOVT,G47,I2015_SCA,BG,2017-12-01,110
TOVT,G47,I2015_SCA,BG,2018-01-01,111
TOVT,G47,I2015_SCA,BG,2018-02-01,110
TOVT,G47,I2015_SCA,BG,2018-03-01,112
TOVT,G47,I2015_SCA,BG,2018-04-01,114
TOVT,G47,I2015_SCA,BG,2018-05-01,115
TOVT,G47,I2015_SCA,BG,2018-06-01,116
TOVT,G47,I2015_SCA,BG,2018-07-01,117
TOVT,G47,I2015_SCA,BG,2018-08-01,118
TOVT,G47,I2015_SCA,BG,2018-09-01,
TOVT,G47,I2015_SCA,CH,2017-10-01,96
TOVT,G47,I2015_SCA,CH,2017-11-01,98
TOVT,G47,I2015_SCA,CH,2017-12-01,98
TOVT,G47,I2015_SCA,CH,2018-01-01,97
TOVT,G47,I2015_SCA,CH,2018-02-01,98
TOVT,G47,I2015_SCA,CH,2018-03-01,98
TOVT,G47,I2015_SCA,CH,2018-04-01,98
TOVT,G47,I2015_SCA,CH,2018-05-01,98
TOVT,G47,I2015_SCA,CH,2018-06-01,98
TOVT,G47,I2015_SCA,CH,2018-07-01,97
TOVT,G47,I2015_SCA,CH,2018-08-01,97
TOVT,G47,I2015_SCA,CH,2018-09-01,
TOVT,G47,I2015_SCA,CY,2017-10-01,110
TOVT,G47,I2015_SCA,CY,2017-11-01,112
TOVT,G47,I2015_SCA,CY,2017-12-01,110
TOVT,G47,I2015_SCA,CY,2018-01-01,112
TOVT,G47,I2015_SCA,CY,2018-02-01,113
TOVT,G47,I2015_SCA,CY,2018-03-01,115
TOVT,G47,I2015_SCA,CY,2018-04-01,113
TOVT,G47,I2015_SCA,CY,2018-05-01,115
TOVT,G47,I2015_SCA,CY,2018-06-01,116
TOVT,G47,I2015_SCA,CY,2018-07-01,114
TOVT,G47,I2015_SCA,CY,2018-08-01,
TOVT,G47,I2015_SCA,CY,2018-09-01,
TOVT,G47,I2015_SCA,CZ,2017-10-01,112
TOVT,G47,I2015_SCA,CZ,2017-11-01,116
TOVT,G47,I2015_SCA,CZ,2017-12-01,115
TOVT,G47,I2015_SCA,CZ,2018-01-01,117
TOVT,G47,I2015_SCA,CZ,2018-02-01,117
TOVT,G47,I2015_SCA,CZ,2018-03-01,117
TOVT,G47,I2015_SCA,CZ,2018-04-01,117
TOVT,G47,I2015_SCA,CZ,2018-05-01,118
TOVT,G47,I2015_SCA,CZ,2018-06-01,118
TOVT,G47,I2015_SCA,CZ,2018-07-01,118
TOVT,G47,I2015_SCA,CZ,2018-08-01,118
TOVT,G47,I2015_SCA,CZ,2018-09-01,
TOVT,G47,I2015_SCA,DE,2017-10-01,107
TOVT,G47,I2015_SCA,DE,2017-11-01,110
TOVT,G47,I2015_SCA,DE,2017-12-01,109
TOVT,G47,I2015_SCA,DE,2018-01-01,109
TOVT,G47,I2015_SCA,DE,2018-02-01,108
TOVT,G47,I2015_SCA,DE,2018-03-01,109
TOVT,G47,I2015_SCA,DE,2018-04-01,111
TOVT,G47,I2015_SCA,DE,2018-05-01,110
TOVT,G47,I2015_SCA,DE,2018-06-01,111
TOVT,G47,I2015_SCA,DE,2018-07-01,110
TOVT,G47,I2015_SCA,DE,2018-08-01,110
TOVT,G47,I2015_SCA,DE,2018-09-01,
TOVT,G47,I2015_SCA,DK,2017-10-01,101
TOVT,G47,I2015_SCA,DK,2017-11-01,102
TOVT,G47,I2015_SCA,DK,2017-12-01,102
TOVT,G47,I2015_SCA,DK,2018-01-01,101
TOVT,G47,I2015_SCA,DK,2018-02-01,101
TOVT,G47,I2015_SCA,DK,2018-03-01,102
TOVT,G47,I2015_SCA,DK,2018-04-01,102
TOVT,G47,I2015_SCA,DK,2018-05-01,103
TOVT,G47,I2015_SCA,DK,2018-06-01,103
TOVT,G47,I2015_SCA,DK,2018-07-01,102
TOVT,G47,I2015_SCA,DK,2018-08-01,102
TOVT,G47,I2015_SCA,DK,2018-09-01,
TOVT,G47,I2015_SCA,EA19,2017-10-01,104
TOVT,G47,I2015_SCA,EA19,2017-11-01,107
TOVT,G47,I2015_SCA,EA19,2017-12-01,106
TOVT,G47,I2015_SCA,EA19,2018-01-01,106
TOVT,G47,I2015_SCA,EA19,2018-02-01,106
TOVT,G47,I2015_SCA,EA19,2018-03-01,107
TOVT,G47,I2015_SCA,EA19,2018-04-01,107
TOVT,G47,I2015_SCA,EA19,2018-05-01,108
TOVT,G47,I2015_SCA,EA19,2018-06-01,108
TOVT,G47,I2015_SCA,EA19,2018-07-01,107
TOVT,G47,I2015_SCA,EA19,2018-08-01,108
TOVT,G47,I2015_SCA,EA19,2018-09-01,
TOVT,G47,I2015_SCA,EE,2017-10-01,112
TOVT,G47,I2015_SCA,EE,2017-11-01,113
TOVT,G47,I2015_SCA,EE,2017-12-01,114
TOVT,G47,I2015_SCA,EE,2018-01-01,112
TOVT,G47,I2015_SCA,EE,2018-02-01,114
TOVT,G47,I2015_SCA,EE,2018-03-01,115
TOVT,G47,I2015_SCA,EE,2018-04-01,112
TOVT,G47,I2015_SCA,EE,2018-05-01,116
TOVT,G47,I2015_SCA,EE,2018-06-01,114
TOVT,G47,I2015_SCA,EE,2018-07-01,115
TOVT,G47,I2015_SCA,EE,2018-08-01,117
TOVT,G47,I2015_SCA,EE,2018-09-01,
TOVT,G47,I2015_SCA,EL,2017-10-01,99
TOVT,G47,I2015_SCA,EL,2017-11-01,98
TOVT,G47,I2015_SCA,EL,2017-12-01,100
TOVT,G47,I2015_SCA,EL,2018-01-01,99
TOVT,G47,I2015_SCA,EL,2018-02-01,101
TOVT,G47,I2015_SCA,EL,2018-03-01,100
TOVT,G47,I2015_SCA,EL,2018-04-01,101
TOVT,G47,I2015_SCA,EL,2018-05-01,102
TOVT,G47,I2015_SCA,EL,2018-06-01,102
TOVT,G47,I2015_SCA,EL,2018-07-01,104
TOVT,G47,I2015_SCA,EL,2018-08-01,
TOVT,G47,I2015_SCA,EL,2018-09-01,
TOVT,G47,I2015_SCA,ES,2017-10-01,105
TOVT,G47,I2015_SCA,ES,2017-11-01,106
TOVT,G47,I2015_SCA,ES,2017-12-01,106
TOVT,G47,I2015_SCA,ES,2018-01-01,106
TOVT,G47,I2015_SCA,ES,2018-02-01,106
TOVT,G47,I2015_SCA,ES,2018-03-01,107
TOVT,G47,I2015_SCA,ES,2018-04-01,107
TOVT,G47,I2015_SCA,ES,2018-05-01,107
TOVT,G47,I2015_SCA,ES,2018-06-01,108
TOVT,G47,I2015_SCA,ES,2018-07-01,108
TOVT,G47,I2015_SCA,ES,2018-08-01,108
TOVT,G47,I2015_SCA,ES,2018-09-01,
TOVT,G47,I2015_SCA,EU28,2017-10-01,106
TOVT,G47,I2015_SCA,EU28,2017-11-01,108
TOVT,G47,I2015_SCA,EU28,2017-12-01,107
TOVT,G47,I2015_SCA,EU28,2018-01-01,108
TOVT,G47,I2015_SCA,EU28,2018-02-01,108
TOVT,G47,I2015_SCA,EU28,2018-03-01,108
TOVT,G47,I2015_SCA,EU28,2018-04-01,109
TOVT,G47,I2015_SCA,EU28,2018-05-01,110
TOVT,G47,I2015_SCA,EU28,2018-06-01,110
TOVT,G47,I2015_SCA,EU28,2018-07-01,110
TOVT,G47,I2015_SCA,EU28,2018-08-01,110
TOVT,G47,I2015_SCA,EU28,2018-09-01,
TOVT,G47,I2015_SCA,FI,2017-10-01,103
TOVT,G47,I2015_SCA,FI,2017-11-01,104
TOVT,G47,I2015_SCA,FI,2017-12-01,103
TOVT,G47,I2015_SCA,FI,2018-01-01,105
TOVT,G47,I2015_SCA,FI,2018-02-01,104
TOVT,G47,I2015_SCA,FI,2018-03-01,104
TOVT,G47,I2015_SCA,FI,2018-04-01,103
TOVT,G47,I2015_SCA,FI,2018-05-01,107
TOVT,G47,I2015_SCA,FI,2018-06-01,104
TOVT,G47,I2015_SCA,FI,2018-07-01,105
TOVT,G47,I2015_SCA,FI,2018-08-01,105
TOVT,G47,I2015_SCA,FI,2018-09-01,
TOVT,G47,I2015_SCA,FR,2017-10-01,106
TOVT,G47,I2015_SCA,FR,2017-11-01,110
TOVT,G47,I2015_SCA,FR,2017-12-01,108
TOVT,G47,I2015_SCA,FR,2018-01-01,108
TOVT,G47,I2015_SCA,FR,2018-02-01,108
TOVT,G47,I2015_SCA,FR,2018-03-01,110
TOVT,G47,I2015_SCA,FR,2018-04-01,108
TOVT,G47,I2015_SCA,FR,2018-05-01,110
TOVT,G47,I2015_SCA,FR,2018-06-01,111
TOVT,G47,I2015_SCA,FR,2018-07-01,110
TOVT,G47,I2015_SCA,FR,2018-08-01,110
TOVT,G47,I2015_SCA,FR,2018-09-01,
TOVT,G47,I2015_SCA,HR,2017-10-01,106
TOVT,G47,I2015_SCA,HR,2017-11-01,107
TOVT,G47,I2015_SCA,HR,2017-12-01,107
TOVT,G47,I2015_SCA,HR,2018-01-01,109
TOVT,G47,I2015_SCA,HR,2018-02-01,107
TOVT,G47,I2015_SCA,HR,2018-03-01,108
TOVT,G47,I2015_SCA,HR,2018-04-01,109
TOVT,G47,I2015_SCA,HR,2018-05-01,113
TOVT,G47,I2015_SCA,HR,2018-06-01,110
TOVT,G47,I2015_SCA,HR,2018-07-01,111
TOVT,G47,I2015_SCA,HR,2018-08-01,
TOVT,G47,I2015_SCA,HR,2018-09-01,
TOVT,G47,I2015_SCA,HU,2017-10-01,115
TOVT,G47,I2015_SCA,HU,2017-11-01,116
TOVT,G47,I2015_SCA,HU,2017-12-01,117
TOVT,G47,I2015_SCA,HU,2018-01-01,118
TOVT,G47,I2015_SCA,HU,2018-02-01,118
TOVT,G47,I2015_SCA,HU,2018-03-01,120
TOVT,G47,I2015_SCA,HU,2018-04-01,120
TOVT,G47,I2015_SCA,HU,2018-05-01,123
TOVT,G47,I2015_SCA,HU,2018-06-01,123
TOVT,G47,I2015_SCA,HU,2018-07-01,124
TOVT,G47,I2015_SCA,HU,2018-08-01,125
TOVT,G47,I2015_SCA,HU,2018-09-01,
TOVT,G47,I2015_SCA,IE,2017-10-01,104
TOVT,G47,I2015_SCA,IE,2017-11-01,107
