stk_flow,sitc06,partner,unit,geo\time,date,value
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2017-09-01,5.4
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2017-10-01,11.0
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2017-11-01,9.3
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2017-12-01,1.9
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2018-01-01,8.0
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2018-02-01,1.2
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2018-03-01,1.2
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2018-04-01,6.1
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2018-05-01,-0.9
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2018-06-01,4.9
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2018-07-01,8.8
IMP,SITC7,WRL_REST,PCH_M12_NSA,EA19,2018-08-01,0.4
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2017-09-01,2.5
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2017-10-01,11.9
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2017-11-01,5.6
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2017-12-01,-1.8
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2018-01-01,9.1
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2018-02-01,-0.8
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2018-03-01,-3.0
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2018-04-01,3.5
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2018-05-01,-4.6
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2018-06-01,2.9
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2018-07-01,9.7
IMP,SITC7,WRL_REST,PCH_M12_NSA,EU28,2018-08-01,5.6
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2017-09-01,-2.6
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2017-10-01,1.5
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2017-11-01,0.4
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2017-12-01,0.8
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2018-01-01,1.0
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2018-02-01,-3.8
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2018-03-01,1.6
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2018-04-01,-0.8
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2018-05-01,3.0
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2018-06-01,-1.3
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2018-07-01,2.3
IMP,SITC7,WRL_REST,PCH_M1_SA,EA19,2018-08-01,-1.4
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2017-09-01,-1.9
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2017-10-01,2.9
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2017-11-01,-1.7
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2017-12-01,0.8
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2018-01-01,4.7
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2018-02-01,-7.2
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2018-03-01,1.3
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2018-04-01,0.0
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2018-05-01,1.7
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2018-06-01,0.8
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2018-07-01,5.0
IMP,SITC7,WRL_REST,PCH_M1_SA,EU28,2018-08-01,-0.3
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2017-09-01,56701.4
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2017-10-01,57527.7
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2017-11-01,57735.9
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2017-12-01,58191.1
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2018-01-01,58758.7
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2018-02-01,56553.1
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2018-03-01,57445.4
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2018-04-01,57003.3
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2018-05-01,58718.3
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2018-06-01,57938.7
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2018-07-01,59288.6
IMP,SITC7,WRL_REST,TVAL_SA,EA19,2018-08-01,58457.0
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2017-09-01,49134.5
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2017-10-01,50573.5
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2017-11-01,49713.5
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2017-12-01,50104.9
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2018-01-01,52443.6
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2018-02-01,48683.3
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2018-03-01,49312.7
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2018-04-01,49289.6
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2018-05-01,50121.5
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2018-06-01,50512.1
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2018-07-01,53016.1
IMP,SITC7,WRL_REST,TVAL_SA,EU28,2018-08-01,52882.2
