na_item,s_adj,unit,geotime,date,value
B11,SCA,MIO_EUR_SCA,AT,2015-07-01,
B11,SCA,MIO_EUR_SCA,AT,2015-10-01,
B11,SCA,MIO_EUR_SCA,AT,2016-01-01,3680
B11,SCA,MIO_EUR_SCA,AT,2016-04-01,3539
B11,SCA,MIO_EUR_SCA,AT,2016-07-01,3335
B11,SCA,MIO_EUR_SCA,AT,2016-10-01,2629
B11,SCA,MIO_EUR_SCA,AT,2017-01-01,2708
B11,SCA,MIO_EUR_SCA,AT,2017-04-01,2762
B11,SCA,MIO_EUR_SCA,AT,2017-07-01,2718
B11,SCA,MIO_EUR_SCA,AT,2017-10-01,3300
B11,SCA,MIO_EUR_SCA,AT,2018-01-01,4275
B11,SCA,MIO_EUR_SCA,AT,2018-04-01,3307
B11,SCA,MIO_EUR_SCA,BE,2015-07-01,
B11,SCA,MIO_EUR_SCA,BE,2015-10-01,
B11,SCA,MIO_EUR_SCA,BE,2016-01-01,2048
B11,SCA,MIO_EUR_SCA,BE,2016-04-01,2078
B11,SCA,MIO_EUR_SCA,BE,2016-07-01,203
B11,SCA,MIO_EUR_SCA,BE,2016-10-01,1296
B11,SCA,MIO_EUR_SCA,BE,2017-01-01,709
B11,SCA,MIO_EUR_SCA,BE,2017-04-01,891
B11,SCA,MIO_EUR_SCA,BE,2017-07-01,696
B11,SCA,MIO_EUR_SCA,BE,2017-10-01,781
B11,SCA,MIO_EUR_SCA,BE,2018-01-01,799
B11,SCA,MIO_EUR_SCA,BE,2018-04-01,455
B11,SCA,MIO_EUR_SCA,BG,2015-07-01,
B11,SCA,MIO_EUR_SCA,BG,2015-10-01,
B11,SCA,MIO_EUR_SCA,BG,2016-01-01,435
B11,SCA,MIO_EUR_SCA,BG,2016-04-01,477
B11,SCA,MIO_EUR_SCA,BG,2016-07-01,448
B11,SCA,MIO_EUR_SCA,BG,2016-10-01,635
B11,SCA,MIO_EUR_SCA,BG,2017-01-01,485
B11,SCA,MIO_EUR_SCA,BG,2017-04-01,481
B11,SCA,MIO_EUR_SCA,BG,2017-07-01,607
B11,SCA,MIO_EUR_SCA,BG,2017-10-01,240
B11,SCA,MIO_EUR_SCA,BG,2018-01-01,45
B11,SCA,MIO_EUR_SCA,BG,2018-04-01,12
B11,SCA,MIO_EUR_SCA,CH,2015-07-01,
B11,SCA,MIO_EUR_SCA,CH,2015-10-01,
B11,SCA,MIO_EUR_SCA,CH,2016-01-01,11064
B11,SCA,MIO_EUR_SCA,CH,2016-04-01,19337
B11,SCA,MIO_EUR_SCA,CH,2016-07-01,18521
B11,SCA,MIO_EUR_SCA,CH,2016-10-01,21183
