age,unit,sex,indic_em,geo\time,date,value
Y20-64,PC_POP,F,EMP_LFS,IS,2015-01-01,83.3 
Y20-64,PC_POP,F,EMP_LFS,IS,2016-01-01,84.4 
Y20-64,PC_POP,F,EMP_LFS,IS,2017-01-01,84.5 
Y20-64,PC_POP,F,EMP_LFS,IT,2000-01-01,42.2 
Y20-64,PC_POP,F,EMP_LFS,IT,2001-01-01,43.8 
Y20-64,PC_POP,F,EMP_LFS,IT,2002-01-01,44.9 
Y20-64,PC_POP,F,EMP_LFS,IT,2003-01-01,45.6 
Y20-64,PC_POP,F,EMP_LFS,IT,2004-01-01,48.5 b
Y20-64,PC_POP,F,EMP_LFS,IT,2005-01-01,48.5 
Y20-64,PC_POP,F,EMP_LFS,IT,2006-01-01,49.6 
Y20-64,PC_POP,F,EMP_LFS,IT,2007-01-01,49.9 
Y20-64,PC_POP,F,EMP_LFS,IT,2008-01-01,50.6 
Y20-64,PC_POP,F,EMP_LFS,IT,2009-01-01,49.7 
Y20-64,PC_POP,F,EMP_LFS,IT,2010-01-01,49.5 
Y20-64,PC_POP,F,EMP_LFS,IT,2011-01-01,49.9 
Y20-64,PC_POP,F,EMP_LFS,IT,2012-01-01,50.5
Y20-64,PC_POP,F,EMP_LFS,IT,2013-01-01,49.9
Y20-64,PC_POP,F,EMP_LFS,IT,2014-01-01,50.3 
Y20-64,PC_POP,F,EMP_LFS,IT,2015-01-01,50.6 
Y20-64,PC_POP,F,EMP_LFS,IT,2016-01-01,51.6 
Y20-64,PC_POP,F,EMP_LFS,IT,2017-01-01,52.5 
Y20-64,PC_POP,F,EMP_LFS,LT,2000-01-01,63.9 e
Y20-64,PC_POP,F,EMP_LFS,LT,2001-01-01,62.6 e
Y20-64,PC_POP,F,EMP_LFS,LT,2002-01-01,63.9 b
Y20-64,PC_POP,F,EMP_LFS,LT,2003-01-01,65.6 
Y20-64,PC_POP,F,EMP_LFS,LT,2004-01-01,65.3 
Y20-64,PC_POP,F,EMP_LFS,LT,2005-01-01,66.6 
Y20-64,PC_POP,F,EMP_LFS,LT,2006-01-01,68.0 
Y20-64,PC_POP,F,EMP_LFS,LT,2007-01-01,69.1 
Y20-64,PC_POP,F,EMP_LFS,LT,2008-01-01,68.7 
Y20-64,PC_POP,F,EMP_LFS,LT,2009-01-01,67.2 
Y20-64,PC_POP,F,EMP_LFS,LT,2010-01-01,65.0 
Y20-64,PC_POP,F,EMP_LFS,LT,2011-01-01,66.6 
Y20-64,PC_POP,F,EMP_LFS,LT,2012-01-01,67.9
Y20-64,PC_POP,F,EMP_LFS,LT,2013-01-01,68.6
Y20-64,PC_POP,F,EMP_LFS,LT,2014-01-01,70.6 
Y20-64,PC_POP,F,EMP_LFS,LT,2015-01-01,72.2 
Y20-64,PC_POP,F,EMP_LFS,LT,2016-01-01,74.3 
Y20-64,PC_POP,F,EMP_LFS,LT,2017-01-01,75.5 
Y20-64,PC_POP,F,EMP_LFS,LU,2000-01-01,53.1 e
Y20-64,PC_POP,F,EMP_LFS,LU,2001-01-01,54.1 e
Y20-64,PC_POP,F,EMP_LFS,LU,2002-01-01,55.0 e
Y20-64,PC_POP,F,EMP_LFS,LU,2003-01-01,55.1 b
Y20-64,PC_POP,F,EMP_LFS,LU,2004-01-01,56.2 
Y20-64,PC_POP,F,EMP_LFS,LU,2005-01-01,58.4 
Y20-64,PC_POP,F,EMP_LFS,LU,2006-01-01,59.4 
Y20-64,PC_POP,F,EMP_LFS,LU,2007-01-01,61.0 b
Y20-64,PC_POP,F,EMP_LFS,LU,2008-01-01,60.1 
Y20-64,PC_POP,F,EMP_LFS,LU,2009-01-01,61.5 b
Y20-64,PC_POP,F,EMP_LFS,LU,2010-01-01,62.0 
Y20-64,PC_POP,F,EMP_LFS,LU,2011-01-01,61.9 
Y20-64,PC_POP,F,EMP_LFS,LU,2012-01-01,64.1
Y20-64,PC_POP,F,EMP_LFS,LU,2013-01-01,63.9
Y20-64,PC_POP,F,EMP_LFS,LU,2014-01-01,65.5 
Y20-64,PC_POP,F,EMP_LFS,LU,2015-01-01,65.0 b
Y20-64,PC_POP,F,EMP_LFS,LU,2016-01-01,65.1 
Y20-64,PC_POP,F,EMP_LFS,LU,2017-01-01,67.5 
Y20-64,PC_POP,F,EMP_LFS,LV,2000-01-01,59.3 e
Y20-64,PC_POP,F,EMP_LFS,LV,2001-01-01,60.6 e
Y20-64,PC_POP,F,EMP_LFS,LV,2002-01-01,62.3 b
Y20-64,PC_POP,F,EMP_LFS,LV,2003-01-01,63.2 
Y20-64,PC_POP,F,EMP_LFS,LV,2004-01-01,63.5 
Y20-64,PC_POP,F,EMP_LFS,LV,2005-01-01,64.5 
Y20-64,PC_POP,F,EMP_LFS,LV,2006-01-01,68.4 
Y20-64,PC_POP,F,EMP_LFS,LV,2007-01-01,70.3 
Y20-64,PC_POP,F,EMP_LFS,LV,2008-01-01,71.9 
Y20-64,PC_POP,F,EMP_LFS,LV,2009-01-01,66.5 
Y20-64,PC_POP,F,EMP_LFS,LV,2010-01-01,64.5 
Y20-64,PC_POP,F,EMP_LFS,LV,2011-01-01,65.3 
Y20-64,PC_POP,F,EMP_LFS,LV,2012-01-01,66.4
Y20-64,PC_POP,F,EMP_LFS,LV,2013-01-01,67.7
Y20-64,PC_POP,F,EMP_LFS,LV,2014-01-01,68.5 
Y20-64,PC_POP,F,EMP_LFS,LV,2015-01-01,70.5 
Y20-64,PC_POP,F,EMP_LFS,LV,2016-01-01,71.8 
Y20-64,PC_POP,F,EMP_LFS,LV,2017-01-01,72.7 
Y20-64,PC_POP,F,EMP_LFS,ME,2000-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2001-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2002-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2003-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2004-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2005-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2006-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2007-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2008-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2009-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2010-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,ME,2011-01-01,44.4 
Y20-64,PC_POP,F,EMP_LFS,ME,2012-01-01,46.2
Y20-64,PC_POP,F,EMP_LFS,ME,2013-01-01,47.5
Y20-64,PC_POP,F,EMP_LFS,ME,2014-01-01,49.7 
Y20-64,PC_POP,F,EMP_LFS,ME,2015-01-01,51.6 
Y20-64,PC_POP,F,EMP_LFS,ME,2016-01-01,51.3 
Y20-64,PC_POP,F,EMP_LFS,ME,2017-01-01,51.4 
Y20-64,PC_POP,F,EMP_LFS,MK,2000-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,MK,2001-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,MK,2002-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,MK,2003-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,MK,2004-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,MK,2005-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,MK,2006-01-01,34.0 
Y20-64,PC_POP,F,EMP_LFS,MK,2007-01-01,35.8 
Y20-64,PC_POP,F,EMP_LFS,MK,2008-01-01,36.2 
Y20-64,PC_POP,F,EMP_LFS,MK,2009-01-01,37.1 
Y20-64,PC_POP,F,EMP_LFS,MK,2010-01-01,37.5 
Y20-64,PC_POP,F,EMP_LFS,MK,2011-01-01,38.8 
Y20-64,PC_POP,F,EMP_LFS,MK,2012-01-01,38.7
Y20-64,PC_POP,F,EMP_LFS,MK,2013-01-01,40.7
Y20-64,PC_POP,F,EMP_LFS,MK,2014-01-01,40.8 
Y20-64,PC_POP,F,EMP_LFS,MK,2015-01-01,42.1 
Y20-64,PC_POP,F,EMP_LFS,MK,2016-01-01,42.5 
Y20-64,PC_POP,F,EMP_LFS,MK,2017-01-01,43.7 
Y20-64,PC_POP,F,EMP_LFS,MT,2000-01-01,33.2 e
Y20-64,PC_POP,F,EMP_LFS,MT,2001-01-01,33.0 e
Y20-64,PC_POP,F,EMP_LFS,MT,2002-01-01,34.4 
Y20-64,PC_POP,F,EMP_LFS,MT,2003-01-01,34.9 
Y20-64,PC_POP,F,EMP_LFS,MT,2004-01-01,34.3 
Y20-64,PC_POP,F,EMP_LFS,MT,2005-01-01,34.8 b
Y20-64,PC_POP,F,EMP_LFS,MT,2006-01-01,35.7 
Y20-64,PC_POP,F,EMP_LFS,MT,2007-01-01,37.7 
Y20-64,PC_POP,F,EMP_LFS,MT,2008-01-01,39.4 
Y20-64,PC_POP,F,EMP_LFS,MT,2009-01-01,40.0 
Y20-64,PC_POP,F,EMP_LFS,MT,2010-01-01,41.6 
Y20-64,PC_POP,F,EMP_LFS,MT,2011-01-01,43.8 
Y20-64,PC_POP,F,EMP_LFS,MT,2012-01-01,48.0
Y20-64,PC_POP,F,EMP_LFS,MT,2013-01-01,51.7
Y20-64,PC_POP,F,EMP_LFS,MT,2014-01-01,54.3 
Y20-64,PC_POP,F,EMP_LFS,MT,2015-01-01,55.3 
Y20-64,PC_POP,F,EMP_LFS,MT,2016-01-01,58.0 
Y20-64,PC_POP,F,EMP_LFS,MT,2017-01-01,60.6 
Y20-64,PC_POP,F,EMP_LFS,NL,2000-01-01,64.1 
Y20-64,PC_POP,F,EMP_LFS,NL,2001-01-01,65.7 
Y20-64,PC_POP,F,EMP_LFS,NL,2002-01-01,66.8 
Y20-64,PC_POP,F,EMP_LFS,NL,2003-01-01,66.9 
Y20-64,PC_POP,F,EMP_LFS,NL,2004-01-01,66.9 
Y20-64,PC_POP,F,EMP_LFS,NL,2005-01-01,67.6 
Y20-64,PC_POP,F,EMP_LFS,NL,2006-01-01,69.0 
Y20-64,PC_POP,F,EMP_LFS,NL,2007-01-01,70.7 
Y20-64,PC_POP,F,EMP_LFS,NL,2008-01-01,72.2 
Y20-64,PC_POP,F,EMP_LFS,NL,2009-01-01,72.7 
Y20-64,PC_POP,F,EMP_LFS,NL,2010-01-01,70.8 b
Y20-64,PC_POP,F,EMP_LFS,NL,2011-01-01,70.4 b
Y20-64,PC_POP,F,EMP_LFS,NL,2012-01-01,71.0
Y20-64,PC_POP,F,EMP_LFS,NL,2013-01-01,70.6
Y20-64,PC_POP,F,EMP_LFS,NL,2014-01-01,69.7 
Y20-64,PC_POP,F,EMP_LFS,NL,2015-01-01,70.8 
Y20-64,PC_POP,F,EMP_LFS,NL,2016-01-01,71.6 
Y20-64,PC_POP,F,EMP_LFS,NL,2017-01-01,72.8 
Y20-64,PC_POP,F,EMP_LFS,NO,2000-01-01,76.1 
Y20-64,PC_POP,F,EMP_LFS,NO,2001-01-01,76.2 
Y20-64,PC_POP,F,EMP_LFS,NO,2002-01-01,75.9 
Y20-64,PC_POP,F,EMP_LFS,NO,2003-01-01,75.0 
Y20-64,PC_POP,F,EMP_LFS,NO,2004-01-01,74.8 
Y20-64,PC_POP,F,EMP_LFS,NO,2005-01-01,74.6 
Y20-64,PC_POP,F,EMP_LFS,NO,2006-01-01,75.7 b
Y20-64,PC_POP,F,EMP_LFS,NO,2007-01-01,77.5 
Y20-64,PC_POP,F,EMP_LFS,NO,2008-01-01,78.6 
Y20-64,PC_POP,F,EMP_LFS,NO,2009-01-01,77.9 
Y20-64,PC_POP,F,EMP_LFS,NO,2010-01-01,76.9 
Y20-64,PC_POP,F,EMP_LFS,NO,2011-01-01,77.1 
Y20-64,PC_POP,F,EMP_LFS,NO,2012-01-01,77.3
Y20-64,PC_POP,F,EMP_LFS,NO,2013-01-01,77.1
Y20-64,PC_POP,F,EMP_LFS,NO,2014-01-01,77.1 
Y20-64,PC_POP,F,EMP_LFS,NO,2015-01-01,76.7 
Y20-64,PC_POP,F,EMP_LFS,NO,2016-01-01,76.7 
Y20-64,PC_POP,F,EMP_LFS,NO,2017-01-01,76.2 
Y20-64,PC_POP,F,EMP_LFS,PL,2000-01-01,54.2 b
Y20-64,PC_POP,F,EMP_LFS,PL,2001-01-01,53.0 b
Y20-64,PC_POP,F,EMP_LFS,PL,2002-01-01,51.4 
Y20-64,PC_POP,F,EMP_LFS,PL,2003-01-01,51.2 b
Y20-64,PC_POP,F,EMP_LFS,PL,2004-01-01,51.2 b
Y20-64,PC_POP,F,EMP_LFS,PL,2005-01-01,51.7 
Y20-64,PC_POP,F,EMP_LFS,PL,2006-01-01,53.1 
Y20-64,PC_POP,F,EMP_LFS,PL,2007-01-01,55.5 
Y20-64,PC_POP,F,EMP_LFS,PL,2008-01-01,57.3 
Y20-64,PC_POP,F,EMP_LFS,PL,2009-01-01,57.6 
Y20-64,PC_POP,F,EMP_LFS,PL,2010-01-01,57.3 b
Y20-64,PC_POP,F,EMP_LFS,PL,2011-01-01,57.2 
Y20-64,PC_POP,F,EMP_LFS,PL,2012-01-01,57.5
Y20-64,PC_POP,F,EMP_LFS,PL,2013-01-01,57.6
Y20-64,PC_POP,F,EMP_LFS,PL,2014-01-01,59.4 
Y20-64,PC_POP,F,EMP_LFS,PL,2015-01-01,60.9 
Y20-64,PC_POP,F,EMP_LFS,PL,2016-01-01,62.2 
Y20-64,PC_POP,F,EMP_LFS,PL,2017-01-01,63.6 
Y20-64,PC_POP,F,EMP_LFS,PT,2000-01-01,65.1 
Y20-64,PC_POP,F,EMP_LFS,PT,2001-01-01,65.8 
Y20-64,PC_POP,F,EMP_LFS,PT,2002-01-01,65.7 
Y20-64,PC_POP,F,EMP_LFS,PT,2003-01-01,65.8 
Y20-64,PC_POP,F,EMP_LFS,PT,2004-01-01,65.9 
Y20-64,PC_POP,F,EMP_LFS,PT,2005-01-01,66.0 
Y20-64,PC_POP,F,EMP_LFS,PT,2006-01-01,66.3 
Y20-64,PC_POP,F,EMP_LFS,PT,2007-01-01,66.3 
Y20-64,PC_POP,F,EMP_LFS,PT,2008-01-01,67.1 
Y20-64,PC_POP,F,EMP_LFS,PT,2009-01-01,66.1 
Y20-64,PC_POP,F,EMP_LFS,PT,2010-01-01,65.6 
Y20-64,PC_POP,F,EMP_LFS,PT,2011-01-01,64.6 b
Y20-64,PC_POP,F,EMP_LFS,PT,2012-01-01,63.0
Y20-64,PC_POP,F,EMP_LFS,PT,2013-01-01,62.3
Y20-64,PC_POP,F,EMP_LFS,PT,2014-01-01,64.2 
Y20-64,PC_POP,F,EMP_LFS,PT,2015-01-01,65.9 
Y20-64,PC_POP,F,EMP_LFS,PT,2016-01-01,67.4 
Y20-64,PC_POP,F,EMP_LFS,PT,2017-01-01,69.8 
Y20-64,PC_POP,F,EMP_LFS,RO,2000-01-01,63.0 
Y20-64,PC_POP,F,EMP_LFS,RO,2001-01-01,62.3 
Y20-64,PC_POP,F,EMP_LFS,RO,2002-01-01,56.8 b
Y20-64,PC_POP,F,EMP_LFS,RO,2003-01-01,57.0 b
Y20-64,PC_POP,F,EMP_LFS,RO,2004-01-01,57.4 
Y20-64,PC_POP,F,EMP_LFS,RO,2005-01-01,56.9 
Y20-64,PC_POP,F,EMP_LFS,RO,2006-01-01,58.5 
Y20-64,PC_POP,F,EMP_LFS,RO,2007-01-01,57.9 
Y20-64,PC_POP,F,EMP_LFS,RO,2008-01-01,57.3 
Y20-64,PC_POP,F,EMP_LFS,RO,2009-01-01,56.3 
Y20-64,PC_POP,F,EMP_LFS,RO,2010-01-01,56.5 b
Y20-64,PC_POP,F,EMP_LFS,RO,2011-01-01,56.2 
Y20-64,PC_POP,F,EMP_LFS,RO,2012-01-01,56.7
Y20-64,PC_POP,F,EMP_LFS,RO,2013-01-01,56.5
Y20-64,PC_POP,F,EMP_LFS,RO,2014-01-01,57.3 
Y20-64,PC_POP,F,EMP_LFS,RO,2015-01-01,57.2 
Y20-64,PC_POP,F,EMP_LFS,RO,2016-01-01,57.4 
Y20-64,PC_POP,F,EMP_LFS,RO,2017-01-01,60.2 
Y20-64,PC_POP,F,EMP_LFS,SE,2000-01-01,74.6 e
Y20-64,PC_POP,F,EMP_LFS,SE,2001-01-01,76.4 b
Y20-64,PC_POP,F,EMP_LFS,SE,2002-01-01,76.6 
Y20-64,PC_POP,F,EMP_LFS,SE,2003-01-01,76.0 
Y20-64,PC_POP,F,EMP_LFS,SE,2004-01-01,75.3 
Y20-64,PC_POP,F,EMP_LFS,SE,2005-01-01,75.2 b
Y20-64,PC_POP,F,EMP_LFS,SE,2006-01-01,75.8 
Y20-64,PC_POP,F,EMP_LFS,SE,2007-01-01,77.1 
Y20-64,PC_POP,F,EMP_LFS,SE,2008-01-01,77.2 
Y20-64,PC_POP,F,EMP_LFS,SE,2009-01-01,75.7 
Y20-64,PC_POP,F,EMP_LFS,SE,2010-01-01,75.0 
Y20-64,PC_POP,F,EMP_LFS,SE,2011-01-01,76.5 
Y20-64,PC_POP,F,EMP_LFS,SE,2012-01-01,76.8
Y20-64,PC_POP,F,EMP_LFS,SE,2013-01-01,77.2
Y20-64,PC_POP,F,EMP_LFS,SE,2014-01-01,77.6 
Y20-64,PC_POP,F,EMP_LFS,SE,2015-01-01,78.3 
Y20-64,PC_POP,F,EMP_LFS,SE,2016-01-01,79.2 
Y20-64,PC_POP,F,EMP_LFS,SE,2017-01-01,79.8 
Y20-64,PC_POP,F,EMP_LFS,SI,2000-01-01,63.6 
Y20-64,PC_POP,F,EMP_LFS,SI,2001-01-01,64.1 
Y20-64,PC_POP,F,EMP_LFS,SI,2002-01-01,63.8 
Y20-64,PC_POP,F,EMP_LFS,SI,2003-01-01,62.8 
Y20-64,PC_POP,F,EMP_LFS,SI,2004-01-01,65.4 
Y20-64,PC_POP,F,EMP_LFS,SI,2005-01-01,66.2 
Y20-64,PC_POP,F,EMP_LFS,SI,2006-01-01,66.5 
Y20-64,PC_POP,F,EMP_LFS,SI,2007-01-01,67.1 
Y20-64,PC_POP,F,EMP_LFS,SI,2008-01-01,68.5 
Y20-64,PC_POP,F,EMP_LFS,SI,2009-01-01,67.9 
Y20-64,PC_POP,F,EMP_LFS,SI,2010-01-01,66.5 
Y20-64,PC_POP,F,EMP_LFS,SI,2011-01-01,64.8 
Y20-64,PC_POP,F,EMP_LFS,SI,2012-01-01,64.6
Y20-64,PC_POP,F,EMP_LFS,SI,2013-01-01,63.0
Y20-64,PC_POP,F,EMP_LFS,SI,2014-01-01,63.6 
Y20-64,PC_POP,F,EMP_LFS,SI,2015-01-01,64.7 
Y20-64,PC_POP,F,EMP_LFS,SI,2016-01-01,66.7 
Y20-64,PC_POP,F,EMP_LFS,SI,2017-01-01,69.7 
Y20-64,PC_POP,F,EMP_LFS,SK,2000-01-01,57.2 
Y20-64,PC_POP,F,EMP_LFS,SK,2001-01-01,57.5 
Y20-64,PC_POP,F,EMP_LFS,SK,2002-01-01,57.2 
Y20-64,PC_POP,F,EMP_LFS,SK,2003-01-01,58.4 b
Y20-64,PC_POP,F,EMP_LFS,SK,2004-01-01,56.7 
Y20-64,PC_POP,F,EMP_LFS,SK,2005-01-01,56.7 
Y20-64,PC_POP,F,EMP_LFS,SK,2006-01-01,57.5 
Y20-64,PC_POP,F,EMP_LFS,SK,2007-01-01,58.7 
Y20-64,PC_POP,F,EMP_LFS,SK,2008-01-01,60.3 
Y20-64,PC_POP,F,EMP_LFS,SK,2009-01-01,58.2 
Y20-64,PC_POP,F,EMP_LFS,SK,2010-01-01,57.4 
Y20-64,PC_POP,F,EMP_LFS,SK,2011-01-01,57.4 b
Y20-64,PC_POP,F,EMP_LFS,SK,2012-01-01,57.3
Y20-64,PC_POP,F,EMP_LFS,SK,2013-01-01,57.8
Y20-64,PC_POP,F,EMP_LFS,SK,2014-01-01,58.6 
Y20-64,PC_POP,F,EMP_LFS,SK,2015-01-01,60.3 
Y20-64,PC_POP,F,EMP_LFS,SK,2016-01-01,62.7 
Y20-64,PC_POP,F,EMP_LFS,SK,2017-01-01,64.7 
Y20-64,PC_POP,F,EMP_LFS,TR,2000-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,TR,2001-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,TR,2002-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,TR,2003-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,TR,2004-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,TR,2005-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,TR,2006-01-01,24.0 
Y20-64,PC_POP,F,EMP_LFS,TR,2007-01-01,24.2 
Y20-64,PC_POP,F,EMP_LFS,TR,2008-01-01,24.9 
Y20-64,PC_POP,F,EMP_LFS,TR,2009-01-01,25.8 
Y20-64,PC_POP,F,EMP_LFS,TR,2010-01-01,28.0 
Y20-64,PC_POP,F,EMP_LFS,TR,2011-01-01,29.7 
Y20-64,PC_POP,F,EMP_LFS,TR,2012-01-01,30.9
Y20-64,PC_POP,F,EMP_LFS,TR,2013-01-01,31.8
Y20-64,PC_POP,F,EMP_LFS,TR,2014-01-01,31.6 b
Y20-64,PC_POP,F,EMP_LFS,TR,2015-01-01,32.5 
Y20-64,PC_POP,F,EMP_LFS,TR,2016-01-01,33.2 
Y20-64,PC_POP,F,EMP_LFS,TR,2017-01-01,34.5 
Y20-64,PC_POP,F,EMP_LFS,UK,2000-01-01,66.8 
Y20-64,PC_POP,F,EMP_LFS,UK,2001-01-01,67.3 
Y20-64,PC_POP,F,EMP_LFS,UK,2002-01-01,67.5 
Y20-64,PC_POP,F,EMP_LFS,UK,2003-01-01,67.7 
Y20-64,PC_POP,F,EMP_LFS,UK,2004-01-01,68.0 b
Y20-64,PC_POP,F,EMP_LFS,UK,2005-01-01,68.5 
Y20-64,PC_POP,F,EMP_LFS,UK,2006-01-01,68.6 
Y20-64,PC_POP,F,EMP_LFS,UK,2007-01-01,68.4 b
Y20-64,PC_POP,F,EMP_LFS,UK,2008-01-01,68.8 b
Y20-64,PC_POP,F,EMP_LFS,UK,2009-01-01,68.2 
Y20-64,PC_POP,F,EMP_LFS,UK,2010-01-01,67.9 
Y20-64,PC_POP,F,EMP_LFS,UK,2011-01-01,67.8 
Y20-64,PC_POP,F,EMP_LFS,UK,2012-01-01,68.4
Y20-64,PC_POP,F,EMP_LFS,UK,2013-01-01,69.3
Y20-64,PC_POP,F,EMP_LFS,UK,2014-01-01,70.6 
Y20-64,PC_POP,F,EMP_LFS,UK,2015-01-01,71.3 
Y20-64,PC_POP,F,EMP_LFS,UK,2016-01-01,72.1 
Y20-64,PC_POP,F,EMP_LFS,UK,2017-01-01,73.1 
Y20-64,PC_POP,M,EMP_LFS,AT,2000-01-01,80.6 
Y20-64,PC_POP,M,EMP_LFS,AT,2001-01-01,80.0 
Y20-64,PC_POP,M,EMP_LFS,AT,2002-01-01,79.6 
Y20-64,PC_POP,M,EMP_LFS,AT,2003-01-01,79.6 
Y20-64,PC_POP,M,EMP_LFS,AT,2004-01-01,76.4 b
Y20-64,PC_POP,M,EMP_LFS,AT,2005-01-01,76.9 
Y20-64,PC_POP,M,EMP_LFS,AT,2006-01-01,78.1 
Y20-64,PC_POP,M,EMP_LFS,AT,2007-01-01,79.5 b
Y20-64,PC_POP,M,EMP_LFS,AT,2008-01-01,80.1 
Y20-64,PC_POP,M,EMP_LFS,AT,2009-01-01,78.7 
Y20-64,PC_POP,M,EMP_LFS,AT,2010-01-01,79.0 
Y20-64,PC_POP,M,EMP_LFS,AT,2011-01-01,79.2 
Y20-64,PC_POP,M,EMP_LFS,AT,2012-01-01,79.3
Y20-64,PC_POP,M,EMP_LFS,AT,2013-01-01,79.1
Y20-64,PC_POP,M,EMP_LFS,AT,2014-01-01,78.3 
Y20-64,PC_POP,M,EMP_LFS,AT,2015-01-01,78.4 
Y20-64,PC_POP,M,EMP_LFS,AT,2016-01-01,78.7 
Y20-64,PC_POP,M,EMP_LFS,AT,2017-01-01,79.4 
Y20-64,PC_POP,M,EMP_LFS,BE,2000-01-01,75.5 
Y20-64,PC_POP,M,EMP_LFS,BE,2001-01-01,74.5 b
Y20-64,PC_POP,M,EMP_LFS,BE,2002-01-01,74.0 
Y20-64,PC_POP,M,EMP_LFS,BE,2003-01-01,73.1 
Y20-64,PC_POP,M,EMP_LFS,BE,2004-01-01,73.8 
Y20-64,PC_POP,M,EMP_LFS,BE,2005-01-01,74.3 
Y20-64,PC_POP,M,EMP_LFS,BE,2006-01-01,74.0 
Y20-64,PC_POP,M,EMP_LFS,BE,2007-01-01,75.0 
Y20-64,PC_POP,M,EMP_LFS,BE,2008-01-01,74.7 
Y20-64,PC_POP,M,EMP_LFS,BE,2009-01-01,73.2 
Y20-64,PC_POP,M,EMP_LFS,BE,2010-01-01,73.5 
Y20-64,PC_POP,M,EMP_LFS,BE,2011-01-01,73.0 
Y20-64,PC_POP,M,EMP_LFS,BE,2012-01-01,72.7
Y20-64,PC_POP,M,EMP_LFS,BE,2013-01-01,72.3
Y20-64,PC_POP,M,EMP_LFS,BE,2014-01-01,71.6 
Y20-64,PC_POP,M,EMP_LFS,BE,2015-01-01,71.3 
Y20-64,PC_POP,M,EMP_LFS,BE,2016-01-01,72.3 
Y20-64,PC_POP,M,EMP_LFS,BE,2017-01-01,73.4 b
Y20-64,PC_POP,M,EMP_LFS,BG,2000-01-01,60.2 
Y20-64,PC_POP,M,EMP_LFS,BG,2001-01-01,58.3 b
Y20-64,PC_POP,M,EMP_LFS,BG,2002-01-01,59.4 
Y20-64,PC_POP,M,EMP_LFS,BG,2003-01-01,62.2 
Y20-64,PC_POP,M,EMP_LFS,BG,2004-01-01,64.4 
Y20-64,PC_POP,M,EMP_LFS,BG,2005-01-01,66.8 
Y20-64,PC_POP,M,EMP_LFS,BG,2006-01-01,69.9 
Y20-64,PC_POP,M,EMP_LFS,BG,2007-01-01,73.4 
Y20-64,PC_POP,M,EMP_LFS,BG,2008-01-01,76.1 
Y20-64,PC_POP,M,EMP_LFS,BG,2009-01-01,73.8 
Y20-64,PC_POP,M,EMP_LFS,BG,2010-01-01,68.6 b
Y20-64,PC_POP,M,EMP_LFS,BG,2011-01-01,66.0 b
Y20-64,PC_POP,M,EMP_LFS,BG,2012-01-01,65.8
Y20-64,PC_POP,M,EMP_LFS,BG,2013-01-01,66.4
Y20-64,PC_POP,M,EMP_LFS,BG,2014-01-01,68.1 
Y20-64,PC_POP,M,EMP_LFS,BG,2015-01-01,70.4 
Y20-64,PC_POP,M,EMP_LFS,BG,2016-01-01,71.3 
Y20-64,PC_POP,M,EMP_LFS,BG,2017-01-01,75.3 
Y20-64,PC_POP,M,EMP_LFS,CH,2000-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2001-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2002-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2003-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2004-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2005-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2006-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2007-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2008-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2009-01-01,: 
Y20-64,PC_POP,M,EMP_LFS,CH,2010-01-01,86.1 b
Y20-64,PC_POP,M,EMP_LFS,CH,2011-01-01,86.8 
Y20-64,PC_POP,M,EMP_LFS,CH,2012-01-01,86.7
Y20-64,PC_POP,M,EMP_LFS,CH,2013-01-01,86.2
Y20-64,PC_POP,M,EMP_LFS,CH,2014-01-01,86.0 
Y20-64,PC_POP,M,EMP_LFS,CH,2015-01-01,86.5 
