unit,crops,agprdmet,geotime,date,value
PC_UAA,UAAXK0000,TOTAL,MK,2016-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,MT,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,MT,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,MT,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,MT,2004-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2005-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2006-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2007-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2008-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2009-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2010-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2011-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2012-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2013-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2014-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2015-01-01,0
PC_UAA,UAAXK0000,TOTAL,MT,2016-01-01,0
PC_UAA,UAAXK0000,TOTAL,NL,2000-01-01,1
PC_UAA,UAAXK0000,TOTAL,NL,2001-01-01,1
PC_UAA,UAAXK0000,TOTAL,NL,2002-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2003-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2004-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2005-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2006-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2007-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2008-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2009-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2010-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2011-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2012-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2013-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2014-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2015-01-01,2
PC_UAA,UAAXK0000,TOTAL,NL,2016-01-01,2
PC_UAA,UAAXK0000,TOTAL,NO,2000-01-01,2
PC_UAA,UAAXK0000,TOTAL,NO,2001-01-01,2
PC_UAA,UAAXK0000,TOTAL,NO,2002-01-01,3
PC_UAA,UAAXK0000,TOTAL,NO,2003-01-01,3
PC_UAA,UAAXK0000,TOTAL,NO,2004-01-01,3
PC_UAA,UAAXK0000,TOTAL,NO,2005-01-01,4
PC_UAA,UAAXK0000,TOTAL,NO,2006-01-01,4
PC_UAA,UAAXK0000,TOTAL,NO,2007-01-01,4
PC_UAA,UAAXK0000,TOTAL,NO,2008-01-01,5
PC_UAA,UAAXK0000,TOTAL,NO,2009-01-01,5
PC_UAA,UAAXK0000,TOTAL,NO,2010-01-01,
PC_UAA,UAAXK0000,TOTAL,NO,2011-01-01,
PC_UAA,UAAXK0000,TOTAL,NO,2012-01-01,
PC_UAA,UAAXK0000,TOTAL,NO,2013-01-01,
PC_UAA,UAAXK0000,TOTAL,NO,2014-01-01,5
PC_UAA,UAAXK0000,TOTAL,NO,2015-01-01,4
PC_UAA,UAAXK0000,TOTAL,NO,2016-01-01,4
PC_UAA,UAAXK0000,TOTAL,PL,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,PL,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,PL,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,PL,2003-01-01,0
PC_UAA,UAAXK0000,TOTAL,PL,2004-01-01,0
PC_UAA,UAAXK0000,TOTAL,PL,2005-01-01,1
PC_UAA,UAAXK0000,TOTAL,PL,2006-01-01,1
PC_UAA,UAAXK0000,TOTAL,PL,2007-01-01,1
PC_UAA,UAAXK0000,TOTAL,PL,2008-01-01,2
PC_UAA,UAAXK0000,TOTAL,PL,2009-01-01,2
PC_UAA,UAAXK0000,TOTAL,PL,2010-01-01,3
PC_UAA,UAAXK0000,TOTAL,PL,2011-01-01,4
PC_UAA,UAAXK0000,TOTAL,PL,2012-01-01,4
PC_UAA,UAAXK0000,TOTAL,PL,2013-01-01,4
PC_UAA,UAAXK0000,TOTAL,PL,2014-01-01,4
PC_UAA,UAAXK0000,TOTAL,PL,2015-01-01,4
PC_UAA,UAAXK0000,TOTAL,PL,2016-01-01,3
PC_UAA,UAAXK0000,TOTAL,PT,2000-01-01,1
PC_UAA,UAAXK0000,TOTAL,PT,2001-01-01,2
PC_UAA,UAAXK0000,TOTAL,PT,2002-01-01,2
PC_UAA,UAAXK0000,TOTAL,PT,2003-01-01,3
PC_UAA,UAAXK0000,TOTAL,PT,2004-01-01,5
PC_UAA,UAAXK0000,TOTAL,PT,2005-01-01,6
PC_UAA,UAAXK0000,TOTAL,PT,2006-01-01,7
PC_UAA,UAAXK0000,TOTAL,PT,2007-01-01,6
PC_UAA,UAAXK0000,TOTAL,PT,2008-01-01,5
PC_UAA,UAAXK0000,TOTAL,PT,2009-01-01,4
PC_UAA,UAAXK0000,TOTAL,PT,2010-01-01,5
PC_UAA,UAAXK0000,TOTAL,PT,2011-01-01,6
PC_UAA,UAAXK0000,TOTAL,PT,2012-01-01,5
PC_UAA,UAAXK0000,TOTAL,PT,2013-01-01,5
PC_UAA,UAAXK0000,TOTAL,PT,2014-01-01,5
PC_UAA,UAAXK0000,TOTAL,PT,2015-01-01,6
PC_UAA,UAAXK0000,TOTAL,PT,2016-01-01,6
PC_UAA,UAAXK0000,TOTAL,RO,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,RO,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,RO,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,RO,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,RO,2004-01-01,
PC_UAA,UAAXK0000,TOTAL,RO,2005-01-01,0
PC_UAA,UAAXK0000,TOTAL,RO,2006-01-01,0
PC_UAA,UAAXK0000,TOTAL,RO,2007-01-01,1
PC_UAA,UAAXK0000,TOTAL,RO,2008-01-01,1
PC_UAA,UAAXK0000,TOTAL,RO,2009-01-01,1
PC_UAA,UAAXK0000,TOTAL,RO,2010-01-01,1
PC_UAA,UAAXK0000,TOTAL,RO,2011-01-01,1
PC_UAA,UAAXK0000,TOTAL,RO,2012-01-01,2
PC_UAA,UAAXK0000,TOTAL,RO,2013-01-01,2
PC_UAA,UAAXK0000,TOTAL,RO,2014-01-01,2
PC_UAA,UAAXK0000,TOTAL,RO,2015-01-01,1
PC_UAA,UAAXK0000,TOTAL,RO,2016-01-01,1
PC_UAA,UAAXK0000,TOTAL,RS,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2004-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2005-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2006-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2007-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2008-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2009-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2010-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2011-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2012-01-01,
PC_UAA,UAAXK0000,TOTAL,RS,2013-01-01,0
PC_UAA,UAAXK0000,TOTAL,RS,2014-01-01,0
PC_UAA,UAAXK0000,TOTAL,RS,2015-01-01,0
PC_UAA,UAAXK0000,TOTAL,RS,2016-01-01,0
PC_UAA,UAAXK0000,TOTAL,SE,2000-01-01,5
PC_UAA,UAAXK0000,TOTAL,SE,2001-01-01,6
PC_UAA,UAAXK0000,TOTAL,SE,2002-01-01,6
PC_UAA,UAAXK0000,TOTAL,SE,2003-01-01,7
PC_UAA,UAAXK0000,TOTAL,SE,2004-01-01,7
PC_UAA,UAAXK0000,TOTAL,SE,2005-01-01,7
PC_UAA,UAAXK0000,TOTAL,SE,2006-01-01,7
PC_UAA,UAAXK0000,TOTAL,SE,2007-01-01,9
PC_UAA,UAAXK0000,TOTAL,SE,2008-01-01,10
PC_UAA,UAAXK0000,TOTAL,SE,2009-01-01,12
PC_UAA,UAAXK0000,TOTAL,SE,2010-01-01,14
PC_UAA,UAAXK0000,TOTAL,SE,2011-01-01,15
PC_UAA,UAAXK0000,TOTAL,SE,2012-01-01,15
PC_UAA,UAAXK0000,TOTAL,SE,2013-01-01,16
PC_UAA,UAAXK0000,TOTAL,SE,2014-01-01,16
PC_UAA,UAAXK0000,TOTAL,SE,2015-01-01,17
PC_UAA,UAAXK0000,TOTAL,SE,2016-01-01,18
PC_UAA,UAAXK0000,TOTAL,SI,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,SI,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,SI,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,SI,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,SI,2004-01-01,4
PC_UAA,UAAXK0000,TOTAL,SI,2005-01-01,4
PC_UAA,UAAXK0000,TOTAL,SI,2006-01-01,5
PC_UAA,UAAXK0000,TOTAL,SI,2007-01-01,5
PC_UAA,UAAXK0000,TOTAL,SI,2008-01-01,6
PC_UAA,UAAXK0000,TOTAL,SI,2009-01-01,6
PC_UAA,UAAXK0000,TOTAL,SI,2010-01-01,6
PC_UAA,UAAXK0000,TOTAL,SI,2011-01-01,7
PC_UAA,UAAXK0000,TOTAL,SI,2012-01-01,7
PC_UAA,UAAXK0000,TOTAL,SI,2013-01-01,8
PC_UAA,UAAXK0000,TOTAL,SI,2014-01-01,8
PC_UAA,UAAXK0000,TOTAL,SI,2015-01-01,8
PC_UAA,UAAXK0000,TOTAL,SI,2016-01-01,9
PC_UAA,UAAXK0000,TOTAL,SK,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,SK,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,SK,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,SK,2003-01-01,2
PC_UAA,UAAXK0000,TOTAL,SK,2004-01-01,2
PC_UAA,UAAXK0000,TOTAL,SK,2005-01-01,4
PC_UAA,UAAXK0000,TOTAL,SK,2006-01-01,6
PC_UAA,UAAXK0000,TOTAL,SK,2007-01-01,6
PC_UAA,UAAXK0000,TOTAL,SK,2008-01-01,7
PC_UAA,UAAXK0000,TOTAL,SK,2009-01-01,7
PC_UAA,UAAXK0000,TOTAL,SK,2010-01-01,9
PC_UAA,UAAXK0000,TOTAL,SK,2011-01-01,8
PC_UAA,UAAXK0000,TOTAL,SK,2012-01-01,8
PC_UAA,UAAXK0000,TOTAL,SK,2013-01-01,8
PC_UAA,UAAXK0000,TOTAL,SK,2014-01-01,9
PC_UAA,UAAXK0000,TOTAL,SK,2015-01-01,9
PC_UAA,UAAXK0000,TOTAL,SK,2016-01-01,9
PC_UAA,UAAXK0000,TOTAL,TR,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2004-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2005-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2006-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2007-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2008-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2009-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2010-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2011-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2012-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2013-01-01,
PC_UAA,UAAXK0000,TOTAL,TR,2014-01-01,1
PC_UAA,UAAXK0000,TOTAL,TR,2015-01-01,1
PC_UAA,UAAXK0000,TOTAL,TR,2016-01-01,1
PC_UAA,UAAXK0000,TOTAL,UK,2000-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2001-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2002-01-01,4
PC_UAA,UAAXK0000,TOTAL,UK,2003-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2004-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2005-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2006-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2007-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2008-01-01,4
PC_UAA,UAAXK0000,TOTAL,UK,2009-01-01,4
PC_UAA,UAAXK0000,TOTAL,UK,2010-01-01,4
PC_UAA,UAAXK0000,TOTAL,UK,2011-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2012-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2013-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2014-01-01,3
PC_UAA,UAAXK0000,TOTAL,UK,2015-01-01,2
PC_UAA,UAAXK0000,TOTAL,UK,2016-01-01,2
