unit,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geo\time,date,value
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2015-01-01,2440.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2016-01-01,5025.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2017-01-01,2300.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,1995-01-01,7540.4 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,1996-01-01,23878.6 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,1997-01-01,22124.3 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,1998-01-01,40543.9 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,1999-01-01,8235.4 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2000-01-01,78430.3 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2001-01-01,91298.4 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2002-01-01,48978.2 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2003-01-01,-6628.3 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2004-01-01,18266.8 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2005-01-01,149131.9 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2006-01-01,154766.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2007-01-01,177419.4 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2008-01-01,308296.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2009-01-01,449991.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2010-01-01,493860.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2011-01-01,661956.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2012-01-01,726128.5 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2013-01-01,1078198.7 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2014-01-01,1214333.1 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2015-01-01,1586113.9
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2016-01-01,-10885.5
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HU,2017-01-01,372608.8
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2002-01-01,588.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2003-01-01,446.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2004-01-01,352.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2005-01-01,340.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2006-01-01,299.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2007-01-01,115.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2008-01-01,118.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2009-01-01,14.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2010-01-01,89.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2011-01-01,235.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2012-01-01,86.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2013-01-01,-936.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2014-01-01,-6769.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2015-01-01,-1302.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2016-01-01,-4331.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IE,2017-01-01,-28169.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,1995-01-01,1402.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,1996-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,1997-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,1998-01-01,2250.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,1999-01-01,2780.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2000-01-01,3210.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2001-01-01,1032.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2002-01-01,-43.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2003-01-01,2332.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2004-01-01,1747.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2005-01-01,1082.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2006-01-01,1546.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2007-01-01,1821.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2008-01-01,-178.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2009-01-01,218.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2010-01-01,45.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2011-01-01,1032.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2012-01-01,3959.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2013-01-01,-744.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2014-01-01,2683.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2015-01-01,3902.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2016-01-01,-3123.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,IT,2017-01-01,-1043.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2002-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2003-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2004-01-01,129.7 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2005-01-01,204.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2006-01-01,358.6 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2007-01-01,611.4 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2008-01-01,619.1 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2009-01-01,1158.2 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2010-01-01,1057.8 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2011-01-01,1003.8 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2012-01-01,964.1 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2013-01-01,1088.9 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2014-01-01,975.7 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2015-01-01,1117.3
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2016-01-01,568.7
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LT,2017-01-01,501.7
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2002-01-01,-107.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2003-01-01,-113.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2004-01-01,-538.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2005-01-01,960.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2006-01-01,-242.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2007-01-01,-146.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2008-01-01,-250.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2009-01-01,-405.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2010-01-01,-196.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2011-01-01,-176.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2012-01-01,-414.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2013-01-01,-572.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2014-01-01,-665.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2015-01-01,-300.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2016-01-01,-231.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LU,2017-01-01,-221.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2000-01-01,31.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2001-01-01,36.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2002-01-01,19.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2003-01-01,60.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2004-01-01,110.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2005-01-01,171.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2006-01-01,190.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2007-01-01,411.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2008-01-01,340.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2009-01-01,451.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2010-01-01,352.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2011-01-01,428.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2012-01-01,651.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2013-01-01,574.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2014-01-01,754.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2015-01-01,674.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2016-01-01,249.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,LV,2017-01-01,215.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2002-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2003-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2004-01-01,69.1 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2005-01-01,158.9 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2006-01-01,193.7 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2007-01-01,71.3 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2008-01-01,23.4 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2009-01-01,74.4 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2010-01-01,128.9 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2011-01-01,83.4 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2012-01-01,136.5 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2013-01-01,133.2 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2014-01-01,142.8 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2015-01-01,167.3
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2016-01-01,44.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,MT,2017-01-01,65.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2002-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2003-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2004-01-01,582.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2005-01-01,428.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2006-01-01,-1379.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2007-01-01,-10421.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2008-01-01,-391.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2009-01-01,767.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2010-01-01,-2816.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2011-01-01,766.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2012-01-01,-8747.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2013-01-01,734.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2014-01-01,-393.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2015-01-01,-3382.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2016-01-01,-1180.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,NL,2017-01-01,-669.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2002-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2003-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2004-01-01,4259.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2005-01-01,3155.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2006-01-01,6482.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2007-01-01,12783.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2008-01-01,14241.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2009-01-01,22097.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2010-01-01,25705.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2011-01-01,30618.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2012-01-01,35711.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2013-01-01,37857.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2014-01-01,41990.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2015-01-01,42510.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2016-01-01,19536.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PL,2017-01-01,25015.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,1996-01-01,1918.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,1997-01-01,2579.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,1998-01-01,2365.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,1999-01-01,2566.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2000-01-01,1756.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2001-01-01,2082.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2002-01-01,2692.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2003-01-01,3206.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2004-01-01,2615.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2005-01-01,2257.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2006-01-01,1976.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2007-01-01,2002.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2008-01-01,2156.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2009-01-01,2044.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2010-01-01,2498.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2011-01-01,2632.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2012-01-01,3502.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2013-01-01,2790.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2014-01-01,2317.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2015-01-01,2093.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2016-01-01,1877.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,PT,2017-01-01,1820.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,1999-01-01,71.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2000-01-01,73.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2001-01-01,280.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2002-01-01,306.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2003-01-01,711.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2004-01-01,2072.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2005-01-01,2105.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2006-01-01,-207.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2007-01-01,2596.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2008-01-01,2105.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2009-01-01,2542.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2010-01-01,811.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2011-01-01,3048.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2012-01-01,8377.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2013-01-01,13451.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2014-01-01,17623.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2015-01-01,17327.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2016-01-01,19105.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,RO,2017-01-01,10196.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,1995-01-01,-4510.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,1996-01-01,-10291.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,1997-01-01,-6725.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,1998-01-01,-778.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,1999-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2000-01-01,-3862.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2001-01-01,-2062.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2002-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2003-01-01,-130.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2004-01-01,80.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2005-01-01,2222.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2006-01-01,-19822.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2007-01-01,-3052.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2008-01-01,-5377.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2009-01-01,-4100.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2010-01-01,-4935.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2011-01-01,-8226.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2012-01-01,-6146.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2013-01-01,-9385.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2014-01-01,-5685.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2015-01-01,-8300.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2016-01-01,-3481.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SE,2017-01-01,-5200.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,1995-01-01,-5.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,1996-01-01,-2.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,1997-01-01,2.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,1998-01-01,0.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,1999-01-01,1.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2000-01-01,3.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2001-01-01,-4.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2002-01-01,-164.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2003-01-01,-165.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2004-01-01,-96.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2005-01-01,-114.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2006-01-01,-131.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2007-01-01,-51.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2008-01-01,-31.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2009-01-01,9.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2010-01-01,53.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,SI,2011-01-01,-85.0 
