indic_bt,nace_r2,s_adj,unit,geotime,date,value
IMPR,B-D,NSA,I2015_NSA,CH,2017-10-01,101.4
IMPR,B-D,NSA,I2015_NSA,CH,2017-11-01,102.3
IMPR,B-D,NSA,I2015_NSA,CH,2017-12-01,102.7
IMPR,B-D,NSA,I2015_NSA,CH,2018-01-01,103.2
IMPR,B-D,NSA,I2015_NSA,CH,2018-02-01,103.5
IMPR,B-D,NSA,I2015_NSA,CH,2018-03-01,102.7
IMPR,B-D,NSA,I2015_NSA,CH,2018-04-01,103.5
IMPR,B-D,NSA,I2015_NSA,CH,2018-05-01,104.8
IMPR,B-D,NSA,I2015_NSA,CH,2018-06-01,105.1
IMPR,B-D,NSA,I2015_NSA,CH,2018-07-01,105.2
IMPR,B-D,NSA,I2015_NSA,CH,2018-08-01,105.2
IMPR,B-D,NSA,I2015_NSA,CH,2018-09-01,105.1
IMPR,B-D,NSA,I2015_NSA,DE,2017-10-01,99.9
IMPR,B-D,NSA,I2015_NSA,DE,2017-11-01,100.7
IMPR,B-D,NSA,I2015_NSA,DE,2017-12-01,100.9
IMPR,B-D,NSA,I2015_NSA,DE,2018-01-01,101.5
IMPR,B-D,NSA,I2015_NSA,DE,2018-02-01,100.9
IMPR,B-D,NSA,I2015_NSA,DE,2018-03-01,100.9
IMPR,B-D,NSA,I2015_NSA,DE,2018-04-01,101.6
IMPR,B-D,NSA,I2015_NSA,DE,2018-05-01,103.1
IMPR,B-D,NSA,I2015_NSA,DE,2018-06-01,103.6
IMPR,B-D,NSA,I2015_NSA,DE,2018-07-01,103.6
IMPR,B-D,NSA,I2015_NSA,DE,2018-08-01,103.6
IMPR,B-D,NSA,I2015_NSA,DE,2018-09-01,
IMPR,B-D,NSA,I2015_NSA,DK,2017-10-01,99.9
IMPR,B-D,NSA,I2015_NSA,DK,2017-11-01,100.5
IMPR,B-D,NSA,I2015_NSA,DK,2017-12-01,100.3
IMPR,B-D,NSA,I2015_NSA,DK,2018-01-01,100.8
IMPR,B-D,NSA,I2015_NSA,DK,2018-02-01,100.5
IMPR,B-D,NSA,I2015_NSA,DK,2018-03-01,100.6
IMPR,B-D,NSA,I2015_NSA,DK,2018-04-01,101.1
IMPR,B-D,NSA,I2015_NSA,DK,2018-05-01,101.3
IMPR,B-D,NSA,I2015_NSA,DK,2018-06-01,102.4
IMPR,B-D,NSA,I2015_NSA,DK,2018-07-01,102.7
IMPR,B-D,NSA,I2015_NSA,DK,2018-08-01,102.9
IMPR,B-D,NSA,I2015_NSA,DK,2018-09-01,102.9
IMPR,B-D,NSA,I2015_NSA,EA19,2017-10-01,100.1
IMPR,B-D,NSA,I2015_NSA,EA19,2017-11-01,101.1
IMPR,B-D,NSA,I2015_NSA,EA19,2017-12-01,101.3
IMPR,B-D,NSA,I2015_NSA,EA19,2018-01-01,101.8
IMPR,B-D,NSA,I2015_NSA,EA19,2018-02-01,101.1
IMPR,B-D,NSA,I2015_NSA,EA19,2018-03-01,101.2
IMPR,B-D,NSA,I2015_NSA,EA19,2018-04-01,101.8
IMPR,B-D,NSA,I2015_NSA,EA19,2018-05-01,103.4
IMPR,B-D,NSA,I2015_NSA,EA19,2018-06-01,104.0
IMPR,B-D,NSA,I2015_NSA,EA19,2018-07-01,104.2
IMPR,B-D,NSA,I2015_NSA,EA19,2018-08-01,
IMPR,B-D,NSA,I2015_NSA,EA19,2018-09-01,
IMPR,B-D,NSA,I2015_NSA,EE,2017-10-01,102.3
IMPR,B-D,NSA,I2015_NSA,EE,2017-11-01,103.0
IMPR,B-D,NSA,I2015_NSA,EE,2017-12-01,103.0
IMPR,B-D,NSA,I2015_NSA,EE,2018-01-01,103.3
IMPR,B-D,NSA,I2015_NSA,EE,2018-02-01,103.4
IMPR,B-D,NSA,I2015_NSA,EE,2018-03-01,103.6
IMPR,B-D,NSA,I2015_NSA,EE,2018-04-01,103.9
IMPR,B-D,NSA,I2015_NSA,EE,2018-05-01,104.9
IMPR,B-D,NSA,I2015_NSA,EE,2018-06-01,106.0
IMPR,B-D,NSA,I2015_NSA,EE,2018-07-01,106.0
IMPR,B-D,NSA,I2015_NSA,EE,2018-08-01,106.3
IMPR,B-D,NSA,I2015_NSA,EE,2018-09-01,106.5
IMPR,B-D,NSA,I2015_NSA,EL,2017-10-01,104.3
IMPR,B-D,NSA,I2015_NSA,EL,2017-11-01,105.7
IMPR,B-D,NSA,I2015_NSA,EL,2017-12-01,106.7
IMPR,B-D,NSA,I2015_NSA,EL,2018-01-01,108.2
IMPR,B-D,NSA,I2015_NSA,EL,2018-02-01,106.5
IMPR,B-D,NSA,I2015_NSA,EL,2018-03-01,107.6
IMPR,B-D,NSA,I2015_NSA,EL,2018-04-01,109.3
IMPR,B-D,NSA,I2015_NSA,EL,2018-05-01,111.0
IMPR,B-D,NSA,I2015_NSA,EL,2018-06-01,111.7
IMPR,B-D,NSA,I2015_NSA,EL,2018-07-01,111.3
IMPR,B-D,NSA,I2015_NSA,EL,2018-08-01,111.6
IMPR,B-D,NSA,I2015_NSA,EL,2018-09-01,
IMPR,B-D,NSA,I2015_NSA,ES,2017-10-01,102.1
IMPR,B-D,NSA,I2015_NSA,ES,2017-11-01,103.0
IMPR,B-D,NSA,I2015_NSA,ES,2017-12-01,103.2
IMPR,B-D,NSA,I2015_NSA,ES,2018-01-01,103.3
IMPR,B-D,NSA,I2015_NSA,ES,2018-02-01,102.9
IMPR,B-D,NSA,I2015_NSA,ES,2018-03-01,103.0
IMPR,B-D,NSA,I2015_NSA,ES,2018-04-01,103.7
IMPR,B-D,NSA,I2015_NSA,ES,2018-05-01,105.4
IMPR,B-D,NSA,I2015_NSA,ES,2018-06-01,106.2
IMPR,B-D,NSA,I2015_NSA,ES,2018-07-01,107.0
IMPR,B-D,NSA,I2015_NSA,ES,2018-08-01,107.1
IMPR,B-D,NSA,I2015_NSA,ES,2018-09-01,
IMPR,B-D,NSA,I2015_NSA,FI,2017-10-01,101.3
IMPR,B-D,NSA,I2015_NSA,FI,2017-11-01,102.4
IMPR,B-D,NSA,I2015_NSA,FI,2017-12-01,102.5
IMPR,B-D,NSA,I2015_NSA,FI,2018-01-01,103.4
IMPR,B-D,NSA,I2015_NSA,FI,2018-02-01,103.0
IMPR,B-D,NSA,I2015_NSA,FI,2018-03-01,103.3
IMPR,B-D,NSA,I2015_NSA,FI,2018-04-01,104.4
IMPR,B-D,NSA,I2015_NSA,FI,2018-05-01,106.7
IMPR,B-D,NSA,I2015_NSA,FI,2018-06-01,106.8
IMPR,B-D,NSA,I2015_NSA,FI,2018-07-01,107.1
IMPR,B-D,NSA,I2015_NSA,FI,2018-08-01,107.1
IMPR,B-D,NSA,I2015_NSA,FI,2018-09-01,
IMPR,B-D,NSA,I2015_NSA,FR,2017-10-01,99.5
IMPR,B-D,NSA,I2015_NSA,FR,2017-11-01,100.1
IMPR,B-D,NSA,I2015_NSA,FR,2017-12-01,100.3
IMPR,B-D,NSA,I2015_NSA,FR,2018-01-01,100.5
IMPR,B-D,NSA,I2015_NSA,FR,2018-02-01,99.9
IMPR,B-D,NSA,I2015_NSA,FR,2018-03-01,100.2
IMPR,B-D,NSA,I2015_NSA,FR,2018-04-01,100.6
IMPR,B-D,NSA,I2015_NSA,FR,2018-05-01,102.1
IMPR,B-D,NSA,I2015_NSA,FR,2018-06-01,102.4
IMPR,B-D,NSA,I2015_NSA,FR,2018-07-01,102.6
IMPR,B-D,NSA,I2015_NSA,FR,2018-08-01,102.7
IMPR,B-D,NSA,I2015_NSA,FR,2018-09-01,
IMPR,B-D,NSA,I2015_NSA,IT,2017-10-01,99.3
IMPR,B-D,NSA,I2015_NSA,IT,2017-11-01,100.4
IMPR,B-D,NSA,I2015_NSA,IT,2017-12-01,100.5
IMPR,B-D,NSA,I2015_NSA,IT,2018-01-01,101.0
IMPR,B-D,NSA,I2015_NSA,IT,2018-02-01,100.7
IMPR,B-D,NSA,I2015_NSA,IT,2018-03-01,100.6
IMPR,B-D,NSA,I2015_NSA,IT,2018-04-01,101.2
IMPR,B-D,NSA,I2015_NSA,IT,2018-05-01,101.8
IMPR,B-D,NSA,I2015_NSA,IT,2018-06-01,103.0
IMPR,B-D,NSA,I2015_NSA,IT,2018-07-01,103.1
IMPR,B-D,NSA,I2015_NSA,IT,2018-08-01,103.3
IMPR,B-D,NSA,I2015_NSA,IT,2018-09-01,
IMPR,B-D,NSA,I2015_NSA,LT,2017-10-01,97.8
IMPR,B-D,NSA,I2015_NSA,LT,2017-11-01,99.1
IMPR,B-D,NSA,I2015_NSA,LT,2017-12-01,99.8
IMPR,B-D,NSA,I2015_NSA,LT,2018-01-01,101.2
IMPR,B-D,NSA,I2015_NSA,LT,2018-02-01,99.6
IMPR,B-D,NSA,I2015_NSA,LT,2018-03-01,99.6
IMPR,B-D,NSA,I2015_NSA,LT,2018-04-01,102.0
IMPR,B-D,NSA,I2015_NSA,LT,2018-05-01,103.0
IMPR,B-D,NSA,I2015_NSA,LT,2018-06-01,103.6
IMPR,B-D,NSA,I2015_NSA,LT,2018-07-01,103.7
IMPR,B-D,NSA,I2015_NSA,LT,2018-08-01,
IMPR,B-D,NSA,I2015_NSA,LT,2018-09-01,
IMPR,B-D,NSA,I2015_NSA,LV,2017-10-01,96.6
IMPR,B-D,NSA,I2015_NSA,LV,2017-11-01,97.3
IMPR,B-D,NSA,I2015_NSA,LV,2017-12-01,97.7
IMPR,B-D,NSA,I2015_NSA,LV,2018-01-01,97.7
IMPR,B-D,NSA,I2015_NSA,LV,2018-02-01,97.5
IMPR,B-D,NSA,I2015_NSA,LV,2018-03-01,96.9
IMPR,B-D,NSA,I2015_NSA,LV,2018-04-01,97.5
IMPR,B-D,NSA,I2015_NSA,LV,2018-05-01,97.7
IMPR,B-D,NSA,I2015_NSA,LV,2018-06-01,98.6
IMPR,B-D,NSA,I2015_NSA,LV,2018-07-01,98.4
IMPR,B-D,NSA,I2015_NSA,LV,2018-08-01,99.1
IMPR,B-D,NSA,I2015_NSA,LV,2018-09-01,
IMPR,B-D,NSA,I2015_NSA,NL,2017-10-01,99.5
IMPR,B-D,NSA,I2015_NSA,NL,2017-11-01,100.9
IMPR,B-D,NSA,I2015_NSA,NL,2017-12-01,101.3
IMPR,B-D,NSA,I2015_NSA,NL,2018-01-01,101.8
IMPR,B-D,NSA,I2015_NSA,NL,2018-02-01,100.5
IMPR,B-D,NSA,I2015_NSA,NL,2018-03-01,100.4
IMPR,B-D,NSA,I2015_NSA,NL,2018-04-01,101.2
