coicop,unit,geo\time,date,value
TOT_X_NRG_FOOD,I15,AT,2017-10-01,104.71 
TOT_X_NRG_FOOD,I15,AT,2017-11-01,104.77 
TOT_X_NRG_FOOD,I15,AT,2017-12-01,105.59 
TOT_X_NRG_FOOD,I15,AT,2018-01-01,104.11 
TOT_X_NRG_FOOD,I15,AT,2018-02-01,104.50 
TOT_X_NRG_FOOD,I15,AT,2018-03-01,105.74 
TOT_X_NRG_FOOD,I15,AT,2018-04-01,105.87 
TOT_X_NRG_FOOD,I15,AT,2018-05-01,105.69 
TOT_X_NRG_FOOD,I15,AT,2018-06-01,105.59 
TOT_X_NRG_FOOD,I15,AT,2018-07-01,104.81 
TOT_X_NRG_FOOD,I15,AT,2018-08-01,104.84 r
TOT_X_NRG_FOOD,I15,AT,2018-09-01,106.29 
TOT_X_NRG_FOOD,I15,BE,2017-10-01,103.79 
TOT_X_NRG_FOOD,I15,BE,2017-11-01,103.52 
TOT_X_NRG_FOOD,I15,BE,2017-12-01,104.13 
TOT_X_NRG_FOOD,I15,BE,2018-01-01,102.03 
TOT_X_NRG_FOOD,I15,BE,2018-02-01,104.47 
TOT_X_NRG_FOOD,I15,BE,2018-03-01,104.36 
TOT_X_NRG_FOOD,I15,BE,2018-04-01,104.57 
TOT_X_NRG_FOOD,I15,BE,2018-05-01,104.75 
TOT_X_NRG_FOOD,I15,BE,2018-06-01,104.83 
TOT_X_NRG_FOOD,I15,BE,2018-07-01,103.58 
TOT_X_NRG_FOOD,I15,BE,2018-08-01,105.67 
TOT_X_NRG_FOOD,I15,BE,2018-09-01,104.99 
TOT_X_NRG_FOOD,I15,BG,2017-10-01,98.40 
TOT_X_NRG_FOOD,I15,BG,2017-11-01,98.35 
TOT_X_NRG_FOOD,I15,BG,2017-12-01,99.43 
TOT_X_NRG_FOOD,I15,BG,2018-01-01,99.43 
TOT_X_NRG_FOOD,I15,BG,2018-02-01,99.56 
TOT_X_NRG_FOOD,I15,BG,2018-03-01,99.51 
TOT_X_NRG_FOOD,I15,BG,2018-04-01,99.67 
TOT_X_NRG_FOOD,I15,BG,2018-05-01,99.75 
TOT_X_NRG_FOOD,I15,BG,2018-06-01,100.40 
TOT_X_NRG_FOOD,I15,BG,2018-07-01,101.93 
TOT_X_NRG_FOOD,I15,BG,2018-08-01,102.41 
TOT_X_NRG_FOOD,I15,BG,2018-09-01,101.03 
TOT_X_NRG_FOOD,I15,CH,2017-10-01,100.33 e
TOT_X_NRG_FOOD,I15,CH,2017-11-01,99.91 
TOT_X_NRG_FOOD,I15,CH,2017-12-01,100.31 e
TOT_X_NRG_FOOD,I15,CH,2018-01-01,99.40 e
TOT_X_NRG_FOOD,I15,CH,2018-02-01,99.81 
TOT_X_NRG_FOOD,I15,CH,2018-03-01,100.25 e
TOT_X_NRG_FOOD,I15,CH,2018-04-01,100.34 e
TOT_X_NRG_FOOD,I15,CH,2018-05-01,100.43 
TOT_X_NRG_FOOD,I15,CH,2018-06-01,100.31 e
TOT_X_NRG_FOOD,I15,CH,2018-07-01,100.71 e
TOT_X_NRG_FOOD,I15,CH,2018-08-01,100.78 
TOT_X_NRG_FOOD,I15,CH,2018-09-01,100.66 e
TOT_X_NRG_FOOD,I15,CY,2017-10-01,100.52 
TOT_X_NRG_FOOD,I15,CY,2017-11-01,98.76 
TOT_X_NRG_FOOD,I15,CY,2017-12-01,98.81 
TOT_X_NRG_FOOD,I15,CY,2018-01-01,95.76 
TOT_X_NRG_FOOD,I15,CY,2018-02-01,97.17 
TOT_X_NRG_FOOD,I15,CY,2018-03-01,98.19 
TOT_X_NRG_FOOD,I15,CY,2018-04-01,99.55 
TOT_X_NRG_FOOD,I15,CY,2018-05-01,100.61 
TOT_X_NRG_FOOD,I15,CY,2018-06-01,101.73 
TOT_X_NRG_FOOD,I15,CY,2018-07-01,101.36 
TOT_X_NRG_FOOD,I15,CY,2018-08-01,102.63 
TOT_X_NRG_FOOD,I15,CY,2018-09-01,101.10 
TOT_X_NRG_FOOD,I15,CZ,2017-10-01,103.6 
TOT_X_NRG_FOOD,I15,CZ,2017-11-01,103.5 
TOT_X_NRG_FOOD,I15,CZ,2017-12-01,103.4 
TOT_X_NRG_FOOD,I15,CZ,2018-01-01,103.7 
TOT_X_NRG_FOOD,I15,CZ,2018-02-01,104.1 
TOT_X_NRG_FOOD,I15,CZ,2018-03-01,104.3 
TOT_X_NRG_FOOD,I15,CZ,2018-04-01,104.8 
TOT_X_NRG_FOOD,I15,CZ,2018-05-01,104.9 
TOT_X_NRG_FOOD,I15,CZ,2018-06-01,105.1 
TOT_X_NRG_FOOD,I15,CZ,2018-07-01,106.1 
TOT_X_NRG_FOOD,I15,CZ,2018-08-01,106.1 
TOT_X_NRG_FOOD,I15,CZ,2018-09-01,105.0 
TOT_X_NRG_FOOD,I15,DE,2017-10-01,102.6 
TOT_X_NRG_FOOD,I15,DE,2017-11-01,102.8 
TOT_X_NRG_FOOD,I15,DE,2017-12-01,103.7 
TOT_X_NRG_FOOD,I15,DE,2018-01-01,102.2 
TOT_X_NRG_FOOD,I15,DE,2018-02-01,102.9 
TOT_X_NRG_FOOD,I15,DE,2018-03-01,103.5 
TOT_X_NRG_FOOD,I15,DE,2018-04-01,103.0 
TOT_X_NRG_FOOD,I15,DE,2018-05-01,103.4 
TOT_X_NRG_FOOD,I15,DE,2018-06-01,103.4 
TOT_X_NRG_FOOD,I15,DE,2018-07-01,104.1 
TOT_X_NRG_FOOD,I15,DE,2018-08-01,104.1 
TOT_X_NRG_FOOD,I15,DE,2018-09-01,104.1 
TOT_X_NRG_FOOD,I15,DK,2017-10-01,101.8 
TOT_X_NRG_FOOD,I15,DK,2017-11-01,101.2 
TOT_X_NRG_FOOD,I15,DK,2017-12-01,101.0 
TOT_X_NRG_FOOD,I15,DK,2018-01-01,100.3 
TOT_X_NRG_FOOD,I15,DK,2018-02-01,101.2 
TOT_X_NRG_FOOD,I15,DK,2018-03-01,101.4 
TOT_X_NRG_FOOD,I15,DK,2018-04-01,101.9 
TOT_X_NRG_FOOD,I15,DK,2018-05-01,101.9 
TOT_X_NRG_FOOD,I15,DK,2018-06-01,101.7 
TOT_X_NRG_FOOD,I15,DK,2018-07-01,102.8 
TOT_X_NRG_FOOD,I15,DK,2018-08-01,102.3 
TOT_X_NRG_FOOD,I15,DK,2018-09-01,101.9 
TOT_X_NRG_FOOD,I15,EA,2017-10-01,102.37 
TOT_X_NRG_FOOD,I15,EA,2017-11-01,102.22 
TOT_X_NRG_FOOD,I15,EA,2017-12-01,102.68 
TOT_X_NRG_FOOD,I15,EA,2018-01-01,100.98 
TOT_X_NRG_FOOD,I15,EA,2018-02-01,101.35 
TOT_X_NRG_FOOD,I15,EA,2018-03-01,102.78 
TOT_X_NRG_FOOD,I15,EA,2018-04-01,103.03 
TOT_X_NRG_FOOD,I15,EA,2018-05-01,103.32 
TOT_X_NRG_FOOD,I15,EA,2018-06-01,103.37 
TOT_X_NRG_FOOD,I15,EA,2018-07-01,102.85 
TOT_X_NRG_FOOD,I15,EA,2018-08-01,103.00 r
TOT_X_NRG_FOOD,I15,EA,2018-09-01,103.41 
TOT_X_NRG_FOOD,I15,EA18,2017-10-01,102.36 
TOT_X_NRG_FOOD,I15,EA18,2017-11-01,102.20 
TOT_X_NRG_FOOD,I15,EA18,2017-12-01,102.67 
TOT_X_NRG_FOOD,I15,EA18,2018-01-01,100.97 
TOT_X_NRG_FOOD,I15,EA18,2018-02-01,101.33 
TOT_X_NRG_FOOD,I15,EA18,2018-03-01,102.77 
TOT_X_NRG_FOOD,I15,EA18,2018-04-01,103.02 
TOT_X_NRG_FOOD,I15,EA18,2018-05-01,103.30 
TOT_X_NRG_FOOD,I15,EA18,2018-06-01,103.35 
TOT_X_NRG_FOOD,I15,EA18,2018-07-01,102.84 
TOT_X_NRG_FOOD,I15,EA18,2018-08-01,102.99 r
TOT_X_NRG_FOOD,I15,EA18,2018-09-01,103.40 
TOT_X_NRG_FOOD,I15,EA19,2017-10-01,102.37 
TOT_X_NRG_FOOD,I15,EA19,2017-11-01,102.22 
TOT_X_NRG_FOOD,I15,EA19,2017-12-01,102.68 
TOT_X_NRG_FOOD,I15,EA19,2018-01-01,100.98 
TOT_X_NRG_FOOD,I15,EA19,2018-02-01,101.35 
TOT_X_NRG_FOOD,I15,EA19,2018-03-01,102.78 
TOT_X_NRG_FOOD,I15,EA19,2018-04-01,103.03 
TOT_X_NRG_FOOD,I15,EA19,2018-05-01,103.32 
TOT_X_NRG_FOOD,I15,EA19,2018-06-01,103.37 
TOT_X_NRG_FOOD,I15,EA19,2018-07-01,102.85 
TOT_X_NRG_FOOD,I15,EA19,2018-08-01,103.00 r
TOT_X_NRG_FOOD,I15,EA19,2018-09-01,103.41 
TOT_X_NRG_FOOD,I15,EE,2017-10-01,103.60 
TOT_X_NRG_FOOD,I15,EE,2017-11-01,103.35 
TOT_X_NRG_FOOD,I15,EE,2017-12-01,103.06 
TOT_X_NRG_FOOD,I15,EE,2018-01-01,102.23 
TOT_X_NRG_FOOD,I15,EE,2018-02-01,103.28 
TOT_X_NRG_FOOD,I15,EE,2018-03-01,103.22 
TOT_X_NRG_FOOD,I15,EE,2018-04-01,104.19 
TOT_X_NRG_FOOD,I15,EE,2018-05-01,104.70 
TOT_X_NRG_FOOD,I15,EE,2018-06-01,105.63 
TOT_X_NRG_FOOD,I15,EE,2018-07-01,105.45 
TOT_X_NRG_FOOD,I15,EE,2018-08-01,106.86 
TOT_X_NRG_FOOD,I15,EE,2018-09-01,106.25 
TOT_X_NRG_FOOD,I15,EL,2017-10-01,101.98 
TOT_X_NRG_FOOD,I15,EL,2017-11-01,100.37 
TOT_X_NRG_FOOD,I15,EL,2017-12-01,100.84 
TOT_X_NRG_FOOD,I15,EL,2018-01-01,98.74 
TOT_X_NRG_FOOD,I15,EL,2018-02-01,98.91 
TOT_X_NRG_FOOD,I15,EL,2018-03-01,100.73 
TOT_X_NRG_FOOD,I15,EL,2018-04-01,102.03 
TOT_X_NRG_FOOD,I15,EL,2018-05-01,101.98 
TOT_X_NRG_FOOD,I15,EL,2018-06-01,103.20 
TOT_X_NRG_FOOD,I15,EL,2018-07-01,100.95 
TOT_X_NRG_FOOD,I15,EL,2018-08-01,100.60 
TOT_X_NRG_FOOD,I15,EL,2018-09-01,102.50 
TOT_X_NRG_FOOD,I15,ES,2017-10-01,102.56 
TOT_X_NRG_FOOD,I15,ES,2017-11-01,102.78 
TOT_X_NRG_FOOD,I15,ES,2017-12-01,102.75 
TOT_X_NRG_FOOD,I15,ES,2018-01-01,100.33 
TOT_X_NRG_FOOD,I15,ES,2018-02-01,100.66 
TOT_X_NRG_FOOD,I15,ES,2018-03-01,102.88 
TOT_X_NRG_FOOD,I15,ES,2018-04-01,103.75 
TOT_X_NRG_FOOD,I15,ES,2018-05-01,104.26 
TOT_X_NRG_FOOD,I15,ES,2018-06-01,104.31 
TOT_X_NRG_FOOD,I15,ES,2018-07-01,102.54 
TOT_X_NRG_FOOD,I15,ES,2018-08-01,102.51 
TOT_X_NRG_FOOD,I15,ES,2018-09-01,103.17 
TOT_X_NRG_FOOD,I15,EU,2017-10-01,102.58 
TOT_X_NRG_FOOD,I15,EU,2017-11-01,102.51 
TOT_X_NRG_FOOD,I15,EU,2017-12-01,102.91 
TOT_X_NRG_FOOD,I15,EU,2018-01-01,101.53 
TOT_X_NRG_FOOD,I15,EU,2018-02-01,101.89 
TOT_X_NRG_FOOD,I15,EU,2018-03-01,102.96 
TOT_X_NRG_FOOD,I15,EU,2018-04-01,103.27 
TOT_X_NRG_FOOD,I15,EU,2018-05-01,103.53 
TOT_X_NRG_FOOD,I15,EU,2018-06-01,103.57 
TOT_X_NRG_FOOD,I15,EU,2018-07-01,103.23 
TOT_X_NRG_FOOD,I15,EU,2018-08-01,103.46 r
TOT_X_NRG_FOOD,I15,EU,2018-09-01,103.74 
TOT_X_NRG_FOOD,I15,EU28,2017-10-01,102.58 
TOT_X_NRG_FOOD,I15,EU28,2017-11-01,102.51 
TOT_X_NRG_FOOD,I15,EU28,2017-12-01,102.91 
TOT_X_NRG_FOOD,I15,EU28,2018-01-01,101.53 
TOT_X_NRG_FOOD,I15,EU28,2018-02-01,101.89 
TOT_X_NRG_FOOD,I15,EU28,2018-03-01,102.96 
TOT_X_NRG_FOOD,I15,EU28,2018-04-01,103.27 
TOT_X_NRG_FOOD,I15,EU28,2018-05-01,103.53 
TOT_X_NRG_FOOD,I15,EU28,2018-06-01,103.57 
TOT_X_NRG_FOOD,I15,EU28,2018-07-01,103.23 
TOT_X_NRG_FOOD,I15,EU28,2018-08-01,103.46 r
TOT_X_NRG_FOOD,I15,EU28,2018-09-01,103.74 
TOT_X_NRG_FOOD,I15,FI,2017-10-01,101.87 
TOT_X_NRG_FOOD,I15,FI,2017-11-01,101.94 
TOT_X_NRG_FOOD,I15,FI,2017-12-01,101.99 
TOT_X_NRG_FOOD,I15,FI,2018-01-01,100.98 
TOT_X_NRG_FOOD,I15,FI,2018-02-01,101.46 
TOT_X_NRG_FOOD,I15,FI,2018-03-01,101.80 
TOT_X_NRG_FOOD,I15,FI,2018-04-01,102.22 
TOT_X_NRG_FOOD,I15,FI,2018-05-01,102.03 
TOT_X_NRG_FOOD,I15,FI,2018-06-01,102.16 
TOT_X_NRG_FOOD,I15,FI,2018-07-01,101.96 
TOT_X_NRG_FOOD,I15,FI,2018-08-01,101.96 
TOT_X_NRG_FOOD,I15,FI,2018-09-01,102.11 
TOT_X_NRG_FOOD,I15,FR,2017-10-01,101.40 
