coicop,unit,geotime,date,value
CP10,I15,AT,2017-10-01,104.20 
CP10,I15,AT,2017-11-01,104.20 
CP10,I15,AT,2017-12-01,104.24 
CP10,I15,AT,2018-01-01,104.36 
CP10,I15,AT,2018-02-01,104.34 
CP10,I15,AT,2018-03-01,105.58 
CP10,I15,AT,2018-04-01,105.68 
CP10,I15,AT,2018-05-01,105.68 
CP10,I15,AT,2018-06-01,105.70 
CP10,I15,AT,2018-07-01,106.07 
CP10,I15,AT,2018-08-01,106.09 
CP10,I15,AT,2018-09-01,107.30 
CP10,I15,BE,2017-10-01,122.14 
CP10,I15,BE,2017-11-01,122.14 
CP10,I15,BE,2017-12-01,122.14 
CP10,I15,BE,2018-01-01,122.14 
CP10,I15,BE,2018-02-01,122.14 
CP10,I15,BE,2018-03-01,122.14 
CP10,I15,BE,2018-04-01,122.14 
CP10,I15,BE,2018-05-01,122.14 
CP10,I15,BE,2018-06-01,122.14 
CP10,I15,BE,2018-07-01,122.14 
CP10,I15,BE,2018-08-01,122.14 
CP10,I15,BE,2018-09-01,122.14 
CP10,I15,BG,2017-10-01,108.71 
CP10,I15,BG,2017-11-01,108.71 
CP10,I15,BG,2017-12-01,108.71 
CP10,I15,BG,2018-01-01,109.14 
CP10,I15,BG,2018-02-01,109.04 
CP10,I15,BG,2018-03-01,109.04 
CP10,I15,BG,2018-04-01,109.43 
CP10,I15,BG,2018-05-01,109.43 
CP10,I15,BG,2018-06-01,109.43 
CP10,I15,BG,2018-07-01,109.36 
CP10,I15,BG,2018-08-01,109.36 
CP10,I15,BG,2018-09-01,111.46 
CP10,I15,CH,2017-10-01,102.42 
CP10,I15,CH,2017-11-01,102.42 
CP10,I15,CH,2017-12-01,102.42 
CP10,I15,CH,2018-01-01,102.42 
CP10,I15,CH,2018-02-01,102.42 
CP10,I15,CH,2018-03-01,102.42 
CP10,I15,CH,2018-04-01,102.42 
CP10,I15,CH,2018-05-01,102.42 
CP10,I15,CH,2018-06-01,102.42 
CP10,I15,CH,2018-07-01,102.42 
CP10,I15,CH,2018-08-01,103.20 
CP10,I15,CH,2018-09-01,103.10 
CP10,I15,CY,2017-10-01,101.89 
CP10,I15,CY,2017-11-01,101.89 
CP10,I15,CY,2017-12-01,101.89 
CP10,I15,CY,2018-01-01,101.89 
CP10,I15,CY,2018-02-01,101.89 
CP10,I15,CY,2018-03-01,101.89 
CP10,I15,CY,2018-04-01,101.89 
CP10,I15,CY,2018-05-01,101.89 
CP10,I15,CY,2018-06-01,101.89 
CP10,I15,CY,2018-07-01,101.89 
CP10,I15,CY,2018-08-01,101.89 
CP10,I15,CY,2018-09-01,103.36 
CP10,I15,CZ,2017-10-01,104.3 
CP10,I15,CZ,2017-11-01,104.3 
CP10,I15,CZ,2017-12-01,104.3 
CP10,I15,CZ,2018-01-01,104.3 
CP10,I15,CZ,2018-02-01,104.4 
CP10,I15,CZ,2018-03-01,104.4 
CP10,I15,CZ,2018-04-01,104.4 
CP10,I15,CZ,2018-05-01,104.4 
CP10,I15,CZ,2018-06-01,104.5 
CP10,I15,CZ,2018-07-01,104.5 
CP10,I15,CZ,2018-08-01,104.5 
CP10,I15,CZ,2018-09-01,106.6 
CP10,I15,DE,2017-10-01,103.0 
CP10,I15,DE,2017-11-01,103.0 
CP10,I15,DE,2017-12-01,103.0 
CP10,I15,DE,2018-01-01,104.2 
