currency,partner,sector10,sectpart,stk_flow,bop_item,geotime,date,value
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,1995-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,1996-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,1997-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,1998-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,1999-01-01,139419
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2000-01-01,170407
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2001-01-01,190681
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2002-01-01,208137
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2003-01-01,223012
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2004-01-01,255341
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2005-01-01,297200
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2006-01-01,339641
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2007-01-01,363588
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2008-01-01,356935
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2009-01-01,360291
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2010-01-01,378087
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2011-01-01,378926
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2012-01-01,395070
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2013-01-01,387775
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2014-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2015-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2016-01-01,381374
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,AT,2017-01-01,373019
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,1995-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,1996-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,1997-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,1998-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,1999-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2000-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2001-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2002-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2003-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2004-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2005-01-01,207477
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2006-01-01,216450
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2007-01-01,269458
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2008-01-01,288077
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2009-01-01,344442
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2010-01-01,328715
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2011-01-01,304656
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2012-01-01,353357
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2013-01-01,385084
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2014-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2015-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2016-01-01,610663
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BE,2017-01-01,615001
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,1995-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,1996-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,1997-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,1998-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,1999-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2000-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2001-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2002-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2003-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2004-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2005-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2006-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2007-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2008-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2009-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2010-01-01,3416
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2011-01-01,3010
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2012-01-01,3785
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2013-01-01,4672
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2014-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2015-01-01,
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2016-01-01,11940
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,BG,2017-01-01,10882
MIO_NAC,WRL_REST,S1,S1,L_LE,FA__P__F,CY,1995-01-01,
