indic_bt,nace_r2,s_adj,unit,geotime,date,value
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2015-10-01,99
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2016-01-01,99
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2016-04-01,100
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2016-07-01,101
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2016-10-01,101
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2017-01-01,103
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2017-04-01,104
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2017-07-01,104
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2017-10-01,105
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2018-01-01,106
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2018-04-01,107
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,AT,2018-07-01,107
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2015-10-01,100
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2016-01-01,101
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2016-04-01,101
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2016-07-01,101
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2016-10-01,102
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2017-01-01,102
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2017-04-01,102
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2017-07-01,103
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2017-10-01,103
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2018-01-01,104
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2018-04-01,104
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BE,2018-07-01,
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2015-10-01,102
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2016-01-01,100
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2016-04-01,100
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2016-07-01,100
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2016-10-01,102
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2017-01-01,102
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2017-04-01,102
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2017-07-01,102
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2017-10-01,106
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2018-01-01,104
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2018-04-01,106
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,BG,2018-07-01,
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,CH,2015-10-01,100
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,CH,2016-01-01,99
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,CH,2016-04-01,99
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,CH,2016-07-01,99
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,CH,2016-10-01,99
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,CH,2017-01-01,99
CSTI,F_CC11_X_CC113,NSA,I2015_NSA,CH,2017-04-01,99
