indic_bt,nace_r2,unit,geotime,date,value
TOVV,G473,I2015_SCA,AT,2017-10-01,109
TOVV,G473,I2015_SCA,AT,2017-11-01,111
TOVV,G473,I2015_SCA,AT,2017-12-01,108
TOVV,G473,I2015_SCA,AT,2018-01-01,108
TOVV,G473,I2015_SCA,AT,2018-02-01,108
TOVV,G473,I2015_SCA,AT,2018-03-01,110
TOVV,G473,I2015_SCA,AT,2018-04-01,111
TOVV,G473,I2015_SCA,AT,2018-05-01,109
TOVV,G473,I2015_SCA,AT,2018-06-01,108
TOVV,G473,I2015_SCA,AT,2018-07-01,110
TOVV,G473,I2015_SCA,AT,2018-08-01,109
TOVV,G473,I2015_SCA,AT,2018-09-01,
TOVV,G473,I2015_SCA,BE,2017-10-01,93
TOVV,G473,I2015_SCA,BE,2017-11-01,93
TOVV,G473,I2015_SCA,BE,2017-12-01,84
TOVV,G473,I2015_SCA,BE,2018-01-01,93
TOVV,G473,I2015_SCA,BE,2018-02-01,94
TOVV,G473,I2015_SCA,BE,2018-03-01,93
TOVV,G473,I2015_SCA,BE,2018-04-01,92
TOVV,G473,I2015_SCA,BE,2018-05-01,92
TOVV,G473,I2015_SCA,BE,2018-06-01,93
TOVV,G473,I2015_SCA,BE,2018-07-01,93
TOVV,G473,I2015_SCA,BE,2018-08-01,94
TOVV,G473,I2015_SCA,BE,2018-09-01,
TOVV,G473,I2015_SCA,BG,2017-10-01,89
TOVV,G473,I2015_SCA,BG,2017-11-01,87
TOVV,G473,I2015_SCA,BG,2017-12-01,87
TOVV,G473,I2015_SCA,BG,2018-01-01,92
TOVV,G473,I2015_SCA,BG,2018-02-01,85
TOVV,G473,I2015_SCA,BG,2018-03-01,85
TOVV,G473,I2015_SCA,BG,2018-04-01,90
TOVV,G473,I2015_SCA,BG,2018-05-01,89
TOVV,G473,I2015_SCA,BG,2018-06-01,87
TOVV,G473,I2015_SCA,BG,2018-07-01,87
TOVV,G473,I2015_SCA,BG,2018-08-01,88
TOVV,G473,I2015_SCA,BG,2018-09-01,
TOVV,G473,I2015_SCA,CH,2017-10-01,96
TOVV,G473,I2015_SCA,CH,2017-11-01,96
TOVV,G473,I2015_SCA,CH,2017-12-01,95
TOVV,G473,I2015_SCA,CH,2018-01-01,94
TOVV,G473,I2015_SCA,CH,2018-02-01,94
TOVV,G473,I2015_SCA,CH,2018-03-01,95
TOVV,G473,I2015_SCA,CH,2018-04-01,95
TOVV,G473,I2015_SCA,CH,2018-05-01,92
TOVV,G473,I2015_SCA,CH,2018-06-01,92
TOVV,G473,I2015_SCA,CH,2018-07-01,90
TOVV,G473,I2015_SCA,CH,2018-08-01,
TOVV,G473,I2015_SCA,CH,2018-09-01,
TOVV,G473,I2015_SCA,CY,2017-10-01,105
TOVV,G473,I2015_SCA,CY,2017-11-01,107
TOVV,G473,I2015_SCA,CY,2017-12-01,104
TOVV,G473,I2015_SCA,CY,2018-01-01,102
TOVV,G473,I2015_SCA,CY,2018-02-01,102
TOVV,G473,I2015_SCA,CY,2018-03-01,105
TOVV,G473,I2015_SCA,CY,2018-04-01,106
TOVV,G473,I2015_SCA,CY,2018-05-01,107
TOVV,G473,I2015_SCA,CY,2018-06-01,105
TOVV,G473,I2015_SCA,CY,2018-07-01,104
TOVV,G473,I2015_SCA,CY,2018-08-01,
TOVV,G473,I2015_SCA,CY,2018-09-01,
TOVV,G473,I2015_SCA,CZ,2017-10-01,112
TOVV,G473,I2015_SCA,CZ,2017-11-01,114
TOVV,G473,I2015_SCA,CZ,2017-12-01,116
TOVV,G473,I2015_SCA,CZ,2018-01-01,116
TOVV,G473,I2015_SCA,CZ,2018-02-01,113
TOVV,G473,I2015_SCA,CZ,2018-03-01,112
TOVV,G473,I2015_SCA,CZ,2018-04-01,114
TOVV,G473,I2015_SCA,CZ,2018-05-01,116
TOVV,G473,I2015_SCA,CZ,2018-06-01,113
TOVV,G473,I2015_SCA,CZ,2018-07-01,114
TOVV,G473,I2015_SCA,CZ,2018-08-01,113
TOVV,G473,I2015_SCA,CZ,2018-09-01,
TOVV,G473,I2015_SCA,DE,2017-10-01,104
TOVV,G473,I2015_SCA,DE,2017-11-01,105
TOVV,G473,I2015_SCA,DE,2017-12-01,103
TOVV,G473,I2015_SCA,DE,2018-01-01,106
TOVV,G473,I2015_SCA,DE,2018-02-01,107
TOVV,G473,I2015_SCA,DE,2018-03-01,109
TOVV,G473,I2015_SCA,DE,2018-04-01,110
TOVV,G473,I2015_SCA,DE,2018-05-01,107
TOVV,G473,I2015_SCA,DE,2018-06-01,112
TOVV,G473,I2015_SCA,DE,2018-07-01,106
TOVV,G473,I2015_SCA,DE,2018-08-01,105
TOVV,G473,I2015_SCA,DE,2018-09-01,
TOVV,G473,I2015_SCA,DK,2017-10-01,98
TOVV,G473,I2015_SCA,DK,2017-11-01,98
TOVV,G473,I2015_SCA,DK,2017-12-01,99
TOVV,G473,I2015_SCA,DK,2018-01-01,99
TOVV,G473,I2015_SCA,DK,2018-02-01,100
TOVV,G473,I2015_SCA,DK,2018-03-01,97
TOVV,G473,I2015_SCA,DK,2018-04-01,98
TOVV,G473,I2015_SCA,DK,2018-05-01,100
TOVV,G473,I2015_SCA,DK,2018-06-01,99
TOVV,G473,I2015_SCA,DK,2018-07-01,98
TOVV,G473,I2015_SCA,DK,2018-08-01,97
TOVV,G473,I2015_SCA,DK,2018-09-01,
TOVV,G473,I2015_SCA,EA19,2017-10-01,101
TOVV,G473,I2015_SCA,EA19,2017-11-01,102
TOVV,G473,I2015_SCA,EA19,2017-12-01,101
TOVV,G473,I2015_SCA,EA19,2018-01-01,101
TOVV,G473,I2015_SCA,EA19,2018-02-01,102
TOVV,G473,I2015_SCA,EA19,2018-03-01,102
TOVV,G473,I2015_SCA,EA19,2018-04-01,102
TOVV,G473,I2015_SCA,EA19,2018-05-01,102
TOVV,G473,I2015_SCA,EA19,2018-06-01,103
TOVV,G473,I2015_SCA,EA19,2018-07-01,102
TOVV,G473,I2015_SCA,EA19,2018-08-01,101
TOVV,G473,I2015_SCA,EA19,2018-09-01,
TOVV,G473,I2015_SCA,EE,2017-10-01,98
TOVV,G473,I2015_SCA,EE,2017-11-01,96
TOVV,G473,I2015_SCA,EE,2017-12-01,99
TOVV,G473,I2015_SCA,EE,2018-01-01,87
TOVV,G473,I2015_SCA,EE,2018-02-01,102
TOVV,G473,I2015_SCA,EE,2018-03-01,100
TOVV,G473,I2015_SCA,EE,2018-04-01,93
TOVV,G473,I2015_SCA,EE,2018-05-01,98
TOVV,G473,I2015_SCA,EE,2018-06-01,95
TOVV,G473,I2015_SCA,EE,2018-07-01,93
TOVV,G473,I2015_SCA,EE,2018-08-01,93
TOVV,G473,I2015_SCA,EE,2018-09-01,
TOVV,G473,I2015_SCA,EL,2017-10-01,95
TOVV,G473,I2015_SCA,EL,2017-11-01,92
TOVV,G473,I2015_SCA,EL,2017-12-01,94
TOVV,G473,I2015_SCA,EL,2018-01-01,94
TOVV,G473,I2015_SCA,EL,2018-02-01,94
TOVV,G473,I2015_SCA,EL,2018-03-01,91
TOVV,G473,I2015_SCA,EL,2018-04-01,95
TOVV,G473,I2015_SCA,EL,2018-05-01,93
TOVV,G473,I2015_SCA,EL,2018-06-01,93
TOVV,G473,I2015_SCA,EL,2018-07-01,95
TOVV,G473,I2015_SCA,EL,2018-08-01,
TOVV,G473,I2015_SCA,EL,2018-09-01,
TOVV,G473,I2015_SCA,ES,2017-10-01,102
TOVV,G473,I2015_SCA,ES,2017-11-01,101
TOVV,G473,I2015_SCA,ES,2017-12-01,101
TOVV,G473,I2015_SCA,ES,2018-01-01,101
TOVV,G473,I2015_SCA,ES,2018-02-01,102
TOVV,G473,I2015_SCA,ES,2018-03-01,101
TOVV,G473,I2015_SCA,ES,2018-04-01,103
TOVV,G473,I2015_SCA,ES,2018-05-01,101
TOVV,G473,I2015_SCA,ES,2018-06-01,101
TOVV,G473,I2015_SCA,ES,2018-07-01,102
TOVV,G473,I2015_SCA,ES,2018-08-01,102
TOVV,G473,I2015_SCA,ES,2018-09-01,
TOVV,G473,I2015_SCA,EU28,2017-10-01,104
TOVV,G473,I2015_SCA,EU28,2017-11-01,104
TOVV,G473,I2015_SCA,EU28,2017-12-01,104
TOVV,G473,I2015_SCA,EU28,2018-01-01,105
TOVV,G473,I2015_SCA,EU28,2018-02-01,106
TOVV,G473,I2015_SCA,EU28,2018-03-01,105
TOVV,G473,I2015_SCA,EU28,2018-04-01,106
TOVV,G473,I2015_SCA,EU28,2018-05-01,106
TOVV,G473,I2015_SCA,EU28,2018-06-01,107
TOVV,G473,I2015_SCA,EU28,2018-07-01,105
TOVV,G473,I2015_SCA,EU28,2018-08-01,104
TOVV,G473,I2015_SCA,EU28,2018-09-01,
TOVV,G473,I2015_SCA,FI,2017-10-01,102
TOVV,G473,I2015_SCA,FI,2017-11-01,102
TOVV,G473,I2015_SCA,FI,2017-12-01,102
TOVV,G473,I2015_SCA,FI,2018-01-01,104
TOVV,G473,I2015_SCA,FI,2018-02-01,104
