unit,na_item,geotime,date,value
EUR_KGOE,B1GQ,AL,2000-01-01,2
EUR_KGOE,B1GQ,AL,2001-01-01,3
EUR_KGOE,B1GQ,AL,2002-01-01,2
EUR_KGOE,B1GQ,AL,2003-01-01,3
EUR_KGOE,B1GQ,AL,2004-01-01,3
EUR_KGOE,B1GQ,AL,2005-01-01,3
EUR_KGOE,B1GQ,AL,2006-01-01,3
EUR_KGOE,B1GQ,AL,2007-01-01,3
EUR_KGOE,B1GQ,AL,2008-01-01,4
EUR_KGOE,B1GQ,AL,2009-01-01,4
EUR_KGOE,B1GQ,AL,2010-01-01,4
EUR_KGOE,B1GQ,AL,2011-01-01,4
EUR_KGOE,B1GQ,AL,2012-01-01,4
EUR_KGOE,B1GQ,AL,2013-01-01,4
EUR_KGOE,B1GQ,AL,2014-01-01,4
EUR_KGOE,B1GQ,AL,2015-01-01,4
EUR_KGOE,B1GQ,AL,2016-01-01,4
EUR_KGOE,B1GQ,AT,2000-01-01,8
EUR_KGOE,B1GQ,AT,2001-01-01,8
EUR_KGOE,B1GQ,AT,2002-01-01,8
EUR_KGOE,B1GQ,AT,2003-01-01,8
EUR_KGOE,B1GQ,AT,2004-01-01,8
EUR_KGOE,B1GQ,AT,2005-01-01,8
EUR_KGOE,B1GQ,AT,2006-01-01,8
EUR_KGOE,B1GQ,AT,2007-01-01,8
EUR_KGOE,B1GQ,AT,2008-01-01,8
EUR_KGOE,B1GQ,AT,2009-01-01,9
EUR_KGOE,B1GQ,AT,2010-01-01,8
EUR_KGOE,B1GQ,AT,2011-01-01,9
EUR_KGOE,B1GQ,AT,2012-01-01,9
EUR_KGOE,B1GQ,AT,2013-01-01,9
EUR_KGOE,B1GQ,AT,2014-01-01,9
EUR_KGOE,B1GQ,AT,2015-01-01,9
EUR_KGOE,B1GQ,AT,2016-01-01,9
EUR_KGOE,B1GQ,BA,2000-01-01,
EUR_KGOE,B1GQ,BA,2001-01-01,
EUR_KGOE,B1GQ,BA,2002-01-01,
EUR_KGOE,B1GQ,BA,2003-01-01,
EUR_KGOE,B1GQ,BA,2004-01-01,
EUR_KGOE,B1GQ,BA,2005-01-01,
EUR_KGOE,B1GQ,BA,2006-01-01,
EUR_KGOE,B1GQ,BA,2007-01-01,
EUR_KGOE,B1GQ,BA,2008-01-01,
EUR_KGOE,B1GQ,BA,2009-01-01,
EUR_KGOE,B1GQ,BA,2010-01-01,
EUR_KGOE,B1GQ,BA,2011-01-01,
EUR_KGOE,B1GQ,BA,2012-01-01,
EUR_KGOE,B1GQ,BA,2013-01-01,
EUR_KGOE,B1GQ,BA,2014-01-01,2
EUR_KGOE,B1GQ,BA,2015-01-01,2
EUR_KGOE,B1GQ,BA,2016-01-01,2
EUR_KGOE,B1GQ,BE,2000-01-01,5
EUR_KGOE,B1GQ,BE,2001-01-01,5
EUR_KGOE,B1GQ,BE,2002-01-01,5
EUR_KGOE,B1GQ,BE,2003-01-01,5
EUR_KGOE,B1GQ,BE,2004-01-01,5
EUR_KGOE,B1GQ,BE,2005-01-01,5
EUR_KGOE,B1GQ,BE,2006-01-01,6
EUR_KGOE,B1GQ,BE,2007-01-01,6
EUR_KGOE,B1GQ,BE,2008-01-01,6
EUR_KGOE,B1GQ,BE,2009-01-01,6
EUR_KGOE,B1GQ,BE,2010-01-01,6
EUR_KGOE,B1GQ,BE,2011-01-01,6
EUR_KGOE,B1GQ,BE,2012-01-01,6
EUR_KGOE,B1GQ,BE,2013-01-01,6
EUR_KGOE,B1GQ,BE,2014-01-01,7
EUR_KGOE,B1GQ,BE,2015-01-01,7
EUR_KGOE,B1GQ,BE,2016-01-01,6
EUR_KGOE,B1GQ,BG,2000-01-01,1
EUR_KGOE,B1GQ,BG,2001-01-01,1
EUR_KGOE,B1GQ,BG,2002-01-01,1
EUR_KGOE,B1GQ,BG,2003-01-01,1
EUR_KGOE,B1GQ,BG,2004-01-01,1
EUR_KGOE,B1GQ,BG,2005-01-01,1
EUR_KGOE,B1GQ,BG,2006-01-01,1
EUR_KGOE,B1GQ,BG,2007-01-01,1
EUR_KGOE,B1GQ,BG,2008-01-01,2
EUR_KGOE,B1GQ,BG,2009-01-01,2
EUR_KGOE,B1GQ,BG,2010-01-01,2
EUR_KGOE,B1GQ,BG,2011-01-01,2
EUR_KGOE,B1GQ,BG,2012-01-01,2
EUR_KGOE,B1GQ,BG,2013-01-01,2
EUR_KGOE,B1GQ,BG,2014-01-01,2
EUR_KGOE,B1GQ,BG,2015-01-01,2
EUR_KGOE,B1GQ,BG,2016-01-01,2
EUR_KGOE,B1GQ,CY,2000-01-01,5
EUR_KGOE,B1GQ,CY,2001-01-01,6
EUR_KGOE,B1GQ,CY,2002-01-01,6
EUR_KGOE,B1GQ,CY,2003-01-01,5
EUR_KGOE,B1GQ,CY,2004-01-01,6
EUR_KGOE,B1GQ,CY,2005-01-01,6
EUR_KGOE,B1GQ,CY,2006-01-01,6
EUR_KGOE,B1GQ,CY,2007-01-01,6
EUR_KGOE,B1GQ,CY,2008-01-01,6
EUR_KGOE,B1GQ,CY,2009-01-01,6
EUR_KGOE,B1GQ,CY,2010-01-01,7
EUR_KGOE,B1GQ,CY,2011-01-01,7
EUR_KGOE,B1GQ,CY,2012-01-01,7
EUR_KGOE,B1GQ,CY,2013-01-01,8
EUR_KGOE,B1GQ,CY,2014-01-01,7
EUR_KGOE,B1GQ,CY,2015-01-01,7
EUR_KGOE,B1GQ,CY,2016-01-01,7
EUR_KGOE,B1GQ,CZ,2000-01-01,2
EUR_KGOE,B1GQ,CZ,2001-01-01,2
EUR_KGOE,B1GQ,CZ,2002-01-01,2
EUR_KGOE,B1GQ,CZ,2003-01-01,2
EUR_KGOE,B1GQ,CZ,2004-01-01,2
EUR_KGOE,B1GQ,CZ,2005-01-01,3
EUR_KGOE,B1GQ,CZ,2006-01-01,3
EUR_KGOE,B1GQ,CZ,2007-01-01,3
EUR_KGOE,B1GQ,CZ,2008-01-01,3
EUR_KGOE,B1GQ,CZ,2009-01-01,3
EUR_KGOE,B1GQ,CZ,2010-01-01,3
EUR_KGOE,B1GQ,CZ,2011-01-01,3
EUR_KGOE,B1GQ,CZ,2012-01-01,3
EUR_KGOE,B1GQ,CZ,2013-01-01,3
EUR_KGOE,B1GQ,CZ,2014-01-01,3
EUR_KGOE,B1GQ,CZ,2015-01-01,4
EUR_KGOE,B1GQ,CZ,2016-01-01,4
EUR_KGOE,B1GQ,DE,2000-01-01,6
EUR_KGOE,B1GQ,DE,2001-01-01,6
EUR_KGOE,B1GQ,DE,2002-01-01,7
EUR_KGOE,B1GQ,DE,2003-01-01,7
EUR_KGOE,B1GQ,DE,2004-01-01,7
EUR_KGOE,B1GQ,DE,2005-01-01,7
EUR_KGOE,B1GQ,DE,2006-01-01,7
EUR_KGOE,B1GQ,DE,2007-01-01,7
EUR_KGOE,B1GQ,DE,2008-01-01,7
EUR_KGOE,B1GQ,DE,2009-01-01,7
EUR_KGOE,B1GQ,DE,2010-01-01,7
EUR_KGOE,B1GQ,DE,2011-01-01,8
EUR_KGOE,B1GQ,DE,2012-01-01,8
EUR_KGOE,B1GQ,DE,2013-01-01,8
EUR_KGOE,B1GQ,DE,2014-01-01,8
EUR_KGOE,B1GQ,DE,2015-01-01,8
EUR_KGOE,B1GQ,DE,2016-01-01,9
EUR_KGOE,B1GQ,DK,2000-01-01,11
EUR_KGOE,B1GQ,DK,2001-01-01,11
EUR_KGOE,B1GQ,DK,2002-01-01,11
EUR_KGOE,B1GQ,DK,2003-01-01,11
EUR_KGOE,B1GQ,DK,2004-01-01,11
EUR_KGOE,B1GQ,DK,2005-01-01,12
EUR_KGOE,B1GQ,DK,2006-01-01,11
EUR_KGOE,B1GQ,DK,2007-01-01,12
EUR_KGOE,B1GQ,DK,2008-01-01,12
EUR_KGOE,B1GQ,DK,2009-01-01,12
EUR_KGOE,B1GQ,DK,2010-01-01,12
EUR_KGOE,B1GQ,DK,2011-01-01,13
EUR_KGOE,B1GQ,DK,2012-01-01,13
EUR_KGOE,B1GQ,DK,2013-01-01,14
EUR_KGOE,B1GQ,DK,2014-01-01,15
EUR_KGOE,B1GQ,DK,2015-01-01,15
EUR_KGOE,B1GQ,DK,2016-01-01,15
EUR_KGOE,B1GQ,EA19,2000-01-01,7
EUR_KGOE,B1GQ,EA19,2001-01-01,7
EUR_KGOE,B1GQ,EA19,2002-01-01,7
EUR_KGOE,B1GQ,EA19,2003-01-01,6
