coicop,unit,geotime,date,value
TOT_X_TBC,I15,AT,2017-10-01,104.09
TOT_X_TBC,I15,AT,2017-11-01,104.25
TOT_X_TBC,I15,AT,2017-12-01,104.91
TOT_X_TBC,I15,AT,2018-01-01,103.75
TOT_X_TBC,I15,AT,2018-02-01,104.01
TOT_X_TBC,I15,AT,2018-03-01,104.96
TOT_X_TBC,I15,AT,2018-04-01,105.19
TOT_X_TBC,I15,AT,2018-05-01,105.3
TOT_X_TBC,I15,AT,2018-06-01,105.33
TOT_X_TBC,I15,AT,2018-07-01,104.69
TOT_X_TBC,I15,AT,2018-08-01,104.68
TOT_X_TBC,I15,AT,2018-09-01,105.95
TOT_X_TBC,I15,BE,2017-10-01,104.2
TOT_X_TBC,I15,BE,2017-11-01,104.37
TOT_X_TBC,I15,BE,2017-12-01,104.85
TOT_X_TBC,I15,BE,2018-01-01,103.56
TOT_X_TBC,I15,BE,2018-02-01,105.27
TOT_X_TBC,I15,BE,2018-03-01,105.21
TOT_X_TBC,I15,BE,2018-04-01,105.63
TOT_X_TBC,I15,BE,2018-05-01,106.01
TOT_X_TBC,I15,BE,2018-06-01,106.31
TOT_X_TBC,I15,BE,2018-07-01,105.54
TOT_X_TBC,I15,BE,2018-08-01,107.05
TOT_X_TBC,I15,BE,2018-09-01,106.73
TOT_X_TBC,I15,BG,2017-10-01,99.61
TOT_X_TBC,I15,BG,2017-11-01,99.89
TOT_X_TBC,I15,BG,2017-12-01,100.58
TOT_X_TBC,I15,BG,2018-01-01,100.77
TOT_X_TBC,I15,BG,2018-02-01,100.95
TOT_X_TBC,I15,BG,2018-03-01,100.74
TOT_X_TBC,I15,BG,2018-04-01,101.06
TOT_X_TBC,I15,BG,2018-05-01,101.46
TOT_X_TBC,I15,BG,2018-06-01,101.97
TOT_X_TBC,I15,BG,2018-07-01,103.06
TOT_X_TBC,I15,BG,2018-08-01,103.4
TOT_X_TBC,I15,BG,2018-09-01,103.02
TOT_X_TBC,I15,CH,2017-10-01,100.49
TOT_X_TBC,I15,CH,2017-11-01,100.2
TOT_X_TBC,I15,CH,2017-12-01,100.43
TOT_X_TBC,I15,CH,2018-01-01,99.92
TOT_X_TBC,I15,CH,2018-02-01,100.23
TOT_X_TBC,I15,CH,2018-03-01,100.55
TOT_X_TBC,I15,CH,2018-04-01,100.75
TOT_X_TBC,I15,CH,2018-05-01,101.15
TOT_X_TBC,I15,CH,2018-06-01,101.11
TOT_X_TBC,I15,CH,2018-07-01,101.47
TOT_X_TBC,I15,CH,2018-08-01,101.46
TOT_X_TBC,I15,CH,2018-09-01,101.46
TOT_X_TBC,I15,CY,2017-10-01,99.82
TOT_X_TBC,I15,CY,2017-11-01,98.6
TOT_X_TBC,I15,CY,2017-12-01,98.23
TOT_X_TBC,I15,CY,2018-01-01,96.3
TOT_X_TBC,I15,CY,2018-02-01,97.47
TOT_X_TBC,I15,CY,2018-03-01,98.36
TOT_X_TBC,I15,CY,2018-04-01,99.48
TOT_X_TBC,I15,CY,2018-05-01,100.89
TOT_X_TBC,I15,CY,2018-06-01,101.97
TOT_X_TBC,I15,CY,2018-07-01,101.69
TOT_X_TBC,I15,CY,2018-08-01,102.97
TOT_X_TBC,I15,CY,2018-09-01,102.14
TOT_X_TBC,I15,CZ,2017-10-01,103.3
TOT_X_TBC,I15,CZ,2017-11-01,103.4
TOT_X_TBC,I15,CZ,2017-12-01,103.4
TOT_X_TBC,I15,CZ,2018-01-01,104.1
TOT_X_TBC,I15,CZ,2018-02-01,104.0
TOT_X_TBC,I15,CZ,2018-03-01,104.0
TOT_X_TBC,I15,CZ,2018-04-01,104.2
TOT_X_TBC,I15,CZ,2018-05-01,104.7
TOT_X_TBC,I15,CZ,2018-06-01,105.1
TOT_X_TBC,I15,CZ,2018-07-01,105.3
TOT_X_TBC,I15,CZ,2018-08-01,105.3
TOT_X_TBC,I15,CZ,2018-09-01,104.9
TOT_X_TBC,I15,DE,2017-10-01,102.1
TOT_X_TBC,I15,DE,2017-11-01,102.5
TOT_X_TBC,I15,DE,2017-12-01,103.2
TOT_X_TBC,I15,DE,2018-01-01,102.3
TOT_X_TBC,I15,DE,2018-02-01,102.7
TOT_X_TBC,I15,DE,2018-03-01,103.2
TOT_X_TBC,I15,DE,2018-04-01,103.0
TOT_X_TBC,I15,DE,2018-05-01,103.5
TOT_X_TBC,I15,DE,2018-06-01,103.6
TOT_X_TBC,I15,DE,2018-07-01,104.1
TOT_X_TBC,I15,DE,2018-08-01,104.1
TOT_X_TBC,I15,DE,2018-09-01,104.5
TOT_X_TBC,I15,DK,2017-10-01,101.7
TOT_X_TBC,I15,DK,2017-11-01,101.3
TOT_X_TBC,I15,DK,2017-12-01,100.9
TOT_X_TBC,I15,DK,2018-01-01,100.5
TOT_X_TBC,I15,DK,2018-02-01,101.2
TOT_X_TBC,I15,DK,2018-03-01,101.2
TOT_X_TBC,I15,DK,2018-04-01,101.8
TOT_X_TBC,I15,DK,2018-05-01,102.0
TOT_X_TBC,I15,DK,2018-06-01,101.9
TOT_X_TBC,I15,DK,2018-07-01,102.7
TOT_X_TBC,I15,DK,2018-08-01,102.3
TOT_X_TBC,I15,DK,2018-09-01,102.0
TOT_X_TBC,I15,EA,2017-10-01,102.14
TOT_X_TBC,I15,EA,2017-11-01,102.2
TOT_X_TBC,I15,EA,2017-12-01,102.57
TOT_X_TBC,I15,EA,2018-01-01,101.64
TOT_X_TBC,I15,EA,2018-02-01,101.84
TOT_X_TBC,I15,EA,2018-03-01,102.83
TOT_X_TBC,I15,EA,2018-04-01,103.12
TOT_X_TBC,I15,EA,2018-05-01,103.64
TOT_X_TBC,I15,EA,2018-06-01,103.76
TOT_X_TBC,I15,EA,2018-07-01,103.41
TOT_X_TBC,I15,EA,2018-08-01,103.56
