na_item,sector,unit,geotime,date,value
GD,S13,MIO_NAC,BE,2000-10-01,
GD,S13,MIO_NAC,BE,2001-01-01,
GD,S13,MIO_NAC,BE,2001-04-01,
GD,S13,MIO_NAC,BE,2001-07-01,
GD,S13,MIO_NAC,BE,2001-10-01,
GD,S13,MIO_NAC,BE,2002-01-01,
GD,S13,MIO_NAC,BE,2002-04-01,
GD,S13,MIO_NAC,BE,2002-07-01,
GD,S13,MIO_NAC,BE,2002-10-01,
GD,S13,MIO_NAC,BE,2003-01-01,
GD,S13,MIO_NAC,BE,2003-04-01,
GD,S13,MIO_NAC,BE,2003-07-01,
GD,S13,MIO_NAC,BE,2003-10-01,
GD,S13,MIO_NAC,BE,2004-01-01,
GD,S13,MIO_NAC,BE,2004-04-01,
GD,S13,MIO_NAC,BE,2004-07-01,
GD,S13,MIO_NAC,BE,2004-10-01,
GD,S13,MIO_NAC,BE,2005-01-01,
GD,S13,MIO_NAC,BE,2005-04-01,
GD,S13,MIO_NAC,BE,2005-07-01,
GD,S13,MIO_NAC,BE,2005-10-01,
GD,S13,MIO_NAC,BE,2006-01-01,
GD,S13,MIO_NAC,BE,2006-04-01,
GD,S13,MIO_NAC,BE,2006-07-01,
GD,S13,MIO_NAC,BE,2006-10-01,
GD,S13,MIO_NAC,BE,2007-01-01,
GD,S13,MIO_NAC,BE,2007-04-01,
GD,S13,MIO_NAC,BE,2007-07-01,
GD,S13,MIO_NAC,BE,2007-10-01,
GD,S13,MIO_NAC,BE,2008-01-01,
GD,S13,MIO_NAC,BE,2008-04-01,
GD,S13,MIO_NAC,BE,2008-07-01,
GD,S13,MIO_NAC,BE,2008-10-01,
GD,S13,MIO_NAC,BE,2009-01-01,
GD,S13,MIO_NAC,BE,2009-04-01,
GD,S13,MIO_NAC,BE,2009-07-01,
GD,S13,MIO_NAC,BE,2009-10-01,
GD,S13,MIO_NAC,BE,2010-01-01,
GD,S13,MIO_NAC,BE,2010-04-01,
GD,S13,MIO_NAC,BE,2010-07-01,
GD,S13,MIO_NAC,BE,2010-10-01,
GD,S13,MIO_NAC,BE,2011-01-01,
GD,S13,MIO_NAC,BE,2011-04-01,
GD,S13,MIO_NAC,BE,2011-07-01,
GD,S13,MIO_NAC,BE,2011-10-01,
GD,S13,MIO_NAC,BE,2012-01-01,
GD,S13,MIO_NAC,BE,2012-04-01,
GD,S13,MIO_NAC,BE,2012-07-01,
GD,S13,MIO_NAC,BE,2012-10-01,
GD,S13,MIO_NAC,BE,2013-01-01,
GD,S13,MIO_NAC,BE,2013-04-01,
GD,S13,MIO_NAC,BE,2013-07-01,
GD,S13,MIO_NAC,BE,2013-10-01,
GD,S13,MIO_NAC,BE,2014-01-01,
GD,S13,MIO_NAC,BE,2014-04-01,
GD,S13,MIO_NAC,BE,2014-07-01,
GD,S13,MIO_NAC,BE,2014-10-01,
GD,S13,MIO_NAC,BE,2015-01-01,
GD,S13,MIO_NAC,BE,2015-04-01,
GD,S13,MIO_NAC,BE,2015-07-01,
GD,S13,MIO_NAC,BE,2015-10-01,
GD,S13,MIO_NAC,BE,2016-01-01,
GD,S13,MIO_NAC,BE,2016-04-01,
GD,S13,MIO_NAC,BE,2016-07-01,
GD,S13,MIO_NAC,BE,2016-10-01,
GD,S13,MIO_NAC,BE,2017-01-01,
GD,S13,MIO_NAC,BE,2017-04-01,
GD,S13,MIO_NAC,BE,2017-07-01,
GD,S13,MIO_NAC,BE,2017-10-01,
GD,S13,MIO_NAC,BE,2018-01-01,
GD,S13,MIO_NAC,BE,2018-04-01,
GD,S13,MIO_NAC,BG,1995-01-01,
GD,S13,MIO_NAC,BG,1995-04-01,
GD,S13,MIO_NAC,BG,1995-07-01,
GD,S13,MIO_NAC,BG,1995-10-01,
GD,S13,MIO_NAC,BG,1996-01-01,
GD,S13,MIO_NAC,BG,1996-04-01,
GD,S13,MIO_NAC,BG,1996-07-01,
GD,S13,MIO_NAC,BG,1996-10-01,
GD,S13,MIO_NAC,BG,1997-01-01,
GD,S13,MIO_NAC,BG,1997-04-01,
GD,S13,MIO_NAC,BG,1997-07-01,
GD,S13,MIO_NAC,BG,1997-10-01,
GD,S13,MIO_NAC,BG,1998-01-01,
GD,S13,MIO_NAC,BG,1998-04-01,
GD,S13,MIO_NAC,BG,1998-07-01,
GD,S13,MIO_NAC,BG,1998-10-01,
GD,S13,MIO_NAC,BG,1999-01-01,
GD,S13,MIO_NAC,BG,1999-04-01,
GD,S13,MIO_NAC,BG,1999-07-01,
GD,S13,MIO_NAC,BG,1999-10-01,
GD,S13,MIO_NAC,BG,2000-01-01,19565
GD,S13,MIO_NAC,BG,2000-04-01,19705
GD,S13,MIO_NAC,BG,2000-07-01,21090
GD,S13,MIO_NAC,BG,2000-10-01,
GD,S13,MIO_NAC,BG,2001-01-01,
GD,S13,MIO_NAC,BG,2001-04-01,
GD,S13,MIO_NAC,BG,2001-07-01,
GD,S13,MIO_NAC,BG,2001-10-01,
GD,S13,MIO_NAC,BG,2002-01-01,
GD,S13,MIO_NAC,BG,2002-04-01,
GD,S13,MIO_NAC,BG,2002-07-01,
GD,S13,MIO_NAC,BG,2002-10-01,
GD,S13,MIO_NAC,BG,2003-01-01,
GD,S13,MIO_NAC,BG,2003-04-01,
GD,S13,MIO_NAC,BG,2003-07-01,
GD,S13,MIO_NAC,BG,2003-10-01,
GD,S13,MIO_NAC,BG,2004-01-01,
GD,S13,MIO_NAC,BG,2004-04-01,
GD,S13,MIO_NAC,BG,2004-07-01,
GD,S13,MIO_NAC,BG,2004-10-01,
GD,S13,MIO_NAC,BG,2005-01-01,
GD,S13,MIO_NAC,BG,2005-04-01,
GD,S13,MIO_NAC,BG,2005-07-01,
GD,S13,MIO_NAC,BG,2005-10-01,
GD,S13,MIO_NAC,BG,2006-01-01,
GD,S13,MIO_NAC,BG,2006-04-01,
GD,S13,MIO_NAC,BG,2006-07-01,
GD,S13,MIO_NAC,BG,2006-10-01,
GD,S13,MIO_NAC,BG,2007-01-01,
GD,S13,MIO_NAC,BG,2007-04-01,
GD,S13,MIO_NAC,BG,2007-07-01,
GD,S13,MIO_NAC,BG,2007-10-01,
GD,S13,MIO_NAC,BG,2008-01-01,
GD,S13,MIO_NAC,BG,2008-04-01,
GD,S13,MIO_NAC,BG,2008-07-01,
GD,S13,MIO_NAC,BG,2008-10-01,
GD,S13,MIO_NAC,BG,2009-01-01,
GD,S13,MIO_NAC,BG,2009-04-01,
GD,S13,MIO_NAC,BG,2009-07-01,
GD,S13,MIO_NAC,BG,2009-10-01,
GD,S13,MIO_NAC,BG,2010-01-01,
GD,S13,MIO_NAC,BG,2010-04-01,
GD,S13,MIO_NAC,BG,2010-07-01,
GD,S13,MIO_NAC,BG,2010-10-01,
GD,S13,MIO_NAC,BG,2011-01-01,
GD,S13,MIO_NAC,BG,2011-04-01,
GD,S13,MIO_NAC,BG,2011-07-01,
GD,S13,MIO_NAC,BG,2011-10-01,
GD,S13,MIO_NAC,BG,2012-01-01,
GD,S13,MIO_NAC,BG,2012-04-01,
GD,S13,MIO_NAC,BG,2012-07-01,
GD,S13,MIO_NAC,BG,2012-10-01,
GD,S13,MIO_NAC,BG,2013-01-01,
GD,S13,MIO_NAC,BG,2013-04-01,
GD,S13,MIO_NAC,BG,2013-07-01,
GD,S13,MIO_NAC,BG,2013-10-01,
GD,S13,MIO_NAC,BG,2014-01-01,
GD,S13,MIO_NAC,BG,2014-04-01,
GD,S13,MIO_NAC,BG,2014-07-01,
GD,S13,MIO_NAC,BG,2014-10-01,
GD,S13,MIO_NAC,BG,2015-01-01,
GD,S13,MIO_NAC,BG,2015-04-01,
GD,S13,MIO_NAC,BG,2015-07-01,
GD,S13,MIO_NAC,BG,2015-10-01,
GD,S13,MIO_NAC,BG,2016-01-01,
GD,S13,MIO_NAC,BG,2016-04-01,
GD,S13,MIO_NAC,BG,2016-07-01,
GD,S13,MIO_NAC,BG,2016-10-01,
GD,S13,MIO_NAC,BG,2017-01-01,
GD,S13,MIO_NAC,BG,2017-04-01,
GD,S13,MIO_NAC,BG,2017-07-01,
GD,S13,MIO_NAC,BG,2017-10-01,
GD,S13,MIO_NAC,BG,2018-01-01,
GD,S13,MIO_NAC,BG,2018-04-01,
GD,S13,MIO_NAC,CY,1995-01-01,
GD,S13,MIO_NAC,CY,1995-04-01,
GD,S13,MIO_NAC,CY,1995-07-01,
GD,S13,MIO_NAC,CY,1995-10-01,
GD,S13,MIO_NAC,CY,1996-01-01,
GD,S13,MIO_NAC,CY,1996-04-01,
GD,S13,MIO_NAC,CY,1996-07-01,
GD,S13,MIO_NAC,CY,1996-10-01,
GD,S13,MIO_NAC,CY,1997-01-01,
GD,S13,MIO_NAC,CY,1997-04-01,
GD,S13,MIO_NAC,CY,1997-07-01,
GD,S13,MIO_NAC,CY,1997-10-01,
GD,S13,MIO_NAC,CY,1998-01-01,
GD,S13,MIO_NAC,CY,1998-04-01,
GD,S13,MIO_NAC,CY,1998-07-01,
GD,S13,MIO_NAC,CY,1998-10-01,
GD,S13,MIO_NAC,CY,1999-01-01,
GD,S13,MIO_NAC,CY,1999-04-01,
GD,S13,MIO_NAC,CY,1999-07-01,
GD,S13,MIO_NAC,CY,1999-10-01,
GD,S13,MIO_NAC,CY,2000-01-01,5446
GD,S13,MIO_NAC,CY,2000-04-01,5627
GD,S13,MIO_NAC,CY,2000-07-01,5466
GD,S13,MIO_NAC,CY,2000-10-01,
GD,S13,MIO_NAC,CY,2001-01-01,
GD,S13,MIO_NAC,CY,2001-04-01,
GD,S13,MIO_NAC,CY,2001-07-01,
GD,S13,MIO_NAC,CY,2001-10-01,
GD,S13,MIO_NAC,CY,2002-01-01,
GD,S13,MIO_NAC,CY,2002-04-01,
GD,S13,MIO_NAC,CY,2002-07-01,
GD,S13,MIO_NAC,CY,2002-10-01,
GD,S13,MIO_NAC,CY,2003-01-01,
GD,S13,MIO_NAC,CY,2003-04-01,
GD,S13,MIO_NAC,CY,2003-07-01,
GD,S13,MIO_NAC,CY,2003-10-01,
GD,S13,MIO_NAC,CY,2004-01-01,
GD,S13,MIO_NAC,CY,2004-04-01,
GD,S13,MIO_NAC,CY,2004-07-01,
GD,S13,MIO_NAC,CY,2004-10-01,
GD,S13,MIO_NAC,CY,2005-01-01,
GD,S13,MIO_NAC,CY,2005-04-01,
GD,S13,MIO_NAC,CY,2005-07-01,
GD,S13,MIO_NAC,CY,2005-10-01,
GD,S13,MIO_NAC,CY,2006-01-01,
GD,S13,MIO_NAC,CY,2006-04-01,
GD,S13,MIO_NAC,CY,2006-07-01,
GD,S13,MIO_NAC,CY,2006-10-01,
GD,S13,MIO_NAC,CY,2007-01-01,
GD,S13,MIO_NAC,CY,2007-04-01,
GD,S13,MIO_NAC,CY,2007-07-01,
GD,S13,MIO_NAC,CY,2007-10-01,
GD,S13,MIO_NAC,CY,2008-01-01,
GD,S13,MIO_NAC,CY,2008-04-01,
GD,S13,MIO_NAC,CY,2008-07-01,
GD,S13,MIO_NAC,CY,2008-10-01,
GD,S13,MIO_NAC,CY,2009-01-01,
GD,S13,MIO_NAC,CY,2009-04-01,
GD,S13,MIO_NAC,CY,2009-07-01,
GD,S13,MIO_NAC,CY,2009-10-01,
GD,S13,MIO_NAC,CY,2010-01-01,
GD,S13,MIO_NAC,CY,2010-04-01,
GD,S13,MIO_NAC,CY,2010-07-01,
GD,S13,MIO_NAC,CY,2010-10-01,
GD,S13,MIO_NAC,CY,2011-01-01,
GD,S13,MIO_NAC,CY,2011-04-01,
GD,S13,MIO_NAC,CY,2011-07-01,
GD,S13,MIO_NAC,CY,2011-10-01,
GD,S13,MIO_NAC,CY,2012-01-01,
GD,S13,MIO_NAC,CY,2012-04-01,
GD,S13,MIO_NAC,CY,2012-07-01,
GD,S13,MIO_NAC,CY,2012-10-01,
GD,S13,MIO_NAC,CY,2013-01-01,
GD,S13,MIO_NAC,CY,2013-04-01,
GD,S13,MIO_NAC,CY,2013-07-01,
GD,S13,MIO_NAC,CY,2013-10-01,
GD,S13,MIO_NAC,CY,2014-01-01,
GD,S13,MIO_NAC,CY,2014-04-01,
GD,S13,MIO_NAC,CY,2014-07-01,
GD,S13,MIO_NAC,CY,2014-10-01,
GD,S13,MIO_NAC,CY,2015-01-01,
GD,S13,MIO_NAC,CY,2015-04-01,
GD,S13,MIO_NAC,CY,2015-07-01,
GD,S13,MIO_NAC,CY,2015-10-01,
GD,S13,MIO_NAC,CY,2016-01-01,
GD,S13,MIO_NAC,CY,2016-04-01,
GD,S13,MIO_NAC,CY,2016-07-01,
GD,S13,MIO_NAC,CY,2016-10-01,
GD,S13,MIO_NAC,CY,2017-01-01,
GD,S13,MIO_NAC,CY,2017-04-01,
GD,S13,MIO_NAC,CY,2017-07-01,
GD,S13,MIO_NAC,CY,2017-10-01,
GD,S13,MIO_NAC,CY,2018-01-01,
GD,S13,MIO_NAC,CY,2018-04-01,
GD,S13,MIO_NAC,CZ,1995-01-01,
GD,S13,MIO_NAC,CZ,1995-04-01,
GD,S13,MIO_NAC,CZ,1995-07-01,
GD,S13,MIO_NAC,CZ,1995-10-01,
GD,S13,MIO_NAC,CZ,1996-01-01,
GD,S13,MIO_NAC,CZ,1996-04-01,
GD,S13,MIO_NAC,CZ,1996-07-01,
GD,S13,MIO_NAC,CZ,1996-10-01,
GD,S13,MIO_NAC,CZ,1997-01-01,
GD,S13,MIO_NAC,CZ,1997-04-01,
GD,S13,MIO_NAC,CZ,1997-07-01,
GD,S13,MIO_NAC,CZ,1997-10-01,
GD,S13,MIO_NAC,CZ,1998-01-01,
GD,S13,MIO_NAC,CZ,1998-04-01,
GD,S13,MIO_NAC,CZ,1998-07-01,
GD,S13,MIO_NAC,CZ,1998-10-01,
GD,S13,MIO_NAC,CZ,1999-01-01,
GD,S13,MIO_NAC,CZ,1999-04-01,
GD,S13,MIO_NAC,CZ,1999-07-01,
GD,S13,MIO_NAC,CZ,1999-10-01,
GD,S13,MIO_NAC,CZ,2000-01-01,348787
GD,S13,MIO_NAC,CZ,2000-04-01,358712
GD,S13,MIO_NAC,CZ,2000-07-01,374294
GD,S13,MIO_NAC,CZ,2000-10-01,
GD,S13,MIO_NAC,CZ,2001-01-01,
GD,S13,MIO_NAC,CZ,2001-04-01,
GD,S13,MIO_NAC,CZ,2001-07-01,
GD,S13,MIO_NAC,CZ,2001-10-01,
GD,S13,MIO_NAC,CZ,2002-01-01,
GD,S13,MIO_NAC,CZ,2002-04-01,
GD,S13,MIO_NAC,CZ,2002-07-01,
GD,S13,MIO_NAC,CZ,2002-10-01,
GD,S13,MIO_NAC,CZ,2003-01-01,
GD,S13,MIO_NAC,CZ,2003-04-01,
GD,S13,MIO_NAC,CZ,2003-07-01,
GD,S13,MIO_NAC,CZ,2003-10-01,
GD,S13,MIO_NAC,CZ,2004-01-01,
GD,S13,MIO_NAC,CZ,2004-04-01,
GD,S13,MIO_NAC,CZ,2004-07-01,
GD,S13,MIO_NAC,CZ,2004-10-01,
GD,S13,MIO_NAC,CZ,2005-01-01,
GD,S13,MIO_NAC,CZ,2005-04-01,
GD,S13,MIO_NAC,CZ,2005-07-01,
GD,S13,MIO_NAC,CZ,2005-10-01,
GD,S13,MIO_NAC,CZ,2006-01-01,
GD,S13,MIO_NAC,CZ,2006-04-01,
GD,S13,MIO_NAC,CZ,2006-07-01,
GD,S13,MIO_NAC,CZ,2006-10-01,
GD,S13,MIO_NAC,CZ,2007-01-01,
GD,S13,MIO_NAC,CZ,2007-04-01,
GD,S13,MIO_NAC,CZ,2007-07-01,
GD,S13,MIO_NAC,CZ,2007-10-01,
GD,S13,MIO_NAC,CZ,2008-01-01,
GD,S13,MIO_NAC,CZ,2008-04-01,
GD,S13,MIO_NAC,CZ,2008-07-01,
GD,S13,MIO_NAC,CZ,2008-10-01,
GD,S13,MIO_NAC,CZ,2009-01-01,
GD,S13,MIO_NAC,CZ,2009-04-01,
GD,S13,MIO_NAC,CZ,2009-07-01,
GD,S13,MIO_NAC,CZ,2009-10-01,
GD,S13,MIO_NAC,CZ,2010-01-01,
GD,S13,MIO_NAC,CZ,2010-04-01,
GD,S13,MIO_NAC,CZ,2010-07-01,
GD,S13,MIO_NAC,CZ,2010-10-01,
GD,S13,MIO_NAC,CZ,2011-01-01,
GD,S13,MIO_NAC,CZ,2011-04-01,
GD,S13,MIO_NAC,CZ,2011-07-01,
GD,S13,MIO_NAC,CZ,2011-10-01,
GD,S13,MIO_NAC,CZ,2012-01-01,
GD,S13,MIO_NAC,CZ,2012-04-01,
GD,S13,MIO_NAC,CZ,2012-07-01,
GD,S13,MIO_NAC,CZ,2012-10-01,
GD,S13,MIO_NAC,CZ,2013-01-01,
GD,S13,MIO_NAC,CZ,2013-04-01,
GD,S13,MIO_NAC,CZ,2013-07-01,
GD,S13,MIO_NAC,CZ,2013-10-01,
GD,S13,MIO_NAC,CZ,2014-01-01,
GD,S13,MIO_NAC,CZ,2014-04-01,
GD,S13,MIO_NAC,CZ,2014-07-01,
GD,S13,MIO_NAC,CZ,2014-10-01,
GD,S13,MIO_NAC,CZ,2015-01-01,
GD,S13,MIO_NAC,CZ,2015-04-01,
GD,S13,MIO_NAC,CZ,2015-07-01,
GD,S13,MIO_NAC,CZ,2015-10-01,
GD,S13,MIO_NAC,CZ,2016-01-01,
GD,S13,MIO_NAC,CZ,2016-04-01,
GD,S13,MIO_NAC,CZ,2016-07-01,
GD,S13,MIO_NAC,CZ,2016-10-01,
GD,S13,MIO_NAC,CZ,2017-01-01,
GD,S13,MIO_NAC,CZ,2017-04-01,
GD,S13,MIO_NAC,CZ,2017-07-01,
GD,S13,MIO_NAC,CZ,2017-10-01,
GD,S13,MIO_NAC,CZ,2018-01-01,
GD,S13,MIO_NAC,CZ,2018-04-01,
GD,S13,MIO_NAC,DE,1995-01-01,
GD,S13,MIO_NAC,DE,1995-04-01,
GD,S13,MIO_NAC,DE,1995-07-01,
GD,S13,MIO_NAC,DE,1995-10-01,
GD,S13,MIO_NAC,DE,1996-01-01,
GD,S13,MIO_NAC,DE,1996-04-01,
GD,S13,MIO_NAC,DE,1996-07-01,
GD,S13,MIO_NAC,DE,1996-10-01,
GD,S13,MIO_NAC,DE,1997-01-01,
GD,S13,MIO_NAC,DE,1997-04-01,
GD,S13,MIO_NAC,DE,1997-07-01,
GD,S13,MIO_NAC,DE,1997-10-01,
GD,S13,MIO_NAC,DE,1998-01-01,
GD,S13,MIO_NAC,DE,1998-04-01,
GD,S13,MIO_NAC,DE,1998-07-01,
GD,S13,MIO_NAC,DE,1998-10-01,
GD,S13,MIO_NAC,DE,1999-01-01,
GD,S13,MIO_NAC,DE,1999-04-01,
GD,S13,MIO_NAC,DE,1999-07-01,
GD,S13,MIO_NAC,DE,1999-10-01,
GD,S13,MIO_NAC,DE,2000-01-01,1250455
GD,S13,MIO_NAC,DE,2000-04-01,1248969
GD,S13,MIO_NAC,DE,2000-07-01,1259442
GD,S13,MIO_NAC,DE,2000-10-01,
GD,S13,MIO_NAC,DE,2001-01-01,
GD,S13,MIO_NAC,DE,2001-04-01,
GD,S13,MIO_NAC,DE,2001-07-01,
GD,S13,MIO_NAC,DE,2001-10-01,
GD,S13,MIO_NAC,DE,2002-01-01,
GD,S13,MIO_NAC,DE,2002-04-01,
GD,S13,MIO_NAC,DE,2002-07-01,
GD,S13,MIO_NAC,DE,2002-10-01,
GD,S13,MIO_NAC,DE,2003-01-01,
GD,S13,MIO_NAC,DE,2003-04-01,
GD,S13,MIO_NAC,DE,2003-07-01,
GD,S13,MIO_NAC,DE,2003-10-01,
GD,S13,MIO_NAC,DE,2004-01-01,
GD,S13,MIO_NAC,DE,2004-04-01,
GD,S13,MIO_NAC,DE,2004-07-01,
GD,S13,MIO_NAC,DE,2004-10-01,
GD,S13,MIO_NAC,DE,2005-01-01,
GD,S13,MIO_NAC,DE,2005-04-01,
GD,S13,MIO_NAC,DE,2005-07-01,
GD,S13,MIO_NAC,DE,2005-10-01,
GD,S13,MIO_NAC,DE,2006-01-01,
GD,S13,MIO_NAC,DE,2006-04-01,
GD,S13,MIO_NAC,DE,2006-07-01,
GD,S13,MIO_NAC,DE,2006-10-01,
GD,S13,MIO_NAC,DE,2007-01-01,
GD,S13,MIO_NAC,DE,2007-04-01,
GD,S13,MIO_NAC,DE,2007-07-01,
GD,S13,MIO_NAC,DE,2007-10-01,
GD,S13,MIO_NAC,DE,2008-01-01,
GD,S13,MIO_NAC,DE,2008-04-01,
GD,S13,MIO_NAC,DE,2008-07-01,
GD,S13,MIO_NAC,DE,2008-10-01,
GD,S13,MIO_NAC,DE,2009-01-01,
GD,S13,MIO_NAC,DE,2009-04-01,
GD,S13,MIO_NAC,DE,2009-07-01,
GD,S13,MIO_NAC,DE,2009-10-01,
GD,S13,MIO_NAC,DE,2010-01-01,
GD,S13,MIO_NAC,DE,2010-04-01,
GD,S13,MIO_NAC,DE,2010-07-01,
GD,S13,MIO_NAC,DE,2010-10-01,
GD,S13,MIO_NAC,DE,2011-01-01,
GD,S13,MIO_NAC,DE,2011-04-01,
GD,S13,MIO_NAC,DE,2011-07-01,
GD,S13,MIO_NAC,DE,2011-10-01,
GD,S13,MIO_NAC,DE,2012-01-01,
GD,S13,MIO_NAC,DE,2012-04-01,
GD,S13,MIO_NAC,DE,2012-07-01,
GD,S13,MIO_NAC,DE,2012-10-01,
GD,S13,MIO_NAC,DE,2013-01-01,
GD,S13,MIO_NAC,DE,2013-04-01,
GD,S13,MIO_NAC,DE,2013-07-01,
GD,S13,MIO_NAC,DE,2013-10-01,
GD,S13,MIO_NAC,DE,2014-01-01,
GD,S13,MIO_NAC,DE,2014-04-01,
GD,S13,MIO_NAC,DE,2014-07-01,
GD,S13,MIO_NAC,DE,2014-10-01,
GD,S13,MIO_NAC,DE,2015-01-01,
