s_adj,direct,sector,na_item,unit,geotime,date,value
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2015-10-01,4525
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2016-01-01,4429
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2016-04-01,4584
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2016-07-01,4497
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2016-10-01,4592
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2017-01-01,4705
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2017-04-01,4736
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2017-07-01,4722
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2017-10-01,4922
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2018-01-01,4864
SCA,RECV,S1,B5G,MIO_EUR_SCA,CY,2018-04-01,5016
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2015-07-01,39895
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2015-10-01,40635
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2016-01-01,40157
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2016-04-01,42300
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2016-07-01,40893
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2016-10-01,41504
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2017-01-01,42538
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2017-04-01,44161
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2017-07-01,46355
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2017-10-01,47229
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2018-01-01,48687
SCA,RECV,S1,B5G,MIO_EUR_SCA,CZ,2018-04-01,48440
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2015-07-01,784702
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2015-10-01,792503
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2016-01-01,794914
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2016-04-01,808793
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2016-07-01,804944
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2016-10-01,813753
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2017-01-01,829953
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2017-04-01,831083
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2017-07-01,839915
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2017-10-01,845331
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2018-01-01,855766
SCA,RECV,S1,B5G,MIO_EUR_SCA,DE,2018-04-01,865139
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2015-07-01,70641
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2015-10-01,70093
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2016-01-01,70267
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2016-04-01,70786
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2016-07-01,71137
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2016-10-01,72305
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2017-01-01,74215
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2017-04-01,74111
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2017-07-01,72759
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2017-10-01,73908
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2018-01-01,73796
SCA,RECV,S1,B5G,MIO_EUR_SCA,DK,2018-04-01,74139
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2015-07-01,5031
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2015-10-01,5022
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2016-01-01,5047
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2016-04-01,5116
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2016-07-01,5210
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2016-10-01,5307
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2017-01-01,5477
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2017-04-01,5574
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2017-07-01,5652
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2017-10-01,5827
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2018-01-01,5947
SCA,RECV,S1,B5G,MIO_EUR_SCA,EE,2018-04-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2015-07-01,44040
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2015-10-01,44544
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2016-01-01,43863
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2016-04-01,43915
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2016-07-01,43779
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2016-10-01,43812
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2017-01-01,44454
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2017-04-01,44593
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2017-07-01,44735
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2017-10-01,44646
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2018-01-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,EL,2018-04-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2015-07-01,270462
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2015-10-01,272659
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2016-01-01,276337
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2016-04-01,278271
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2016-07-01,281342
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2016-10-01,283785
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2017-01-01,286035
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2017-04-01,289544
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2017-07-01,292824
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2017-10-01,296643
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2018-01-01,297012
SCA,RECV,S1,B5G,MIO_EUR_SCA,ES,2018-04-01,299399
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2015-07-01,53397
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2015-10-01,54648
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2016-01-01,54056
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2016-04-01,54312
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2016-07-01,55301
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2016-10-01,55507
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2017-01-01,55787
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2017-04-01,55932
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2017-07-01,56689
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2017-10-01,58072
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2018-01-01,57482
SCA,RECV,S1,B5G,MIO_EUR_SCA,FI,2018-04-01,57862
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2015-07-01,563641
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2015-10-01,565500
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2016-01-01,568306
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2016-04-01,568693
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2016-07-01,567584
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2016-10-01,571544
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2017-01-01,581165
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2017-04-01,584586
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2017-07-01,588838
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2017-10-01,593901
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2018-01-01,598562
SCA,RECV,S1,B5G,MIO_EUR_SCA,FR,2018-04-01,598034
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2015-07-01,49285
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2015-10-01,51870
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2016-01-01,54509
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2016-04-01,53877
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2016-07-01,53834
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2016-10-01,60842
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2017-01-01,54411
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2017-04-01,53704
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2017-07-01,63177
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2017-10-01,62785
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2018-01-01,61896
SCA,RECV,S1,B5G,MIO_EUR_SCA,IE,2018-04-01,62234
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2015-07-01,8948
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2015-10-01,9112
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2016-01-01,9070
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2016-04-01,9158
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2016-07-01,9381
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2016-10-01,9590
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2017-01-01,9835
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2017-04-01,9903
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2017-07-01,10219
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2017-10-01,10540
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2018-01-01,10530
SCA,RECV,S1,B5G,MIO_EUR_SCA,LT,2018-04-01,10647
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2015-07-01,6115
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2015-10-01,6079
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2016-01-01,6126
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2016-04-01,6160
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2016-07-01,6273
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2016-10-01,6400
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2017-01-01,6544
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2017-04-01,6652
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2017-07-01,6764
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2017-10-01,6868
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2018-01-01,7116
SCA,RECV,S1,B5G,MIO_EUR_SCA,LV,2018-04-01,7192
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2015-07-01,2298
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2015-10-01,2411
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2016-01-01,2347
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2016-04-01,2346
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2016-07-01,2395
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2016-10-01,2477
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2017-01-01,2566
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2017-04-01,2566
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2017-07-01,2627
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2017-10-01,2631
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2018-01-01,2742
SCA,RECV,S1,B5G,MIO_EUR_SCA,MT,2018-04-01,2805
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2015-07-01,172299
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2015-10-01,173952
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2016-01-01,172577
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2016-04-01,172221
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2016-07-01,175334
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2016-10-01,177656
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2017-01-01,181862
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2017-04-01,181303
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2017-07-01,187083
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2017-10-01,189883
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2018-01-01,190117
SCA,RECV,S1,B5G,MIO_EUR_SCA,NL,2018-04-01,191832
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2015-07-01,89695
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2015-10-01,85656
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2016-01-01,83451
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2016-04-01,85969
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2016-07-01,86886
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2016-10-01,93009
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2017-01-01,94089
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2017-04-01,91729
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2017-07-01,91700
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2017-10-01,90709
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2018-01-01,92728
SCA,RECV,S1,B5G,MIO_EUR_SCA,NO,2018-04-01,96768
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2015-07-01,103531
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2015-10-01,103401
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2016-01-01,100222
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2016-04-01,102613
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2016-07-01,102085
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2016-10-01,104215
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2017-01-01,106965
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2017-04-01,111277
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2017-07-01,113377
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2017-10-01,114992
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2018-01-01,117952
SCA,RECV,S1,B5G,MIO_EUR_SCA,PL,2018-04-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2015-07-01,44447
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2015-10-01,43855
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2016-01-01,45007
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2016-04-01,45120
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2016-07-01,45808
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2016-10-01,46242
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2017-01-01,46790
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2017-04-01,47566
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2017-07-01,47738
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2017-10-01,48270
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2018-01-01,49225
SCA,RECV,S1,B5G,MIO_EUR_SCA,PT,2018-04-01,48851
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2015-07-01,39645
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2015-10-01,39719
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2016-01-01,39897
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2016-04-01,41121
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2016-07-01,41849
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2016-10-01,42207
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2017-01-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2017-04-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2017-07-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2017-10-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2018-01-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,RO,2018-04-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2015-07-01,113922
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2015-10-01,117056
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2016-01-01,116878
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2016-04-01,117791
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2016-07-01,117244
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2016-10-01,115674
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2017-01-01,119564
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2017-04-01,119846
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2017-07-01,122056
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2017-10-01,120492
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2018-01-01,119748
SCA,RECV,S1,B5G,MIO_EUR_SCA,SE,2018-04-01,116875
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2015-07-01,9418
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2015-10-01,9466
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2016-01-01,9671
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2016-04-01,9703
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2016-07-01,9840
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2016-10-01,10018
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2017-01-01,10254
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2017-04-01,10424
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2017-07-01,10677
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2017-10-01,10941
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2018-01-01,11047
SCA,RECV,S1,B5G,MIO_EUR_SCA,SI,2018-04-01,11352
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2015-07-01,19514
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2015-10-01,19536
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2016-01-01,19782
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2016-04-01,19895
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2016-07-01,20015
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2016-10-01,20317
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2017-01-01,20425
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2017-04-01,20699
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2017-07-01,20914
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2017-10-01,21091
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2018-01-01,21353
SCA,RECV,S1,B5G,MIO_EUR_SCA,SK,2018-04-01,
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2015-07-01,650728
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2015-10-01,636546
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2016-01-01,611158
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2016-04-01,604423
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2016-07-01,568013
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2016-10-01,565071
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2017-01-01,582122
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2017-04-01,579217
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2017-07-01,562473
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2017-10-01,571659
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2018-01-01,581882
SCA,RECV,S1,B5G,MIO_EUR_SCA,UK,2018-04-01,588841
