unit,hhtyp,incgrp,sex,age,geotime,date,value
PC,TOTAL,A_MD60,T,TOTAL,CH,2007-01-01,1
PC,TOTAL,A_MD60,T,TOTAL,CH,2008-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CH,2009-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CH,2010-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CH,2011-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CH,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CH,2013-01-01,
PC,TOTAL,A_MD60,T,TOTAL,CH,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CH,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CH,2016-01-01,
PC,TOTAL,A_MD60,T,TOTAL,CH,2017-01-01,
PC,TOTAL,A_MD60,T,TOTAL,CY,2003-01-01,
PC,TOTAL,A_MD60,T,TOTAL,CY,2004-01-01,
PC,TOTAL,A_MD60,T,TOTAL,CY,2005-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2006-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2007-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2008-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2009-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2010-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2011-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2013-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2016-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CY,2017-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2003-01-01,
PC,TOTAL,A_MD60,T,TOTAL,CZ,2004-01-01,
PC,TOTAL,A_MD60,T,TOTAL,CZ,2005-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2006-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2007-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2008-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2009-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2010-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2011-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2013-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2016-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,CZ,2017-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2003-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DE,2004-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DE,2005-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2006-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2007-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2008-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2009-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2010-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2011-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2013-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DE,2014-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DE,2015-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DE,2016-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DE,2017-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DK,2003-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DK,2004-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DK,2005-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DK,2006-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DK,2007-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DK,2008-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DK,2009-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DK,2010-01-01,
PC,TOTAL,A_MD60,T,TOTAL,DK,2011-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DK,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DK,2013-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DK,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DK,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DK,2016-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,DK,2017-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2003-01-01,
PC,TOTAL,A_MD60,T,TOTAL,EA18,2004-01-01,
PC,TOTAL,A_MD60,T,TOTAL,EA18,2005-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2006-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2007-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2008-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2009-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2010-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2011-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2013-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2016-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA18,2017-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2003-01-01,
PC,TOTAL,A_MD60,T,TOTAL,EA19,2004-01-01,
PC,TOTAL,A_MD60,T,TOTAL,EA19,2005-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2006-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2007-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2008-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2009-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2010-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2011-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2013-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2016-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EA19,2017-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EE,2003-01-01,
PC,TOTAL,A_MD60,T,TOTAL,EE,2004-01-01,12
PC,TOTAL,A_MD60,T,TOTAL,EE,2005-01-01,11
PC,TOTAL,A_MD60,T,TOTAL,EE,2006-01-01,10
PC,TOTAL,A_MD60,T,TOTAL,EE,2007-01-01,9
PC,TOTAL,A_MD60,T,TOTAL,EE,2008-01-01,7
PC,TOTAL,A_MD60,T,TOTAL,EE,2009-01-01,6
PC,TOTAL,A_MD60,T,TOTAL,EE,2010-01-01,6
PC,TOTAL,A_MD60,T,TOTAL,EE,2011-01-01,5
PC,TOTAL,A_MD60,T,TOTAL,EE,2012-01-01,5
PC,TOTAL,A_MD60,T,TOTAL,EE,2013-01-01,4
PC,TOTAL,A_MD60,T,TOTAL,EE,2014-01-01,4
PC,TOTAL,A_MD60,T,TOTAL,EE,2015-01-01,3
PC,TOTAL,A_MD60,T,TOTAL,EE,2016-01-01,3
PC,TOTAL,A_MD60,T,TOTAL,EE,2017-01-01,3
PC,TOTAL,A_MD60,T,TOTAL,EL,2003-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2004-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2005-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2006-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2007-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2008-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2009-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2010-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2011-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2013-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2016-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,EL,2017-01-01,0
