unit,hhtyp,incgrp,sex,age,geotime,date,value
PC,TOTAL,A_MD60,T,TOTAL,SK,2005-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2006-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2007-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2008-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2009-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2010-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2011-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2013-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2016-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,SK,2017-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,TR,2003-01-01,
PC,TOTAL,A_MD60,T,TOTAL,TR,2004-01-01,
PC,TOTAL,A_MD60,T,TOTAL,TR,2005-01-01,
PC,TOTAL,A_MD60,T,TOTAL,TR,2006-01-01,2
PC,TOTAL,A_MD60,T,TOTAL,TR,2007-01-01,2
PC,TOTAL,A_MD60,T,TOTAL,TR,2008-01-01,1
PC,TOTAL,A_MD60,T,TOTAL,TR,2009-01-01,1
PC,TOTAL,A_MD60,T,TOTAL,TR,2010-01-01,1
PC,TOTAL,A_MD60,T,TOTAL,TR,2011-01-01,1
PC,TOTAL,A_MD60,T,TOTAL,TR,2012-01-01,1
PC,TOTAL,A_MD60,T,TOTAL,TR,2013-01-01,1
PC,TOTAL,A_MD60,T,TOTAL,TR,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,TR,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,TR,2016-01-01,
PC,TOTAL,A_MD60,T,TOTAL,TR,2017-01-01,
PC,TOTAL,A_MD60,T,TOTAL,UK,2003-01-01,
PC,TOTAL,A_MD60,T,TOTAL,UK,2004-01-01,
PC,TOTAL,A_MD60,T,TOTAL,UK,2005-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2006-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2007-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2008-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2009-01-01,
PC,TOTAL,A_MD60,T,TOTAL,UK,2010-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2011-01-01,
PC,TOTAL,A_MD60,T,TOTAL,UK,2012-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2013-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2014-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2015-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2016-01-01,0
PC,TOTAL,A_MD60,T,TOTAL,UK,2017-01-01,
PC,TOTAL,B_MD60,T,TOTAL,AT,2003-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,AT,2004-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,AT,2005-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,AT,2006-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,AT,2007-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,AT,2008-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,AT,2009-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,AT,2010-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,AT,2011-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,AT,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,AT,2013-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,AT,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,AT,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,AT,2016-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,AT,2017-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,BE,2003-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,BE,2004-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,BE,2005-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,BE,2006-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,BE,2007-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,BE,2008-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,BE,2009-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,BE,2010-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,BE,2011-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,BE,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,BE,2013-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,BE,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,BE,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,BE,2016-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,BE,2017-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,BG,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,BG,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,BG,2005-01-01,
PC,TOTAL,B_MD60,T,TOTAL,BG,2006-01-01,50
PC,TOTAL,B_MD60,T,TOTAL,BG,2007-01-01,51
PC,TOTAL,B_MD60,T,TOTAL,BG,2008-01-01,44
PC,TOTAL,B_MD60,T,TOTAL,BG,2009-01-01,40
PC,TOTAL,B_MD60,T,TOTAL,BG,2010-01-01,43
PC,TOTAL,B_MD60,T,TOTAL,BG,2011-01-01,42
PC,TOTAL,B_MD60,T,TOTAL,BG,2012-01-01,36
PC,TOTAL,B_MD60,T,TOTAL,BG,2013-01-01,39
PC,TOTAL,B_MD60,T,TOTAL,BG,2014-01-01,33
PC,TOTAL,B_MD60,T,TOTAL,BG,2015-01-01,31
PC,TOTAL,B_MD60,T,TOTAL,BG,2016-01-01,30
PC,TOTAL,B_MD60,T,TOTAL,BG,2017-01-01,29
PC,TOTAL,B_MD60,T,TOTAL,CH,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CH,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CH,2005-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CH,2006-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CH,2007-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,CH,2008-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,CH,2009-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,CH,2010-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,CH,2011-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,CH,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,CH,2013-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CH,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,CH,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,CH,2016-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CH,2017-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CY,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CY,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CY,2005-01-01,4
PC,TOTAL,B_MD60,T,TOTAL,CY,2006-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,CY,2007-01-01,5
PC,TOTAL,B_MD60,T,TOTAL,CY,2008-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,CY,2009-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,CY,2010-01-01,4
PC,TOTAL,B_MD60,T,TOTAL,CY,2011-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,CY,2012-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,CY,2013-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,CY,2014-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,CY,2015-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,CY,2016-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,CY,2017-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,CZ,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CZ,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,CZ,2005-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,CZ,2006-01-01,4
PC,TOTAL,B_MD60,T,TOTAL,CZ,2007-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,CZ,2008-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,CZ,2009-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,CZ,2010-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,CZ,2011-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,CZ,2012-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,CZ,2013-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,CZ,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,CZ,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,CZ,2016-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,CZ,2017-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DE,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DE,2005-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2006-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2007-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2008-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2009-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2010-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2011-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2013-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DE,2014-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DE,2015-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DE,2016-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DE,2017-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,DK,2003-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,DK,2004-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,DK,2005-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DK,2006-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DK,2007-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DK,2008-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DK,2009-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DK,2010-01-01,
PC,TOTAL,B_MD60,T,TOTAL,DK,2011-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,DK,2012-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,DK,2013-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,DK,2014-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,DK,2015-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,DK,2016-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,DK,2017-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,EA18,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EA18,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EA18,2005-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EA18,2006-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EA18,2007-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EA18,2008-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA18,2009-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA18,2010-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA18,2011-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA18,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA18,2013-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA18,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA18,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA18,2016-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA18,2017-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA19,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EA19,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EA19,2005-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,EA19,2006-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,EA19,2007-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EA19,2008-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA19,2009-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA19,2010-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA19,2011-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA19,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA19,2013-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA19,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EA19,2015-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EA19,2016-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EA19,2017-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EE,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EE,2004-01-01,26
PC,TOTAL,B_MD60,T,TOTAL,EE,2005-01-01,25
PC,TOTAL,B_MD60,T,TOTAL,EE,2006-01-01,25
PC,TOTAL,B_MD60,T,TOTAL,EE,2007-01-01,24
PC,TOTAL,B_MD60,T,TOTAL,EE,2008-01-01,23
PC,TOTAL,B_MD60,T,TOTAL,EE,2009-01-01,20
PC,TOTAL,B_MD60,T,TOTAL,EE,2010-01-01,19
PC,TOTAL,B_MD60,T,TOTAL,EE,2011-01-01,16
PC,TOTAL,B_MD60,T,TOTAL,EE,2012-01-01,15
PC,TOTAL,B_MD60,T,TOTAL,EE,2013-01-01,13
PC,TOTAL,B_MD60,T,TOTAL,EE,2014-01-01,11
PC,TOTAL,B_MD60,T,TOTAL,EE,2015-01-01,10
PC,TOTAL,B_MD60,T,TOTAL,EE,2016-01-01,10
PC,TOTAL,B_MD60,T,TOTAL,EE,2017-01-01,10
PC,TOTAL,B_MD60,T,TOTAL,EL,2003-01-01,5
PC,TOTAL,B_MD60,T,TOTAL,EL,2004-01-01,4
PC,TOTAL,B_MD60,T,TOTAL,EL,2005-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,EL,2006-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,EL,2007-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,EL,2008-01-01,3
PC,TOTAL,B_MD60,T,TOTAL,EL,2009-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,EL,2010-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EL,2011-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EL,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EL,2013-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,EL,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EL,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EL,2016-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EL,2017-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,ES,2004-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2005-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2006-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2007-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,ES,2008-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2009-01-01,
PC,TOTAL,B_MD60,T,TOTAL,ES,2010-01-01,
PC,TOTAL,B_MD60,T,TOTAL,ES,2011-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2013-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2016-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,ES,2017-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,EU,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2005-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2006-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2007-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2008-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2009-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2010-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2011-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2012-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2013-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU,2014-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU,2015-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU,2016-01-01,5
PC,TOTAL,B_MD60,T,TOTAL,EU,2017-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU27,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU27,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU27,2005-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU27,2006-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU27,2007-01-01,9
PC,TOTAL,B_MD60,T,TOTAL,EU27,2008-01-01,8
PC,TOTAL,B_MD60,T,TOTAL,EU27,2009-01-01,7
PC,TOTAL,B_MD60,T,TOTAL,EU27,2010-01-01,7
PC,TOTAL,B_MD60,T,TOTAL,EU27,2011-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU27,2012-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU27,2013-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU27,2014-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU27,2015-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU27,2016-01-01,5
PC,TOTAL,B_MD60,T,TOTAL,EU27,2017-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU28,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU28,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU28,2005-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU28,2006-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU28,2007-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU28,2008-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU28,2009-01-01,
PC,TOTAL,B_MD60,T,TOTAL,EU28,2010-01-01,7
PC,TOTAL,B_MD60,T,TOTAL,EU28,2011-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU28,2012-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU28,2013-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU28,2014-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU28,2015-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,EU28,2016-01-01,5
PC,TOTAL,B_MD60,T,TOTAL,EU28,2017-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,FI,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,FI,2004-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FI,2005-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,FI,2006-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FI,2007-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,FI,2008-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FI,2009-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FI,2010-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FI,2011-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FI,2012-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FI,2013-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FI,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FI,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FI,2016-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FI,2017-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FR,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,FR,2004-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,FR,2005-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FR,2006-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FR,2007-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FR,2008-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FR,2009-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FR,2010-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FR,2011-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FR,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FR,2013-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FR,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FR,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,FR,2016-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,FR,2017-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,HR,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HR,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HR,2005-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HR,2006-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HR,2007-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HR,2008-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HR,2009-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HR,2010-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,HR,2011-01-01,4
PC,TOTAL,B_MD60,T,TOTAL,HR,2012-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,HR,2013-01-01,6
PC,TOTAL,B_MD60,T,TOTAL,HR,2014-01-01,5
PC,TOTAL,B_MD60,T,TOTAL,HR,2015-01-01,5
PC,TOTAL,B_MD60,T,TOTAL,HR,2016-01-01,5
PC,TOTAL,B_MD60,T,TOTAL,HR,2017-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HU,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HU,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,HU,2005-01-01,20
PC,TOTAL,B_MD60,T,TOTAL,HU,2006-01-01,13
PC,TOTAL,B_MD60,T,TOTAL,HU,2007-01-01,12
PC,TOTAL,B_MD60,T,TOTAL,HU,2008-01-01,12
PC,TOTAL,B_MD60,T,TOTAL,HU,2009-01-01,16
PC,TOTAL,B_MD60,T,TOTAL,HU,2010-01-01,18
PC,TOTAL,B_MD60,T,TOTAL,HU,2011-01-01,15
PC,TOTAL,B_MD60,T,TOTAL,HU,2012-01-01,19
PC,TOTAL,B_MD60,T,TOTAL,HU,2013-01-01,16
PC,TOTAL,B_MD60,T,TOTAL,HU,2014-01-01,17
PC,TOTAL,B_MD60,T,TOTAL,HU,2015-01-01,14
PC,TOTAL,B_MD60,T,TOTAL,HU,2016-01-01,14
PC,TOTAL,B_MD60,T,TOTAL,HU,2017-01-01,9
PC,TOTAL,B_MD60,T,TOTAL,IE,2003-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,IE,2004-01-01,1
PC,TOTAL,B_MD60,T,TOTAL,IE,2005-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2006-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2007-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2008-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2009-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2010-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2011-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,IE,2012-01-01,2
PC,TOTAL,B_MD60,T,TOTAL,IE,2013-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2016-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IE,2017-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2004-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IS,2005-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IS,2006-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2007-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2008-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2009-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2010-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2011-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2012-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2013-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2014-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2015-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2016-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IS,2017-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IT,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,IT,2004-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2005-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2006-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2007-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2008-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2009-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2010-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2011-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2012-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2013-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2014-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2015-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2016-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,IT,2017-01-01,0
PC,TOTAL,B_MD60,T,TOTAL,LT,2003-01-01,
PC,TOTAL,B_MD60,T,TOTAL,LT,2004-01-01,
PC,TOTAL,B_MD60,T,TOTAL,LT,2005-01-01,43
PC,TOTAL,B_MD60,T,TOTAL,LT,2006-01-01,44
PC,TOTAL,B_MD60,T,TOTAL,LT,2007-01-01,40
PC,TOTAL,B_MD60,T,TOTAL,LT,2008-01-01,41
PC,TOTAL,B_MD60,T,TOTAL,LT,2009-01-01,34
PC,TOTAL,B_MD60,T,TOTAL,LT,2010-01-01,27
PC,TOTAL,B_MD60,T,TOTAL,LT,2011-01-01,31
PC,TOTAL,B_MD60,T,TOTAL,LT,2012-01-01,31
PC,TOTAL,B_MD60,T,TOTAL,LT,2013-01-01,27
