sex,age,unit,geo\time,date,value
T,Y25-74,PC_ACT,LU,2010-01-01,3.8 
T,Y25-74,PC_ACT,LU,2011-01-01,4.1 
T,Y25-74,PC_ACT,LU,2012-01-01,4.2
T,Y25-74,PC_ACT,LU,2013-01-01,5.1
T,Y25-74,PC_ACT,LU,2014-01-01,5.0
T,Y25-74,PC_ACT,LU,2015-01-01,5.5
T,Y25-74,PC_ACT,LU,2016-01-01,5.3
T,Y25-74,PC_ACT,LU,2017-01-01,4.8 
T,Y25-74,PC_ACT,LV,1995-01-01,: 
T,Y25-74,PC_ACT,LV,1996-01-01,: 
T,Y25-74,PC_ACT,LV,1997-01-01,: 
T,Y25-74,PC_ACT,LV,1998-01-01,: 
T,Y25-74,PC_ACT,LV,1999-01-01,12.6 
T,Y25-74,PC_ACT,LV,2000-01-01,13.3 
T,Y25-74,PC_ACT,LV,2001-01-01,12.2 d
T,Y25-74,PC_ACT,LV,2002-01-01,11.4 
T,Y25-74,PC_ACT,LV,2003-01-01,10.6 
T,Y25-74,PC_ACT,LV,2004-01-01,10.6 
T,Y25-74,PC_ACT,LV,2005-01-01,9.3 
T,Y25-74,PC_ACT,LV,2006-01-01,6.1 
T,Y25-74,PC_ACT,LV,2007-01-01,5.4
T,Y25-74,PC_ACT,LV,2008-01-01,6.9 
T,Y25-74,PC_ACT,LV,2009-01-01,15.4 
T,Y25-74,PC_ACT,LV,2010-01-01,17.4 
T,Y25-74,PC_ACT,LV,2011-01-01,14.6 
T,Y25-74,PC_ACT,LV,2012-01-01,13.6
T,Y25-74,PC_ACT,LV,2013-01-01,10.7
T,Y25-74,PC_ACT,LV,2014-01-01,10.0
T,Y25-74,PC_ACT,LV,2015-01-01,9.3
T,Y25-74,PC_ACT,LV,2016-01-01,9.0
T,Y25-74,PC_ACT,LV,2017-01-01,8.1 
T,Y25-74,PC_ACT,MT,1995-01-01,: 
T,Y25-74,PC_ACT,MT,1996-01-01,: 
T,Y25-74,PC_ACT,MT,1997-01-01,: 
T,Y25-74,PC_ACT,MT,1998-01-01,: 
T,Y25-74,PC_ACT,MT,1999-01-01,: 
T,Y25-74,PC_ACT,MT,2000-01-01,5.3 
T,Y25-74,PC_ACT,MT,2001-01-01,4.7 
T,Y25-74,PC_ACT,MT,2002-01-01,5.4 
T,Y25-74,PC_ACT,MT,2003-01-01,5.7 
T,Y25-74,PC_ACT,MT,2004-01-01,5.3 
T,Y25-74,PC_ACT,MT,2005-01-01,5.3 
T,Y25-74,PC_ACT,MT,2006-01-01,5.4 
T,Y25-74,PC_ACT,MT,2007-01-01,5.4
T,Y25-74,PC_ACT,MT,2008-01-01,5.3 
T,Y25-74,PC_ACT,MT,2009-01-01,5.8 
T,Y25-74,PC_ACT,MT,2010-01-01,6.1 
T,Y25-74,PC_ACT,MT,2011-01-01,5.5 
T,Y25-74,PC_ACT,MT,2012-01-01,5.4
T,Y25-74,PC_ACT,MT,2013-01-01,5.6
T,Y25-74,PC_ACT,MT,2014-01-01,5.3
T,Y25-74,PC_ACT,MT,2015-01-01,4.9
T,Y25-74,PC_ACT,MT,2016-01-01,4.3
T,Y25-74,PC_ACT,MT,2017-01-01,3.6 
T,Y25-74,PC_ACT,NL,1995-01-01,6.5 
T,Y25-74,PC_ACT,NL,1996-01-01,6.0 
T,Y25-74,PC_ACT,NL,1997-01-01,5.3 
T,Y25-74,PC_ACT,NL,1998-01-01,4.0 
T,Y25-74,PC_ACT,NL,1999-01-01,3.2 
T,Y25-74,PC_ACT,NL,2000-01-01,2.8 
T,Y25-74,PC_ACT,NL,2001-01-01,2.3 
T,Y25-74,PC_ACT,NL,2002-01-01,2.9 d
T,Y25-74,PC_ACT,NL,2003-01-01,3.9 
T,Y25-74,PC_ACT,NL,2004-01-01,4.6 
T,Y25-74,PC_ACT,NL,2005-01-01,4.8 
T,Y25-74,PC_ACT,NL,2006-01-01,4.1 
T,Y25-74,PC_ACT,NL,2007-01-01,3.2
T,Y25-74,PC_ACT,NL,2008-01-01,2.7 
T,Y25-74,PC_ACT,NL,2009-01-01,3.2 
T,Y25-74,PC_ACT,NL,2010-01-01,3.9 
T,Y25-74,PC_ACT,NL,2011-01-01,4.0 
T,Y25-74,PC_ACT,NL,2012-01-01,4.7
T,Y25-74,PC_ACT,NL,2013-01-01,6.1
T,Y25-74,PC_ACT,NL,2014-01-01,6.5
T,Y25-74,PC_ACT,NL,2015-01-01,6.1
T,Y25-74,PC_ACT,NL,2016-01-01,5.1
T,Y25-74,PC_ACT,NL,2017-01-01,4.1 
T,Y25-74,PC_ACT,PL,1995-01-01,: 
T,Y25-74,PC_ACT,PL,1996-01-01,: 
T,Y25-74,PC_ACT,PL,1997-01-01,9.3 
T,Y25-74,PC_ACT,PL,1998-01-01,8.6 
T,Y25-74,PC_ACT,PL,1999-01-01,11.1 
T,Y25-74,PC_ACT,PL,2000-01-01,13.3 
T,Y25-74,PC_ACT,PL,2001-01-01,14.9 
T,Y25-74,PC_ACT,PL,2002-01-01,16.6 
T,Y25-74,PC_ACT,PL,2003-01-01,16.4 
T,Y25-74,PC_ACT,PL,2004-01-01,16.1 
T,Y25-74,PC_ACT,PL,2005-01-01,15.2 
T,Y25-74,PC_ACT,PL,2006-01-01,11.8 
T,Y25-74,PC_ACT,PL,2007-01-01,8.1
T,Y25-74,PC_ACT,PL,2008-01-01,5.8 
T,Y25-74,PC_ACT,PL,2009-01-01,6.7 d
T,Y25-74,PC_ACT,PL,2010-01-01,8.1 
T,Y25-74,PC_ACT,PL,2011-01-01,8.0 
T,Y25-74,PC_ACT,PL,2012-01-01,8.5
T,Y25-74,PC_ACT,PL,2013-01-01,8.8
T,Y25-74,PC_ACT,PL,2014-01-01,7.7
T,Y25-74,PC_ACT,PL,2015-01-01,6.4
T,Y25-74,PC_ACT,PL,2016-01-01,5.2
T,Y25-74,PC_ACT,PL,2017-01-01,4.1 
T,Y25-74,PC_ACT,PT,1995-01-01,5.9 
T,Y25-74,PC_ACT,PT,1996-01-01,5.9 
T,Y25-74,PC_ACT,PT,1997-01-01,5.7 d
T,Y25-74,PC_ACT,PT,1998-01-01,4.7 
T,Y25-74,PC_ACT,PT,1999-01-01,4.3 
T,Y25-74,PC_ACT,PT,2000-01-01,3.9 
T,Y25-74,PC_ACT,PT,2001-01-01,3.8 
T,Y25-74,PC_ACT,PT,2002-01-01,4.7 
T,Y25-74,PC_ACT,PT,2003-01-01,5.9 
T,Y25-74,PC_ACT,PT,2004-01-01,6.2 
T,Y25-74,PC_ACT,PT,2005-01-01,7.3 
T,Y25-74,PC_ACT,PT,2006-01-01,7.4 
T,Y25-74,PC_ACT,PT,2007-01-01,7.8
T,Y25-74,PC_ACT,PT,2008-01-01,7.4 
T,Y25-74,PC_ACT,PT,2009-01-01,9.2 
T,Y25-74,PC_ACT,PT,2010-01-01,10.5 
T,Y25-74,PC_ACT,PT,2011-01-01,11.3 
T,Y25-74,PC_ACT,PT,2012-01-01,13.9
T,Y25-74,PC_ACT,PT,2013-01-01,14.7
T,Y25-74,PC_ACT,PT,2014-01-01,12.5
T,Y25-74,PC_ACT,PT,2015-01-01,11.1
T,Y25-74,PC_ACT,PT,2016-01-01,9.9
T,Y25-74,PC_ACT,PT,2017-01-01,7.9 
T,Y25-74,PC_ACT,RO,1995-01-01,: 
T,Y25-74,PC_ACT,RO,1996-01-01,: 
T,Y25-74,PC_ACT,RO,1997-01-01,4.4 
T,Y25-74,PC_ACT,RO,1998-01-01,4.7 
T,Y25-74,PC_ACT,RO,1999-01-01,5.5 
T,Y25-74,PC_ACT,RO,2000-01-01,6.2 
T,Y25-74,PC_ACT,RO,2001-01-01,5.9 
T,Y25-74,PC_ACT,RO,2002-01-01,6.5 
T,Y25-74,PC_ACT,RO,2003-01-01,6.2 d
T,Y25-74,PC_ACT,RO,2004-01-01,6.1 
T,Y25-74,PC_ACT,RO,2005-01-01,5.6 
T,Y25-74,PC_ACT,RO,2006-01-01,5.6 
T,Y25-74,PC_ACT,RO,2007-01-01,4.9
T,Y25-74,PC_ACT,RO,2008-01-01,4.3 
T,Y25-74,PC_ACT,RO,2009-01-01,5.2 
T,Y25-74,PC_ACT,RO,2010-01-01,5.6 
T,Y25-74,PC_ACT,RO,2011-01-01,5.7 
T,Y25-74,PC_ACT,RO,2012-01-01,5.4
T,Y25-74,PC_ACT,RO,2013-01-01,5.7
T,Y25-74,PC_ACT,RO,2014-01-01,5.5
T,Y25-74,PC_ACT,RO,2015-01-01,5.6
T,Y25-74,PC_ACT,RO,2016-01-01,4.8
T,Y25-74,PC_ACT,RO,2017-01-01,3.9 
T,Y25-74,PC_ACT,SE,1995-01-01,7.4 
T,Y25-74,PC_ACT,SE,1996-01-01,8.2 
T,Y25-74,PC_ACT,SE,1997-01-01,8.6 
T,Y25-74,PC_ACT,SE,1998-01-01,7.2 
T,Y25-74,PC_ACT,SE,1999-01-01,6.0 
T,Y25-74,PC_ACT,SE,2000-01-01,5.0 d
T,Y25-74,PC_ACT,SE,2001-01-01,4.6 b
T,Y25-74,PC_ACT,SE,2002-01-01,4.6 
T,Y25-74,PC_ACT,SE,2003-01-01,5.2 
T,Y25-74,PC_ACT,SE,2004-01-01,5.7 
T,Y25-74,PC_ACT,SE,2005-01-01,5.7 
T,Y25-74,PC_ACT,SE,2006-01-01,5.0 
T,Y25-74,PC_ACT,SE,2007-01-01,4.3
T,Y25-74,PC_ACT,SE,2008-01-01,4.1 
T,Y25-74,PC_ACT,SE,2009-01-01,5.9 
T,Y25-74,PC_ACT,SE,2010-01-01,6.2 
T,Y25-74,PC_ACT,SE,2011-01-01,5.5 
T,Y25-74,PC_ACT,SE,2012-01-01,5.7
T,Y25-74,PC_ACT,SE,2013-01-01,5.7
T,Y25-74,PC_ACT,SE,2014-01-01,5.7
T,Y25-74,PC_ACT,SE,2015-01-01,5.6
T,Y25-74,PC_ACT,SE,2016-01-01,5.3
T,Y25-74,PC_ACT,SE,2017-01-01,5.2 
T,Y25-74,PC_ACT,SI,1995-01-01,: 
T,Y25-74,PC_ACT,SI,1996-01-01,5.1 
T,Y25-74,PC_ACT,SI,1997-01-01,5.2 
T,Y25-74,PC_ACT,SI,1998-01-01,5.8 
T,Y25-74,PC_ACT,SI,1999-01-01,5.9 
T,Y25-74,PC_ACT,SI,2000-01-01,5.4 
T,Y25-74,PC_ACT,SI,2001-01-01,4.8 
T,Y25-74,PC_ACT,SI,2002-01-01,5.1 
T,Y25-74,PC_ACT,SI,2003-01-01,5.5 
T,Y25-74,PC_ACT,SI,2004-01-01,5.1 
T,Y25-74,PC_ACT,SI,2005-01-01,5.4 
T,Y25-74,PC_ACT,SI,2006-01-01,5.1 
T,Y25-74,PC_ACT,SI,2007-01-01,4.2
T,Y25-74,PC_ACT,SI,2008-01-01,3.7 
T,Y25-74,PC_ACT,SI,2009-01-01,5.1 
T,Y25-74,PC_ACT,SI,2010-01-01,6.5 
T,Y25-74,PC_ACT,SI,2011-01-01,7.5 
T,Y25-74,PC_ACT,SI,2012-01-01,7.9
T,Y25-74,PC_ACT,SI,2013-01-01,9.2
T,Y25-74,PC_ACT,SI,2014-01-01,9.0
T,Y25-74,PC_ACT,SI,2015-01-01,8.4
T,Y25-74,PC_ACT,SI,2016-01-01,7.5
T,Y25-74,PC_ACT,SI,2017-01-01,6.2 
T,Y25-74,PC_ACT,SK,1995-01-01,: 
T,Y25-74,PC_ACT,SK,1996-01-01,: 
T,Y25-74,PC_ACT,SK,1997-01-01,: 
T,Y25-74,PC_ACT,SK,1998-01-01,10.1 
T,Y25-74,PC_ACT,SK,1999-01-01,12.9 
T,Y25-74,PC_ACT,SK,2000-01-01,15.4 
T,Y25-74,PC_ACT,SK,2001-01-01,15.8 
T,Y25-74,PC_ACT,SK,2002-01-01,15.4 
T,Y25-74,PC_ACT,SK,2003-01-01,15.0 
T,Y25-74,PC_ACT,SK,2004-01-01,16.1 
T,Y25-74,PC_ACT,SK,2005-01-01,14.4 
T,Y25-74,PC_ACT,SK,2006-01-01,11.7 
T,Y25-74,PC_ACT,SK,2007-01-01,10.1
T,Y25-74,PC_ACT,SK,2008-01-01,8.5 
T,Y25-74,PC_ACT,SK,2009-01-01,10.5 
T,Y25-74,PC_ACT,SK,2010-01-01,12.5 
T,Y25-74,PC_ACT,SK,2011-01-01,11.8 d
T,Y25-74,PC_ACT,SK,2012-01-01,12.2
T,Y25-74,PC_ACT,SK,2013-01-01,12.5
T,Y25-74,PC_ACT,SK,2014-01-01,11.8
T,Y25-74,PC_ACT,SK,2015-01-01,10.2
T,Y25-74,PC_ACT,SK,2016-01-01,8.7
T,Y25-74,PC_ACT,SK,2017-01-01,7.3 
T,Y25-74,PC_ACT,UK,1995-01-01,7.1 
T,Y25-74,PC_ACT,UK,1996-01-01,6.6 
T,Y25-74,PC_ACT,UK,1997-01-01,5.5 
T,Y25-74,PC_ACT,UK,1998-01-01,4.9 
T,Y25-74,PC_ACT,UK,1999-01-01,4.7 
T,Y25-74,PC_ACT,UK,2000-01-01,4.2 
T,Y25-74,PC_ACT,UK,2001-01-01,3.8 
T,Y25-74,PC_ACT,UK,2002-01-01,3.9 
T,Y25-74,PC_ACT,UK,2003-01-01,3.6 
T,Y25-74,PC_ACT,UK,2004-01-01,3.3 
T,Y25-74,PC_ACT,UK,2005-01-01,3.3 
T,Y25-74,PC_ACT,UK,2006-01-01,3.8 
T,Y25-74,PC_ACT,UK,2007-01-01,3.6
T,Y25-74,PC_ACT,UK,2008-01-01,3.9 
T,Y25-74,PC_ACT,UK,2009-01-01,5.6 
T,Y25-74,PC_ACT,UK,2010-01-01,5.8 
T,Y25-74,PC_ACT,UK,2011-01-01,5.8 
T,Y25-74,PC_ACT,UK,2012-01-01,5.7
T,Y25-74,PC_ACT,UK,2013-01-01,5.4
T,Y25-74,PC_ACT,UK,2014-01-01,4.4
T,Y25-74,PC_ACT,UK,2015-01-01,3.8
T,Y25-74,PC_ACT,UK,2016-01-01,3.6
T,Y25-74,PC_ACT,UK,2017-01-01,3.2 
T,Y_LT25,PC_ACT,AT,1995-01-01,5.9 
T,Y_LT25,PC_ACT,AT,1996-01-01,6.3 
T,Y_LT25,PC_ACT,AT,1997-01-01,6.7 
T,Y_LT25,PC_ACT,AT,1998-01-01,6.2 
T,Y_LT25,PC_ACT,AT,1999-01-01,5.4 
T,Y_LT25,PC_ACT,AT,2000-01-01,5.6 
T,Y_LT25,PC_ACT,AT,2001-01-01,6.2 
T,Y_LT25,PC_ACT,AT,2002-01-01,6.7 
T,Y_LT25,PC_ACT,AT,2003-01-01,7.6 d
T,Y_LT25,PC_ACT,AT,2004-01-01,10.5 
T,Y_LT25,PC_ACT,AT,2005-01-01,11.0 
T,Y_LT25,PC_ACT,AT,2006-01-01,9.8 
T,Y_LT25,PC_ACT,AT,2007-01-01,9.4
T,Y_LT25,PC_ACT,AT,2008-01-01,8.5 
T,Y_LT25,PC_ACT,AT,2009-01-01,10.7 
T,Y_LT25,PC_ACT,AT,2010-01-01,9.5 
T,Y_LT25,PC_ACT,AT,2011-01-01,8.9 
T,Y_LT25,PC_ACT,AT,2012-01-01,9.4
T,Y_LT25,PC_ACT,AT,2013-01-01,9.7
T,Y_LT25,PC_ACT,AT,2014-01-01,10.3
T,Y_LT25,PC_ACT,AT,2015-01-01,10.6
T,Y_LT25,PC_ACT,AT,2016-01-01,11.2
T,Y_LT25,PC_ACT,AT,2017-01-01,9.8 
T,Y_LT25,PC_ACT,BE,1995-01-01,22.9 
T,Y_LT25,PC_ACT,BE,1996-01-01,22.1 
T,Y_LT25,PC_ACT,BE,1997-01-01,22.0 
T,Y_LT25,PC_ACT,BE,1998-01-01,22.1 
T,Y_LT25,PC_ACT,BE,1999-01-01,20.3 
T,Y_LT25,PC_ACT,BE,2000-01-01,16.7 
T,Y_LT25,PC_ACT,BE,2001-01-01,16.8 
T,Y_LT25,PC_ACT,BE,2002-01-01,17.7 
T,Y_LT25,PC_ACT,BE,2003-01-01,21.8 
T,Y_LT25,PC_ACT,BE,2004-01-01,21.2 
T,Y_LT25,PC_ACT,BE,2005-01-01,21.5 
T,Y_LT25,PC_ACT,BE,2006-01-01,20.5 
T,Y_LT25,PC_ACT,BE,2007-01-01,18.8
T,Y_LT25,PC_ACT,BE,2008-01-01,18.0 
T,Y_LT25,PC_ACT,BE,2009-01-01,21.9 
T,Y_LT25,PC_ACT,BE,2010-01-01,22.4 
T,Y_LT25,PC_ACT,BE,2011-01-01,18.7 
T,Y_LT25,PC_ACT,BE,2012-01-01,19.8
T,Y_LT25,PC_ACT,BE,2013-01-01,23.7
T,Y_LT25,PC_ACT,BE,2014-01-01,23.2
T,Y_LT25,PC_ACT,BE,2015-01-01,22.1
T,Y_LT25,PC_ACT,BE,2016-01-01,20.1
T,Y_LT25,PC_ACT,BE,2017-01-01,19.3 b
T,Y_LT25,PC_ACT,BG,1995-01-01,: 
T,Y_LT25,PC_ACT,BG,1996-01-01,: 
T,Y_LT25,PC_ACT,BG,1997-01-01,: 
T,Y_LT25,PC_ACT,BG,1998-01-01,: 
T,Y_LT25,PC_ACT,BG,1999-01-01,: 
T,Y_LT25,PC_ACT,BG,2000-01-01,33.7 
T,Y_LT25,PC_ACT,BG,2001-01-01,38.2 
T,Y_LT25,PC_ACT,BG,2002-01-01,35.4 
T,Y_LT25,PC_ACT,BG,2003-01-01,26.6 
T,Y_LT25,PC_ACT,BG,2004-01-01,24.3 
T,Y_LT25,PC_ACT,BG,2005-01-01,21.0 
T,Y_LT25,PC_ACT,BG,2006-01-01,18.3 
T,Y_LT25,PC_ACT,BG,2007-01-01,14.1
T,Y_LT25,PC_ACT,BG,2008-01-01,11.9 
T,Y_LT25,PC_ACT,BG,2009-01-01,15.1 
T,Y_LT25,PC_ACT,BG,2010-01-01,21.9 d
T,Y_LT25,PC_ACT,BG,2011-01-01,25.0 
T,Y_LT25,PC_ACT,BG,2012-01-01,28.1
T,Y_LT25,PC_ACT,BG,2013-01-01,28.4
T,Y_LT25,PC_ACT,BG,2014-01-01,23.8
T,Y_LT25,PC_ACT,BG,2015-01-01,21.6
T,Y_LT25,PC_ACT,BG,2016-01-01,17.2
T,Y_LT25,PC_ACT,BG,2017-01-01,12.9 
T,Y_LT25,PC_ACT,CY,1995-01-01,: 
T,Y_LT25,PC_ACT,CY,1996-01-01,: 
T,Y_LT25,PC_ACT,CY,1997-01-01,: 
T,Y_LT25,PC_ACT,CY,1998-01-01,: 
T,Y_LT25,PC_ACT,CY,1999-01-01,: 
T,Y_LT25,PC_ACT,CY,2000-01-01,9.9 
T,Y_LT25,PC_ACT,CY,2001-01-01,8.2 
T,Y_LT25,PC_ACT,CY,2002-01-01,8.0 
T,Y_LT25,PC_ACT,CY,2003-01-01,8.8 
T,Y_LT25,PC_ACT,CY,2004-01-01,10.2 d
T,Y_LT25,PC_ACT,CY,2005-01-01,13.9 
T,Y_LT25,PC_ACT,CY,2006-01-01,10.0 
T,Y_LT25,PC_ACT,CY,2007-01-01,10.2
T,Y_LT25,PC_ACT,CY,2008-01-01,9.0 
T,Y_LT25,PC_ACT,CY,2009-01-01,13.8 
T,Y_LT25,PC_ACT,CY,2010-01-01,16.6 
T,Y_LT25,PC_ACT,CY,2011-01-01,22.4 
T,Y_LT25,PC_ACT,CY,2012-01-01,27.7
T,Y_LT25,PC_ACT,CY,2013-01-01,38.9
T,Y_LT25,PC_ACT,CY,2014-01-01,36.0
T,Y_LT25,PC_ACT,CY,2015-01-01,32.8
T,Y_LT25,PC_ACT,CY,2016-01-01,29.1
T,Y_LT25,PC_ACT,CY,2017-01-01,24.7 
T,Y_LT25,PC_ACT,CZ,1995-01-01,7.8 
T,Y_LT25,PC_ACT,CZ,1996-01-01,7.2 
T,Y_LT25,PC_ACT,CZ,1997-01-01,8.6 
T,Y_LT25,PC_ACT,CZ,1998-01-01,12.4 
T,Y_LT25,PC_ACT,CZ,1999-01-01,17.0 
T,Y_LT25,PC_ACT,CZ,2000-01-01,17.0 
T,Y_LT25,PC_ACT,CZ,2001-01-01,16.6 
T,Y_LT25,PC_ACT,CZ,2002-01-01,16.0 
T,Y_LT25,PC_ACT,CZ,2003-01-01,17.6 
T,Y_LT25,PC_ACT,CZ,2004-01-01,20.4 
T,Y_LT25,PC_ACT,CZ,2005-01-01,19.3 
T,Y_LT25,PC_ACT,CZ,2006-01-01,17.5 
T,Y_LT25,PC_ACT,CZ,2007-01-01,10.7
T,Y_LT25,PC_ACT,CZ,2008-01-01,9.9 
T,Y_LT25,PC_ACT,CZ,2009-01-01,16.6 
T,Y_LT25,PC_ACT,CZ,2010-01-01,18.3 
T,Y_LT25,PC_ACT,CZ,2011-01-01,18.1 
T,Y_LT25,PC_ACT,CZ,2012-01-01,19.5
T,Y_LT25,PC_ACT,CZ,2013-01-01,18.9
T,Y_LT25,PC_ACT,CZ,2014-01-01,15.9
T,Y_LT25,PC_ACT,CZ,2015-01-01,12.6
T,Y_LT25,PC_ACT,CZ,2016-01-01,10.5
T,Y_LT25,PC_ACT,CZ,2017-01-01,7.9 
T,Y_LT25,PC_ACT,DE,1995-01-01,8.9 
T,Y_LT25,PC_ACT,DE,1996-01-01,10.0 
T,Y_LT25,PC_ACT,DE,1997-01-01,10.6 
T,Y_LT25,PC_ACT,DE,1998-01-01,9.7 
T,Y_LT25,PC_ACT,DE,1999-01-01,9.0 
T,Y_LT25,PC_ACT,DE,2000-01-01,8.7 
T,Y_LT25,PC_ACT,DE,2001-01-01,8.3 
T,Y_LT25,PC_ACT,DE,2002-01-01,9.8 
T,Y_LT25,PC_ACT,DE,2003-01-01,11.5 
T,Y_LT25,PC_ACT,DE,2004-01-01,13.7 
T,Y_LT25,PC_ACT,DE,2005-01-01,15.4 d
T,Y_LT25,PC_ACT,DE,2006-01-01,13.6 
T,Y_LT25,PC_ACT,DE,2007-01-01,11.8
T,Y_LT25,PC_ACT,DE,2008-01-01,10.4 
T,Y_LT25,PC_ACT,DE,2009-01-01,11.1 
T,Y_LT25,PC_ACT,DE,2010-01-01,9.8 
T,Y_LT25,PC_ACT,DE,2011-01-01,8.5 
T,Y_LT25,PC_ACT,DE,2012-01-01,8.0
T,Y_LT25,PC_ACT,DE,2013-01-01,7.8
T,Y_LT25,PC_ACT,DE,2014-01-01,7.7
T,Y_LT25,PC_ACT,DE,2015-01-01,7.2
T,Y_LT25,PC_ACT,DE,2016-01-01,7.1
T,Y_LT25,PC_ACT,DE,2017-01-01,6.8 
T,Y_LT25,PC_ACT,DK,1995-01-01,9.6 
T,Y_LT25,PC_ACT,DK,1996-01-01,9.7 
T,Y_LT25,PC_ACT,DK,1997-01-01,7.7 
T,Y_LT25,PC_ACT,DK,1998-01-01,7.3 
T,Y_LT25,PC_ACT,DK,1999-01-01,9.1 
T,Y_LT25,PC_ACT,DK,2000-01-01,6.2 
T,Y_LT25,PC_ACT,DK,2001-01-01,8.3 
T,Y_LT25,PC_ACT,DK,2002-01-01,7.4 
T,Y_LT25,PC_ACT,DK,2003-01-01,9.2 
T,Y_LT25,PC_ACT,DK,2004-01-01,8.2 
T,Y_LT25,PC_ACT,DK,2005-01-01,8.6 
T,Y_LT25,PC_ACT,DK,2006-01-01,7.7 d
T,Y_LT25,PC_ACT,DK,2007-01-01,7.5
T,Y_LT25,PC_ACT,DK,2008-01-01,8.0 
T,Y_LT25,PC_ACT,DK,2009-01-01,11.8 
T,Y_LT25,PC_ACT,DK,2010-01-01,13.9 
T,Y_LT25,PC_ACT,DK,2011-01-01,14.2 
T,Y_LT25,PC_ACT,DK,2012-01-01,14.1
T,Y_LT25,PC_ACT,DK,2013-01-01,13.0
T,Y_LT25,PC_ACT,DK,2014-01-01,12.6
T,Y_LT25,PC_ACT,DK,2015-01-01,10.8
T,Y_LT25,PC_ACT,DK,2016-01-01,12.0
T,Y_LT25,PC_ACT,DK,2017-01-01,11.0 
T,Y_LT25,PC_ACT,EE,1995-01-01,: 
T,Y_LT25,PC_ACT,EE,1996-01-01,: 
T,Y_LT25,PC_ACT,EE,1997-01-01,: 
T,Y_LT25,PC_ACT,EE,1998-01-01,: 
T,Y_LT25,PC_ACT,EE,1999-01-01,: 
T,Y_LT25,PC_ACT,EE,2000-01-01,23.9 
T,Y_LT25,PC_ACT,EE,2001-01-01,22.2 
T,Y_LT25,PC_ACT,EE,2002-01-01,17.9 
T,Y_LT25,PC_ACT,EE,2003-01-01,20.9 
T,Y_LT25,PC_ACT,EE,2004-01-01,23.9 
T,Y_LT25,PC_ACT,EE,2005-01-01,15.1 
T,Y_LT25,PC_ACT,EE,2006-01-01,12.1 
T,Y_LT25,PC_ACT,EE,2007-01-01,10.1
T,Y_LT25,PC_ACT,EE,2008-01-01,12.0 d
T,Y_LT25,PC_ACT,EE,2009-01-01,27.4 
T,Y_LT25,PC_ACT,EE,2010-01-01,32.9 
T,Y_LT25,PC_ACT,EE,2011-01-01,22.4 
T,Y_LT25,PC_ACT,EE,2012-01-01,20.9
T,Y_LT25,PC_ACT,EE,2013-01-01,18.7
T,Y_LT25,PC_ACT,EE,2014-01-01,15.0
T,Y_LT25,PC_ACT,EE,2015-01-01,13.1
T,Y_LT25,PC_ACT,EE,2016-01-01,13.4
T,Y_LT25,PC_ACT,EE,2017-01-01,12.1 
T,Y_LT25,PC_ACT,EL,1995-01-01,: 
T,Y_LT25,PC_ACT,EL,1996-01-01,: 
T,Y_LT25,PC_ACT,EL,1997-01-01,: 
T,Y_LT25,PC_ACT,EL,1998-01-01,30.4 
T,Y_LT25,PC_ACT,EL,1999-01-01,31.5 
T,Y_LT25,PC_ACT,EL,2000-01-01,29.1 
T,Y_LT25,PC_ACT,EL,2001-01-01,28.0 
T,Y_LT25,PC_ACT,EL,2002-01-01,26.8 
T,Y_LT25,PC_ACT,EL,2003-01-01,26.8 d
T,Y_LT25,PC_ACT,EL,2004-01-01,26.5 
T,Y_LT25,PC_ACT,EL,2005-01-01,25.8 
T,Y_LT25,PC_ACT,EL,2006-01-01,25.0 
T,Y_LT25,PC_ACT,EL,2007-01-01,22.7
T,Y_LT25,PC_ACT,EL,2008-01-01,21.9 
T,Y_LT25,PC_ACT,EL,2009-01-01,25.7 
T,Y_LT25,PC_ACT,EL,2010-01-01,33.0 
T,Y_LT25,PC_ACT,EL,2011-01-01,44.7 
T,Y_LT25,PC_ACT,EL,2012-01-01,55.3
T,Y_LT25,PC_ACT,EL,2013-01-01,58.3
T,Y_LT25,PC_ACT,EL,2014-01-01,52.4
T,Y_LT25,PC_ACT,EL,2015-01-01,49.8
T,Y_LT25,PC_ACT,EL,2016-01-01,47.3
T,Y_LT25,PC_ACT,EL,2017-01-01,43.6 
T,Y_LT25,PC_ACT,ES,1995-01-01,39.8 d
T,Y_LT25,PC_ACT,ES,1996-01-01,39.2 
T,Y_LT25,PC_ACT,ES,1997-01-01,36.1 
T,Y_LT25,PC_ACT,ES,1998-01-01,32.4 
T,Y_LT25,PC_ACT,ES,1999-01-01,26.4 
T,Y_LT25,PC_ACT,ES,2000-01-01,23.2 
T,Y_LT25,PC_ACT,ES,2001-01-01,21.1 
T,Y_LT25,PC_ACT,ES,2002-01-01,22.2 
T,Y_LT25,PC_ACT,ES,2003-01-01,22.7 
T,Y_LT25,PC_ACT,ES,2004-01-01,22.0 
T,Y_LT25,PC_ACT,ES,2005-01-01,19.6 
T,Y_LT25,PC_ACT,ES,2006-01-01,17.9 
T,Y_LT25,PC_ACT,ES,2007-01-01,18.1
T,Y_LT25,PC_ACT,ES,2008-01-01,24.5 
T,Y_LT25,PC_ACT,ES,2009-01-01,37.7 
T,Y_LT25,PC_ACT,ES,2010-01-01,41.5 
T,Y_LT25,PC_ACT,ES,2011-01-01,46.2 
T,Y_LT25,PC_ACT,ES,2012-01-01,52.9
