sex,age,unit,geo\time,date,value
T,TOTAL,PC_ACT,CZ,2000-01-01,8.8 
T,TOTAL,PC_ACT,CZ,2001-01-01,8.1 
T,TOTAL,PC_ACT,CZ,2002-01-01,7.3 
T,TOTAL,PC_ACT,CZ,2003-01-01,7.8 
T,TOTAL,PC_ACT,CZ,2004-01-01,8.3 
T,TOTAL,PC_ACT,CZ,2005-01-01,7.9 
T,TOTAL,PC_ACT,CZ,2006-01-01,7.1 
T,TOTAL,PC_ACT,CZ,2007-01-01,5.3
T,TOTAL,PC_ACT,CZ,2008-01-01,4.4 
T,TOTAL,PC_ACT,CZ,2009-01-01,6.7 
T,TOTAL,PC_ACT,CZ,2010-01-01,7.3 
T,TOTAL,PC_ACT,CZ,2011-01-01,6.7 
T,TOTAL,PC_ACT,CZ,2012-01-01,7.0
T,TOTAL,PC_ACT,CZ,2013-01-01,7.0
T,TOTAL,PC_ACT,CZ,2014-01-01,6.1
T,TOTAL,PC_ACT,CZ,2015-01-01,5.1
T,TOTAL,PC_ACT,CZ,2016-01-01,4.0
T,TOTAL,PC_ACT,CZ,2017-01-01,2.9 
T,TOTAL,PC_ACT,DE,1995-01-01,8.2 
T,TOTAL,PC_ACT,DE,1996-01-01,8.9 
T,TOTAL,PC_ACT,DE,1997-01-01,9.6 
T,TOTAL,PC_ACT,DE,1998-01-01,9.4 
T,TOTAL,PC_ACT,DE,1999-01-01,8.6 
T,TOTAL,PC_ACT,DE,2000-01-01,7.9 
T,TOTAL,PC_ACT,DE,2001-01-01,7.8 
T,TOTAL,PC_ACT,DE,2002-01-01,8.6 
T,TOTAL,PC_ACT,DE,2003-01-01,9.7 
T,TOTAL,PC_ACT,DE,2004-01-01,10.4 
T,TOTAL,PC_ACT,DE,2005-01-01,11.2 d
T,TOTAL,PC_ACT,DE,2006-01-01,10.1 
T,TOTAL,PC_ACT,DE,2007-01-01,8.5
T,TOTAL,PC_ACT,DE,2008-01-01,7.4 
T,TOTAL,PC_ACT,DE,2009-01-01,7.6 
T,TOTAL,PC_ACT,DE,2010-01-01,7.0 
T,TOTAL,PC_ACT,DE,2011-01-01,5.8 
T,TOTAL,PC_ACT,DE,2012-01-01,5.4
T,TOTAL,PC_ACT,DE,2013-01-01,5.2
T,TOTAL,PC_ACT,DE,2014-01-01,5.0
T,TOTAL,PC_ACT,DE,2015-01-01,4.6
T,TOTAL,PC_ACT,DE,2016-01-01,4.1
T,TOTAL,PC_ACT,DE,2017-01-01,3.8 
T,TOTAL,PC_ACT,DK,1995-01-01,6.7 
T,TOTAL,PC_ACT,DK,1996-01-01,6.3 
T,TOTAL,PC_ACT,DK,1997-01-01,5.2 
T,TOTAL,PC_ACT,DK,1998-01-01,4.9 
T,TOTAL,PC_ACT,DK,1999-01-01,5.2 
T,TOTAL,PC_ACT,DK,2000-01-01,4.3 
T,TOTAL,PC_ACT,DK,2001-01-01,4.5 
T,TOTAL,PC_ACT,DK,2002-01-01,4.6 
T,TOTAL,PC_ACT,DK,2003-01-01,5.4 
T,TOTAL,PC_ACT,DK,2004-01-01,5.5 
T,TOTAL,PC_ACT,DK,2005-01-01,4.8 
T,TOTAL,PC_ACT,DK,2006-01-01,3.9 d
T,TOTAL,PC_ACT,DK,2007-01-01,3.8
T,TOTAL,PC_ACT,DK,2008-01-01,3.4 
T,TOTAL,PC_ACT,DK,2009-01-01,6.0 
T,TOTAL,PC_ACT,DK,2010-01-01,7.5 
T,TOTAL,PC_ACT,DK,2011-01-01,7.6 
T,TOTAL,PC_ACT,DK,2012-01-01,7.5
T,TOTAL,PC_ACT,DK,2013-01-01,7.0
T,TOTAL,PC_ACT,DK,2014-01-01,6.6
T,TOTAL,PC_ACT,DK,2015-01-01,6.2
T,TOTAL,PC_ACT,DK,2016-01-01,6.2
T,TOTAL,PC_ACT,DK,2017-01-01,5.7 
T,TOTAL,PC_ACT,EE,1995-01-01,: 
T,TOTAL,PC_ACT,EE,1996-01-01,: 
T,TOTAL,PC_ACT,EE,1997-01-01,: 
T,TOTAL,PC_ACT,EE,1998-01-01,: 
T,TOTAL,PC_ACT,EE,1999-01-01,: 
T,TOTAL,PC_ACT,EE,2000-01-01,14.6 
T,TOTAL,PC_ACT,EE,2001-01-01,13.0 
T,TOTAL,PC_ACT,EE,2002-01-01,11.2 
T,TOTAL,PC_ACT,EE,2003-01-01,10.3 
T,TOTAL,PC_ACT,EE,2004-01-01,10.1 
T,TOTAL,PC_ACT,EE,2005-01-01,8.0 
T,TOTAL,PC_ACT,EE,2006-01-01,5.9 
T,TOTAL,PC_ACT,EE,2007-01-01,4.6
T,TOTAL,PC_ACT,EE,2008-01-01,5.5 d
T,TOTAL,PC_ACT,EE,2009-01-01,13.5 
T,TOTAL,PC_ACT,EE,2010-01-01,16.7 
T,TOTAL,PC_ACT,EE,2011-01-01,12.3 
T,TOTAL,PC_ACT,EE,2012-01-01,10.0
T,TOTAL,PC_ACT,EE,2013-01-01,8.6
T,TOTAL,PC_ACT,EE,2014-01-01,7.4
T,TOTAL,PC_ACT,EE,2015-01-01,6.2
T,TOTAL,PC_ACT,EE,2016-01-01,6.8
T,TOTAL,PC_ACT,EE,2017-01-01,5.8 
T,TOTAL,PC_ACT,EL,1995-01-01,: 
T,TOTAL,PC_ACT,EL,1996-01-01,: 
T,TOTAL,PC_ACT,EL,1997-01-01,: 
T,TOTAL,PC_ACT,EL,1998-01-01,11.1 
T,TOTAL,PC_ACT,EL,1999-01-01,12.0 
T,TOTAL,PC_ACT,EL,2000-01-01,11.2 
T,TOTAL,PC_ACT,EL,2001-01-01,10.7 
T,TOTAL,PC_ACT,EL,2002-01-01,10.3 
T,TOTAL,PC_ACT,EL,2003-01-01,9.7 d
T,TOTAL,PC_ACT,EL,2004-01-01,10.6 
T,TOTAL,PC_ACT,EL,2005-01-01,10.0 
T,TOTAL,PC_ACT,EL,2006-01-01,9.0 
T,TOTAL,PC_ACT,EL,2007-01-01,8.4
T,TOTAL,PC_ACT,EL,2008-01-01,7.8 
T,TOTAL,PC_ACT,EL,2009-01-01,9.6 
T,TOTAL,PC_ACT,EL,2010-01-01,12.7 
T,TOTAL,PC_ACT,EL,2011-01-01,17.9 
T,TOTAL,PC_ACT,EL,2012-01-01,24.5
T,TOTAL,PC_ACT,EL,2013-01-01,27.5
T,TOTAL,PC_ACT,EL,2014-01-01,26.5
T,TOTAL,PC_ACT,EL,2015-01-01,24.9
T,TOTAL,PC_ACT,EL,2016-01-01,23.6
T,TOTAL,PC_ACT,EL,2017-01-01,21.5 
T,TOTAL,PC_ACT,ES,1995-01-01,20.7 d
T,TOTAL,PC_ACT,ES,1996-01-01,19.9 
T,TOTAL,PC_ACT,ES,1997-01-01,18.4 
T,TOTAL,PC_ACT,ES,1998-01-01,16.4 
T,TOTAL,PC_ACT,ES,1999-01-01,13.6 
T,TOTAL,PC_ACT,ES,2000-01-01,11.9 
T,TOTAL,PC_ACT,ES,2001-01-01,10.6 
T,TOTAL,PC_ACT,ES,2002-01-01,11.5 
T,TOTAL,PC_ACT,ES,2003-01-01,11.5 
T,TOTAL,PC_ACT,ES,2004-01-01,11.0 
T,TOTAL,PC_ACT,ES,2005-01-01,9.2 
T,TOTAL,PC_ACT,ES,2006-01-01,8.5 
T,TOTAL,PC_ACT,ES,2007-01-01,8.2
T,TOTAL,PC_ACT,ES,2008-01-01,11.3 
T,TOTAL,PC_ACT,ES,2009-01-01,17.9 
T,TOTAL,PC_ACT,ES,2010-01-01,19.9 
T,TOTAL,PC_ACT,ES,2011-01-01,21.4 
T,TOTAL,PC_ACT,ES,2012-01-01,24.8
T,TOTAL,PC_ACT,ES,2013-01-01,26.1
T,TOTAL,PC_ACT,ES,2014-01-01,24.5
T,TOTAL,PC_ACT,ES,2015-01-01,22.1
T,TOTAL,PC_ACT,ES,2016-01-01,19.6
T,TOTAL,PC_ACT,ES,2017-01-01,17.2 
T,TOTAL,PC_ACT,FI,1995-01-01,15.4 
T,TOTAL,PC_ACT,FI,1996-01-01,14.6 
T,TOTAL,PC_ACT,FI,1997-01-01,12.7 
T,TOTAL,PC_ACT,FI,1998-01-01,11.4 
T,TOTAL,PC_ACT,FI,1999-01-01,10.2 
T,TOTAL,PC_ACT,FI,2000-01-01,9.8 
T,TOTAL,PC_ACT,FI,2001-01-01,9.1 
T,TOTAL,PC_ACT,FI,2002-01-01,9.1 
T,TOTAL,PC_ACT,FI,2003-01-01,9.0 
T,TOTAL,PC_ACT,FI,2004-01-01,8.8 
T,TOTAL,PC_ACT,FI,2005-01-01,8.4 
T,TOTAL,PC_ACT,FI,2006-01-01,7.7 
T,TOTAL,PC_ACT,FI,2007-01-01,6.9
T,TOTAL,PC_ACT,FI,2008-01-01,6.4 
T,TOTAL,PC_ACT,FI,2009-01-01,8.2 
T,TOTAL,PC_ACT,FI,2010-01-01,8.4 
T,TOTAL,PC_ACT,FI,2011-01-01,7.8 
T,TOTAL,PC_ACT,FI,2012-01-01,7.7
T,TOTAL,PC_ACT,FI,2013-01-01,8.2
T,TOTAL,PC_ACT,FI,2014-01-01,8.7
T,TOTAL,PC_ACT,FI,2015-01-01,9.4
T,TOTAL,PC_ACT,FI,2016-01-01,8.8
T,TOTAL,PC_ACT,FI,2017-01-01,8.6 
T,TOTAL,PC_ACT,FR,1995-01-01,10.2 d
T,TOTAL,PC_ACT,FR,1996-01-01,10.5 
T,TOTAL,PC_ACT,FR,1997-01-01,10.7 
T,TOTAL,PC_ACT,FR,1998-01-01,10.3 
T,TOTAL,PC_ACT,FR,1999-01-01,10.0 
T,TOTAL,PC_ACT,FR,2000-01-01,8.6 
T,TOTAL,PC_ACT,FR,2001-01-01,7.8 
T,TOTAL,PC_ACT,FR,2002-01-01,7.9 
T,TOTAL,PC_ACT,FR,2003-01-01,8.5 
T,TOTAL,PC_ACT,FR,2004-01-01,8.9 
T,TOTAL,PC_ACT,FR,2005-01-01,8.9 
T,TOTAL,PC_ACT,FR,2006-01-01,8.8 
T,TOTAL,PC_ACT,FR,2007-01-01,8.0
T,TOTAL,PC_ACT,FR,2008-01-01,7.4 
T,TOTAL,PC_ACT,FR,2009-01-01,9.1 
T,TOTAL,PC_ACT,FR,2010-01-01,9.3 
T,TOTAL,PC_ACT,FR,2011-01-01,9.2 
T,TOTAL,PC_ACT,FR,2012-01-01,9.8
T,TOTAL,PC_ACT,FR,2013-01-01,10.3
T,TOTAL,PC_ACT,FR,2014-01-01,10.3
T,TOTAL,PC_ACT,FR,2015-01-01,10.4
T,TOTAL,PC_ACT,FR,2016-01-01,10.1
T,TOTAL,PC_ACT,FR,2017-01-01,9.4 
T,TOTAL,PC_ACT,HR,1995-01-01,: 
T,TOTAL,PC_ACT,HR,1996-01-01,: 
T,TOTAL,PC_ACT,HR,1997-01-01,: 
T,TOTAL,PC_ACT,HR,1998-01-01,: 
T,TOTAL,PC_ACT,HR,1999-01-01,: 
T,TOTAL,PC_ACT,HR,2000-01-01,15.6 
T,TOTAL,PC_ACT,HR,2001-01-01,16.0 
T,TOTAL,PC_ACT,HR,2002-01-01,15.3 
T,TOTAL,PC_ACT,HR,2003-01-01,14.1 
T,TOTAL,PC_ACT,HR,2004-01-01,13.8 
T,TOTAL,PC_ACT,HR,2005-01-01,13.0 
T,TOTAL,PC_ACT,HR,2006-01-01,11.6 d
T,TOTAL,PC_ACT,HR,2007-01-01,9.9
T,TOTAL,PC_ACT,HR,2008-01-01,8.6 
T,TOTAL,PC_ACT,HR,2009-01-01,9.3 
T,TOTAL,PC_ACT,HR,2010-01-01,11.8 
T,TOTAL,PC_ACT,HR,2011-01-01,13.7 
T,TOTAL,PC_ACT,HR,2012-01-01,15.8
T,TOTAL,PC_ACT,HR,2013-01-01,17.4
T,TOTAL,PC_ACT,HR,2014-01-01,17.2
T,TOTAL,PC_ACT,HR,2015-01-01,16.1
T,TOTAL,PC_ACT,HR,2016-01-01,13.4
T,TOTAL,PC_ACT,HR,2017-01-01,11.1 
T,TOTAL,PC_ACT,HU,1995-01-01,: 
T,TOTAL,PC_ACT,HU,1996-01-01,9.9 
T,TOTAL,PC_ACT,HU,1997-01-01,9.1 
T,TOTAL,PC_ACT,HU,1998-01-01,8.7 
T,TOTAL,PC_ACT,HU,1999-01-01,6.9 
T,TOTAL,PC_ACT,HU,2000-01-01,6.3 
T,TOTAL,PC_ACT,HU,2001-01-01,5.6 
T,TOTAL,PC_ACT,HU,2002-01-01,5.6 
T,TOTAL,PC_ACT,HU,2003-01-01,5.8 
T,TOTAL,PC_ACT,HU,2004-01-01,6.1 
T,TOTAL,PC_ACT,HU,2005-01-01,7.2 
T,TOTAL,PC_ACT,HU,2006-01-01,7.5 
T,TOTAL,PC_ACT,HU,2007-01-01,7.4
T,TOTAL,PC_ACT,HU,2008-01-01,7.8 d
T,TOTAL,PC_ACT,HU,2009-01-01,10.0 
T,TOTAL,PC_ACT,HU,2010-01-01,11.2 
T,TOTAL,PC_ACT,HU,2011-01-01,11.0 
T,TOTAL,PC_ACT,HU,2012-01-01,11.0
T,TOTAL,PC_ACT,HU,2013-01-01,10.2
T,TOTAL,PC_ACT,HU,2014-01-01,7.7
T,TOTAL,PC_ACT,HU,2015-01-01,6.8
T,TOTAL,PC_ACT,HU,2016-01-01,5.1
T,TOTAL,PC_ACT,HU,2017-01-01,4.2 
T,TOTAL,PC_ACT,IE,1995-01-01,12.3 
T,TOTAL,PC_ACT,IE,1996-01-01,11.7 
T,TOTAL,PC_ACT,IE,1997-01-01,9.9 
T,TOTAL,PC_ACT,IE,1998-01-01,7.5 
T,TOTAL,PC_ACT,IE,1999-01-01,5.8 
T,TOTAL,PC_ACT,IE,2000-01-01,4.5 
T,TOTAL,PC_ACT,IE,2001-01-01,4.2 
T,TOTAL,PC_ACT,IE,2002-01-01,4.7 
T,TOTAL,PC_ACT,IE,2003-01-01,4.8 
T,TOTAL,PC_ACT,IE,2004-01-01,4.7 
T,TOTAL,PC_ACT,IE,2005-01-01,4.6 
T,TOTAL,PC_ACT,IE,2006-01-01,4.8 
T,TOTAL,PC_ACT,IE,2007-01-01,5.0
T,TOTAL,PC_ACT,IE,2008-01-01,6.8 
T,TOTAL,PC_ACT,IE,2009-01-01,12.6 
T,TOTAL,PC_ACT,IE,2010-01-01,14.6 
T,TOTAL,PC_ACT,IE,2011-01-01,15.4 
T,TOTAL,PC_ACT,IE,2012-01-01,15.5
T,TOTAL,PC_ACT,IE,2013-01-01,13.8
T,TOTAL,PC_ACT,IE,2014-01-01,11.9
T,TOTAL,PC_ACT,IE,2015-01-01,10.0
T,TOTAL,PC_ACT,IE,2016-01-01,8.4
T,TOTAL,PC_ACT,IE,2017-01-01,6.7 
T,TOTAL,PC_ACT,IT,1995-01-01,11.2 
T,TOTAL,PC_ACT,IT,1996-01-01,11.2 
T,TOTAL,PC_ACT,IT,1997-01-01,11.2 
T,TOTAL,PC_ACT,IT,1998-01-01,11.3 
T,TOTAL,PC_ACT,IT,1999-01-01,10.9 
T,TOTAL,PC_ACT,IT,2000-01-01,10.0 
T,TOTAL,PC_ACT,IT,2001-01-01,9.0 
T,TOTAL,PC_ACT,IT,2002-01-01,8.5 
T,TOTAL,PC_ACT,IT,2003-01-01,8.4 
T,TOTAL,PC_ACT,IT,2004-01-01,8.0 
T,TOTAL,PC_ACT,IT,2005-01-01,7.7 
T,TOTAL,PC_ACT,IT,2006-01-01,6.8 
T,TOTAL,PC_ACT,IT,2007-01-01,6.1
T,TOTAL,PC_ACT,IT,2008-01-01,6.7 
T,TOTAL,PC_ACT,IT,2009-01-01,7.7 
T,TOTAL,PC_ACT,IT,2010-01-01,8.4 
T,TOTAL,PC_ACT,IT,2011-01-01,8.4 
T,TOTAL,PC_ACT,IT,2012-01-01,10.7
T,TOTAL,PC_ACT,IT,2013-01-01,12.1
T,TOTAL,PC_ACT,IT,2014-01-01,12.7
T,TOTAL,PC_ACT,IT,2015-01-01,11.9
T,TOTAL,PC_ACT,IT,2016-01-01,11.7
T,TOTAL,PC_ACT,IT,2017-01-01,11.2 
T,TOTAL,PC_ACT,LT,1995-01-01,: 
T,TOTAL,PC_ACT,LT,1996-01-01,: 
T,TOTAL,PC_ACT,LT,1997-01-01,: 
T,TOTAL,PC_ACT,LT,1998-01-01,13.2 
T,TOTAL,PC_ACT,LT,1999-01-01,14.6 
T,TOTAL,PC_ACT,LT,2000-01-01,16.4 
T,TOTAL,PC_ACT,LT,2001-01-01,17.4 
T,TOTAL,PC_ACT,LT,2002-01-01,13.8 
T,TOTAL,PC_ACT,LT,2003-01-01,12.4 
T,TOTAL,PC_ACT,LT,2004-01-01,10.9 
T,TOTAL,PC_ACT,LT,2005-01-01,8.3 
T,TOTAL,PC_ACT,LT,2006-01-01,5.8 
T,TOTAL,PC_ACT,LT,2007-01-01,4.3
T,TOTAL,PC_ACT,LT,2008-01-01,5.8 
T,TOTAL,PC_ACT,LT,2009-01-01,13.8 
T,TOTAL,PC_ACT,LT,2010-01-01,17.8 
T,TOTAL,PC_ACT,LT,2011-01-01,15.4 
T,TOTAL,PC_ACT,LT,2012-01-01,13.4
T,TOTAL,PC_ACT,LT,2013-01-01,11.8
T,TOTAL,PC_ACT,LT,2014-01-01,10.7
T,TOTAL,PC_ACT,LT,2015-01-01,9.1
T,TOTAL,PC_ACT,LT,2016-01-01,7.9
T,TOTAL,PC_ACT,LT,2017-01-01,7.1 
T,TOTAL,PC_ACT,LU,1995-01-01,2.9 
T,TOTAL,PC_ACT,LU,1996-01-01,2.9 
T,TOTAL,PC_ACT,LU,1997-01-01,2.7 
T,TOTAL,PC_ACT,LU,1998-01-01,2.7 
T,TOTAL,PC_ACT,LU,1999-01-01,2.4 
T,TOTAL,PC_ACT,LU,2000-01-01,2.2 
T,TOTAL,PC_ACT,LU,2001-01-01,1.9 
T,TOTAL,PC_ACT,LU,2002-01-01,2.6 
T,TOTAL,PC_ACT,LU,2003-01-01,3.8 
T,TOTAL,PC_ACT,LU,2004-01-01,5.0 
T,TOTAL,PC_ACT,LU,2005-01-01,4.6 
T,TOTAL,PC_ACT,LU,2006-01-01,4.6 d
T,TOTAL,PC_ACT,LU,2007-01-01,4.2
T,TOTAL,PC_ACT,LU,2008-01-01,4.9 
T,TOTAL,PC_ACT,LU,2009-01-01,5.1 
T,TOTAL,PC_ACT,LU,2010-01-01,4.6 
T,TOTAL,PC_ACT,LU,2011-01-01,4.8 
T,TOTAL,PC_ACT,LU,2012-01-01,5.1
T,TOTAL,PC_ACT,LU,2013-01-01,5.9
T,TOTAL,PC_ACT,LU,2014-01-01,6.0
T,TOTAL,PC_ACT,LU,2015-01-01,6.5
T,TOTAL,PC_ACT,LU,2016-01-01,6.3
T,TOTAL,PC_ACT,LU,2017-01-01,5.6 
T,TOTAL,PC_ACT,LV,1995-01-01,: 
T,TOTAL,PC_ACT,LV,1996-01-01,: 
T,TOTAL,PC_ACT,LV,1997-01-01,: 
T,TOTAL,PC_ACT,LV,1998-01-01,: 
T,TOTAL,PC_ACT,LV,1999-01-01,14.1 
T,TOTAL,PC_ACT,LV,2000-01-01,14.3 
T,TOTAL,PC_ACT,LV,2001-01-01,13.5 d
T,TOTAL,PC_ACT,LV,2002-01-01,12.5 
T,TOTAL,PC_ACT,LV,2003-01-01,11.6 
T,TOTAL,PC_ACT,LV,2004-01-01,11.7 
T,TOTAL,PC_ACT,LV,2005-01-01,10.0 
T,TOTAL,PC_ACT,LV,2006-01-01,7.0 
T,TOTAL,PC_ACT,LV,2007-01-01,6.1
T,TOTAL,PC_ACT,LV,2008-01-01,7.7 
T,TOTAL,PC_ACT,LV,2009-01-01,17.5 
T,TOTAL,PC_ACT,LV,2010-01-01,19.5 
T,TOTAL,PC_ACT,LV,2011-01-01,16.2 
T,TOTAL,PC_ACT,LV,2012-01-01,15.0
T,TOTAL,PC_ACT,LV,2013-01-01,11.9
T,TOTAL,PC_ACT,LV,2014-01-01,10.8
T,TOTAL,PC_ACT,LV,2015-01-01,9.9
T,TOTAL,PC_ACT,LV,2016-01-01,9.6
T,TOTAL,PC_ACT,LV,2017-01-01,8.7 
T,TOTAL,PC_ACT,MT,1995-01-01,: 
T,TOTAL,PC_ACT,MT,1996-01-01,: 
T,TOTAL,PC_ACT,MT,1997-01-01,: 
T,TOTAL,PC_ACT,MT,1998-01-01,: 
T,TOTAL,PC_ACT,MT,1999-01-01,: 
T,TOTAL,PC_ACT,MT,2000-01-01,7.2 
T,TOTAL,PC_ACT,MT,2001-01-01,8.0 
T,TOTAL,PC_ACT,MT,2002-01-01,7.5 
T,TOTAL,PC_ACT,MT,2003-01-01,8.0 
T,TOTAL,PC_ACT,MT,2004-01-01,7.6 
T,TOTAL,PC_ACT,MT,2005-01-01,7.4 
T,TOTAL,PC_ACT,MT,2006-01-01,7.3 
T,TOTAL,PC_ACT,MT,2007-01-01,7.0
T,TOTAL,PC_ACT,MT,2008-01-01,6.5 
T,TOTAL,PC_ACT,MT,2009-01-01,7.3 
T,TOTAL,PC_ACT,MT,2010-01-01,7.3 
T,TOTAL,PC_ACT,MT,2011-01-01,6.8 
T,TOTAL,PC_ACT,MT,2012-01-01,6.8
T,TOTAL,PC_ACT,MT,2013-01-01,6.8
T,TOTAL,PC_ACT,MT,2014-01-01,6.3
T,TOTAL,PC_ACT,MT,2015-01-01,5.9
T,TOTAL,PC_ACT,MT,2016-01-01,5.2
T,TOTAL,PC_ACT,MT,2017-01-01,4.6 
T,TOTAL,PC_ACT,NL,1995-01-01,8.3 
T,TOTAL,PC_ACT,NL,1996-01-01,7.7 
T,TOTAL,PC_ACT,NL,1997-01-01,6.5 
T,TOTAL,PC_ACT,NL,1998-01-01,5.1 
T,TOTAL,PC_ACT,NL,1999-01-01,4.2 
T,TOTAL,PC_ACT,NL,2000-01-01,3.7 
T,TOTAL,PC_ACT,NL,2001-01-01,3.1 
T,TOTAL,PC_ACT,NL,2002-01-01,3.7 d
T,TOTAL,PC_ACT,NL,2003-01-01,4.8 
T,TOTAL,PC_ACT,NL,2004-01-01,5.7 
T,TOTAL,PC_ACT,NL,2005-01-01,5.9 
T,TOTAL,PC_ACT,NL,2006-01-01,5.0 
T,TOTAL,PC_ACT,NL,2007-01-01,4.2
T,TOTAL,PC_ACT,NL,2008-01-01,3.7 
T,TOTAL,PC_ACT,NL,2009-01-01,4.4 
T,TOTAL,PC_ACT,NL,2010-01-01,5.0 
T,TOTAL,PC_ACT,NL,2011-01-01,5.0 
T,TOTAL,PC_ACT,NL,2012-01-01,5.8
T,TOTAL,PC_ACT,NL,2013-01-01,7.3
T,TOTAL,PC_ACT,NL,2014-01-01,7.4
T,TOTAL,PC_ACT,NL,2015-01-01,6.9
T,TOTAL,PC_ACT,NL,2016-01-01,6.0
T,TOTAL,PC_ACT,NL,2017-01-01,4.9 
T,TOTAL,PC_ACT,PL,1995-01-01,: 
T,TOTAL,PC_ACT,PL,1996-01-01,: 
T,TOTAL,PC_ACT,PL,1997-01-01,10.9 
T,TOTAL,PC_ACT,PL,1998-01-01,10.2 
T,TOTAL,PC_ACT,PL,1999-01-01,13.4 
T,TOTAL,PC_ACT,PL,2000-01-01,16.1 
T,TOTAL,PC_ACT,PL,2001-01-01,18.3 
T,TOTAL,PC_ACT,PL,2002-01-01,20.0 
T,TOTAL,PC_ACT,PL,2003-01-01,19.8 
T,TOTAL,PC_ACT,PL,2004-01-01,19.1 
T,TOTAL,PC_ACT,PL,2005-01-01,17.9 
T,TOTAL,PC_ACT,PL,2006-01-01,13.9 
T,TOTAL,PC_ACT,PL,2007-01-01,9.6
T,TOTAL,PC_ACT,PL,2008-01-01,7.1 
T,TOTAL,PC_ACT,PL,2009-01-01,8.1 d
T,TOTAL,PC_ACT,PL,2010-01-01,9.7 
T,TOTAL,PC_ACT,PL,2011-01-01,9.7 
T,TOTAL,PC_ACT,PL,2012-01-01,10.1
T,TOTAL,PC_ACT,PL,2013-01-01,10.3
T,TOTAL,PC_ACT,PL,2014-01-01,9.0
T,TOTAL,PC_ACT,PL,2015-01-01,7.5
T,TOTAL,PC_ACT,PL,2016-01-01,6.2
T,TOTAL,PC_ACT,PL,2017-01-01,4.9 
T,TOTAL,PC_ACT,PT,1995-01-01,7.9 
T,TOTAL,PC_ACT,PT,1996-01-01,8.0 
T,TOTAL,PC_ACT,PT,1997-01-01,7.5 d
T,TOTAL,PC_ACT,PT,1998-01-01,6.1 
T,TOTAL,PC_ACT,PT,1999-01-01,5.5 
T,TOTAL,PC_ACT,PT,2000-01-01,5.1 
T,TOTAL,PC_ACT,PT,2001-01-01,5.1 
T,TOTAL,PC_ACT,PT,2002-01-01,6.2 
T,TOTAL,PC_ACT,PT,2003-01-01,7.4 
T,TOTAL,PC_ACT,PT,2004-01-01,7.8 
T,TOTAL,PC_ACT,PT,2005-01-01,8.8 
T,TOTAL,PC_ACT,PT,2006-01-01,8.9 
T,TOTAL,PC_ACT,PT,2007-01-01,9.1
T,TOTAL,PC_ACT,PT,2008-01-01,8.8 
T,TOTAL,PC_ACT,PT,2009-01-01,10.7 
T,TOTAL,PC_ACT,PT,2010-01-01,12.0 
T,TOTAL,PC_ACT,PT,2011-01-01,12.9 
T,TOTAL,PC_ACT,PT,2012-01-01,15.8
T,TOTAL,PC_ACT,PT,2013-01-01,16.4
T,TOTAL,PC_ACT,PT,2014-01-01,14.1
T,TOTAL,PC_ACT,PT,2015-01-01,12.6
T,TOTAL,PC_ACT,PT,2016-01-01,11.2
T,TOTAL,PC_ACT,PT,2017-01-01,9.0 
T,TOTAL,PC_ACT,RO,1995-01-01,: 
T,TOTAL,PC_ACT,RO,1996-01-01,: 
T,TOTAL,PC_ACT,RO,1997-01-01,6.1 
T,TOTAL,PC_ACT,RO,1998-01-01,6.3 
T,TOTAL,PC_ACT,RO,1999-01-01,7.1 
T,TOTAL,PC_ACT,RO,2000-01-01,7.6 
T,TOTAL,PC_ACT,RO,2001-01-01,7.4 
T,TOTAL,PC_ACT,RO,2002-01-01,8.3 
T,TOTAL,PC_ACT,RO,2003-01-01,7.7 d
T,TOTAL,PC_ACT,RO,2004-01-01,8.0 
T,TOTAL,PC_ACT,RO,2005-01-01,7.1 
T,TOTAL,PC_ACT,RO,2006-01-01,7.2 
T,TOTAL,PC_ACT,RO,2007-01-01,6.4
T,TOTAL,PC_ACT,RO,2008-01-01,5.6 
T,TOTAL,PC_ACT,RO,2009-01-01,6.5 
T,TOTAL,PC_ACT,RO,2010-01-01,7.0 
T,TOTAL,PC_ACT,RO,2011-01-01,7.2 
T,TOTAL,PC_ACT,RO,2012-01-01,6.8
T,TOTAL,PC_ACT,RO,2013-01-01,7.1
T,TOTAL,PC_ACT,RO,2014-01-01,6.8
T,TOTAL,PC_ACT,RO,2015-01-01,6.8
T,TOTAL,PC_ACT,RO,2016-01-01,5.9
T,TOTAL,PC_ACT,RO,2017-01-01,4.9 
T,TOTAL,PC_ACT,SE,1995-01-01,8.8 
T,TOTAL,PC_ACT,SE,1996-01-01,9.6 
T,TOTAL,PC_ACT,SE,1997-01-01,9.9 
T,TOTAL,PC_ACT,SE,1998-01-01,8.2 
T,TOTAL,PC_ACT,SE,1999-01-01,6.7 
T,TOTAL,PC_ACT,SE,2000-01-01,5.6 d
T,TOTAL,PC_ACT,SE,2001-01-01,5.8 b
T,TOTAL,PC_ACT,SE,2002-01-01,6.0 
T,TOTAL,PC_ACT,SE,2003-01-01,6.6 
T,TOTAL,PC_ACT,SE,2004-01-01,7.4 
T,TOTAL,PC_ACT,SE,2005-01-01,7.7 
T,TOTAL,PC_ACT,SE,2006-01-01,7.1 
T,TOTAL,PC_ACT,SE,2007-01-01,6.1
T,TOTAL,PC_ACT,SE,2008-01-01,6.2 
T,TOTAL,PC_ACT,SE,2009-01-01,8.3 
T,TOTAL,PC_ACT,SE,2010-01-01,8.6 
