unit,geotime,date,value
KM2,AT,2000-01-01,11614.7
KM2,AT,2010-01-01,11811.7
KM2,AT,2012-01-01,12027.3
KM2,BE,2000-01-01,168.4
KM2,BE,2010-01-01,98.6
KM2,BE,2012-01-01,98.1
KM2,BG,2000-01-01,5008.2
KM2,BG,2010-01-01,3129.5
KM2,BG,2012-01-01,2987.5
KM2,CY,2000-01-01,703.7
KM2,CY,2010-01-01,506.9
KM2,CY,2012-01-01,512.7
KM2,CZ,2000-01-01,2023.1
KM2,CZ,2010-01-01,978.8
KM2,CZ,2012-01-01,924.4
KM2,DE,2000-01-01,7894.7
KM2,DE,2010-01-01,4393.5
KM2,DE,2012-01-01,3877.1
KM2,DK,2000-01-01,3.0
KM2,DK,2010-01-01,2.0
KM2,DK,2012-01-01,1.8
KM2,EE,2000-01-01,3.1
KM2,EE,2010-01-01,1.3
KM2,EE,2012-01-01,1.2
KM2,EL,2000-01-01,13337.1
KM2,EL,2010-01-01,11631.5
KM2,EL,2012-01-01,11988.0
KM2,ES,2000-01-01,52599.5
KM2,ES,2010-01-01,42658.3
KM2,ES,2012-01-01,40384.6
KM2,EU28,2000-01-01,234833.8
KM2,EU28,2010-01-01,206856.6
KM2,EU28,2012-01-01,201884.6
KM2,FI,2000-01-01,37.9
KM2,FI,2010-01-01,34.3
KM2,FI,2012-01-01,5.1
KM2,FR,2000-01-01,21068.5
KM2,FR,2010-01-01,17293.2
KM2,FR,2012-01-01,17107.1
KM2,HR,2000-01-01,4129.6
KM2,HR,2010-01-01,3692.4
KM2,HR,2012-01-01,3681.9
KM2,HU,2000-01-01,2485.2
KM2,HU,2010-01-01,2175.3
KM2,HU,2012-01-01,2006.9
KM2,IE,2000-01-01,389.6
KM2,IE,2010-01-01,374.9
KM2,IE,2012-01-01,633.4
KM2,IT,2000-01-01,70990.4
KM2,IT,2010-01-01,67914.9
KM2,IT,2012-01-01,67688.8
KM2,LT,2000-01-01,15.7
KM2,LT,2010-01-01,11.8
KM2,LT,2012-01-01,9.7
KM2,LU,2000-01-01,84.6
KM2,LU,2010-01-01,63.2
KM2,LU,2012-01-01,62.2
KM2,LV,2000-01-01,5.3
KM2,LV,2010-01-01,3.9
KM2,LV,2012-01-01,3.5
KM2,MT,2000-01-01,57.5
KM2,MT,2010-01-01,22.8
KM2,MT,2012-01-01,27.6
KM2,NL,2000-01-01,4.3
KM2,NL,2010-01-01,2.0
KM2,NL,2012-01-01,1.9
KM2,PL,2000-01-01,3739.2
KM2,PL,2010-01-01,3203.4
KM2,PL,2012-01-01,3100.6
KM2,PT,2000-01-01,4400.9
KM2,PT,2010-01-01,3735.7
KM2,PT,2012-01-01,3456.2
KM2,RO,2000-01-01,17288.6
KM2,RO,2010-01-01,16158.5
KM2,RO,2012-01-01,16699.7
KM2,SE,2000-01-01,2485.8
KM2,SE,2010-01-01,2525.3
KM2,SE,2012-01-01,2478.3
KM2,SI,2000-01-01,3760.9
KM2,SI,2010-01-01,3682.8
KM2,SI,2012-01-01,3671.5
KM2,SK,2000-01-01,2606.1
KM2,SK,2010-01-01,2156.8
KM2,SK,2012-01-01,2057.9
KM2,UK,2000-01-01,7928.3
KM2,UK,2010-01-01,8593.6
KM2,UK,2012-01-01,6389.6
PC,AT,2000-01-01,15.43
PC,AT,2010-01-01,15.55
PC,AT,2012-01-01,15.94
PC,BE,2000-01-01,0.7
PC,BE,2010-01-01,0.41
PC,BE,2012-01-01,0.41
PC,BG,2000-01-01,4.82
PC,BG,2010-01-01,3.01
PC,BG,2012-01-01,2.86
PC,CY,2000-01-01,8.54
PC,CY,2010-01-01,6.12
PC,CY,2012-01-01,6.18
PC,CZ,2000-01-01,2.77
PC,CZ,2010-01-01,1.34
PC,CZ,2012-01-01,1.26
PC,DE,2000-01-01,2.46
PC,DE,2010-01-01,1.37
PC,DE,2012-01-01,1.22
PC,DK,2000-01-01,0.01
PC,DK,2010-01-01,0.01
PC,DK,2012-01-01,0.0
PC,EE,2000-01-01,0.01
PC,EE,2010-01-01,0.0
PC,EE,2012-01-01,0.0
PC,EL,2000-01-01,10.79
PC,EL,2010-01-01,9.41
PC,EL,2012-01-01,9.72
PC,ES,2000-01-01,10.92
PC,ES,2010-01-01,8.85
PC,ES,2012-01-01,8.42
PC,EU28,2000-01-01,5.99
PC,EU28,2010-01-01,5.26
PC,EU28,2012-01-01,5.16
PC,FI,2000-01-01,0.01
PC,FI,2010-01-01,0.01
PC,FI,2012-01-01,0.0
PC,FR,2000-01-01,4.14
PC,FR,2010-01-01,3.39
PC,FR,2012-01-01,3.37
PC,HR,2000-01-01,7.78
PC,HR,2010-01-01,6.95
PC,HR,2012-01-01,6.89
PC,HU,2000-01-01,2.94
PC,HU,2010-01-01,2.57
PC,HU,2012-01-01,2.37
PC,IE,2000-01-01,0.72
PC,IE,2010-01-01,0.68
PC,IE,2012-01-01,1.13
PC,IT,2000-01-01,25.83
PC,IT,2010-01-01,24.61
PC,IT,2012-01-01,24.58
PC,LT,2000-01-01,0.03
PC,LT,2010-01-01,0.02
PC,LT,2012-01-01,0.02
PC,LU,2000-01-01,3.6
PC,LU,2010-01-01,2.68
PC,LU,2012-01-01,2.67
PC,LV,2000-01-01,0.01
PC,LV,2010-01-01,0.01
PC,LV,2012-01-01,0.01
PC,MT,2000-01-01,28.64
PC,MT,2010-01-01,11.36
PC,MT,2012-01-01,12.74
PC,NL,2000-01-01,0.02
PC,NL,2010-01-01,0.01
PC,NL,2012-01-01,0.01
PC,PL,2000-01-01,1.28
PC,PL,2010-01-01,1.09
PC,PL,2012-01-01,1.08
PC,PT,2000-01-01,5.24
PC,PT,2010-01-01,4.44
PC,PT,2012-01-01,4.11
PC,RO,2000-01-01,8.09
PC,RO,2010-01-01,7.51
PC,RO,2012-01-01,7.66
PC,SE,2000-01-01,0.67
PC,SE,2010-01-01,0.68
PC,SE,2012-01-01,0.67
PC,SI,2000-01-01,19.38
PC,SI,2010-01-01,18.98
PC,SI,2012-01-01,18.94
PC,SK,2000-01-01,5.71
PC,SK,2010-01-01,4.69
PC,SK,2012-01-01,4.5
PC,UK,2000-01-01,3.86
PC,UK,2010-01-01,4.12
PC,UK,2012-01-01,3.25
