unit,tenure,geo\time,date,value
PC,RENT_MKT,CY,2011-01-01,2.4 
PC,RENT_MKT,CY,2012-01-01,1.9 
PC,RENT_MKT,CY,2013-01-01,2.6 
PC,RENT_MKT,CY,2014-01-01,3.0 
PC,RENT_MKT,CY,2015-01-01,1.3 
PC,RENT_MKT,CY,2016-01-01,1.6 
PC,RENT_MKT,CY,2017-01-01,1.7 
PC,RENT_MKT,CZ,2005-01-01,12.1 
PC,RENT_MKT,CZ,2006-01-01,14.0 
PC,RENT_MKT,CZ,2007-01-01,16.8 
PC,RENT_MKT,CZ,2008-01-01,13.8 
PC,RENT_MKT,CZ,2009-01-01,14.2 
PC,RENT_MKT,CZ,2010-01-01,15.3 
PC,RENT_MKT,CZ,2011-01-01,13.9 
PC,RENT_MKT,CZ,2012-01-01,10.9 
PC,RENT_MKT,CZ,2013-01-01,10.6 
PC,RENT_MKT,CZ,2014-01-01,8.9 
PC,RENT_MKT,CZ,2015-01-01,8.8 
PC,RENT_MKT,CZ,2016-01-01,9.2 
PC,RENT_MKT,CZ,2017-01-01,7.0 
PC,RENT_MKT,DE,2005-01-01,3.2 
PC,RENT_MKT,DE,2006-01-01,: 
PC,RENT_MKT,DE,2007-01-01,: 
PC,RENT_MKT,DE,2008-01-01,: 
PC,RENT_MKT,DE,2009-01-01,: 
PC,RENT_MKT,DE,2010-01-01,4.3 
PC,RENT_MKT,DE,2011-01-01,3.9 
PC,RENT_MKT,DE,2012-01-01,3.5 
PC,RENT_MKT,DE,2013-01-01,3.0 
PC,RENT_MKT,DE,2014-01-01,3.6 
PC,RENT_MKT,DE,2015-01-01,3.2 
PC,RENT_MKT,DE,2016-01-01,3.8 
PC,RENT_MKT,DE,2017-01-01,3.5 
PC,RENT_MKT,DK,2005-01-01,2.9 
PC,RENT_MKT,DK,2006-01-01,3.0 
PC,RENT_MKT,DK,2007-01-01,4.0 
PC,RENT_MKT,DK,2008-01-01,2.4 
PC,RENT_MKT,DK,2009-01-01,3.0 
PC,RENT_MKT,DK,2010-01-01,2.8 
PC,RENT_MKT,DK,2011-01-01,5.3 b
PC,RENT_MKT,DK,2012-01-01,5.0 
PC,RENT_MKT,DK,2013-01-01,4.8 
PC,RENT_MKT,DK,2014-01-01,4.7 
PC,RENT_MKT,DK,2015-01-01,5.1 
PC,RENT_MKT,DK,2016-01-01,3.6 
PC,RENT_MKT,DK,2017-01-01,6.0 
PC,RENT_MKT,EA,2005-01-01,: 
PC,RENT_MKT,EA,2006-01-01,: 
PC,RENT_MKT,EA,2007-01-01,: 
PC,RENT_MKT,EA,2008-01-01,8.8 e
PC,RENT_MKT,EA,2009-01-01,7.7 e
PC,RENT_MKT,EA,2010-01-01,6.4 e
PC,RENT_MKT,EA,2011-01-01,6.1 e
PC,RENT_MKT,EA,2012-01-01,6.0 e
PC,RENT_MKT,EA,2013-01-01,5.5 e
PC,RENT_MKT,EA,2014-01-01,6.2 e
PC,RENT_MKT,EA,2015-01-01,5.8 e
PC,RENT_MKT,EA,2016-01-01,6.1 e
PC,RENT_MKT,EA,2017-01-01,5.2 e
PC,RENT_MKT,EA18,2005-01-01,5.7 e
PC,RENT_MKT,EA18,2006-01-01,: 
PC,RENT_MKT,EA18,2007-01-01,8.7 e
PC,RENT_MKT,EA18,2008-01-01,9.0 e
PC,RENT_MKT,EA18,2009-01-01,7.8 e
PC,RENT_MKT,EA18,2010-01-01,6.4 
PC,RENT_MKT,EA18,2011-01-01,6.1 
PC,RENT_MKT,EA18,2012-01-01,6.1 
PC,RENT_MKT,EA18,2013-01-01,5.6 
PC,RENT_MKT,EA18,2014-01-01,6.2 
PC,RENT_MKT,EA18,2015-01-01,5.8 
PC,RENT_MKT,EA18,2016-01-01,6.1 
PC,RENT_MKT,EA18,2017-01-01,5.2 e
PC,RENT_MKT,EA19,2005-01-01,5.8 e
PC,RENT_MKT,EA19,2006-01-01,: 
PC,RENT_MKT,EA19,2007-01-01,8.7 e
PC,RENT_MKT,EA19,2008-01-01,9.0 e
PC,RENT_MKT,EA19,2009-01-01,7.9 e
PC,RENT_MKT,EA19,2010-01-01,6.4 
PC,RENT_MKT,EA19,2011-01-01,6.1 
PC,RENT_MKT,EA19,2012-01-01,6.1 
PC,RENT_MKT,EA19,2013-01-01,5.6 
PC,RENT_MKT,EA19,2014-01-01,6.2 
PC,RENT_MKT,EA19,2015-01-01,5.8 
PC,RENT_MKT,EA19,2016-01-01,6.1 
PC,RENT_MKT,EA19,2017-01-01,5.2 e
PC,RENT_MKT,EE,2005-01-01,: 
PC,RENT_MKT,EE,2006-01-01,32.3 
PC,RENT_MKT,EE,2007-01-01,32.2 
PC,RENT_MKT,EE,2008-01-01,23.8 
PC,RENT_MKT,EE,2009-01-01,15.5 
PC,RENT_MKT,EE,2010-01-01,17.6 
PC,RENT_MKT,EE,2011-01-01,9.3 
PC,RENT_MKT,EE,2012-01-01,3.7 
PC,RENT_MKT,EE,2013-01-01,5.1 
PC,RENT_MKT,EE,2014-01-01,8.1 b
PC,RENT_MKT,EE,2015-01-01,4.3 
PC,RENT_MKT,EE,2016-01-01,6.1 
PC,RENT_MKT,EE,2017-01-01,5.6 
PC,RENT_MKT,EL,2005-01-01,: 
PC,RENT_MKT,EL,2006-01-01,: 
PC,RENT_MKT,EL,2007-01-01,10.9 
PC,RENT_MKT,EL,2008-01-01,12.1 
PC,RENT_MKT,EL,2009-01-01,12.6 
PC,RENT_MKT,EL,2010-01-01,12.7 
PC,RENT_MKT,EL,2011-01-01,9.7 
PC,RENT_MKT,EL,2012-01-01,9.9 
PC,RENT_MKT,EL,2013-01-01,9.9 
PC,RENT_MKT,EL,2014-01-01,8.0 
PC,RENT_MKT,EL,2015-01-01,8.8 
PC,RENT_MKT,EL,2016-01-01,8.2 
PC,RENT_MKT,EL,2017-01-01,8.0 
PC,RENT_MKT,ES,2005-01-01,: 
PC,RENT_MKT,ES,2006-01-01,: 
PC,RENT_MKT,ES,2007-01-01,8.6 
PC,RENT_MKT,ES,2008-01-01,5.0 
PC,RENT_MKT,ES,2009-01-01,6.8 
PC,RENT_MKT,ES,2010-01-01,6.0 
PC,RENT_MKT,ES,2011-01-01,6.3 b
PC,RENT_MKT,ES,2012-01-01,3.5 
PC,RENT_MKT,ES,2013-01-01,3.8 
PC,RENT_MKT,ES,2014-01-01,3.3 
PC,RENT_MKT,ES,2015-01-01,3.0 
PC,RENT_MKT,ES,2016-01-01,3.1 
PC,RENT_MKT,ES,2017-01-01,2.8 
PC,RENT_MKT,EU,2005-01-01,: 
PC,RENT_MKT,EU,2006-01-01,: 
PC,RENT_MKT,EU,2007-01-01,: 
PC,RENT_MKT,EU,2008-01-01,8.8 e
PC,RENT_MKT,EU,2009-01-01,7.8 e
PC,RENT_MKT,EU,2010-01-01,6.8 e
PC,RENT_MKT,EU,2011-01-01,6.4 e
PC,RENT_MKT,EU,2012-01-01,6.2 e
PC,RENT_MKT,EU,2013-01-01,5.9 e
PC,RENT_MKT,EU,2014-01-01,6.3 e
PC,RENT_MKT,EU,2015-01-01,6.3 e
PC,RENT_MKT,EU,2016-01-01,6.4 e
PC,RENT_MKT,EU,2017-01-01,5.6 e
PC,RENT_MKT,EU27,2005-01-01,5.9 e
PC,RENT_MKT,EU27,2006-01-01,: 
PC,RENT_MKT,EU27,2007-01-01,8.9 e
PC,RENT_MKT,EU27,2008-01-01,8.8 e
PC,RENT_MKT,EU27,2009-01-01,7.8 e
PC,RENT_MKT,EU27,2010-01-01,6.8 
PC,RENT_MKT,EU27,2011-01-01,6.4 
PC,RENT_MKT,EU27,2012-01-01,6.2 
PC,RENT_MKT,EU27,2013-01-01,5.9 
PC,RENT_MKT,EU27,2014-01-01,6.3 
PC,RENT_MKT,EU27,2015-01-01,6.3 
PC,RENT_MKT,EU27,2016-01-01,6.4 
PC,RENT_MKT,EU27,2017-01-01,5.6 e
PC,RENT_MKT,EU28,2005-01-01,: 
PC,RENT_MKT,EU28,2006-01-01,: 
PC,RENT_MKT,EU28,2007-01-01,: 
PC,RENT_MKT,EU28,2008-01-01,: 
PC,RENT_MKT,EU28,2009-01-01,: 
PC,RENT_MKT,EU28,2010-01-01,6.8 
PC,RENT_MKT,EU28,2011-01-01,6.4 
PC,RENT_MKT,EU28,2012-01-01,6.2 
PC,RENT_MKT,EU28,2013-01-01,5.9 
PC,RENT_MKT,EU28,2014-01-01,6.3 
PC,RENT_MKT,EU28,2015-01-01,6.3 
PC,RENT_MKT,EU28,2016-01-01,6.4 
PC,RENT_MKT,EU28,2017-01-01,5.6 e
PC,RENT_MKT,FI,2005-01-01,2.9 
PC,RENT_MKT,FI,2006-01-01,2.2 
PC,RENT_MKT,FI,2007-01-01,1.9 
PC,RENT_MKT,FI,2008-01-01,1.9 
PC,RENT_MKT,FI,2009-01-01,2.5 
PC,RENT_MKT,FI,2010-01-01,3.1 
PC,RENT_MKT,FI,2011-01-01,2.7 
PC,RENT_MKT,FI,2012-01-01,3.0 
PC,RENT_MKT,FI,2013-01-01,2.0 
PC,RENT_MKT,FI,2014-01-01,2.4 
PC,RENT_MKT,FI,2015-01-01,1.8 
PC,RENT_MKT,FI,2016-01-01,2.4 
PC,RENT_MKT,FI,2017-01-01,1.9 
PC,RENT_MKT,FR,2005-01-01,6.9 
PC,RENT_MKT,FR,2006-01-01,7.0 
PC,RENT_MKT,FR,2007-01-01,8.7 
PC,RENT_MKT,FR,2008-01-01,9.4 
PC,RENT_MKT,FR,2009-01-01,6.7 
PC,RENT_MKT,FR,2010-01-01,7.1 
PC,RENT_MKT,FR,2011-01-01,6.7 
PC,RENT_MKT,FR,2012-01-01,7.5 
PC,RENT_MKT,FR,2013-01-01,5.2 
PC,RENT_MKT,FR,2014-01-01,6.3 
PC,RENT_MKT,FR,2015-01-01,4.6 
PC,RENT_MKT,FR,2016-01-01,6.2 
PC,RENT_MKT,FR,2017-01-01,4.0 
PC,RENT_MKT,HR,2005-01-01,: 
PC,RENT_MKT,HR,2006-01-01,: 
PC,RENT_MKT,HR,2007-01-01,: 
PC,RENT_MKT,HR,2008-01-01,: 
PC,RENT_MKT,HR,2009-01-01,: 
PC,RENT_MKT,HR,2010-01-01,24.9 
PC,RENT_MKT,HR,2011-01-01,28.9 
PC,RENT_MKT,HR,2012-01-01,17.6 b
PC,RENT_MKT,HR,2013-01-01,7.1 
PC,RENT_MKT,HR,2014-01-01,16.0 
PC,RENT_MKT,HR,2015-01-01,15.0 
PC,RENT_MKT,HR,2016-01-01,7.6 
PC,RENT_MKT,HR,2017-01-01,: 
PC,RENT_MKT,HU,2005-01-01,41.0 
PC,RENT_MKT,HU,2006-01-01,34.3 
PC,RENT_MKT,HU,2007-01-01,37.4 
PC,RENT_MKT,HU,2008-01-01,43.3 
PC,RENT_MKT,HU,2009-01-01,25.1 
PC,RENT_MKT,HU,2010-01-01,31.3 
PC,RENT_MKT,HU,2011-01-01,23.4 
PC,RENT_MKT,HU,2012-01-01,26.6 
PC,RENT_MKT,HU,2013-01-01,30.9 
PC,RENT_MKT,HU,2014-01-01,24.2 
PC,RENT_MKT,HU,2015-01-01,32.2 
PC,RENT_MKT,HU,2016-01-01,23.7 
PC,RENT_MKT,HU,2017-01-01,22.0 
PC,RENT_MKT,IE,2005-01-01,2.8 
PC,RENT_MKT,IE,2006-01-01,6.7 
PC,RENT_MKT,IE,2007-01-01,2.5 
PC,RENT_MKT,IE,2008-01-01,0.8 
PC,RENT_MKT,IE,2009-01-01,1.2 
PC,RENT_MKT,IE,2010-01-01,2.0 
PC,RENT_MKT,IE,2011-01-01,1.6 
PC,RENT_MKT,IE,2012-01-01,1.2 
PC,RENT_MKT,IE,2013-01-01,2.3 
PC,RENT_MKT,IE,2014-01-01,1.6 
PC,RENT_MKT,IE,2015-01-01,0.6 
PC,RENT_MKT,IE,2016-01-01,3.1 
PC,RENT_MKT,IE,2017-01-01,: 
PC,RENT_MKT,IS,2005-01-01,9.5 
PC,RENT_MKT,IS,2006-01-01,5.3 
PC,RENT_MKT,IS,2007-01-01,3.5 
PC,RENT_MKT,IS,2008-01-01,4.9 
PC,RENT_MKT,IS,2009-01-01,4.1 
PC,RENT_MKT,IS,2010-01-01,6.1 
PC,RENT_MKT,IS,2011-01-01,4.8 
PC,RENT_MKT,IS,2012-01-01,7.1 
PC,RENT_MKT,IS,2013-01-01,7.9 
PC,RENT_MKT,IS,2014-01-01,3.8 
PC,RENT_MKT,IS,2015-01-01,2.6 
PC,RENT_MKT,IS,2016-01-01,2.4 p
PC,RENT_MKT,IS,2017-01-01,: 
PC,RENT_MKT,IT,2005-01-01,16.0 
PC,RENT_MKT,IT,2006-01-01,16.9 
PC,RENT_MKT,IT,2007-01-01,13.8 
PC,RENT_MKT,IT,2008-01-01,15.5 
PC,RENT_MKT,IT,2009-01-01,13.7 
PC,RENT_MKT,IT,2010-01-01,15.7 
PC,RENT_MKT,IT,2011-01-01,17.5 
PC,RENT_MKT,IT,2012-01-01,16.8 
PC,RENT_MKT,IT,2013-01-01,16.2 
PC,RENT_MKT,IT,2014-01-01,19.1 
PC,RENT_MKT,IT,2015-01-01,18.6 
PC,RENT_MKT,IT,2016-01-01,14.8 
PC,RENT_MKT,IT,2017-01-01,11.1 
PC,RENT_MKT,LT,2005-01-01,30.5 
PC,RENT_MKT,LT,2006-01-01,22.2 
PC,RENT_MKT,LT,2007-01-01,12.9 
PC,RENT_MKT,LT,2008-01-01,49.6 
PC,RENT_MKT,LT,2009-01-01,35.0 
PC,RENT_MKT,LT,2010-01-01,6.3 
PC,RENT_MKT,LT,2011-01-01,17.9 b
PC,RENT_MKT,LT,2012-01-01,8.1 
PC,RENT_MKT,LT,2013-01-01,28.9 
PC,RENT_MKT,LT,2014-01-01,3.2 
PC,RENT_MKT,LT,2015-01-01,28.7 
PC,RENT_MKT,LT,2016-01-01,5.7 
PC,RENT_MKT,LT,2017-01-01,12.9 
PC,RENT_MKT,LU,2005-01-01,: 
PC,RENT_MKT,LU,2006-01-01,: 
PC,RENT_MKT,LU,2007-01-01,7.8 
PC,RENT_MKT,LU,2008-01-01,7.8 
PC,RENT_MKT,LU,2009-01-01,5.4 
PC,RENT_MKT,LU,2010-01-01,6.6 
PC,RENT_MKT,LU,2011-01-01,4.5 
PC,RENT_MKT,LU,2012-01-01,6.0 
PC,RENT_MKT,LU,2013-01-01,5.9 
PC,RENT_MKT,LU,2014-01-01,5.7 
PC,RENT_MKT,LU,2015-01-01,6.0 
PC,RENT_MKT,LU,2016-01-01,6.6 b
PC,RENT_MKT,LU,2017-01-01,5.8 
PC,RENT_MKT,LV,2005-01-01,: 
PC,RENT_MKT,LV,2006-01-01,: 
PC,RENT_MKT,LV,2007-01-01,40.0 
PC,RENT_MKT,LV,2008-01-01,37.0 b
PC,RENT_MKT,LV,2009-01-01,35.3 
PC,RENT_MKT,LV,2010-01-01,33.7 
PC,RENT_MKT,LV,2011-01-01,27.5 
PC,RENT_MKT,LV,2012-01-01,29.9 
PC,RENT_MKT,LV,2013-01-01,23.1 
PC,RENT_MKT,LV,2014-01-01,28.3 
PC,RENT_MKT,LV,2015-01-01,26.7 
PC,RENT_MKT,LV,2016-01-01,25.8 
PC,RENT_MKT,LV,2017-01-01,24.7 
PC,RENT_MKT,MK,2005-01-01,: 
PC,RENT_MKT,MK,2006-01-01,: 
PC,RENT_MKT,MK,2007-01-01,: 
PC,RENT_MKT,MK,2008-01-01,: 
PC,RENT_MKT,MK,2009-01-01,: 
PC,RENT_MKT,MK,2010-01-01,: 
PC,RENT_MKT,MK,2011-01-01,: 
PC,RENT_MKT,MK,2012-01-01,5.8 
PC,RENT_MKT,MK,2013-01-01,18.8 
PC,RENT_MKT,MK,2014-01-01,18.5 b
PC,RENT_MKT,MK,2015-01-01,3.1 
PC,RENT_MKT,MK,2016-01-01,13.1 
PC,RENT_MKT,MK,2017-01-01,: 
PC,RENT_MKT,MT,2005-01-01,1.7 
PC,RENT_MKT,MT,2006-01-01,2.2 
PC,RENT_MKT,MT,2007-01-01,0.0 
PC,RENT_MKT,MT,2008-01-01,0.0 
PC,RENT_MKT,MT,2009-01-01,2.1 
PC,RENT_MKT,MT,2010-01-01,4.0 
PC,RENT_MKT,MT,2011-01-01,8.6 
PC,RENT_MKT,MT,2012-01-01,3.4 
PC,RENT_MKT,MT,2013-01-01,4.9 
PC,RENT_MKT,MT,2014-01-01,8.0 
PC,RENT_MKT,MT,2015-01-01,4.1 
PC,RENT_MKT,MT,2016-01-01,10.1 
PC,RENT_MKT,MT,2017-01-01,4.1 
PC,RENT_MKT,NL,2005-01-01,1.3 
PC,RENT_MKT,NL,2006-01-01,1.2 
PC,RENT_MKT,NL,2007-01-01,2.0 
PC,RENT_MKT,NL,2008-01-01,1.3 
PC,RENT_MKT,NL,2009-01-01,1.1 
PC,RENT_MKT,NL,2010-01-01,1.2 
PC,RENT_MKT,NL,2011-01-01,1.0 
PC,RENT_MKT,NL,2012-01-01,1.9 
PC,RENT_MKT,NL,2013-01-01,2.1 
PC,RENT_MKT,NL,2014-01-01,1.6 
PC,RENT_MKT,NL,2015-01-01,2.4 
PC,RENT_MKT,NL,2016-01-01,3.3 b
PC,RENT_MKT,NL,2017-01-01,2.2 
PC,RENT_MKT,NO,2005-01-01,6.9 
PC,RENT_MKT,NO,2006-01-01,8.2 
PC,RENT_MKT,NO,2007-01-01,6.0 
PC,RENT_MKT,NO,2008-01-01,7.2 
PC,RENT_MKT,NO,2009-01-01,3.4 
PC,RENT_MKT,NO,2010-01-01,7.7 
PC,RENT_MKT,NO,2011-01-01,5.0 
PC,RENT_MKT,NO,2012-01-01,6.1 
PC,RENT_MKT,NO,2013-01-01,5.8 
PC,RENT_MKT,NO,2014-01-01,4.0 
PC,RENT_MKT,NO,2015-01-01,2.6 
PC,RENT_MKT,NO,2016-01-01,5.3 
PC,RENT_MKT,NO,2017-01-01,4.0 
PC,RENT_MKT,PL,2005-01-01,: 
PC,RENT_MKT,PL,2006-01-01,: 
PC,RENT_MKT,PL,2007-01-01,43.5 
PC,RENT_MKT,PL,2008-01-01,32.7 
PC,RENT_MKT,PL,2009-01-01,27.8 
PC,RENT_MKT,PL,2010-01-01,22.3 
PC,RENT_MKT,PL,2011-01-01,22.8 
PC,RENT_MKT,PL,2012-01-01,20.8 
PC,RENT_MKT,PL,2013-01-01,18.4 
PC,RENT_MKT,PL,2014-01-01,14.2 
PC,RENT_MKT,PL,2015-01-01,19.8 
PC,RENT_MKT,PL,2016-01-01,19.5 
PC,RENT_MKT,PL,2017-01-01,15.9 
PC,RENT_MKT,PT,2005-01-01,18.5 
PC,RENT_MKT,PT,2006-01-01,16.8 
PC,RENT_MKT,PT,2007-01-01,15.3 
PC,RENT_MKT,PT,2008-01-01,14.4 
PC,RENT_MKT,PT,2009-01-01,12.5 
PC,RENT_MKT,PT,2010-01-01,15.6 
PC,RENT_MKT,PT,2011-01-01,9.5 
PC,RENT_MKT,PT,2012-01-01,10.6 
PC,RENT_MKT,PT,2013-01-01,10.5 
PC,RENT_MKT,PT,2014-01-01,10.1 
PC,RENT_MKT,PT,2015-01-01,8.0 
PC,RENT_MKT,PT,2016-01-01,9.0 
PC,RENT_MKT,PT,2017-01-01,6.5 
PC,RENT_MKT,RO,2005-01-01,: 
PC,RENT_MKT,RO,2006-01-01,: 
PC,RENT_MKT,RO,2007-01-01,38.3 
PC,RENT_MKT,RO,2008-01-01,30.4 
PC,RENT_MKT,RO,2009-01-01,35.1 
PC,RENT_MKT,RO,2010-01-01,30.3 
PC,RENT_MKT,RO,2011-01-01,25.2 
PC,RENT_MKT,RO,2012-01-01,19.0 
PC,RENT_MKT,RO,2013-01-01,21.2 
PC,RENT_MKT,RO,2014-01-01,32.8 
PC,RENT_MKT,RO,2015-01-01,53.0 
PC,RENT_MKT,RO,2016-01-01,46.0 
PC,RENT_MKT,RO,2017-01-01,27.2 
PC,RENT_MKT,RS,2005-01-01,: 
PC,RENT_MKT,RS,2006-01-01,: 
PC,RENT_MKT,RS,2007-01-01,: 
PC,RENT_MKT,RS,2008-01-01,: 
PC,RENT_MKT,RS,2009-01-01,: 
PC,RENT_MKT,RS,2010-01-01,: 
PC,RENT_MKT,RS,2011-01-01,: 
PC,RENT_MKT,RS,2012-01-01,: 
PC,RENT_MKT,RS,2013-01-01,21.2 
PC,RENT_MKT,RS,2014-01-01,18.9 
PC,RENT_MKT,RS,2015-01-01,16.6 
PC,RENT_MKT,RS,2016-01-01,10.7 
PC,RENT_MKT,RS,2017-01-01,: 
PC,RENT_MKT,SE,2005-01-01,2.3 
PC,RENT_MKT,SE,2006-01-01,3.6 
PC,RENT_MKT,SE,2007-01-01,2.8 
PC,RENT_MKT,SE,2008-01-01,3.5 b
PC,RENT_MKT,SE,2009-01-01,3.4 
PC,RENT_MKT,SE,2010-01-01,4.3 
PC,RENT_MKT,SE,2011-01-01,4.5 
PC,RENT_MKT,SE,2012-01-01,3.7 
PC,RENT_MKT,SE,2013-01-01,4.1 
PC,RENT_MKT,SE,2014-01-01,5.0 
PC,RENT_MKT,SE,2015-01-01,6.8 
PC,RENT_MKT,SE,2016-01-01,6.7 
PC,RENT_MKT,SE,2017-01-01,6.1 
PC,RENT_MKT,SI,2005-01-01,30.6 
PC,RENT_MKT,SI,2006-01-01,31.5 
PC,RENT_MKT,SI,2007-01-01,29.0 
PC,RENT_MKT,SI,2008-01-01,42.0 
PC,RENT_MKT,SI,2009-01-01,48.5 
PC,RENT_MKT,SI,2010-01-01,39.7 
PC,RENT_MKT,SI,2011-01-01,29.2 b
PC,RENT_MKT,SI,2012-01-01,30.5 
PC,RENT_MKT,SI,2013-01-01,18.9 
PC,RENT_MKT,SI,2014-01-01,18.8 
PC,RENT_MKT,SI,2015-01-01,18.9 
PC,RENT_MKT,SI,2016-01-01,12.2 
PC,RENT_MKT,SI,2017-01-01,15.0 
PC,RENT_MKT,SK,2005-01-01,6.1 
PC,RENT_MKT,SK,2006-01-01,8.6 
PC,RENT_MKT,SK,2007-01-01,6.3 
PC,RENT_MKT,SK,2008-01-01,11.3 b
PC,RENT_MKT,SK,2009-01-01,11.7 
PC,RENT_MKT,SK,2010-01-01,10.1 
PC,RENT_MKT,SK,2011-01-01,12.1 
PC,RENT_MKT,SK,2012-01-01,12.3 
PC,RENT_MKT,SK,2013-01-01,9.1 
PC,RENT_MKT,SK,2014-01-01,9.4 
PC,RENT_MKT,SK,2015-01-01,7.6 
PC,RENT_MKT,SK,2016-01-01,6.0 
PC,RENT_MKT,SK,2017-01-01,11.1 
PC,RENT_MKT,TR,2005-01-01,: 
PC,RENT_MKT,TR,2006-01-01,29.6 
PC,RENT_MKT,TR,2007-01-01,27.1 
PC,RENT_MKT,TR,2008-01-01,25.9 
PC,RENT_MKT,TR,2009-01-01,29.9 
PC,RENT_MKT,TR,2010-01-01,27.5 
PC,RENT_MKT,TR,2011-01-01,25.6 
PC,RENT_MKT,TR,2012-01-01,24.1 
PC,RENT_MKT,TR,2013-01-01,24.7 
PC,RENT_MKT,TR,2014-01-01,25.6 
PC,RENT_MKT,TR,2015-01-01,24.0 
PC,RENT_MKT,TR,2016-01-01,: 
PC,RENT_MKT,TR,2017-01-01,: 
PC,RENT_MKT,UK,2005-01-01,5.8 
PC,RENT_MKT,UK,2006-01-01,6.9 
PC,RENT_MKT,UK,2007-01-01,4.2 
PC,RENT_MKT,UK,2008-01-01,5.7 
PC,RENT_MKT,UK,2009-01-01,6.6 
PC,RENT_MKT,UK,2010-01-01,8.6 
PC,RENT_MKT,UK,2011-01-01,4.7 
PC,RENT_MKT,UK,2012-01-01,4.2 b
PC,RENT_MKT,UK,2013-01-01,5.0 
PC,RENT_MKT,UK,2014-01-01,4.5 
PC,RENT_MKT,UK,2015-01-01,4.8 
PC,RENT_MKT,UK,2016-01-01,5.2 
PC,RENT_MKT,UK,2017-01-01,: 
