currency,partner,sector10,sectpart,s_adj,stk_flow,bop_item,geo\time,date,value
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2016-01-01,873.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2016-04-01,809.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2016-07-01,1491.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2016-10-01,960.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2017-01-01,-190.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2017-04-01,365.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2017-07-01,1979.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2017-10-01,6.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2018-01-01,409.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,BG,2018-04-01,449.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2015-07-01,17737.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2015-10-01,2006.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2016-01-01,7260.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2016-04-01,-4757.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2016-07-01,32167.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2016-10-01,27723.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2017-01-01,11099.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2017-04-01,25382.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2017-07-01,-619.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2017-10-01,454.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2018-01-01,21367.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CH,2018-04-01,8493.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2015-07-01,962.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2015-10-01,-749.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2016-01-01,511.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2016-04-01,-1045.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2016-07-01,513.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2016-10-01,-845.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2017-01-01,-812.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2017-04-01,170.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2017-07-01,548.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2017-10-01,-1005.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2018-01-01,196.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CY,2018-04-01,-268.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2015-07-01,-559.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2015-10-01,1506.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2016-01-01,4614.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2016-04-01,-534.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2016-07-01,-121.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2016-10-01,363.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2017-01-01,3572.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2017-04-01,1164.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2017-07-01,-98.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2017-10-01,-301.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2018-01-01,1792.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,CZ,2018-04-01,-523.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2015-07-01,68864.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2015-10-01,68701.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2016-01-01,40617.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2016-04-01,62621.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2016-07-01,59558.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2016-10-01,94897.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2017-01-01,67316.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2017-04-01,72061.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2017-07-01,54979.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2017-10-01,85610.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2018-01-01,69348.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DE,2018-04-01,70452.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2015-07-01,273.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2015-10-01,2767.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2016-01-01,3757.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2016-04-01,3174.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2016-07-01,3142.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2016-10-01,4258.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2017-01-01,7771.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2017-04-01,1239.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2017-07-01,6403.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2017-10-01,5607.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2018-01-01,668.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,DK,2018-04-01,3542.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2015-07-01,76382.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2015-10-01,118901.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2016-01-01,59448.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2016-04-01,77714.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2016-07-01,112909.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2016-10-01,94697.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2017-01-01,49591.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2017-04-01,110153.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2017-07-01,116381.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2017-10-01,119278.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2018-01-01,125386.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EA19,2018-04-01,83844.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2015-07-01,251.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2015-10-01,202.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2016-01-01,-118.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2016-04-01,95.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2016-07-01,192.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2016-10-01,111.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2017-01-01,250.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2017-04-01,168.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2017-07-01,171.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2017-10-01,418.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2018-01-01,-13.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EE,2018-04-01,36.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2015-07-01,4548.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2015-10-01,1049.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2016-01-01,-1462.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2016-04-01,-409.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2016-07-01,2875.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2016-10-01,-1742.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2017-01-01,-2694.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2017-04-01,-744.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2017-07-01,4449.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2017-10-01,-1799.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2018-01-01,-2286.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EL,2018-04-01,-1037.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2015-07-01,5315.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2015-10-01,15831.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2016-01-01,-4712.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2016-04-01,6111.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2016-07-01,7960.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2016-10-01,15464.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2017-01-01,-5428.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2017-04-01,2171.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2017-07-01,7598.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2017-10-01,17195.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2018-01-01,551.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ES,2018-04-01,5973.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2015-07-01,100762.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2015-10-01,95536.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2016-01-01,99760.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2016-04-01,33166.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2016-07-01,183884.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2016-10-01,-62456.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2017-01-01,67475.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2017-04-01,149836.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2017-07-01,166813.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2017-10-01,6666.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2018-01-01,90663.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,EU28,2018-04-01,-61585.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2015-07-01,124.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2015-10-01,-8251.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2016-01-01,-8386.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2016-04-01,-643.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2016-07-01,-5561.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2016-10-01,2092.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2017-01-01,3635.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2017-04-01,3884.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2017-07-01,-6591.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2017-10-01,-5652.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2018-01-01,111.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FI,2018-04-01,-3711.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2015-07-01,-6664.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2015-10-01,9393.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2016-01-01,-28037.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2016-04-01,15369.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2016-07-01,-14556.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2016-10-01,14241.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2017-01-01,-28381.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2017-04-01,-3616.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2017-07-01,9964.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2017-10-01,-9844.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2018-01-01,-15192.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,FR,2018-04-01,-23757.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2015-07-01,2652.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2015-10-01,-53.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2016-01-01,-1099.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2016-04-01,387.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2016-07-01,2344.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2016-10-01,-281.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2017-01-01,-1032.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2017-04-01,589.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2017-07-01,2725.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2017-10-01,-435.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2018-01-01,-1217.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HR,2018-04-01,849.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2015-07-01,1185.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2015-10-01,2671.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2016-01-01,670.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2016-04-01,2358.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2016-07-01,841.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2016-10-01,50.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2017-01-01,23.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2017-04-01,2481.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2017-07-01,-708.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2017-10-01,537.4 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2018-01-01,1198.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,HU,2018-04-01,347.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2015-07-01,6773.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2015-10-01,-4890.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2016-01-01,7181.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2016-04-01,-11634.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2016-07-01,-7433.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2016-10-01,3438.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2017-01-01,-19412.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2017-04-01,-3789.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2017-07-01,11714.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2017-10-01,16208.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2018-01-01,13693.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IE,2018-04-01,14545.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2015-07-01,370.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2015-10-01,160.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2016-01-01,-172.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2016-04-01,581.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2016-07-01,502.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2016-10-01,827.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2017-01-01,-63.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2017-04-01,57.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2017-07-01,609.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2017-10-01,50.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2018-01-01,463.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IS,2018-04-01,120.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2015-07-01,12827.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2015-10-01,23122.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2016-01-01,-3991.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2016-04-01,27666.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2016-07-01,19249.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2016-10-01,22535.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2017-01-01,968.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2017-04-01,18581.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2017-07-01,24792.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2017-10-01,17763.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2018-01-01,5420.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,IT,2018-04-01,5279.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2015-07-01,377.8 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2015-10-01,726.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2016-01-01,-811.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2016-04-01,-185.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2016-07-01,311.2 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2016-10-01,747.7 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2017-01-01,-302.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2017-04-01,9.6 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2017-07-01,412.3 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2017-10-01,1125.1 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2018-01-01,-369.9 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LT,2018-04-01,233.5 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2015-07-01,3043.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2015-10-01,816.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2016-01-01,417.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2016-04-01,-332.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2016-07-01,2546.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2016-10-01,-555.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2017-01-01,2400.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2017-04-01,-402.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2017-07-01,349.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2017-10-01,166.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2018-01-01,2473.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LU,2018-04-01,-942.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2015-07-01,36.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2015-10-01,128.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2016-01-01,380.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2016-04-01,40.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2016-07-01,93.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2016-10-01,158.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2017-01-01,278.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2017-04-01,91.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2017-07-01,-211.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2017-10-01,184.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2018-01-01,478.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,LV,2018-04-01,465.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ME,2015-07-01,115.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ME,2015-10-01,-169.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ME,2016-01-01,-114.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ME,2016-04-01,-193.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ME,2016-07-01,78.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ME,2016-10-01,-301.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ME,2017-01-01,-247.0 
MIO_EUR,WRL_REST,S1,S1,NSA,NET,FA,ME,2017-04-01,-187.0 
