unit,co_nco,na_item,finpos,sector,geotime,date,value
MIO_NAC,CO,F3,LIAB,S11,FI,2007-01-01,22285
MIO_NAC,CO,F3,LIAB,S11,FI,2008-01-01,14312
MIO_NAC,CO,F3,LIAB,S11,FI,2009-01-01,20634
MIO_NAC,CO,F3,LIAB,S11,FI,2010-01-01,27242
MIO_NAC,CO,F3,LIAB,S11,FI,2011-01-01,27846
MIO_NAC,CO,F3,LIAB,S11,FI,2012-01-01,
MIO_NAC,CO,F3,LIAB,S11,FI,2013-01-01,
MIO_NAC,CO,F3,LIAB,S11,FI,2014-01-01,
MIO_NAC,CO,F3,LIAB,S11,FI,2015-01-01,
MIO_NAC,CO,F3,LIAB,S11,FI,2016-01-01,32091
MIO_NAC,CO,F3,LIAB,S11,FI,2017-01-01,30601
MIO_NAC,CO,F3,LIAB,S11,FR,1995-01-01,139649
MIO_NAC,CO,F3,LIAB,S11,FR,1996-01-01,151680
MIO_NAC,CO,F3,LIAB,S11,FR,1997-01-01,159494
MIO_NAC,CO,F3,LIAB,S11,FR,1998-01-01,175493
MIO_NAC,CO,F3,LIAB,S11,FR,1999-01-01,200771
MIO_NAC,CO,F3,LIAB,S11,FR,2000-01-01,233742
MIO_NAC,CO,F3,LIAB,S11,FR,2001-01-01,288039
MIO_NAC,CO,F3,LIAB,S11,FR,2002-01-01,282832
MIO_NAC,CO,F3,LIAB,S11,FR,2003-01-01,305303
MIO_NAC,CO,F3,LIAB,S11,FR,2004-01-01,301879
MIO_NAC,CO,F3,LIAB,S11,FR,2005-01-01,301128
MIO_NAC,CO,F3,LIAB,S11,FR,2006-01-01,295051
MIO_NAC,CO,F3,LIAB,S11,FR,2007-01-01,258859
MIO_NAC,CO,F3,LIAB,S11,FR,2008-01-01,281579
MIO_NAC,CO,F3,LIAB,S11,FR,2009-01-01,349262
MIO_NAC,CO,F3,LIAB,S11,FR,2010-01-01,380734
MIO_NAC,CO,F3,LIAB,S11,FR,2011-01-01,406325
MIO_NAC,CO,F3,LIAB,S11,FR,2012-01-01,
MIO_NAC,CO,F3,LIAB,S11,FR,2013-01-01,
MIO_NAC,CO,F3,LIAB,S11,FR,2014-01-01,
MIO_NAC,CO,F3,LIAB,S11,FR,2015-01-01,
MIO_NAC,CO,F3,LIAB,S11,FR,2016-01-01,639393
MIO_NAC,CO,F3,LIAB,S11,FR,2017-01-01,648208
MIO_NAC,CO,F3,LIAB,S11,HR,1995-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,1996-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,1997-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,1998-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,1999-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,2000-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,2001-01-01,1727
MIO_NAC,CO,F3,LIAB,S11,HR,2002-01-01,3919
MIO_NAC,CO,F3,LIAB,S11,HR,2003-01-01,3915
MIO_NAC,CO,F3,LIAB,S11,HR,2004-01-01,4160
MIO_NAC,CO,F3,LIAB,S11,HR,2005-01-01,4124
MIO_NAC,CO,F3,LIAB,S11,HR,2006-01-01,5798
MIO_NAC,CO,F3,LIAB,S11,HR,2007-01-01,9630
MIO_NAC,CO,F3,LIAB,S11,HR,2008-01-01,9716
MIO_NAC,CO,F3,LIAB,S11,HR,2009-01-01,11030
MIO_NAC,CO,F3,LIAB,S11,HR,2010-01-01,9923
MIO_NAC,CO,F3,LIAB,S11,HR,2011-01-01,10382
MIO_NAC,CO,F3,LIAB,S11,HR,2012-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,2013-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,2014-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,2015-01-01,
MIO_NAC,CO,F3,LIAB,S11,HR,2016-01-01,16506
MIO_NAC,CO,F3,LIAB,S11,HR,2017-01-01,12707
MIO_NAC,CO,F3,LIAB,S11,HU,1995-01-01,88937
MIO_NAC,CO,F3,LIAB,S11,HU,1996-01-01,102816
MIO_NAC,CO,F3,LIAB,S11,HU,1997-01-01,113218
MIO_NAC,CO,F3,LIAB,S11,HU,1998-01-01,113087
MIO_NAC,CO,F3,LIAB,S11,HU,1999-01-01,109011
MIO_NAC,CO,F3,LIAB,S11,HU,2000-01-01,97873
MIO_NAC,CO,F3,LIAB,S11,HU,2001-01-01,103514
MIO_NAC,CO,F3,LIAB,S11,HU,2002-01-01,116008
MIO_NAC,CO,F3,LIAB,S11,HU,2003-01-01,107365
MIO_NAC,CO,F3,LIAB,S11,HU,2004-01-01,74802
MIO_NAC,CO,F3,LIAB,S11,HU,2005-01-01,271898
MIO_NAC,CO,F3,LIAB,S11,HU,2006-01-01,326100
MIO_NAC,CO,F3,LIAB,S11,HU,2007-01-01,336574
MIO_NAC,CO,F3,LIAB,S11,HU,2008-01-01,355141
MIO_NAC,CO,F3,LIAB,S11,HU,2009-01-01,319157
MIO_NAC,CO,F3,LIAB,S11,HU,2010-01-01,536661
MIO_NAC,CO,F3,LIAB,S11,HU,2011-01-01,584652
MIO_NAC,CO,F3,LIAB,S11,HU,2012-01-01,
MIO_NAC,CO,F3,LIAB,S11,HU,2013-01-01,
MIO_NAC,CO,F3,LIAB,S11,HU,2014-01-01,
MIO_NAC,CO,F3,LIAB,S11,HU,2015-01-01,
MIO_NAC,CO,F3,LIAB,S11,HU,2016-01-01,713468
MIO_NAC,CO,F3,LIAB,S11,HU,2017-01-01,562754
MIO_NAC,CO,F3,LIAB,S11,IE,1995-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,1996-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,1997-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,1998-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,1999-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,2000-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,2001-01-01,1994
MIO_NAC,CO,F3,LIAB,S11,IE,2002-01-01,2496
MIO_NAC,CO,F3,LIAB,S11,IE,2003-01-01,4110
MIO_NAC,CO,F3,LIAB,S11,IE,2004-01-01,6857
MIO_NAC,CO,F3,LIAB,S11,IE,2005-01-01,7828
MIO_NAC,CO,F3,LIAB,S11,IE,2006-01-01,7683
MIO_NAC,CO,F3,LIAB,S11,IE,2007-01-01,6951
MIO_NAC,CO,F3,LIAB,S11,IE,2008-01-01,4590
MIO_NAC,CO,F3,LIAB,S11,IE,2009-01-01,6677
MIO_NAC,CO,F3,LIAB,S11,IE,2010-01-01,9114
MIO_NAC,CO,F3,LIAB,S11,IE,2011-01-01,8241
MIO_NAC,CO,F3,LIAB,S11,IE,2012-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,2013-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,2014-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,2015-01-01,
MIO_NAC,CO,F3,LIAB,S11,IE,2016-01-01,21334
MIO_NAC,CO,F3,LIAB,S11,IE,2017-01-01,17336
MIO_NAC,CO,F3,LIAB,S11,IT,1995-01-01,16009
MIO_NAC,CO,F3,LIAB,S11,IT,1996-01-01,19459
MIO_NAC,CO,F3,LIAB,S11,IT,1997-01-01,20234
MIO_NAC,CO,F3,LIAB,S11,IT,1998-01-01,23447
MIO_NAC,CO,F3,LIAB,S11,IT,1999-01-01,18541
MIO_NAC,CO,F3,LIAB,S11,IT,2000-01-01,18067
MIO_NAC,CO,F3,LIAB,S11,IT,2001-01-01,32161
MIO_NAC,CO,F3,LIAB,S11,IT,2002-01-01,41625
MIO_NAC,CO,F3,LIAB,S11,IT,2003-01-01,44084
MIO_NAC,CO,F3,LIAB,S11,IT,2004-01-01,56823
MIO_NAC,CO,F3,LIAB,S11,IT,2005-01-01,57392
MIO_NAC,CO,F3,LIAB,S11,IT,2006-01-01,66154
MIO_NAC,CO,F3,LIAB,S11,IT,2007-01-01,67819
