unit,airsect,airpol,geotime,date,value
PC,SE1_RD_NRD,NOX,CZ,1994-01-01,187
PC,SE1_RD_NRD,NOX,CZ,1995-01-01,156
PC,SE1_RD_NRD,NOX,CZ,1996-01-01,139
PC,SE1_RD_NRD,NOX,CZ,1997-01-01,124
PC,SE1_RD_NRD,NOX,CZ,1998-01-01,131
PC,SE1_RD_NRD,NOX,CZ,1999-01-01,115
PC,SE1_RD_NRD,NOX,CZ,2000-01-01,
PC,SE1_RD_NRD,NOX,CZ,2001-01-01,
PC,SE1_RD_NRD,NOX,CZ,2002-01-01,
PC,SE1_RD_NRD,NOX,CZ,2003-01-01,
PC,SE1_RD_NRD,NOX,CZ,2004-01-01,
PC,SE1_RD_NRD,NOX,CZ,2005-01-01,
PC,SE1_RD_NRD,NOX,CZ,2006-01-01,
PC,SE1_RD_NRD,NOX,CZ,2007-01-01,
PC,SE1_RD_NRD,NOX,CZ,2008-01-01,
PC,SE1_RD_NRD,NOX,CZ,2009-01-01,
PC,SE1_RD_NRD,NOX,CZ,2010-01-01,
PC,SE1_RD_NRD,NOX,CZ,2011-01-01,
PC,SE1_RD_NRD,NOX,CZ,2012-01-01,
PC,SE1_RD_NRD,NOX,CZ,2013-01-01,
PC,SE1_RD_NRD,NOX,CZ,2014-01-01,
PC,SE1_RD_NRD,NOX,CZ,2015-01-01,
PC,SE1_RD_NRD,NOX,CZ,2016-01-01,
PC,SE1_RD_NRD,NOX,DE,1990-01-01,131
PC,SE1_RD_NRD,NOX,DE,1991-01-01,123
PC,SE1_RD_NRD,NOX,DE,1992-01-01,124
PC,SE1_RD_NRD,NOX,DE,1993-01-01,121
PC,SE1_RD_NRD,NOX,DE,1994-01-01,111
PC,SE1_RD_NRD,NOX,DE,1995-01-01,110
PC,SE1_RD_NRD,NOX,DE,1996-01-01,106
PC,SE1_RD_NRD,NOX,DE,1997-01-01,103
PC,SE1_RD_NRD,NOX,DE,1998-01-01,103
PC,SE1_RD_NRD,NOX,DE,1999-01-01,103
PC,SE1_RD_NRD,NOX,DE,2000-01-01,
PC,SE1_RD_NRD,NOX,DE,2001-01-01,
PC,SE1_RD_NRD,NOX,DE,2002-01-01,
PC,SE1_RD_NRD,NOX,DE,2003-01-01,
PC,SE1_RD_NRD,NOX,DE,2004-01-01,
PC,SE1_RD_NRD,NOX,DE,2005-01-01,
PC,SE1_RD_NRD,NOX,DE,2006-01-01,
PC,SE1_RD_NRD,NOX,DE,2007-01-01,
PC,SE1_RD_NRD,NOX,DE,2008-01-01,
PC,SE1_RD_NRD,NOX,DE,2009-01-01,
PC,SE1_RD_NRD,NOX,DE,2010-01-01,
PC,SE1_RD_NRD,NOX,DE,2011-01-01,
PC,SE1_RD_NRD,NOX,DE,2012-01-01,
PC,SE1_RD_NRD,NOX,DE,2013-01-01,
PC,SE1_RD_NRD,NOX,DE,2014-01-01,
PC,SE1_RD_NRD,NOX,DE,2015-01-01,
PC,SE1_RD_NRD,NOX,DE,2016-01-01,
PC,SE1_RD_NRD,NOX,DK,1990-01-01,125
PC,SE1_RD_NRD,NOX,DK,1991-01-01,130
PC,SE1_RD_NRD,NOX,DK,1992-01-01,128
PC,SE1_RD_NRD,NOX,DK,1993-01-01,125
PC,SE1_RD_NRD,NOX,DK,1994-01-01,124
PC,SE1_RD_NRD,NOX,DK,1995-01-01,120
PC,SE1_RD_NRD,NOX,DK,1996-01-01,117
PC,SE1_RD_NRD,NOX,DK,1997-01-01,111
PC,SE1_RD_NRD,NOX,DK,1998-01-01,106
PC,SE1_RD_NRD,NOX,DK,1999-01-01,101
PC,SE1_RD_NRD,NOX,DK,2000-01-01,
PC,SE1_RD_NRD,NOX,DK,2001-01-01,
PC,SE1_RD_NRD,NOX,DK,2002-01-01,
PC,SE1_RD_NRD,NOX,DK,2003-01-01,
PC,SE1_RD_NRD,NOX,DK,2004-01-01,
PC,SE1_RD_NRD,NOX,DK,2005-01-01,
PC,SE1_RD_NRD,NOX,DK,2006-01-01,
PC,SE1_RD_NRD,NOX,DK,2007-01-01,
PC,SE1_RD_NRD,NOX,DK,2008-01-01,
PC,SE1_RD_NRD,NOX,DK,2009-01-01,
PC,SE1_RD_NRD,NOX,DK,2010-01-01,
PC,SE1_RD_NRD,NOX,DK,2011-01-01,
PC,SE1_RD_NRD,NOX,DK,2012-01-01,
PC,SE1_RD_NRD,NOX,DK,2013-01-01,
PC,SE1_RD_NRD,NOX,DK,2014-01-01,
PC,SE1_RD_NRD,NOX,DK,2015-01-01,
PC,SE1_RD_NRD,NOX,DK,2016-01-01,
PC,SE1_RD_NRD,NOX,EE,1990-01-01,157
PC,SE1_RD_NRD,NOX,EE,1991-01-01,144
PC,SE1_RD_NRD,NOX,EE,1992-01-01,73
PC,SE1_RD_NRD,NOX,EE,1993-01-01,80
PC,SE1_RD_NRD,NOX,EE,1994-01-01,100
PC,SE1_RD_NRD,NOX,EE,1995-01-01,99
PC,SE1_RD_NRD,NOX,EE,1996-01-01,103
PC,SE1_RD_NRD,NOX,EE,1997-01-01,107
PC,SE1_RD_NRD,NOX,EE,1998-01-01,113
PC,SE1_RD_NRD,NOX,EE,1999-01-01,101
PC,SE1_RD_NRD,NOX,EE,2000-01-01,
PC,SE1_RD_NRD,NOX,EE,2001-01-01,
PC,SE1_RD_NRD,NOX,EE,2002-01-01,
PC,SE1_RD_NRD,NOX,EE,2003-01-01,
PC,SE1_RD_NRD,NOX,EE,2004-01-01,
PC,SE1_RD_NRD,NOX,EE,2005-01-01,
PC,SE1_RD_NRD,NOX,EE,2006-01-01,
PC,SE1_RD_NRD,NOX,EE,2007-01-01,
PC,SE1_RD_NRD,NOX,EE,2008-01-01,
PC,SE1_RD_NRD,NOX,EE,2009-01-01,
PC,SE1_RD_NRD,NOX,EE,2010-01-01,
PC,SE1_RD_NRD,NOX,EE,2011-01-01,
PC,SE1_RD_NRD,NOX,EE,2012-01-01,
PC,SE1_RD_NRD,NOX,EE,2013-01-01,
PC,SE1_RD_NRD,NOX,EE,2014-01-01,
PC,SE1_RD_NRD,NOX,EE,2015-01-01,
PC,SE1_RD_NRD,NOX,EE,2016-01-01,
PC,SE1_RD_NRD,NOX,EL,1990-01-01,104
PC,SE1_RD_NRD,NOX,EL,1991-01-01,100
PC,SE1_RD_NRD,NOX,EL,1992-01-01,101
PC,SE1_RD_NRD,NOX,EL,1993-01-01,101
PC,SE1_RD_NRD,NOX,EL,1994-01-01,103
PC,SE1_RD_NRD,NOX,EL,1995-01-01,98
PC,SE1_RD_NRD,NOX,EL,1996-01-01,96
PC,SE1_RD_NRD,NOX,EL,1997-01-01,101
PC,SE1_RD_NRD,NOX,EL,1998-01-01,114
PC,SE1_RD_NRD,NOX,EL,1999-01-01,115
PC,SE1_RD_NRD,NOX,EL,2000-01-01,
PC,SE1_RD_NRD,NOX,EL,2001-01-01,
PC,SE1_RD_NRD,NOX,EL,2002-01-01,
PC,SE1_RD_NRD,NOX,EL,2003-01-01,
PC,SE1_RD_NRD,NOX,EL,2004-01-01,
PC,SE1_RD_NRD,NOX,EL,2005-01-01,
PC,SE1_RD_NRD,NOX,EL,2006-01-01,
PC,SE1_RD_NRD,NOX,EL,2007-01-01,
PC,SE1_RD_NRD,NOX,EL,2008-01-01,
PC,SE1_RD_NRD,NOX,EL,2009-01-01,
PC,SE1_RD_NRD,NOX,EL,2010-01-01,
PC,SE1_RD_NRD,NOX,EL,2011-01-01,
PC,SE1_RD_NRD,NOX,EL,2012-01-01,
PC,SE1_RD_NRD,NOX,EL,2013-01-01,
PC,SE1_RD_NRD,NOX,EL,2014-01-01,
PC,SE1_RD_NRD,NOX,EL,2015-01-01,
PC,SE1_RD_NRD,NOX,EL,2016-01-01,
PC,SE1_RD_NRD,NOX,ES,1990-01-01,114
PC,SE1_RD_NRD,NOX,ES,1991-01-01,121
PC,SE1_RD_NRD,NOX,ES,1992-01-01,129
PC,SE1_RD_NRD,NOX,ES,1993-01-01,125
PC,SE1_RD_NRD,NOX,ES,1994-01-01,122
PC,SE1_RD_NRD,NOX,ES,1995-01-01,115
PC,SE1_RD_NRD,NOX,ES,1996-01-01,112
PC,SE1_RD_NRD,NOX,ES,1997-01-01,103
PC,SE1_RD_NRD,NOX,ES,1998-01-01,103
PC,SE1_RD_NRD,NOX,ES,1999-01-01,100
PC,SE1_RD_NRD,NOX,ES,2000-01-01,
PC,SE1_RD_NRD,NOX,ES,2001-01-01,
PC,SE1_RD_NRD,NOX,ES,2002-01-01,
PC,SE1_RD_NRD,NOX,ES,2003-01-01,
PC,SE1_RD_NRD,NOX,ES,2004-01-01,
PC,SE1_RD_NRD,NOX,ES,2005-01-01,
PC,SE1_RD_NRD,NOX,ES,2006-01-01,
PC,SE1_RD_NRD,NOX,ES,2007-01-01,
PC,SE1_RD_NRD,NOX,ES,2008-01-01,
PC,SE1_RD_NRD,NOX,ES,2009-01-01,
PC,SE1_RD_NRD,NOX,ES,2010-01-01,
PC,SE1_RD_NRD,NOX,ES,2011-01-01,
PC,SE1_RD_NRD,NOX,ES,2012-01-01,
PC,SE1_RD_NRD,NOX,ES,2013-01-01,
PC,SE1_RD_NRD,NOX,ES,2014-01-01,
PC,SE1_RD_NRD,NOX,ES,2015-01-01,
PC,SE1_RD_NRD,NOX,ES,2016-01-01,
PC,SE1_RD_NRD,NOX,EU28,1990-01-01,130
PC,SE1_RD_NRD,NOX,EU28,1991-01-01,129
PC,SE1_RD_NRD,NOX,EU28,1992-01-01,130
PC,SE1_RD_NRD,NOX,EU28,1993-01-01,126
PC,SE1_RD_NRD,NOX,EU28,1994-01-01,121
PC,SE1_RD_NRD,NOX,EU28,1995-01-01,116
PC,SE1_RD_NRD,NOX,EU28,1996-01-01,114
PC,SE1_RD_NRD,NOX,EU28,1997-01-01,110
PC,SE1_RD_NRD,NOX,EU28,1998-01-01,108
PC,SE1_RD_NRD,NOX,EU28,1999-01-01,105
PC,SE1_RD_NRD,NOX,EU28,2000-01-01,
PC,SE1_RD_NRD,NOX,EU28,2001-01-01,
PC,SE1_RD_NRD,NOX,EU28,2002-01-01,
PC,SE1_RD_NRD,NOX,EU28,2003-01-01,
PC,SE1_RD_NRD,NOX,EU28,2004-01-01,
PC,SE1_RD_NRD,NOX,EU28,2005-01-01,
PC,SE1_RD_NRD,NOX,EU28,2006-01-01,
PC,SE1_RD_NRD,NOX,EU28,2007-01-01,
PC,SE1_RD_NRD,NOX,EU28,2008-01-01,
PC,SE1_RD_NRD,NOX,EU28,2009-01-01,
PC,SE1_RD_NRD,NOX,EU28,2010-01-01,
PC,SE1_RD_NRD,NOX,EU28,2011-01-01,
PC,SE1_RD_NRD,NOX,EU28,2012-01-01,
PC,SE1_RD_NRD,NOX,EU28,2013-01-01,
PC,SE1_RD_NRD,NOX,EU28,2014-01-01,
PC,SE1_RD_NRD,NOX,EU28,2015-01-01,
PC,SE1_RD_NRD,NOX,EU28,2016-01-01,
PC,SE1_RD_NRD,NOX,FI,1990-01-01,138
PC,SE1_RD_NRD,NOX,FI,1991-01-01,130
PC,SE1_RD_NRD,NOX,FI,1992-01-01,126
PC,SE1_RD_NRD,NOX,FI,1993-01-01,123
PC,SE1_RD_NRD,NOX,FI,1994-01-01,121
PC,SE1_RD_NRD,NOX,FI,1995-01-01,117
PC,SE1_RD_NRD,NOX,FI,1996-01-01,113
PC,SE1_RD_NRD,NOX,FI,1997-01-01,114
PC,SE1_RD_NRD,NOX,FI,1998-01-01,108
PC,SE1_RD_NRD,NOX,FI,1999-01-01,105
PC,SE1_RD_NRD,NOX,FI,2000-01-01,
PC,SE1_RD_NRD,NOX,FI,2001-01-01,
PC,SE1_RD_NRD,NOX,FI,2002-01-01,
PC,SE1_RD_NRD,NOX,FI,2003-01-01,
PC,SE1_RD_NRD,NOX,FI,2004-01-01,
PC,SE1_RD_NRD,NOX,FI,2005-01-01,
PC,SE1_RD_NRD,NOX,FI,2006-01-01,
PC,SE1_RD_NRD,NOX,FI,2007-01-01,
PC,SE1_RD_NRD,NOX,FI,2008-01-01,
PC,SE1_RD_NRD,NOX,FI,2009-01-01,
PC,SE1_RD_NRD,NOX,FI,2010-01-01,
PC,SE1_RD_NRD,NOX,FI,2011-01-01,
PC,SE1_RD_NRD,NOX,FI,2012-01-01,
PC,SE1_RD_NRD,NOX,FI,2013-01-01,
PC,SE1_RD_NRD,NOX,FI,2014-01-01,
PC,SE1_RD_NRD,NOX,FI,2015-01-01,
PC,SE1_RD_NRD,NOX,FI,2016-01-01,
PC,SE1_RD_NRD,NOX,FR,1990-01-01,129
PC,SE1_RD_NRD,NOX,FR,1991-01-01,130
PC,SE1_RD_NRD,NOX,FR,1992-01-01,131
PC,SE1_RD_NRD,NOX,FR,1993-01-01,127
PC,SE1_RD_NRD,NOX,FR,1994-01-01,123
PC,SE1_RD_NRD,NOX,FR,1995-01-01,117
PC,SE1_RD_NRD,NOX,FR,1996-01-01,112
PC,SE1_RD_NRD,NOX,FR,1997-01-01,109
PC,SE1_RD_NRD,NOX,FR,1998-01-01,106
PC,SE1_RD_NRD,NOX,FR,1999-01-01,103
PC,SE1_RD_NRD,NOX,FR,2000-01-01,
PC,SE1_RD_NRD,NOX,FR,2001-01-01,
PC,SE1_RD_NRD,NOX,FR,2002-01-01,
PC,SE1_RD_NRD,NOX,FR,2003-01-01,
PC,SE1_RD_NRD,NOX,FR,2004-01-01,
PC,SE1_RD_NRD,NOX,FR,2005-01-01,
PC,SE1_RD_NRD,NOX,FR,2006-01-01,
PC,SE1_RD_NRD,NOX,FR,2007-01-01,
PC,SE1_RD_NRD,NOX,FR,2008-01-01,
PC,SE1_RD_NRD,NOX,FR,2009-01-01,
PC,SE1_RD_NRD,NOX,FR,2010-01-01,
PC,SE1_RD_NRD,NOX,FR,2011-01-01,
PC,SE1_RD_NRD,NOX,FR,2012-01-01,
PC,SE1_RD_NRD,NOX,FR,2013-01-01,
PC,SE1_RD_NRD,NOX,FR,2014-01-01,
PC,SE1_RD_NRD,NOX,FR,2015-01-01,
PC,SE1_RD_NRD,NOX,FR,2016-01-01,
PC,SE1_RD_NRD,NOX,HR,1990-01-01,116
PC,SE1_RD_NRD,NOX,HR,1991-01-01,85
PC,SE1_RD_NRD,NOX,HR,1992-01-01,82
PC,SE1_RD_NRD,NOX,HR,1993-01-01,86
PC,SE1_RD_NRD,NOX,HR,1994-01-01,88
PC,SE1_RD_NRD,NOX,HR,1995-01-01,90
PC,SE1_RD_NRD,NOX,HR,1996-01-01,99
PC,SE1_RD_NRD,NOX,HR,1997-01-01,103
PC,SE1_RD_NRD,NOX,HR,1998-01-01,103
PC,SE1_RD_NRD,NOX,HR,1999-01-01,106
PC,SE1_RD_NRD,NOX,HR,2000-01-01,
PC,SE1_RD_NRD,NOX,HR,2001-01-01,
PC,SE1_RD_NRD,NOX,HR,2002-01-01,
PC,SE1_RD_NRD,NOX,HR,2003-01-01,
PC,SE1_RD_NRD,NOX,HR,2004-01-01,
PC,SE1_RD_NRD,NOX,HR,2005-01-01,
PC,SE1_RD_NRD,NOX,HR,2006-01-01,
PC,SE1_RD_NRD,NOX,HR,2007-01-01,
PC,SE1_RD_NRD,NOX,HR,2008-01-01,
PC,SE1_RD_NRD,NOX,HR,2009-01-01,
PC,SE1_RD_NRD,NOX,HR,2010-01-01,
PC,SE1_RD_NRD,NOX,HR,2011-01-01,
PC,SE1_RD_NRD,NOX,HR,2012-01-01,
PC,SE1_RD_NRD,NOX,HR,2013-01-01,
PC,SE1_RD_NRD,NOX,HR,2014-01-01,
PC,SE1_RD_NRD,NOX,HR,2015-01-01,
PC,SE1_RD_NRD,NOX,HR,2016-01-01,
PC,SE1_RD_NRD,NOX,HU,1990-01-01,99
PC,SE1_RD_NRD,NOX,HU,1991-01-01,87
PC,SE1_RD_NRD,NOX,HU,1992-01-01,84
PC,SE1_RD_NRD,NOX,HU,1993-01-01,84
PC,SE1_RD_NRD,NOX,HU,1994-01-01,81
PC,SE1_RD_NRD,NOX,HU,1995-01-01,83
PC,SE1_RD_NRD,NOX,HU,1996-01-01,82
PC,SE1_RD_NRD,NOX,HU,1997-01-01,87
PC,SE1_RD_NRD,NOX,HU,1998-01-01,97
PC,SE1_RD_NRD,NOX,HU,1999-01-01,103
PC,SE1_RD_NRD,NOX,HU,2000-01-01,
PC,SE1_RD_NRD,NOX,HU,2001-01-01,
PC,SE1_RD_NRD,NOX,HU,2002-01-01,
PC,SE1_RD_NRD,NOX,HU,2003-01-01,
PC,SE1_RD_NRD,NOX,HU,2004-01-01,
PC,SE1_RD_NRD,NOX,HU,2005-01-01,
PC,SE1_RD_NRD,NOX,HU,2006-01-01,
PC,SE1_RD_NRD,NOX,HU,2007-01-01,
PC,SE1_RD_NRD,NOX,HU,2008-01-01,
PC,SE1_RD_NRD,NOX,HU,2009-01-01,
PC,SE1_RD_NRD,NOX,HU,2010-01-01,
PC,SE1_RD_NRD,NOX,HU,2011-01-01,
PC,SE1_RD_NRD,NOX,HU,2012-01-01,
PC,SE1_RD_NRD,NOX,HU,2013-01-01,
PC,SE1_RD_NRD,NOX,HU,2014-01-01,
PC,SE1_RD_NRD,NOX,HU,2015-01-01,
PC,SE1_RD_NRD,NOX,HU,2016-01-01,
PC,SE1_RD_NRD,NOX,IE,1990-01-01,88
PC,SE1_RD_NRD,NOX,IE,1991-01-01,90
PC,SE1_RD_NRD,NOX,IE,1992-01-01,95
PC,SE1_RD_NRD,NOX,IE,1993-01-01,92
PC,SE1_RD_NRD,NOX,IE,1994-01-01,91
PC,SE1_RD_NRD,NOX,IE,1995-01-01,91
PC,SE1_RD_NRD,NOX,IE,1996-01-01,96
PC,SE1_RD_NRD,NOX,IE,1997-01-01,91
PC,SE1_RD_NRD,NOX,IE,1998-01-01,99
PC,SE1_RD_NRD,NOX,IE,1999-01-01,100
PC,SE1_RD_NRD,NOX,IE,2000-01-01,
PC,SE1_RD_NRD,NOX,IE,2001-01-01,
PC,SE1_RD_NRD,NOX,IE,2002-01-01,
PC,SE1_RD_NRD,NOX,IE,2003-01-01,
PC,SE1_RD_NRD,NOX,IE,2004-01-01,
PC,SE1_RD_NRD,NOX,IE,2005-01-01,
PC,SE1_RD_NRD,NOX,IE,2006-01-01,
PC,SE1_RD_NRD,NOX,IE,2007-01-01,
PC,SE1_RD_NRD,NOX,IE,2008-01-01,
PC,SE1_RD_NRD,NOX,IE,2009-01-01,
PC,SE1_RD_NRD,NOX,IE,2010-01-01,
PC,SE1_RD_NRD,NOX,IE,2011-01-01,
PC,SE1_RD_NRD,NOX,IE,2012-01-01,
PC,SE1_RD_NRD,NOX,IE,2013-01-01,
PC,SE1_RD_NRD,NOX,IE,2014-01-01,
PC,SE1_RD_NRD,NOX,IE,2015-01-01,
PC,SE1_RD_NRD,NOX,IE,2016-01-01,
PC,SE1_RD_NRD,NOX,IT,1990-01-01,119
PC,SE1_RD_NRD,NOX,IT,1991-01-01,125
PC,SE1_RD_NRD,NOX,IT,1992-01-01,133
PC,SE1_RD_NRD,NOX,IT,1993-01-01,132
PC,SE1_RD_NRD,NOX,IT,1994-01-01,126
PC,SE1_RD_NRD,NOX,IT,1995-01-01,125
PC,SE1_RD_NRD,NOX,IT,1996-01-01,122
PC,SE1_RD_NRD,NOX,IT,1997-01-01,120
PC,SE1_RD_NRD,NOX,IT,1998-01-01,113
PC,SE1_RD_NRD,NOX,IT,1999-01-01,107
PC,SE1_RD_NRD,NOX,IT,2000-01-01,
PC,SE1_RD_NRD,NOX,IT,2001-01-01,
PC,SE1_RD_NRD,NOX,IT,2002-01-01,
PC,SE1_RD_NRD,NOX,IT,2003-01-01,
PC,SE1_RD_NRD,NOX,IT,2004-01-01,
PC,SE1_RD_NRD,NOX,IT,2005-01-01,
PC,SE1_RD_NRD,NOX,IT,2006-01-01,
PC,SE1_RD_NRD,NOX,IT,2007-01-01,
PC,SE1_RD_NRD,NOX,IT,2008-01-01,
PC,SE1_RD_NRD,NOX,IT,2009-01-01,
PC,SE1_RD_NRD,NOX,IT,2010-01-01,
PC,SE1_RD_NRD,NOX,IT,2011-01-01,
PC,SE1_RD_NRD,NOX,IT,2012-01-01,
PC,SE1_RD_NRD,NOX,IT,2013-01-01,
PC,SE1_RD_NRD,NOX,IT,2014-01-01,
PC,SE1_RD_NRD,NOX,IT,2015-01-01,
PC,SE1_RD_NRD,NOX,IT,2016-01-01,
PC,SE1_RD_NRD,NOX,LT,1990-01-01,191
PC,SE1_RD_NRD,NOX,LT,1991-01-01,179
PC,SE1_RD_NRD,NOX,LT,1992-01-01,153
PC,SE1_RD_NRD,NOX,LT,1993-01-01,108
PC,SE1_RD_NRD,NOX,LT,1994-01-01,92
PC,SE1_RD_NRD,NOX,LT,1995-01-01,109
PC,SE1_RD_NRD,NOX,LT,1996-01-01,117
PC,SE1_RD_NRD,NOX,LT,1997-01-01,124
PC,SE1_RD_NRD,NOX,LT,1998-01-01,123
PC,SE1_RD_NRD,NOX,LT,1999-01-01,108
PC,SE1_RD_NRD,NOX,LT,2000-01-01,
PC,SE1_RD_NRD,NOX,LT,2001-01-01,
PC,SE1_RD_NRD,NOX,LT,2002-01-01,
PC,SE1_RD_NRD,NOX,LT,2003-01-01,
PC,SE1_RD_NRD,NOX,LT,2004-01-01,
PC,SE1_RD_NRD,NOX,LT,2005-01-01,
PC,SE1_RD_NRD,NOX,LT,2006-01-01,
PC,SE1_RD_NRD,NOX,LT,2007-01-01,
PC,SE1_RD_NRD,NOX,LT,2008-01-01,
PC,SE1_RD_NRD,NOX,LT,2009-01-01,
PC,SE1_RD_NRD,NOX,LT,2010-01-01,
PC,SE1_RD_NRD,NOX,LT,2011-01-01,
PC,SE1_RD_NRD,NOX,LT,2012-01-01,
PC,SE1_RD_NRD,NOX,LT,2013-01-01,
PC,SE1_RD_NRD,NOX,LT,2014-01-01,
PC,SE1_RD_NRD,NOX,LT,2015-01-01,
PC,SE1_RD_NRD,NOX,LT,2016-01-01,
PC,SE1_RD_NRD,NOX,LU,1990-01-01,80
PC,SE1_RD_NRD,NOX,LU,1991-01-01,97
PC,SE1_RD_NRD,NOX,LU,1992-01-01,97
PC,SE1_RD_NRD,NOX,LU,1993-01-01,90
PC,SE1_RD_NRD,NOX,LU,1994-01-01,82
PC,SE1_RD_NRD,NOX,LU,1995-01-01,72
PC,SE1_RD_NRD,NOX,LU,1996-01-01,72
PC,SE1_RD_NRD,NOX,LU,1997-01-01,77
PC,SE1_RD_NRD,NOX,LU,1998-01-01,79
PC,SE1_RD_NRD,NOX,LU,1999-01-01,84
PC,SE1_RD_NRD,NOX,LU,2000-01-01,
PC,SE1_RD_NRD,NOX,LU,2001-01-01,
PC,SE1_RD_NRD,NOX,LU,2002-01-01,
PC,SE1_RD_NRD,NOX,LU,2003-01-01,
PC,SE1_RD_NRD,NOX,LU,2004-01-01,
PC,SE1_RD_NRD,NOX,LU,2005-01-01,
PC,SE1_RD_NRD,NOX,LU,2006-01-01,
PC,SE1_RD_NRD,NOX,LU,2007-01-01,
PC,SE1_RD_NRD,NOX,LU,2008-01-01,
PC,SE1_RD_NRD,NOX,LU,2009-01-01,
PC,SE1_RD_NRD,NOX,LU,2010-01-01,
PC,SE1_RD_NRD,NOX,LU,2011-01-01,
PC,SE1_RD_NRD,NOX,LU,2012-01-01,
PC,SE1_RD_NRD,NOX,LU,2013-01-01,
PC,SE1_RD_NRD,NOX,LU,2014-01-01,
PC,SE1_RD_NRD,NOX,LU,2015-01-01,
PC,SE1_RD_NRD,NOX,LU,2016-01-01,
PC,SE1_RD_NRD,NOX,LV,1990-01-01,151
PC,SE1_RD_NRD,NOX,LV,1991-01-01,143
PC,SE1_RD_NRD,NOX,LV,1992-01-01,126
PC,SE1_RD_NRD,NOX,LV,1993-01-01,113
PC,SE1_RD_NRD,NOX,LV,1994-01-01,109
PC,SE1_RD_NRD,NOX,LV,1995-01-01,104
PC,SE1_RD_NRD,NOX,LV,1996-01-01,101
PC,SE1_RD_NRD,NOX,LV,1997-01-01,94
PC,SE1_RD_NRD,NOX,LV,1998-01-01,88
PC,SE1_RD_NRD,NOX,LV,1999-01-01,89
PC,SE1_RD_NRD,NOX,LV,2000-01-01,
PC,SE1_RD_NRD,NOX,LV,2001-01-01,
PC,SE1_RD_NRD,NOX,LV,2002-01-01,
PC,SE1_RD_NRD,NOX,LV,2003-01-01,
PC,SE1_RD_NRD,NOX,LV,2004-01-01,
PC,SE1_RD_NRD,NOX,LV,2005-01-01,
PC,SE1_RD_NRD,NOX,LV,2006-01-01,
PC,SE1_RD_NRD,NOX,LV,2007-01-01,
PC,SE1_RD_NRD,NOX,LV,2008-01-01,
PC,SE1_RD_NRD,NOX,LV,2009-01-01,
PC,SE1_RD_NRD,NOX,LV,2010-01-01,
PC,SE1_RD_NRD,NOX,LV,2011-01-01,
PC,SE1_RD_NRD,NOX,LV,2012-01-01,
PC,SE1_RD_NRD,NOX,LV,2013-01-01,
PC,SE1_RD_NRD,NOX,LV,2014-01-01,
PC,SE1_RD_NRD,NOX,LV,2015-01-01,
PC,SE1_RD_NRD,NOX,LV,2016-01-01,
PC,SE1_RD_NRD,NOX,MT,1990-01-01,76
PC,SE1_RD_NRD,NOX,MT,1991-01-01,78
PC,SE1_RD_NRD,NOX,MT,1992-01-01,92
PC,SE1_RD_NRD,NOX,MT,1993-01-01,92
PC,SE1_RD_NRD,NOX,MT,1994-01-01,95
PC,SE1_RD_NRD,NOX,MT,1995-01-01,96
PC,SE1_RD_NRD,NOX,MT,1996-01-01,108
PC,SE1_RD_NRD,NOX,MT,1997-01-01,105
PC,SE1_RD_NRD,NOX,MT,1998-01-01,103
PC,SE1_RD_NRD,NOX,MT,1999-01-01,110
PC,SE1_RD_NRD,NOX,MT,2000-01-01,
PC,SE1_RD_NRD,NOX,MT,2001-01-01,
PC,SE1_RD_NRD,NOX,MT,2002-01-01,
PC,SE1_RD_NRD,NOX,MT,2003-01-01,
PC,SE1_RD_NRD,NOX,MT,2004-01-01,
PC,SE1_RD_NRD,NOX,MT,2005-01-01,
PC,SE1_RD_NRD,NOX,MT,2006-01-01,
PC,SE1_RD_NRD,NOX,MT,2007-01-01,
PC,SE1_RD_NRD,NOX,MT,2008-01-01,
PC,SE1_RD_NRD,NOX,MT,2009-01-01,
PC,SE1_RD_NRD,NOX,MT,2010-01-01,
PC,SE1_RD_NRD,NOX,MT,2011-01-01,
PC,SE1_RD_NRD,NOX,MT,2012-01-01,
PC,SE1_RD_NRD,NOX,MT,2013-01-01,
PC,SE1_RD_NRD,NOX,MT,2014-01-01,
PC,SE1_RD_NRD,NOX,MT,2015-01-01,
PC,SE1_RD_NRD,NOX,MT,2016-01-01,
PC,SE1_RD_NRD,NOX,NL,1990-01-01,142
PC,SE1_RD_NRD,NOX,NL,1991-01-01,139
PC,SE1_RD_NRD,NOX,NL,1992-01-01,137
PC,SE1_RD_NRD,NOX,NL,1993-01-01,132
PC,SE1_RD_NRD,NOX,NL,1994-01-01,121
PC,SE1_RD_NRD,NOX,NL,1995-01-01,117
PC,SE1_RD_NRD,NOX,NL,1996-01-01,114
PC,SE1_RD_NRD,NOX,NL,1997-01-01,110
PC,SE1_RD_NRD,NOX,NL,1998-01-01,105
PC,SE1_RD_NRD,NOX,NL,1999-01-01,103
PC,SE1_RD_NRD,NOX,NL,2000-01-01,
PC,SE1_RD_NRD,NOX,NL,2001-01-01,
PC,SE1_RD_NRD,NOX,NL,2002-01-01,
PC,SE1_RD_NRD,NOX,NL,2003-01-01,
PC,SE1_RD_NRD,NOX,NL,2004-01-01,
PC,SE1_RD_NRD,NOX,NL,2005-01-01,
PC,SE1_RD_NRD,NOX,NL,2006-01-01,
PC,SE1_RD_NRD,NOX,NL,2007-01-01,
PC,SE1_RD_NRD,NOX,NL,2008-01-01,
