na_item,sector,unit,geotime,date,value
GD,S13,MIO_EUR,AT,2015-07-01,
GD,S13,MIO_EUR,AT,2015-10-01,
GD,S13,MIO_EUR,AT,2016-01-01,
GD,S13,MIO_EUR,AT,2016-04-01,
GD,S13,MIO_EUR,AT,2016-07-01,
GD,S13,MIO_EUR,AT,2016-10-01,
GD,S13,MIO_EUR,AT,2017-01-01,
GD,S13,MIO_EUR,AT,2017-04-01,
GD,S13,MIO_EUR,AT,2017-07-01,
GD,S13,MIO_EUR,AT,2017-10-01,
GD,S13,MIO_EUR,AT,2018-01-01,
GD,S13,MIO_EUR,AT,2018-04-01,
GD,S13,MIO_EUR,BE,2015-07-01,
GD,S13,MIO_EUR,BE,2015-10-01,
GD,S13,MIO_EUR,BE,2016-01-01,
GD,S13,MIO_EUR,BE,2016-04-01,
GD,S13,MIO_EUR,BE,2016-07-01,
GD,S13,MIO_EUR,BE,2016-10-01,
GD,S13,MIO_EUR,BE,2017-01-01,
GD,S13,MIO_EUR,BE,2017-04-01,
GD,S13,MIO_EUR,BE,2017-07-01,
GD,S13,MIO_EUR,BE,2017-10-01,
GD,S13,MIO_EUR,BE,2018-01-01,
GD,S13,MIO_EUR,BE,2018-04-01,
GD,S13,MIO_EUR,BG,2015-07-01,
GD,S13,MIO_EUR,BG,2015-10-01,
GD,S13,MIO_EUR,BG,2016-01-01,
GD,S13,MIO_EUR,BG,2016-04-01,
GD,S13,MIO_EUR,BG,2016-07-01,
GD,S13,MIO_EUR,BG,2016-10-01,
GD,S13,MIO_EUR,BG,2017-01-01,
GD,S13,MIO_EUR,BG,2017-04-01,
GD,S13,MIO_EUR,BG,2017-07-01,
GD,S13,MIO_EUR,BG,2017-10-01,
GD,S13,MIO_EUR,BG,2018-01-01,
GD,S13,MIO_EUR,BG,2018-04-01,
GD,S13,MIO_EUR,CY,2015-07-01,
GD,S13,MIO_EUR,CY,2015-10-01,
GD,S13,MIO_EUR,CY,2016-01-01,
GD,S13,MIO_EUR,CY,2016-04-01,
GD,S13,MIO_EUR,CY,2016-07-01,
GD,S13,MIO_EUR,CY,2016-10-01,
GD,S13,MIO_EUR,CY,2017-01-01,
GD,S13,MIO_EUR,CY,2017-04-01,
GD,S13,MIO_EUR,CY,2017-07-01,
GD,S13,MIO_EUR,CY,2017-10-01,
GD,S13,MIO_EUR,CY,2018-01-01,
GD,S13,MIO_EUR,CY,2018-04-01,
GD,S13,MIO_EUR,CZ,2015-07-01,
GD,S13,MIO_EUR,CZ,2015-10-01,
GD,S13,MIO_EUR,CZ,2016-01-01,
GD,S13,MIO_EUR,CZ,2016-04-01,
GD,S13,MIO_EUR,CZ,2016-07-01,
GD,S13,MIO_EUR,CZ,2016-10-01,
GD,S13,MIO_EUR,CZ,2017-01-01,
GD,S13,MIO_EUR,CZ,2017-04-01,
GD,S13,MIO_EUR,CZ,2017-07-01,
GD,S13,MIO_EUR,CZ,2017-10-01,
GD,S13,MIO_EUR,CZ,2018-01-01,
GD,S13,MIO_EUR,CZ,2018-04-01,
GD,S13,MIO_EUR,DE,2015-07-01,
GD,S13,MIO_EUR,DE,2015-10-01,
GD,S13,MIO_EUR,DE,2016-01-01,
GD,S13,MIO_EUR,DE,2016-04-01,
GD,S13,MIO_EUR,DE,2016-07-01,
GD,S13,MIO_EUR,DE,2016-10-01,
GD,S13,MIO_EUR,DE,2017-01-01,
GD,S13,MIO_EUR,DE,2017-04-01,
GD,S13,MIO_EUR,DE,2017-07-01,
GD,S13,MIO_EUR,DE,2017-10-01,
GD,S13,MIO_EUR,DE,2018-01-01,
GD,S13,MIO_EUR,DE,2018-04-01,
GD,S13,MIO_EUR,DK,2015-07-01,
GD,S13,MIO_EUR,DK,2015-10-01,
GD,S13,MIO_EUR,DK,2016-01-01,
GD,S13,MIO_EUR,DK,2016-04-01,
GD,S13,MIO_EUR,DK,2016-07-01,
GD,S13,MIO_EUR,DK,2016-10-01,
GD,S13,MIO_EUR,DK,2017-01-01,
GD,S13,MIO_EUR,DK,2017-04-01,
GD,S13,MIO_EUR,DK,2017-07-01,
GD,S13,MIO_EUR,DK,2017-10-01,
GD,S13,MIO_EUR,DK,2018-01-01,
GD,S13,MIO_EUR,DK,2018-04-01,
GD,S13,MIO_EUR,EA18,2015-07-01,
GD,S13,MIO_EUR,EA18,2015-10-01,
GD,S13,MIO_EUR,EA18,2016-01-01,
GD,S13,MIO_EUR,EA18,2016-04-01,
GD,S13,MIO_EUR,EA18,2016-07-01,
GD,S13,MIO_EUR,EA18,2016-10-01,
GD,S13,MIO_EUR,EA18,2017-01-01,
GD,S13,MIO_EUR,EA18,2017-04-01,
GD,S13,MIO_EUR,EA18,2017-07-01,
GD,S13,MIO_EUR,EA18,2017-10-01,
GD,S13,MIO_EUR,EA18,2018-01-01,
GD,S13,MIO_EUR,EA18,2018-04-01,
GD,S13,MIO_EUR,EA19,2015-07-01,
GD,S13,MIO_EUR,EA19,2015-10-01,
GD,S13,MIO_EUR,EA19,2016-01-01,
GD,S13,MIO_EUR,EA19,2016-04-01,
GD,S13,MIO_EUR,EA19,2016-07-01,
GD,S13,MIO_EUR,EA19,2016-10-01,
GD,S13,MIO_EUR,EA19,2017-01-01,
GD,S13,MIO_EUR,EA19,2017-04-01,
GD,S13,MIO_EUR,EA19,2017-07-01,
GD,S13,MIO_EUR,EA19,2017-10-01,
GD,S13,MIO_EUR,EA19,2018-01-01,
GD,S13,MIO_EUR,EA19,2018-04-01,
GD,S13,MIO_EUR,EE,2015-07-01,
GD,S13,MIO_EUR,EE,2015-10-01,
GD,S13,MIO_EUR,EE,2016-01-01,
GD,S13,MIO_EUR,EE,2016-04-01,
GD,S13,MIO_EUR,EE,2016-07-01,
GD,S13,MIO_EUR,EE,2016-10-01,
GD,S13,MIO_EUR,EE,2017-01-01,
GD,S13,MIO_EUR,EE,2017-04-01,
GD,S13,MIO_EUR,EE,2017-07-01,
GD,S13,MIO_EUR,EE,2017-10-01,
GD,S13,MIO_EUR,EE,2018-01-01,
GD,S13,MIO_EUR,EE,2018-04-01,
GD,S13,MIO_EUR,EL,2015-07-01,
GD,S13,MIO_EUR,EL,2015-10-01,
GD,S13,MIO_EUR,EL,2016-01-01,
GD,S13,MIO_EUR,EL,2016-04-01,
GD,S13,MIO_EUR,EL,2016-07-01,
GD,S13,MIO_EUR,EL,2016-10-01,
GD,S13,MIO_EUR,EL,2017-01-01,
GD,S13,MIO_EUR,EL,2017-04-01,
GD,S13,MIO_EUR,EL,2017-07-01,
GD,S13,MIO_EUR,EL,2017-10-01,
GD,S13,MIO_EUR,EL,2018-01-01,
GD,S13,MIO_EUR,EL,2018-04-01,
GD,S13,MIO_EUR,ES,2015-07-01,
GD,S13,MIO_EUR,ES,2015-10-01,
GD,S13,MIO_EUR,ES,2016-01-01,
GD,S13,MIO_EUR,ES,2016-04-01,
GD,S13,MIO_EUR,ES,2016-07-01,
GD,S13,MIO_EUR,ES,2016-10-01,
GD,S13,MIO_EUR,ES,2017-01-01,
GD,S13,MIO_EUR,ES,2017-04-01,
GD,S13,MIO_EUR,ES,2017-07-01,
GD,S13,MIO_EUR,ES,2017-10-01,
GD,S13,MIO_EUR,ES,2018-01-01,
GD,S13,MIO_EUR,ES,2018-04-01,
GD,S13,MIO_EUR,EU27,2015-07-01,
GD,S13,MIO_EUR,EU27,2015-10-01,
GD,S13,MIO_EUR,EU27,2016-01-01,
GD,S13,MIO_EUR,EU27,2016-04-01,
GD,S13,MIO_EUR,EU27,2016-07-01,
GD,S13,MIO_EUR,EU27,2016-10-01,
GD,S13,MIO_EUR,EU27,2017-01-01,
GD,S13,MIO_EUR,EU27,2017-04-01,
GD,S13,MIO_EUR,EU27,2017-07-01,
GD,S13,MIO_EUR,EU27,2017-10-01,
GD,S13,MIO_EUR,EU27,2018-01-01,
GD,S13,MIO_EUR,EU27,2018-04-01,
GD,S13,MIO_EUR,EU28,2015-07-01,
GD,S13,MIO_EUR,EU28,2015-10-01,
GD,S13,MIO_EUR,EU28,2016-01-01,
GD,S13,MIO_EUR,EU28,2016-04-01,
GD,S13,MIO_EUR,EU28,2016-07-01,
GD,S13,MIO_EUR,EU28,2016-10-01,
GD,S13,MIO_EUR,EU28,2017-01-01,
GD,S13,MIO_EUR,EU28,2017-04-01,
GD,S13,MIO_EUR,EU28,2017-07-01,
GD,S13,MIO_EUR,EU28,2017-10-01,
GD,S13,MIO_EUR,EU28,2018-01-01,
