sex,age,unit,geotime,date,value
M,TOTAL,PC,EA18,2012-01-01,22
M,TOTAL,PC,EA18,2013-01-01,22
M,TOTAL,PC,EA18,2014-01-01,22
M,TOTAL,PC,EA18,2015-01-01,
M,TOTAL,PC,EA18,2016-01-01,22
M,TOTAL,PC,EA18,2017-01-01,21
M,TOTAL,PC,EA19,2005-01-01,20
M,TOTAL,PC,EA19,2006-01-01,20
M,TOTAL,PC,EA19,2007-01-01,20
M,TOTAL,PC,EA19,2008-01-01,20
M,TOTAL,PC,EA19,2009-01-01,20
M,TOTAL,PC,EA19,2010-01-01,20
M,TOTAL,PC,EA19,2011-01-01,21
M,TOTAL,PC,EA19,2012-01-01,22
M,TOTAL,PC,EA19,2013-01-01,22
M,TOTAL,PC,EA19,2014-01-01,22
M,TOTAL,PC,EA19,2015-01-01,
M,TOTAL,PC,EA19,2016-01-01,22
M,TOTAL,PC,EA19,2017-01-01,21
M,TOTAL,PC,EE,2005-01-01,24
M,TOTAL,PC,EE,2006-01-01,20
M,TOTAL,PC,EE,2007-01-01,19
M,TOTAL,PC,EE,2008-01-01,18
M,TOTAL,PC,EE,2009-01-01,21
M,TOTAL,PC,EE,2010-01-01,21
M,TOTAL,PC,EE,2011-01-01,23
M,TOTAL,PC,EE,2012-01-01,22
M,TOTAL,PC,EE,2013-01-01,22
M,TOTAL,PC,EE,2014-01-01,24
M,TOTAL,PC,EE,2015-01-01,
M,TOTAL,PC,EE,2016-01-01,21
M,TOTAL,PC,EE,2017-01-01,21
M,TOTAL,PC,EL,2005-01-01,27
M,TOTAL,PC,EL,2006-01-01,27
M,TOTAL,PC,EL,2007-01-01,26
M,TOTAL,PC,EL,2008-01-01,26
M,TOTAL,PC,EL,2009-01-01,26
M,TOTAL,PC,EL,2010-01-01,26
M,TOTAL,PC,EL,2011-01-01,29
M,TOTAL,PC,EL,2012-01-01,33
M,TOTAL,PC,EL,2013-01-01,34
M,TOTAL,PC,EL,2014-01-01,35
M,TOTAL,PC,EL,2015-01-01,
M,TOTAL,PC,EL,2016-01-01,34
M,TOTAL,PC,EL,2017-01-01,33
M,TOTAL,PC,ES,2005-01-01,23
M,TOTAL,PC,ES,2006-01-01,22
M,TOTAL,PC,ES,2007-01-01,21
M,TOTAL,PC,ES,2008-01-01,22
M,TOTAL,PC,ES,2009-01-01,23
M,TOTAL,PC,ES,2010-01-01,25
M,TOTAL,PC,ES,2011-01-01,26
M,TOTAL,PC,ES,2012-01-01,27
M,TOTAL,PC,ES,2013-01-01,27
M,TOTAL,PC,ES,2014-01-01,29
M,TOTAL,PC,ES,2015-01-01,
M,TOTAL,PC,ES,2016-01-01,28
M,TOTAL,PC,ES,2017-01-01,26
M,TOTAL,PC,EU27,2005-01-01,24
M,TOTAL,PC,EU27,2006-01-01,23
M,TOTAL,PC,EU27,2007-01-01,23
M,TOTAL,PC,EU27,2008-01-01,22
M,TOTAL,PC,EU27,2009-01-01,22
M,TOTAL,PC,EU27,2010-01-01,22
M,TOTAL,PC,EU27,2011-01-01,23
M,TOTAL,PC,EU27,2012-01-01,23
M,TOTAL,PC,EU27,2013-01-01,23
M,TOTAL,PC,EU27,2014-01-01,23
M,TOTAL,PC,EU27,2015-01-01,
M,TOTAL,PC,EU27,2016-01-01,22
M,TOTAL,PC,EU27,2017-01-01,21
M,TOTAL,PC,EU28,2005-01-01,
M,TOTAL,PC,EU28,2006-01-01,
M,TOTAL,PC,EU28,2007-01-01,
M,TOTAL,PC,EU28,2008-01-01,
M,TOTAL,PC,EU28,2009-01-01,
M,TOTAL,PC,EU28,2010-01-01,22
M,TOTAL,PC,EU28,2011-01-01,23
M,TOTAL,PC,EU28,2012-01-01,23
M,TOTAL,PC,EU28,2013-01-01,23
M,TOTAL,PC,EU28,2014-01-01,23
M,TOTAL,PC,EU28,2015-01-01,
M,TOTAL,PC,EU28,2016-01-01,22
M,TOTAL,PC,EU28,2017-01-01,21
M,TOTAL,PC,FI,2005-01-01,16
M,TOTAL,PC,FI,2006-01-01,16
M,TOTAL,PC,FI,2007-01-01,15
M,TOTAL,PC,FI,2008-01-01,15
M,TOTAL,PC,FI,2009-01-01,15
M,TOTAL,PC,FI,2010-01-01,16
M,TOTAL,PC,FI,2011-01-01,17
M,TOTAL,PC,FI,2012-01-01,17
M,TOTAL,PC,FI,2013-01-01,15
M,TOTAL,PC,FI,2014-01-01,16
M,TOTAL,PC,FI,2015-01-01,
M,TOTAL,PC,FI,2016-01-01,16
M,TOTAL,PC,FI,2017-01-01,15
M,TOTAL,PC,FR,2005-01-01,17
M,TOTAL,PC,FR,2006-01-01,17
M,TOTAL,PC,FR,2007-01-01,18
M,TOTAL,PC,FR,2008-01-01,17
M,TOTAL,PC,FR,2009-01-01,17
M,TOTAL,PC,FR,2010-01-01,18
M,TOTAL,PC,FR,2011-01-01,18
M,TOTAL,PC,FR,2012-01-01,18
M,TOTAL,PC,FR,2013-01-01,17
M,TOTAL,PC,FR,2014-01-01,17
M,TOTAL,PC,FR,2015-01-01,
M,TOTAL,PC,FR,2016-01-01,17
M,TOTAL,PC,FR,2017-01-01,16
M,TOTAL,PC,HR,2005-01-01,
M,TOTAL,PC,HR,2006-01-01,
M,TOTAL,PC,HR,2007-01-01,
M,TOTAL,PC,HR,2008-01-01,
M,TOTAL,PC,HR,2009-01-01,
M,TOTAL,PC,HR,2010-01-01,30
M,TOTAL,PC,HR,2011-01-01,31
M,TOTAL,PC,HR,2012-01-01,31
M,TOTAL,PC,HR,2013-01-01,29
M,TOTAL,PC,HR,2014-01-01,28
M,TOTAL,PC,HR,2015-01-01,
M,TOTAL,PC,HR,2016-01-01,27
M,TOTAL,PC,HR,2017-01-01,
M,TOTAL,PC,HU,2005-01-01,31
M,TOTAL,PC,HU,2006-01-01,31
M,TOTAL,PC,HU,2007-01-01,28
M,TOTAL,PC,HU,2008-01-01,27
M,TOTAL,PC,HU,2009-01-01,29
M,TOTAL,PC,HU,2010-01-01,29
M,TOTAL,PC,HU,2011-01-01,31
M,TOTAL,PC,HU,2012-01-01,32
M,TOTAL,PC,HU,2013-01-01,34
M,TOTAL,PC,HU,2014-01-01,31
M,TOTAL,PC,HU,2015-01-01,
M,TOTAL,PC,HU,2016-01-01,26
M,TOTAL,PC,HU,2017-01-01,25
M,TOTAL,PC,IE,2005-01-01,24
M,TOTAL,PC,IE,2006-01-01,22
M,TOTAL,PC,IE,2007-01-01,21
M,TOTAL,PC,IE,2008-01-01,22
M,TOTAL,PC,IE,2009-01-01,25
M,TOTAL,PC,IE,2010-01-01,26
M,TOTAL,PC,IE,2011-01-01,29
M,TOTAL,PC,IE,2012-01-01,30
M,TOTAL,PC,IE,2013-01-01,29
M,TOTAL,PC,IE,2014-01-01,27
M,TOTAL,PC,IE,2015-01-01,
M,TOTAL,PC,IE,2016-01-01,23
M,TOTAL,PC,IE,2017-01-01,
M,TOTAL,PC,IS,2005-01-01,13
M,TOTAL,PC,IS,2006-01-01,11
M,TOTAL,PC,IS,2007-01-01,11
M,TOTAL,PC,IS,2008-01-01,11
M,TOTAL,PC,IS,2009-01-01,10
M,TOTAL,PC,IS,2010-01-01,13
M,TOTAL,PC,IS,2011-01-01,13
M,TOTAL,PC,IS,2012-01-01,12
M,TOTAL,PC,IS,2013-01-01,12
M,TOTAL,PC,IS,2014-01-01,10
M,TOTAL,PC,IS,2015-01-01,
M,TOTAL,PC,IS,2016-01-01,11
M,TOTAL,PC,IS,2017-01-01,
M,TOTAL,PC,IT,2005-01-01,23
M,TOTAL,PC,IT,2006-01-01,23
M,TOTAL,PC,IT,2007-01-01,23
M,TOTAL,PC,IT,2008-01-01,23
M,TOTAL,PC,IT,2009-01-01,22
M,TOTAL,PC,IT,2010-01-01,23
M,TOTAL,PC,IT,2011-01-01,26
M,TOTAL,PC,IT,2012-01-01,27
M,TOTAL,PC,IT,2013-01-01,27
M,TOTAL,PC,IT,2014-01-01,27
M,TOTAL,PC,IT,2015-01-01,
M,TOTAL,PC,IT,2016-01-01,29
M,TOTAL,PC,IT,2017-01-01,27
M,TOTAL,PC,LT,2005-01-01,38
M,TOTAL,PC,LT,2006-01-01,33
M,TOTAL,PC,LT,2007-01-01,26
M,TOTAL,PC,LT,2008-01-01,25
M,TOTAL,PC,LT,2009-01-01,27
M,TOTAL,PC,LT,2010-01-01,33
M,TOTAL,PC,LT,2011-01-01,33
M,TOTAL,PC,LT,2012-01-01,31
M,TOTAL,PC,LT,2013-01-01,28
M,TOTAL,PC,LT,2014-01-01,25
M,TOTAL,PC,LT,2015-01-01,
M,TOTAL,PC,LT,2016-01-01,28
M,TOTAL,PC,LT,2017-01-01,27
M,TOTAL,PC,LU,2005-01-01,16
M,TOTAL,PC,LU,2006-01-01,15
M,TOTAL,PC,LU,2007-01-01,15
M,TOTAL,PC,LU,2008-01-01,14
M,TOTAL,PC,LU,2009-01-01,16
M,TOTAL,PC,LU,2010-01-01,16
M,TOTAL,PC,LU,2011-01-01,15
M,TOTAL,PC,LU,2012-01-01,17
M,TOTAL,PC,LU,2013-01-01,18
M,TOTAL,PC,LU,2014-01-01,18
M,TOTAL,PC,LU,2015-01-01,
M,TOTAL,PC,LU,2016-01-01,18
M,TOTAL,PC,LU,2017-01-01,20
M,TOTAL,PC,LV,2005-01-01,43
M,TOTAL,PC,LV,2006-01-01,39
M,TOTAL,PC,LV,2007-01-01,32
M,TOTAL,PC,LV,2008-01-01,31
M,TOTAL,PC,LV,2009-01-01,36
M,TOTAL,PC,LV,2010-01-01,37
M,TOTAL,PC,LV,2011-01-01,39
M,TOTAL,PC,LV,2012-01-01,35
M,TOTAL,PC,LV,2013-01-01,34
M,TOTAL,PC,LV,2014-01-01,30
M,TOTAL,PC,LV,2015-01-01,
M,TOTAL,PC,LV,2016-01-01,26
M,TOTAL,PC,LV,2017-01-01,24
M,TOTAL,PC,MK,2005-01-01,
M,TOTAL,PC,MK,2006-01-01,
M,TOTAL,PC,MK,2007-01-01,
M,TOTAL,PC,MK,2008-01-01,
M,TOTAL,PC,MK,2009-01-01,
M,TOTAL,PC,MK,2010-01-01,47
M,TOTAL,PC,MK,2011-01-01,51
M,TOTAL,PC,MK,2012-01-01,50
M,TOTAL,PC,MK,2013-01-01,48
M,TOTAL,PC,MK,2014-01-01,43
M,TOTAL,PC,MK,2015-01-01,
M,TOTAL,PC,MK,2016-01-01,41
M,TOTAL,PC,MK,2017-01-01,
M,TOTAL,PC,MT,2005-01-01,18
M,TOTAL,PC,MT,2006-01-01,17
M,TOTAL,PC,MT,2007-01-01,18
M,TOTAL,PC,MT,2008-01-01,18
M,TOTAL,PC,MT,2009-01-01,19
M,TOTAL,PC,MT,2010-01-01,20
M,TOTAL,PC,MT,2011-01-01,20
M,TOTAL,PC,MT,2012-01-01,21
M,TOTAL,PC,MT,2013-01-01,23
M,TOTAL,PC,MT,2014-01-01,22
M,TOTAL,PC,MT,2015-01-01,
M,TOTAL,PC,MT,2016-01-01,20
M,TOTAL,PC,MT,2017-01-01,18
M,TOTAL,PC,NL,2005-01-01,15
M,TOTAL,PC,NL,2006-01-01,14
M,TOTAL,PC,NL,2007-01-01,14
M,TOTAL,PC,NL,2008-01-01,14
M,TOTAL,PC,NL,2009-01-01,14
M,TOTAL,PC,NL,2010-01-01,14
M,TOTAL,PC,NL,2011-01-01,14
M,TOTAL,PC,NL,2012-01-01,13
M,TOTAL,PC,NL,2013-01-01,14
M,TOTAL,PC,NL,2014-01-01,15
M,TOTAL,PC,NL,2015-01-01,
M,TOTAL,PC,NL,2016-01-01,16
M,TOTAL,PC,NL,2017-01-01,16
M,TOTAL,PC,NO,2005-01-01,14
M,TOTAL,PC,NO,2006-01-01,15
M,TOTAL,PC,NO,2007-01-01,14
M,TOTAL,PC,NO,2008-01-01,13
M,TOTAL,PC,NO,2009-01-01,13
M,TOTAL,PC,NO,2010-01-01,13
M,TOTAL,PC,NO,2011-01-01,13
M,TOTAL,PC,NO,2012-01-01,12
M,TOTAL,PC,NO,2013-01-01,13
M,TOTAL,PC,NO,2014-01-01,12
M,TOTAL,PC,NO,2015-01-01,
M,TOTAL,PC,NO,2016-01-01,13
M,TOTAL,PC,NO,2017-01-01,15
M,TOTAL,PC,PL,2005-01-01,44
M,TOTAL,PC,PL,2006-01-01,39
M,TOTAL,PC,PL,2007-01-01,33
M,TOTAL,PC,PL,2008-01-01,29
M,TOTAL,PC,PL,2009-01-01,27
M,TOTAL,PC,PL,2010-01-01,27
M,TOTAL,PC,PL,2011-01-01,26
M,TOTAL,PC,PL,2012-01-01,26
M,TOTAL,PC,PL,2013-01-01,25
M,TOTAL,PC,PL,2014-01-01,24
M,TOTAL,PC,PL,2015-01-01,
M,TOTAL,PC,PL,2016-01-01,21
M,TOTAL,PC,PL,2017-01-01,19
M,TOTAL,PC,PT,2005-01-01,25
M,TOTAL,PC,PT,2006-01-01,23
M,TOTAL,PC,PT,2007-01-01,24
M,TOTAL,PC,PT,2008-01-01,25
M,TOTAL,PC,PT,2009-01-01,24
M,TOTAL,PC,PT,2010-01-01,24
M,TOTAL,PC,PT,2011-01-01,23
M,TOTAL,PC,PT,2012-01-01,24
M,TOTAL,PC,PT,2013-01-01,27
M,TOTAL,PC,PT,2014-01-01,26
M,TOTAL,PC,PT,2015-01-01,
M,TOTAL,PC,PT,2016-01-01,24
M,TOTAL,PC,PT,2017-01-01,22
M,TOTAL,PC,RO,2005-01-01,
M,TOTAL,PC,RO,2006-01-01,
M,TOTAL,PC,RO,2007-01-01,46
M,TOTAL,PC,RO,2008-01-01,43
M,TOTAL,PC,RO,2009-01-01,41
M,TOTAL,PC,RO,2010-01-01,40
M,TOTAL,PC,RO,2011-01-01,39
M,TOTAL,PC,RO,2012-01-01,42
M,TOTAL,PC,RO,2013-01-01,41
M,TOTAL,PC,RO,2014-01-01,40
M,TOTAL,PC,RO,2015-01-01,
M,TOTAL,PC,RO,2016-01-01,37
M,TOTAL,PC,RO,2017-01-01,34
M,TOTAL,PC,RS,2005-01-01,
M,TOTAL,PC,RS,2006-01-01,
M,TOTAL,PC,RS,2007-01-01,
M,TOTAL,PC,RS,2008-01-01,
M,TOTAL,PC,RS,2009-01-01,
M,TOTAL,PC,RS,2010-01-01,
M,TOTAL,PC,RS,2011-01-01,
M,TOTAL,PC,RS,2012-01-01,
M,TOTAL,PC,RS,2013-01-01,42
M,TOTAL,PC,RS,2014-01-01,43
M,TOTAL,PC,RS,2015-01-01,
M,TOTAL,PC,RS,2016-01-01,39
M,TOTAL,PC,RS,2017-01-01,
M,TOTAL,PC,SE,2005-01-01,13
M,TOTAL,PC,SE,2006-01-01,15
M,TOTAL,PC,SE,2007-01-01,13
M,TOTAL,PC,SE,2008-01-01,15
M,TOTAL,PC,SE,2009-01-01,16
M,TOTAL,PC,SE,2010-01-01,16
M,TOTAL,PC,SE,2011-01-01,16
M,TOTAL,PC,SE,2012-01-01,16
M,TOTAL,PC,SE,2013-01-01,16
M,TOTAL,PC,SE,2014-01-01,17
M,TOTAL,PC,SE,2015-01-01,
M,TOTAL,PC,SE,2016-01-01,17
M,TOTAL,PC,SE,2017-01-01,17
M,TOTAL,PC,SI,2005-01-01,16
M,TOTAL,PC,SI,2006-01-01,15
M,TOTAL,PC,SI,2007-01-01,15
M,TOTAL,PC,SI,2008-01-01,16
M,TOTAL,PC,SI,2009-01-01,15
M,TOTAL,PC,SI,2010-01-01,16
M,TOTAL,PC,SI,2011-01-01,17
M,TOTAL,PC,SI,2012-01-01,18
M,TOTAL,PC,SI,2013-01-01,19
M,TOTAL,PC,SI,2014-01-01,19
M,TOTAL,PC,SI,2015-01-01,
M,TOTAL,PC,SI,2016-01-01,16
M,TOTAL,PC,SI,2017-01-01,15
M,TOTAL,PC,SK,2005-01-01,30
M,TOTAL,PC,SK,2006-01-01,25
M,TOTAL,PC,SK,2007-01-01,19
M,TOTAL,PC,SK,2008-01-01,18
M,TOTAL,PC,SK,2009-01-01,18
M,TOTAL,PC,SK,2010-01-01,19
M,TOTAL,PC,SK,2011-01-01,19
M,TOTAL,PC,SK,2012-01-01,19
M,TOTAL,PC,SK,2013-01-01,19
M,TOTAL,PC,SK,2014-01-01,18
M,TOTAL,PC,SK,2015-01-01,
M,TOTAL,PC,SK,2016-01-01,18
M,TOTAL,PC,SK,2017-01-01,16
M,TOTAL,PC,TR,2005-01-01,
M,TOTAL,PC,TR,2006-01-01,66
M,TOTAL,PC,TR,2007-01-01,64
M,TOTAL,PC,TR,2008-01-01,63
M,TOTAL,PC,TR,2009-01-01,63
M,TOTAL,PC,TR,2010-01-01,65
M,TOTAL,PC,TR,2011-01-01,63
M,TOTAL,PC,TR,2012-01-01,60
M,TOTAL,PC,TR,2013-01-01,50
M,TOTAL,PC,TR,2014-01-01,40
M,TOTAL,PC,TR,2015-01-01,
M,TOTAL,PC,TR,2016-01-01,
M,TOTAL,PC,TR,2017-01-01,
M,TOTAL,PC,UK,2005-01-01,23
M,TOTAL,PC,UK,2006-01-01,22
M,TOTAL,PC,UK,2007-01-01,21
M,TOTAL,PC,UK,2008-01-01,21
M,TOTAL,PC,UK,2009-01-01,21
M,TOTAL,PC,UK,2010-01-01,22
M,TOTAL,PC,UK,2011-01-01,21
M,TOTAL,PC,UK,2012-01-01,23
M,TOTAL,PC,UK,2013-01-01,23
M,TOTAL,PC,UK,2014-01-01,22
M,TOTAL,PC,UK,2015-01-01,
M,TOTAL,PC,UK,2016-01-01,21
M,TOTAL,PC,UK,2017-01-01,
T,TOTAL,PC,AT,2005-01-01,17
T,TOTAL,PC,AT,2006-01-01,17
T,TOTAL,PC,AT,2007-01-01,16
T,TOTAL,PC,AT,2008-01-01,20
T,TOTAL,PC,AT,2009-01-01,19
T,TOTAL,PC,AT,2010-01-01,18
T,TOTAL,PC,AT,2011-01-01,19
T,TOTAL,PC,AT,2012-01-01,18
T,TOTAL,PC,AT,2013-01-01,18
T,TOTAL,PC,AT,2014-01-01,19
T,TOTAL,PC,AT,2015-01-01,
T,TOTAL,PC,AT,2016-01-01,18
T,TOTAL,PC,AT,2017-01-01,18
T,TOTAL,PC,BE,2005-01-01,22
T,TOTAL,PC,BE,2006-01-01,21
T,TOTAL,PC,BE,2007-01-01,21
T,TOTAL,PC,BE,2008-01-01,20
T,TOTAL,PC,BE,2009-01-01,20
T,TOTAL,PC,BE,2010-01-01,20
T,TOTAL,PC,BE,2011-01-01,21
T,TOTAL,PC,BE,2012-01-01,21
T,TOTAL,PC,BE,2013-01-01,20
T,TOTAL,PC,BE,2014-01-01,21
T,TOTAL,PC,BE,2015-01-01,
T,TOTAL,PC,BE,2016-01-01,20
T,TOTAL,PC,BE,2017-01-01,20
T,TOTAL,PC,BG,2005-01-01,
T,TOTAL,PC,BG,2006-01-01,61
T,TOTAL,PC,BG,2007-01-01,60
T,TOTAL,PC,BG,2008-01-01,44
T,TOTAL,PC,BG,2009-01-01,46
T,TOTAL,PC,BG,2010-01-01,49
T,TOTAL,PC,BG,2011-01-01,49
T,TOTAL,PC,BG,2012-01-01,49
T,TOTAL,PC,BG,2013-01-01,48
T,TOTAL,PC,BG,2014-01-01,40
T,TOTAL,PC,BG,2015-01-01,
T,TOTAL,PC,BG,2016-01-01,40
T,TOTAL,PC,BG,2017-01-01,38
T,TOTAL,PC,CH,2005-01-01,
T,TOTAL,PC,CH,2006-01-01,
T,TOTAL,PC,CH,2007-01-01,17
T,TOTAL,PC,CH,2008-01-01,18
T,TOTAL,PC,CH,2009-01-01,17
T,TOTAL,PC,CH,2010-01-01,17
T,TOTAL,PC,CH,2011-01-01,17
T,TOTAL,PC,CH,2012-01-01,17
T,TOTAL,PC,CH,2013-01-01,16
T,TOTAL,PC,CH,2014-01-01,16
T,TOTAL,PC,CH,2015-01-01,
T,TOTAL,PC,CH,2016-01-01,17
T,TOTAL,PC,CH,2017-01-01,
T,TOTAL,PC,CY,2005-01-01,25
T,TOTAL,PC,CY,2006-01-01,25
T,TOTAL,PC,CY,2007-01-01,25
T,TOTAL,PC,CY,2008-01-01,23
T,TOTAL,PC,CY,2009-01-01,23
T,TOTAL,PC,CY,2010-01-01,24
T,TOTAL,PC,CY,2011-01-01,24
T,TOTAL,PC,CY,2012-01-01,27
T,TOTAL,PC,CY,2013-01-01,27
T,TOTAL,PC,CY,2014-01-01,27
T,TOTAL,PC,CY,2015-01-01,
T,TOTAL,PC,CY,2016-01-01,27
T,TOTAL,PC,CY,2017-01-01,25
T,TOTAL,PC,CZ,2005-01-01,19
T,TOTAL,PC,CZ,2006-01-01,18
T,TOTAL,PC,CZ,2007-01-01,15
T,TOTAL,PC,CZ,2008-01-01,15
T,TOTAL,PC,CZ,2009-01-01,14
T,TOTAL,PC,CZ,2010-01-01,14
T,TOTAL,PC,CZ,2011-01-01,15
T,TOTAL,PC,CZ,2012-01-01,15
T,TOTAL,PC,CZ,2013-01-01,14
T,TOTAL,PC,CZ,2014-01-01,14
T,TOTAL,PC,CZ,2015-01-01,
T,TOTAL,PC,CZ,2016-01-01,13
T,TOTAL,PC,CZ,2017-01-01,12
T,TOTAL,PC,DE,2005-01-01,18
T,TOTAL,PC,DE,2006-01-01,20
T,TOTAL,PC,DE,2007-01-01,20
T,TOTAL,PC,DE,2008-01-01,20
T,TOTAL,PC,DE,2009-01-01,20
T,TOTAL,PC,DE,2010-01-01,19
T,TOTAL,PC,DE,2011-01-01,19
T,TOTAL,PC,DE,2012-01-01,19
T,TOTAL,PC,DE,2013-01-01,20
T,TOTAL,PC,DE,2014-01-01,20
T,TOTAL,PC,DE,2015-01-01,
T,TOTAL,PC,DE,2016-01-01,19
T,TOTAL,PC,DE,2017-01-01,19
T,TOTAL,PC,DK,2005-01-01,17
T,TOTAL,PC,DK,2006-01-01,16
T,TOTAL,PC,DK,2007-01-01,16
T,TOTAL,PC,DK,2008-01-01,16
T,TOTAL,PC,DK,2009-01-01,17
T,TOTAL,PC,DK,2010-01-01,18
T,TOTAL,PC,DK,2011-01-01,17
T,TOTAL,PC,DK,2012-01-01,17
T,TOTAL,PC,DK,2013-01-01,18
T,TOTAL,PC,DK,2014-01-01,17
T,TOTAL,PC,DK,2015-01-01,
T,TOTAL,PC,DK,2016-01-01,16
T,TOTAL,PC,DK,2017-01-01,17
T,TOTAL,PC,EA18,2005-01-01,21
T,TOTAL,PC,EA18,2006-01-01,22
T,TOTAL,PC,EA18,2007-01-01,21
T,TOTAL,PC,EA18,2008-01-01,21
T,TOTAL,PC,EA18,2009-01-01,21
T,TOTAL,PC,EA18,2010-01-01,21
T,TOTAL,PC,EA18,2011-01-01,22
T,TOTAL,PC,EA18,2012-01-01,23
T,TOTAL,PC,EA18,2013-01-01,23
T,TOTAL,PC,EA18,2014-01-01,23
T,TOTAL,PC,EA18,2015-01-01,
T,TOTAL,PC,EA18,2016-01-01,23
T,TOTAL,PC,EA18,2017-01-01,22
T,TOTAL,PC,EA19,2005-01-01,22
T,TOTAL,PC,EA19,2006-01-01,22
T,TOTAL,PC,EA19,2007-01-01,21
T,TOTAL,PC,EA19,2008-01-01,21
T,TOTAL,PC,EA19,2009-01-01,21
T,TOTAL,PC,EA19,2010-01-01,22
T,TOTAL,PC,EA19,2011-01-01,22
T,TOTAL,PC,EA19,2012-01-01,23
T,TOTAL,PC,EA19,2013-01-01,23
T,TOTAL,PC,EA19,2014-01-01,23
T,TOTAL,PC,EA19,2015-01-01,
T,TOTAL,PC,EA19,2016-01-01,23
T,TOTAL,PC,EA19,2017-01-01,22
T,TOTAL,PC,EE,2005-01-01,25
T,TOTAL,PC,EE,2006-01-01,22
T,TOTAL,PC,EE,2007-01-01,22
T,TOTAL,PC,EE,2008-01-01,21
T,TOTAL,PC,EE,2009-01-01,23
T,TOTAL,PC,EE,2010-01-01,21
T,TOTAL,PC,EE,2011-01-01,23
T,TOTAL,PC,EE,2012-01-01,23
T,TOTAL,PC,EE,2013-01-01,23
T,TOTAL,PC,EE,2014-01-01,26
T,TOTAL,PC,EE,2015-01-01,
T,TOTAL,PC,EE,2016-01-01,24
T,TOTAL,PC,EE,2017-01-01,23
T,TOTAL,PC,EL,2005-01-01,29
T,TOTAL,PC,EL,2006-01-01,29
T,TOTAL,PC,EL,2007-01-01,28
T,TOTAL,PC,EL,2008-01-01,28
T,TOTAL,PC,EL,2009-01-01,27
T,TOTAL,PC,EL,2010-01-01,27
T,TOTAL,PC,EL,2011-01-01,31
T,TOTAL,PC,EL,2012-01-01,34
T,TOTAL,PC,EL,2013-01-01,35
T,TOTAL,PC,EL,2014-01-01,36
T,TOTAL,PC,EL,2015-01-01,
T,TOTAL,PC,EL,2016-01-01,35
T,TOTAL,PC,EL,2017-01-01,34
T,TOTAL,PC,ES,2005-01-01,24
T,TOTAL,PC,ES,2006-01-01,24
T,TOTAL,PC,ES,2007-01-01,23
T,TOTAL,PC,ES,2008-01-01,23
T,TOTAL,PC,ES,2009-01-01,24
T,TOTAL,PC,ES,2010-01-01,26
T,TOTAL,PC,ES,2011-01-01,26
T,TOTAL,PC,ES,2012-01-01,27
T,TOTAL,PC,ES,2013-01-01,27
T,TOTAL,PC,ES,2014-01-01,29
T,TOTAL,PC,ES,2015-01-01,
T,TOTAL,PC,ES,2016-01-01,27
T,TOTAL,PC,ES,2017-01-01,26
T,TOTAL,PC,EU27,2005-01-01,25
T,TOTAL,PC,EU27,2006-01-01,25
T,TOTAL,PC,EU27,2007-01-01,24
T,TOTAL,PC,EU27,2008-01-01,23
T,TOTAL,PC,EU27,2009-01-01,23
T,TOTAL,PC,EU27,2010-01-01,23
T,TOTAL,PC,EU27,2011-01-01,24
T,TOTAL,PC,EU27,2012-01-01,24
T,TOTAL,PC,EU27,2013-01-01,24
T,TOTAL,PC,EU27,2014-01-01,24
T,TOTAL,PC,EU27,2015-01-01,
T,TOTAL,PC,EU27,2016-01-01,23
T,TOTAL,PC,EU27,2017-01-01,22
T,TOTAL,PC,EU28,2005-01-01,
T,TOTAL,PC,EU28,2006-01-01,
T,TOTAL,PC,EU28,2007-01-01,
T,TOTAL,PC,EU28,2008-01-01,
T,TOTAL,PC,EU28,2009-01-01,
T,TOTAL,PC,EU28,2010-01-01,23
T,TOTAL,PC,EU28,2011-01-01,24
T,TOTAL,PC,EU28,2012-01-01,24
T,TOTAL,PC,EU28,2013-01-01,24
T,TOTAL,PC,EU28,2014-01-01,24
T,TOTAL,PC,EU28,2015-01-01,
T,TOTAL,PC,EU28,2016-01-01,23
T,TOTAL,PC,EU28,2017-01-01,22
T,TOTAL,PC,FI,2005-01-01,17
T,TOTAL,PC,FI,2006-01-01,17
T,TOTAL,PC,FI,2007-01-01,17
T,TOTAL,PC,FI,2008-01-01,17
T,TOTAL,PC,FI,2009-01-01,16
T,TOTAL,PC,FI,2010-01-01,16
T,TOTAL,PC,FI,2011-01-01,17
T,TOTAL,PC,FI,2012-01-01,17
T,TOTAL,PC,FI,2013-01-01,16
T,TOTAL,PC,FI,2014-01-01,17
T,TOTAL,PC,FI,2015-01-01,
T,TOTAL,PC,FI,2016-01-01,16
T,TOTAL,PC,FI,2017-01-01,15
T,TOTAL,PC,FR,2005-01-01,18
T,TOTAL,PC,FR,2006-01-01,18
T,TOTAL,PC,FR,2007-01-01,19
T,TOTAL,PC,FR,2008-01-01,18
T,TOTAL,PC,FR,2009-01-01,18
T,TOTAL,PC,FR,2010-01-01,19
T,TOTAL,PC,FR,2011-01-01,19
T,TOTAL,PC,FR,2012-01-01,19
T,TOTAL,PC,FR,2013-01-01,18
T,TOTAL,PC,FR,2014-01-01,18
T,TOTAL,PC,FR,2015-01-01,
T,TOTAL,PC,FR,2016-01-01,18
T,TOTAL,PC,FR,2017-01-01,17
T,TOTAL,PC,HR,2005-01-01,
T,TOTAL,PC,HR,2006-01-01,
T,TOTAL,PC,HR,2007-01-01,
