indic_il,age,sex,geotime,date,value
LI_R_MD60,TOTAL,T,NO,2006-01-01,11
LI_R_MD60,TOTAL,T,NO,2007-01-01,10
LI_R_MD60,TOTAL,T,NO,2008-01-01,8
LI_R_MD60,TOTAL,T,NO,2009-01-01,7
LI_R_MD60,TOTAL,T,NO,2010-01-01,6
LI_R_MD60,TOTAL,T,NO,2011-01-01,5
LI_R_MD60,TOTAL,T,NO,2012-01-01,4
LI_R_MD60,TOTAL,T,NO,2013-01-01,4
LI_R_MD60,TOTAL,T,NO,2014-01-01,4
LI_R_MD60,TOTAL,T,NO,2015-01-01,5
LI_R_MD60,TOTAL,T,NO,2016-01-01,5
LI_R_MD60,TOTAL,T,NO,2017-01-01,
LI_R_MD60,TOTAL,T,PL,2006-01-01,16
LI_R_MD60,TOTAL,T,PL,2007-01-01,12
LI_R_MD60,TOTAL,T,PL,2008-01-01,8
LI_R_MD60,TOTAL,T,PL,2009-01-01,7
LI_R_MD60,TOTAL,T,PL,2010-01-01,6
LI_R_MD60,TOTAL,T,PL,2011-01-01,6
LI_R_MD60,TOTAL,T,PL,2012-01-01,6
LI_R_MD60,TOTAL,T,PL,2013-01-01,5
LI_R_MD60,TOTAL,T,PL,2014-01-01,5
LI_R_MD60,TOTAL,T,PL,2015-01-01,5
LI_R_MD60,TOTAL,T,PL,2016-01-01,4
LI_R_MD60,TOTAL,T,PL,2017-01-01,
LI_R_MD60,TOTAL,T,PT,2006-01-01,19
LI_R_MD60,TOTAL,T,PT,2007-01-01,18
LI_R_MD60,TOTAL,T,PT,2008-01-01,17
LI_R_MD60,TOTAL,T,PT,2009-01-01,15
LI_R_MD60,TOTAL,T,PT,2010-01-01,14
LI_R_MD60,TOTAL,T,PT,2011-01-01,15
LI_R_MD60,TOTAL,T,PT,2012-01-01,18
LI_R_MD60,TOTAL,T,PT,2013-01-01,19
LI_R_MD60,TOTAL,T,PT,2014-01-01,20
LI_R_MD60,TOTAL,T,PT,2015-01-01,19
LI_R_MD60,TOTAL,T,PT,2016-01-01,17
LI_R_MD60,TOTAL,T,PT,2017-01-01,16
LI_R_MD60,TOTAL,T,SE,2006-01-01,11
LI_R_MD60,TOTAL,T,SE,2007-01-01,8
LI_R_MD60,TOTAL,T,SE,2008-01-01,9
LI_R_MD60,TOTAL,T,SE,2009-01-01,9
LI_R_MD60,TOTAL,T,SE,2010-01-01,9
LI_R_MD60,TOTAL,T,SE,2011-01-01,10
LI_R_MD60,TOTAL,T,SE,2012-01-01,8
LI_R_MD60,TOTAL,T,SE,2013-01-01,8
LI_R_MD60,TOTAL,T,SE,2014-01-01,8
LI_R_MD60,TOTAL,T,SE,2015-01-01,7
LI_R_MD60,TOTAL,T,SE,2016-01-01,8
LI_R_MD60,TOTAL,T,SE,2017-01-01,7
LI_R_MD60,TOTAL,T,SI,2006-01-01,10
LI_R_MD60,TOTAL,T,SI,2007-01-01,9
LI_R_MD60,TOTAL,T,SI,2008-01-01,9
LI_R_MD60,TOTAL,T,SI,2009-01-01,6
LI_R_MD60,TOTAL,T,SI,2010-01-01,8
LI_R_MD60,TOTAL,T,SI,2011-01-01,8
LI_R_MD60,TOTAL,T,SI,2012-01-01,9
LI_R_MD60,TOTAL,T,SI,2013-01-01,11
LI_R_MD60,TOTAL,T,SI,2014-01-01,11
LI_R_MD60,TOTAL,T,SI,2015-01-01,9
LI_R_MD60,TOTAL,T,SI,2016-01-01,9
LI_R_MD60,TOTAL,T,SI,2017-01-01,
LI_R_MD60,TOTAL,T,SK,2006-01-01,9
LI_R_MD60,TOTAL,T,SK,2007-01-01,5
LI_R_MD60,TOTAL,T,SK,2008-01-01,4
LI_R_MD60,TOTAL,T,SK,2009-01-01,2
LI_R_MD60,TOTAL,T,SK,2010-01-01,2
LI_R_MD60,TOTAL,T,SK,2011-01-01,2
LI_R_MD60,TOTAL,T,SK,2012-01-01,2
LI_R_MD60,TOTAL,T,SK,2013-01-01,2
LI_R_MD60,TOTAL,T,SK,2014-01-01,3
LI_R_MD60,TOTAL,T,SK,2015-01-01,3
LI_R_MD60,TOTAL,T,SK,2016-01-01,2
LI_R_MD60,TOTAL,T,SK,2017-01-01,3
LI_R_MD60,TOTAL,T,UK,2006-01-01,18
LI_R_MD60,TOTAL,T,UK,2007-01-01,15
LI_R_MD60,TOTAL,T,UK,2008-01-01,14
LI_R_MD60,TOTAL,T,UK,2009-01-01,15
LI_R_MD60,TOTAL,T,UK,2010-01-01,16
LI_R_MD60,TOTAL,T,UK,2011-01-01,17
LI_R_MD60,TOTAL,T,UK,2012-01-01,16
LI_R_MD60,TOTAL,T,UK,2013-01-01,16
LI_R_MD60,TOTAL,T,UK,2014-01-01,15
LI_R_MD60,TOTAL,T,UK,2015-01-01,14
LI_R_MD60,TOTAL,T,UK,2016-01-01,13
LI_R_MD60,TOTAL,T,UK,2017-01-01,
