currency,indic_il,hhtyp,geo\time,date,value
PPS,LI_C_MD60,A2_2CH_LT14,CH,2015-01-01,33504
PPS,LI_C_MD60,A2_2CH_LT14,CH,2016-01-01,34778 
PPS,LI_C_MD60,A2_2CH_LT14,CH,2017-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,CY,2006-01-01,20616 
PPS,LI_C_MD60,A2_2CH_LT14,CY,2007-01-01,22997 
PPS,LI_C_MD60,A2_2CH_LT14,CY,2008-01-01,22984 b
PPS,LI_C_MD60,A2_2CH_LT14,CY,2009-01-01,23639 
PPS,LI_C_MD60,A2_2CH_LT14,CY,2010-01-01,22713 
PPS,LI_C_MD60,A2_2CH_LT14,CY,2011-01-01,24144 
PPS,LI_C_MD60,A2_2CH_LT14,CY,2012-01-01,24033 
PPS,LI_C_MD60,A2_2CH_LT14,CY,2013-01-01,21628
PPS,LI_C_MD60,A2_2CH_LT14,CY,2014-01-01,19860 
PPS,LI_C_MD60,A2_2CH_LT14,CY,2015-01-01,19295
PPS,LI_C_MD60,A2_2CH_LT14,CY,2016-01-01,20384 
PPS,LI_C_MD60,A2_2CH_LT14,CY,2017-01-01,20800 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2006-01-01,10409 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2007-01-01,11140 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2008-01-01,12254 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2009-01-01,11898 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2010-01-01,12171 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2011-01-01,12586 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2012-01-01,12994 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2013-01-01,13610
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2014-01-01,13974 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2015-01-01,14682
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2016-01-01,15720 
PPS,LI_C_MD60,A2_2CH_LT14,CZ,2017-01-01,15887 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2006-01-01,19110 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2007-01-01,21829 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2008-01-01,22689 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2009-01-01,22617 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2010-01-01,22143 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2011-01-01,23177 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2012-01-01,24201 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2013-01-01,24542
PPS,LI_C_MD60,A2_2CH_LT14,DE,2014-01-01,24212 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2015-01-01,25660
PPS,LI_C_MD60,A2_2CH_LT14,DE,2016-01-01,26685 
PPS,LI_C_MD60,A2_2CH_LT14,DE,2017-01-01,26731 
PPS,LI_C_MD60,A2_2CH_LT14,DK,2006-01-01,20345 
PPS,LI_C_MD60,A2_2CH_LT14,DK,2007-01-01,21254 
PPS,LI_C_MD60,A2_2CH_LT14,DK,2008-01-01,22177 
PPS,LI_C_MD60,A2_2CH_LT14,DK,2009-01-01,22577 
PPS,LI_C_MD60,A2_2CH_LT14,DK,2010-01-01,22616 
PPS,LI_C_MD60,A2_2CH_LT14,DK,2011-01-01,24171 b
PPS,LI_C_MD60,A2_2CH_LT14,DK,2012-01-01,24227 
PPS,LI_C_MD60,A2_2CH_LT14,DK,2013-01-01,24876
PPS,LI_C_MD60,A2_2CH_LT14,DK,2014-01-01,25183 
PPS,LI_C_MD60,A2_2CH_LT14,DK,2015-01-01,25684
PPS,LI_C_MD60,A2_2CH_LT14,DK,2016-01-01,26879 
PPS,LI_C_MD60,A2_2CH_LT14,DK,2017-01-01,26699 
PPS,LI_C_MD60,A2_2CH_LT14,EE,2006-01-01,7090 
PPS,LI_C_MD60,A2_2CH_LT14,EE,2007-01-01,8179 
PPS,LI_C_MD60,A2_2CH_LT14,EE,2008-01-01,9530 
PPS,LI_C_MD60,A2_2CH_LT14,EE,2009-01-01,10208 
PPS,LI_C_MD60,A2_2CH_LT14,EE,2010-01-01,9340 
PPS,LI_C_MD60,A2_2CH_LT14,EE,2011-01-01,9431 
PPS,LI_C_MD60,A2_2CH_LT14,EE,2012-01-01,9942 
PPS,LI_C_MD60,A2_2CH_LT14,EE,2013-01-01,10845
PPS,LI_C_MD60,A2_2CH_LT14,EE,2014-01-01,11644 b
PPS,LI_C_MD60,A2_2CH_LT14,EE,2015-01-01,13144
PPS,LI_C_MD60,A2_2CH_LT14,EE,2016-01-01,14957 
PPS,LI_C_MD60,A2_2CH_LT14,EE,2017-01-01,15697 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2006-01-01,14064 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2007-01-01,14433 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2008-01-01,15160 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2009-01-01,15794 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2010-01-01,15874 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2011-01-01,14650 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2012-01-01,12679 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2013-01-01,11397
PPS,LI_C_MD60,A2_2CH_LT14,EL,2014-01-01,10929 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2015-01-01,11091
PPS,LI_C_MD60,A2_2CH_LT14,EL,2016-01-01,11419 
PPS,LI_C_MD60,A2_2CH_LT14,EL,2017-01-01,11388 
PPS,LI_C_MD60,A2_2CH_LT14,ES,2006-01-01,15404 
PPS,LI_C_MD60,A2_2CH_LT14,ES,2007-01-01,15989 
PPS,LI_C_MD60,A2_2CH_LT14,ES,2008-01-01,18954 b
PPS,LI_C_MD60,A2_2CH_LT14,ES,2009-01-01,19610 
PPS,LI_C_MD60,A2_2CH_LT14,ES,2010-01-01,18830 
PPS,LI_C_MD60,A2_2CH_LT14,ES,2011-01-01,18175 
PPS,LI_C_MD60,A2_2CH_LT14,ES,2012-01-01,18023 
PPS,LI_C_MD60,A2_2CH_LT14,ES,2013-01-01,17955
PPS,LI_C_MD60,A2_2CH_LT14,ES,2014-01-01,17886 
PPS,LI_C_MD60,A2_2CH_LT14,ES,2015-01-01,18224
PPS,LI_C_MD60,A2_2CH_LT14,ES,2016-01-01,19320 
PPS,LI_C_MD60,A2_2CH_LT14,ES,2017-01-01,19548 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2006-01-01,18660 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2007-01-01,19204 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2008-01-01,20860 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2009-01-01,21884 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2010-01-01,21686 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2011-01-01,22596 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2012-01-01,23406 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2013-01-01,24165
PPS,LI_C_MD60,A2_2CH_LT14,FI,2014-01-01,24254 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2015-01-01,24482
PPS,LI_C_MD60,A2_2CH_LT14,FI,2016-01-01,25194 
PPS,LI_C_MD60,A2_2CH_LT14,FI,2017-01-01,24956 
PPS,LI_C_MD60,A2_2CH_LT14,FR,2006-01-01,18877 
PPS,LI_C_MD60,A2_2CH_LT14,FR,2007-01-01,19087 
PPS,LI_C_MD60,A2_2CH_LT14,FR,2008-01-01,22041 b
PPS,LI_C_MD60,A2_2CH_LT14,FR,2009-01-01,22353 
PPS,LI_C_MD60,A2_2CH_LT14,FR,2010-01-01,22406 
PPS,LI_C_MD60,A2_2CH_LT14,FR,2011-01-01,22883 
PPS,LI_C_MD60,A2_2CH_LT14,FR,2012-01-01,23668 
PPS,LI_C_MD60,A2_2CH_LT14,FR,2013-01-01,24184
PPS,LI_C_MD60,A2_2CH_LT14,FR,2014-01-01,24327 
PPS,LI_C_MD60,A2_2CH_LT14,FR,2015-01-01,25055
PPS,LI_C_MD60,A2_2CH_LT14,FR,2016-01-01,25987 
PPS,LI_C_MD60,A2_2CH_LT14,FR,2017-01-01,25770 
PPS,LI_C_MD60,A2_2CH_LT14,HR,2006-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,HR,2007-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,HR,2008-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,HR,2009-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,HR,2010-01-01,9591 b
PPS,LI_C_MD60,A2_2CH_LT14,HR,2011-01-01,9353 
PPS,LI_C_MD60,A2_2CH_LT14,HR,2012-01-01,9276 
PPS,LI_C_MD60,A2_2CH_LT14,HR,2013-01-01,9341
PPS,LI_C_MD60,A2_2CH_LT14,HR,2014-01-01,9752 
PPS,LI_C_MD60,A2_2CH_LT14,HR,2015-01-01,10398
PPS,LI_C_MD60,A2_2CH_LT14,HR,2016-01-01,11318 
PPS,LI_C_MD60,A2_2CH_LT14,HR,2017-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2006-01-01,7657 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2007-01-01,8178 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2008-01-01,8312 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2009-01-01,8604 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2010-01-01,8451 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2011-01-01,8990 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2012-01-01,9581 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2013-01-01,9170
PPS,LI_C_MD60,A2_2CH_LT14,HU,2014-01-01,9524 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2015-01-01,9978
PPS,LI_C_MD60,A2_2CH_LT14,HU,2016-01-01,10422 
PPS,LI_C_MD60,A2_2CH_LT14,HU,2017-01-01,10539 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2006-01-01,20082 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2007-01-01,22329 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2008-01-01,22893 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2009-01-01,21810 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2010-01-01,21214 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2011-01-01,20998 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2012-01-01,20921 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2013-01-01,21082
PPS,LI_C_MD60,A2_2CH_LT14,IE,2014-01-01,20872 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2015-01-01,22307
PPS,LI_C_MD60,A2_2CH_LT14,IE,2016-01-01,23095 
PPS,LI_C_MD60,A2_2CH_LT14,IE,2017-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,IS,2006-01-01,23385 
PPS,LI_C_MD60,A2_2CH_LT14,IS,2007-01-01,25067 
PPS,LI_C_MD60,A2_2CH_LT14,IS,2008-01-01,27254 
PPS,LI_C_MD60,A2_2CH_LT14,IS,2009-01-01,27212 
PPS,LI_C_MD60,A2_2CH_LT14,IS,2010-01-01,23023 
PPS,LI_C_MD60,A2_2CH_LT14,IS,2011-01-01,22734 
PPS,LI_C_MD60,A2_2CH_LT14,IS,2012-01-01,22735 
PPS,LI_C_MD60,A2_2CH_LT14,IS,2013-01-01,24519
PPS,LI_C_MD60,A2_2CH_LT14,IS,2014-01-01,25367 
PPS,LI_C_MD60,A2_2CH_LT14,IS,2015-01-01,26213
PPS,LI_C_MD60,A2_2CH_LT14,IS,2016-01-01,27949 p
PPS,LI_C_MD60,A2_2CH_LT14,IS,2017-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2006-01-01,17522 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2007-01-01,18267 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2008-01-01,19232 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2009-01-01,19194 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2010-01-01,19184 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2011-01-01,19878 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2012-01-01,19524 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2013-01-01,19296
PPS,LI_C_MD60,A2_2CH_LT14,IT,2014-01-01,19220 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2015-01-01,19397
PPS,LI_C_MD60,A2_2CH_LT14,IT,2016-01-01,20429 
PPS,LI_C_MD60,A2_2CH_LT14,IT,2017-01-01,20737 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2006-01-01,5821 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2007-01-01,7199 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2008-01-01,8634 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2009-01-01,9008 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2010-01-01,7583 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2011-01-01,7645 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2012-01-01,8472 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2013-01-01,9176
PPS,LI_C_MD60,A2_2CH_LT14,LT,2014-01-01,9570 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2015-01-01,10396
PPS,LI_C_MD60,A2_2CH_LT14,LT,2016-01-01,11793 
PPS,LI_C_MD60,A2_2CH_LT14,LT,2017-01-01,12293 
PPS,LI_C_MD60,A2_2CH_LT14,LU,2006-01-01,33287 
PPS,LI_C_MD60,A2_2CH_LT14,LU,2007-01-01,33827 
PPS,LI_C_MD60,A2_2CH_LT14,LU,2008-01-01,33948 
PPS,LI_C_MD60,A2_2CH_LT14,LU,2009-01-01,34157 
PPS,LI_C_MD60,A2_2CH_LT14,LU,2010-01-01,33519 
PPS,LI_C_MD60,A2_2CH_LT14,LU,2011-01-01,33517 
PPS,LI_C_MD60,A2_2CH_LT14,LU,2012-01-01,33490 
PPS,LI_C_MD60,A2_2CH_LT14,LU,2013-01-01,35318
PPS,LI_C_MD60,A2_2CH_LT14,LU,2014-01-01,35621 
PPS,LI_C_MD60,A2_2CH_LT14,LU,2015-01-01,36900
PPS,LI_C_MD60,A2_2CH_LT14,LU,2016-01-01,35246 b
PPS,LI_C_MD60,A2_2CH_LT14,LU,2017-01-01,36313 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2006-01-01,5640 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2007-01-01,7040 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2008-01-01,8993 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2009-01-01,8987 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2010-01-01,7403 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2011-01-01,7489 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2012-01-01,7687 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2013-01-01,8122
PPS,LI_C_MD60,A2_2CH_LT14,LV,2014-01-01,9224 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2015-01-01,10196
PPS,LI_C_MD60,A2_2CH_LT14,LV,2016-01-01,11635 
PPS,LI_C_MD60,A2_2CH_LT14,LV,2017-01-01,11695 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2006-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2007-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2008-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2009-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2010-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2011-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2012-01-01,4934 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2013-01-01,5032
PPS,LI_C_MD60,A2_2CH_LT14,MK,2014-01-01,5162 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2015-01-01,5741
PPS,LI_C_MD60,A2_2CH_LT14,MK,2016-01-01,6225 
PPS,LI_C_MD60,A2_2CH_LT14,MK,2017-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2006-01-01,15216 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2007-01-01,15677 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2008-01-01,16712 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2009-01-01,17106 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2010-01-01,16848 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2011-01-01,17676 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2012-01-01,18397 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2013-01-01,18971
PPS,LI_C_MD60,A2_2CH_LT14,MT,2014-01-01,19531 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2015-01-01,21018
PPS,LI_C_MD60,A2_2CH_LT14,MT,2016-01-01,21678 
PPS,LI_C_MD60,A2_2CH_LT14,MT,2017-01-01,22262 
PPS,LI_C_MD60,A2_2CH_LT14,NL,2006-01-01,20783 
PPS,LI_C_MD60,A2_2CH_LT14,NL,2007-01-01,22097 
PPS,LI_C_MD60,A2_2CH_LT14,NL,2008-01-01,24119 
PPS,LI_C_MD60,A2_2CH_LT14,NL,2009-01-01,24399 
PPS,LI_C_MD60,A2_2CH_LT14,NL,2010-01-01,23705 
PPS,LI_C_MD60,A2_2CH_LT14,NL,2011-01-01,23730 
PPS,LI_C_MD60,A2_2CH_LT14,NL,2012-01-01,23912 
PPS,LI_C_MD60,A2_2CH_LT14,NL,2013-01-01,24225
PPS,LI_C_MD60,A2_2CH_LT14,NL,2014-01-01,23695 
PPS,LI_C_MD60,A2_2CH_LT14,NL,2015-01-01,24428
PPS,LI_C_MD60,A2_2CH_LT14,NL,2016-01-01,26706 b
PPS,LI_C_MD60,A2_2CH_LT14,NL,2017-01-01,26737 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2006-01-01,25450 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2007-01-01,26082 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2008-01-01,29129 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2009-01-01,30244 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2010-01-01,29284 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2011-01-01,30489 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2012-01-01,32223 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2013-01-01,33745
PPS,LI_C_MD60,A2_2CH_LT14,NO,2014-01-01,35102 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2015-01-01,35687
PPS,LI_C_MD60,A2_2CH_LT14,NO,2016-01-01,36383 
PPS,LI_C_MD60,A2_2CH_LT14,NO,2017-01-01,35317 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2006-01-01,6420 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2007-01-01,7067 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2008-01-01,8482 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2009-01-01,9275 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2010-01-01,9548 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2011-01-01,10486 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2012-01-01,10880 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2013-01-01,11539
PPS,LI_C_MD60,A2_2CH_LT14,PL,2014-01-01,12045 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2015-01-01,12537
PPS,LI_C_MD60,A2_2CH_LT14,PL,2016-01-01,13676 
PPS,LI_C_MD60,A2_2CH_LT14,PL,2017-01-01,13964 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2006-01-01,10830 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2007-01-01,11233 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2008-01-01,11974 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2009-01-01,11876 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2010-01-01,12258 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2011-01-01,12122 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2012-01-01,12341 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2013-01-01,12373
PPS,LI_C_MD60,A2_2CH_LT14,PT,2014-01-01,12758 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2015-01-01,12999
PPS,LI_C_MD60,A2_2CH_LT14,PT,2016-01-01,13607 
PPS,LI_C_MD60,A2_2CH_LT14,PT,2017-01-01,13603 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2006-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2007-01-01,3507 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2008-01-01,3858 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2009-01-01,4339 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2010-01-01,4457 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2011-01-01,4591 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2012-01-01,4674 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2013-01-01,4897
PPS,LI_C_MD60,A2_2CH_LT14,RO,2014-01-01,5057 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2015-01-01,5489
PPS,LI_C_MD60,A2_2CH_LT14,RO,2016-01-01,5957 
PPS,LI_C_MD60,A2_2CH_LT14,RO,2017-01-01,6601 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2006-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2007-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2008-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2009-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2010-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2011-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2012-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2013-01-01,6013
PPS,LI_C_MD60,A2_2CH_LT14,RS,2014-01-01,5704 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2015-01-01,6353
PPS,LI_C_MD60,A2_2CH_LT14,RS,2016-01-01,6613 
PPS,LI_C_MD60,A2_2CH_LT14,RS,2017-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,SE,2006-01-01,19042 
PPS,LI_C_MD60,A2_2CH_LT14,SE,2007-01-01,20045 
PPS,LI_C_MD60,A2_2CH_LT14,SE,2008-01-01,22039 b
PPS,LI_C_MD60,A2_2CH_LT14,SE,2009-01-01,22859 
PPS,LI_C_MD60,A2_2CH_LT14,SE,2010-01-01,22123 
PPS,LI_C_MD60,A2_2CH_LT14,SE,2011-01-01,22719 
PPS,LI_C_MD60,A2_2CH_LT14,SE,2012-01-01,23869 
PPS,LI_C_MD60,A2_2CH_LT14,SE,2013-01-01,25235
PPS,LI_C_MD60,A2_2CH_LT14,SE,2014-01-01,24607 
PPS,LI_C_MD60,A2_2CH_LT14,SE,2015-01-01,25394
PPS,LI_C_MD60,A2_2CH_LT14,SE,2016-01-01,26148 
PPS,LI_C_MD60,A2_2CH_LT14,SE,2017-01-01,25410 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2006-01-01,15313 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2007-01-01,16282 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2008-01-01,17403 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2009-01-01,18057 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2010-01-01,16819 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2011-01-01,17565 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2012-01-01,17982 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2013-01-01,17908
PPS,LI_C_MD60,A2_2CH_LT14,SI,2014-01-01,18053 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2015-01-01,19029
PPS,LI_C_MD60,A2_2CH_LT14,SI,2016-01-01,19214 
PPS,LI_C_MD60,A2_2CH_LT14,SI,2017-01-01,19106 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2006-01-01,5821 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2007-01-01,7066 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2008-01-01,8521 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2009-01-01,9858 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2010-01-01,10534 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2011-01-01,11309 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2012-01-01,12346 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2013-01-01,12060
PPS,LI_C_MD60,A2_2CH_LT14,SK,2014-01-01,12355 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2015-01-01,12877
PPS,LI_C_MD60,A2_2CH_LT14,SK,2016-01-01,13191 
PPS,LI_C_MD60,A2_2CH_LT14,SK,2017-01-01,13305 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2006-01-01,4444 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2007-01-01,5112 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2008-01-01,5221 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2009-01-01,5633 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2010-01-01,5477 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2011-01-01,6005 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2012-01-01,6535 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2013-01-01,6641
PPS,LI_C_MD60,A2_2CH_LT14,TR,2014-01-01,6875 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2015-01-01,7133
PPS,LI_C_MD60,A2_2CH_LT14,TR,2016-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,TR,2017-01-01,: 
PPS,LI_C_MD60,A2_2CH_LT14,UK,2006-01-01,22214 
PPS,LI_C_MD60,A2_2CH_LT14,UK,2007-01-01,23660 
PPS,LI_C_MD60,A2_2CH_LT14,UK,2008-01-01,23364 
PPS,LI_C_MD60,A2_2CH_LT14,UK,2009-01-01,21192 
PPS,LI_C_MD60,A2_2CH_LT14,UK,2010-01-01,19995 
PPS,LI_C_MD60,A2_2CH_LT14,UK,2011-01-01,19878 
PPS,LI_C_MD60,A2_2CH_LT14,UK,2012-01-01,20723 b
PPS,LI_C_MD60,A2_2CH_LT14,UK,2013-01-01,21126
PPS,LI_C_MD60,A2_2CH_LT14,UK,2014-01-01,21289 
PPS,LI_C_MD60,A2_2CH_LT14,UK,2015-01-01,22406
PPS,LI_C_MD60,A2_2CH_LT14,UK,2016-01-01,21885 
PPS,LI_C_MD60,A2_2CH_LT14,UK,2017-01-01,: 
