indic_bt,nace_r2,unit,geotime,date,value
TOVT,MIG_CAG,I2015_SCA,AT,2017-09-01,106
TOVT,MIG_CAG,I2015_SCA,AT,2017-10-01,108
TOVT,MIG_CAG,I2015_SCA,AT,2017-11-01,113
TOVT,MIG_CAG,I2015_SCA,AT,2017-12-01,111
TOVT,MIG_CAG,I2015_SCA,AT,2018-01-01,112
TOVT,MIG_CAG,I2015_SCA,AT,2018-02-01,114
TOVT,MIG_CAG,I2015_SCA,AT,2018-03-01,112
TOVT,MIG_CAG,I2015_SCA,AT,2018-04-01,111
TOVT,MIG_CAG,I2015_SCA,AT,2018-05-01,117
TOVT,MIG_CAG,I2015_SCA,AT,2018-06-01,114
TOVT,MIG_CAG,I2015_SCA,AT,2018-07-01,112
TOVT,MIG_CAG,I2015_SCA,AT,2018-08-01,
TOVT,MIG_CAG,I2015_SCA,BE,2017-09-01,98
TOVT,MIG_CAG,I2015_SCA,BE,2017-10-01,106
TOVT,MIG_CAG,I2015_SCA,BE,2017-11-01,108
TOVT,MIG_CAG,I2015_SCA,BE,2017-12-01,104
TOVT,MIG_CAG,I2015_SCA,BE,2018-01-01,103
TOVT,MIG_CAG,I2015_SCA,BE,2018-02-01,103
TOVT,MIG_CAG,I2015_SCA,BE,2018-03-01,106
TOVT,MIG_CAG,I2015_SCA,BE,2018-04-01,106
TOVT,MIG_CAG,I2015_SCA,BE,2018-05-01,107
TOVT,MIG_CAG,I2015_SCA,BE,2018-06-01,105
TOVT,MIG_CAG,I2015_SCA,BE,2018-07-01,106
TOVT,MIG_CAG,I2015_SCA,BE,2018-08-01,
TOVT,MIG_CAG,I2015_SCA,BG,2017-09-01,127
TOVT,MIG_CAG,I2015_SCA,BG,2017-10-01,119
TOVT,MIG_CAG,I2015_SCA,BG,2017-11-01,124
TOVT,MIG_CAG,I2015_SCA,BG,2017-12-01,125
TOVT,MIG_CAG,I2015_SCA,BG,2018-01-01,135
TOVT,MIG_CAG,I2015_SCA,BG,2018-02-01,125
TOVT,MIG_CAG,I2015_SCA,BG,2018-03-01,133
TOVT,MIG_CAG,I2015_SCA,BG,2018-04-01,131
TOVT,MIG_CAG,I2015_SCA,BG,2018-05-01,133
TOVT,MIG_CAG,I2015_SCA,BG,2018-06-01,133
