unit,bop_item,stk_flow,partner,geo\time,date,value
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2001-01-01,6.31 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2002-01-01,-0.64 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2003-01-01,1.18 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2004-01-01,-2.91 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2005-01-01,-7.84 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2006-01-01,-3.39 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2007-01-01,5.33 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2008-01-01,-5.19 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2009-01-01,-4.24
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2010-01-01,-9.97
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2011-01-01,-3.38
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2012-01-01,-5.33
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2013-01-01,1.5
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2014-01-01,2.32
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2015-01-01,0.1
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2016-01-01,3.75
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2017-01-01,-1.12
PCH_WRL_1Y,G,CRE,WRL_REST,LT,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2003-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2004-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2005-01-01,20.87 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2006-01-01,3.44 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2007-01-01,5.28 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2008-01-01,23.59 
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2009-01-01,-11.86
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2010-01-01,5.11
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2011-01-01,13.81
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2012-01-01,5.4
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2013-01-01,8.13
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2014-01-01,-1.44
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2015-01-01,-9.79
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2016-01-01,0.95
PCH_WRL_1Y,G,CRE,WRL_REST,LT,2017-01-01,8.28
PCH_WRL_1Y,G,CRE,WRL_REST,LU,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,1996-01-01,-8.98 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,1997-01-01,-2.55 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,1998-01-01,11.51 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,1999-01-01,-4.12 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2000-01-01,-10.59 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2001-01-01,9.87 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2002-01-01,0.51 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2003-01-01,0.14 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2004-01-01,1.39 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2005-01-01,-7.83 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2006-01-01,1.08 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2007-01-01,0.16 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2008-01-01,4.86 
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2009-01-01,-2.37
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2010-01-01,-7.98
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2011-01-01,-0.17
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2012-01-01,-5.51
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2013-01-01,16.08
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2014-01-01,0.82
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2015-01-01,-12.3
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2016-01-01,-2.08
PCH_WRL_1Y,G,CRE,WRL_REST,LU,2017-01-01,-6.8
PCH_WRL_1Y,G,CRE,WRL_REST,LV,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2001-01-01,15.66 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2002-01-01,11.41 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2003-01-01,9.98 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2004-01-01,25.61 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2005-01-01,25.61 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2006-01-01,0.61 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2007-01-01,21.46 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2008-01-01,1.90 
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2009-01-01,-1.16
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2010-01-01,3.63
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2011-01-01,8.8
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2012-01-01,6.07
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2013-01-01,2.78
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2014-01-01,3.97
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2015-01-01,-3.04
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2016-01-01,3.44
PCH_WRL_1Y,G,CRE,WRL_REST,LV,2017-01-01,2.31
PCH_WRL_1Y,G,CRE,WRL_REST,MT,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2003-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2004-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2005-01-01,-18.09 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2006-01-01,16.11 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2007-01-01,-5.30 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2008-01-01,-13.57 
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2009-01-01,-2.45
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2010-01-01,-1.38
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2011-01-01,-1.74
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2012-01-01,2.8
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2013-01-01,-10.27
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2014-01-01,-11.63
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2015-01-01,-0.64
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2016-01-01,1.29
PCH_WRL_1Y,G,CRE,WRL_REST,MT,2017-01-01,4.49
PCH_WRL_1Y,G,CRE,WRL_REST,NL,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2003-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2004-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2005-01-01,-3.94 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2006-01-01,-2.31 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2007-01-01,2.84 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2008-01-01,-1.17 
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2009-01-01,0.41
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2010-01-01,-7.57
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2011-01-01,-3.43
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2012-01-01,-2.62
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2013-01-01,1.52
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2014-01-01,0.11
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2015-01-01,-6.48
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2016-01-01,3.35
PCH_WRL_1Y,G,CRE,WRL_REST,NL,2017-01-01,1.32
PCH_WRL_1Y,G,CRE,WRL_REST,PL,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2003-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2004-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2005-01-01,5.39 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2006-01-01,6.08 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2007-01-01,9.48 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2008-01-01,7.58 
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2009-01-01,2.7
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2010-01-01,-3.43
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2011-01-01,-2.14
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2012-01-01,-2.79
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2013-01-01,6.85
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2014-01-01,5.96
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2015-01-01,4.21
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2016-01-01,5.87
PCH_WRL_1Y,G,CRE,WRL_REST,PL,2017-01-01,5.05
PCH_WRL_1Y,G,CRE,WRL_REST,PT,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,1997-01-01,-4.67 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,1998-01-01,8.20 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,1999-01-01,-3.71 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2000-01-01,-12.12 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2001-01-01,3.49 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2002-01-01,3.71 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2003-01-01,5.24 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2004-01-01,-4.49 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2005-01-01,-10.86 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2006-01-01,0.65 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2007-01-01,3.39 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2008-01-01,-5.08 
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2009-01-01,-1.01
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2010-01-01,-8.31
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2011-01-01,-0.02
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2012-01-01,-4.36
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2013-01-01,6.03
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2014-01-01,1.29
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2015-01-01,-0.66
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2016-01-01,3.12
PCH_WRL_1Y,G,CRE,WRL_REST,PT,2017-01-01,1.56
PCH_WRL_1Y,G,CRE,WRL_REST,RO,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2000-01-01,-44.72 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2001-01-01,5.29 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2002-01-01,25.68 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2003-01-01,10.37 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2004-01-01,17.45 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2005-01-01,13.25 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2006-01-01,7.26 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2007-01-01,46.82 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2008-01-01,15.65 
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2009-01-01,8.07
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2010-01-01,5.97
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2011-01-01,6.97
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2012-01-01,-9.29
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2013-01-01,11.29
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2014-01-01,6.27
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2015-01-01,0.69
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2016-01-01,9.13
PCH_WRL_1Y,G,CRE,WRL_REST,RO,2017-01-01,1.11
PCH_WRL_1Y,G,CRE,WRL_REST,SE,1995-01-01,11.37 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,1996-01-01,-0.01 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,1997-01-01,-4.46 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,1998-01-01,4.44 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,1999-01-01,-3.69 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2000-01-01,-7.61 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2001-01-01,-6.59 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2002-01-01,-0.58 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2003-01-01,5.40 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2004-01-01,-0.20 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2005-01-01,-6.57 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2006-01-01,-1.04 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2007-01-01,2.10 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2008-01-01,-5.21 
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2009-01-01,-10.16
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2010-01-01,-1.0
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2011-01-01,-1.67
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2012-01-01,-7.47
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2013-01-01,-5.18
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2014-01-01,0.15
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2015-01-01,-2.46
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2016-01-01,2.87
PCH_WRL_1Y,G,CRE,WRL_REST,SE,2017-01-01,-1.62
PCH_WRL_1Y,G,CRE,WRL_REST,SI,1995-01-01,3.77 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,1996-01-01,-3.88 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,1997-01-01,-2.92 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,1998-01-01,10.68 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,1999-01-01,-7.20 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2000-01-01,-8.12 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2001-01-01,10.50 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2002-01-01,8.91 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2003-01-01,5.38 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2004-01-01,3.66 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2005-01-01,0.27 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2006-01-01,3.75 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2007-01-01,11.66 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2008-01-01,-3.98 
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2009-01-01,-1.26
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2010-01-01,-10.72
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2011-01-01,-1.44
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2012-01-01,-7.8
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2013-01-01,3.12
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2014-01-01,5.41
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2015-01-01,0.55
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2016-01-01,6.8
PCH_WRL_1Y,G,CRE,WRL_REST,SI,2017-01-01,5.09
PCH_WRL_1Y,G,CRE,WRL_REST,SK,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2003-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2004-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2005-01-01,0.68 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2006-01-01,11.02 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2007-01-01,11.51 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2008-01-01,-1.89 
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2009-01-01,-3.77
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2010-01-01,-5.32
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2011-01-01,2.6
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2012-01-01,0.43
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2013-01-01,4.83
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2014-01-01,-0.14
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2015-01-01,-0.79
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2016-01-01,6.73
PCH_WRL_1Y,G,CRE,WRL_REST,SK,2017-01-01,-1.8
PCH_WRL_1Y,G,CRE,WRL_REST,UK,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,1998-01-01,-1.33 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,1999-01-01,-3.79 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2000-01-01,-6.52 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2001-01-01,-0.71 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2002-01-01,-1.59 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2003-01-01,-5.87 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2004-01-01,-6.26 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2005-01-01,-3.69 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2006-01-01,0.51 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2007-01-01,-13.08 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2008-01-01,-8.69 
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2009-01-01,-2.31
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2010-01-01,-4.73
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2011-01-01,-1.89
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2012-01-01,-3.78
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2013-01-01,-3.17
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2014-01-01,2.38
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2015-01-01,4.34
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2016-01-01,-5.02
PCH_WRL_1Y,G,CRE,WRL_REST,UK,2017-01-01,-2.36
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,1995-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,1996-01-01,-2.85 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,1997-01-01,-3.91 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,1998-01-01,8.20 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,1999-01-01,-2.01 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2000-01-01,-10.56 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2001-01-01,7.30 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2002-01-01,4.45 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2003-01-01,3.80 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2004-01-01,-0.19 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2005-01-01,-3.85 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2006-01-01,-2.69 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2007-01-01,4.78 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2008-01-01,-2.36 
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2009-01-01,-1.88
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2010-01-01,-10.54
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2011-01-01,-2.52
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2012-01-01,-6.29
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2013-01-01,1.73
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2014-01-01,1.36
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2015-01-01,-3.55
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2016-01-01,3.81
PCH_WRL_1Y,GS,CRE,WRL_REST,AT,2017-01-01,-0.87
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,1995-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,1996-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,1997-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,1998-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,1999-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2000-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2001-01-01,2.31 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2002-01-01,-5.50 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2003-01-01,3.22 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2004-01-01,-1.31 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2005-01-01,-4.22 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2006-01-01,-6.61 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2007-01-01,2.35 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2008-01-01,-1.46 
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2009-01-01,0.86
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2010-01-01,-6.74
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2011-01-01,-2.63
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2012-01-01,-6.42
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2013-01-01,1.44
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2014-01-01,0.46
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2015-01-01,-5.11
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2016-01-01,7.92
PCH_WRL_1Y,GS,CRE,WRL_REST,BE,2017-01-01,-0.48
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,1995-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,1996-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,1997-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,1998-01-01,: 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,1999-01-01,-7.70 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,2000-01-01,9.37 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,2001-01-01,7.08 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,2002-01-01,5.15 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,2003-01-01,13.51 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,2004-01-01,8.43 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,2005-01-01,1.78 
PCH_WRL_1Y,GS,CRE,WRL_REST,BG,2006-01-01,8.79 
