indic_env,geotime,date,value
GHG_I90,DE,2007-01-01,
GHG_I90,DE,2008-01-01,79
GHG_I90,DE,2009-01-01,
GHG_I90,DE,2010-01-01,76
GHG_I90,DE,2011-01-01,74
GHG_I90,DE,2012-01-01,75
GHG_I90,DE,2013-01-01,76
GHG_I90,DE,2014-01-01,73
GHG_I90,DE,2015-01-01,73
GHG_I90,DE,2016-01-01,74
GHG_I90,DK,1990-01-01,100
GHG_I90,DK,1991-01-01,114
GHG_I90,DK,1992-01-01,106
GHG_I90,DK,1993-01-01,109
GHG_I90,DK,1994-01-01,115
GHG_I90,DK,1995-01-01,111
GHG_I90,DK,1996-01-01,129
GHG_I90,DK,1997-01-01,116
GHG_I90,DK,1998-01-01,110
GHG_I90,DK,1999-01-01,107
GHG_I90,DK,2000-01-01,101
GHG_I90,DK,2001-01-01,103
GHG_I90,DK,2002-01-01,
GHG_I90,DK,2003-01-01,
GHG_I90,DK,2004-01-01,
GHG_I90,DK,2005-01-01,
GHG_I90,DK,2006-01-01,
GHG_I90,DK,2007-01-01,
GHG_I90,DK,2008-01-01,94
GHG_I90,DK,2009-01-01,
GHG_I90,DK,2010-01-01,91
GHG_I90,DK,2011-01-01,84
GHG_I90,DK,2012-01-01,77
GHG_I90,DK,2013-01-01,79
GHG_I90,DK,2014-01-01,74
GHG_I90,DK,2015-01-01,70
GHG_I90,DK,2016-01-01,73
GHG_I90,EE,1990-01-01,100
GHG_I90,EE,1991-01-01,92
GHG_I90,EE,1992-01-01,67
GHG_I90,EE,1993-01-01,52
GHG_I90,EE,1994-01-01,54
GHG_I90,EE,1995-01-01,50
GHG_I90,EE,1996-01-01,51
GHG_I90,EE,1997-01-01,50
GHG_I90,EE,1998-01-01,46
GHG_I90,EE,1999-01-01,43
GHG_I90,EE,2000-01-01,42
GHG_I90,EE,2001-01-01,43
GHG_I90,EE,2002-01-01,
GHG_I90,EE,2003-01-01,
GHG_I90,EE,2004-01-01,
GHG_I90,EE,2005-01-01,
GHG_I90,EE,2006-01-01,
GHG_I90,EE,2007-01-01,
GHG_I90,EE,2008-01-01,49
GHG_I90,EE,2009-01-01,
GHG_I90,EE,2010-01-01,52
GHG_I90,EE,2011-01-01,52
GHG_I90,EE,2012-01-01,49
GHG_I90,EE,2013-01-01,54
GHG_I90,EE,2014-01-01,52
GHG_I90,EE,2015-01-01,44
GHG_I90,EE,2016-01-01,48
GHG_I90,EL,1990-01-01,100
GHG_I90,EL,1991-01-01,99
GHG_I90,EL,1992-01-01,101
GHG_I90,EL,1993-01-01,100
GHG_I90,EL,1994-01-01,103
GHG_I90,EL,1995-01-01,105
GHG_I90,EL,1996-01-01,108
GHG_I90,EL,1997-01-01,113
GHG_I90,EL,1998-01-01,118
GHG_I90,EL,1999-01-01,119
GHG_I90,EL,2000-01-01,122
GHG_I90,EL,2001-01-01,122
GHG_I90,EL,2002-01-01,
GHG_I90,EL,2003-01-01,
GHG_I90,EL,2004-01-01,
