indic_env,geotime,date,value
GHG_I90,SE,2014-01-01,77
GHG_I90,SE,2015-01-01,76
GHG_I90,SE,2016-01-01,76
GHG_I90,SI,1990-01-01,100
GHG_I90,SI,1991-01-01,92
GHG_I90,SI,1992-01-01,93
GHG_I90,SI,1993-01-01,94
GHG_I90,SI,1994-01-01,96
GHG_I90,SI,1995-01-01,100
GHG_I90,SI,1996-01-01,104
GHG_I90,SI,1997-01-01,105
GHG_I90,SI,1998-01-01,104
GHG_I90,SI,1999-01-01,101
GHG_I90,SI,2000-01-01,102
GHG_I90,SI,2001-01-01,107
GHG_I90,SI,2002-01-01,
GHG_I90,SI,2003-01-01,
GHG_I90,SI,2004-01-01,
GHG_I90,SI,2005-01-01,
GHG_I90,SI,2006-01-01,
GHG_I90,SI,2007-01-01,
GHG_I90,SI,2008-01-01,116
GHG_I90,SI,2009-01-01,
GHG_I90,SI,2010-01-01,105
GHG_I90,SI,2011-01-01,105
GHG_I90,SI,2012-01-01,102
GHG_I90,SI,2013-01-01,98
GHG_I90,SI,2014-01-01,89
GHG_I90,SI,2015-01-01,90
GHG_I90,SI,2016-01-01,95
GHG_I90,SK,1990-01-01,100
GHG_I90,SK,1991-01-01,87
GHG_I90,SK,1992-01-01,79
GHG_I90,SK,1993-01-01,74
GHG_I90,SK,1994-01-01,71
GHG_I90,SK,1995-01-01,73
GHG_I90,SK,1996-01-01,73
GHG_I90,SK,1997-01-01,73
GHG_I90,SK,1998-01-01,71
GHG_I90,SK,1999-01-01,69
GHG_I90,SK,2000-01-01,67
GHG_I90,SK,2001-01-01,70
GHG_I90,SK,2002-01-01,
GHG_I90,SK,2003-01-01,
GHG_I90,SK,2004-01-01,
GHG_I90,SK,2005-01-01,
GHG_I90,SK,2006-01-01,
GHG_I90,SK,2007-01-01,
GHG_I90,SK,2008-01-01,67
GHG_I90,SK,2009-01-01,
GHG_I90,SK,2010-01-01,62
GHG_I90,SK,2011-01-01,61
GHG_I90,SK,2012-01-01,58
GHG_I90,SK,2013-01-01,57
GHG_I90,SK,2014-01-01,54
GHG_I90,SK,2015-01-01,55
GHG_I90,SK,2016-01-01,55
GHG_I90,TR,1990-01-01,100
GHG_I90,TR,1991-01-01,103
GHG_I90,TR,1992-01-01,106
GHG_I90,TR,1993-01-01,110
GHG_I90,TR,1994-01-01,108
GHG_I90,TR,1995-01-01,115
GHG_I90,TR,1996-01-01,124
GHG_I90,TR,1997-01-01,129
GHG_I90,TR,1998-01-01,130
GHG_I90,TR,1999-01-01,129
GHG_I90,TR,2000-01-01,139
GHG_I90,TR,2001-01-01,130
GHG_I90,TR,2002-01-01,
GHG_I90,TR,2003-01-01,
GHG_I90,TR,2004-01-01,
GHG_I90,TR,2005-01-01,
GHG_I90,TR,2006-01-01,
GHG_I90,TR,2007-01-01,
GHG_I90,TR,2008-01-01,186
GHG_I90,TR,2009-01-01,
GHG_I90,TR,2010-01-01,193
GHG_I90,TR,2011-01-01,207
GHG_I90,TR,2012-01-01,214
GHG_I90,TR,2013-01-01,211
GHG_I90,TR,2014-01-01,218
GHG_I90,TR,2015-01-01,227
GHG_I90,TR,2016-01-01,239
GHG_I90,UK,1990-01-01,100
GHG_I90,UK,1991-01-01,101
GHG_I90,UK,1992-01-01,98
GHG_I90,UK,1993-01-01,96
GHG_I90,UK,1994-01-01,95
GHG_I90,UK,1995-01-01,94
GHG_I90,UK,1996-01-01,97
GHG_I90,UK,1997-01-01,94
GHG_I90,UK,1998-01-01,94
GHG_I90,UK,1999-01-01,91
GHG_I90,UK,2000-01-01,91
GHG_I90,UK,2001-01-01,91
GHG_I90,UK,2002-01-01,
GHG_I90,UK,2003-01-01,
GHG_I90,UK,2004-01-01,
GHG_I90,UK,2005-01-01,
GHG_I90,UK,2006-01-01,
GHG_I90,UK,2007-01-01,
GHG_I90,UK,2008-01-01,84
GHG_I90,UK,2009-01-01,
GHG_I90,UK,2010-01-01,79
GHG_I90,UK,2011-01-01,73
GHG_I90,UK,2012-01-01,75
GHG_I90,UK,2013-01-01,73
GHG_I90,UK,2014-01-01,68
GHG_I90,UK,2015-01-01,66
GHG_I90,UK,2016-01-01,63
GHG_T_HAB,AT,1990-01-01,10
GHG_T_HAB,AT,1991-01-01,10
GHG_T_HAB,AT,1992-01-01,9
GHG_T_HAB,AT,1993-01-01,9
GHG_T_HAB,AT,1994-01-01,9
GHG_T_HAB,AT,1995-01-01,10
GHG_T_HAB,AT,1996-01-01,10
GHG_T_HAB,AT,1997-01-01,10
GHG_T_HAB,AT,1998-01-01,10
GHG_T_HAB,AT,1999-01-01,10
GHG_T_HAB,AT,2000-01-01,10
GHG_T_HAB,AT,2001-01-01,10
GHG_T_HAB,AT,2002-01-01,
GHG_T_HAB,AT,2003-01-01,
GHG_T_HAB,AT,2004-01-01,
GHG_T_HAB,AT,2005-01-01,
GHG_T_HAB,AT,2006-01-01,
GHG_T_HAB,AT,2007-01-01,
GHG_T_HAB,AT,2008-01-01,10
GHG_T_HAB,AT,2009-01-01,
GHG_T_HAB,AT,2010-01-01,10
GHG_T_HAB,AT,2011-01-01,10
GHG_T_HAB,AT,2012-01-01,9
GHG_T_HAB,AT,2013-01-01,9
GHG_T_HAB,AT,2014-01-01,9
GHG_T_HAB,AT,2015-01-01,9
GHG_T_HAB,AT,2016-01-01,9
GHG_T_HAB,BE,1990-01-01,15
GHG_T_HAB,BE,1991-01-01,15
GHG_T_HAB,BE,1992-01-01,15
GHG_T_HAB,BE,1993-01-01,14
GHG_T_HAB,BE,1994-01-01,15
GHG_T_HAB,BE,1995-01-01,15
GHG_T_HAB,BE,1996-01-01,15
GHG_T_HAB,BE,1997-01-01,15
GHG_T_HAB,BE,1998-01-01,15
GHG_T_HAB,BE,1999-01-01,15
GHG_T_HAB,BE,2000-01-01,15
GHG_T_HAB,BE,2001-01-01,14
GHG_T_HAB,BE,2002-01-01,
GHG_T_HAB,BE,2003-01-01,
GHG_T_HAB,BE,2004-01-01,
GHG_T_HAB,BE,2005-01-01,
GHG_T_HAB,BE,2006-01-01,
GHG_T_HAB,BE,2007-01-01,
GHG_T_HAB,BE,2008-01-01,13
GHG_T_HAB,BE,2009-01-01,
GHG_T_HAB,BE,2010-01-01,12
GHG_T_HAB,BE,2011-01-01,11
GHG_T_HAB,BE,2012-01-01,11
GHG_T_HAB,BE,2013-01-01,11
GHG_T_HAB,BE,2014-01-01,10
GHG_T_HAB,BE,2015-01-01,10
GHG_T_HAB,BE,2016-01-01,10
GHG_T_HAB,BG,1990-01-01,12
GHG_T_HAB,BG,1991-01-01,9
GHG_T_HAB,BG,1992-01-01,9
GHG_T_HAB,BG,1993-01-01,9
GHG_T_HAB,BG,1994-01-01,8
GHG_T_HAB,BG,1995-01-01,9
GHG_T_HAB,BG,1996-01-01,9
GHG_T_HAB,BG,1997-01-01,8
GHG_T_HAB,BG,1998-01-01,8
GHG_T_HAB,BG,1999-01-01,7
GHG_T_HAB,BG,2000-01-01,7
GHG_T_HAB,BG,2001-01-01,7
GHG_T_HAB,BG,2002-01-01,
GHG_T_HAB,BG,2003-01-01,
GHG_T_HAB,BG,2004-01-01,
GHG_T_HAB,BG,2005-01-01,
GHG_T_HAB,BG,2006-01-01,
GHG_T_HAB,BG,2007-01-01,
GHG_T_HAB,BG,2008-01-01,9
GHG_T_HAB,BG,2009-01-01,
GHG_T_HAB,BG,2010-01-01,8
GHG_T_HAB,BG,2011-01-01,9
GHG_T_HAB,BG,2012-01-01,8
GHG_T_HAB,BG,2013-01-01,7
GHG_T_HAB,BG,2014-01-01,8
GHG_T_HAB,BG,2015-01-01,8
GHG_T_HAB,BG,2016-01-01,8
GHG_T_HAB,CH,1990-01-01,8
GHG_T_HAB,CH,1991-01-01,8
GHG_T_HAB,CH,1992-01-01,8
GHG_T_HAB,CH,1993-01-01,8
GHG_T_HAB,CH,1994-01-01,7
GHG_T_HAB,CH,1995-01-01,8
GHG_T_HAB,CH,1996-01-01,8
GHG_T_HAB,CH,1997-01-01,7
GHG_T_HAB,CH,1998-01-01,8
GHG_T_HAB,CH,1999-01-01,8
GHG_T_HAB,CH,2000-01-01,7
GHG_T_HAB,CH,2001-01-01,8
GHG_T_HAB,CH,2002-01-01,
GHG_T_HAB,CH,2003-01-01,
GHG_T_HAB,CH,2004-01-01,
GHG_T_HAB,CH,2005-01-01,
GHG_T_HAB,CH,2006-01-01,
GHG_T_HAB,CH,2007-01-01,
GHG_T_HAB,CH,2008-01-01,7
GHG_T_HAB,CH,2009-01-01,
GHG_T_HAB,CH,2010-01-01,7
GHG_T_HAB,CH,2011-01-01,6
GHG_T_HAB,CH,2012-01-01,7
GHG_T_HAB,CH,2013-01-01,7
GHG_T_HAB,CH,2014-01-01,6
GHG_T_HAB,CH,2015-01-01,6
GHG_T_HAB,CH,2016-01-01,6
GHG_T_HAB,CY,1990-01-01,10
GHG_T_HAB,CY,1991-01-01,11
GHG_T_HAB,CY,1992-01-01,12
GHG_T_HAB,CY,1993-01-01,12
GHG_T_HAB,CY,1994-01-01,12
GHG_T_HAB,CY,1995-01-01,12
GHG_T_HAB,CY,1996-01-01,12
GHG_T_HAB,CY,1997-01-01,12
GHG_T_HAB,CY,1998-01-01,12
GHG_T_HAB,CY,1999-01-01,12
GHG_T_HAB,CY,2000-01-01,13
GHG_T_HAB,CY,2001-01-01,13
GHG_T_HAB,CY,2002-01-01,
GHG_T_HAB,CY,2003-01-01,
GHG_T_HAB,CY,2004-01-01,
GHG_T_HAB,CY,2005-01-01,
GHG_T_HAB,CY,2006-01-01,
GHG_T_HAB,CY,2007-01-01,
GHG_T_HAB,CY,2008-01-01,13
GHG_T_HAB,CY,2009-01-01,
GHG_T_HAB,CY,2010-01-01,12
GHG_T_HAB,CY,2011-01-01,11
GHG_T_HAB,CY,2012-01-01,10
GHG_T_HAB,CY,2013-01-01,10
GHG_T_HAB,CY,2014-01-01,10
GHG_T_HAB,CY,2015-01-01,10
GHG_T_HAB,CY,2016-01-01,11
GHG_T_HAB,CZ,1990-01-01,19
GHG_T_HAB,CZ,1991-01-01,17
GHG_T_HAB,CZ,1992-01-01,16
GHG_T_HAB,CZ,1993-01-01,16
GHG_T_HAB,CZ,1994-01-01,15
GHG_T_HAB,CZ,1995-01-01,15
GHG_T_HAB,CZ,1996-01-01,15
GHG_T_HAB,CZ,1997-01-01,15
GHG_T_HAB,CZ,1998-01-01,14
GHG_T_HAB,CZ,1999-01-01,13
GHG_T_HAB,CZ,2000-01-01,14
GHG_T_HAB,CZ,2001-01-01,14
GHG_T_HAB,CZ,2002-01-01,
GHG_T_HAB,CZ,2003-01-01,
GHG_T_HAB,CZ,2004-01-01,
GHG_T_HAB,CZ,2005-01-01,
GHG_T_HAB,CZ,2006-01-01,
GHG_T_HAB,CZ,2007-01-01,
GHG_T_HAB,CZ,2008-01-01,14
GHG_T_HAB,CZ,2009-01-01,
GHG_T_HAB,CZ,2010-01-01,13
GHG_T_HAB,CZ,2011-01-01,13
GHG_T_HAB,CZ,2012-01-01,12
GHG_T_HAB,CZ,2013-01-01,12
GHG_T_HAB,CZ,2014-01-01,12
GHG_T_HAB,CZ,2015-01-01,12
GHG_T_HAB,CZ,2016-01-01,12
GHG_T_HAB,DE,1990-01-01,15
GHG_T_HAB,DE,1991-01-01,15
GHG_T_HAB,DE,1992-01-01,14
GHG_T_HAB,DE,1993-01-01,14
GHG_T_HAB,DE,1994-01-01,14
GHG_T_HAB,DE,1995-01-01,13
GHG_T_HAB,DE,1996-01-01,14
GHG_T_HAB,DE,1997-01-01,13
GHG_T_HAB,DE,1998-01-01,13
GHG_T_HAB,DE,1999-01-01,13
GHG_T_HAB,DE,2000-01-01,12
GHG_T_HAB,DE,2001-01-01,13
GHG_T_HAB,DE,2002-01-01,
GHG_T_HAB,DE,2003-01-01,
GHG_T_HAB,DE,2004-01-01,
GHG_T_HAB,DE,2005-01-01,
GHG_T_HAB,DE,2006-01-01,
GHG_T_HAB,DE,2007-01-01,
GHG_T_HAB,DE,2008-01-01,12
GHG_T_HAB,DE,2009-01-01,
GHG_T_HAB,DE,2010-01-01,11
GHG_T_HAB,DE,2011-01-01,11
GHG_T_HAB,DE,2012-01-01,11
GHG_T_HAB,DE,2013-01-01,12
GHG_T_HAB,DE,2014-01-01,11
GHG_T_HAB,DE,2015-01-01,11
GHG_T_HAB,DE,2016-01-01,11
GHG_T_HAB,DK,1990-01-01,14
GHG_T_HAB,DK,1991-01-01,16
GHG_T_HAB,DK,1992-01-01,14
GHG_T_HAB,DK,1993-01-01,15
GHG_T_HAB,DK,1994-01-01,16
GHG_T_HAB,DK,1995-01-01,15
GHG_T_HAB,DK,1996-01-01,17
GHG_T_HAB,DK,1997-01-01,15
GHG_T_HAB,DK,1998-01-01,15
GHG_T_HAB,DK,1999-01-01,14
GHG_T_HAB,DK,2000-01-01,13
GHG_T_HAB,DK,2001-01-01,13
GHG_T_HAB,DK,2002-01-01,
GHG_T_HAB,DK,2003-01-01,
GHG_T_HAB,DK,2004-01-01,
GHG_T_HAB,DK,2005-01-01,
GHG_T_HAB,DK,2006-01-01,
GHG_T_HAB,DK,2007-01-01,
GHG_T_HAB,DK,2008-01-01,12
GHG_T_HAB,DK,2009-01-01,
GHG_T_HAB,DK,2010-01-01,11
GHG_T_HAB,DK,2011-01-01,10
GHG_T_HAB,DK,2012-01-01,10
GHG_T_HAB,DK,2013-01-01,10
GHG_T_HAB,DK,2014-01-01,9
GHG_T_HAB,DK,2015-01-01,9
GHG_T_HAB,DK,2016-01-01,9
GHG_T_HAB,EE,1990-01-01,25
GHG_T_HAB,EE,1991-01-01,23
GHG_T_HAB,EE,1992-01-01,17
GHG_T_HAB,EE,1993-01-01,14
GHG_T_HAB,EE,1994-01-01,15
GHG_T_HAB,EE,1995-01-01,14
GHG_T_HAB,EE,1996-01-01,14
GHG_T_HAB,EE,1997-01-01,14
GHG_T_HAB,EE,1998-01-01,13
GHG_T_HAB,EE,1999-01-01,12
GHG_T_HAB,EE,2000-01-01,12
GHG_T_HAB,EE,2001-01-01,12
GHG_T_HAB,EE,2002-01-01,
GHG_T_HAB,EE,2003-01-01,
GHG_T_HAB,EE,2004-01-01,
GHG_T_HAB,EE,2005-01-01,
GHG_T_HAB,EE,2006-01-01,
GHG_T_HAB,EE,2007-01-01,
GHG_T_HAB,EE,2008-01-01,15
GHG_T_HAB,EE,2009-01-01,
GHG_T_HAB,EE,2010-01-01,16
GHG_T_HAB,EE,2011-01-01,16
GHG_T_HAB,EE,2012-01-01,15
GHG_T_HAB,EE,2013-01-01,16
GHG_T_HAB,EE,2014-01-01,16
GHG_T_HAB,EE,2015-01-01,13
GHG_T_HAB,EE,2016-01-01,15
GHG_T_HAB,EL,1990-01-01,10
GHG_T_HAB,EL,1991-01-01,10
GHG_T_HAB,EL,1992-01-01,10
GHG_T_HAB,EL,1993-01-01,10
GHG_T_HAB,EL,1994-01-01,10
GHG_T_HAB,EL,1995-01-01,10
GHG_T_HAB,EL,1996-01-01,10
GHG_T_HAB,EL,1997-01-01,11
GHG_T_HAB,EL,1998-01-01,11
GHG_T_HAB,EL,1999-01-01,11
GHG_T_HAB,EL,2000-01-01,11
GHG_T_HAB,EL,2001-01-01,11
GHG_T_HAB,EL,2002-01-01,
GHG_T_HAB,EL,2003-01-01,
GHG_T_HAB,EL,2004-01-01,
GHG_T_HAB,EL,2005-01-01,
GHG_T_HAB,EL,2006-01-01,
GHG_T_HAB,EL,2007-01-01,
GHG_T_HAB,EL,2008-01-01,12
GHG_T_HAB,EL,2009-01-01,
GHG_T_HAB,EL,2010-01-01,10
GHG_T_HAB,EL,2011-01-01,10
GHG_T_HAB,EL,2012-01-01,10
GHG_T_HAB,EL,2013-01-01,9
GHG_T_HAB,EL,2014-01-01,9
GHG_T_HAB,EL,2015-01-01,9
GHG_T_HAB,EL,2016-01-01,8
GHG_T_HAB,ES,1990-01-01,7
GHG_T_HAB,ES,1991-01-01,7
GHG_T_HAB,ES,1992-01-01,7
GHG_T_HAB,ES,1993-01-01,7
GHG_T_HAB,ES,1994-01-01,8
GHG_T_HAB,ES,1995-01-01,8
GHG_T_HAB,ES,1996-01-01,8
GHG_T_HAB,ES,1997-01-01,8
GHG_T_HAB,ES,1998-01-01,8
GHG_T_HAB,ES,1999-01-01,9
GHG_T_HAB,ES,2000-01-01,9
GHG_T_HAB,ES,2001-01-01,9
GHG_T_HAB,ES,2002-01-01,
GHG_T_HAB,ES,2003-01-01,
GHG_T_HAB,ES,2004-01-01,
GHG_T_HAB,ES,2005-01-01,
GHG_T_HAB,ES,2006-01-01,
GHG_T_HAB,ES,2007-01-01,
GHG_T_HAB,ES,2008-01-01,9
GHG_T_HAB,ES,2009-01-01,
GHG_T_HAB,ES,2010-01-01,7
GHG_T_HAB,ES,2011-01-01,7
GHG_T_HAB,ES,2012-01-01,7
GHG_T_HAB,ES,2013-01-01,7
GHG_T_HAB,ES,2014-01-01,7
GHG_T_HAB,ES,2015-01-01,7
GHG_T_HAB,ES,2016-01-01,7
GHG_T_HAB,EU28,1990-01-01,12
GHG_T_HAB,EU28,1991-01-01,11
GHG_T_HAB,EU28,1992-01-01,11
GHG_T_HAB,EU28,1993-01-01,11
GHG_T_HAB,EU28,1994-01-01,11
GHG_T_HAB,EU28,1995-01-01,11
GHG_T_HAB,EU28,1996-01-01,11
GHG_T_HAB,EU28,1997-01-01,11
GHG_T_HAB,EU28,1998-01-01,11
GHG_T_HAB,EU28,1999-01-01,10
GHG_T_HAB,EU28,2000-01-01,10
GHG_T_HAB,EU28,2001-01-01,10
GHG_T_HAB,EU28,2002-01-01,
GHG_T_HAB,EU28,2003-01-01,
GHG_T_HAB,EU28,2004-01-01,
GHG_T_HAB,EU28,2005-01-01,
GHG_T_HAB,EU28,2006-01-01,
GHG_T_HAB,EU28,2007-01-01,
GHG_T_HAB,EU28,2008-01-01,10
GHG_T_HAB,EU28,2009-01-01,
GHG_T_HAB,EU28,2010-01-01,9
GHG_T_HAB,EU28,2011-01-01,9
GHG_T_HAB,EU28,2012-01-01,9
GHG_T_HAB,EU28,2013-01-01,9
GHG_T_HAB,EU28,2014-01-01,8
GHG_T_HAB,EU28,2015-01-01,8
GHG_T_HAB,EU28,2016-01-01,8
GHG_T_HAB,FI,1990-01-01,14
GHG_T_HAB,FI,1991-01-01,14
GHG_T_HAB,FI,1992-01-01,13
GHG_T_HAB,FI,1993-01-01,13
GHG_T_HAB,FI,1994-01-01,15
GHG_T_HAB,FI,1995-01-01,14
GHG_T_HAB,FI,1996-01-01,15
GHG_T_HAB,FI,1997-01-01,15
GHG_T_HAB,FI,1998-01-01,14
GHG_T_HAB,FI,1999-01-01,14
GHG_T_HAB,FI,2000-01-01,13
GHG_T_HAB,FI,2001-01-01,14
GHG_T_HAB,FI,2002-01-01,
GHG_T_HAB,FI,2003-01-01,
GHG_T_HAB,FI,2004-01-01,
GHG_T_HAB,FI,2005-01-01,
GHG_T_HAB,FI,2006-01-01,
GHG_T_HAB,FI,2007-01-01,
GHG_T_HAB,FI,2008-01-01,13
GHG_T_HAB,FI,2009-01-01,
GHG_T_HAB,FI,2010-01-01,14
GHG_T_HAB,FI,2011-01-01,12
GHG_T_HAB,FI,2012-01-01,11
GHG_T_HAB,FI,2013-01-01,12
GHG_T_HAB,FI,2014-01-01,11
GHG_T_HAB,FI,2015-01-01,10
GHG_T_HAB,FI,2016-01-01,11
GHG_T_HAB,FR,1990-01-01,
GHG_T_HAB,FR,1991-01-01,10
GHG_T_HAB,FR,1992-01-01,9
GHG_T_HAB,FR,1993-01-01,9
GHG_T_HAB,FR,1994-01-01,9
GHG_T_HAB,FR,1995-01-01,9
GHG_T_HAB,FR,1996-01-01,9
GHG_T_HAB,FR,1997-01-01,9
GHG_T_HAB,FR,1998-01-01,9
GHG_T_HAB,FR,1999-01-01,9
GHG_T_HAB,FR,2000-01-01,9
GHG_T_HAB,FR,2001-01-01,9
GHG_T_HAB,FR,2002-01-01,
GHG_T_HAB,FR,2003-01-01,
GHG_T_HAB,FR,2004-01-01,
GHG_T_HAB,FR,2005-01-01,
GHG_T_HAB,FR,2006-01-01,
GHG_T_HAB,FR,2007-01-01,
GHG_T_HAB,FR,2008-01-01,8
GHG_T_HAB,FR,2009-01-01,
GHG_T_HAB,FR,2010-01-01,8
GHG_T_HAB,FR,2011-01-01,7
GHG_T_HAB,FR,2012-01-01,7
GHG_T_HAB,FR,2013-01-01,7
GHG_T_HAB,FR,2014-01-01,7
GHG_T_HAB,FR,2015-01-01,7
GHG_T_HAB,FR,2016-01-01,7
GHG_T_HAB,HR,1990-01-01,6
GHG_T_HAB,HR,1991-01-01,5
GHG_T_HAB,HR,1992-01-01,5
GHG_T_HAB,HR,1993-01-01,5
GHG_T_HAB,HR,1994-01-01,4
GHG_T_HAB,HR,1995-01-01,5
GHG_T_HAB,HR,1996-01-01,5
GHG_T_HAB,HR,1997-01-01,5
GHG_T_HAB,HR,1998-01-01,5
GHG_T_HAB,HR,1999-01-01,5
GHG_T_HAB,HR,2000-01-01,5
GHG_T_HAB,HR,2001-01-01,6
GHG_T_HAB,HR,2002-01-01,
GHG_T_HAB,HR,2003-01-01,
GHG_T_HAB,HR,2004-01-01,
GHG_T_HAB,HR,2005-01-01,
GHG_T_HAB,HR,2006-01-01,
GHG_T_HAB,HR,2007-01-01,
GHG_T_HAB,HR,2008-01-01,7
GHG_T_HAB,HR,2009-01-01,
GHG_T_HAB,HR,2010-01-01,6
GHG_T_HAB,HR,2011-01-01,6
GHG_T_HAB,HR,2012-01-01,6
GHG_T_HAB,HR,2013-01-01,5
GHG_T_HAB,HR,2014-01-01,5
GHG_T_HAB,HR,2015-01-01,5
GHG_T_HAB,HR,2016-01-01,5
GHG_T_HAB,HU,1990-01-01,9
GHG_T_HAB,HU,1991-01-01,8
GHG_T_HAB,HU,1992-01-01,7
GHG_T_HAB,HU,1993-01-01,7
GHG_T_HAB,HU,1994-01-01,7
GHG_T_HAB,HU,1995-01-01,7
GHG_T_HAB,HU,1996-01-01,7
GHG_T_HAB,HU,1997-01-01,7
GHG_T_HAB,HU,1998-01-01,7
GHG_T_HAB,HU,1999-01-01,7
GHG_T_HAB,HU,2000-01-01,7
GHG_T_HAB,HU,2001-01-01,7
GHG_T_HAB,HU,2002-01-01,
GHG_T_HAB,HU,2003-01-01,
GHG_T_HAB,HU,2004-01-01,
GHG_T_HAB,HU,2005-01-01,
GHG_T_HAB,HU,2006-01-01,
GHG_T_HAB,HU,2007-01-01,
GHG_T_HAB,HU,2008-01-01,7
GHG_T_HAB,HU,2009-01-01,
GHG_T_HAB,HU,2010-01-01,6
GHG_T_HAB,HU,2011-01-01,6
GHG_T_HAB,HU,2012-01-01,6
GHG_T_HAB,HU,2013-01-01,5
GHG_T_HAB,HU,2014-01-01,5
GHG_T_HAB,HU,2015-01-01,6
GHG_T_HAB,HU,2016-01-01,6
GHG_T_HAB,IE,1990-01-01,16
GHG_T_HAB,IE,1991-01-01,16
GHG_T_HAB,IE,1992-01-01,16
GHG_T_HAB,IE,1993-01-01,16
GHG_T_HAB,IE,1994-01-01,16
GHG_T_HAB,IE,1995-01-01,16
GHG_T_HAB,IE,1996-01-01,17
GHG_T_HAB,IE,1997-01-01,17
GHG_T_HAB,IE,1998-01-01,17
GHG_T_HAB,IE,1999-01-01,18
GHG_T_HAB,IE,2000-01-01,18
GHG_T_HAB,IE,2001-01-01,18
GHG_T_HAB,IE,2002-01-01,
GHG_T_HAB,IE,2003-01-01,
GHG_T_HAB,IE,2004-01-01,
GHG_T_HAB,IE,2005-01-01,
GHG_T_HAB,IE,2006-01-01,
GHG_T_HAB,IE,2007-01-01,
GHG_T_HAB,IE,2008-01-01,15
GHG_T_HAB,IE,2009-01-01,
GHG_T_HAB,IE,2010-01-01,13
GHG_T_HAB,IE,2011-01-01,12
GHG_T_HAB,IE,2012-01-01,12
GHG_T_HAB,IE,2013-01-01,12
GHG_T_HAB,IE,2014-01-01,12
GHG_T_HAB,IE,2015-01-01,13
GHG_T_HAB,IE,2016-01-01,13
GHG_T_HAB,IS,1990-01-01,15
GHG_T_HAB,IS,1991-01-01,14
GHG_T_HAB,IS,1992-01-01,13
GHG_T_HAB,IS,1993-01-01,13
GHG_T_HAB,IS,1994-01-01,13
GHG_T_HAB,IS,1995-01-01,13
GHG_T_HAB,IS,1996-01-01,14
GHG_T_HAB,IS,1997-01-01,14
GHG_T_HAB,IS,1998-01-01,15
GHG_T_HAB,IS,1999-01-01,16
GHG_T_HAB,IS,2000-01-01,15
GHG_T_HAB,IS,2001-01-01,15
GHG_T_HAB,IS,2002-01-01,
GHG_T_HAB,IS,2003-01-01,
GHG_T_HAB,IS,2004-01-01,
GHG_T_HAB,IS,2005-01-01,
GHG_T_HAB,IS,2006-01-01,
GHG_T_HAB,IS,2007-01-01,
GHG_T_HAB,IS,2008-01-01,18
GHG_T_HAB,IS,2009-01-01,
GHG_T_HAB,IS,2010-01-01,16
GHG_T_HAB,IS,2011-01-01,15
GHG_T_HAB,IS,2012-01-01,15
GHG_T_HAB,IS,2013-01-01,15
GHG_T_HAB,IS,2014-01-01,16
GHG_T_HAB,IS,2015-01-01,16
GHG_T_HAB,IS,2016-01-01,16
GHG_T_HAB,IT,1990-01-01,9
GHG_T_HAB,IT,1991-01-01,9
GHG_T_HAB,IT,1992-01-01,9
GHG_T_HAB,IT,1993-01-01,9
GHG_T_HAB,IT,1994-01-01,9
GHG_T_HAB,IT,1995-01-01,9
GHG_T_HAB,IT,1996-01-01,9
GHG_T_HAB,IT,1997-01-01,9
GHG_T_HAB,IT,1998-01-01,9
GHG_T_HAB,IT,1999-01-01,9
GHG_T_HAB,IT,2000-01-01,9
GHG_T_HAB,IT,2001-01-01,10
GHG_T_HAB,IT,2002-01-01,
GHG_T_HAB,IT,2003-01-01,
GHG_T_HAB,IT,2004-01-01,
GHG_T_HAB,IT,2005-01-01,
GHG_T_HAB,IT,2006-01-01,
GHG_T_HAB,IT,2007-01-01,
GHG_T_HAB,IT,2008-01-01,9
GHG_T_HAB,IT,2009-01-01,
GHG_T_HAB,IT,2010-01-01,8
GHG_T_HAB,IT,2011-01-01,8
GHG_T_HAB,IT,2012-01-01,8
GHG_T_HAB,IT,2013-01-01,7
GHG_T_HAB,IT,2014-01-01,7
GHG_T_HAB,IT,2015-01-01,7
GHG_T_HAB,IT,2016-01-01,7
GHG_T_HAB,LI,1990-01-01,8
GHG_T_HAB,LI,1991-01-01,8
GHG_T_HAB,LI,1992-01-01,8
GHG_T_HAB,LI,1993-01-01,8
GHG_T_HAB,LI,1994-01-01,7
GHG_T_HAB,LI,1995-01-01,7
GHG_T_HAB,LI,1996-01-01,7
GHG_T_HAB,LI,1997-01-01,8
GHG_T_HAB,LI,1998-01-01,8
GHG_T_HAB,LI,1999-01-01,8
GHG_T_HAB,LI,2000-01-01,7
GHG_T_HAB,LI,2001-01-01,7
GHG_T_HAB,LI,2002-01-01,
GHG_T_HAB,LI,2003-01-01,
GHG_T_HAB,LI,2004-01-01,
GHG_T_HAB,LI,2005-01-01,
GHG_T_HAB,LI,2006-01-01,
GHG_T_HAB,LI,2007-01-01,
GHG_T_HAB,LI,2008-01-01,7
GHG_T_HAB,LI,2009-01-01,
GHG_T_HAB,LI,2010-01-01,6
GHG_T_HAB,LI,2011-01-01,6
GHG_T_HAB,LI,2012-01-01,6
GHG_T_HAB,LI,2013-01-01,6
GHG_T_HAB,LI,2014-01-01,5
GHG_T_HAB,LI,2015-01-01,5
GHG_T_HAB,LI,2016-01-01,5
GHG_T_HAB,LT,1990-01-01,13
GHG_T_HAB,LT,1991-01-01,13
GHG_T_HAB,LT,1992-01-01,8
GHG_T_HAB,LT,1993-01-01,6
GHG_T_HAB,LT,1994-01-01,6
