unit,co_nco,na_item,finpos,sector,geotime,date,value
MIO_NAC,CO,F3,LIAB,S11,AT,1995-01-01,
MIO_NAC,CO,F3,LIAB,S11,AT,1996-01-01,274
MIO_NAC,CO,F3,LIAB,S11,AT,1997-01-01,633
MIO_NAC,CO,F3,LIAB,S11,AT,1998-01-01,238
MIO_NAC,CO,F3,LIAB,S11,AT,1999-01-01,2065
MIO_NAC,CO,F3,LIAB,S11,AT,2000-01-01,2046
MIO_NAC,CO,F3,LIAB,S11,AT,2001-01-01,396
MIO_NAC,CO,F3,LIAB,S11,AT,2002-01-01,876
MIO_NAC,CO,F3,LIAB,S11,AT,2003-01-01,3507
MIO_NAC,CO,F3,LIAB,S11,AT,2004-01-01,2871
MIO_NAC,CO,F3,LIAB,S11,AT,2005-01-01,2640
MIO_NAC,CO,F3,LIAB,S11,AT,2006-01-01,839
MIO_NAC,CO,F3,LIAB,S11,AT,2007-01-01,2596
MIO_NAC,CO,F3,LIAB,S11,AT,2008-01-01,1485
MIO_NAC,CO,F3,LIAB,S11,AT,2009-01-01,3996
MIO_NAC,CO,F3,LIAB,S11,AT,2010-01-01,891
MIO_NAC,CO,F3,LIAB,S11,AT,2011-01-01,4255
MIO_NAC,CO,F3,LIAB,S11,AT,2012-01-01,
MIO_NAC,CO,F3,LIAB,S11,AT,2013-01-01,
MIO_NAC,CO,F3,LIAB,S11,AT,2014-01-01,
MIO_NAC,CO,F3,LIAB,S11,AT,2015-01-01,
MIO_NAC,CO,F3,LIAB,S11,AT,2016-01-01,968
MIO_NAC,CO,F3,LIAB,S11,AT,2017-01-01,1127
MIO_NAC,CO,F3,LIAB,S11,BE,1995-01-01,566
MIO_NAC,CO,F3,LIAB,S11,BE,1996-01-01,1050
MIO_NAC,CO,F3,LIAB,S11,BE,1997-01-01,359
MIO_NAC,CO,F3,LIAB,S11,BE,1998-01-01,2381
MIO_NAC,CO,F3,LIAB,S11,BE,1999-01-01,959
MIO_NAC,CO,F3,LIAB,S11,BE,2000-01-01,1944
MIO_NAC,CO,F3,LIAB,S11,BE,2001-01-01,1049
MIO_NAC,CO,F3,LIAB,S11,BE,2002-01-01,666
MIO_NAC,CO,F3,LIAB,S11,BE,2003-01-01,1662
