coicop,unit,geotime,date,value
NRG,I15,AT,2017-10-01,98.44
NRG,I15,AT,2017-11-01,99.73
NRG,I15,AT,2017-12-01,99.9
NRG,I15,AT,2018-01-01,99.94
NRG,I15,AT,2018-02-01,99.34
NRG,I15,AT,2018-03-01,98.71
NRG,I15,AT,2018-04-01,100.19
NRG,I15,AT,2018-05-01,102.77
NRG,I15,AT,2018-06-01,103.98
NRG,I15,AT,2018-07-01,103.64
NRG,I15,AT,2018-08-01,103.84
NRG,I15,AT,2018-09-01,105.04
NRG,I15,BE,2017-10-01,109.79
NRG,I15,BE,2017-11-01,112.63
NRG,I15,BE,2017-12-01,112.45
NRG,I15,BE,2018-01-01,112.86
NRG,I15,BE,2018-02-01,112.34
NRG,I15,BE,2018-03-01,111.66
NRG,I15,BE,2018-04-01,113.28
NRG,I15,BE,2018-05-01,116.34
NRG,I15,BE,2018-06-01,118.58
NRG,I15,BE,2018-07-01,119.91
NRG,I15,BE,2018-08-01,121.11
NRG,I15,BE,2018-09-01,122.52
NRG,I15,BG,2017-10-01,99.16
NRG,I15,BG,2017-11-01,100.64
NRG,I15,BG,2017-12-01,101.42
NRG,I15,BG,2018-01-01,101.64
NRG,I15,BG,2018-02-01,101.9
NRG,I15,BG,2018-03-01,101.07
NRG,I15,BG,2018-04-01,101.23
NRG,I15,BG,2018-05-01,103.4
NRG,I15,BG,2018-06-01,105.21
NRG,I15,BG,2018-07-01,106.26
NRG,I15,BG,2018-08-01,106.58
NRG,I15,BG,2018-09-01,107.55
NRG,I15,CH,2017-10-01,101.74
NRG,I15,CH,2017-11-01,102.9
NRG,I15,CH,2017-12-01,103.19
NRG,I15,CH,2018-01-01,106.03
NRG,I15,CH,2018-02-01,105.53
NRG,I15,CH,2018-03-01,104.71
NRG,I15,CH,2018-04-01,106.44
NRG,I15,CH,2018-05-01,109.04
NRG,I15,CH,2018-06-01,109.64
NRG,I15,CH,2018-07-01,109.37
NRG,I15,CH,2018-08-01,109.47
NRG,I15,CH,2018-09-01,110.38
NRG,I15,CY,2017-10-01,96.11
NRG,I15,CY,2017-11-01,97.7
NRG,I15,CY,2017-12-01,97.98
NRG,I15,CY,2018-01-01,99.23
NRG,I15,CY,2018-02-01,99.88
NRG,I15,CY,2018-03-01,99.62
NRG,I15,CY,2018-04-01,100.59
NRG,I15,CY,2018-05-01,104.02
NRG,I15,CY,2018-06-01,107.63
NRG,I15,CY,2018-07-01,107.76
NRG,I15,CY,2018-08-01,108.54
NRG,I15,CY,2018-09-01,111.54
NRG,I15,CZ,2017-10-01,98.3
NRG,I15,CZ,2017-11-01,98.8
NRG,I15,CZ,2017-12-01,98.8
NRG,I15,CZ,2018-01-01,100.0
NRG,I15,CZ,2018-02-01,99.8
NRG,I15,CZ,2018-03-01,99.5
