unit,hhtyp,geotime,date,value
PC,A2,IS,2007-01-01,4.0
PC,A2,IS,2008-01-01,0.8
PC,A2,IS,2009-01-01,1.5
PC,A2,IS,2010-01-01,1.6
PC,A2,IS,2011-01-01,1.4
PC,A2,IS,2012-01-01,1.9
PC,A2,IS,2013-01-01,2.7
PC,A2,IS,2014-01-01,1.4
PC,A2,IS,2015-01-01,2.6
PC,A2,IS,2016-01-01,0.7
PC,A2,IS,2017-01-01,
PC,A2,IT,2006-01-01,6.6
PC,A2,IT,2007-01-01,6.7
PC,A2,IT,2008-01-01,6.8
PC,A2,IT,2009-01-01,6.5
PC,A2,IT,2010-01-01,6.3
PC,A2,IT,2011-01-01,6.4
PC,A2,IT,2012-01-01,6.3
PC,A2,IT,2013-01-01,8.1
PC,A2,IT,2014-01-01,8.7
PC,A2,IT,2015-01-01,8.7
PC,A2,IT,2016-01-01,8.3
PC,A2,IT,2017-01-01,8.4
PC,A2,LT,2006-01-01,21.5
PC,A2,LT,2007-01-01,22.1
PC,A2,LT,2008-01-01,17.8
PC,A2,LT,2009-01-01,18.9
PC,A2,LT,2010-01-01,17.9
PC,A2,LT,2011-01-01,2.3
PC,A2,LT,2012-01-01,3.2
PC,A2,LT,2013-01-01,7.7
PC,A2,LT,2014-01-01,9.9
PC,A2,LT,2015-01-01,7.6
PC,A2,LT,2016-01-01,6.2
PC,A2,LT,2017-01-01,6.0
PC,A2,LU,2006-01-01,1.9
PC,A2,LU,2007-01-01,2.5
PC,A2,LU,2008-01-01,2.1
PC,A2,LU,2009-01-01,2.5
PC,A2,LU,2010-01-01,2.5
PC,A2,LU,2011-01-01,2.7
PC,A2,LU,2012-01-01,1.4
PC,A2,LU,2013-01-01,1.4
PC,A2,LU,2014-01-01,0.7
PC,A2,LU,2015-01-01,1.4
PC,A2,LU,2016-01-01,1.8
PC,A2,LU,2017-01-01,2.5
PC,A2,LV,2006-01-01,30.5
PC,A2,LV,2007-01-01,30.5
PC,A2,LV,2008-01-01,30.1
PC,A2,LV,2009-01-01,29.3
PC,A2,LV,2010-01-01,28.5
PC,A2,LV,2011-01-01,19.1
PC,A2,LV,2012-01-01,14.9
PC,A2,LV,2013-01-01,17.3
PC,A2,LV,2014-01-01,17.9
PC,A2,LV,2015-01-01,18.0
PC,A2,LV,2016-01-01,19.6
PC,A2,LV,2017-01-01,19.1
PC,A2,MK,2006-01-01,
PC,A2,MK,2007-01-01,
PC,A2,MK,2008-01-01,
PC,A2,MK,2009-01-01,
PC,A2,MK,2010-01-01,
PC,A2,MK,2011-01-01,
PC,A2,MK,2012-01-01,12.6
PC,A2,MK,2013-01-01,9.0
PC,A2,MK,2014-01-01,18.5
PC,A2,MK,2015-01-01,13.4
PC,A2,MK,2016-01-01,14.4
PC,A2,MK,2017-01-01,
PC,A2,MT,2006-01-01,0.6
PC,A2,MT,2007-01-01,0.7
PC,A2,MT,2008-01-01,0.4
PC,A2,MT,2009-01-01,0.5
PC,A2,MT,2010-01-01,0.7
PC,A2,MT,2011-01-01,0.4
PC,A2,MT,2012-01-01,0.3
PC,A2,MT,2013-01-01,0.4
PC,A2,MT,2014-01-01,0.2
PC,A2,MT,2015-01-01,0.1
PC,A2,MT,2016-01-01,0.1
PC,A2,MT,2017-01-01,0.0
PC,A2,NL,2006-01-01,0.0
PC,A2,NL,2007-01-01,0.3
PC,A2,NL,2008-01-01,0.7
PC,A2,NL,2009-01-01,0.7
PC,A2,NL,2010-01-01,0.4
PC,A2,NL,2011-01-01,0.5
PC,A2,NL,2012-01-01,1.2
PC,A2,NL,2013-01-01,1.4
PC,A2,NL,2014-01-01,1.1
PC,A2,NL,2015-01-01,1.5
PC,A2,NL,2016-01-01,0.7
PC,A2,NL,2017-01-01,0.7
PC,A2,NO,2006-01-01,0.8
PC,A2,NO,2007-01-01,0.9
PC,A2,NO,2008-01-01,0.7
PC,A2,NO,2009-01-01,0.8
PC,A2,NO,2010-01-01,1.0
PC,A2,NO,2011-01-01,1.1
PC,A2,NO,2012-01-01,1.0
PC,A2,NO,2013-01-01,1.5
PC,A2,NO,2014-01-01,1.1
PC,A2,NO,2015-01-01,1.1
PC,A2,NO,2016-01-01,1.0
PC,A2,NO,2017-01-01,1.0
PC,A2,PL,2006-01-01,24.7
PC,A2,PL,2007-01-01,22.3
PC,A2,PL,2008-01-01,21.7
PC,A2,PL,2009-01-01,19.8
PC,A2,PL,2010-01-01,18.5
PC,A2,PL,2011-01-01,18.5
PC,A2,PL,2012-01-01,17.4
PC,A2,PL,2013-01-01,16.6
PC,A2,PL,2014-01-01,16.0
PC,A2,PL,2015-01-01,15.5
PC,A2,PL,2016-01-01,14.1
PC,A2,PL,2017-01-01,15.5
PC,A2,PT,2006-01-01,1.9
PC,A2,PT,2007-01-01,2.1
PC,A2,PT,2008-01-01,1.7
PC,A2,PT,2009-01-01,1.6
PC,A2,PT,2010-01-01,1.8
PC,A2,PT,2011-01-01,1.7
PC,A2,PT,2012-01-01,1.1
PC,A2,PT,2013-01-01,1.0
PC,A2,PT,2014-01-01,1.4
PC,A2,PT,2015-01-01,1.2
PC,A2,PT,2016-01-01,1.2
PC,A2,PT,2017-01-01,1.2
PC,A2,RO,2006-01-01,
PC,A2,RO,2007-01-01,15.0
PC,A2,RO,2008-01-01,14.3
PC,A2,RO,2009-01-01,13.5
PC,A2,RO,2010-01-01,13.8
PC,A2,RO,2011-01-01,14.1
PC,A2,RO,2012-01-01,13.6
PC,A2,RO,2013-01-01,13.2
PC,A2,RO,2014-01-01,15.0
PC,A2,RO,2015-01-01,13.4
PC,A2,RO,2016-01-01,14.1
PC,A2,RO,2017-01-01,13.4
PC,A2,RS,2006-01-01,
PC,A2,RS,2007-01-01,
PC,A2,RS,2008-01-01,
PC,A2,RS,2009-01-01,
PC,A2,RS,2010-01-01,
PC,A2,RS,2011-01-01,
PC,A2,RS,2012-01-01,
PC,A2,RS,2013-01-01,26.0
PC,A2,RS,2014-01-01,24.2
PC,A2,RS,2015-01-01,26.2
PC,A2,RS,2016-01-01,26.1
PC,A2,RS,2017-01-01,
PC,A2,SE,2006-01-01,2.8
PC,A2,SE,2007-01-01,2.5
PC,A2,SE,2008-01-01,3.1
PC,A2,SE,2009-01-01,5.0
PC,A2,SE,2010-01-01,6.1
PC,A2,SE,2011-01-01,5.5
PC,A2,SE,2012-01-01,4.7
PC,A2,SE,2013-01-01,3.7
PC,A2,SE,2014-01-01,3.6
PC,A2,SE,2015-01-01,3.6
PC,A2,SE,2016-01-01,5.1
PC,A2,SE,2017-01-01,4.2
PC,A2,SI,2006-01-01,17.5
PC,A2,SI,2007-01-01,16.0
PC,A2,SI,2008-01-01,15.4
PC,A2,SI,2009-01-01,14.2
PC,A2,SI,2010-01-01,13.6
PC,A2,SI,2011-01-01,5.3
PC,A2,SI,2012-01-01,5.6
PC,A2,SI,2013-01-01,5.3
PC,A2,SI,2014-01-01,5.1
PC,A2,SI,2015-01-01,4.5
PC,A2,SI,2016-01-01,4.2
PC,A2,SI,2017-01-01,4.2
PC,A2,SK,2006-01-01,13.5
PC,A2,SK,2007-01-01,12.4
PC,A2,SK,2008-01-01,10.6
PC,A2,SK,2009-01-01,8.7
PC,A2,SK,2010-01-01,9.3
PC,A2,SK,2011-01-01,8.3
PC,A2,SK,2012-01-01,9.4
PC,A2,SK,2013-01-01,10.4
PC,A2,SK,2014-01-01,10.2
PC,A2,SK,2015-01-01,10.3
PC,A2,SK,2016-01-01,10.3
PC,A2,SK,2017-01-01,10.1
PC,A2,TR,2006-01-01,3.1
PC,A2,TR,2007-01-01,3.2
PC,A2,TR,2008-01-01,2.9
PC,A2,TR,2009-01-01,3.3
PC,A2,TR,2010-01-01,3.7
PC,A2,TR,2011-01-01,3.7
PC,A2,TR,2012-01-01,4.2
PC,A2,TR,2013-01-01,4.0
PC,A2,TR,2014-01-01,3.4
PC,A2,TR,2015-01-01,3.4
PC,A2,TR,2016-01-01,
PC,A2,TR,2017-01-01,
PC,A2,UK,2006-01-01,0.5
PC,A2,UK,2007-01-01,0.6
PC,A2,UK,2008-01-01,0.9
PC,A2,UK,2009-01-01,0.5
PC,A2,UK,2010-01-01,0.8
PC,A2,UK,2011-01-01,1.0
PC,A2,UK,2012-01-01,1.0
PC,A2,UK,2013-01-01,2.3
PC,A2,UK,2014-01-01,1.6
PC,A2,UK,2015-01-01,2.2
PC,A2,UK,2016-01-01,2.3
PC,A2,UK,2017-01-01,
PC,A_GE3,AT,2006-01-01,13.7
PC,A_GE3,AT,2007-01-01,14.7
PC,A_GE3,AT,2008-01-01,10.5
PC,A_GE3,AT,2009-01-01,8.5
PC,A_GE3,AT,2010-01-01,7.2
PC,A_GE3,AT,2011-01-01,8.4
PC,A_GE3,AT,2012-01-01,11.8
PC,A_GE3,AT,2013-01-01,9.3
PC,A_GE3,AT,2014-01-01,14.0
PC,A_GE3,AT,2015-01-01,12.3
PC,A_GE3,AT,2016-01-01,10.8
PC,A_GE3,AT,2017-01-01,9.1
PC,A_GE3,BE,2006-01-01,2.2
PC,A_GE3,BE,2007-01-01,1.9
PC,A_GE3,BE,2008-01-01,0.7
PC,A_GE3,BE,2009-01-01,1.0
PC,A_GE3,BE,2010-01-01,1.0
PC,A_GE3,BE,2011-01-01,1.4
PC,A_GE3,BE,2012-01-01,0.7
PC,A_GE3,BE,2013-01-01,0.3
PC,A_GE3,BE,2014-01-01,0.5
PC,A_GE3,BE,2015-01-01,1.9
PC,A_GE3,BE,2016-01-01,3.6
PC,A_GE3,BE,2017-01-01,5.0
PC,A_GE3,BG,2006-01-01,41.1
PC,A_GE3,BG,2007-01-01,45.8
PC,A_GE3,BG,2008-01-01,42.4
PC,A_GE3,BG,2009-01-01,42.5
PC,A_GE3,BG,2010-01-01,43.7
PC,A_GE3,BG,2011-01-01,45.5
PC,A_GE3,BG,2012-01-01,43.1
PC,A_GE3,BG,2013-01-01,42.7
PC,A_GE3,BG,2014-01-01,41.7
PC,A_GE3,BG,2015-01-01,40.9
PC,A_GE3,BG,2016-01-01,42.3
PC,A_GE3,BG,2017-01-01,41.4
PC,A_GE3,CH,2006-01-01,
PC,A_GE3,CH,2007-01-01,10.6
PC,A_GE3,CH,2008-01-01,13.1
PC,A_GE3,CH,2009-01-01,10.9
PC,A_GE3,CH,2010-01-01,8.8
PC,A_GE3,CH,2011-01-01,8.4
PC,A_GE3,CH,2012-01-01,6.7
PC,A_GE3,CH,2013-01-01,6.5
PC,A_GE3,CH,2014-01-01,3.7
PC,A_GE3,CH,2015-01-01,4.5
PC,A_GE3,CH,2016-01-01,6.2
PC,A_GE3,CH,2017-01-01,
PC,A_GE3,CY,2006-01-01,3.6
PC,A_GE3,CY,2007-01-01,1.1
PC,A_GE3,CY,2008-01-01,0.8
PC,A_GE3,CY,2009-01-01,2.0
PC,A_GE3,CY,2010-01-01,3.2
PC,A_GE3,CY,2011-01-01,1.0
PC,A_GE3,CY,2012-01-01,1.3
PC,A_GE3,CY,2013-01-01,1.1
PC,A_GE3,CY,2014-01-01,1.8
PC,A_GE3,CY,2015-01-01,1.6
PC,A_GE3,CY,2016-01-01,0.8
PC,A_GE3,CY,2017-01-01,1.3
PC,A_GE3,CZ,2006-01-01,28.3
PC,A_GE3,CZ,2007-01-01,25.4
PC,A_GE3,CZ,2008-01-01,26.2
PC,A_GE3,CZ,2009-01-01,22.0
PC,A_GE3,CZ,2010-01-01,18.6
PC,A_GE3,CZ,2011-01-01,17.1
PC,A_GE3,CZ,2012-01-01,17.2
PC,A_GE3,CZ,2013-01-01,16.4
PC,A_GE3,CZ,2014-01-01,16.4
PC,A_GE3,CZ,2015-01-01,15.0
PC,A_GE3,CZ,2016-01-01,13.9
PC,A_GE3,CZ,2017-01-01,12.1
PC,A_GE3,DE,2006-01-01,5.8
PC,A_GE3,DE,2007-01-01,7.8
PC,A_GE3,DE,2008-01-01,3.5
PC,A_GE3,DE,2009-01-01,6.1
PC,A_GE3,DE,2010-01-01,4.9
PC,A_GE3,DE,2011-01-01,4.1
PC,A_GE3,DE,2012-01-01,3.9
PC,A_GE3,DE,2013-01-01,3.7
PC,A_GE3,DE,2014-01-01,4.8
PC,A_GE3,DE,2015-01-01,6.7
PC,A_GE3,DE,2016-01-01,5.5
PC,A_GE3,DE,2017-01-01,5.6
PC,A_GE3,DK,2006-01-01,8.8
PC,A_GE3,DK,2007-01-01,6.3
PC,A_GE3,DK,2008-01-01,4.9
PC,A_GE3,DK,2009-01-01,6.5
PC,A_GE3,DK,2010-01-01,6.0
PC,A_GE3,DK,2011-01-01,5.1
PC,A_GE3,DK,2012-01-01,8.4
PC,A_GE3,DK,2013-01-01,8.0
PC,A_GE3,DK,2014-01-01,10.2
PC,A_GE3,DK,2015-01-01,7.0
PC,A_GE3,DK,2016-01-01,21.2
PC,A_GE3,DK,2017-01-01,21.8
PC,A_GE3,EA18,2006-01-01,14.7
PC,A_GE3,EA18,2007-01-01,15.0
PC,A_GE3,EA18,2008-01-01,14.2
PC,A_GE3,EA18,2009-01-01,14.0
PC,A_GE3,EA18,2010-01-01,14.1
PC,A_GE3,EA18,2011-01-01,13.9
PC,A_GE3,EA18,2012-01-01,15.0
PC,A_GE3,EA18,2013-01-01,14.5
PC,A_GE3,EA18,2014-01-01,14.9
PC,A_GE3,EA18,2015-01-01,16.0
PC,A_GE3,EA18,2016-01-01,15.5
PC,A_GE3,EA18,2017-01-01,15.9
PC,A_GE3,EA19,2006-01-01,15.0
PC,A_GE3,EA19,2007-01-01,15.4
PC,A_GE3,EA19,2008-01-01,14.6
PC,A_GE3,EA19,2009-01-01,14.3
PC,A_GE3,EA19,2010-01-01,14.3
PC,A_GE3,EA19,2011-01-01,13.9
PC,A_GE3,EA19,2012-01-01,15.0
PC,A_GE3,EA19,2013-01-01,14.7
PC,A_GE3,EA19,2014-01-01,15.0
PC,A_GE3,EA19,2015-01-01,16.1
PC,A_GE3,EA19,2016-01-01,15.6
PC,A_GE3,EA19,2017-01-01,15.9
PC,A_GE3,EE,2006-01-01,46.7
PC,A_GE3,EE,2007-01-01,43.2
PC,A_GE3,EE,2008-01-01,38.8
PC,A_GE3,EE,2009-01-01,41.5
PC,A_GE3,EE,2010-01-01,40.1
PC,A_GE3,EE,2011-01-01,11.6
PC,A_GE3,EE,2012-01-01,12.3
PC,A_GE3,EE,2013-01-01,21.5
PC,A_GE3,EE,2014-01-01,9.9
PC,A_GE3,EE,2015-01-01,6.7
PC,A_GE3,EE,2016-01-01,11.5
PC,A_GE3,EE,2017-01-01,12.4
PC,A_GE3,EL,2006-01-01,33.6
PC,A_GE3,EL,2007-01-01,33.0
PC,A_GE3,EL,2008-01-01,32.4
PC,A_GE3,EL,2009-01-01,31.6
PC,A_GE3,EL,2010-01-01,34.7
PC,A_GE3,EL,2011-01-01,35.8
PC,A_GE3,EL,2012-01-01,37.7
PC,A_GE3,EL,2013-01-01,36.5
PC,A_GE3,EL,2014-01-01,36.9
PC,A_GE3,EL,2015-01-01,38.2
PC,A_GE3,EL,2016-01-01,39.3
PC,A_GE3,EL,2017-01-01,38.7
PC,A_GE3,ES,2006-01-01,5.1
PC,A_GE3,ES,2007-01-01,4.7
PC,A_GE3,ES,2008-01-01,4.6
PC,A_GE3,ES,2009-01-01,4.2
PC,A_GE3,ES,2010-01-01,4.4
PC,A_GE3,ES,2011-01-01,6.6
PC,A_GE3,ES,2012-01-01,5.3
PC,A_GE3,ES,2013-01-01,5.0
PC,A_GE3,ES,2014-01-01,4.8
PC,A_GE3,ES,2015-01-01,5.6
PC,A_GE3,ES,2016-01-01,5.1
PC,A_GE3,ES,2017-01-01,4.7
PC,A_GE3,EU27,2006-01-01,21.4
PC,A_GE3,EU27,2007-01-01,21.1
PC,A_GE3,EU27,2008-01-01,20.7
PC,A_GE3,EU27,2009-01-01,20.1
PC,A_GE3,EU27,2010-01-01,19.7
PC,A_GE3,EU27,2011-01-01,19.2
PC,A_GE3,EU27,2012-01-01,19.8
PC,A_GE3,EU27,2013-01-01,19.6
PC,A_GE3,EU27,2014-01-01,20.0
PC,A_GE3,EU27,2015-01-01,20.3
PC,A_GE3,EU27,2016-01-01,19.5
PC,A_GE3,EU27,2017-01-01,21.8
PC,A_GE3,EU28,2006-01-01,
PC,A_GE3,EU28,2007-01-01,
PC,A_GE3,EU28,2008-01-01,
PC,A_GE3,EU28,2009-01-01,
PC,A_GE3,EU28,2010-01-01,19.9
PC,A_GE3,EU28,2011-01-01,19.5
PC,A_GE3,EU28,2012-01-01,20.1
PC,A_GE3,EU28,2013-01-01,19.9
PC,A_GE3,EU28,2014-01-01,20.3
PC,A_GE3,EU28,2015-01-01,20.6
PC,A_GE3,EU28,2016-01-01,19.9
PC,A_GE3,EU28,2017-01-01,21.8
PC,A_GE3,FI,2006-01-01,2.8
PC,A_GE3,FI,2007-01-01,1.9
PC,A_GE3,FI,2008-01-01,3.8
PC,A_GE3,FI,2009-01-01,4.4
PC,A_GE3,FI,2010-01-01,1.9
PC,A_GE3,FI,2011-01-01,1.4
PC,A_GE3,FI,2012-01-01,2.4
PC,A_GE3,FI,2013-01-01,1.1
PC,A_GE3,FI,2014-01-01,0.9
PC,A_GE3,FI,2015-01-01,2.7
PC,A_GE3,FI,2016-01-01,4.5
PC,A_GE3,FI,2017-01-01,1.1
PC,A_GE3,FR,2006-01-01,3.1
PC,A_GE3,FR,2007-01-01,5.6
PC,A_GE3,FR,2008-01-01,6.3
PC,A_GE3,FR,2009-01-01,4.1
PC,A_GE3,FR,2010-01-01,4.5
PC,A_GE3,FR,2011-01-01,4.7
PC,A_GE3,FR,2012-01-01,7.5
PC,A_GE3,FR,2013-01-01,7.7
PC,A_GE3,FR,2014-01-01,3.5
PC,A_GE3,FR,2015-01-01,6.1
PC,A_GE3,FR,2016-01-01,3.7
PC,A_GE3,FR,2017-01-01,4.9
PC,A_GE3,HR,2006-01-01,
PC,A_GE3,HR,2007-01-01,
PC,A_GE3,HR,2008-01-01,
PC,A_GE3,HR,2009-01-01,
PC,A_GE3,HR,2010-01-01,37.8
PC,A_GE3,HR,2011-01-01,41.3
PC,A_GE3,HR,2012-01-01,39.0
PC,A_GE3,HR,2013-01-01,40.6
PC,A_GE3,HR,2014-01-01,42.9
PC,A_GE3,HR,2015-01-01,41.8
PC,A_GE3,HR,2016-01-01,43.6
PC,A_GE3,HR,2017-01-01,
PC,A_GE3,HU,2006-01-01,52.9
PC,A_GE3,HU,2007-01-01,48.8
PC,A_GE3,HU,2008-01-01,50.7
PC,A_GE3,HU,2009-01-01,47.8
PC,A_GE3,HU,2010-01-01,46.0
PC,A_GE3,HU,2011-01-01,43.7
PC,A_GE3,HU,2012-01-01,44.1
PC,A_GE3,HU,2013-01-01,44.9
PC,A_GE3,HU,2014-01-01,42.2
PC,A_GE3,HU,2015-01-01,41.5
PC,A_GE3,HU,2016-01-01,42.9
PC,A_GE3,HU,2017-01-01,44.8
PC,A_GE3,IE,2006-01-01,4.9
PC,A_GE3,IE,2007-01-01,4.7
PC,A_GE3,IE,2008-01-01,5.6
PC,A_GE3,IE,2009-01-01,4.0
PC,A_GE3,IE,2010-01-01,0.6
PC,A_GE3,IE,2011-01-01,0.9
PC,A_GE3,IE,2012-01-01,2.8
PC,A_GE3,IE,2013-01-01,2.2
PC,A_GE3,IE,2014-01-01,7.4
PC,A_GE3,IE,2015-01-01,0.7
PC,A_GE3,IE,2016-01-01,3.4
PC,A_GE3,IE,2017-01-01,
PC,A_GE3,IS,2006-01-01,3.9
PC,A_GE3,IS,2007-01-01,6.2
PC,A_GE3,IS,2008-01-01,2.0
PC,A_GE3,IS,2009-01-01,7.2
PC,A_GE3,IS,2010-01-01,5.2
PC,A_GE3,IS,2011-01-01,5.6
PC,A_GE3,IS,2012-01-01,4.5
PC,A_GE3,IS,2013-01-01,5.9
PC,A_GE3,IS,2014-01-01,6.0
PC,A_GE3,IS,2015-01-01,3.6
PC,A_GE3,IS,2016-01-01,3.8
PC,A_GE3,IS,2017-01-01,
PC,A_GE3,IT,2006-01-01,25.4
PC,A_GE3,IT,2007-01-01,25.3
PC,A_GE3,IT,2008-01-01,25.9
PC,A_GE3,IT,2009-01-01,24.7
PC,A_GE3,IT,2010-01-01,24.9
PC,A_GE3,IT,2011-01-01,24.4
PC,A_GE3,IT,2012-01-01,28.5
PC,A_GE3,IT,2013-01-01,27.3
PC,A_GE3,IT,2014-01-01,28.3
PC,A_GE3,IT,2015-01-01,30.9
PC,A_GE3,IT,2016-01-01,30.1
PC,A_GE3,IT,2017-01-01,30.0
PC,A_GE3,LT,2006-01-01,52.7
PC,A_GE3,LT,2007-01-01,51.0
PC,A_GE3,LT,2008-01-01,52.1
PC,A_GE3,LT,2009-01-01,49.2
PC,A_GE3,LT,2010-01-01,42.9
PC,A_GE3,LT,2011-01-01,13.6
PC,A_GE3,LT,2012-01-01,14.2
PC,A_GE3,LT,2013-01-01,26.5
PC,A_GE3,LT,2014-01-01,30.6
PC,A_GE3,LT,2015-01-01,24.9
PC,A_GE3,LT,2016-01-01,29.6
PC,A_GE3,LT,2017-01-01,23.1
PC,A_GE3,LU,2006-01-01,6.5
PC,A_GE3,LU,2007-01-01,5.2
PC,A_GE3,LU,2008-01-01,7.1
PC,A_GE3,LU,2009-01-01,2.7
PC,A_GE3,LU,2010-01-01,3.3
PC,A_GE3,LU,2011-01-01,1.9
PC,A_GE3,LU,2012-01-01,1.0
PC,A_GE3,LU,2013-01-01,2.5
PC,A_GE3,LU,2014-01-01,3.6
PC,A_GE3,LU,2015-01-01,5.4
PC,A_GE3,LU,2016-01-01,5.3
PC,A_GE3,LU,2017-01-01,5.2
PC,A_GE3,LV,2006-01-01,57.9
PC,A_GE3,LV,2007-01-01,58.1
PC,A_GE3,LV,2008-01-01,59.1
PC,A_GE3,LV,2009-01-01,54.3
PC,A_GE3,LV,2010-01-01,54.4
PC,A_GE3,LV,2011-01-01,43.6
PC,A_GE3,LV,2012-01-01,31.6
PC,A_GE3,LV,2013-01-01,32.4
PC,A_GE3,LV,2014-01-01,42.4
PC,A_GE3,LV,2015-01-01,41.3
PC,A_GE3,LV,2016-01-01,41.6
PC,A_GE3,LV,2017-01-01,46.2
PC,A_GE3,MK,2006-01-01,
PC,A_GE3,MK,2007-01-01,
PC,A_GE3,MK,2008-01-01,
PC,A_GE3,MK,2009-01-01,
PC,A_GE3,MK,2010-01-01,
PC,A_GE3,MK,2011-01-01,
PC,A_GE3,MK,2012-01-01,40.7
PC,A_GE3,MK,2013-01-01,41.4
PC,A_GE3,MK,2014-01-01,41.5
PC,A_GE3,MK,2015-01-01,46.1
PC,A_GE3,MK,2016-01-01,43.0
PC,A_GE3,MK,2017-01-01,
PC,A_GE3,MT,2006-01-01,3.2
PC,A_GE3,MT,2007-01-01,3.4
PC,A_GE3,MT,2008-01-01,2.2
PC,A_GE3,MT,2009-01-01,1.8
PC,A_GE3,MT,2010-01-01,1.9
PC,A_GE3,MT,2011-01-01,2.2
PC,A_GE3,MT,2012-01-01,1.4
PC,A_GE3,MT,2013-01-01,2.6
PC,A_GE3,MT,2014-01-01,2.4
PC,A_GE3,MT,2015-01-01,2.4
PC,A_GE3,MT,2016-01-01,1.7
PC,A_GE3,MT,2017-01-01,2.4
PC,A_GE3,NL,2006-01-01,2.8
PC,A_GE3,NL,2007-01-01,2.5
PC,A_GE3,NL,2008-01-01,0.3
PC,A_GE3,NL,2009-01-01,0.2
PC,A_GE3,NL,2010-01-01,2.0
PC,A_GE3,NL,2011-01-01,1.7
PC,A_GE3,NL,2012-01-01,2.1
PC,A_GE3,NL,2013-01-01,1.1
PC,A_GE3,NL,2014-01-01,1.1
PC,A_GE3,NL,2015-01-01,3.2
PC,A_GE3,NL,2016-01-01,3.0
PC,A_GE3,NL,2017-01-01,4.8
PC,A_GE3,NO,2006-01-01,4.0
PC,A_GE3,NO,2007-01-01,2.5
PC,A_GE3,NO,2008-01-01,2.7
PC,A_GE3,NO,2009-01-01,2.0
PC,A_GE3,NO,2010-01-01,4.0
PC,A_GE3,NO,2011-01-01,1.5
PC,A_GE3,NO,2012-01-01,4.0
PC,A_GE3,NO,2013-01-01,3.2
PC,A_GE3,NO,2014-01-01,1.6
PC,A_GE3,NO,2015-01-01,3.2
PC,A_GE3,NO,2016-01-01,2.8
PC,A_GE3,NO,2017-01-01,4.7
PC,A_GE3,PL,2006-01-01,50.6
PC,A_GE3,PL,2007-01-01,48.3
PC,A_GE3,PL,2008-01-01,47.2
PC,A_GE3,PL,2009-01-01,45.4
PC,A_GE3,PL,2010-01-01,44.0
PC,A_GE3,PL,2011-01-01,42.9
PC,A_GE3,PL,2012-01-01,42.5
PC,A_GE3,PL,2013-01-01,39.8
PC,A_GE3,PL,2014-01-01,43.7
PC,A_GE3,PL,2015-01-01,39.3
PC,A_GE3,PL,2016-01-01,38.5
PC,A_GE3,PL,2017-01-01,38.6
PC,A_GE3,PT,2006-01-01,12.9
PC,A_GE3,PT,2007-01-01,13.8
PC,A_GE3,PT,2008-01-01,14.4
PC,A_GE3,PT,2009-01-01,14.3
PC,A_GE3,PT,2010-01-01,15.3
PC,A_GE3,PT,2011-01-01,11.1
PC,A_GE3,PT,2012-01-01,9.3
PC,A_GE3,PT,2013-01-01,12.4
PC,A_GE3,PT,2014-01-01,9.2
PC,A_GE3,PT,2015-01-01,7.6
PC,A_GE3,PT,2016-01-01,7.3
PC,A_GE3,PT,2017-01-01,6.7
PC,A_GE3,RO,2006-01-01,
PC,A_GE3,RO,2007-01-01,56.7
PC,A_GE3,RO,2008-01-01,55.7
PC,A_GE3,RO,2009-01-01,54.0
PC,A_GE3,RO,2010-01-01,53.0
PC,A_GE3,RO,2011-01-01,53.1
PC,A_GE3,RO,2012-01-01,51.0
PC,A_GE3,RO,2013-01-01,53.3
PC,A_GE3,RO,2014-01-01,49.6
PC,A_GE3,RO,2015-01-01,51.5
PC,A_GE3,RO,2016-01-01,48.3
PC,A_GE3,RO,2017-01-01,46.3
PC,A_GE3,RS,2006-01-01,
PC,A_GE3,RS,2007-01-01,
PC,A_GE3,RS,2008-01-01,
PC,A_GE3,RS,2009-01-01,
PC,A_GE3,RS,2010-01-01,
PC,A_GE3,RS,2011-01-01,
PC,A_GE3,RS,2012-01-01,
PC,A_GE3,RS,2013-01-01,52.5
PC,A_GE3,RS,2014-01-01,48.5
PC,A_GE3,RS,2015-01-01,50.7
PC,A_GE3,RS,2016-01-01,54.2
PC,A_GE3,RS,2017-01-01,
PC,A_GE3,SE,2006-01-01,8.1
PC,A_GE3,SE,2007-01-01,8.7
PC,A_GE3,SE,2008-01-01,8.9
PC,A_GE3,SE,2009-01-01,11.5
PC,A_GE3,SE,2010-01-01,8.5
PC,A_GE3,SE,2011-01-01,13.6
PC,A_GE3,SE,2012-01-01,6.5
PC,A_GE3,SE,2013-01-01,4.1
PC,A_GE3,SE,2014-01-01,11.4
PC,A_GE3,SE,2015-01-01,7.7
PC,A_GE3,SE,2016-01-01,12.6
PC,A_GE3,SE,2017-01-01,13.1
PC,A_GE3,SI,2006-01-01,39.0
PC,A_GE3,SI,2007-01-01,35.5
PC,A_GE3,SI,2008-01-01,34.3
PC,A_GE3,SI,2009-01-01,33.4
PC,A_GE3,SI,2010-01-01,31.3
PC,A_GE3,SI,2011-01-01,13.8
PC,A_GE3,SI,2012-01-01,12.4
PC,A_GE3,SI,2013-01-01,13.6
PC,A_GE3,SI,2014-01-01,12.5
PC,A_GE3,SI,2015-01-01,12.5
PC,A_GE3,SI,2016-01-01,11.2
PC,A_GE3,SI,2017-01-01,11.5
PC,A_GE3,SK,2006-01-01,39.6
PC,A_GE3,SK,2007-01-01,35.6
PC,A_GE3,SK,2008-01-01,37.1
PC,A_GE3,SK,2009-01-01,35.1
