na_item,s_adj,unit,geo\time,date,value
P3_S13,SCA,MIO_EUR_SCA,SE,2017-10-01,30948.8 
P3_S13,SCA,MIO_EUR_SCA,SE,2018-01-01,30875.3 
P3_S13,SCA,MIO_EUR_SCA,SE,2018-04-01,30223.4 
P3_S13,SCA,MIO_EUR_SCA,SI,2015-07-01,1809.1
P3_S13,SCA,MIO_EUR_SCA,SI,2015-10-01,1837.7
P3_S13,SCA,MIO_EUR_SCA,SI,2016-01-01,1875.4 
P3_S13,SCA,MIO_EUR_SCA,SI,2016-04-01,1887.6 
P3_S13,SCA,MIO_EUR_SCA,SI,2016-07-01,1906.4 
P3_S13,SCA,MIO_EUR_SCA,SI,2016-10-01,1921.6 
P3_S13,SCA,MIO_EUR_SCA,SI,2017-01-01,1940.4 
P3_S13,SCA,MIO_EUR_SCA,SI,2017-04-01,1939.5 
P3_S13,SCA,MIO_EUR_SCA,SI,2017-07-01,1963.8 
P3_S13,SCA,MIO_EUR_SCA,SI,2017-10-01,1992.6 
P3_S13,SCA,MIO_EUR_SCA,SI,2018-01-01,2014.8 
P3_S13,SCA,MIO_EUR_SCA,SI,2018-04-01,2080.5 
P3_S13,SCA,MIO_EUR_SCA,UK,2015-07-01,126981.3
P3_S13,SCA,MIO_EUR_SCA,UK,2015-10-01,125262.1
P3_S13,SCA,MIO_EUR_SCA,UK,2016-01-01,118937.7 
P3_S13,SCA,MIO_EUR_SCA,UK,2016-04-01,116360.4 
P3_S13,SCA,MIO_EUR_SCA,UK,2016-07-01,108307.3 
P3_S13,SCA,MIO_EUR_SCA,UK,2016-10-01,106740.5 
P3_S13,SCA,MIO_EUR_SCA,UK,2017-01-01,108093.3 
P3_S13,SCA,MIO_EUR_SCA,UK,2017-04-01,107841.0 
P3_S13,SCA,MIO_EUR_SCA,UK,2017-07-01,103647.8 
P3_S13,SCA,MIO_EUR_SCA,UK,2017-10-01,105782.6 
P3_S13,SCA,MIO_EUR_SCA,UK,2018-01-01,107237.1 
P3_S13,SCA,MIO_EUR_SCA,UK,2018-04-01,108124.1 
