indic_bt,nace_r2,unit,geotime,date,value
PROD,MIG_NDCOG,I2015_SCA,AT,2017-09-01,104.1
PROD,MIG_NDCOG,I2015_SCA,AT,2017-10-01,103.4
PROD,MIG_NDCOG,I2015_SCA,AT,2017-11-01,104.2
PROD,MIG_NDCOG,I2015_SCA,AT,2017-12-01,104.5
PROD,MIG_NDCOG,I2015_SCA,AT,2018-01-01,102.8
PROD,MIG_NDCOG,I2015_SCA,AT,2018-02-01,101.8
PROD,MIG_NDCOG,I2015_SCA,AT,2018-03-01,105.3
PROD,MIG_NDCOG,I2015_SCA,AT,2018-04-01,105.6
PROD,MIG_NDCOG,I2015_SCA,AT,2018-05-01,105.1
PROD,MIG_NDCOG,I2015_SCA,AT,2018-06-01,102.6
PROD,MIG_NDCOG,I2015_SCA,AT,2018-07-01,102.9
PROD,MIG_NDCOG,I2015_SCA,AT,2018-08-01,
PROD,MIG_NDCOG,I2015_SCA,BE,2017-09-01,112.4
PROD,MIG_NDCOG,I2015_SCA,BE,2017-10-01,110.2
PROD,MIG_NDCOG,I2015_SCA,BE,2017-11-01,113.0
PROD,MIG_NDCOG,I2015_SCA,BE,2017-12-01,103.7
PROD,MIG_NDCOG,I2015_SCA,BE,2018-01-01,115.9
PROD,MIG_NDCOG,I2015_SCA,BE,2018-02-01,110.5
PROD,MIG_NDCOG,I2015_SCA,BE,2018-03-01,115.8
PROD,MIG_NDCOG,I2015_SCA,BE,2018-04-01,116.9
PROD,MIG_NDCOG,I2015_SCA,BE,2018-05-01,120.4
PROD,MIG_NDCOG,I2015_SCA,BE,2018-06-01,110.5
PROD,MIG_NDCOG,I2015_SCA,BE,2018-07-01,118.8
PROD,MIG_NDCOG,I2015_SCA,BE,2018-08-01,
PROD,MIG_NDCOG,I2015_SCA,BG,2017-09-01,103.4
PROD,MIG_NDCOG,I2015_SCA,BG,2017-10-01,101.0
PROD,MIG_NDCOG,I2015_SCA,BG,2017-11-01,102.6
PROD,MIG_NDCOG,I2015_SCA,BG,2017-12-01,105.0
PROD,MIG_NDCOG,I2015_SCA,BG,2018-01-01,102.5
