currency,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geotime,date,value
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CY,2018-01-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CY,2018-02-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CY,2018-03-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CY,2018-04-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CY,2018-05-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CY,2018-06-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CY,2018-07-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CY,2018-08-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2017-09-01,-43.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2017-10-01,696.5
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2017-11-01,-200.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2017-12-01,624.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2018-01-01,1375.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2018-02-01,1232.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2018-03-01,-356.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2018-04-01,1285.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2018-05-01,22.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2018-06-01,-1006.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2018-07-01,119.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,CZ,2018-08-01,-271.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2017-09-01,26787.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2017-10-01,19015.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2017-11-01,25610.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2017-12-01,27757.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2018-01-01,20700.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2018-02-01,21456.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2018-03-01,29169.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2018-04-01,24148.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2018-05-01,13762.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2018-06-01,26324.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2018-07-01,14891.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DE,2018-08-01,15436.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2017-09-01,2210.5
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2017-10-01,2133.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2017-11-01,1634.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2017-12-01,1662.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2018-01-01,949.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2018-02-01,1421.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2018-03-01,-79.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2018-04-01,-166.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2018-05-01,1934.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2018-06-01,2074.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2018-07-01,2342.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,DK,2018-08-01,1233.5
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2017-09-01,45674.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2017-10-01,37773.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2017-11-01,37419.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2017-12-01,45854.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2018-01-01,10656.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2018-02-01,25546.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2018-03-01,47987.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2018-04-01,33446.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2018-05-01,13622.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2018-06-01,33777.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2018-07-01,30997.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EA19,2018-08-01,21529.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2017-09-01,129.7
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2017-10-01,107.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2017-11-01,170.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2017-12-01,111.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2018-01-01,-12.5
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2018-02-01,10.9
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2018-03-01,-43.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2018-04-01,26.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2018-05-01,46.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2018-06-01,82.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2018-07-01,64.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EE,2018-08-01,71.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2017-09-01,1122.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2017-10-01,-616.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2017-11-01,-904.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2017-12-01,-790.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2018-01-01,-457.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2018-02-01,-1304.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2018-03-01,-964.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2018-04-01,-1359.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2018-05-01,164.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2018-06-01,85.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2018-07-01,1554.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EL,2018-08-01,1655.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2017-09-01,2006.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2017-10-01,2078.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2017-11-01,3776.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2017-12-01,5718.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2018-01-01,-479.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2018-02-01,-1255.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2018-03-01,392.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2018-04-01,-1157.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2018-05-01,2868.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2018-06-01,1265.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2018-07-01,163.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,ES,2018-08-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2017-09-01,30279.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2017-10-01,22117.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2017-11-01,21712.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2017-12-01,26009.8
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2018-01-01,-4096.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2018-02-01,17688.7
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2018-03-01,30877.5
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2018-04-01,16168.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2018-05-01,3191.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2018-06-01,20624.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2018-07-01,17403.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,EU28,2018-08-01,9220.8
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2017-09-01,83.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2017-10-01,749.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2017-11-01,9.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2017-12-01,-278.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2018-01-01,-56.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2018-02-01,-171.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2018-03-01,-430.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2018-04-01,-1522.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2018-05-01,-340.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2018-06-01,-160.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2018-07-01,63.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FI,2018-08-01,-89.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2017-09-01,813.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2017-10-01,-1596.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2017-11-01,-3324.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2017-12-01,9149.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2018-01-01,-7090.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2018-02-01,-5246.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2018-03-01,261.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2018-04-01,2894.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2018-05-01,-3437.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2018-06-01,-87.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2018-07-01,370.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,FR,2018-08-01,-3392.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2017-09-01,-2774.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2017-10-01,-205.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2017-11-01,-260.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2017-12-01,-152.5
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2018-01-01,-546.7
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2018-02-01,-468.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2018-03-01,-842.9
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2018-04-01,-247.8
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2018-05-01,18.7
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2018-06-01,620.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2018-07-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HR,2018-08-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2017-09-01,560.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2017-10-01,114.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2017-11-01,386.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2017-12-01,81.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2018-01-01,1154.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2018-02-01,673.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2018-03-01,152.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2018-04-01,369.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2018-05-01,1.9
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2018-06-01,607.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2018-07-01,203.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,HU,2018-08-01,101.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2017-09-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2017-10-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2017-11-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2017-12-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2018-01-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2018-02-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2018-03-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2018-04-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2018-05-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2018-06-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2018-07-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IE,2018-08-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2017-09-01,4560.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2017-10-01,6198.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2017-11-01,4670.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2017-12-01,5029.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2018-01-01,-1012.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2018-02-01,2359.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2018-03-01,3045.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2018-04-01,2854.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2018-05-01,1642.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2018-06-01,5185.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2018-07-01,7434.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,IT,2018-08-01,4898.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2017-09-01,191.8
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2017-10-01,244.8
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2017-11-01,88.9
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2017-12-01,395.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2018-01-01,-34.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2018-02-01,-55.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2018-03-01,-5.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2018-04-01,-31.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2018-05-01,-82.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2018-06-01,109.7
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2018-07-01,150.8
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LT,2018-08-01,228.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2017-09-01,-634.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2017-10-01,513.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2017-11-01,774.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2017-12-01,-1121.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2018-01-01,1308.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2018-02-01,1113.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2018-03-01,52.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2018-04-01,-444.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2018-05-01,-1097.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2018-06-01,598.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2018-07-01,547.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LU,2018-08-01,666.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2017-09-01,-39.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2017-10-01,99.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2017-11-01,94.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2017-12-01,127.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2018-01-01,129.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2018-02-01,166.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2018-03-01,-70.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2018-04-01,127.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2018-05-01,11.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2018-06-01,7.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2018-07-01,200.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,LV,2018-08-01,-5.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2017-09-01,60.7
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2017-10-01,4.9
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2017-11-01,-33.7
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2017-12-01,-31.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2018-01-01,-41.7
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2018-02-01,-1.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2018-03-01,-105.5
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2018-04-01,-3.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2018-05-01,49.5
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2018-06-01,-25.9
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2018-07-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MK,2018-08-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2017-09-01,144.8
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2017-10-01,201.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2017-11-01,88.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2017-12-01,-38.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2018-01-01,192.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2018-02-01,169.8
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2018-03-01,28.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2018-04-01,210.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2018-05-01,46.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2018-06-01,129.0
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2018-07-01,152.3
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,MT,2018-08-01,159.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2017-09-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2017-10-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2017-11-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2017-12-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2018-01-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2018-02-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2018-03-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2018-04-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2018-05-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2018-06-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2018-07-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,NL,2018-08-01,
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,PL,2017-09-01,256.2
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,PL,2017-10-01,562.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,PL,2017-11-01,248.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,PL,2017-12-01,1281.4
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,PL,2018-01-01,3196.6
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,PL,2018-02-01,-547.1
MIO_EUR,CKA,S1,S1,BAL,WRL_REST,NSA,PL,2018-03-01,-700.1
