wst_oper,unit,geotime,date,value
RCY_C_D,KG_HAB,AT,2000-01-01,227.0
RCY_C_D,KG_HAB,AT,2001-01-01,231.0
RCY_C_D,KG_HAB,AT,2002-01-01,242.0
RCY_C_D,KG_HAB,AT,2003-01-01,253.0
RCY_C_D,KG_HAB,AT,2004-01-01,192.0
RCY_C_D,KG_HAB,AT,2005-01-01,192.0
RCY_C_D,KG_HAB,AT,2006-01-01,201.0
RCY_C_D,KG_HAB,AT,2007-01-01,200.0
RCY_C_D,KG_HAB,AT,2008-01-01,202.0
RCY_C_D,KG_HAB,AT,2009-01-01,186.0
RCY_C_D,KG_HAB,AT,2010-01-01,182.0
RCY_C_D,KG_HAB,AT,2011-01-01,188.0
RCY_C_D,KG_HAB,AT,2012-01-01,196.0
RCY_C_D,KG_HAB,AT,2013-01-01,192.0
RCY_C_D,KG_HAB,AT,2014-01-01,175.0
RCY_C_D,KG_HAB,AT,2015-01-01,175.0
RCY_C_D,KG_HAB,AT,2016-01-01,181.0
RCY_C_D,KG_HAB,BA,2000-01-01,
RCY_C_D,KG_HAB,BA,2001-01-01,
RCY_C_D,KG_HAB,BA,2002-01-01,
RCY_C_D,KG_HAB,BA,2003-01-01,
RCY_C_D,KG_HAB,BA,2004-01-01,
RCY_C_D,KG_HAB,BA,2005-01-01,
RCY_C_D,KG_HAB,BA,2006-01-01,
RCY_C_D,KG_HAB,BA,2007-01-01,
RCY_C_D,KG_HAB,BA,2008-01-01,0.0
RCY_C_D,KG_HAB,BA,2009-01-01,0.0
RCY_C_D,KG_HAB,BA,2010-01-01,0.0
RCY_C_D,KG_HAB,BA,2011-01-01,0.0
RCY_C_D,KG_HAB,BA,2012-01-01,0.0
RCY_C_D,KG_HAB,BA,2013-01-01,0.0
RCY_C_D,KG_HAB,BA,2014-01-01,
RCY_C_D,KG_HAB,BA,2015-01-01,
RCY_C_D,KG_HAB,BA,2016-01-01,0.0
RCY_C_D,KG_HAB,BE,2000-01-01,106.0
RCY_C_D,KG_HAB,BE,2001-01-01,100.0
RCY_C_D,KG_HAB,BE,2002-01-01,106.0
RCY_C_D,KG_HAB,BE,2003-01-01,108.0
RCY_C_D,KG_HAB,BE,2004-01-01,116.0
RCY_C_D,KG_HAB,BE,2005-01-01,112.0
RCY_C_D,KG_HAB,BE,2006-01-01,113.0
RCY_C_D,KG_HAB,BE,2007-01-01,116.0
RCY_C_D,KG_HAB,BE,2008-01-01,98.0
RCY_C_D,KG_HAB,BE,2009-01-01,95.0
RCY_C_D,KG_HAB,BE,2010-01-01,97.0
RCY_C_D,KG_HAB,BE,2011-01-01,93.0
RCY_C_D,KG_HAB,BE,2012-01-01,93.0
RCY_C_D,KG_HAB,BE,2013-01-01,92.0
RCY_C_D,KG_HAB,BE,2014-01-01,87.0
RCY_C_D,KG_HAB,BE,2015-01-01,80.0
RCY_C_D,KG_HAB,BE,2016-01-01,84.0
RCY_C_D,KG_HAB,BG,2000-01-01,0.0
RCY_C_D,KG_HAB,BG,2001-01-01,0.0
RCY_C_D,KG_HAB,BG,2002-01-01,0.0
RCY_C_D,KG_HAB,BG,2003-01-01,0.0
RCY_C_D,KG_HAB,BG,2004-01-01,0.0
RCY_C_D,KG_HAB,BG,2005-01-01,0.0
RCY_C_D,KG_HAB,BG,2006-01-01,0.0
RCY_C_D,KG_HAB,BG,2007-01-01,0.0
RCY_C_D,KG_HAB,BG,2008-01-01,0.0
RCY_C_D,KG_HAB,BG,2009-01-01,0.0
RCY_C_D,KG_HAB,BG,2010-01-01,0.0
RCY_C_D,KG_HAB,BG,2011-01-01,11.0
RCY_C_D,KG_HAB,BG,2012-01-01,13.0
RCY_C_D,KG_HAB,BG,2013-01-01,15.0
RCY_C_D,KG_HAB,BG,2014-01-01,8.0
RCY_C_D,KG_HAB,BG,2015-01-01,43.0
RCY_C_D,KG_HAB,BG,2016-01-01,37.0
RCY_C_D,KG_HAB,CH,2000-01-01,89.0
RCY_C_D,KG_HAB,CH,2001-01-01,89.0
RCY_C_D,KG_HAB,CH,2002-01-01,99.0
RCY_C_D,KG_HAB,CH,2003-01-01,100.0
RCY_C_D,KG_HAB,CH,2004-01-01,100.0
RCY_C_D,KG_HAB,CH,2005-01-01,103.0
RCY_C_D,KG_HAB,CH,2006-01-01,118.0
RCY_C_D,KG_HAB,CH,2007-01-01,123.0
RCY_C_D,KG_HAB,CH,2008-01-01,121.0
RCY_C_D,KG_HAB,CH,2009-01-01,120.0
RCY_C_D,KG_HAB,CH,2010-01-01,118.0
RCY_C_D,KG_HAB,CH,2011-01-01,107.0
RCY_C_D,KG_HAB,CH,2012-01-01,106.0
RCY_C_D,KG_HAB,CH,2013-01-01,122.0
