indic_il,sex,geotime,date,value
R_PN_WK,T,PT,2009-01-01,0
R_PN_WK,T,PT,2010-01-01,0
R_PN_WK,T,PT,2011-01-01,0
R_PN_WK,T,PT,2012-01-01,0
R_PN_WK,T,PT,2013-01-01,
R_PN_WK,T,PT,2014-01-01,0
R_PN_WK,T,PT,2015-01-01,
R_PN_WK,T,PT,2016-01-01,0
R_PN_WK,T,PT,2017-01-01,0
R_PN_WK,T,RO,2006-01-01,
R_PN_WK,T,RO,2007-01-01,0
R_PN_WK,T,RO,2008-01-01,0
R_PN_WK,T,RO,2009-01-01,0
R_PN_WK,T,RO,2010-01-01,0
R_PN_WK,T,RO,2011-01-01,0
R_PN_WK,T,RO,2012-01-01,0
R_PN_WK,T,RO,2013-01-01,
R_PN_WK,T,RO,2014-01-01,0
R_PN_WK,T,RO,2015-01-01,
R_PN_WK,T,RO,2016-01-01,0
R_PN_WK,T,RO,2017-01-01,0
R_PN_WK,T,RS,2006-01-01,
R_PN_WK,T,RS,2007-01-01,
R_PN_WK,T,RS,2008-01-01,
R_PN_WK,T,RS,2009-01-01,
R_PN_WK,T,RS,2010-01-01,
R_PN_WK,T,RS,2011-01-01,
R_PN_WK,T,RS,2012-01-01,
R_PN_WK,T,RS,2013-01-01,
R_PN_WK,T,RS,2014-01-01,0
R_PN_WK,T,RS,2015-01-01,
R_PN_WK,T,RS,2016-01-01,0
R_PN_WK,T,RS,2017-01-01,
R_PN_WK,T,SE,2006-01-01,0
R_PN_WK,T,SE,2007-01-01,0
R_PN_WK,T,SE,2008-01-01,0
R_PN_WK,T,SE,2009-01-01,0
R_PN_WK,T,SE,2010-01-01,0
R_PN_WK,T,SE,2011-01-01,0
R_PN_WK,T,SE,2012-01-01,0
R_PN_WK,T,SE,2013-01-01,
R_PN_WK,T,SE,2014-01-01,0
R_PN_WK,T,SE,2015-01-01,
R_PN_WK,T,SE,2016-01-01,0
R_PN_WK,T,SE,2017-01-01,0
R_PN_WK,T,SI,2006-01-01,0
R_PN_WK,T,SI,2007-01-01,0
R_PN_WK,T,SI,2008-01-01,0
R_PN_WK,T,SI,2009-01-01,0
R_PN_WK,T,SI,2010-01-01,0
R_PN_WK,T,SI,2011-01-01,0
R_PN_WK,T,SI,2012-01-01,0
R_PN_WK,T,SI,2013-01-01,
R_PN_WK,T,SI,2014-01-01,0
R_PN_WK,T,SI,2015-01-01,
R_PN_WK,T,SI,2016-01-01,0
R_PN_WK,T,SI,2017-01-01,0
R_PN_WK,T,SK,2006-01-01,0
R_PN_WK,T,SK,2007-01-01,0
R_PN_WK,T,SK,2008-01-01,0
R_PN_WK,T,SK,2009-01-01,0
R_PN_WK,T,SK,2010-01-01,0
R_PN_WK,T,SK,2011-01-01,0
R_PN_WK,T,SK,2012-01-01,0
R_PN_WK,T,SK,2013-01-01,
R_PN_WK,T,SK,2014-01-01,0
R_PN_WK,T,SK,2015-01-01,
R_PN_WK,T,SK,2016-01-01,0
R_PN_WK,T,SK,2017-01-01,0
R_PN_WK,T,TR,2006-01-01,0
R_PN_WK,T,TR,2007-01-01,1
R_PN_WK,T,TR,2008-01-01,1
R_PN_WK,T,TR,2009-01-01,1
R_PN_WK,T,TR,2010-01-01,1
R_PN_WK,T,TR,2011-01-01,1
R_PN_WK,T,TR,2012-01-01,1
R_PN_WK,T,TR,2013-01-01,
R_PN_WK,T,TR,2014-01-01,1
R_PN_WK,T,TR,2015-01-01,
R_PN_WK,T,TR,2016-01-01,
R_PN_WK,T,TR,2017-01-01,
R_PN_WK,T,UK,2006-01-01,0
R_PN_WK,T,UK,2007-01-01,0
R_PN_WK,T,UK,2008-01-01,0
R_PN_WK,T,UK,2009-01-01,0
R_PN_WK,T,UK,2010-01-01,0
R_PN_WK,T,UK,2011-01-01,0
R_PN_WK,T,UK,2012-01-01,0
R_PN_WK,T,UK,2013-01-01,
R_PN_WK,T,UK,2014-01-01,0
R_PN_WK,T,UK,2015-01-01,
R_PN_WK,T,UK,2016-01-01,0
R_PN_WK,T,UK,2017-01-01,
