co_nco,sector,finpos,na_item,unit,geo\time,date,value
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2015-01-01,383697.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2016-01-01,369797.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2017-01-01,359675.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,1995-01-01,2381960.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,1996-01-01,3046743.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,1997-01-01,3935372.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,1998-01-01,4669933.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,1999-01-01,5708811.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2000-01-01,7475298.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2001-01-01,8844485.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2002-01-01,9837389.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2003-01-01,12902015.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2004-01-01,14838755.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2005-01-01,17815517.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2006-01-01,20238304.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2007-01-01,24082818.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2008-01-01,28561583.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2009-01-01,30785897.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2010-01-01,31345752.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2011-01-01,32414710.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2012-01-01,29288794.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2013-01-01,28786741.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2014-01-01,29768769.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2015-01-01,29068519.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2016-01-01,27628614.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2017-01-01,27398974.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1995-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1996-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1997-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1998-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1999-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2000-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2001-01-01,169920.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2002-01-01,186861.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2003-01-01,205684.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2004-01-01,233410.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2005-01-01,289540.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2006-01-01,352529.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2007-01-01,390568.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2008-01-01,443910.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2009-01-01,435608.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2010-01-01,431092.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2011-01-01,468846.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2012-01-01,489941.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2013-01-01,481665.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2014-01-01,543540.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2015-01-01,803116.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2016-01-01,774043.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2017-01-01,716596.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1995-01-01,674408.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1996-01-01,692218.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1997-01-01,719266.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1998-01-01,756399.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1999-01-01,841087.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2000-01-01,939867.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2001-01-01,1035666.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2002-01-01,1112536.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2003-01-01,1199657.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2004-01-01,1300132.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2005-01-01,1429652.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2006-01-01,1583122.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2007-01-01,1765535.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2008-01-01,1858554.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2009-01-01,1926934.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2010-01-01,1978151.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2011-01-01,2009627.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2012-01-01,2018718.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2013-01-01,1951908.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2014-01-01,1930418.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2015-01-01,1902225.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2016-01-01,1888670.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2017-01-01,1905307.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1995-01-01,1632.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1996-01-01,2034.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1997-01-01,2734.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1998-01-01,3306.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1999-01-01,3790.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2000-01-01,4028.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2001-01-01,4162.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2002-01-01,4517.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2003-01-01,5948.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2004-01-01,7399.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2005-01-01,10517.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2006-01-01,14971.4
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2007-01-01,21571.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2008-01-01,25080.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2009-01-01,22447.4
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2010-01-01,20885.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2011-01-01,20219.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2012-01-01,20367.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2013-01-01,19693.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2014-01-01,19717.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2015-01-01,20510.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2016-01-01,21791.7 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2017-01-01,23653.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1995-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1996-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1997-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1998-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1999-01-01,25037.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2000-01-01,27303.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2001-01-01,34494.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2002-01-01,38830.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2003-01-01,57029.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2004-01-01,54484.4
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2005-01-01,54726.4
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2006-01-01,63385.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2007-01-01,117662.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2008-01-01,115416.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2009-01-01,122821.4
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2010-01-01,114173.3
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2011-01-01,122696.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2012-01-01,133971.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2013-01-01,145701.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2014-01-01,177697.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2015-01-01,195689.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2016-01-01,188365.7 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2017-01-01,178534.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1995-01-01,460.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1996-01-01,871.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1997-01-01,1286.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1998-01-01,1898.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1999-01-01,2231.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2000-01-01,3192.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2001-01-01,3547.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2002-01-01,4235.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2003-01-01,5081.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2004-01-01,7072.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2005-01-01,11033.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2006-01-01,16631.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2007-01-01,23189.2
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2008-01-01,25439.2
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2009-01-01,23611.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2010-01-01,24038.7
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2011-01-01,23411.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2012-01-01,21428.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2013-01-01,21103.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2014-01-01,22732.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2015-01-01,21626.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2016-01-01,22022.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2017-01-01,22572.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1995-01-01,3290.7 e
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1996-01-01,3765.3 e
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1997-01-01,4150.7 e
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1998-01-01,4437.1 e
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1999-01-01,4869.8 e
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2000-01-01,5390.2 e
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2001-01-01,5838.1 e
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2002-01-01,5608.8 e
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2003-01-01,5676.6 e
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2004-01-01,6253.3
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2005-01-01,6883.4
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2006-01-01,7681.7
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2007-01-01,8445.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2008-01-01,9398.1
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2009-01-01,10319.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2010-01-01,10716.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2011-01-01,10926.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2012-01-01,10981.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2013-01-01,10994.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2014-01-01,11491.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2015-01-01,11667.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2016-01-01,12569.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2017-01-01,13391.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1995-01-01,622971.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1996-01-01,660996.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1997-01-01,701332.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1998-01-01,770099.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1999-01-01,856856.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2000-01-01,951379.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2001-01-01,1014767.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2002-01-01,1059548.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2003-01-01,1161718.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2004-01-01,1199229.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2005-01-01,1273890.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2006-01-01,1333346.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2007-01-01,1410525.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2008-01-01,1491869.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2009-01-01,1533432.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2010-01-01,1560825.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2011-01-01,1602673.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2012-01-01,1636805.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2013-01-01,1683674.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2014-01-01,1800218.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2015-01-01,1823338.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2016-01-01,1856383.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2017-01-01,1858220.0 p
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1995-01-01,68899.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1996-01-01,99466.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1997-01-01,125737.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1998-01-01,182344.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1999-01-01,218033.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2000-01-01,262253.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2001-01-01,292661.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2002-01-01,363230.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2003-01-01,391499.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2004-01-01,385960.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2005-01-01,416165.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2006-01-01,509209.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2007-01-01,645854.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2008-01-01,865156.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2009-01-01,920418.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2010-01-01,1007577.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2011-01-01,1158155.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2012-01-01,1196643.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2013-01-01,1249382.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2014-01-01,1343117.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2015-01-01,1420407.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2016-01-01,1517931.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2017-01-01,1518933.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1995-01-01,72566.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1996-01-01,82960.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1997-01-01,96638.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1998-01-01,121333.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1999-01-01,148934.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2000-01-01,176111.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2001-01-01,203420.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2002-01-01,222346.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2003-01-01,236734.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2004-01-01,252679.8
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2005-01-01,271865.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2006-01-01,293441.7
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2007-01-01,324671.9
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2008-01-01,350983.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2009-01-01,358244.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2010-01-01,362473.1
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2011-01-01,359605.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2012-01-01,354222.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2013-01-01,344546.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2014-01-01,329643.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2015-01-01,322513.7 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2016-01-01,315659.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2017-01-01,315680.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1995-01-01,5856.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1996-01-01,6886.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1997-01-01,9198.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1998-01-01,13368.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1999-01-01,15670.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2000-01-01,21618.7 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2001-01-01,31309.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2002-01-01,46974.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2003-01-01,65196.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2004-01-01,82332.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2005-01-01,113475.2
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2006-01-01,154284.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2007-01-01,241639.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2008-01-01,343676.4
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2009-01-01,367188.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2010-01-01,394383.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2011-01-01,411897.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2012-01-01,427985.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2013-01-01,424457.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2014-01-01,414862.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2015-01-01,421374.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2016-01-01,425065.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2017-01-01,436528.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1995-01-01,2191073.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1996-01-01,2241533.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1997-01-01,2494581.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1998-01-01,2701242.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1999-01-01,2975398.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2000-01-01,3251572.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2001-01-01,3567599.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2002-01-01,3792072.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2003-01-01,3879485.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2004-01-01,4051320.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2005-01-01,4417529.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2006-01-01,4780647.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2007-01-01,5543728.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2008-01-01,6415153.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2009-01-01,6635086.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2010-01-01,6665110.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2011-01-01,7005184.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2012-01-01,7121403.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2013-01-01,7372698.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2014-01-01,7674548.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2015-01-01,7913295.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2016-01-01,8252621.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2017-01-01,8901611.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1995-01-01,3530.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1996-01-01,4103.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1997-01-01,4952.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1998-01-01,6297.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1999-01-01,8340.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2000-01-01,10048.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2001-01-01,12140.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2002-01-01,13910.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2003-01-01,16157.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2004-01-01,18564.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2005-01-01,22311.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2006-01-01,26030.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2007-01-01,33865.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2008-01-01,40073.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2009-01-01,41057.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2010-01-01,41743.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2011-01-01,41691.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2012-01-01,40512.0 
