unit,direct,na_item,sector,geo\time,date,value
CP_MNAC,PAID,B9,S1,LV,2011-01-01,-195 
CP_MNAC,PAID,B9,S1,LV,2012-01-01,-119 
CP_MNAC,PAID,B9,S1,LV,2013-01-01,15 
CP_MNAC,PAID,B9,S1,LV,2014-01-01,343 
CP_MNAC,PAID,B9,S1,LV,2015-01-01,561 
CP_MNAC,PAID,B9,S1,LV,2016-01-01,655 
CP_MNAC,PAID,B9,S1,LV,2017-01-01,409 
CP_MNAC,PAID,B9,S1,NL,1995-01-01,19661 
CP_MNAC,PAID,B9,S1,NL,1996-01-01,18613 
CP_MNAC,PAID,B9,S1,NL,1997-01-01,18955 
CP_MNAC,PAID,B9,S1,NL,1998-01-01,15645 
CP_MNAC,PAID,B9,S1,NL,1999-01-01,20833 
CP_MNAC,PAID,B9,S1,NL,2000-01-01,27816 
CP_MNAC,PAID,B9,S1,NL,2001-01-01,20848 
CP_MNAC,PAID,B9,S1,NL,2002-01-01,24729 
CP_MNAC,PAID,B9,S1,NL,2003-01-01,31533 
CP_MNAC,PAID,B9,S1,NL,2004-01-01,35183 
CP_MNAC,PAID,B9,S1,NL,2005-01-01,28892 
CP_MNAC,PAID,B9,S1,NL,2006-01-01,42422 
CP_MNAC,PAID,B9,S1,NL,2007-01-01,36675 
CP_MNAC,PAID,B9,S1,NL,2008-01-01,26004 
CP_MNAC,PAID,B9,S1,NL,2009-01-01,33956 
CP_MNAC,PAID,B9,S1,NL,2010-01-01,42200 
CP_MNAC,PAID,B9,S1,NL,2011-01-01,55206 
CP_MNAC,PAID,B9,S1,NL,2012-01-01,56153 
CP_MNAC,PAID,B9,S1,NL,2013-01-01,64872 
CP_MNAC,PAID,B9,S1,NL,2014-01-01,62559 
CP_MNAC,PAID,B9,S1,NL,2015-01-01,40083 
CP_MNAC,PAID,B9,S1,NL,2016-01-01,55928 
CP_MNAC,PAID,B9,S1,NL,2017-01-01,76575 p
CP_MNAC,PAID,B9,S1,PL,1995-01-01,5848 
CP_MNAC,PAID,B9,S1,PL,1996-01-01,-3718 
CP_MNAC,PAID,B9,S1,PL,1997-01-01,-16520 
CP_MNAC,PAID,B9,S1,PL,1998-01-01,-22460 
CP_MNAC,PAID,B9,S1,PL,1999-01-01,-33703 
CP_MNAC,PAID,B9,S1,PL,2000-01-01,-40888 
CP_MNAC,PAID,B9,S1,PL,2001-01-01,-19476 
CP_MNAC,PAID,B9,S1,PL,2002-01-01,-18010 
CP_MNAC,PAID,B9,S1,PL,2003-01-01,-15649 
CP_MNAC,PAID,B9,S1,PL,2004-01-01,-55104 
CP_MNAC,PAID,B9,S1,PL,2005-01-01,-28483 
CP_MNAC,PAID,B9,S1,PL,2006-01-01,-32974 
CP_MNAC,PAID,B9,S1,PL,2007-01-01,-68375 
CP_MNAC,PAID,B9,S1,PL,2008-01-01,-76499 
CP_MNAC,PAID,B9,S1,PL,2009-01-01,-30253 
CP_MNAC,PAID,B9,S1,PL,2010-01-01,-46577 
CP_MNAC,PAID,B9,S1,PL,2011-01-01,-43090 
CP_MNAC,PAID,B9,S1,PL,2012-01-01,-18340 
CP_MNAC,PAID,B9,S1,PL,2013-01-01,26141 
CP_MNAC,PAID,B9,S1,PL,2014-01-01,7610 
CP_MNAC,PAID,B9,S1,PL,2015-01-01,46171 
CP_MNAC,PAID,B9,S1,PL,2016-01-01,32012 
CP_MNAC,PAID,B9,S1,PL,2017-01-01,: 
CP_MNAC,PAID,B9,S1,PT,1995-01-01,-763 
CP_MNAC,PAID,B9,S1,PT,1996-01-01,-2448 
CP_MNAC,PAID,B9,S1,PT,1997-01-01,-3877 
CP_MNAC,PAID,B9,S1,PT,1998-01-01,-6262 
CP_MNAC,PAID,B9,S1,PT,1999-01-01,-8016 
CP_MNAC,PAID,B9,S1,PT,2000-01-01,-12318 
CP_MNAC,PAID,B9,S1,PT,2001-01-01,-11841 
CP_MNAC,PAID,B9,S1,PT,2002-01-01,-9810 
CP_MNAC,PAID,B9,S1,PT,2003-01-01,-7617 
CP_MNAC,PAID,B9,S1,PT,2004-01-01,-10801 
CP_MNAC,PAID,B9,S1,PT,2005-01-01,-13956 
CP_MNAC,PAID,B9,S1,PT,2006-01-01,-15814 
CP_MNAC,PAID,B9,S1,PT,2007-01-01,-15612 
CP_MNAC,PAID,B9,S1,PT,2008-01-01,-20472 
CP_MNAC,PAID,B9,S1,PT,2009-01-01,-15719 
CP_MNAC,PAID,B9,S1,PT,2010-01-01,-16171 
CP_MNAC,PAID,B9,S1,PT,2011-01-01,-7043 
CP_MNAC,PAID,B9,S1,PT,2012-01-01,15 
CP_MNAC,PAID,B9,S1,PT,2013-01-01,3946 
CP_MNAC,PAID,B9,S1,PT,2014-01-01,1786 
CP_MNAC,PAID,B9,S1,PT,2015-01-01,567 
CP_MNAC,PAID,B9,S1,PT,2016-01-01,1952 
CP_MNAC,PAID,B9,S1,PT,2017-01-01,2133 p
CP_MNAC,PAID,B9,S1,RO,1995-01-01,-320 
CP_MNAC,PAID,B9,S1,RO,1996-01-01,-767 
CP_MNAC,PAID,B9,S1,RO,1997-01-01,-1531 
CP_MNAC,PAID,B9,S1,RO,1998-01-01,-2629 
CP_MNAC,PAID,B9,S1,RO,1999-01-01,-2177 
CP_MNAC,PAID,B9,S1,RO,2000-01-01,-3008 
CP_MNAC,PAID,B9,S1,RO,2001-01-01,-6225 
CP_MNAC,PAID,B9,S1,RO,2002-01-01,-1168 
CP_MNAC,PAID,B9,S1,RO,2003-01-01,-10987 
CP_MNAC,PAID,B9,S1,RO,2004-01-01,-18491 
CP_MNAC,PAID,B9,S1,RO,2005-01-01,-22711 
CP_MNAC,PAID,B9,S1,RO,2006-01-01,-36044 
CP_MNAC,PAID,B9,S1,RO,2007-01-01,-50344 
CP_MNAC,PAID,B9,S1,RO,2008-01-01,-62756 
CP_MNAC,PAID,B9,S1,RO,2009-01-01,-18243 
CP_MNAC,PAID,B9,S1,RO,2010-01-01,-23394 
CP_MNAC,PAID,B9,S1,RO,2011-01-01,-21744 
CP_MNAC,PAID,B9,S1,RO,2012-01-01,-16738 
CP_MNAC,PAID,B9,S1,RO,2013-01-01,9435 b
CP_MNAC,PAID,B9,S1,RO,2014-01-01,16659 
CP_MNAC,PAID,B9,S1,RO,2015-01-01,11702 
CP_MNAC,PAID,B9,S1,RO,2016-01-01,6595 p
CP_MNAC,PAID,B9,S1,RO,2017-01-01,: 
CP_MNAC,PAID,B9,S1,SE,1995-01-01,62815 
CP_MNAC,PAID,B9,S1,SE,1996-01-01,61283 
CP_MNAC,PAID,B9,S1,SE,1997-01-01,78936 
CP_MNAC,PAID,B9,S1,SE,1998-01-01,93331 
CP_MNAC,PAID,B9,S1,SE,1999-01-01,79412 
CP_MNAC,PAID,B9,S1,SE,2000-01-01,108500 
CP_MNAC,PAID,B9,S1,SE,2001-01-01,124521 
CP_MNAC,PAID,B9,S1,SE,2002-01-01,138159 
CP_MNAC,PAID,B9,S1,SE,2003-01-01,178245 
CP_MNAC,PAID,B9,S1,SE,2004-01-01,185361 
CP_MNAC,PAID,B9,S1,SE,2005-01-01,203710 
CP_MNAC,PAID,B9,S1,SE,2006-01-01,248281 
CP_MNAC,PAID,B9,S1,SE,2007-01-01,276518 
CP_MNAC,PAID,B9,S1,SE,2008-01-01,264855 
CP_MNAC,PAID,B9,S1,SE,2009-01-01,210957 
CP_MNAC,PAID,B9,S1,SE,2010-01-01,223267 
CP_MNAC,PAID,B9,S1,SE,2011-01-01,182176 
CP_MNAC,PAID,B9,S1,SE,2012-01-01,198659 
CP_MNAC,PAID,B9,S1,SE,2013-01-01,182683 
CP_MNAC,PAID,B9,S1,SE,2014-01-01,181085 
CP_MNAC,PAID,B9,S1,SE,2015-01-01,183627 
CP_MNAC,PAID,B9,S1,SE,2016-01-01,183457 
CP_MNAC,PAID,B9,S1,SE,2017-01-01,163201 
CP_MNAC,PAID,B9,S1,SI,1995-01-01,-205 
CP_MNAC,PAID,B9,S1,SI,1996-01-01,-167 
CP_MNAC,PAID,B9,S1,SI,1997-01-01,-183 
CP_MNAC,PAID,B9,S1,SI,1998-01-01,-316 
CP_MNAC,PAID,B9,S1,SI,1999-01-01,-805 
CP_MNAC,PAID,B9,S1,SI,2000-01-01,-769 
CP_MNAC,PAID,B9,S1,SI,2001-01-01,-266 
CP_MNAC,PAID,B9,S1,SI,2002-01-01,-141 
CP_MNAC,PAID,B9,S1,SI,2003-01-01,-525 
CP_MNAC,PAID,B9,S1,SI,2004-01-01,-906 
CP_MNAC,PAID,B9,S1,SI,2005-01-01,-710 
CP_MNAC,PAID,B9,S1,SI,2006-01-01,-673 
CP_MNAC,PAID,B9,S1,SI,2007-01-01,-1545 
CP_MNAC,PAID,B9,S1,SI,2008-01-01,-1820 
CP_MNAC,PAID,B9,S1,SI,2009-01-01,-87 
CP_MNAC,PAID,B9,S1,SI,2010-01-01,13 
CP_MNAC,PAID,B9,S1,SI,2011-01-01,-8 
CP_MNAC,PAID,B9,S1,SI,2012-01-01,804 
CP_MNAC,PAID,B9,S1,SI,2013-01-01,1319 
CP_MNAC,PAID,B9,S1,SI,2014-01-01,2257 
CP_MNAC,PAID,B9,S1,SI,2015-01-01,2163 
CP_MNAC,PAID,B9,S1,SI,2016-01-01,1875 
CP_MNAC,PAID,B9,S1,SI,2017-01-01,2706 
CP_MNAC,PAID,B9,S1,SK,1995-01-01,412 
CP_MNAC,PAID,B9,S1,SK,1996-01-01,-2163 
CP_MNAC,PAID,B9,S1,SK,1997-01-01,-2284 
CP_MNAC,PAID,B9,S1,SK,1998-01-01,-2509 
CP_MNAC,PAID,B9,S1,SK,1999-01-01,-1166 
CP_MNAC,PAID,B9,S1,SK,2000-01-01,-870 
CP_MNAC,PAID,B9,S1,SK,2001-01-01,-2434 
CP_MNAC,PAID,B9,S1,SK,2002-01-01,-3524 
CP_MNAC,PAID,B9,S1,SK,2003-01-01,-2780 
CP_MNAC,PAID,B9,S1,SK,2004-01-01,-3002 
CP_MNAC,PAID,B9,S1,SK,2005-01-01,-4488 
CP_MNAC,PAID,B9,S1,SK,2006-01-01,-4403 
CP_MNAC,PAID,B9,S1,SK,2007-01-01,-3270 
CP_MNAC,PAID,B9,S1,SK,2008-01-01,-3888 
CP_MNAC,PAID,B9,S1,SK,2009-01-01,-1646 
CP_MNAC,PAID,B9,S1,SK,2010-01-01,-2073 
CP_MNAC,PAID,B9,S1,SK,2011-01-01,-2725 
CP_MNAC,PAID,B9,S1,SK,2012-01-01,1386 
CP_MNAC,PAID,B9,S1,SK,2013-01-01,2268 
CP_MNAC,PAID,B9,S1,SK,2014-01-01,1467 
CP_MNAC,PAID,B9,S1,SK,2015-01-01,-148 
CP_MNAC,PAID,B9,S1,SK,2016-01-01,-1117 
CP_MNAC,PAID,B9,S1,SK,2017-01-01,-681 
CP_MNAC,PAID,B9,S1,UK,1995-01-01,-5557 
CP_MNAC,PAID,B9,S1,UK,1996-01-01,-4326 
CP_MNAC,PAID,B9,S1,UK,1997-01-01,71 
CP_MNAC,PAID,B9,S1,UK,1998-01-01,-5695 
CP_MNAC,PAID,B9,S1,UK,1999-01-01,-26155 
CP_MNAC,PAID,B9,S1,UK,2000-01-01,-25936 
CP_MNAC,PAID,B9,S1,UK,2001-01-01,-25304 
CP_MNAC,PAID,B9,S1,UK,2002-01-01,-27486 
CP_MNAC,PAID,B9,S1,UK,2003-01-01,-24202 
CP_MNAC,PAID,B9,S1,UK,2004-01-01,-30214 
CP_MNAC,PAID,B9,S1,UK,2005-01-01,-29124 
CP_MNAC,PAID,B9,S1,UK,2006-01-01,-46234 
CP_MNAC,PAID,B9,S1,UK,2007-01-01,-55422 
CP_MNAC,PAID,B9,S1,UK,2008-01-01,-66547 
CP_MNAC,PAID,B9,S1,UK,2009-01-01,-54385 
CP_MNAC,PAID,B9,S1,UK,2010-01-01,-54343 
CP_MNAC,PAID,B9,S1,UK,2011-01-01,-32966 
CP_MNAC,PAID,B9,S1,UK,2012-01-01,-64434 
CP_MNAC,PAID,B9,S1,UK,2013-01-01,-91874 
CP_MNAC,PAID,B9,S1,UK,2014-01-01,-92824 
CP_MNAC,PAID,B9,S1,UK,2015-01-01,-95143 
CP_MNAC,PAID,B9,S1,UK,2016-01-01,-104483 
CP_MNAC,PAID,B9,S1,UK,2017-01-01,-78220 
CP_MNAC,PAID,B9,S11,AT,1995-01-01,-6523 
CP_MNAC,PAID,B9,S11,AT,1996-01-01,-6730 
CP_MNAC,PAID,B9,S11,AT,1997-01-01,-7494 
CP_MNAC,PAID,B9,S11,AT,1998-01-01,-6341 
CP_MNAC,PAID,B9,S11,AT,1999-01-01,-7619 
CP_MNAC,PAID,B9,S11,AT,2000-01-01,-7261 
CP_MNAC,PAID,B9,S11,AT,2001-01-01,-8603 
CP_MNAC,PAID,B9,S11,AT,2002-01-01,-1251 
CP_MNAC,PAID,B9,S11,AT,2003-01-01,-2437 
CP_MNAC,PAID,B9,S11,AT,2004-01-01,4933 
CP_MNAC,PAID,B9,S11,AT,2005-01-01,-3222 
CP_MNAC,PAID,B9,S11,AT,2006-01-01,-1880 
CP_MNAC,PAID,B9,S11,AT,2007-01-01,-6488 
CP_MNAC,PAID,B9,S11,AT,2008-01-01,-5320 
CP_MNAC,PAID,B9,S11,AT,2009-01-01,1381 
CP_MNAC,PAID,B9,S11,AT,2010-01-01,6767 
CP_MNAC,PAID,B9,S11,AT,2011-01-01,2443 
CP_MNAC,PAID,B9,S11,AT,2012-01-01,-3120 
CP_MNAC,PAID,B9,S11,AT,2013-01-01,-437 
CP_MNAC,PAID,B9,S11,AT,2014-01-01,-1763 
CP_MNAC,PAID,B9,S11,AT,2015-01-01,-1876 
CP_MNAC,PAID,B9,S11,AT,2016-01-01,4864 
CP_MNAC,PAID,B9,S11,AT,2017-01-01,841 
CP_MNAC,PAID,B9,S11,BE,1995-01-01,3236 
CP_MNAC,PAID,B9,S11,BE,1996-01-01,2548 
CP_MNAC,PAID,B9,S11,BE,1997-01-01,4224 
CP_MNAC,PAID,B9,S11,BE,1998-01-01,-450 
CP_MNAC,PAID,B9,S11,BE,1999-01-01,-348 
CP_MNAC,PAID,B9,S11,BE,2000-01-01,-1105 
CP_MNAC,PAID,B9,S11,BE,2001-01-01,-1885 
CP_MNAC,PAID,B9,S11,BE,2002-01-01,-252 
CP_MNAC,PAID,B9,S11,BE,2003-01-01,5062 
CP_MNAC,PAID,B9,S11,BE,2004-01-01,-2697 
CP_MNAC,PAID,B9,S11,BE,2005-01-01,4391 
CP_MNAC,PAID,B9,S11,BE,2006-01-01,-7303 
CP_MNAC,PAID,B9,S11,BE,2007-01-01,-4178 
CP_MNAC,PAID,B9,S11,BE,2008-01-01,-8050 
CP_MNAC,PAID,B9,S11,BE,2009-01-01,12062 
CP_MNAC,PAID,B9,S11,BE,2010-01-01,4063 
CP_MNAC,PAID,B9,S11,BE,2011-01-01,-6424 
CP_MNAC,PAID,B9,S11,BE,2012-01-01,984 
CP_MNAC,PAID,B9,S11,BE,2013-01-01,4250 
CP_MNAC,PAID,B9,S11,BE,2014-01-01,230 
CP_MNAC,PAID,B9,S11,BE,2015-01-01,-386 
CP_MNAC,PAID,B9,S11,BE,2016-01-01,1478 
CP_MNAC,PAID,B9,S11,BE,2017-01-01,: 
CP_MNAC,PAID,B9,S11,BG,1995-01-01,-543 b
CP_MNAC,PAID,B9,S11,BG,1996-01-01,-57 b
CP_MNAC,PAID,B9,S11,BG,1997-01-01,1107 b
CP_MNAC,PAID,B9,S11,BG,1998-01-01,720 b
CP_MNAC,PAID,B9,S11,BG,1999-01-01,-949 b
CP_MNAC,PAID,B9,S11,BG,2000-01-01,-1366 
CP_MNAC,PAID,B9,S11,BG,2001-01-01,-404 
CP_MNAC,PAID,B9,S11,BG,2002-01-01,1301 
CP_MNAC,PAID,B9,S11,BG,2003-01-01,-213 
CP_MNAC,PAID,B9,S11,BG,2004-01-01,-404 
CP_MNAC,PAID,B9,S11,BG,2005-01-01,-1537 
CP_MNAC,PAID,B9,S11,BG,2006-01-01,-5150 
CP_MNAC,PAID,B9,S11,BG,2007-01-01,-10030 
CP_MNAC,PAID,B9,S11,BG,2008-01-01,-12742 
CP_MNAC,PAID,B9,S11,BG,2009-01-01,-1034 
CP_MNAC,PAID,B9,S11,BG,2010-01-01,2247 
CP_MNAC,PAID,B9,S11,BG,2011-01-01,2685 
CP_MNAC,PAID,B9,S11,BG,2012-01-01,4476 
CP_MNAC,PAID,B9,S11,BG,2013-01-01,4872 
CP_MNAC,PAID,B9,S11,BG,2014-01-01,6627 
CP_MNAC,PAID,B9,S11,BG,2015-01-01,5371 
CP_MNAC,PAID,B9,S11,BG,2016-01-01,3723 
CP_MNAC,PAID,B9,S11,BG,2017-01-01,: 
CP_MNAC,PAID,B9,S11,CY,1995-01-01,63 
CP_MNAC,PAID,B9,S11,CY,1996-01-01,60 
CP_MNAC,PAID,B9,S11,CY,1997-01-01,-386 
CP_MNAC,PAID,B9,S11,CY,1998-01-01,684 
CP_MNAC,PAID,B9,S11,CY,1999-01-01,-308 
CP_MNAC,PAID,B9,S11,CY,2000-01-01,-857 
CP_MNAC,PAID,B9,S11,CY,2001-01-01,-587 
CP_MNAC,PAID,B9,S11,CY,2002-01-01,145 
CP_MNAC,PAID,B9,S11,CY,2003-01-01,487 
CP_MNAC,PAID,B9,S11,CY,2004-01-01,-169 
CP_MNAC,PAID,B9,S11,CY,2005-01-01,-808 
CP_MNAC,PAID,B9,S11,CY,2006-01-01,-1143 
CP_MNAC,PAID,B9,S11,CY,2007-01-01,-1709 
CP_MNAC,PAID,B9,S11,CY,2008-01-01,-2152 
CP_MNAC,PAID,B9,S11,CY,2009-01-01,-1384 
CP_MNAC,PAID,B9,S11,CY,2010-01-01,-2031 
CP_MNAC,PAID,B9,S11,CY,2011-01-01,-1238 
CP_MNAC,PAID,B9,S11,CY,2012-01-01,-1465 
CP_MNAC,PAID,B9,S11,CY,2013-01-01,-750 
CP_MNAC,PAID,B9,S11,CY,2014-01-01,-1099 
CP_MNAC,PAID,B9,S11,CY,2015-01-01,-1401 
CP_MNAC,PAID,B9,S11,CY,2016-01-01,-2104 p
CP_MNAC,PAID,B9,S11,CY,2017-01-01,: 
CP_MNAC,PAID,B9,S11,CZ,1995-01-01,-114709 
CP_MNAC,PAID,B9,S11,CZ,1996-01-01,-155416 
CP_MNAC,PAID,B9,S11,CZ,1997-01-01,-151041 
CP_MNAC,PAID,B9,S11,CZ,1998-01-01,-91242 
CP_MNAC,PAID,B9,S11,CZ,1999-01-01,-92392 
CP_MNAC,PAID,B9,S11,CZ,2000-01-01,-77773 
CP_MNAC,PAID,B9,S11,CZ,2001-01-01,-118967 
CP_MNAC,PAID,B9,S11,CZ,2002-01-01,-65571 
CP_MNAC,PAID,B9,S11,CZ,2003-01-01,-77194 
CP_MNAC,PAID,B9,S11,CZ,2004-01-01,-112874 
CP_MNAC,PAID,B9,S11,CZ,2005-01-01,-70326 
CP_MNAC,PAID,B9,S11,CZ,2006-01-01,-124302 
CP_MNAC,PAID,B9,S11,CZ,2007-01-01,-209725 
CP_MNAC,PAID,B9,S11,CZ,2008-01-01,-137050 
CP_MNAC,PAID,B9,S11,CZ,2009-01-01,9748 
CP_MNAC,PAID,B9,S11,CZ,2010-01-01,-61682 
CP_MNAC,PAID,B9,S11,CZ,2011-01-01,-104570 
CP_MNAC,PAID,B9,S11,CZ,2012-01-01,-49120 
CP_MNAC,PAID,B9,S11,CZ,2013-01-01,-14412 
CP_MNAC,PAID,B9,S11,CZ,2014-01-01,-47304 
CP_MNAC,PAID,B9,S11,CZ,2015-01-01,-47641 
CP_MNAC,PAID,B9,S11,CZ,2016-01-01,-120478 
CP_MNAC,PAID,B9,S11,CZ,2017-01-01,-93483 
CP_MNAC,PAID,B9,S11,DE,1995-01-01,87964 
CP_MNAC,PAID,B9,S11,DE,1996-01-01,-16222 
CP_MNAC,PAID,B9,S11,DE,1997-01-01,-27357 
CP_MNAC,PAID,B9,S11,DE,1998-01-01,-32952 
CP_MNAC,PAID,B9,S11,DE,1999-01-01,-72773 
CP_MNAC,PAID,B9,S11,DE,2000-01-01,-130483 
CP_MNAC,PAID,B9,S11,DE,2001-01-01,-34148 
CP_MNAC,PAID,B9,S11,DE,2002-01-01,10427 
CP_MNAC,PAID,B9,S11,DE,2003-01-01,848 
CP_MNAC,PAID,B9,S11,DE,2004-01-01,38470 
CP_MNAC,PAID,B9,S11,DE,2005-01-01,21678 
CP_MNAC,PAID,B9,S11,DE,2006-01-01,9839 
CP_MNAC,PAID,B9,S11,DE,2007-01-01,5431 
CP_MNAC,PAID,B9,S11,DE,2008-01-01,-27275 
CP_MNAC,PAID,B9,S11,DE,2009-01-01,49032 
CP_MNAC,PAID,B9,S11,DE,2010-01-01,60920 
CP_MNAC,PAID,B9,S11,DE,2011-01-01,41476 
CP_MNAC,PAID,B9,S11,DE,2012-01-01,71569 
CP_MNAC,PAID,B9,S11,DE,2013-01-01,77836 
CP_MNAC,PAID,B9,S11,DE,2014-01-01,84820 
CP_MNAC,PAID,B9,S11,DE,2015-01-01,116171 
CP_MNAC,PAID,B9,S11,DE,2016-01-01,110912 
CP_MNAC,PAID,B9,S11,DE,2017-01-01,85907 
CP_MNAC,PAID,B9,S11,DK,1995-01-01,26371 
CP_MNAC,PAID,B9,S11,DK,1996-01-01,45513 
CP_MNAC,PAID,B9,S11,DK,1997-01-01,45560 
CP_MNAC,PAID,B9,S11,DK,1998-01-01,20012 
CP_MNAC,PAID,B9,S11,DK,1999-01-01,66711 
CP_MNAC,PAID,B9,S11,DK,2000-01-01,68701 
CP_MNAC,PAID,B9,S11,DK,2001-01-01,28243 
CP_MNAC,PAID,B9,S11,DK,2002-01-01,81716 
CP_MNAC,PAID,B9,S11,DK,2003-01-01,88682 
CP_MNAC,PAID,B9,S11,DK,2004-01-01,61815 
CP_MNAC,PAID,B9,S11,DK,2005-01-01,53886 
CP_MNAC,PAID,B9,S11,DK,2006-01-01,33850 
CP_MNAC,PAID,B9,S11,DK,2007-01-01,-16501 
CP_MNAC,PAID,B9,S11,DK,2008-01-01,-1374 
CP_MNAC,PAID,B9,S11,DK,2009-01-01,26698 
CP_MNAC,PAID,B9,S11,DK,2010-01-01,60120 
CP_MNAC,PAID,B9,S11,DK,2011-01-01,82935 
CP_MNAC,PAID,B9,S11,DK,2012-01-01,95490 
CP_MNAC,PAID,B9,S11,DK,2013-01-01,86412 
CP_MNAC,PAID,B9,S11,DK,2014-01-01,116169 
CP_MNAC,PAID,B9,S11,DK,2015-01-01,114436 
CP_MNAC,PAID,B9,S11,DK,2016-01-01,91768 
CP_MNAC,PAID,B9,S11,DK,2017-01-01,50510 
CP_MNAC,PAID,B9,S11,EE,1995-01-01,-448 
CP_MNAC,PAID,B9,S11,EE,1996-01-01,-437 
CP_MNAC,PAID,B9,S11,EE,1997-01-01,-733 
CP_MNAC,PAID,B9,S11,EE,1998-01-01,-574 
CP_MNAC,PAID,B9,S11,EE,1999-01-01,-216 
CP_MNAC,PAID,B9,S11,EE,2000-01-01,-506 
CP_MNAC,PAID,B9,S11,EE,2001-01-01,-642 
CP_MNAC,PAID,B9,S11,EE,2002-01-01,-710 
CP_MNAC,PAID,B9,S11,EE,2003-01-01,-976 
CP_MNAC,PAID,B9,S11,EE,2004-01-01,-943 
CP_MNAC,PAID,B9,S11,EE,2005-01-01,-501 
CP_MNAC,PAID,B9,S11,EE,2006-01-01,-1140 
CP_MNAC,PAID,B9,S11,EE,2007-01-01,-1589 
CP_MNAC,PAID,B9,S11,EE,2008-01-01,-583 
CP_MNAC,PAID,B9,S11,EE,2009-01-01,650 
CP_MNAC,PAID,B9,S11,EE,2010-01-01,877 
CP_MNAC,PAID,B9,S11,EE,2011-01-01,724 
CP_MNAC,PAID,B9,S11,EE,2012-01-01,-433 
CP_MNAC,PAID,B9,S11,EE,2013-01-01,516 
CP_MNAC,PAID,B9,S11,EE,2014-01-01,-92 
CP_MNAC,PAID,B9,S11,EE,2015-01-01,296 
CP_MNAC,PAID,B9,S11,EE,2016-01-01,-268 
CP_MNAC,PAID,B9,S11,EE,2017-01-01,115 
CP_MNAC,PAID,B9,S11,EL,1995-01-01,-1371 p
CP_MNAC,PAID,B9,S11,EL,1996-01-01,448 p
CP_MNAC,PAID,B9,S11,EL,1997-01-01,558 p
CP_MNAC,PAID,B9,S11,EL,1998-01-01,-402 p
CP_MNAC,PAID,B9,S11,EL,1999-01-01,3418 p
CP_MNAC,PAID,B9,S11,EL,2000-01-01,2329 p
CP_MNAC,PAID,B9,S11,EL,2001-01-01,3163 p
CP_MNAC,PAID,B9,S11,EL,2002-01-01,3146 p
CP_MNAC,PAID,B9,S11,EL,2003-01-01,3136 p
CP_MNAC,PAID,B9,S11,EL,2004-01-01,9932 p
CP_MNAC,PAID,B9,S11,EL,2005-01-01,7866 p
CP_MNAC,PAID,B9,S11,EL,2006-01-01,6566 p
CP_MNAC,PAID,B9,S11,EL,2007-01-01,7453 p
CP_MNAC,PAID,B9,S11,EL,2008-01-01,8593 p
CP_MNAC,PAID,B9,S11,EL,2009-01-01,15383 p
CP_MNAC,PAID,B9,S11,EL,2010-01-01,8224 p
CP_MNAC,PAID,B9,S11,EL,2011-01-01,9404 p
CP_MNAC,PAID,B9,S11,EL,2012-01-01,11351 p
CP_MNAC,PAID,B9,S11,EL,2013-01-01,12436 p
CP_MNAC,PAID,B9,S11,EL,2014-01-01,11018 p
CP_MNAC,PAID,B9,S11,EL,2015-01-01,10538 p
CP_MNAC,PAID,B9,S11,EL,2016-01-01,6200 p
CP_MNAC,PAID,B9,S11,EL,2017-01-01,: 
CP_MNAC,PAID,B9,S11,ES,1995-01-01,: 
CP_MNAC,PAID,B9,S11,ES,1996-01-01,: 
CP_MNAC,PAID,B9,S11,ES,1997-01-01,: 
CP_MNAC,PAID,B9,S11,ES,1998-01-01,: 
CP_MNAC,PAID,B9,S11,ES,1999-01-01,-14518 
CP_MNAC,PAID,B9,S11,ES,2000-01-01,-24370 
CP_MNAC,PAID,B9,S11,ES,2001-01-01,-28464 
CP_MNAC,PAID,B9,S11,ES,2002-01-01,-26839 
CP_MNAC,PAID,B9,S11,ES,2003-01-01,-32848 
CP_MNAC,PAID,B9,S11,ES,2004-01-01,-38658 
CP_MNAC,PAID,B9,S11,ES,2005-01-01,-57254 
CP_MNAC,PAID,B9,S11,ES,2006-01-01,-75857 
CP_MNAC,PAID,B9,S11,ES,2007-01-01,-85554 
CP_MNAC,PAID,B9,S11,ES,2008-01-01,-44372 
CP_MNAC,PAID,B9,S11,ES,2009-01-01,25360 
CP_MNAC,PAID,B9,S11,ES,2010-01-01,39950 
CP_MNAC,PAID,B9,S11,ES,2011-01-01,22338 
CP_MNAC,PAID,B9,S11,ES,2012-01-01,14881 
CP_MNAC,PAID,B9,S11,ES,2013-01-01,29334 
CP_MNAC,PAID,B9,S11,ES,2014-01-01,18515 
CP_MNAC,PAID,B9,S11,ES,2015-01-01,30226 
CP_MNAC,PAID,B9,S11,ES,2016-01-01,33895 
CP_MNAC,PAID,B9,S11,ES,2017-01-01,38542 
CP_MNAC,PAID,B9,S11,FI,1995-01-01,4910 
CP_MNAC,PAID,B9,S11,FI,1996-01-01,5114 
CP_MNAC,PAID,B9,S11,FI,1997-01-01,5448 
CP_MNAC,PAID,B9,S11,FI,1998-01-01,4076 
CP_MNAC,PAID,B9,S11,FI,1999-01-01,7111 
CP_MNAC,PAID,B9,S11,FI,2000-01-01,3338 
CP_MNAC,PAID,B9,S11,FI,2001-01-01,6001 
CP_MNAC,PAID,B9,S11,FI,2002-01-01,7254 
CP_MNAC,PAID,B9,S11,FI,2003-01-01,6344 
