co_nco,sector,finpos,na_item,unit,geotime,date,value
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HU,2017-01-01,342053
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1995-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1996-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1997-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1998-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,1999-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2000-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2001-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2002-01-01,22859
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2003-01-01,11982
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2011-01-01,28108
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2012-01-01,1027
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2013-01-01,2542
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2014-01-01,4958
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2015-01-01,6139
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2016-01-01,42697
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IE,2017-01-01,22106
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1995-01-01,44722
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1996-01-01,24088
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1997-01-01,29731
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1998-01-01,45247
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,1999-01-01,95996
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2000-01-01,108605
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2001-01-01,107537
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2002-01-01,84533
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2003-01-01,95498
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2011-01-01,51187
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2012-01-01,13396
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2013-01-01,47669
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2014-01-01,7693
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2015-01-01,23245
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2016-01-01,858
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,IT,2017-01-01,36386
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1995-01-01,397
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1996-01-01,227
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1997-01-01,712
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1998-01-01,550
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,1999-01-01,513
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2000-01-01,286
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2001-01-01,298
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2002-01-01,550
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2003-01-01,1174
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2011-01-01,686
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2012-01-01,124
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2013-01-01,146
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2014-01-01,96
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2015-01-01,888
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2016-01-01,1716
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LT,2017-01-01,1558
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1995-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1996-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1997-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1998-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,1999-01-01,3559
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2000-01-01,2261
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2001-01-01,7195
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2002-01-01,4363
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2003-01-01,18220
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2011-01-01,9233
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2012-01-01,11408
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2013-01-01,12935
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2014-01-01,14776
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2015-01-01,14230
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2016-01-01,2748
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LU,2017-01-01,8568
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1995-01-01,153
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1996-01-01,167
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1997-01-01,501
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1998-01-01,547
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,1999-01-01,204
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2000-01-01,445
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2001-01-01,478
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2002-01-01,800
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2003-01-01,788
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2011-01-01,412
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2012-01-01,454
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2013-01-01,194
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2014-01-01,2795
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2015-01-01,180
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2016-01-01,63
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,LV,2017-01-01,90
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1995-01-01,364
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1996-01-01,438
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1997-01-01,332
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1998-01-01,285
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,1999-01-01,301
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2000-01-01,342
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2001-01-01,320
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2002-01-01,114
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2003-01-01,314
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2011-01-01,368
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2012-01-01,47
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2013-01-01,209
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2014-01-01,327
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2015-01-01,261
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2016-01-01,1151
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,MT,2017-01-01,319
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1995-01-01,13043
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1996-01-01,39139
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1997-01-01,44460
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1998-01-01,63390
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,1999-01-01,82224
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2000-01-01,91288
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2001-01-01,60421
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2002-01-01,53249
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2003-01-01,58877
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2011-01-01,49215
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2012-01-01,36014
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2013-01-01,54766
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2014-01-01,24675
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2015-01-01,5907
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2016-01-01,39498
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,NL,2017-01-01,22422
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1995-01-01,16699
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1996-01-01,27513
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1997-01-01,21076
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1998-01-01,52340
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,1999-01-01,24120
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2000-01-01,39771
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2001-01-01,26227
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2002-01-01,11903
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2003-01-01,17005
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2011-01-01,104570
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2012-01-01,78503
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2013-01-01,54567
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2014-01-01,79284
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2015-01-01,62446
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2016-01-01,96096
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PL,2017-01-01,54533
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1995-01-01,6633
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1996-01-01,9895
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1997-01-01,14282
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1998-01-01,22836
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,1999-01-01,24080
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2000-01-01,27552
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2001-01-01,26881
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2002-01-01,17422
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2003-01-01,11684
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2011-01-01,1629
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2012-01-01,6528
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2013-01-01,2644
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2014-01-01,9784
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2015-01-01,3440
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2016-01-01,3878
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,PT,2017-01-01,2545
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1995-01-01,266
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1996-01-01,636
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1997-01-01,1343
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1998-01-01,2437
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,1999-01-01,1647
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2000-01-01,1455
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2001-01-01,5882
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2002-01-01,13020
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2003-01-01,15144
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2011-01-01,15605
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2012-01-01,1792
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2013-01-01,9162
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2014-01-01,15786
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2015-01-01,1303
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2016-01-01,4430
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,RO,2017-01-01,14307
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1995-01-01,15181
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1996-01-01,24764
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1997-01-01,80995
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1998-01-01,190185
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,1999-01-01,278986
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2000-01-01,320201
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2001-01-01,313732
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2002-01-01,123462
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2003-01-01,126990
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2011-01-01,251521
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2012-01-01,91402
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2013-01-01,171241
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2014-01-01,192109
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2015-01-01,312544
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2016-01-01,328107
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SE,2017-01-01,598326
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1995-01-01,1007
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1996-01-01,587
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1997-01-01,862
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1998-01-01,1361
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,1999-01-01,2061
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2000-01-01,1737
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2001-01-01,2122
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2002-01-01,1664
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2003-01-01,2149
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2011-01-01,152
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2012-01-01,1041
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2013-01-01,1454
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2014-01-01,1767
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2015-01-01,1939
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2016-01-01,318
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SI,2017-01-01,364
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,1995-01-01,2501
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,1996-01-01,2412
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,1997-01-01,3085
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,1998-01-01,2948
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,1999-01-01,36
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2000-01-01,2583
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2001-01-01,1431
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2002-01-01,2895
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2003-01-01,1527
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2011-01-01,2111
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2012-01-01,2236
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2013-01-01,3807
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2014-01-01,4356
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2015-01-01,6481
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2016-01-01,7727
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,SK,2017-01-01,5020
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,1995-01-01,46493
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,1996-01-01,51225
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,1997-01-01,114772
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,1998-01-01,88004
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,1999-01-01,154874
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2000-01-01,123141
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2001-01-01,161108
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2002-01-01,176600
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2003-01-01,175178
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2004-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2005-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2006-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2007-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2008-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2009-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2010-01-01,
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2011-01-01,26538
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2012-01-01,28975
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2013-01-01,122455
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2014-01-01,124388
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2015-01-01,62698
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2016-01-01,226509
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,UK,2017-01-01,172036
