na_item,s_adj,unit,geotime,date,value
B1GQ,SCA,MIO_EUR_SCA,AT,2015-07-01,86704
B1GQ,SCA,MIO_EUR_SCA,AT,2015-10-01,87386
B1GQ,SCA,MIO_EUR_SCA,AT,2016-01-01,88294
B1GQ,SCA,MIO_EUR_SCA,AT,2016-04-01,88346
B1GQ,SCA,MIO_EUR_SCA,AT,2016-07-01,89154
B1GQ,SCA,MIO_EUR_SCA,AT,2016-10-01,90512
B1GQ,SCA,MIO_EUR_SCA,AT,2017-01-01,91288
B1GQ,SCA,MIO_EUR_SCA,AT,2017-04-01,92110
B1GQ,SCA,MIO_EUR_SCA,AT,2017-07-01,93027
B1GQ,SCA,MIO_EUR_SCA,AT,2017-10-01,94152
B1GQ,SCA,MIO_EUR_SCA,AT,2018-01-01,95576
B1GQ,SCA,MIO_EUR_SCA,AT,2018-04-01,96216
B1GQ,SCA,MIO_EUR_SCA,BE,2015-07-01,102955
B1GQ,SCA,MIO_EUR_SCA,BE,2015-10-01,103833
B1GQ,SCA,MIO_EUR_SCA,BE,2016-01-01,103605
B1GQ,SCA,MIO_EUR_SCA,BE,2016-04-01,105895
B1GQ,SCA,MIO_EUR_SCA,BE,2016-07-01,106276
B1GQ,SCA,MIO_EUR_SCA,BE,2016-10-01,106901
B1GQ,SCA,MIO_EUR_SCA,BE,2017-01-01,108062
B1GQ,SCA,MIO_EUR_SCA,BE,2017-04-01,109258
B1GQ,SCA,MIO_EUR_SCA,BE,2017-07-01,109482
B1GQ,SCA,MIO_EUR_SCA,BE,2017-10-01,110401
B1GQ,SCA,MIO_EUR_SCA,BE,2018-01-01,110912
B1GQ,SCA,MIO_EUR_SCA,BE,2018-04-01,112228
B1GQ,SCA,MIO_EUR_SCA,BG,2015-07-01,11254
B1GQ,SCA,MIO_EUR_SCA,BG,2015-10-01,11518
B1GQ,SCA,MIO_EUR_SCA,BG,2016-01-01,11851
B1GQ,SCA,MIO_EUR_SCA,BG,2016-04-01,11799
B1GQ,SCA,MIO_EUR_SCA,BG,2016-07-01,12072
B1GQ,SCA,MIO_EUR_SCA,BG,2016-10-01,12329
B1GQ,SCA,MIO_EUR_SCA,BG,2017-01-01,12567
B1GQ,SCA,MIO_EUR_SCA,BG,2017-04-01,12795
B1GQ,SCA,MIO_EUR_SCA,BG,2017-07-01,12990
B1GQ,SCA,MIO_EUR_SCA,BG,2017-10-01,13198
B1GQ,SCA,MIO_EUR_SCA,BG,2018-01-01,13383
B1GQ,SCA,MIO_EUR_SCA,BG,2018-04-01,13667
B1GQ,SCA,MIO_EUR_SCA,CH,2015-07-01,152581
B1GQ,SCA,MIO_EUR_SCA,CH,2015-10-01,151358
B1GQ,SCA,MIO_EUR_SCA,CH,2016-01-01,150064
B1GQ,SCA,MIO_EUR_SCA,CH,2016-04-01,150682
B1GQ,SCA,MIO_EUR_SCA,CH,2016-07-01,152071
B1GQ,SCA,MIO_EUR_SCA,CH,2016-10-01,153024
B1GQ,SCA,MIO_EUR_SCA,CH,2017-01-01,154963
B1GQ,SCA,MIO_EUR_SCA,CH,2017-04-01,153365
B1GQ,SCA,MIO_EUR_SCA,CH,2017-07-01,148021
B1GQ,SCA,MIO_EUR_SCA,CH,2017-10-01,145528
B1GQ,SCA,MIO_EUR_SCA,CH,2018-01-01,146831
B1GQ,SCA,MIO_EUR_SCA,CH,2018-04-01,147186
B1GQ,SCA,MIO_EUR_SCA,CY,2015-07-01,4440
B1GQ,SCA,MIO_EUR_SCA,CY,2015-10-01,4474
