indic_nrg,unit,geotime,date,value
B_100910,I05,EE,2006-01-01,97.7
B_100910,I05,EE,2007-01-01,110.1
B_100910,I05,EE,2008-01-01,106.5
B_100910,I05,EE,2009-01-01,97.3
B_100910,I05,EE,2010-01-01,112.5
B_100910,I05,EE,2011-01-01,113.5
B_100910,I05,EE,2012-01-01,111.9
B_100910,I05,EE,2013-01-01,121.3
B_100910,I05,EE,2014-01-01,118.1
B_100910,I05,EE,2015-01-01,115.1
B_100910,I05,EE,2016-01-01,113.8
B_100910,I05,EL,2000-01-01,90.0
B_100910,I05,EL,2001-01-01,92.7
B_100910,I05,EL,2002-01-01,94.1
B_100910,I05,EL,2003-01-01,96.4
B_100910,I05,EL,2004-01-01,97.8
B_100910,I05,EL,2005-01-01,100.0
B_100910,I05,EL,2006-01-01,100.1
B_100910,I05,EL,2007-01-01,100.1
B_100910,I05,EL,2008-01-01,100.8
B_100910,I05,EL,2009-01-01,96.4
B_100910,I05,EL,2010-01-01,90.1
B_100910,I05,EL,2011-01-01,87.8
B_100910,I05,EL,2012-01-01,87.5
B_100910,I05,EL,2013-01-01,77.0
B_100910,I05,EL,2014-01-01,77.2
B_100910,I05,EL,2015-01-01,77.5
B_100910,I05,EL,2016-01-01,76.8
B_100910,I05,ES,2000-01-01,84.1
B_100910,I05,ES,2001-01-01,86.3
B_100910,I05,ES,2002-01-01,89.1
B_100910,I05,ES,2003-01-01,92.6
B_100910,I05,ES,2004-01-01,97.5
B_100910,I05,ES,2005-01-01,100.0
B_100910,I05,ES,2006-01-01,100.4
B_100910,I05,ES,2007-01-01,101.8
B_100910,I05,ES,2008-01-01,98.7
B_100910,I05,ES,2009-01-01,90.8
B_100910,I05,ES,2010-01-01,90.7
B_100910,I05,ES,2011-01-01,89.6
B_100910,I05,ES,2012-01-01,89.9
B_100910,I05,ES,2013-01-01,84.1
B_100910,I05,ES,2014-01-01,82.9
B_100910,I05,ES,2015-01-01,86.2
B_100910,I05,ES,2016-01-01,86.3
B_100910,I05,EU28,2000-01-01,94.4
B_100910,I05,EU28,2001-01-01,96.8
B_100910,I05,EU28,2002-01-01,96.6
B_100910,I05,EU28,2003-01-01,98.7
B_100910,I05,EU28,2004-01-01,99.7
B_100910,I05,EU28,2005-01-01,100.0
B_100910,I05,EU28,2006-01-01,100.5
B_100910,I05,EU28,2007-01-01,98.9
B_100910,I05,EU28,2008-01-01,98.8
B_100910,I05,EU28,2009-01-01,93.3
B_100910,I05,EU28,2010-01-01,96.7
B_100910,I05,EU28,2011-01-01,93.1
B_100910,I05,EU28,2012-01-01,92.6
B_100910,I05,EU28,2013-01-01,91.7
B_100910,I05,EU28,2014-01-01,88.1
B_100910,I05,EU28,2015-01-01,89.4
B_100910,I05,EU28,2016-01-01,90.0
B_100910,I05,FI,2000-01-01,94.1
B_100910,I05,FI,2001-01-01,96.8
B_100910,I05,FI,2002-01-01,101.8
B_100910,I05,FI,2003-01-01,107.8
B_100910,I05,FI,2004-01-01,108.7
B_100910,I05,FI,2005-01-01,100.0
B_100910,I05,FI,2006-01-01,109.0
B_100910,I05,FI,2007-01-01,108.0
B_100910,I05,FI,2008-01-01,104.1
B_100910,I05,FI,2009-01-01,98.2
B_100910,I05,FI,2010-01-01,107.6
B_100910,I05,FI,2011-01-01,104.0
B_100910,I05,FI,2012-01-01,100.8
B_100910,I05,FI,2013-01-01,98.9
B_100910,I05,FI,2014-01-01,100.7
B_100910,I05,FI,2015-01-01,95.3
B_100910,I05,FI,2016-01-01,99.1
B_100910,I05,FR,2000-01-01,92.7
B_100910,I05,FR,2001-01-01,96.4
B_100910,I05,FR,2002-01-01,96.3
B_100910,I05,FR,2003-01-01,97.8
B_100910,I05,FR,2004-01-01,99.4
B_100910,I05,FR,2005-01-01,100.0
B_100910,I05,FR,2006-01-01,98.3
B_100910,I05,FR,2007-01-01,96.9
B_100910,I05,FR,2008-01-01,98.0
B_100910,I05,FR,2009-01-01,94.2
B_100910,I05,FR,2010-01-01,97.3
B_100910,I05,FR,2011-01-01,93.8
B_100910,I05,FR,2012-01-01,94.0
B_100910,I05,FR,2013-01-01,94.4
B_100910,I05,FR,2014-01-01,90.1
B_100910,I05,FR,2015-01-01,91.9
B_100910,I05,FR,2016-01-01,90.5
B_100910,I05,HR,2000-01-01,85.3
B_100910,I05,HR,2001-01-01,89.9
B_100910,I05,HR,2002-01-01,92.5
B_100910,I05,HR,2003-01-01,98.5
B_100910,I05,HR,2004-01-01,97.9
B_100910,I05,HR,2005-01-01,100.0
B_100910,I05,HR,2006-01-01,99.5
B_100910,I05,HR,2007-01-01,103.4
B_100910,I05,HR,2008-01-01,100.4
B_100910,I05,HR,2009-01-01,98.0
B_100910,I05,HR,2010-01-01,97.0
B_100910,I05,HR,2011-01-01,95.6
B_100910,I05,HR,2012-01-01,91.5
B_100910,I05,HR,2013-01-01,88.4
B_100910,I05,HR,2014-01-01,84.0
B_100910,I05,HR,2015-01-01,87.8
B_100910,I05,HR,2016-01-01,88.6
B_100910,I05,HU,2000-01-01,91.4
B_100910,I05,HU,2001-01-01,94.3
B_100910,I05,HU,2002-01-01,93.8
B_100910,I05,HU,2003-01-01,96.5
B_100910,I05,HU,2004-01-01,95.0
B_100910,I05,HU,2005-01-01,100.0
B_100910,I05,HU,2006-01-01,99.1
B_100910,I05,HU,2007-01-01,96.8
B_100910,I05,HU,2008-01-01,96.4
B_100910,I05,HU,2009-01-01,92.3
B_100910,I05,HU,2010-01-01,94.9
B_100910,I05,HU,2011-01-01,94.0
B_100910,I05,HU,2012-01-01,89.1
B_100910,I05,HU,2013-01-01,86.5
B_100910,I05,HU,2014-01-01,84.7
B_100910,I05,HU,2015-01-01,89.7
B_100910,I05,HU,2016-01-01,92.0
B_100910,I05,IE,2000-01-01,93.4
B_100910,I05,IE,2001-01-01,98.6
B_100910,I05,IE,2002-01-01,99.5
B_100910,I05,IE,2003-01-01,98.7
B_100910,I05,IE,2004-01-01,100.6
B_100910,I05,IE,2005-01-01,100.0
B_100910,I05,IE,2006-01-01,103.2
B_100910,I05,IE,2007-01-01,107.0
B_100910,I05,IE,2008-01-01,105.0
B_100910,I05,IE,2009-01-01,99.3
B_100910,I05,IE,2010-01-01,100.8
B_100910,I05,IE,2011-01-01,92.1
B_100910,I05,IE,2012-01-01,91.5
B_100910,I05,IE,2013-01-01,91.2
B_100910,I05,IE,2014-01-01,90.6
B_100910,I05,IE,2015-01-01,94.9
B_100910,I05,IE,2016-01-01,99.0
B_100910,I05,IS,2000-01-01,100.4
B_100910,I05,IS,2001-01-01,96.6
B_100910,I05,IS,2002-01-01,99.0
B_100910,I05,IS,2003-01-01,99.3
B_100910,I05,IS,2004-01-01,98.4
B_100910,I05,IS,2005-01-01,100.0
B_100910,I05,IS,2006-01-01,124.7
B_100910,I05,IS,2007-01-01,147.8
B_100910,I05,IS,2008-01-01,165.5
B_100910,I05,IS,2009-01-01,171.0
B_100910,I05,IS,2010-01-01,172.2
B_100910,I05,IS,2011-01-01,184.5
B_100910,I05,IS,2012-01-01,180.5
B_100910,I05,IS,2013-01-01,188.4
B_100910,I05,IS,2014-01-01,188.4
B_100910,I05,IS,2015-01-01,180.9
B_100910,I05,IS,2016-01-01,173.6
B_100910,I05,IT,2000-01-01,91.4
B_100910,I05,IT,2001-01-01,91.2
B_100910,I05,IT,2002-01-01,92.1
B_100910,I05,IT,2003-01-01,97.3
B_100910,I05,IT,2004-01-01,98.0
B_100910,I05,IT,2005-01-01,100.0
B_100910,I05,IT,2006-01-01,98.8
B_100910,I05,IT,2007-01-01,98.7
B_100910,I05,IT,2008-01-01,97.8
B_100910,I05,IT,2009-01-01,91.1
B_100910,I05,IT,2010-01-01,92.8
B_100910,I05,IT,2011-01-01,90.0
B_100910,I05,IT,2012-01-01,87.0
B_100910,I05,IT,2013-01-01,84.4
B_100910,I05,IT,2014-01-01,79.3
B_100910,I05,IT,2015-01-01,82.4
B_100910,I05,IT,2016-01-01,81.8
B_100910,I05,LT,2000-01-01,80.2
B_100910,I05,LT,2001-01-01,92.5
B_100910,I05,LT,2002-01-01,99.5
B_100910,I05,LT,2003-01-01,103.7
B_100910,I05,LT,2004-01-01,106.4
B_100910,I05,LT,2005-01-01,100.0
B_100910,I05,LT,2006-01-01,97.4
B_100910,I05,LT,2007-01-01,100.9
B_100910,I05,LT,2008-01-01,102.2
B_100910,I05,LT,2009-01-01,97.8
B_100910,I05,LT,2010-01-01,76.8
B_100910,I05,LT,2011-01-01,73.4
B_100910,I05,LT,2012-01-01,74.4
B_100910,I05,LT,2013-01-01,71.9
B_100910,I05,LT,2014-01-01,71.3
B_100910,I05,LT,2015-01-01,72.7
B_100910,I05,LT,2016-01-01,75.1
B_100910,I05,LU,2000-01-01,75.4
B_100910,I05,LU,2001-01-01,79.7
B_100910,I05,LU,2002-01-01,83.3
B_100910,I05,LU,2003-01-01,87.8
B_100910,I05,LU,2004-01-01,97.6
B_100910,I05,LU,2005-01-01,100.0
B_100910,I05,LU,2006-01-01,98.4
B_100910,I05,LU,2007-01-01,96.5
B_100910,I05,LU,2008-01-01,96.6
B_100910,I05,LU,2009-01-01,90.9
B_100910,I05,LU,2010-01-01,96.6
B_100910,I05,LU,2011-01-01,95.0
B_100910,I05,LU,2012-01-01,92.7
B_100910,I05,LU,2013-01-01,90.1
B_100910,I05,LU,2014-01-01,87.7
B_100910,I05,LU,2015-01-01,86.9
B_100910,I05,LU,2016-01-01,87.2
B_100910,I05,LV,2000-01-01,84.3
B_100910,I05,LV,2001-01-01,90.7
B_100910,I05,LV,2002-01-01,89.9
B_100910,I05,LV,2003-01-01,95.5
B_100910,I05,LV,2004-01-01,98.1
B_100910,I05,LV,2005-01-01,100.0
B_100910,I05,LV,2006-01-01,103.6
B_100910,I05,LV,2007-01-01,106.2
B_100910,I05,LV,2008-01-01,101.8
B_100910,I05,LV,2009-01-01,98.6
B_100910,I05,LV,2010-01-01,101.4
B_100910,I05,LV,2011-01-01,95.2
B_100910,I05,LV,2012-01-01,98.8
B_100910,I05,LV,2013-01-01,97.0
B_100910,I05,LV,2014-01-01,97.0
B_100910,I05,LV,2015-01-01,94.9
B_100910,I05,LV,2016-01-01,95.4
B_100910,I05,ME,2000-01-01,
B_100910,I05,ME,2001-01-01,
B_100910,I05,ME,2002-01-01,
B_100910,I05,ME,2003-01-01,
B_100910,I05,ME,2004-01-01,
B_100910,I05,ME,2005-01-01,100.0
B_100910,I05,ME,2006-01-01,104.3
B_100910,I05,ME,2007-01-01,107.0
B_100910,I05,ME,2008-01-01,117.1
B_100910,I05,ME,2009-01-01,91.2
B_100910,I05,ME,2010-01-01,107.1
B_100910,I05,ME,2011-01-01,107.6
B_100910,I05,ME,2012-01-01,102.3
B_100910,I05,ME,2013-01-01,95.4
B_100910,I05,ME,2014-01-01,93.2
B_100910,I05,ME,2015-01-01,98.6
B_100910,I05,ME,2016-01-01,94.2
B_100910,I05,MK,2000-01-01,93.3
B_100910,I05,MK,2001-01-01,90.0
B_100910,I05,MK,2002-01-01,87.9
B_100910,I05,MK,2003-01-01,96.2
B_100910,I05,MK,2004-01-01,94.3
B_100910,I05,MK,2005-01-01,100.0
B_100910,I05,MK,2006-01-01,101.2
B_100910,I05,MK,2007-01-01,105.7
B_100910,I05,MK,2008-01-01,103.5
B_100910,I05,MK,2009-01-01,96.2
B_100910,I05,MK,2010-01-01,98.5
B_100910,I05,MK,2011-01-01,106.7
B_100910,I05,MK,2012-01-01,103.1
B_100910,I05,MK,2013-01-01,96.3
B_100910,I05,MK,2014-01-01,93.8
B_100910,I05,MK,2015-01-01,91.8
B_100910,I05,MK,2016-01-01,89.8
B_100910,I05,MT,2000-01-01,87.5
B_100910,I05,MT,2001-01-01,96.3
B_100910,I05,MT,2002-01-01,90.1
B_100910,I05,MT,2003-01-01,99.1
B_100910,I05,MT,2004-01-01,101.0
B_100910,I05,MT,2005-01-01,100.0
B_100910,I05,MT,2006-01-01,101.0
B_100910,I05,MT,2007-01-01,103.6
B_100910,I05,MT,2008-01-01,104.6
B_100910,I05,MT,2009-01-01,96.5
B_100910,I05,MT,2010-01-01,101.5
B_100910,I05,MT,2011-01-01,101.3
B_100910,I05,MT,2012-01-01,106.0
B_100910,I05,MT,2013-01-01,95.0
B_100910,I05,MT,2014-01-01,96.3
B_100910,I05,MT,2015-01-01,82.0
B_100910,I05,MT,2016-01-01,78.3
B_100910,I05,NL,2000-01-01,95.7
B_100910,I05,NL,2001-01-01,98.4
B_100910,I05,NL,2002-01-01,98.8
B_100910,I05,NL,2003-01-01,100.5
B_100910,I05,NL,2004-01-01,101.9
B_100910,I05,NL,2005-01-01,100.0
B_100910,I05,NL,2006-01-01,99.1
B_100910,I05,NL,2007-01-01,98.9
B_100910,I05,NL,2008-01-01,100.4
B_100910,I05,NL,2009-01-01,97.1
B_100910,I05,NL,2010-01-01,102.5
B_100910,I05,NL,2011-01-01,96.4
B_100910,I05,NL,2012-01-01,96.3
B_100910,I05,NL,2013-01-01,96.1
B_100910,I05,NL,2014-01-01,90.7
B_100910,I05,NL,2015-01-01,93.6
B_100910,I05,NL,2016-01-01,94.2
B_100910,I05,NO,2000-01-01,97.7
B_100910,I05,NO,2001-01-01,99.3
B_100910,I05,NO,2002-01-01,92.4
B_100910,I05,NO,2003-01-01,99.7
B_100910,I05,NO,2004-01-01,98.1
B_100910,I05,NO,2005-01-01,100.0
B_100910,I05,NO,2006-01-01,101.5
B_100910,I05,NO,2007-01-01,102.1
B_100910,I05,NO,2008-01-01,120.9
B_100910,I05,NO,2009-01-01,118.5
B_100910,I05,NO,2010-01-01,123.0
B_100910,I05,NO,2011-01-01,106.5
B_100910,I05,NO,2012-01-01,115.2
B_100910,I05,NO,2013-01-01,123.6
B_100910,I05,NO,2014-01-01,107.9
B_100910,I05,NO,2015-01-01,113.3
B_100910,I05,NO,2016-01-01,104.9
B_100910,I05,PL,2000-01-01,96.2
B_100910,I05,PL,2001-01-01,97.7
B_100910,I05,PL,2002-01-01,96.5
B_100910,I05,PL,2003-01-01,99.4
B_100910,I05,PL,2004-01-01,99.2
B_100910,I05,PL,2005-01-01,100.0
B_100910,I05,PL,2006-01-01,104.6
B_100910,I05,PL,2007-01-01,104.5
B_100910,I05,PL,2008-01-01,105.8
B_100910,I05,PL,2009-01-01,102.5
B_100910,I05,PL,2010-01-01,109.2
B_100910,I05,PL,2011-01-01,109.3
B_100910,I05,PL,2012-01-01,105.8
B_100910,I05,PL,2013-01-01,106.1
B_100910,I05,PL,2014-01-01,101.7
B_100910,I05,PL,2015-01-01,102.6
B_100910,I05,PL,2016-01-01,107.6
B_100910,I05,PT,2000-01-01,92.0
B_100910,I05,PT,2001-01-01,93.5
B_100910,I05,PT,2002-01-01,97.9
B_100910,I05,PT,2003-01-01,94.7
B_100910,I05,PT,2004-01-01,97.3
B_100910,I05,PT,2005-01-01,100.0
B_100910,I05,PT,2006-01-01,96.9
B_100910,I05,PT,2007-01-01,95.8
B_100910,I05,PT,2008-01-01,94.1
B_100910,I05,PT,2009-01-01,94.5
B_100910,I05,PT,2010-01-01,90.6
B_100910,I05,PT,2011-01-01,87.9
B_100910,I05,PT,2012-01-01,84.1
B_100910,I05,PT,2013-01-01,84.5
B_100910,I05,PT,2014-01-01,83.0
B_100910,I05,PT,2015-01-01,87.1
B_100910,I05,PT,2016-01-01,88.9
B_100910,I05,RO,2000-01-01,94.6
B_100910,I05,RO,2001-01-01,95.8
B_100910,I05,RO,2002-01-01,99.8
B_100910,I05,RO,2003-01-01,104.8
B_100910,I05,RO,2004-01-01,102.1
B_100910,I05,RO,2005-01-01,100.0
B_100910,I05,RO,2006-01-01,104.2
B_100910,I05,RO,2007-01-01,103.4
B_100910,I05,RO,2008-01-01,103.2
B_100910,I05,RO,2009-01-01,92.3
B_100910,I05,RO,2010-01-01,93.4
B_100910,I05,RO,2011-01-01,94.8
B_100910,I05,RO,2012-01-01,91.6
B_100910,I05,RO,2013-01-01,84.3
B_100910,I05,RO,2014-01-01,83.4
B_100910,I05,RO,2015-01-01,85.2
B_100910,I05,RO,2016-01-01,85.1
B_100910,I05,RS,2000-01-01,87.9
B_100910,I05,RS,2001-01-01,94.2
B_100910,I05,RS,2002-01-01,100.6
B_100910,I05,RS,2003-01-01,104.7
B_100910,I05,RS,2004-01-01,112.7
B_100910,I05,RS,2005-01-01,100.0
B_100910,I05,RS,2006-01-01,105.7
B_100910,I05,RS,2007-01-01,105.8
B_100910,I05,RS,2008-01-01,102.9
B_100910,I05,RS,2009-01-01,95.4
B_100910,I05,RS,2010-01-01,96.5
B_100910,I05,RS,2011-01-01,100.3
B_100910,I05,RS,2012-01-01,92.8
B_100910,I05,RS,2013-01-01,93.9
B_100910,I05,RS,2014-01-01,83.4
B_100910,I05,RS,2015-01-01,92.3
B_100910,I05,RS,2016-01-01,95.2
B_100910,I05,SE,2000-01-01,96.8
B_100910,I05,SE,2001-01-01,100.8
B_100910,I05,SE,2002-01-01,100.2
B_100910,I05,SE,2003-01-01,98.2
B_100910,I05,SE,2004-01-01,102.0
B_100910,I05,SE,2005-01-01,100.0
B_100910,I05,SE,2006-01-01,96.9
B_100910,I05,SE,2007-01-01,96.5
B_100910,I05,SE,2008-01-01,96.4
B_100910,I05,SE,2009-01-01,89.7
B_100910,I05,SE,2010-01-01,99.9
B_100910,I05,SE,2011-01-01,98.0
B_100910,I05,SE,2012-01-01,98.4
B_100910,I05,SE,2013-01-01,96.7
B_100910,I05,SE,2014-01-01,94.9
B_100910,I05,SE,2015-01-01,89.9
B_100910,I05,SE,2016-01-01,96.6
B_100910,I05,SI,2000-01-01,88.6
B_100910,I05,SI,2001-01-01,93.2
B_100910,I05,SI,2002-01-01,94.8
B_100910,I05,SI,2003-01-01,95.2
B_100910,I05,SI,2004-01-01,97.7
B_100910,I05,SI,2005-01-01,100.0
B_100910,I05,SI,2006-01-01,99.9
B_100910,I05,SI,2007-01-01,100.1
B_100910,I05,SI,2008-01-01,106.5
B_100910,I05,SI,2009-01-01,98.7
B_100910,I05,SI,2010-01-01,101.6
B_100910,I05,SI,2011-01-01,102.8
B_100910,I05,SI,2012-01-01,98.7
B_100910,I05,SI,2013-01-01,96.2
B_100910,I05,SI,2014-01-01,92.8
B_100910,I05,SI,2015-01-01,91.8
B_100910,I05,SI,2016-01-01,95.1
B_100910,I05,SK,2000-01-01,95.4
B_100910,I05,SK,2001-01-01,98.6
B_100910,I05,SK,2002-01-01,98.8
B_100910,I05,SK,2003-01-01,98.5
B_100910,I05,SK,2004-01-01,96.8
B_100910,I05,SK,2005-01-01,100.0
B_100910,I05,SK,2006-01-01,99.0
B_100910,I05,SK,2007-01-01,93.1
B_100910,I05,SK,2008-01-01,95.9
B_100910,I05,SK,2009-01-01,87.9
B_100910,I05,SK,2010-01-01,94.7
B_100910,I05,SK,2011-01-01,91.1
B_100910,I05,SK,2012-01-01,88.6
B_100910,I05,SK,2013-01-01,89.7
B_100910,I05,SK,2014-01-01,85.9
B_100910,I05,SK,2015-01-01,86.6
B_100910,I05,SK,2016-01-01,87.5
B_100910,I05,TR,2000-01-01,90.8
B_100910,I05,TR,2001-01-01,83.4
B_100910,I05,TR,2002-01-01,88.3
B_100910,I05,TR,2003-01-01,94.2
B_100910,I05,TR,2004-01-01,95.7
B_100910,I05,TR,2005-01-01,100.0
B_100910,I05,TR,2006-01-01,109.2
B_100910,I05,TR,2007-01-01,118.4
B_100910,I05,TR,2008-01-01,116.9
B_100910,I05,TR,2009-01-01,115.2
B_100910,I05,TR,2010-01-01,122.1
B_100910,I05,TR,2011-01-01,131.9
B_100910,I05,TR,2012-01-01,138.6
B_100910,I05,TR,2013-01-01,134.0
B_100910,I05,TR,2014-01-01,143.3
B_100910,I05,TR,2015-01-01,154.0
B_100910,I05,TR,2016-01-01,162.7
B_100910,I05,UK,2000-01-01,98.4
B_100910,I05,UK,2001-01-01,99.5
B_100910,I05,UK,2002-01-01,97.9
B_100910,I05,UK,2003-01-01,99.7
B_100910,I05,UK,2004-01-01,99.1
B_100910,I05,UK,2005-01-01,100.0
B_100910,I05,UK,2006-01-01,98.6
B_100910,I05,UK,2007-01-01,95.7
B_100910,I05,UK,2008-01-01,94.8
B_100910,I05,UK,2009-01-01,89.1
B_100910,I05,UK,2010-01-01,91.9
B_100910,I05,UK,2011-01-01,85.7
B_100910,I05,UK,2012-01-01,88.4
B_100910,I05,UK,2013-01-01,87.3
B_100910,I05,UK,2014-01-01,82.1
B_100910,I05,UK,2015-01-01,82.8
B_100910,I05,UK,2016-01-01,81.5
B_100910,I05,XK,2000-01-01,79.4
B_100910,I05,XK,2001-01-01,97.7
B_100910,I05,XK,2002-01-01,97.3
B_100910,I05,XK,2003-01-01,102.4
