na_item,nace_r2,unit,geotime,date,value
B1G,F,MIO_EUR_NSA,AL,2015-07-01,218
B1G,F,MIO_EUR_NSA,AL,2015-10-01,316
B1G,F,MIO_EUR_NSA,AL,2016-01-01,168
B1G,F,MIO_EUR_NSA,AL,2016-04-01,224
B1G,F,MIO_EUR_NSA,AL,2016-07-01,235
B1G,F,MIO_EUR_NSA,AL,2016-10-01,333
B1G,F,MIO_EUR_NSA,AL,2017-01-01,195
B1G,F,MIO_EUR_NSA,AL,2017-04-01,277
B1G,F,MIO_EUR_NSA,AL,2017-07-01,257
B1G,F,MIO_EUR_NSA,AL,2017-10-01,354
B1G,F,MIO_EUR_NSA,AL,2018-01-01,205
B1G,F,MIO_EUR_NSA,AL,2018-04-01,287
B1G,F,MIO_EUR_NSA,AT,2015-07-01,5295
B1G,F,MIO_EUR_NSA,AT,2015-10-01,5796
B1G,F,MIO_EUR_NSA,AT,2016-01-01,3329
B1G,F,MIO_EUR_NSA,AT,2016-04-01,4909
B1G,F,MIO_EUR_NSA,AT,2016-07-01,5503
B1G,F,MIO_EUR_NSA,AT,2016-10-01,6166
B1G,F,MIO_EUR_NSA,AT,2017-01-01,3615
B1G,F,MIO_EUR_NSA,AT,2017-04-01,5209
B1G,F,MIO_EUR_NSA,AT,2017-07-01,5772
B1G,F,MIO_EUR_NSA,AT,2017-10-01,6430
B1G,F,MIO_EUR_NSA,AT,2018-01-01,3836
B1G,F,MIO_EUR_NSA,AT,2018-04-01,5489
B1G,F,MIO_EUR_NSA,BE,2015-07-01,4748
B1G,F,MIO_EUR_NSA,BE,2015-10-01,5282
B1G,F,MIO_EUR_NSA,BE,2016-01-01,4689
B1G,F,MIO_EUR_NSA,BE,2016-04-01,5175
B1G,F,MIO_EUR_NSA,BE,2016-07-01,4846
B1G,F,MIO_EUR_NSA,BE,2016-10-01,5392
B1G,F,MIO_EUR_NSA,BE,2017-01-01,4842
B1G,F,MIO_EUR_NSA,BE,2017-04-01,5359
B1G,F,MIO_EUR_NSA,BE,2017-07-01,4998
B1G,F,MIO_EUR_NSA,BE,2017-10-01,5626
