indic_bt,nace_r2,s_adj,unit,geo\time,date,value
IMPR,C,NSA,PCH_M1_NSA,FR,2018-03-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,FR,2018-04-01,0.5 
IMPR,C,NSA,PCH_M1_NSA,FR,2018-05-01,0.8 
IMPR,C,NSA,PCH_M1_NSA,FR,2018-06-01,0.3 p
IMPR,C,NSA,PCH_M1_NSA,FR,2018-07-01,0.1 p
IMPR,C,NSA,PCH_M1_NSA,FR,2018-08-01,0.0 p
IMPR,C,NSA,PCH_M1_NSA,FR,2018-09-01,: 
IMPR,C,NSA,PCH_M1_NSA,IT,2017-10-01,0.1 
IMPR,C,NSA,PCH_M1_NSA,IT,2017-11-01,0.3 
IMPR,C,NSA,PCH_M1_NSA,IT,2017-12-01,0.0 
IMPR,C,NSA,PCH_M1_NSA,IT,2018-01-01,0.0 
IMPR,C,NSA,PCH_M1_NSA,IT,2018-02-01,-0.2 
IMPR,C,NSA,PCH_M1_NSA,IT,2018-03-01,0.1 
IMPR,C,NSA,PCH_M1_NSA,IT,2018-04-01,0.1 
IMPR,C,NSA,PCH_M1_NSA,IT,2018-05-01,0.0 
IMPR,C,NSA,PCH_M1_NSA,IT,2018-06-01,0.5 
IMPR,C,NSA,PCH_M1_NSA,IT,2018-07-01,0.4 
IMPR,C,NSA,PCH_M1_NSA,IT,2018-08-01,0.1 p
IMPR,C,NSA,PCH_M1_NSA,IT,2018-09-01,: 
IMPR,C,NSA,PCH_M1_NSA,LT,2017-10-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,LT,2017-11-01,0.1 
IMPR,C,NSA,PCH_M1_NSA,LT,2017-12-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,LT,2018-01-01,0.0 
IMPR,C,NSA,PCH_M1_NSA,LT,2018-02-01,-0.2 
IMPR,C,NSA,PCH_M1_NSA,LT,2018-03-01,-0.2 
IMPR,C,NSA,PCH_M1_NSA,LT,2018-04-01,0.3 
IMPR,C,NSA,PCH_M1_NSA,LT,2018-05-01,0.1 
IMPR,C,NSA,PCH_M1_NSA,LT,2018-06-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,LT,2018-07-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,LT,2018-08-01,: 
IMPR,C,NSA,PCH_M1_NSA,LT,2018-09-01,: 
IMPR,C,NSA,PCH_M1_NSA,LV,2017-10-01,0.6 
IMPR,C,NSA,PCH_M1_NSA,LV,2017-11-01,0.7 
IMPR,C,NSA,PCH_M1_NSA,LV,2017-12-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,LV,2018-01-01,-0.2 
IMPR,C,NSA,PCH_M1_NSA,LV,2018-02-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,LV,2018-03-01,-0.4 
IMPR,C,NSA,PCH_M1_NSA,LV,2018-04-01,0.5 
IMPR,C,NSA,PCH_M1_NSA,LV,2018-05-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,LV,2018-06-01,0.6 
IMPR,C,NSA,PCH_M1_NSA,LV,2018-07-01,-0.2 
IMPR,C,NSA,PCH_M1_NSA,LV,2018-08-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,LV,2018-09-01,: 
IMPR,C,NSA,PCH_M1_NSA,NL,2017-10-01,0.5 
IMPR,C,NSA,PCH_M1_NSA,NL,2017-11-01,0.6 
IMPR,C,NSA,PCH_M1_NSA,NL,2017-12-01,0.1 
IMPR,C,NSA,PCH_M1_NSA,NL,2018-01-01,-0.2 
IMPR,C,NSA,PCH_M1_NSA,NL,2018-02-01,-0.7 
IMPR,C,NSA,PCH_M1_NSA,NL,2018-03-01,0.0 
IMPR,C,NSA,PCH_M1_NSA,NL,2018-04-01,0.2 p
IMPR,C,NSA,PCH_M1_NSA,NL,2018-05-01,1.7 p
IMPR,C,NSA,PCH_M1_NSA,NL,2018-06-01,0.6 p
IMPR,C,NSA,PCH_M1_NSA,NL,2018-07-01,-0.3 p
IMPR,C,NSA,PCH_M1_NSA,NL,2018-08-01,0.5 p
IMPR,C,NSA,PCH_M1_NSA,NL,2018-09-01,: 
IMPR,C,NSA,PCH_M1_NSA,NO,2017-10-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2017-11-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2017-12-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2018-01-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2018-02-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2018-03-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2018-04-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2018-05-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2018-06-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2018-07-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2018-08-01,: c
IMPR,C,NSA,PCH_M1_NSA,NO,2018-09-01,: c
IMPR,C,NSA,PCH_M1_NSA,SE,2017-10-01,0.0 
IMPR,C,NSA,PCH_M1_NSA,SE,2017-11-01,1.1 
IMPR,C,NSA,PCH_M1_NSA,SE,2017-12-01,2.0 
IMPR,C,NSA,PCH_M1_NSA,SE,2018-01-01,0.5 
IMPR,C,NSA,PCH_M1_NSA,SE,2018-02-01,-1.1 
IMPR,C,NSA,PCH_M1_NSA,SE,2018-03-01,1.4 
IMPR,C,NSA,PCH_M1_NSA,SE,2018-04-01,1.4 
IMPR,C,NSA,PCH_M1_NSA,SE,2018-05-01,2.5 
IMPR,C,NSA,PCH_M1_NSA,SE,2018-06-01,0.5 
IMPR,C,NSA,PCH_M1_NSA,SE,2018-07-01,0.6 
IMPR,C,NSA,PCH_M1_NSA,SE,2018-08-01,-0.2 
IMPR,C,NSA,PCH_M1_NSA,SE,2018-09-01,: 
IMPR,C,NSA,PCH_M1_NSA,SI,2017-10-01,0.6 
IMPR,C,NSA,PCH_M1_NSA,SI,2017-11-01,0.7 
IMPR,C,NSA,PCH_M1_NSA,SI,2017-12-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,SI,2018-01-01,-0.2 
IMPR,C,NSA,PCH_M1_NSA,SI,2018-02-01,-0.1 
IMPR,C,NSA,PCH_M1_NSA,SI,2018-03-01,0.1 
IMPR,C,NSA,PCH_M1_NSA,SI,2018-04-01,0.6 
IMPR,C,NSA,PCH_M1_NSA,SI,2018-05-01,0.6 
IMPR,C,NSA,PCH_M1_NSA,SI,2018-06-01,0.6 
IMPR,C,NSA,PCH_M1_NSA,SI,2018-07-01,-0.2 
IMPR,C,NSA,PCH_M1_NSA,SI,2018-08-01,0.7 
IMPR,C,NSA,PCH_M1_NSA,SI,2018-09-01,: 
IMPR,C,NSA,PCH_M1_NSA,SK,2017-10-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,SK,2017-11-01,0.3 
IMPR,C,NSA,PCH_M1_NSA,SK,2017-12-01,0.1 
IMPR,C,NSA,PCH_M1_NSA,SK,2018-01-01,2.5 
IMPR,C,NSA,PCH_M1_NSA,SK,2018-02-01,-0.1 
IMPR,C,NSA,PCH_M1_NSA,SK,2018-03-01,-0.3 
IMPR,C,NSA,PCH_M1_NSA,SK,2018-04-01,-0.3 
IMPR,C,NSA,PCH_M1_NSA,SK,2018-05-01,0.7 
IMPR,C,NSA,PCH_M1_NSA,SK,2018-06-01,0.3 
IMPR,C,NSA,PCH_M1_NSA,SK,2018-07-01,0.2 
IMPR,C,NSA,PCH_M1_NSA,SK,2018-08-01,: 
IMPR,C,NSA,PCH_M1_NSA,SK,2018-09-01,: 
