wstatus,indic_il,sex,age,geotime,date,value
UNE,LI_R_MD60,T,Y_GE18,PL,2009-01-01,42
UNE,LI_R_MD60,T,Y_GE18,PL,2010-01-01,45
UNE,LI_R_MD60,T,Y_GE18,PL,2011-01-01,43
UNE,LI_R_MD60,T,Y_GE18,PL,2012-01-01,42
UNE,LI_R_MD60,T,Y_GE18,PL,2013-01-01,43
UNE,LI_R_MD60,T,Y_GE18,PL,2014-01-01,43
UNE,LI_R_MD60,T,Y_GE18,PL,2015-01-01,45
UNE,LI_R_MD60,T,Y_GE18,PL,2016-01-01,47
UNE,LI_R_MD60,T,Y_GE18,PL,2017-01-01,42
UNE,LI_R_MD60,T,Y_GE18,PT,2005-01-01,28
UNE,LI_R_MD60,T,Y_GE18,PT,2006-01-01,31
UNE,LI_R_MD60,T,Y_GE18,PT,2007-01-01,32
UNE,LI_R_MD60,T,Y_GE18,PT,2008-01-01,34
UNE,LI_R_MD60,T,Y_GE18,PT,2009-01-01,37
UNE,LI_R_MD60,T,Y_GE18,PT,2010-01-01,36
UNE,LI_R_MD60,T,Y_GE18,PT,2011-01-01,36
UNE,LI_R_MD60,T,Y_GE18,PT,2012-01-01,38
UNE,LI_R_MD60,T,Y_GE18,PT,2013-01-01,40
UNE,LI_R_MD60,T,Y_GE18,PT,2014-01-01,40
UNE,LI_R_MD60,T,Y_GE18,PT,2015-01-01,42
UNE,LI_R_MD60,T,Y_GE18,PT,2016-01-01,42
UNE,LI_R_MD60,T,Y_GE18,PT,2017-01-01,44
UNE,LI_R_MD60,T,Y_GE18,RO,2005-01-01,
UNE,LI_R_MD60,T,Y_GE18,RO,2006-01-01,
UNE,LI_R_MD60,T,Y_GE18,RO,2007-01-01,47
UNE,LI_R_MD60,T,Y_GE18,RO,2008-01-01,44
UNE,LI_R_MD60,T,Y_GE18,RO,2009-01-01,45
UNE,LI_R_MD60,T,Y_GE18,RO,2010-01-01,46
UNE,LI_R_MD60,T,Y_GE18,RO,2011-01-01,48
UNE,LI_R_MD60,T,Y_GE18,RO,2012-01-01,52
UNE,LI_R_MD60,T,Y_GE18,RO,2013-01-01,54
UNE,LI_R_MD60,T,Y_GE18,RO,2014-01-01,48
UNE,LI_R_MD60,T,Y_GE18,RO,2015-01-01,55
UNE,LI_R_MD60,T,Y_GE18,RO,2016-01-01,50
UNE,LI_R_MD60,T,Y_GE18,RO,2017-01-01,51
UNE,LI_R_MD60,T,Y_GE18,RS,2005-01-01,
UNE,LI_R_MD60,T,Y_GE18,RS,2006-01-01,
UNE,LI_R_MD60,T,Y_GE18,RS,2007-01-01,
UNE,LI_R_MD60,T,Y_GE18,RS,2008-01-01,
UNE,LI_R_MD60,T,Y_GE18,RS,2009-01-01,
UNE,LI_R_MD60,T,Y_GE18,RS,2010-01-01,
UNE,LI_R_MD60,T,Y_GE18,RS,2011-01-01,
UNE,LI_R_MD60,T,Y_GE18,RS,2012-01-01,
UNE,LI_R_MD60,T,Y_GE18,RS,2013-01-01,48
UNE,LI_R_MD60,T,Y_GE18,RS,2014-01-01,47
UNE,LI_R_MD60,T,Y_GE18,RS,2015-01-01,46
UNE,LI_R_MD60,T,Y_GE18,RS,2016-01-01,48
UNE,LI_R_MD60,T,Y_GE18,RS,2017-01-01,
UNE,LI_R_MD60,T,Y_GE18,SE,2005-01-01,26
UNE,LI_R_MD60,T,Y_GE18,SE,2006-01-01,24
UNE,LI_R_MD60,T,Y_GE18,SE,2007-01-01,25
UNE,LI_R_MD60,T,Y_GE18,SE,2008-01-01,39
UNE,LI_R_MD60,T,Y_GE18,SE,2009-01-01,42
UNE,LI_R_MD60,T,Y_GE18,SE,2010-01-01,39
UNE,LI_R_MD60,T,Y_GE18,SE,2011-01-01,42
UNE,LI_R_MD60,T,Y_GE18,SE,2012-01-01,43
UNE,LI_R_MD60,T,Y_GE18,SE,2013-01-01,44
UNE,LI_R_MD60,T,Y_GE18,SE,2014-01-01,42
UNE,LI_R_MD60,T,Y_GE18,SE,2015-01-01,39
UNE,LI_R_MD60,T,Y_GE18,SE,2016-01-01,50
UNE,LI_R_MD60,T,Y_GE18,SE,2017-01-01,50
UNE,LI_R_MD60,T,Y_GE18,SI,2005-01-01,24
UNE,LI_R_MD60,T,Y_GE18,SI,2006-01-01,32
UNE,LI_R_MD60,T,Y_GE18,SI,2007-01-01,35
UNE,LI_R_MD60,T,Y_GE18,SI,2008-01-01,37
UNE,LI_R_MD60,T,Y_GE18,SI,2009-01-01,43
UNE,LI_R_MD60,T,Y_GE18,SI,2010-01-01,44
UNE,LI_R_MD60,T,Y_GE18,SI,2011-01-01,44
UNE,LI_R_MD60,T,Y_GE18,SI,2012-01-01,46
UNE,LI_R_MD60,T,Y_GE18,SI,2013-01-01,46
UNE,LI_R_MD60,T,Y_GE18,SI,2014-01-01,45
UNE,LI_R_MD60,T,Y_GE18,SI,2015-01-01,44
UNE,LI_R_MD60,T,Y_GE18,SI,2016-01-01,44
UNE,LI_R_MD60,T,Y_GE18,SI,2017-01-01,41
UNE,LI_R_MD60,T,Y_GE18,SK,2005-01-01,39
UNE,LI_R_MD60,T,Y_GE18,SK,2006-01-01,40
UNE,LI_R_MD60,T,Y_GE18,SK,2007-01-01,45
UNE,LI_R_MD60,T,Y_GE18,SK,2008-01-01,43
UNE,LI_R_MD60,T,Y_GE18,SK,2009-01-01,48
UNE,LI_R_MD60,T,Y_GE18,SK,2010-01-01,41
UNE,LI_R_MD60,T,Y_GE18,SK,2011-01-01,42
UNE,LI_R_MD60,T,Y_GE18,SK,2012-01-01,44
UNE,LI_R_MD60,T,Y_GE18,SK,2013-01-01,43
UNE,LI_R_MD60,T,Y_GE18,SK,2014-01-01,48
UNE,LI_R_MD60,T,Y_GE18,SK,2015-01-01,45
UNE,LI_R_MD60,T,Y_GE18,SK,2016-01-01,47
UNE,LI_R_MD60,T,Y_GE18,SK,2017-01-01,49
UNE,LI_R_MD60,T,Y_GE18,TR,2005-01-01,
UNE,LI_R_MD60,T,Y_GE18,TR,2006-01-01,43
UNE,LI_R_MD60,T,Y_GE18,TR,2007-01-01,43
UNE,LI_R_MD60,T,Y_GE18,TR,2008-01-01,43
UNE,LI_R_MD60,T,Y_GE18,TR,2009-01-01,39
UNE,LI_R_MD60,T,Y_GE18,TR,2010-01-01,38
UNE,LI_R_MD60,T,Y_GE18,TR,2011-01-01,40
UNE,LI_R_MD60,T,Y_GE18,TR,2012-01-01,40
UNE,LI_R_MD60,T,Y_GE18,TR,2013-01-01,38
UNE,LI_R_MD60,T,Y_GE18,TR,2014-01-01,41
UNE,LI_R_MD60,T,Y_GE18,TR,2015-01-01,37
UNE,LI_R_MD60,T,Y_GE18,TR,2016-01-01,
UNE,LI_R_MD60,T,Y_GE18,TR,2017-01-01,
UNE,LI_R_MD60,T,Y_GE18,UK,2005-01-01,54
UNE,LI_R_MD60,T,Y_GE18,UK,2006-01-01,57
UNE,LI_R_MD60,T,Y_GE18,UK,2007-01-01,58
UNE,LI_R_MD60,T,Y_GE18,UK,2008-01-01,54
UNE,LI_R_MD60,T,Y_GE18,UK,2009-01-01,50
UNE,LI_R_MD60,T,Y_GE18,UK,2010-01-01,47
UNE,LI_R_MD60,T,Y_GE18,UK,2011-01-01,47
UNE,LI_R_MD60,T,Y_GE18,UK,2012-01-01,51
UNE,LI_R_MD60,T,Y_GE18,UK,2013-01-01,43
UNE,LI_R_MD60,T,Y_GE18,UK,2014-01-01,57
UNE,LI_R_MD60,T,Y_GE18,UK,2015-01-01,47
UNE,LI_R_MD60,T,Y_GE18,UK,2016-01-01,46
UNE,LI_R_MD60,T,Y_GE18,UK,2017-01-01,
