unit,sex,age,geo\time,date,value
YR,F,Y_LT1,NL,2004-01-01,81.5 
YR,F,Y_LT1,NL,2005-01-01,81.7 
YR,F,Y_LT1,NL,2006-01-01,82.0 
YR,F,Y_LT1,NL,2007-01-01,82.5 
YR,F,Y_LT1,NL,2008-01-01,82.5 
YR,F,Y_LT1,NL,2009-01-01,82.9 
YR,F,Y_LT1,NL,2010-01-01,83.0 
YR,F,Y_LT1,NL,2011-01-01,83.1 
YR,F,Y_LT1,NL,2012-01-01,83.0 
YR,F,Y_LT1,NL,2013-01-01,83.2 
YR,F,Y_LT1,NL,2014-01-01,83.5 
YR,F,Y_LT1,NL,2015-01-01,83.2 
YR,F,Y_LT1,NL,2016-01-01,83.2 
YR,F,Y_LT1,NO,2000-01-01,81.5 
YR,F,Y_LT1,NO,2001-01-01,81.6 
YR,F,Y_LT1,NO,2002-01-01,81.6 
YR,F,Y_LT1,NO,2003-01-01,82.1 
YR,F,Y_LT1,NO,2004-01-01,82.5 
YR,F,Y_LT1,NO,2005-01-01,82.7 
YR,F,Y_LT1,NO,2006-01-01,82.9 
YR,F,Y_LT1,NO,2007-01-01,82.9 
YR,F,Y_LT1,NO,2008-01-01,83.2 
YR,F,Y_LT1,NO,2009-01-01,83.2 
YR,F,Y_LT1,NO,2010-01-01,83.3 
YR,F,Y_LT1,NO,2011-01-01,83.6 
YR,F,Y_LT1,NO,2012-01-01,83.5 
YR,F,Y_LT1,NO,2013-01-01,83.8 
YR,F,Y_LT1,NO,2014-01-01,84.2 
YR,F,Y_LT1,NO,2015-01-01,84.2 
YR,F,Y_LT1,NO,2016-01-01,84.2 
YR,F,Y_LT1,PL,2000-01-01,78.0 b
YR,F,Y_LT1,PL,2001-01-01,78.4 
YR,F,Y_LT1,PL,2002-01-01,78.8 
YR,F,Y_LT1,PL,2003-01-01,78.8 
YR,F,Y_LT1,PL,2004-01-01,79.2 
YR,F,Y_LT1,PL,2005-01-01,79.3 
YR,F,Y_LT1,PL,2006-01-01,79.7 
YR,F,Y_LT1,PL,2007-01-01,79.8 
YR,F,Y_LT1,PL,2008-01-01,80.0 
YR,F,Y_LT1,PL,2009-01-01,80.1 
YR,F,Y_LT1,PL,2010-01-01,80.7 b
YR,F,Y_LT1,PL,2011-01-01,81.1 
YR,F,Y_LT1,PL,2012-01-01,81.1 
YR,F,Y_LT1,PL,2013-01-01,81.2 
YR,F,Y_LT1,PL,2014-01-01,81.7 
YR,F,Y_LT1,PL,2015-01-01,81.6 
YR,F,Y_LT1,PL,2016-01-01,82.0 
YR,F,Y_LT1,PT,2000-01-01,80.4 
YR,F,Y_LT1,PT,2001-01-01,80.7 
YR,F,Y_LT1,PT,2002-01-01,80.8 
YR,F,Y_LT1,PT,2003-01-01,80.8 
YR,F,Y_LT1,PT,2004-01-01,81.8 
YR,F,Y_LT1,PT,2005-01-01,81.5 
YR,F,Y_LT1,PT,2006-01-01,82.5 
YR,F,Y_LT1,PT,2007-01-01,82.5 
YR,F,Y_LT1,PT,2008-01-01,82.7 
YR,F,Y_LT1,PT,2009-01-01,82.8 
YR,F,Y_LT1,PT,2010-01-01,83.2 
YR,F,Y_LT1,PT,2011-01-01,83.8 
YR,F,Y_LT1,PT,2012-01-01,83.6 
YR,F,Y_LT1,PT,2013-01-01,84.0 
YR,F,Y_LT1,PT,2014-01-01,84.4 
YR,F,Y_LT1,PT,2015-01-01,84.3 
YR,F,Y_LT1,PT,2016-01-01,84.3 
YR,F,Y_LT1,RO,2000-01-01,74.8 
YR,F,Y_LT1,RO,2001-01-01,74.9 
YR,F,Y_LT1,RO,2002-01-01,74.6 
YR,F,Y_LT1,RO,2003-01-01,74.8 
YR,F,Y_LT1,RO,2004-01-01,75.1 
YR,F,Y_LT1,RO,2005-01-01,75.4 
YR,F,Y_LT1,RO,2006-01-01,76.1 
YR,F,Y_LT1,RO,2007-01-01,76.8 
YR,F,Y_LT1,RO,2008-01-01,77.5 
YR,F,Y_LT1,RO,2009-01-01,77.7 
YR,F,Y_LT1,RO,2010-01-01,77.7 
YR,F,Y_LT1,RO,2011-01-01,78.2 
YR,F,Y_LT1,RO,2012-01-01,78.1 
YR,F,Y_LT1,RO,2013-01-01,78.7 e
YR,F,Y_LT1,RO,2014-01-01,78.7 e
YR,F,Y_LT1,RO,2015-01-01,78.7 e
YR,F,Y_LT1,RO,2016-01-01,79.1 
YR,F,Y_LT1,RS,2000-01-01,74.4 
YR,F,Y_LT1,RS,2001-01-01,75.0 
YR,F,Y_LT1,RS,2002-01-01,75.0 
YR,F,Y_LT1,RS,2003-01-01,75.1 
YR,F,Y_LT1,RS,2004-01-01,75.5 
YR,F,Y_LT1,RS,2005-01-01,75.6 
YR,F,Y_LT1,RS,2006-01-01,76.1 
YR,F,Y_LT1,RS,2007-01-01,76.5 
YR,F,Y_LT1,RS,2008-01-01,76.6 
YR,F,Y_LT1,RS,2009-01-01,76.7 
YR,F,Y_LT1,RS,2010-01-01,77.0 
YR,F,Y_LT1,RS,2011-01-01,77.2 b
YR,F,Y_LT1,RS,2012-01-01,77.5 
YR,F,Y_LT1,RS,2013-01-01,77.9 
YR,F,Y_LT1,RS,2014-01-01,78.0 
YR,F,Y_LT1,RS,2015-01-01,77.9 
YR,F,Y_LT1,RS,2016-01-01,78.3 
YR,F,Y_LT1,RU,2000-01-01,: 
YR,F,Y_LT1,RU,2001-01-01,: 
YR,F,Y_LT1,RU,2002-01-01,: 
YR,F,Y_LT1,RU,2003-01-01,: 
YR,F,Y_LT1,RU,2004-01-01,: 
YR,F,Y_LT1,RU,2005-01-01,: 
YR,F,Y_LT1,RU,2006-01-01,73.2 
YR,F,Y_LT1,RU,2007-01-01,73.9 
YR,F,Y_LT1,RU,2008-01-01,74.2 
YR,F,Y_LT1,RU,2009-01-01,74.7 
YR,F,Y_LT1,RU,2010-01-01,74.9 
YR,F,Y_LT1,RU,2011-01-01,: 
YR,F,Y_LT1,RU,2012-01-01,: 
YR,F,Y_LT1,RU,2013-01-01,: 
YR,F,Y_LT1,RU,2014-01-01,: 
YR,F,Y_LT1,RU,2015-01-01,: 
YR,F,Y_LT1,RU,2016-01-01,: 
YR,F,Y_LT1,SE,2000-01-01,82.0 
YR,F,Y_LT1,SE,2001-01-01,82.2 
YR,F,Y_LT1,SE,2002-01-01,82.1 
YR,F,Y_LT1,SE,2003-01-01,82.5 
YR,F,Y_LT1,SE,2004-01-01,82.8 
YR,F,Y_LT1,SE,2005-01-01,82.9 
YR,F,Y_LT1,SE,2006-01-01,83.1 
YR,F,Y_LT1,SE,2007-01-01,83.1 
YR,F,Y_LT1,SE,2008-01-01,83.3 
YR,F,Y_LT1,SE,2009-01-01,83.5 
YR,F,Y_LT1,SE,2010-01-01,83.6 
YR,F,Y_LT1,SE,2011-01-01,83.8 
YR,F,Y_LT1,SE,2012-01-01,83.6 
YR,F,Y_LT1,SE,2013-01-01,83.8 
YR,F,Y_LT1,SE,2014-01-01,84.2 
YR,F,Y_LT1,SE,2015-01-01,84.1 
YR,F,Y_LT1,SE,2016-01-01,84.1 
YR,F,Y_LT1,SI,2000-01-01,79.9 
YR,F,Y_LT1,SI,2001-01-01,80.4 
YR,F,Y_LT1,SI,2002-01-01,80.5 
YR,F,Y_LT1,SI,2003-01-01,80.3 
YR,F,Y_LT1,SI,2004-01-01,80.8 
YR,F,Y_LT1,SI,2005-01-01,80.9 
YR,F,Y_LT1,SI,2006-01-01,82.0 
YR,F,Y_LT1,SI,2007-01-01,82.0 
YR,F,Y_LT1,SI,2008-01-01,82.6 b
YR,F,Y_LT1,SI,2009-01-01,82.7 
YR,F,Y_LT1,SI,2010-01-01,83.1 
YR,F,Y_LT1,SI,2011-01-01,83.3 
YR,F,Y_LT1,SI,2012-01-01,83.3 
YR,F,Y_LT1,SI,2013-01-01,83.6 
YR,F,Y_LT1,SI,2014-01-01,84.1 
YR,F,Y_LT1,SI,2015-01-01,83.9 
YR,F,Y_LT1,SI,2016-01-01,84.3 
YR,F,Y_LT1,SK,2000-01-01,77.5 
YR,F,Y_LT1,SK,2001-01-01,77.7 
YR,F,Y_LT1,SK,2002-01-01,77.7 
YR,F,Y_LT1,SK,2003-01-01,77.7 
YR,F,Y_LT1,SK,2004-01-01,78.0 
YR,F,Y_LT1,SK,2005-01-01,78.1 
YR,F,Y_LT1,SK,2006-01-01,78.4 
YR,F,Y_LT1,SK,2007-01-01,78.4 
YR,F,Y_LT1,SK,2008-01-01,79.0 
YR,F,Y_LT1,SK,2009-01-01,79.1 
YR,F,Y_LT1,SK,2010-01-01,79.3 
YR,F,Y_LT1,SK,2011-01-01,79.8 
YR,F,Y_LT1,SK,2012-01-01,79.9 
YR,F,Y_LT1,SK,2013-01-01,80.1 
YR,F,Y_LT1,SK,2014-01-01,80.5 
YR,F,Y_LT1,SK,2015-01-01,80.2 
YR,F,Y_LT1,SK,2016-01-01,80.7 
YR,F,Y_LT1,TR,2000-01-01,: 
YR,F,Y_LT1,TR,2001-01-01,: 
YR,F,Y_LT1,TR,2002-01-01,: 
YR,F,Y_LT1,TR,2003-01-01,: 
YR,F,Y_LT1,TR,2004-01-01,: 
YR,F,Y_LT1,TR,2005-01-01,: 
YR,F,Y_LT1,TR,2006-01-01,: 
YR,F,Y_LT1,TR,2007-01-01,: 
YR,F,Y_LT1,TR,2008-01-01,: 
YR,F,Y_LT1,TR,2009-01-01,78.8 
YR,F,Y_LT1,TR,2010-01-01,79.4 
YR,F,Y_LT1,TR,2011-01-01,79.8 
YR,F,Y_LT1,TR,2012-01-01,80.5 
YR,F,Y_LT1,TR,2013-01-01,81.1 
YR,F,Y_LT1,TR,2014-01-01,80.9 
YR,F,Y_LT1,TR,2015-01-01,81.0 
YR,F,Y_LT1,TR,2016-01-01,81.0 
YR,F,Y_LT1,UK,2000-01-01,80.3 
YR,F,Y_LT1,UK,2001-01-01,80.5 
YR,F,Y_LT1,UK,2002-01-01,80.6 
YR,F,Y_LT1,UK,2003-01-01,80.5 
YR,F,Y_LT1,UK,2004-01-01,81.1 
YR,F,Y_LT1,UK,2005-01-01,81.3 
YR,F,Y_LT1,UK,2006-01-01,81.6 
YR,F,Y_LT1,UK,2007-01-01,81.8 
YR,F,Y_LT1,UK,2008-01-01,81.8 
YR,F,Y_LT1,UK,2009-01-01,82.4 
YR,F,Y_LT1,UK,2010-01-01,82.6 
YR,F,Y_LT1,UK,2011-01-01,83.0 
YR,F,Y_LT1,UK,2012-01-01,82.8 
YR,F,Y_LT1,UK,2013-01-01,82.9 
YR,F,Y_LT1,UK,2014-01-01,83.2 e
YR,F,Y_LT1,UK,2015-01-01,82.8 e
YR,F,Y_LT1,UK,2016-01-01,83.0 e
YR,F,Y_LT1,XK,2000-01-01,: 
YR,F,Y_LT1,XK,2001-01-01,: 
YR,F,Y_LT1,XK,2002-01-01,: 
YR,F,Y_LT1,XK,2003-01-01,: 
YR,F,Y_LT1,XK,2004-01-01,: 
YR,F,Y_LT1,XK,2005-01-01,: 
YR,F,Y_LT1,XK,2006-01-01,: 
YR,F,Y_LT1,XK,2007-01-01,: 
YR,F,Y_LT1,XK,2008-01-01,: 
YR,F,Y_LT1,XK,2009-01-01,: 
YR,F,Y_LT1,XK,2010-01-01,: 
YR,F,Y_LT1,XK,2011-01-01,: 
YR,F,Y_LT1,XK,2012-01-01,: 
YR,F,Y_LT1,XK,2013-01-01,: 
YR,F,Y_LT1,XK,2014-01-01,: 
YR,F,Y_LT1,XK,2015-01-01,: p
YR,F,Y_LT1,XK,2016-01-01,81.6 p
YR,M,Y_LT1,AL,2000-01-01,: 
YR,M,Y_LT1,AL,2001-01-01,: 
YR,M,Y_LT1,AL,2002-01-01,: 
YR,M,Y_LT1,AL,2003-01-01,: 
YR,M,Y_LT1,AL,2004-01-01,: 
YR,M,Y_LT1,AL,2005-01-01,: 
YR,M,Y_LT1,AL,2006-01-01,: 
YR,M,Y_LT1,AL,2007-01-01,: 
YR,M,Y_LT1,AL,2008-01-01,: 
YR,M,Y_LT1,AL,2009-01-01,: 
YR,M,Y_LT1,AL,2010-01-01,: 
YR,M,Y_LT1,AL,2011-01-01,: 
YR,M,Y_LT1,AL,2012-01-01,: 
YR,M,Y_LT1,AL,2013-01-01,76.0 
YR,M,Y_LT1,AL,2014-01-01,76.4 
YR,M,Y_LT1,AL,2015-01-01,76.2 e
YR,M,Y_LT1,AL,2016-01-01,77.1 
YR,M,Y_LT1,AT,2000-01-01,75.2 
YR,M,Y_LT1,AT,2001-01-01,75.6 
YR,M,Y_LT1,AT,2002-01-01,75.8 
YR,M,Y_LT1,AT,2003-01-01,75.9 
YR,M,Y_LT1,AT,2004-01-01,76.4 
YR,M,Y_LT1,AT,2005-01-01,76.6 
YR,M,Y_LT1,AT,2006-01-01,77.1 
YR,M,Y_LT1,AT,2007-01-01,77.4 
YR,M,Y_LT1,AT,2008-01-01,77.7 
YR,M,Y_LT1,AT,2009-01-01,77.6 
YR,M,Y_LT1,AT,2010-01-01,77.8 
YR,M,Y_LT1,AT,2011-01-01,78.3 
YR,M,Y_LT1,AT,2012-01-01,78.4 
YR,M,Y_LT1,AT,2013-01-01,78.6 
YR,M,Y_LT1,AT,2014-01-01,79.1 
YR,M,Y_LT1,AT,2015-01-01,78.8 
YR,M,Y_LT1,AT,2016-01-01,79.3 
YR,M,Y_LT1,BE,2000-01-01,74.6 
YR,M,Y_LT1,BE,2001-01-01,74.9 
YR,M,Y_LT1,BE,2002-01-01,75.1 
YR,M,Y_LT1,BE,2003-01-01,75.3 
YR,M,Y_LT1,BE,2004-01-01,76.0 
YR,M,Y_LT1,BE,2005-01-01,76.2 
YR,M,Y_LT1,BE,2006-01-01,76.6 
YR,M,Y_LT1,BE,2007-01-01,77.1 
YR,M,Y_LT1,BE,2008-01-01,76.9 
YR,M,Y_LT1,BE,2009-01-01,77.4 
YR,M,Y_LT1,BE,2010-01-01,77.5 
YR,M,Y_LT1,BE,2011-01-01,78.0 b
YR,M,Y_LT1,BE,2012-01-01,77.8 
YR,M,Y_LT1,BE,2013-01-01,78.1 
YR,M,Y_LT1,BE,2014-01-01,78.8 
YR,M,Y_LT1,BE,2015-01-01,78.7 
YR,M,Y_LT1,BE,2016-01-01,79.0 
YR,M,Y_LT1,BG,2000-01-01,68.4 
YR,M,Y_LT1,BG,2001-01-01,68.6 
YR,M,Y_LT1,BG,2002-01-01,68.8 
YR,M,Y_LT1,BG,2003-01-01,68.9 
YR,M,Y_LT1,BG,2004-01-01,69.0 
YR,M,Y_LT1,BG,2005-01-01,69.0 
YR,M,Y_LT1,BG,2006-01-01,69.2 
YR,M,Y_LT1,BG,2007-01-01,69.5 
YR,M,Y_LT1,BG,2008-01-01,69.8 
YR,M,Y_LT1,BG,2009-01-01,70.2 
YR,M,Y_LT1,BG,2010-01-01,70.3 
YR,M,Y_LT1,BG,2011-01-01,70.7 
YR,M,Y_LT1,BG,2012-01-01,70.9 
YR,M,Y_LT1,BG,2013-01-01,71.3 
YR,M,Y_LT1,BG,2014-01-01,71.1 
YR,M,Y_LT1,BG,2015-01-01,71.2 
YR,M,Y_LT1,BG,2016-01-01,71.3 
YR,M,Y_LT1,CH,2000-01-01,77.0 
YR,M,Y_LT1,CH,2001-01-01,77.5 
YR,M,Y_LT1,CH,2002-01-01,77.9 
YR,M,Y_LT1,CH,2003-01-01,78.0 
YR,M,Y_LT1,CH,2004-01-01,78.6 
YR,M,Y_LT1,CH,2005-01-01,78.7 
YR,M,Y_LT1,CH,2006-01-01,79.2 
YR,M,Y_LT1,CH,2007-01-01,79.5 
YR,M,Y_LT1,CH,2008-01-01,79.8 
YR,M,Y_LT1,CH,2009-01-01,79.9 
YR,M,Y_LT1,CH,2010-01-01,80.3 
YR,M,Y_LT1,CH,2011-01-01,80.5 b
YR,M,Y_LT1,CH,2012-01-01,80.6 
YR,M,Y_LT1,CH,2013-01-01,80.7 
YR,M,Y_LT1,CH,2014-01-01,81.1 
YR,M,Y_LT1,CH,2015-01-01,80.8 
YR,M,Y_LT1,CH,2016-01-01,81.7 
YR,M,Y_LT1,CY,2000-01-01,75.4 
YR,M,Y_LT1,CY,2001-01-01,76.6 
YR,M,Y_LT1,CY,2002-01-01,76.4 
YR,M,Y_LT1,CY,2003-01-01,76.8 
YR,M,Y_LT1,CY,2004-01-01,76.5 
YR,M,Y_LT1,CY,2005-01-01,76.5 
YR,M,Y_LT1,CY,2006-01-01,78.1 
YR,M,Y_LT1,CY,2007-01-01,77.6 
YR,M,Y_LT1,CY,2008-01-01,78.2 
YR,M,Y_LT1,CY,2009-01-01,78.5 
YR,M,Y_LT1,CY,2010-01-01,79.2 
YR,M,Y_LT1,CY,2011-01-01,79.3 
YR,M,Y_LT1,CY,2012-01-01,78.9 
YR,M,Y_LT1,CY,2013-01-01,80.1 
YR,M,Y_LT1,CY,2014-01-01,80.3 
YR,M,Y_LT1,CY,2015-01-01,79.9 
YR,M,Y_LT1,CY,2016-01-01,80.5 
YR,M,Y_LT1,CZ,2000-01-01,71.6 
YR,M,Y_LT1,CZ,2001-01-01,72.0 
YR,M,Y_LT1,CZ,2002-01-01,72.1 
YR,M,Y_LT1,CZ,2003-01-01,72.0 
YR,M,Y_LT1,CZ,2004-01-01,72.5 
YR,M,Y_LT1,CZ,2005-01-01,72.9 
YR,M,Y_LT1,CZ,2006-01-01,73.5 
YR,M,Y_LT1,CZ,2007-01-01,73.8 
YR,M,Y_LT1,CZ,2008-01-01,74.1 
YR,M,Y_LT1,CZ,2009-01-01,74.3 
YR,M,Y_LT1,CZ,2010-01-01,74.5 
YR,M,Y_LT1,CZ,2011-01-01,74.8 
YR,M,Y_LT1,CZ,2012-01-01,75.1 
YR,M,Y_LT1,CZ,2013-01-01,75.2 
YR,M,Y_LT1,CZ,2014-01-01,75.8 
YR,M,Y_LT1,CZ,2015-01-01,75.7 
YR,M,Y_LT1,CZ,2016-01-01,76.1 
YR,M,Y_LT1,DE,2000-01-01,75.1 
YR,M,Y_LT1,DE,2001-01-01,75.6 
YR,M,Y_LT1,DE,2002-01-01,75.7 
YR,M,Y_LT1,DE,2003-01-01,75.8 
YR,M,Y_LT1,DE,2004-01-01,76.5 
YR,M,Y_LT1,DE,2005-01-01,76.7 
YR,M,Y_LT1,DE,2006-01-01,77.2 
YR,M,Y_LT1,DE,2007-01-01,77.4 
YR,M,Y_LT1,DE,2008-01-01,77.6 
YR,M,Y_LT1,DE,2009-01-01,77.8 
YR,M,Y_LT1,DE,2010-01-01,78.0 
YR,M,Y_LT1,DE,2011-01-01,77.9 b
YR,M,Y_LT1,DE,2012-01-01,78.1 
YR,M,Y_LT1,DE,2013-01-01,78.1 
YR,M,Y_LT1,DE,2014-01-01,78.7 
YR,M,Y_LT1,DE,2015-01-01,78.3 
YR,M,Y_LT1,DE,2016-01-01,78.6 
YR,M,Y_LT1,DK,2000-01-01,74.5 
YR,M,Y_LT1,DK,2001-01-01,74.7 
YR,M,Y_LT1,DK,2002-01-01,74.8 
YR,M,Y_LT1,DK,2003-01-01,75.0 
YR,M,Y_LT1,DK,2004-01-01,75.4 
YR,M,Y_LT1,DK,2005-01-01,76.0 
YR,M,Y_LT1,DK,2006-01-01,76.1 
YR,M,Y_LT1,DK,2007-01-01,76.2 
YR,M,Y_LT1,DK,2008-01-01,76.5 
YR,M,Y_LT1,DK,2009-01-01,76.9 
YR,M,Y_LT1,DK,2010-01-01,77.2 
YR,M,Y_LT1,DK,2011-01-01,77.8 
YR,M,Y_LT1,DK,2012-01-01,78.1 
YR,M,Y_LT1,DK,2013-01-01,78.3 
YR,M,Y_LT1,DK,2014-01-01,78.7 
YR,M,Y_LT1,DK,2015-01-01,78.8 
YR,M,Y_LT1,DK,2016-01-01,79.0 
YR,M,Y_LT1,EA18,2000-01-01,: 
YR,M,Y_LT1,EA18,2001-01-01,: 
YR,M,Y_LT1,EA18,2002-01-01,75.8 
YR,M,Y_LT1,EA18,2003-01-01,75.8 
YR,M,Y_LT1,EA18,2004-01-01,76.5 
YR,M,Y_LT1,EA18,2005-01-01,76.7 
YR,M,Y_LT1,EA18,2006-01-01,77.2 
YR,M,Y_LT1,EA18,2007-01-01,77.4 
YR,M,Y_LT1,EA18,2008-01-01,77.7 
YR,M,Y_LT1,EA18,2009-01-01,77.9 
YR,M,Y_LT1,EA18,2010-01-01,78.2 
YR,M,Y_LT1,EA18,2011-01-01,78.5 b
YR,M,Y_LT1,EA18,2012-01-01,78.6 b
YR,M,Y_LT1,EA18,2013-01-01,78.9 
YR,M,Y_LT1,EA18,2014-01-01,79.3 
YR,M,Y_LT1,EA18,2015-01-01,79.0 bp
YR,M,Y_LT1,EA18,2016-01-01,79.4 p
YR,M,Y_LT1,EA19,2000-01-01,: 
YR,M,Y_LT1,EA19,2001-01-01,: 
YR,M,Y_LT1,EA19,2002-01-01,75.7 
YR,M,Y_LT1,EA19,2003-01-01,75.7 
YR,M,Y_LT1,EA19,2004-01-01,76.4 
YR,M,Y_LT1,EA19,2005-01-01,76.5 
YR,M,Y_LT1,EA19,2006-01-01,77.0 
YR,M,Y_LT1,EA19,2007-01-01,77.3 
YR,M,Y_LT1,EA19,2008-01-01,77.5 
YR,M,Y_LT1,EA19,2009-01-01,77.8 
YR,M,Y_LT1,EA19,2010-01-01,78.1 
YR,M,Y_LT1,EA19,2011-01-01,78.4 b
YR,M,Y_LT1,EA19,2012-01-01,78.5 b
YR,M,Y_LT1,EA19,2013-01-01,78.8 
YR,M,Y_LT1,EA19,2014-01-01,79.2 
YR,M,Y_LT1,EA19,2015-01-01,78.9 bp
YR,M,Y_LT1,EA19,2016-01-01,79.3 p
YR,M,Y_LT1,EE,2000-01-01,65.6 
YR,M,Y_LT1,EE,2001-01-01,65.2 
YR,M,Y_LT1,EE,2002-01-01,65.6 
YR,M,Y_LT1,EE,2003-01-01,66.4 
YR,M,Y_LT1,EE,2004-01-01,66.7 
YR,M,Y_LT1,EE,2005-01-01,67.6 
YR,M,Y_LT1,EE,2006-01-01,67.6 
YR,M,Y_LT1,EE,2007-01-01,67.5 
YR,M,Y_LT1,EE,2008-01-01,68.9 
YR,M,Y_LT1,EE,2009-01-01,70.0 
YR,M,Y_LT1,EE,2010-01-01,70.9 
YR,M,Y_LT1,EE,2011-01-01,71.4 
YR,M,Y_LT1,EE,2012-01-01,71.4 
YR,M,Y_LT1,EE,2013-01-01,72.8 
YR,M,Y_LT1,EE,2014-01-01,72.4 
YR,M,Y_LT1,EE,2015-01-01,73.2 b
YR,M,Y_LT1,EE,2016-01-01,73.3 
YR,M,Y_LT1,EL,2000-01-01,75.9 
YR,M,Y_LT1,EL,2001-01-01,76.3 
YR,M,Y_LT1,EL,2002-01-01,76.4 
YR,M,Y_LT1,EL,2003-01-01,76.6 
YR,M,Y_LT1,EL,2004-01-01,76.6 
YR,M,Y_LT1,EL,2005-01-01,76.8 
YR,M,Y_LT1,EL,2006-01-01,77.1 
YR,M,Y_LT1,EL,2007-01-01,76.9 
YR,M,Y_LT1,EL,2008-01-01,77.5 
YR,M,Y_LT1,EL,2009-01-01,77.5 
YR,M,Y_LT1,EL,2010-01-01,78.0 
YR,M,Y_LT1,EL,2011-01-01,78.0 
YR,M,Y_LT1,EL,2012-01-01,78.0 
YR,M,Y_LT1,EL,2013-01-01,78.7 
YR,M,Y_LT1,EL,2014-01-01,78.8 
YR,M,Y_LT1,EL,2015-01-01,78.5 
YR,M,Y_LT1,EL,2016-01-01,78.9 
YR,M,Y_LT1,ES,2000-01-01,75.8 
YR,M,Y_LT1,ES,2001-01-01,76.3 
YR,M,Y_LT1,ES,2002-01-01,76.4 
YR,M,Y_LT1,ES,2003-01-01,76.4 
YR,M,Y_LT1,ES,2004-01-01,77.0 
YR,M,Y_LT1,ES,2005-01-01,77.0 
YR,M,Y_LT1,ES,2006-01-01,77.8 
YR,M,Y_LT1,ES,2007-01-01,77.9 
YR,M,Y_LT1,ES,2008-01-01,78.3 
YR,M,Y_LT1,ES,2009-01-01,78.8 
YR,M,Y_LT1,ES,2010-01-01,79.2 
YR,M,Y_LT1,ES,2011-01-01,79.5 
YR,M,Y_LT1,ES,2012-01-01,79.5 
YR,M,Y_LT1,ES,2013-01-01,80.2 
YR,M,Y_LT1,ES,2014-01-01,80.4 
YR,M,Y_LT1,ES,2015-01-01,80.1 
YR,M,Y_LT1,ES,2016-01-01,80.5 
YR,M,Y_LT1,EU27,2000-01-01,: 
YR,M,Y_LT1,EU27,2001-01-01,: 
YR,M,Y_LT1,EU27,2002-01-01,74.5 
YR,M,Y_LT1,EU27,2003-01-01,74.6 
YR,M,Y_LT1,EU27,2004-01-01,75.2 
YR,M,Y_LT1,EU27,2005-01-01,75.4 
YR,M,Y_LT1,EU27,2006-01-01,75.8 
YR,M,Y_LT1,EU27,2007-01-01,76.1 
YR,M,Y_LT1,EU27,2008-01-01,76.3 
YR,M,Y_LT1,EU27,2009-01-01,76.6 
YR,M,Y_LT1,EU27,2010-01-01,77.0 b
YR,M,Y_LT1,EU27,2011-01-01,77.3 b
YR,M,Y_LT1,EU27,2012-01-01,77.4 b
YR,M,Y_LT1,EU27,2013-01-01,77.7 e
YR,M,Y_LT1,EU27,2014-01-01,78.1 e
YR,M,Y_LT1,EU27,2015-01-01,77.9 bep
YR,M,Y_LT1,EU27,2016-01-01,78.2 ep
YR,M,Y_LT1,EU28,2000-01-01,: 
YR,M,Y_LT1,EU28,2001-01-01,: 
YR,M,Y_LT1,EU28,2002-01-01,74.5 
YR,M,Y_LT1,EU28,2003-01-01,74.6 
YR,M,Y_LT1,EU28,2004-01-01,75.2 
YR,M,Y_LT1,EU28,2005-01-01,75.4 
YR,M,Y_LT1,EU28,2006-01-01,75.8 
YR,M,Y_LT1,EU28,2007-01-01,76.0 
YR,M,Y_LT1,EU28,2008-01-01,76.3 
YR,M,Y_LT1,EU28,2009-01-01,76.6 
YR,M,Y_LT1,EU28,2010-01-01,76.9 b
YR,M,Y_LT1,EU28,2011-01-01,77.3 b
YR,M,Y_LT1,EU28,2012-01-01,77.4 b
YR,M,Y_LT1,EU28,2013-01-01,77.7 e
YR,M,Y_LT1,EU28,2014-01-01,78.1 e
YR,M,Y_LT1,EU28,2015-01-01,77.9 bep
YR,M,Y_LT1,EU28,2016-01-01,78.2 ep
YR,M,Y_LT1,FI,2000-01-01,74.2 
YR,M,Y_LT1,FI,2001-01-01,74.6 
YR,M,Y_LT1,FI,2002-01-01,74.9 
YR,M,Y_LT1,FI,2003-01-01,75.1 
YR,M,Y_LT1,FI,2004-01-01,75.4 
YR,M,Y_LT1,FI,2005-01-01,75.6 
YR,M,Y_LT1,FI,2006-01-01,75.9 
YR,M,Y_LT1,FI,2007-01-01,76.0 
YR,M,Y_LT1,FI,2008-01-01,76.5 
YR,M,Y_LT1,FI,2009-01-01,76.6 
YR,M,Y_LT1,FI,2010-01-01,76.9 
YR,M,Y_LT1,FI,2011-01-01,77.3 
YR,M,Y_LT1,FI,2012-01-01,77.7 
YR,M,Y_LT1,FI,2013-01-01,78.0 
YR,M,Y_LT1,FI,2014-01-01,78.4 
YR,M,Y_LT1,FI,2015-01-01,78.7 
YR,M,Y_LT1,FI,2016-01-01,78.6 
YR,M,Y_LT1,FR,2000-01-01,75.3 
YR,M,Y_LT1,FR,2001-01-01,75.5 
YR,M,Y_LT1,FR,2002-01-01,75.7 
YR,M,Y_LT1,FR,2003-01-01,75.7 
YR,M,Y_LT1,FR,2004-01-01,76.7 
YR,M,Y_LT1,FR,2005-01-01,76.7 
YR,M,Y_LT1,FR,2006-01-01,77.3 
YR,M,Y_LT1,FR,2007-01-01,77.6 
YR,M,Y_LT1,FR,2008-01-01,77.8 
YR,M,Y_LT1,FR,2009-01-01,78.0 
YR,M,Y_LT1,FR,2010-01-01,78.2 
