unit,sex,age,reason,geotime,date,value
PC_SAL,T,Y15-64,INVTMP,RO,2010-01-01,0
PC_SAL,T,Y15-64,INVTMP,RO,2011-01-01,1
PC_SAL,T,Y15-64,INVTMP,RO,2012-01-01,1
PC_SAL,T,Y15-64,INVTMP,RO,2013-01-01,
PC_SAL,T,Y15-64,INVTMP,RO,2014-01-01,1
PC_SAL,T,Y15-64,INVTMP,RO,2015-01-01,1
PC_SAL,T,Y15-64,INVTMP,RO,2016-01-01,1
PC_SAL,T,Y15-64,INVTMP,RO,2017-01-01,1
PC_SAL,T,Y15-64,INVTMP,SE,2005-01-01,9
PC_SAL,T,Y15-64,INVTMP,SE,2006-01-01,9
PC_SAL,T,Y15-64,INVTMP,SE,2007-01-01,9
PC_SAL,T,Y15-64,INVTMP,SE,2008-01-01,8
PC_SAL,T,Y15-64,INVTMP,SE,2009-01-01,8
PC_SAL,T,Y15-64,INVTMP,SE,2010-01-01,9
PC_SAL,T,Y15-64,INVTMP,SE,2011-01-01,9
PC_SAL,T,Y15-64,INVTMP,SE,2012-01-01,9
PC_SAL,T,Y15-64,INVTMP,SE,2013-01-01,
PC_SAL,T,Y15-64,INVTMP,SE,2014-01-01,9
PC_SAL,T,Y15-64,INVTMP,SE,2015-01-01,9
PC_SAL,T,Y15-64,INVTMP,SE,2016-01-01,8
PC_SAL,T,Y15-64,INVTMP,SE,2017-01-01,8
PC_SAL,T,Y15-64,INVTMP,SI,2005-01-01,7
PC_SAL,T,Y15-64,INVTMP,SI,2006-01-01,8
PC_SAL,T,Y15-64,INVTMP,SI,2007-01-01,9
PC_SAL,T,Y15-64,INVTMP,SI,2008-01-01,7
PC_SAL,T,Y15-64,INVTMP,SI,2009-01-01,7
PC_SAL,T,Y15-64,INVTMP,SI,2010-01-01,8
PC_SAL,T,Y15-64,INVTMP,SI,2011-01-01,10
PC_SAL,T,Y15-64,INVTMP,SI,2012-01-01,8
PC_SAL,T,Y15-64,INVTMP,SI,2013-01-01,
PC_SAL,T,Y15-64,INVTMP,SI,2014-01-01,10
PC_SAL,T,Y15-64,INVTMP,SI,2015-01-01,10
PC_SAL,T,Y15-64,INVTMP,SI,2016-01-01,9
PC_SAL,T,Y15-64,INVTMP,SI,2017-01-01,9
PC_SAL,T,Y15-64,INVTMP,SK,2005-01-01,3
PC_SAL,T,Y15-64,INVTMP,SK,2006-01-01,3
PC_SAL,T,Y15-64,INVTMP,SK,2007-01-01,3
PC_SAL,T,Y15-64,INVTMP,SK,2008-01-01,3
PC_SAL,T,Y15-64,INVTMP,SK,2009-01-01,3
PC_SAL,T,Y15-64,INVTMP,SK,2010-01-01,3
PC_SAL,T,Y15-64,INVTMP,SK,2011-01-01,5
PC_SAL,T,Y15-64,INVTMP,SK,2012-01-01,5
PC_SAL,T,Y15-64,INVTMP,SK,2013-01-01,
PC_SAL,T,Y15-64,INVTMP,SK,2014-01-01,7
PC_SAL,T,Y15-64,INVTMP,SK,2015-01-01,8
PC_SAL,T,Y15-64,INVTMP,SK,2016-01-01,6
PC_SAL,T,Y15-64,INVTMP,SK,2017-01-01,7
PC_SAL,T,Y15-64,INVTMP,TR,2005-01-01,
PC_SAL,T,Y15-64,INVTMP,TR,2006-01-01,10
PC_SAL,T,Y15-64,INVTMP,TR,2007-01-01,10
PC_SAL,T,Y15-64,INVTMP,TR,2008-01-01,9
PC_SAL,T,Y15-64,INVTMP,TR,2009-01-01,9
PC_SAL,T,Y15-64,INVTMP,TR,2010-01-01,9
PC_SAL,T,Y15-64,INVTMP,TR,2011-01-01,10
PC_SAL,T,Y15-64,INVTMP,TR,2012-01-01,10
PC_SAL,T,Y15-64,INVTMP,TR,2013-01-01,
PC_SAL,T,Y15-64,INVTMP,TR,2014-01-01,10
PC_SAL,T,Y15-64,INVTMP,TR,2015-01-01,10
PC_SAL,T,Y15-64,INVTMP,TR,2016-01-01,10
PC_SAL,T,Y15-64,INVTMP,TR,2017-01-01,10
PC_SAL,T,Y15-64,INVTMP,UK,2005-01-01,1
PC_SAL,T,Y15-64,INVTMP,UK,2006-01-01,1
PC_SAL,T,Y15-64,INVTMP,UK,2007-01-01,1
PC_SAL,T,Y15-64,INVTMP,UK,2008-01-01,1
PC_SAL,T,Y15-64,INVTMP,UK,2009-01-01,1
PC_SAL,T,Y15-64,INVTMP,UK,2010-01-01,2
PC_SAL,T,Y15-64,INVTMP,UK,2011-01-01,2
PC_SAL,T,Y15-64,INVTMP,UK,2012-01-01,2
PC_SAL,T,Y15-64,INVTMP,UK,2013-01-01,
PC_SAL,T,Y15-64,INVTMP,UK,2014-01-01,2
PC_SAL,T,Y15-64,INVTMP,UK,2015-01-01,1
PC_SAL,T,Y15-64,INVTMP,UK,2016-01-01,1
PC_SAL,T,Y15-64,INVTMP,UK,2017-01-01,1
