na_item,sector,unit,geotime,date,value
B9,S13,MEUR_NSA,AT,2015-07-01,-523.8
B9,S13,MEUR_NSA,AT,2015-10-01,363.3
B9,S13,MEUR_NSA,AT,2016-01-01,-2903.9
B9,S13,MEUR_NSA,AT,2016-04-01,-100.2
B9,S13,MEUR_NSA,AT,2016-07-01,650.6
B9,S13,MEUR_NSA,AT,2016-10-01,-3269.0
B9,S13,MEUR_NSA,AT,2017-01-01,-678.2
B9,S13,MEUR_NSA,AT,2017-04-01,-1064.3
B9,S13,MEUR_NSA,AT,2017-07-01,1638.6
B9,S13,MEUR_NSA,AT,2017-10-01,-2485.2
B9,S13,MEUR_NSA,AT,2018-01-01,141.5
B9,S13,MEUR_NSA,AT,2018-04-01,
B9,S13,MEUR_NSA,BE,2015-07-01,-5809.1
B9,S13,MEUR_NSA,BE,2015-10-01,4453.8
B9,S13,MEUR_NSA,BE,2016-01-01,-9998.0
B9,S13,MEUR_NSA,BE,2016-04-01,1034.4
B9,S13,MEUR_NSA,BE,2016-07-01,-7134.3
B9,S13,MEUR_NSA,BE,2016-10-01,5606.0
B9,S13,MEUR_NSA,BE,2017-01-01,-8019.9
B9,S13,MEUR_NSA,BE,2017-04-01,2658.9
B9,S13,MEUR_NSA,BE,2017-07-01,-5726.3
B9,S13,MEUR_NSA,BE,2017-10-01,6563.6
B9,S13,MEUR_NSA,BE,2018-01-01,-8078.8
B9,S13,MEUR_NSA,BE,2018-04-01,
B9,S13,MEUR_NSA,BG,2015-07-01,-169.5
B9,S13,MEUR_NSA,BG,2015-10-01,-779.2
B9,S13,MEUR_NSA,BG,2016-01-01,460.2
B9,S13,MEUR_NSA,BG,2016-04-01,472.6
B9,S13,MEUR_NSA,BG,2016-07-01,122.1
B9,S13,MEUR_NSA,BG,2016-10-01,-948.1
B9,S13,MEUR_NSA,BG,2017-01-01,299.5
B9,S13,MEUR_NSA,BG,2017-04-01,418.5
B9,S13,MEUR_NSA,BG,2017-07-01,678.3
B9,S13,MEUR_NSA,BG,2017-10-01,-925.3
B9,S13,MEUR_NSA,BG,2018-01-01,382.1
B9,S13,MEUR_NSA,BG,2018-04-01,
B9,S13,MEUR_NSA,CH,2015-07-01,1164.9
B9,S13,MEUR_NSA,CH,2015-10-01,1107.4
B9,S13,MEUR_NSA,CH,2016-01-01,710.1
B9,S13,MEUR_NSA,CH,2016-04-01,530.5
B9,S13,MEUR_NSA,CH,2016-07-01,413.6
B9,S13,MEUR_NSA,CH,2016-10-01,356.4
B9,S13,MEUR_NSA,CH,2017-01-01,1491.8
B9,S13,MEUR_NSA,CH,2017-04-01,1901.6
B9,S13,MEUR_NSA,CH,2017-07-01,1877.4
B9,S13,MEUR_NSA,CH,2017-10-01,1541.4
B9,S13,MEUR_NSA,CH,2018-01-01,1659.2
B9,S13,MEUR_NSA,CH,2018-04-01,
B9,S13,MEUR_NSA,CY,2015-07-01,158.2
B9,S13,MEUR_NSA,CY,2015-10-01,-389.7
B9,S13,MEUR_NSA,CY,2016-01-01,158.9
B9,S13,MEUR_NSA,CY,2016-04-01,-167.7
