indic_eu,geotime,date,value
T2020_30,PT,2006-01-01,137
T2020_30,PT,2007-01-01,134
T2020_30,PT,2008-01-01,130
T2020_30,PT,2009-01-01,124
T2020_30,PT,2010-01-01,118
T2020_30,PT,2011-01-01,116
T2020_30,PT,2012-01-01,113
T2020_30,PT,2013-01-01,110
T2020_30,PT,2014-01-01,111
T2020_30,PT,2015-01-01,118
T2020_30,PT,2016-01-01,115
T2020_30,RO,1990-01-01,100
T2020_30,RO,1991-01-01,82
T2020_30,RO,1992-01-01,75
T2020_30,RO,1993-01-01,71
T2020_30,RO,1994-01-01,70
T2020_30,RO,1995-01-01,73
T2020_30,RO,1996-01-01,74
T2020_30,RO,1997-01-01,69
T2020_30,RO,1998-01-01,61
T2020_30,RO,1999-01-01,54
T2020_30,RO,2000-01-01,57
T2020_30,RO,2001-01-01,59
T2020_30,RO,2002-01-01,59
T2020_30,RO,2003-01-01,61
T2020_30,RO,2004-01-01,60
T2020_30,RO,2005-01-01,59
T2020_30,RO,2006-01-01,60
T2020_30,RO,2007-01-01,61
T2020_30,RO,2008-01-01,59
T2020_30,RO,2009-01-01,51
T2020_30,RO,2010-01-01,49
T2020_30,RO,2011-01-01,51
T2020_30,RO,2012-01-01,50
T2020_30,RO,2013-01-01,46
T2020_30,RO,2014-01-01,46
T2020_30,RO,2015-01-01,47
T2020_30,RO,2016-01-01,45
T2020_30,SE,1990-01-01,100
T2020_30,SE,1991-01-01,99
T2020_30,SE,1992-01-01,98
T2020_30,SE,1993-01-01,99
T2020_30,SE,1994-01-01,103
T2020_30,SE,1995-01-01,102
T2020_30,SE,1996-01-01,107
T2020_30,SE,1997-01-01,101
T2020_30,SE,1998-01-01,102
T2020_30,SE,1999-01-01,98
T2020_30,SE,2000-01-01,96
T2020_30,SE,2001-01-01,97
T2020_30,SE,2002-01-01,98
T2020_30,SE,2003-01-01,98
T2020_30,SE,2004-01-01,97
T2020_30,SE,2005-01-01,94
T2020_30,SE,2006-01-01,94
T2020_30,SE,2007-01-01,92
T2020_30,SE,2008-01-01,89
T2020_30,SE,2009-01-01,83
T2020_30,SE,2010-01-01,91
T2020_30,SE,2011-01-01,85
T2020_30,SE,2012-01-01,81
T2020_30,SE,2013-01-01,79
T2020_30,SE,2014-01-01,77
T2020_30,SE,2015-01-01,76
T2020_30,SE,2016-01-01,76
T2020_30,SI,1990-01-01,100
T2020_30,SI,1991-01-01,92
T2020_30,SI,1992-01-01,93
T2020_30,SI,1993-01-01,94
T2020_30,SI,1994-01-01,96
T2020_30,SI,1995-01-01,100
T2020_30,SI,1996-01-01,104
T2020_30,SI,1997-01-01,105
T2020_30,SI,1998-01-01,104
T2020_30,SI,1999-01-01,101
T2020_30,SI,2000-01-01,102
T2020_30,SI,2001-01-01,107
T2020_30,SI,2002-01-01,108
T2020_30,SI,2003-01-01,106
T2020_30,SI,2004-01-01,108
T2020_30,SI,2005-01-01,110
T2020_30,SI,2006-01-01,111
T2020_30,SI,2007-01-01,112
T2020_30,SI,2008-01-01,116
T2020_30,SI,2009-01-01,105
T2020_30,SI,2010-01-01,105
T2020_30,SI,2011-01-01,105
T2020_30,SI,2012-01-01,102
T2020_30,SI,2013-01-01,98
T2020_30,SI,2014-01-01,89
T2020_30,SI,2015-01-01,90
T2020_30,SI,2016-01-01,95
T2020_30,SK,1990-01-01,100
T2020_30,SK,1991-01-01,87
T2020_30,SK,1992-01-01,79
T2020_30,SK,1993-01-01,74
T2020_30,SK,1994-01-01,71
T2020_30,SK,1995-01-01,72
T2020_30,SK,1996-01-01,73
T2020_30,SK,1997-01-01,73
T2020_30,SK,1998-01-01,71
T2020_30,SK,1999-01-01,69
T2020_30,SK,2000-01-01,67
T2020_30,SK,2001-01-01,70
T2020_30,SK,2002-01-01,67
T2020_30,SK,2003-01-01,68
T2020_30,SK,2004-01-01,69
T2020_30,SK,2005-01-01,69
T2020_30,SK,2006-01-01,69
T2020_30,SK,2007-01-01,66
T2020_30,SK,2008-01-01,67
T2020_30,SK,2009-01-01,61
T2020_30,SK,2010-01-01,62
T2020_30,SK,2011-01-01,61
T2020_30,SK,2012-01-01,58
T2020_30,SK,2013-01-01,57
T2020_30,SK,2014-01-01,54
T2020_30,SK,2015-01-01,55
T2020_30,SK,2016-01-01,55
T2020_30,TR,1990-01-01,100
T2020_30,TR,1991-01-01,103
T2020_30,TR,1992-01-01,106
T2020_30,TR,1993-01-01,110
T2020_30,TR,1994-01-01,108
T2020_30,TR,1995-01-01,115
T2020_30,TR,1996-01-01,124
T2020_30,TR,1997-01-01,129
T2020_30,TR,1998-01-01,130
T2020_30,TR,1999-01-01,129
T2020_30,TR,2000-01-01,139
T2020_30,TR,2001-01-01,130
T2020_30,TR,2002-01-01,134
T2020_30,TR,2003-01-01,143
T2020_30,TR,2004-01-01,148
T2020_30,TR,2005-01-01,159
T2020_30,TR,2006-01-01,170
T2020_30,TR,2007-01-01,186
T2020_30,TR,2008-01-01,185
T2020_30,TR,2009-01-01,189
T2020_30,TR,2010-01-01,193
T2020_30,TR,2011-01-01,207
T2020_30,TR,2012-01-01,214
T2020_30,TR,2013-01-01,211
T2020_30,TR,2014-01-01,218
T2020_30,TR,2015-01-01,227
T2020_30,TR,2016-01-01,239
T2020_30,UK,1990-01-01,100
T2020_30,UK,1991-01-01,101
T2020_30,UK,1992-01-01,98
T2020_30,UK,1993-01-01,96
T2020_30,UK,1994-01-01,95
T2020_30,UK,1995-01-01,94
T2020_30,UK,1996-01-01,97
T2020_30,UK,1997-01-01,94
T2020_30,UK,1998-01-01,94
T2020_30,UK,1999-01-01,91
T2020_30,UK,2000-01-01,91
T2020_30,UK,2001-01-01,91
T2020_30,UK,2002-01-01,89
T2020_30,UK,2003-01-01,90
T2020_30,UK,2004-01-01,90
T2020_30,UK,2005-01-01,89
T2020_30,UK,2006-01-01,88
T2020_30,UK,2007-01-01,87
T2020_30,UK,2008-01-01,84
T2020_30,UK,2009-01-01,77
T2020_30,UK,2010-01-01,79
T2020_30,UK,2011-01-01,73
T2020_30,UK,2012-01-01,75
T2020_30,UK,2013-01-01,73
T2020_30,UK,2014-01-01,68
T2020_30,UK,2015-01-01,66
T2020_30,UK,2016-01-01,63
