unit,na_item,geo\time,date,value
PCH_Q1_SCA,P31_S14_S15,UK,2018-01-01,0.5 
PCH_Q1_SCA,P31_S14_S15,UK,2018-04-01,0.3 
PCH_Q4_NSA,P31_S14_S15,AL,2015-07-01,: c
PCH_Q4_NSA,P31_S14_S15,AL,2015-10-01,: c
PCH_Q4_NSA,P31_S14_S15,AL,2016-01-01,: c
PCH_Q4_NSA,P31_S14_S15,AL,2016-04-01,: c
PCH_Q4_NSA,P31_S14_S15,AL,2016-07-01,: c
PCH_Q4_NSA,P31_S14_S15,AL,2016-10-01,: c
PCH_Q4_NSA,P31_S14_S15,AL,2017-01-01,: c
PCH_Q4_NSA,P31_S14_S15,AL,2017-04-01,: c
PCH_Q4_NSA,P31_S14_S15,AL,2017-07-01,: c
PCH_Q4_NSA,P31_S14_S15,AL,2017-10-01,: 
PCH_Q4_NSA,P31_S14_S15,AL,2018-01-01,: 
PCH_Q4_NSA,P31_S14_S15,AL,2018-04-01,: 
PCH_Q4_NSA,P31_S14_S15,AT,2015-07-01,0.5 
PCH_Q4_NSA,P31_S14_S15,AT,2015-10-01,1.0 
PCH_Q4_NSA,P31_S14_S15,AT,2016-01-01,0.9 
PCH_Q4_NSA,P31_S14_S15,AT,2016-04-01,1.6 
PCH_Q4_NSA,P31_S14_S15,AT,2016-07-01,1.7 
PCH_Q4_NSA,P31_S14_S15,AT,2016-10-01,1.3 
PCH_Q4_NSA,P31_S14_S15,AT,2017-01-01,1.7 
PCH_Q4_NSA,P31_S14_S15,AT,2017-04-01,1.7 
PCH_Q4_NSA,P31_S14_S15,AT,2017-07-01,1.7 
PCH_Q4_NSA,P31_S14_S15,AT,2017-10-01,0.7 
PCH_Q4_NSA,P31_S14_S15,AT,2018-01-01,2.9 
PCH_Q4_NSA,P31_S14_S15,AT,2018-04-01,1.5 
PCH_Q4_NSA,P31_S14_S15,BE,2015-07-01,0.9 
PCH_Q4_NSA,P31_S14_S15,BE,2015-10-01,0.8 
PCH_Q4_NSA,P31_S14_S15,BE,2016-01-01,1.3 
PCH_Q4_NSA,P31_S14_S15,BE,2016-04-01,2.0 
PCH_Q4_NSA,P31_S14_S15,BE,2016-07-01,2.0 
PCH_Q4_NSA,P31_S14_S15,BE,2016-10-01,1.4 
PCH_Q4_NSA,P31_S14_S15,BE,2017-01-01,1.6 
PCH_Q4_NSA,P31_S14_S15,BE,2017-04-01,1.2 
PCH_Q4_NSA,P31_S14_S15,BE,2017-07-01,1.3 
PCH_Q4_NSA,P31_S14_S15,BE,2017-10-01,1.2 
PCH_Q4_NSA,P31_S14_S15,BE,2018-01-01,1.0 
PCH_Q4_NSA,P31_S14_S15,BE,2018-04-01,0.7 
PCH_Q4_NSA,P31_S14_S15,BG,2015-07-01,6.4 
PCH_Q4_NSA,P31_S14_S15,BG,2015-10-01,7.5 
PCH_Q4_NSA,P31_S14_S15,BG,2016-01-01,6.4 
PCH_Q4_NSA,P31_S14_S15,BG,2016-04-01,2.8 
PCH_Q4_NSA,P31_S14_S15,BG,2016-07-01,0.4 
PCH_Q4_NSA,P31_S14_S15,BG,2016-10-01,4.7 
PCH_Q4_NSA,P31_S14_S15,BG,2017-01-01,3.4 
PCH_Q4_NSA,P31_S14_S15,BG,2017-04-01,5.4 
PCH_Q4_NSA,P31_S14_S15,BG,2017-07-01,4.3 
PCH_Q4_NSA,P31_S14_S15,BG,2017-10-01,4.9 
PCH_Q4_NSA,P31_S14_S15,BG,2018-01-01,7.1 p
PCH_Q4_NSA,P31_S14_S15,BG,2018-04-01,8.6 p
PCH_Q4_NSA,P31_S14_S15,CH,2015-07-01,2.0 
PCH_Q4_NSA,P31_S14_S15,CH,2015-10-01,1.5 
PCH_Q4_NSA,P31_S14_S15,CH,2016-01-01,1.8 
PCH_Q4_NSA,P31_S14_S15,CH,2016-04-01,1.4 
PCH_Q4_NSA,P31_S14_S15,CH,2016-07-01,1.2 
PCH_Q4_NSA,P31_S14_S15,CH,2016-10-01,1.8 
PCH_Q4_NSA,P31_S14_S15,CH,2017-01-01,1.4 
PCH_Q4_NSA,P31_S14_S15,CH,2017-04-01,1.2 
PCH_Q4_NSA,P31_S14_S15,CH,2017-07-01,1.3 
PCH_Q4_NSA,P31_S14_S15,CH,2017-10-01,0.7 
PCH_Q4_NSA,P31_S14_S15,CH,2018-01-01,1.2 
PCH_Q4_NSA,P31_S14_S15,CH,2018-04-01,1.3 
PCH_Q4_NSA,P31_S14_S15,CY,2015-07-01,3.0 
PCH_Q4_NSA,P31_S14_S15,CY,2015-10-01,3.2 
PCH_Q4_NSA,P31_S14_S15,CY,2016-01-01,3.1 
PCH_Q4_NSA,P31_S14_S15,CY,2016-04-01,3.9 
PCH_Q4_NSA,P31_S14_S15,CY,2016-07-01,4.6 
PCH_Q4_NSA,P31_S14_S15,CY,2016-10-01,6.3 
PCH_Q4_NSA,P31_S14_S15,CY,2017-01-01,4.8 
PCH_Q4_NSA,P31_S14_S15,CY,2017-04-01,3.5 
PCH_Q4_NSA,P31_S14_S15,CY,2017-07-01,4.1 
PCH_Q4_NSA,P31_S14_S15,CY,2017-10-01,3.9 
PCH_Q4_NSA,P31_S14_S15,CY,2018-01-01,3.9 
PCH_Q4_NSA,P31_S14_S15,CY,2018-04-01,4.2 
PCH_Q4_NSA,P31_S14_S15,CZ,2015-07-01,3.2 
PCH_Q4_NSA,P31_S14_S15,CZ,2015-10-01,4.3 
PCH_Q4_NSA,P31_S14_S15,CZ,2016-01-01,3.8 
PCH_Q4_NSA,P31_S14_S15,CZ,2016-04-01,4.0 
PCH_Q4_NSA,P31_S14_S15,CZ,2016-07-01,3.5 
PCH_Q4_NSA,P31_S14_S15,CZ,2016-10-01,3.3 
PCH_Q4_NSA,P31_S14_S15,CZ,2017-01-01,4.0 
PCH_Q4_NSA,P31_S14_S15,CZ,2017-04-01,4.2 
PCH_Q4_NSA,P31_S14_S15,CZ,2017-07-01,4.4 
PCH_Q4_NSA,P31_S14_S15,CZ,2017-10-01,4.5 
PCH_Q4_NSA,P31_S14_S15,CZ,2018-01-01,4.1 
PCH_Q4_NSA,P31_S14_S15,CZ,2018-04-01,3.8 
PCH_Q4_NSA,P31_S14_S15,DE,2015-07-01,1.6 
PCH_Q4_NSA,P31_S14_S15,DE,2015-10-01,2.0 
PCH_Q4_NSA,P31_S14_S15,DE,2016-01-01,2.3 
PCH_Q4_NSA,P31_S14_S15,DE,2016-04-01,3.0 
PCH_Q4_NSA,P31_S14_S15,DE,2016-07-01,1.5 
PCH_Q4_NSA,P31_S14_S15,DE,2016-10-01,1.5 
PCH_Q4_NSA,P31_S14_S15,DE,2017-01-01,2.1 
PCH_Q4_NSA,P31_S14_S15,DE,2017-04-01,1.8 
PCH_Q4_NSA,P31_S14_S15,DE,2017-07-01,2.1 
PCH_Q4_NSA,P31_S14_S15,DE,2017-10-01,1.1 
PCH_Q4_NSA,P31_S14_S15,DE,2018-01-01,1.6 
PCH_Q4_NSA,P31_S14_S15,DE,2018-04-01,1.0 
PCH_Q4_NSA,P31_S14_S15,DK,2015-07-01,1.5 
PCH_Q4_NSA,P31_S14_S15,DK,2015-10-01,1.5 
PCH_Q4_NSA,P31_S14_S15,DK,2016-01-01,1.8 
PCH_Q4_NSA,P31_S14_S15,DK,2016-04-01,2.7 
PCH_Q4_NSA,P31_S14_S15,DK,2016-07-01,1.3 
PCH_Q4_NSA,P31_S14_S15,DK,2016-10-01,2.3 
PCH_Q4_NSA,P31_S14_S15,DK,2017-01-01,2.5 
PCH_Q4_NSA,P31_S14_S15,DK,2017-04-01,1.8 
PCH_Q4_NSA,P31_S14_S15,DK,2017-07-01,1.2 
PCH_Q4_NSA,P31_S14_S15,DK,2017-10-01,1.0 
PCH_Q4_NSA,P31_S14_S15,DK,2018-01-01,1.7 
PCH_Q4_NSA,P31_S14_S15,DK,2018-04-01,2.3 
PCH_Q4_NSA,P31_S14_S15,EA,2015-07-01,1.9 
PCH_Q4_NSA,P31_S14_S15,EA,2015-10-01,1.8 
PCH_Q4_NSA,P31_S14_S15,EA,2016-01-01,2.2 
PCH_Q4_NSA,P31_S14_S15,EA,2016-04-01,2.2 
PCH_Q4_NSA,P31_S14_S15,EA,2016-07-01,1.7 
PCH_Q4_NSA,P31_S14_S15,EA,2016-10-01,1.7 
PCH_Q4_NSA,P31_S14_S15,EA,2017-01-01,1.7 
PCH_Q4_NSA,P31_S14_S15,EA,2017-04-01,1.7 
PCH_Q4_NSA,P31_S14_S15,EA,2017-07-01,1.8 
PCH_Q4_NSA,P31_S14_S15,EA,2017-10-01,1.3 
PCH_Q4_NSA,P31_S14_S15,EA,2018-01-01,1.8 
PCH_Q4_NSA,P31_S14_S15,EA,2018-04-01,1.3 
PCH_Q4_NSA,P31_S14_S15,EA19,2015-07-01,1.9 
PCH_Q4_NSA,P31_S14_S15,EA19,2015-10-01,1.8 
PCH_Q4_NSA,P31_S14_S15,EA19,2016-01-01,2.2 
PCH_Q4_NSA,P31_S14_S15,EA19,2016-04-01,2.2 
PCH_Q4_NSA,P31_S14_S15,EA19,2016-07-01,1.7 
PCH_Q4_NSA,P31_S14_S15,EA19,2016-10-01,1.7 
PCH_Q4_NSA,P31_S14_S15,EA19,2017-01-01,1.7 
PCH_Q4_NSA,P31_S14_S15,EA19,2017-04-01,1.7 
PCH_Q4_NSA,P31_S14_S15,EA19,2017-07-01,1.8 
PCH_Q4_NSA,P31_S14_S15,EA19,2017-10-01,1.3 
PCH_Q4_NSA,P31_S14_S15,EA19,2018-01-01,1.8 
PCH_Q4_NSA,P31_S14_S15,EA19,2018-04-01,1.3 
PCH_Q4_NSA,P31_S14_S15,EE,2015-07-01,5.0 
PCH_Q4_NSA,P31_S14_S15,EE,2015-10-01,1.6 
PCH_Q4_NSA,P31_S14_S15,EE,2016-01-01,4.0 
PCH_Q4_NSA,P31_S14_S15,EE,2016-04-01,4.7 
PCH_Q4_NSA,P31_S14_S15,EE,2016-07-01,4.6 
PCH_Q4_NSA,P31_S14_S15,EE,2016-10-01,4.1 
PCH_Q4_NSA,P31_S14_S15,EE,2017-01-01,0.8 
PCH_Q4_NSA,P31_S14_S15,EE,2017-04-01,2.1 
PCH_Q4_NSA,P31_S14_S15,EE,2017-07-01,4.2 
PCH_Q4_NSA,P31_S14_S15,EE,2017-10-01,3.2 
PCH_Q4_NSA,P31_S14_S15,EE,2018-01-01,3.9 
PCH_Q4_NSA,P31_S14_S15,EE,2018-04-01,4.1 
PCH_Q4_NSA,P31_S14_S15,EL,2015-07-01,-3.9 p
PCH_Q4_NSA,P31_S14_S15,EL,2015-10-01,-0.9 p
PCH_Q4_NSA,P31_S14_S15,EL,2016-01-01,-2.1 p
PCH_Q4_NSA,P31_S14_S15,EL,2016-04-01,-1.8 p
PCH_Q4_NSA,P31_S14_S15,EL,2016-07-01,3.4 p
PCH_Q4_NSA,P31_S14_S15,EL,2016-10-01,0.5 p
PCH_Q4_NSA,P31_S14_S15,EL,2017-01-01,1.4 p
PCH_Q4_NSA,P31_S14_S15,EL,2017-04-01,0.9 p
PCH_Q4_NSA,P31_S14_S15,EL,2017-07-01,-0.5 p
PCH_Q4_NSA,P31_S14_S15,EL,2017-10-01,-1.3 p
PCH_Q4_NSA,P31_S14_S15,EL,2018-01-01,1.3 p
PCH_Q4_NSA,P31_S14_S15,EL,2018-04-01,0.4 p
PCH_Q4_NSA,P31_S14_S15,ES,2015-07-01,3.7 
PCH_Q4_NSA,P31_S14_S15,ES,2015-10-01,3.1 
PCH_Q4_NSA,P31_S14_S15,ES,2016-01-01,3.3 p
PCH_Q4_NSA,P31_S14_S15,ES,2016-04-01,3.1 p
PCH_Q4_NSA,P31_S14_S15,ES,2016-07-01,2.6 p
PCH_Q4_NSA,P31_S14_S15,ES,2016-10-01,2.5 p
PCH_Q4_NSA,P31_S14_S15,ES,2017-01-01,2.4 p
PCH_Q4_NSA,P31_S14_S15,ES,2017-04-01,2.7 p
PCH_Q4_NSA,P31_S14_S15,ES,2017-07-01,2.4 p
PCH_Q4_NSA,P31_S14_S15,ES,2017-10-01,2.7 p
PCH_Q4_NSA,P31_S14_S15,ES,2018-01-01,3.1 p
PCH_Q4_NSA,P31_S14_S15,ES,2018-04-01,2.3 p
PCH_Q4_NSA,P31_S14_S15,EU28,2015-07-01,2.2 
PCH_Q4_NSA,P31_S14_S15,EU28,2015-10-01,2.2 
PCH_Q4_NSA,P31_S14_S15,EU28,2016-01-01,2.5 
PCH_Q4_NSA,P31_S14_S15,EU28,2016-04-01,2.5 
PCH_Q4_NSA,P31_S14_S15,EU28,2016-07-01,2.2 
PCH_Q4_NSA,P31_S14_S15,EU28,2016-10-01,2.2 
PCH_Q4_NSA,P31_S14_S15,EU28,2017-01-01,2.0 
PCH_Q4_NSA,P31_S14_S15,EU28,2017-04-01,2.0 
PCH_Q4_NSA,P31_S14_S15,EU28,2017-07-01,2.0 
PCH_Q4_NSA,P31_S14_S15,EU28,2017-10-01,1.7 
PCH_Q4_NSA,P31_S14_S15,EU28,2018-01-01,2.0 
PCH_Q4_NSA,P31_S14_S15,EU28,2018-04-01,1.6 
PCH_Q4_NSA,P31_S14_S15,FI,2015-07-01,1.7 
PCH_Q4_NSA,P31_S14_S15,FI,2015-10-01,2.2 
PCH_Q4_NSA,P31_S14_S15,FI,2016-01-01,1.6 
PCH_Q4_NSA,P31_S14_S15,FI,2016-04-01,2.6 
PCH_Q4_NSA,P31_S14_S15,FI,2016-07-01,2.0 
PCH_Q4_NSA,P31_S14_S15,FI,2016-10-01,1.7 
PCH_Q4_NSA,P31_S14_S15,FI,2017-01-01,1.9 
PCH_Q4_NSA,P31_S14_S15,FI,2017-04-01,0.5 
PCH_Q4_NSA,P31_S14_S15,FI,2017-07-01,1.1 
PCH_Q4_NSA,P31_S14_S15,FI,2017-10-01,1.8 
PCH_Q4_NSA,P31_S14_S15,FI,2018-01-01,1.4 
PCH_Q4_NSA,P31_S14_S15,FI,2018-04-01,2.3 
PCH_Q4_NSA,P31_S14_S15,FR,2015-07-01,1.4 
PCH_Q4_NSA,P31_S14_S15,FR,2015-10-01,1.1 
PCH_Q4_NSA,P31_S14_S15,FR,2016-01-01,2.1 
PCH_Q4_NSA,P31_S14_S15,FR,2016-04-01,2.4 
PCH_Q4_NSA,P31_S14_S15,FR,2016-07-01,1.7 
PCH_Q4_NSA,P31_S14_S15,FR,2016-10-01,2.1 
PCH_Q4_NSA,P31_S14_S15,FR,2017-01-01,1.0 
PCH_Q4_NSA,P31_S14_S15,FR,2017-04-01,0.7 
PCH_Q4_NSA,P31_S14_S15,FR,2017-07-01,1.4 
PCH_Q4_NSA,P31_S14_S15,FR,2017-10-01,0.8 
PCH_Q4_NSA,P31_S14_S15,FR,2018-01-01,1.2 
PCH_Q4_NSA,P31_S14_S15,FR,2018-04-01,0.8 
PCH_Q4_NSA,P31_S14_S15,HR,2015-07-01,1.3 
PCH_Q4_NSA,P31_S14_S15,HR,2015-10-01,2.5 
PCH_Q4_NSA,P31_S14_S15,HR,2016-01-01,3.1 
PCH_Q4_NSA,P31_S14_S15,HR,2016-04-01,3.2 
PCH_Q4_NSA,P31_S14_S15,HR,2016-07-01,3.8 
PCH_Q4_NSA,P31_S14_S15,HR,2016-10-01,3.7 
PCH_Q4_NSA,P31_S14_S15,HR,2017-01-01,3.5 
PCH_Q4_NSA,P31_S14_S15,HR,2017-04-01,3.8 
PCH_Q4_NSA,P31_S14_S15,HR,2017-07-01,3.7 
PCH_Q4_NSA,P31_S14_S15,HR,2017-10-01,3.4 
PCH_Q4_NSA,P31_S14_S15,HR,2018-01-01,3.9 
PCH_Q4_NSA,P31_S14_S15,HR,2018-04-01,3.6 
PCH_Q4_NSA,P31_S14_S15,HU,2015-07-01,3.5 
PCH_Q4_NSA,P31_S14_S15,HU,2015-10-01,4.4 
PCH_Q4_NSA,P31_S14_S15,HU,2016-01-01,4.0 
PCH_Q4_NSA,P31_S14_S15,HU,2016-04-01,4.0 
PCH_Q4_NSA,P31_S14_S15,HU,2016-07-01,3.7 
PCH_Q4_NSA,P31_S14_S15,HU,2016-10-01,4.1 
PCH_Q4_NSA,P31_S14_S15,HU,2017-01-01,3.9 
PCH_Q4_NSA,P31_S14_S15,HU,2017-04-01,4.6 
PCH_Q4_NSA,P31_S14_S15,HU,2017-07-01,5.0 
PCH_Q4_NSA,P31_S14_S15,HU,2017-10-01,5.6 
PCH_Q4_NSA,P31_S14_S15,HU,2018-01-01,6.0 
PCH_Q4_NSA,P31_S14_S15,HU,2018-04-01,5.5 
PCH_Q4_NSA,P31_S14_S15,IE,2015-07-01,4.0 
PCH_Q4_NSA,P31_S14_S15,IE,2015-10-01,3.2 
PCH_Q4_NSA,P31_S14_S15,IE,2016-01-01,6.6 
PCH_Q4_NSA,P31_S14_S15,IE,2016-04-01,3.6 
PCH_Q4_NSA,P31_S14_S15,IE,2016-07-01,3.0 
PCH_Q4_NSA,P31_S14_S15,IE,2016-10-01,3.2 
PCH_Q4_NSA,P31_S14_S15,IE,2017-01-01,-0.4 
PCH_Q4_NSA,P31_S14_S15,IE,2017-04-01,0.9 
PCH_Q4_NSA,P31_S14_S15,IE,2017-07-01,3.0 
PCH_Q4_NSA,P31_S14_S15,IE,2017-10-01,2.7 
PCH_Q4_NSA,P31_S14_S15,IE,2018-01-01,2.9 
PCH_Q4_NSA,P31_S14_S15,IE,2018-04-01,4.4 
PCH_Q4_NSA,P31_S14_S15,IS,2015-07-01,3.9 
PCH_Q4_NSA,P31_S14_S15,IS,2015-10-01,6.0 
PCH_Q4_NSA,P31_S14_S15,IS,2016-01-01,7.1 
PCH_Q4_NSA,P31_S14_S15,IS,2016-04-01,7.9 
PCH_Q4_NSA,P31_S14_S15,IS,2016-07-01,6.1 
PCH_Q4_NSA,P31_S14_S15,IS,2016-10-01,7.5 
PCH_Q4_NSA,P31_S14_S15,IS,2017-01-01,7.3 
PCH_Q4_NSA,P31_S14_S15,IS,2017-04-01,9.8 
PCH_Q4_NSA,P31_S14_S15,IS,2017-07-01,8.1 
PCH_Q4_NSA,P31_S14_S15,IS,2017-10-01,6.6 
PCH_Q4_NSA,P31_S14_S15,IS,2018-01-01,5.6 
PCH_Q4_NSA,P31_S14_S15,IS,2018-04-01,5.1 
PCH_Q4_NSA,P31_S14_S15,IT,2015-07-01,2.3 
PCH_Q4_NSA,P31_S14_S15,IT,2015-10-01,2.2 
PCH_Q4_NSA,P31_S14_S15,IT,2016-01-01,2.2 
PCH_Q4_NSA,P31_S14_S15,IT,2016-04-01,1.2 
PCH_Q4_NSA,P31_S14_S15,IT,2016-07-01,1.0 
PCH_Q4_NSA,P31_S14_S15,IT,2016-10-01,0.8 
PCH_Q4_NSA,P31_S14_S15,IT,2017-01-01,1.3 
PCH_Q4_NSA,P31_S14_S15,IT,2017-04-01,1.8 
PCH_Q4_NSA,P31_S14_S15,IT,2017-07-01,1.5 
PCH_Q4_NSA,P31_S14_S15,IT,2017-10-01,1.4 
PCH_Q4_NSA,P31_S14_S15,IT,2018-01-01,0.7 
PCH_Q4_NSA,P31_S14_S15,IT,2018-04-01,0.7 
PCH_Q4_NSA,P31_S14_S15,LT,2015-07-01,5.0 
PCH_Q4_NSA,P31_S14_S15,LT,2015-10-01,4.0 
PCH_Q4_NSA,P31_S14_S15,LT,2016-01-01,4.2 
PCH_Q4_NSA,P31_S14_S15,LT,2016-04-01,6.0 
PCH_Q4_NSA,P31_S14_S15,LT,2016-07-01,4.6 
PCH_Q4_NSA,P31_S14_S15,LT,2016-10-01,5.3 
PCH_Q4_NSA,P31_S14_S15,LT,2017-01-01,5.0 
PCH_Q4_NSA,P31_S14_S15,LT,2017-04-01,4.3 
PCH_Q4_NSA,P31_S14_S15,LT,2017-07-01,1.9 
PCH_Q4_NSA,P31_S14_S15,LT,2017-10-01,2.4 
PCH_Q4_NSA,P31_S14_S15,LT,2018-01-01,3.3 
PCH_Q4_NSA,P31_S14_S15,LT,2018-04-01,4.5 
PCH_Q4_NSA,P31_S14_S15,LU,2015-07-01,4.2 
PCH_Q4_NSA,P31_S14_S15,LU,2015-10-01,2.5 
PCH_Q4_NSA,P31_S14_S15,LU,2016-01-01,1.1 
PCH_Q4_NSA,P31_S14_S15,LU,2016-04-01,1.9 
PCH_Q4_NSA,P31_S14_S15,LU,2016-07-01,0.4 
PCH_Q4_NSA,P31_S14_S15,LU,2016-10-01,3.4 
PCH_Q4_NSA,P31_S14_S15,LU,2017-01-01,2.5 
PCH_Q4_NSA,P31_S14_S15,LU,2017-04-01,2.5 
PCH_Q4_NSA,P31_S14_S15,LU,2017-07-01,4.6 
PCH_Q4_NSA,P31_S14_S15,LU,2017-10-01,2.4 
PCH_Q4_NSA,P31_S14_S15,LU,2018-01-01,5.1 
PCH_Q4_NSA,P31_S14_S15,LU,2018-04-01,3.7 
PCH_Q4_NSA,P31_S14_S15,LV,2015-07-01,4.0 
PCH_Q4_NSA,P31_S14_S15,LV,2015-10-01,0.7 
PCH_Q4_NSA,P31_S14_S15,LV,2016-01-01,2.7 
PCH_Q4_NSA,P31_S14_S15,LV,2016-04-01,0.8 
PCH_Q4_NSA,P31_S14_S15,LV,2016-07-01,0.2 
PCH_Q4_NSA,P31_S14_S15,LV,2016-10-01,2.2 
PCH_Q4_NSA,P31_S14_S15,LV,2017-01-01,3.0 
PCH_Q4_NSA,P31_S14_S15,LV,2017-04-01,2.5 
PCH_Q4_NSA,P31_S14_S15,LV,2017-07-01,5.6 
PCH_Q4_NSA,P31_S14_S15,LV,2017-10-01,5.3 
PCH_Q4_NSA,P31_S14_S15,LV,2018-01-01,4.5 
PCH_Q4_NSA,P31_S14_S15,LV,2018-04-01,4.3 
PCH_Q4_NSA,P31_S14_S15,MK,2015-07-01,5.0 
PCH_Q4_NSA,P31_S14_S15,MK,2015-10-01,5.0 
PCH_Q4_NSA,P31_S14_S15,MK,2016-01-01,1.8 p
PCH_Q4_NSA,P31_S14_S15,MK,2016-04-01,-0.2 p
PCH_Q4_NSA,P31_S14_S15,MK,2016-07-01,5.3 p
PCH_Q4_NSA,P31_S14_S15,MK,2016-10-01,5.4 p
PCH_Q4_NSA,P31_S14_S15,MK,2017-01-01,1.3 e
PCH_Q4_NSA,P31_S14_S15,MK,2017-04-01,4.4 e
PCH_Q4_NSA,P31_S14_S15,MK,2017-07-01,2.9 e
PCH_Q4_NSA,P31_S14_S15,MK,2017-10-01,2.7 e
PCH_Q4_NSA,P31_S14_S15,MK,2018-01-01,2.3 e
PCH_Q4_NSA,P31_S14_S15,MK,2018-04-01,2.0 e
PCH_Q4_NSA,P31_S14_S15,MT,2015-07-01,7.3 
PCH_Q4_NSA,P31_S14_S15,MT,2015-10-01,5.4 
PCH_Q4_NSA,P31_S14_S15,MT,2016-01-01,5.9 
PCH_Q4_NSA,P31_S14_S15,MT,2016-04-01,2.4 
PCH_Q4_NSA,P31_S14_S15,MT,2016-07-01,0.1 
PCH_Q4_NSA,P31_S14_S15,MT,2016-10-01,2.2 
PCH_Q4_NSA,P31_S14_S15,MT,2017-01-01,4.7 
PCH_Q4_NSA,P31_S14_S15,MT,2017-04-01,4.1 
PCH_Q4_NSA,P31_S14_S15,MT,2017-07-01,3.4 
PCH_Q4_NSA,P31_S14_S15,MT,2017-10-01,2.7 
PCH_Q4_NSA,P31_S14_S15,MT,2018-01-01,4.8 
PCH_Q4_NSA,P31_S14_S15,MT,2018-04-01,7.0 
PCH_Q4_NSA,P31_S14_S15,NL,2015-07-01,2.3 
PCH_Q4_NSA,P31_S14_S15,NL,2015-10-01,1.5 
PCH_Q4_NSA,P31_S14_S15,NL,2016-01-01,1.0 p
PCH_Q4_NSA,P31_S14_S15,NL,2016-04-01,0.6 p
PCH_Q4_NSA,P31_S14_S15,NL,2016-07-01,1.1 p
PCH_Q4_NSA,P31_S14_S15,NL,2016-10-01,1.8 p
PCH_Q4_NSA,P31_S14_S15,NL,2017-01-01,1.6 p
PCH_Q4_NSA,P31_S14_S15,NL,2017-04-01,2.2 p
PCH_Q4_NSA,P31_S14_S15,NL,2017-07-01,2.5 p
PCH_Q4_NSA,P31_S14_S15,NL,2017-10-01,1.1 p
PCH_Q4_NSA,P31_S14_S15,NL,2018-01-01,3.6 p
PCH_Q4_NSA,P31_S14_S15,NL,2018-04-01,2.6 p
PCH_Q4_NSA,P31_S14_S15,NO,2015-07-01,2.7 
PCH_Q4_NSA,P31_S14_S15,NO,2015-10-01,2.2 
PCH_Q4_NSA,P31_S14_S15,NO,2016-01-01,0.5 
PCH_Q4_NSA,P31_S14_S15,NO,2016-04-01,3.2 
PCH_Q4_NSA,P31_S14_S15,NO,2016-07-01,-2.3 
PCH_Q4_NSA,P31_S14_S15,NO,2016-10-01,3.8 
PCH_Q4_NSA,P31_S14_S15,NO,2017-01-01,3.6 
PCH_Q4_NSA,P31_S14_S15,NO,2017-04-01,0.3 
PCH_Q4_NSA,P31_S14_S15,NO,2017-07-01,2.7 
PCH_Q4_NSA,P31_S14_S15,NO,2017-10-01,2.4 
PCH_Q4_NSA,P31_S14_S15,NO,2018-01-01,0.6 
PCH_Q4_NSA,P31_S14_S15,NO,2018-04-01,3.6 
PCH_Q4_NSA,P31_S14_S15,PL,2015-07-01,2.8 
PCH_Q4_NSA,P31_S14_S15,PL,2015-10-01,2.1 
PCH_Q4_NSA,P31_S14_S15,PL,2016-01-01,3.3 
PCH_Q4_NSA,P31_S14_S15,PL,2016-04-01,2.8 
PCH_Q4_NSA,P31_S14_S15,PL,2016-07-01,4.9 
PCH_Q4_NSA,P31_S14_S15,PL,2016-10-01,4.8 
PCH_Q4_NSA,P31_S14_S15,PL,2017-01-01,4.6 
PCH_Q4_NSA,P31_S14_S15,PL,2017-04-01,4.7 
PCH_Q4_NSA,P31_S14_S15,PL,2017-07-01,4.7 
PCH_Q4_NSA,P31_S14_S15,PL,2017-10-01,4.7 
PCH_Q4_NSA,P31_S14_S15,PL,2018-01-01,4.2 
PCH_Q4_NSA,P31_S14_S15,PL,2018-04-01,4.7 
PCH_Q4_NSA,P31_S14_S15,PT,2015-07-01,2.0 
PCH_Q4_NSA,P31_S14_S15,PT,2015-10-01,1.7 
PCH_Q4_NSA,P31_S14_S15,PT,2016-01-01,3.0 
PCH_Q4_NSA,P31_S14_S15,PT,2016-04-01,1.5 
PCH_Q4_NSA,P31_S14_S15,PT,2016-07-01,1.8 
PCH_Q4_NSA,P31_S14_S15,PT,2016-10-01,3.4 
PCH_Q4_NSA,P31_S14_S15,PT,2017-01-01,2.7 
PCH_Q4_NSA,P31_S14_S15,PT,2017-04-01,2.2 
PCH_Q4_NSA,P31_S14_S15,PT,2017-07-01,2.3 
PCH_Q4_NSA,P31_S14_S15,PT,2017-10-01,2.1 
PCH_Q4_NSA,P31_S14_S15,PT,2018-01-01,2.7 
PCH_Q4_NSA,P31_S14_S15,PT,2018-04-01,2.6 
PCH_Q4_NSA,P31_S14_S15,RO,2015-07-01,6.2 
PCH_Q4_NSA,P31_S14_S15,RO,2015-10-01,7.2 
PCH_Q4_NSA,P31_S14_S15,RO,2016-01-01,9.6 p
PCH_Q4_NSA,P31_S14_S15,RO,2016-04-01,10.8 p
PCH_Q4_NSA,P31_S14_S15,RO,2016-07-01,7.2 p
PCH_Q4_NSA,P31_S14_S15,RO,2016-10-01,4.7 p
PCH_Q4_NSA,P31_S14_S15,RO,2017-01-01,7.3 p
PCH_Q4_NSA,P31_S14_S15,RO,2017-04-01,7.3 p
PCH_Q4_NSA,P31_S14_S15,RO,2017-07-01,13.5 p
PCH_Q4_NSA,P31_S14_S15,RO,2017-10-01,11.7 p
PCH_Q4_NSA,P31_S14_S15,RO,2018-01-01,5.8 p
PCH_Q4_NSA,P31_S14_S15,RO,2018-04-01,5.0 p
