unit,tax,nace_r2,geotime,date,value
PC,NRG,B-E,PT,1995-01-01,
PC,NRG,B-E,PT,1996-01-01,
PC,NRG,B-E,PT,1997-01-01,
PC,NRG,B-E,PT,1998-01-01,
PC,NRG,B-E,PT,1999-01-01,
PC,NRG,B-E,PT,2000-01-01,
PC,NRG,B-E,PT,2001-01-01,
PC,NRG,B-E,PT,2002-01-01,
PC,NRG,B-E,PT,2003-01-01,
PC,NRG,B-E,PT,2004-01-01,
PC,NRG,B-E,PT,2005-01-01,
PC,NRG,B-E,PT,2006-01-01,7.2
PC,NRG,B-E,PT,2007-01-01,7.6
PC,NRG,B-E,PT,2008-01-01,7.6
PC,NRG,B-E,PT,2009-01-01,7.3
PC,NRG,B-E,PT,2010-01-01,7.4
PC,NRG,B-E,PT,2011-01-01,7.8
PC,NRG,B-E,PT,2012-01-01,7.1
PC,NRG,B-E,PT,2013-01-01,8.9
PC,NRG,B-E,PT,2014-01-01,8.8
PC,NRG,B-E,PT,2015-01-01,10.2
PC,NRG,B-E,PT,2016-01-01,
PC,NRG,B-E,RO,1995-01-01,
PC,NRG,B-E,RO,1996-01-01,
PC,NRG,B-E,RO,1997-01-01,
PC,NRG,B-E,RO,1998-01-01,
PC,NRG,B-E,RO,1999-01-01,
PC,NRG,B-E,RO,2000-01-01,
PC,NRG,B-E,RO,2001-01-01,
PC,NRG,B-E,RO,2002-01-01,
PC,NRG,B-E,RO,2003-01-01,
PC,NRG,B-E,RO,2004-01-01,
PC,NRG,B-E,RO,2005-01-01,
PC,NRG,B-E,RO,2006-01-01,50.1
PC,NRG,B-E,RO,2007-01-01,49.8
PC,NRG,B-E,RO,2008-01-01,46.2
PC,NRG,B-E,RO,2009-01-01,39.5
PC,NRG,B-E,RO,2010-01-01,41.8
PC,NRG,B-E,RO,2011-01-01,41.0
PC,NRG,B-E,RO,2012-01-01,39.9
PC,NRG,B-E,RO,2013-01-01,40.9
PC,NRG,B-E,RO,2014-01-01,45.8
PC,NRG,B-E,RO,2015-01-01,49.1
PC,NRG,B-E,RO,2016-01-01,
PC,NRG,B-E,RS,1995-01-01,
PC,NRG,B-E,RS,1996-01-01,
PC,NRG,B-E,RS,1997-01-01,
PC,NRG,B-E,RS,1998-01-01,
PC,NRG,B-E,RS,1999-01-01,
PC,NRG,B-E,RS,2000-01-01,
PC,NRG,B-E,RS,2001-01-01,
PC,NRG,B-E,RS,2002-01-01,
PC,NRG,B-E,RS,2003-01-01,
PC,NRG,B-E,RS,2004-01-01,
PC,NRG,B-E,RS,2005-01-01,
PC,NRG,B-E,RS,2006-01-01,
PC,NRG,B-E,RS,2007-01-01,
PC,NRG,B-E,RS,2008-01-01,24.0
PC,NRG,B-E,RS,2009-01-01,24.0
PC,NRG,B-E,RS,2010-01-01,21.0
PC,NRG,B-E,RS,2011-01-01,22.8
PC,NRG,B-E,RS,2012-01-01,21.7
PC,NRG,B-E,RS,2013-01-01,21.6
PC,NRG,B-E,RS,2014-01-01,21.0
PC,NRG,B-E,RS,2015-01-01,20.3
PC,NRG,B-E,RS,2016-01-01,
PC,NRG,B-E,SE,1995-01-01,
PC,NRG,B-E,SE,1996-01-01,
PC,NRG,B-E,SE,1997-01-01,
PC,NRG,B-E,SE,1998-01-01,
PC,NRG,B-E,SE,1999-01-01,
PC,NRG,B-E,SE,2000-01-01,
PC,NRG,B-E,SE,2001-01-01,
PC,NRG,B-E,SE,2002-01-01,
PC,NRG,B-E,SE,2003-01-01,
PC,NRG,B-E,SE,2004-01-01,
PC,NRG,B-E,SE,2005-01-01,
PC,NRG,B-E,SE,2006-01-01,
PC,NRG,B-E,SE,2007-01-01,
PC,NRG,B-E,SE,2008-01-01,14.6
PC,NRG,B-E,SE,2009-01-01,13.9
PC,NRG,B-E,SE,2010-01-01,15.1
PC,NRG,B-E,SE,2011-01-01,15.0
PC,NRG,B-E,SE,2012-01-01,15.6
PC,NRG,B-E,SE,2013-01-01,15.3
PC,NRG,B-E,SE,2014-01-01,15.1
PC,NRG,B-E,SE,2015-01-01,15.5
PC,NRG,B-E,SE,2016-01-01,
PC,NRG,B-E,SI,1995-01-01,
PC,NRG,B-E,SI,1996-01-01,
PC,NRG,B-E,SI,1997-01-01,
PC,NRG,B-E,SI,1998-01-01,
PC,NRG,B-E,SI,1999-01-01,
PC,NRG,B-E,SI,2000-01-01,
PC,NRG,B-E,SI,2001-01-01,
PC,NRG,B-E,SI,2002-01-01,
PC,NRG,B-E,SI,2003-01-01,
PC,NRG,B-E,SI,2004-01-01,
PC,NRG,B-E,SI,2005-01-01,
PC,NRG,B-E,SI,2006-01-01,
PC,NRG,B-E,SI,2007-01-01,
PC,NRG,B-E,SI,2008-01-01,19.5
PC,NRG,B-E,SI,2009-01-01,18.9
PC,NRG,B-E,SI,2010-01-01,19.2
PC,NRG,B-E,SI,2011-01-01,20.0
PC,NRG,B-E,SI,2012-01-01,19.2
PC,NRG,B-E,SI,2013-01-01,23.9
PC,NRG,B-E,SI,2014-01-01,24.2
PC,NRG,B-E,SI,2015-01-01,26.1
PC,NRG,B-E,SI,2016-01-01,24.4
PC,NRG,B-E,SK,1995-01-01,
PC,NRG,B-E,SK,1996-01-01,
PC,NRG,B-E,SK,1997-01-01,
PC,NRG,B-E,SK,1998-01-01,
PC,NRG,B-E,SK,1999-01-01,
PC,NRG,B-E,SK,2000-01-01,
PC,NRG,B-E,SK,2001-01-01,
PC,NRG,B-E,SK,2002-01-01,
PC,NRG,B-E,SK,2003-01-01,
PC,NRG,B-E,SK,2004-01-01,
PC,NRG,B-E,SK,2005-01-01,
PC,NRG,B-E,SK,2006-01-01,
PC,NRG,B-E,SK,2007-01-01,
PC,NRG,B-E,SK,2008-01-01,15.1
PC,NRG,B-E,SK,2009-01-01,24.6
PC,NRG,B-E,SK,2010-01-01,27.1
PC,NRG,B-E,SK,2011-01-01,27.6
PC,NRG,B-E,SK,2012-01-01,23.5
PC,NRG,B-E,SK,2013-01-01,11.9
PC,NRG,B-E,SK,2014-01-01,13.0
PC,NRG,B-E,SK,2015-01-01,13.0
PC,NRG,B-E,SK,2016-01-01,
PC,NRG,B-E,TR,1995-01-01,
PC,NRG,B-E,TR,1996-01-01,
PC,NRG,B-E,TR,1997-01-01,
PC,NRG,B-E,TR,1998-01-01,
PC,NRG,B-E,TR,1999-01-01,
PC,NRG,B-E,TR,2000-01-01,
PC,NRG,B-E,TR,2001-01-01,
PC,NRG,B-E,TR,2002-01-01,
PC,NRG,B-E,TR,2003-01-01,
PC,NRG,B-E,TR,2004-01-01,
PC,NRG,B-E,TR,2005-01-01,
PC,NRG,B-E,TR,2006-01-01,
PC,NRG,B-E,TR,2007-01-01,
PC,NRG,B-E,TR,2008-01-01,11.7
PC,NRG,B-E,TR,2009-01-01,11.7
PC,NRG,B-E,TR,2010-01-01,11.6
PC,NRG,B-E,TR,2011-01-01,11.7
PC,NRG,B-E,TR,2012-01-01,11.7
PC,NRG,B-E,TR,2013-01-01,11.7
PC,NRG,B-E,TR,2014-01-01,11.8
PC,NRG,B-E,TR,2015-01-01,11.8
PC,NRG,B-E,TR,2016-01-01,11.8
PC,NRG,B-E,UK,1995-01-01,
PC,NRG,B-E,UK,1996-01-01,
PC,NRG,B-E,UK,1997-01-01,19.0
PC,NRG,B-E,UK,1998-01-01,16.9
PC,NRG,B-E,UK,1999-01-01,15.3
PC,NRG,B-E,UK,2000-01-01,14.6
PC,NRG,B-E,UK,2001-01-01,16.3
PC,NRG,B-E,UK,2002-01-01,16.8
PC,NRG,B-E,UK,2003-01-01,17.0
PC,NRG,B-E,UK,2004-01-01,17.4
PC,NRG,B-E,UK,2005-01-01,17.9
PC,NRG,B-E,UK,2006-01-01,18.8
PC,NRG,B-E,UK,2007-01-01,18.2
PC,NRG,B-E,UK,2008-01-01,17.8
PC,NRG,B-E,UK,2009-01-01,18.6
PC,NRG,B-E,UK,2010-01-01,19.5
PC,NRG,B-E,UK,2011-01-01,20.3
PC,NRG,B-E,UK,2012-01-01,21.9
PC,NRG,B-E,UK,2013-01-01,25.2
PC,NRG,B-E,UK,2014-01-01,26.4
PC,NRG,B-E,UK,2015-01-01,26.7
PC,NRG,B-E,UK,2016-01-01,
PC,NRG,EP_HH,AT,1995-01-01,50.8
PC,NRG,EP_HH,AT,1996-01-01,44.8
PC,NRG,EP_HH,AT,1997-01-01,42.6
PC,NRG,EP_HH,AT,1998-01-01,42.3
PC,NRG,EP_HH,AT,1999-01-01,42.7
PC,NRG,EP_HH,AT,2000-01-01,40.8
PC,NRG,EP_HH,AT,2001-01-01,39.9
PC,NRG,EP_HH,AT,2002-01-01,42.2
PC,NRG,EP_HH,AT,2003-01-01,41.7
PC,NRG,EP_HH,AT,2004-01-01,41.2
PC,NRG,EP_HH,AT,2005-01-01,40.4
PC,NRG,EP_HH,AT,2006-01-01,41.2
PC,NRG,EP_HH,AT,2007-01-01,40.0
PC,NRG,EP_HH,AT,2008-01-01,33.0
PC,NRG,EP_HH,AT,2009-01-01,33.6
PC,NRG,EP_HH,AT,2010-01-01,33.3
PC,NRG,EP_HH,AT,2011-01-01,32.2
PC,NRG,EP_HH,AT,2012-01-01,31.8
PC,NRG,EP_HH,AT,2013-01-01,31.2
PC,NRG,EP_HH,AT,2014-01-01,30.4
PC,NRG,EP_HH,AT,2015-01-01,30.1
PC,NRG,EP_HH,AT,2016-01-01,
PC,NRG,EP_HH,BE,1995-01-01,
PC,NRG,EP_HH,BE,1996-01-01,
PC,NRG,EP_HH,BE,1997-01-01,
PC,NRG,EP_HH,BE,1998-01-01,
PC,NRG,EP_HH,BE,1999-01-01,
PC,NRG,EP_HH,BE,2000-01-01,
PC,NRG,EP_HH,BE,2001-01-01,
PC,NRG,EP_HH,BE,2002-01-01,
PC,NRG,EP_HH,BE,2003-01-01,
PC,NRG,EP_HH,BE,2004-01-01,
PC,NRG,EP_HH,BE,2005-01-01,
PC,NRG,EP_HH,BE,2006-01-01,
PC,NRG,EP_HH,BE,2007-01-01,
PC,NRG,EP_HH,BE,2008-01-01,32.4
PC,NRG,EP_HH,BE,2009-01-01,34.7
PC,NRG,EP_HH,BE,2010-01-01,49.8
PC,NRG,EP_HH,BE,2011-01-01,48.1
PC,NRG,EP_HH,BE,2012-01-01,45.3
PC,NRG,EP_HH,BE,2013-01-01,46.0
PC,NRG,EP_HH,BE,2014-01-01,45.1
PC,NRG,EP_HH,BE,2015-01-01,45.6
PC,NRG,EP_HH,BE,2016-01-01,
PC,NRG,EP_HH,BG,1995-01-01,
PC,NRG,EP_HH,BG,1996-01-01,
PC,NRG,EP_HH,BG,1997-01-01,
PC,NRG,EP_HH,BG,1998-01-01,
PC,NRG,EP_HH,BG,1999-01-01,
PC,NRG,EP_HH,BG,2000-01-01,
PC,NRG,EP_HH,BG,2001-01-01,
PC,NRG,EP_HH,BG,2002-01-01,
PC,NRG,EP_HH,BG,2003-01-01,
PC,NRG,EP_HH,BG,2004-01-01,
PC,NRG,EP_HH,BG,2005-01-01,
PC,NRG,EP_HH,BG,2006-01-01,
PC,NRG,EP_HH,BG,2007-01-01,
PC,NRG,EP_HH,BG,2008-01-01,25.4
PC,NRG,EP_HH,BG,2009-01-01,33.4
PC,NRG,EP_HH,BG,2010-01-01,42.3
PC,NRG,EP_HH,BG,2011-01-01,36.0
PC,NRG,EP_HH,BG,2012-01-01,35.7
PC,NRG,EP_HH,BG,2013-01-01,32.3
PC,NRG,EP_HH,BG,2014-01-01,32.9
PC,NRG,EP_HH,BG,2015-01-01,36.0
PC,NRG,EP_HH,BG,2016-01-01,
PC,NRG,EP_HH,CH,1995-01-01,49.3
PC,NRG,EP_HH,CH,1996-01-01,50.1
PC,NRG,EP_HH,CH,1997-01-01,48.2
PC,NRG,EP_HH,CH,1998-01-01,49.0
PC,NRG,EP_HH,CH,1999-01-01,48.4
PC,NRG,EP_HH,CH,2000-01-01,49.3
PC,NRG,EP_HH,CH,2001-01-01,49.6
PC,NRG,EP_HH,CH,2002-01-01,49.8
PC,NRG,EP_HH,CH,2003-01-01,49.7
PC,NRG,EP_HH,CH,2004-01-01,50.9
PC,NRG,EP_HH,CH,2005-01-01,51.6
PC,NRG,EP_HH,CH,2006-01-01,52.3
PC,NRG,EP_HH,CH,2007-01-01,51.3
PC,NRG,EP_HH,CH,2008-01-01,50.5
PC,NRG,EP_HH,CH,2009-01-01,50.4
PC,NRG,EP_HH,CH,2010-01-01,51.0
PC,NRG,EP_HH,CH,2011-01-01,50.8
PC,NRG,EP_HH,CH,2012-01-01,51.4
PC,NRG,EP_HH,CH,2013-01-01,51.8
PC,NRG,EP_HH,CH,2014-01-01,51.9
PC,NRG,EP_HH,CH,2015-01-01,52.3
PC,NRG,EP_HH,CH,2016-01-01,
PC,NRG,EP_HH,CY,1995-01-01,
PC,NRG,EP_HH,CY,1996-01-01,
PC,NRG,EP_HH,CY,1997-01-01,
PC,NRG,EP_HH,CY,1998-01-01,
PC,NRG,EP_HH,CY,1999-01-01,
PC,NRG,EP_HH,CY,2000-01-01,
PC,NRG,EP_HH,CY,2001-01-01,
PC,NRG,EP_HH,CY,2002-01-01,
PC,NRG,EP_HH,CY,2003-01-01,
PC,NRG,EP_HH,CY,2004-01-01,
PC,NRG,EP_HH,CY,2005-01-01,
PC,NRG,EP_HH,CY,2006-01-01,
PC,NRG,EP_HH,CY,2007-01-01,
PC,NRG,EP_HH,CY,2008-01-01,55.8
PC,NRG,EP_HH,CY,2009-01-01,56.4
PC,NRG,EP_HH,CY,2010-01-01,59.9
PC,NRG,EP_HH,CY,2011-01-01,61.1
PC,NRG,EP_HH,CY,2012-01-01,61.9
PC,NRG,EP_HH,CY,2013-01-01,65.3
PC,NRG,EP_HH,CY,2014-01-01,67.0
PC,NRG,EP_HH,CY,2015-01-01,64.8
PC,NRG,EP_HH,CY,2016-01-01,
PC,NRG,EP_HH,CZ,1995-01-01,
PC,NRG,EP_HH,CZ,1996-01-01,
PC,NRG,EP_HH,CZ,1997-01-01,
PC,NRG,EP_HH,CZ,1998-01-01,
PC,NRG,EP_HH,CZ,1999-01-01,
PC,NRG,EP_HH,CZ,2000-01-01,
PC,NRG,EP_HH,CZ,2001-01-01,
PC,NRG,EP_HH,CZ,2002-01-01,
PC,NRG,EP_HH,CZ,2003-01-01,
PC,NRG,EP_HH,CZ,2004-01-01,
PC,NRG,EP_HH,CZ,2005-01-01,15.7
PC,NRG,EP_HH,CZ,2006-01-01,16.1
PC,NRG,EP_HH,CZ,2007-01-01,16.0
PC,NRG,EP_HH,CZ,2008-01-01,16.5
PC,NRG,EP_HH,CZ,2009-01-01,17.4
PC,NRG,EP_HH,CZ,2010-01-01,17.9
PC,NRG,EP_HH,CZ,2011-01-01,17.9
PC,NRG,EP_HH,CZ,2012-01-01,18.9
PC,NRG,EP_HH,CZ,2013-01-01,19.8
PC,NRG,EP_HH,CZ,2014-01-01,19.9
PC,NRG,EP_HH,CZ,2015-01-01,21.5
PC,NRG,EP_HH,CZ,2016-01-01,
PC,NRG,EP_HH,DE,1995-01-01,
PC,NRG,EP_HH,DE,1996-01-01,
PC,NRG,EP_HH,DE,1997-01-01,
PC,NRG,EP_HH,DE,1998-01-01,
PC,NRG,EP_HH,DE,1999-01-01,
PC,NRG,EP_HH,DE,2000-01-01,
PC,NRG,EP_HH,DE,2001-01-01,
PC,NRG,EP_HH,DE,2002-01-01,
PC,NRG,EP_HH,DE,2003-01-01,
PC,NRG,EP_HH,DE,2004-01-01,
PC,NRG,EP_HH,DE,2005-01-01,
PC,NRG,EP_HH,DE,2006-01-01,
PC,NRG,EP_HH,DE,2007-01-01,
PC,NRG,EP_HH,DE,2008-01-01,55.2
PC,NRG,EP_HH,DE,2009-01-01,55.2
PC,NRG,EP_HH,DE,2010-01-01,54.7
PC,NRG,EP_HH,DE,2011-01-01,51.9
PC,NRG,EP_HH,DE,2012-01-01,51.7
PC,NRG,EP_HH,DE,2013-01-01,52.9
PC,NRG,EP_HH,DE,2014-01-01,51.4
PC,NRG,EP_HH,DE,2015-01-01,51.3
PC,NRG,EP_HH,DE,2016-01-01,
PC,NRG,EP_HH,DK,1995-01-01,65.6
PC,NRG,EP_HH,DK,1996-01-01,65.1
PC,NRG,EP_HH,DK,1997-01-01,63.7
PC,NRG,EP_HH,DK,1998-01-01,57.2
PC,NRG,EP_HH,DK,1999-01-01,58.3
PC,NRG,EP_HH,DK,2000-01-01,58.1
PC,NRG,EP_HH,DK,2001-01-01,59.2
PC,NRG,EP_HH,DK,2002-01-01,58.8
PC,NRG,EP_HH,DK,2003-01-01,58.6
PC,NRG,EP_HH,DK,2004-01-01,57.5
PC,NRG,EP_HH,DK,2005-01-01,58.6
PC,NRG,EP_HH,DK,2006-01-01,59.8
PC,NRG,EP_HH,DK,2007-01-01,56.5
PC,NRG,EP_HH,DK,2008-01-01,59.9
PC,NRG,EP_HH,DK,2009-01-01,59.5
PC,NRG,EP_HH,DK,2010-01-01,60.1
PC,NRG,EP_HH,DK,2011-01-01,56.8
PC,NRG,EP_HH,DK,2012-01-01,55.8
PC,NRG,EP_HH,DK,2013-01-01,57.3
PC,NRG,EP_HH,DK,2014-01-01,54.2
PC,NRG,EP_HH,DK,2015-01-01,56.8
PC,NRG,EP_HH,DK,2016-01-01,56.7
PC,NRG,EP_HH,EA19,1995-01-01,
PC,NRG,EP_HH,EA19,1996-01-01,
PC,NRG,EP_HH,EA19,1997-01-01,
PC,NRG,EP_HH,EA19,1998-01-01,
PC,NRG,EP_HH,EA19,1999-01-01,
PC,NRG,EP_HH,EA19,2000-01-01,
PC,NRG,EP_HH,EA19,2001-01-01,
PC,NRG,EP_HH,EA19,2002-01-01,
PC,NRG,EP_HH,EA19,2003-01-01,
PC,NRG,EP_HH,EA19,2004-01-01,
PC,NRG,EP_HH,EA19,2005-01-01,
PC,NRG,EP_HH,EA19,2006-01-01,
PC,NRG,EP_HH,EA19,2007-01-01,
PC,NRG,EP_HH,EA19,2008-01-01,51.9
PC,NRG,EP_HH,EA19,2009-01-01,52.8
PC,NRG,EP_HH,EA19,2010-01-01,51.8
PC,NRG,EP_HH,EA19,2011-01-01,49.8
PC,NRG,EP_HH,EA19,2012-01-01,49.6
PC,NRG,EP_HH,EA19,2013-01-01,49.9
PC,NRG,EP_HH,EA19,2014-01-01,49.1
PC,NRG,EP_HH,EA19,2015-01-01,49.5
PC,NRG,EP_HH,EA19,2016-01-01,
PC,NRG,EP_HH,EE,1995-01-01,
PC,NRG,EP_HH,EE,1996-01-01,
PC,NRG,EP_HH,EE,1997-01-01,
PC,NRG,EP_HH,EE,1998-01-01,
PC,NRG,EP_HH,EE,1999-01-01,
PC,NRG,EP_HH,EE,2000-01-01,
PC,NRG,EP_HH,EE,2001-01-01,
PC,NRG,EP_HH,EE,2002-01-01,
PC,NRG,EP_HH,EE,2003-01-01,
PC,NRG,EP_HH,EE,2004-01-01,
PC,NRG,EP_HH,EE,2005-01-01,
PC,NRG,EP_HH,EE,2006-01-01,
PC,NRG,EP_HH,EE,2007-01-01,
PC,NRG,EP_HH,EE,2008-01-01,38.4
PC,NRG,EP_HH,EE,2009-01-01,38.0
PC,NRG,EP_HH,EE,2010-01-01,34.5
PC,NRG,EP_HH,EE,2011-01-01,32.2
PC,NRG,EP_HH,EE,2012-01-01,29.1
PC,NRG,EP_HH,EE,2013-01-01,29.5
PC,NRG,EP_HH,EE,2014-01-01,27.4
PC,NRG,EP_HH,EE,2015-01-01,26.5
PC,NRG,EP_HH,EE,2016-01-01,
PC,NRG,EP_HH,EL,1995-01-01,
PC,NRG,EP_HH,EL,1996-01-01,
PC,NRG,EP_HH,EL,1997-01-01,
PC,NRG,EP_HH,EL,1998-01-01,
PC,NRG,EP_HH,EL,1999-01-01,
PC,NRG,EP_HH,EL,2000-01-01,
PC,NRG,EP_HH,EL,2001-01-01,
PC,NRG,EP_HH,EL,2002-01-01,
PC,NRG,EP_HH,EL,2003-01-01,
PC,NRG,EP_HH,EL,2004-01-01,
PC,NRG,EP_HH,EL,2005-01-01,
PC,NRG,EP_HH,EL,2006-01-01,
PC,NRG,EP_HH,EL,2007-01-01,
PC,NRG,EP_HH,EL,2008-01-01,51.5
PC,NRG,EP_HH,EL,2009-01-01,54.3
PC,NRG,EP_HH,EL,2010-01-01,45.2
PC,NRG,EP_HH,EL,2011-01-01,46.5
PC,NRG,EP_HH,EL,2012-01-01,43.9
PC,NRG,EP_HH,EL,2013-01-01,39.8
PC,NRG,EP_HH,EL,2014-01-01,39.4
PC,NRG,EP_HH,EL,2015-01-01,42.1
PC,NRG,EP_HH,EL,2016-01-01,
PC,NRG,EP_HH,ES,1995-01-01,
PC,NRG,EP_HH,ES,1996-01-01,
PC,NRG,EP_HH,ES,1997-01-01,
PC,NRG,EP_HH,ES,1998-01-01,
PC,NRG,EP_HH,ES,1999-01-01,
PC,NRG,EP_HH,ES,2000-01-01,
PC,NRG,EP_HH,ES,2001-01-01,
PC,NRG,EP_HH,ES,2002-01-01,
PC,NRG,EP_HH,ES,2003-01-01,
PC,NRG,EP_HH,ES,2004-01-01,
PC,NRG,EP_HH,ES,2005-01-01,
PC,NRG,EP_HH,ES,2006-01-01,
PC,NRG,EP_HH,ES,2007-01-01,
PC,NRG,EP_HH,ES,2008-01-01,51.4
PC,NRG,EP_HH,ES,2009-01-01,55.1
PC,NRG,EP_HH,ES,2010-01-01,55.7
PC,NRG,EP_HH,ES,2011-01-01,54.6
PC,NRG,EP_HH,ES,2012-01-01,54.2
PC,NRG,EP_HH,ES,2013-01-01,51.3
PC,NRG,EP_HH,ES,2014-01-01,51.9
PC,NRG,EP_HH,ES,2015-01-01,51.7
PC,NRG,EP_HH,ES,2016-01-01,
PC,NRG,EP_HH,EU28,1995-01-01,
PC,NRG,EP_HH,EU28,1996-01-01,
PC,NRG,EP_HH,EU28,1997-01-01,
PC,NRG,EP_HH,EU28,1998-01-01,
PC,NRG,EP_HH,EU28,1999-01-01,
PC,NRG,EP_HH,EU28,2000-01-01,
PC,NRG,EP_HH,EU28,2001-01-01,
PC,NRG,EP_HH,EU28,2002-01-01,
PC,NRG,EP_HH,EU28,2003-01-01,
PC,NRG,EP_HH,EU28,2004-01-01,
PC,NRG,EP_HH,EU28,2005-01-01,
PC,NRG,EP_HH,EU28,2006-01-01,
PC,NRG,EP_HH,EU28,2007-01-01,
PC,NRG,EP_HH,EU28,2008-01-01,49.3
PC,NRG,EP_HH,EU28,2009-01-01,50.3
PC,NRG,EP_HH,EU28,2010-01-01,49.7
PC,NRG,EP_HH,EU28,2011-01-01,48.1
PC,NRG,EP_HH,EU28,2012-01-01,47.5
PC,NRG,EP_HH,EU28,2013-01-01,47.3
PC,NRG,EP_HH,EU28,2014-01-01,46.1
PC,NRG,EP_HH,EU28,2015-01-01,45.7
PC,NRG,EP_HH,EU28,2016-01-01,
PC,NRG,EP_HH,FI,1995-01-01,
PC,NRG,EP_HH,FI,1996-01-01,
PC,NRG,EP_HH,FI,1997-01-01,
PC,NRG,EP_HH,FI,1998-01-01,
PC,NRG,EP_HH,FI,1999-01-01,
PC,NRG,EP_HH,FI,2000-01-01,
PC,NRG,EP_HH,FI,2001-01-01,
PC,NRG,EP_HH,FI,2002-01-01,
PC,NRG,EP_HH,FI,2003-01-01,
PC,NRG,EP_HH,FI,2004-01-01,
PC,NRG,EP_HH,FI,2005-01-01,
PC,NRG,EP_HH,FI,2006-01-01,
PC,NRG,EP_HH,FI,2007-01-01,
PC,NRG,EP_HH,FI,2008-01-01,28.4
PC,NRG,EP_HH,FI,2009-01-01,39.9
PC,NRG,EP_HH,FI,2010-01-01,34.9
PC,NRG,EP_HH,FI,2011-01-01,33.6
PC,NRG,EP_HH,FI,2012-01-01,32.2
PC,NRG,EP_HH,FI,2013-01-01,35.0
PC,NRG,EP_HH,FI,2014-01-01,35.3
PC,NRG,EP_HH,FI,2015-01-01,39.6
PC,NRG,EP_HH,FI,2016-01-01,
PC,NRG,EP_HH,FR,1995-01-01,
PC,NRG,EP_HH,FR,1996-01-01,
PC,NRG,EP_HH,FR,1997-01-01,
PC,NRG,EP_HH,FR,1998-01-01,
PC,NRG,EP_HH,FR,1999-01-01,
PC,NRG,EP_HH,FR,2000-01-01,
PC,NRG,EP_HH,FR,2001-01-01,
PC,NRG,EP_HH,FR,2002-01-01,
PC,NRG,EP_HH,FR,2003-01-01,
PC,NRG,EP_HH,FR,2004-01-01,
PC,NRG,EP_HH,FR,2005-01-01,
PC,NRG,EP_HH,FR,2006-01-01,
PC,NRG,EP_HH,FR,2007-01-01,
PC,NRG,EP_HH,FR,2008-01-01,55.9
PC,NRG,EP_HH,FR,2009-01-01,55.9
PC,NRG,EP_HH,FR,2010-01-01,52.4
PC,NRG,EP_HH,FR,2011-01-01,51.0
PC,NRG,EP_HH,FR,2012-01-01,51.4
PC,NRG,EP_HH,FR,2013-01-01,53.7
PC,NRG,EP_HH,FR,2014-01-01,54.3
PC,NRG,EP_HH,FR,2015-01-01,56.9
PC,NRG,EP_HH,FR,2016-01-01,59.4
PC,NRG,EP_HH,HR,1995-01-01,
PC,NRG,EP_HH,HR,1996-01-01,
PC,NRG,EP_HH,HR,1997-01-01,
PC,NRG,EP_HH,HR,1998-01-01,
PC,NRG,EP_HH,HR,1999-01-01,
PC,NRG,EP_HH,HR,2000-01-01,
PC,NRG,EP_HH,HR,2001-01-01,
PC,NRG,EP_HH,HR,2002-01-01,
PC,NRG,EP_HH,HR,2003-01-01,
PC,NRG,EP_HH,HR,2004-01-01,
PC,NRG,EP_HH,HR,2005-01-01,
PC,NRG,EP_HH,HR,2006-01-01,
PC,NRG,EP_HH,HR,2007-01-01,
PC,NRG,EP_HH,HR,2008-01-01,36.7
PC,NRG,EP_HH,HR,2009-01-01,37.0
PC,NRG,EP_HH,HR,2010-01-01,38.4
PC,NRG,EP_HH,HR,2011-01-01,37.2
PC,NRG,EP_HH,HR,2012-01-01,38.4
PC,NRG,EP_HH,HR,2013-01-01,38.3
PC,NRG,EP_HH,HR,2014-01-01,38.2
PC,NRG,EP_HH,HR,2015-01-01,36.1
PC,NRG,EP_HH,HR,2016-01-01,
PC,NRG,EP_HH,HU,1995-01-01,
PC,NRG,EP_HH,HU,1996-01-01,
PC,NRG,EP_HH,HU,1997-01-01,
PC,NRG,EP_HH,HU,1998-01-01,
PC,NRG,EP_HH,HU,1999-01-01,
PC,NRG,EP_HH,HU,2000-01-01,
PC,NRG,EP_HH,HU,2001-01-01,
PC,NRG,EP_HH,HU,2002-01-01,
PC,NRG,EP_HH,HU,2003-01-01,
PC,NRG,EP_HH,HU,2004-01-01,
PC,NRG,EP_HH,HU,2005-01-01,57.0
PC,NRG,EP_HH,HU,2006-01-01,56.7
PC,NRG,EP_HH,HU,2007-01-01,56.6
PC,NRG,EP_HH,HU,2008-01-01,55.8
PC,NRG,EP_HH,HU,2009-01-01,56.2
PC,NRG,EP_HH,HU,2010-01-01,55.3
PC,NRG,EP_HH,HU,2011-01-01,54.9
PC,NRG,EP_HH,HU,2012-01-01,54.8
PC,NRG,EP_HH,HU,2013-01-01,36.7
PC,NRG,EP_HH,HU,2014-01-01,34.8
PC,NRG,EP_HH,HU,2015-01-01,33.8
PC,NRG,EP_HH,HU,2016-01-01,
PC,NRG,EP_HH,IE,1995-01-01,27.9
PC,NRG,EP_HH,IE,1996-01-01,30.9
PC,NRG,EP_HH,IE,1997-01-01,34.0
PC,NRG,EP_HH,IE,1998-01-01,37.6
PC,NRG,EP_HH,IE,1999-01-01,41.5
PC,NRG,EP_HH,IE,2000-01-01,45.2
PC,NRG,EP_HH,IE,2001-01-01,48.3
PC,NRG,EP_HH,IE,2002-01-01,47.5
PC,NRG,EP_HH,IE,2003-01-01,46.8
PC,NRG,EP_HH,IE,2004-01-01,45.7
