unit,tax,nace_r2,geotime,date,value
PC,NRG,A,CZ,2014-01-01,5.0
PC,NRG,A,CZ,2015-01-01,4.7
PC,NRG,A,CZ,2016-01-01,
PC,NRG,A,DE,1995-01-01,
PC,NRG,A,DE,1996-01-01,
PC,NRG,A,DE,1997-01-01,
PC,NRG,A,DE,1998-01-01,
PC,NRG,A,DE,1999-01-01,
PC,NRG,A,DE,2000-01-01,
PC,NRG,A,DE,2001-01-01,
PC,NRG,A,DE,2002-01-01,
PC,NRG,A,DE,2003-01-01,
PC,NRG,A,DE,2004-01-01,
PC,NRG,A,DE,2005-01-01,
PC,NRG,A,DE,2006-01-01,
PC,NRG,A,DE,2007-01-01,
PC,NRG,A,DE,2008-01-01,3.3
PC,NRG,A,DE,2009-01-01,3.2
PC,NRG,A,DE,2010-01-01,2.6
PC,NRG,A,DE,2011-01-01,2.5
PC,NRG,A,DE,2012-01-01,2.7
PC,NRG,A,DE,2013-01-01,2.7
PC,NRG,A,DE,2014-01-01,2.8
PC,NRG,A,DE,2015-01-01,2.8
PC,NRG,A,DE,2016-01-01,
PC,NRG,A,DK,1995-01-01,1.9
PC,NRG,A,DK,1996-01-01,2.0
PC,NRG,A,DK,1997-01-01,2.2
PC,NRG,A,DK,1998-01-01,2.7
PC,NRG,A,DK,1999-01-01,2.7
PC,NRG,A,DK,2000-01-01,2.6
PC,NRG,A,DK,2001-01-01,2.3
PC,NRG,A,DK,2002-01-01,2.3
PC,NRG,A,DK,2003-01-01,2.1
PC,NRG,A,DK,2004-01-01,2.2
PC,NRG,A,DK,2005-01-01,2.1
PC,NRG,A,DK,2006-01-01,1.9
PC,NRG,A,DK,2007-01-01,2.2
PC,NRG,A,DK,2008-01-01,1.7
PC,NRG,A,DK,2009-01-01,2.0
PC,NRG,A,DK,2010-01-01,1.9
PC,NRG,A,DK,2011-01-01,2.3
PC,NRG,A,DK,2012-01-01,2.6
PC,NRG,A,DK,2013-01-01,2.5
PC,NRG,A,DK,2014-01-01,2.6
PC,NRG,A,DK,2015-01-01,2.7
PC,NRG,A,DK,2016-01-01,2.7
PC,NRG,A,EA19,1995-01-01,
PC,NRG,A,EA19,1996-01-01,
PC,NRG,A,EA19,1997-01-01,
PC,NRG,A,EA19,1998-01-01,
PC,NRG,A,EA19,1999-01-01,
PC,NRG,A,EA19,2000-01-01,
PC,NRG,A,EA19,2001-01-01,
PC,NRG,A,EA19,2002-01-01,
PC,NRG,A,EA19,2003-01-01,
PC,NRG,A,EA19,2004-01-01,
PC,NRG,A,EA19,2005-01-01,
PC,NRG,A,EA19,2006-01-01,
PC,NRG,A,EA19,2007-01-01,
PC,NRG,A,EA19,2008-01-01,2.5
PC,NRG,A,EA19,2009-01-01,2.4
PC,NRG,A,EA19,2010-01-01,2.2
PC,NRG,A,EA19,2011-01-01,2.2
PC,NRG,A,EA19,2012-01-01,2.3
PC,NRG,A,EA19,2013-01-01,2.4
PC,NRG,A,EA19,2014-01-01,2.5
PC,NRG,A,EA19,2015-01-01,2.5
PC,NRG,A,EA19,2016-01-01,
PC,NRG,A,EE,1995-01-01,
PC,NRG,A,EE,1996-01-01,
PC,NRG,A,EE,1997-01-01,
PC,NRG,A,EE,1998-01-01,
PC,NRG,A,EE,1999-01-01,
PC,NRG,A,EE,2000-01-01,
PC,NRG,A,EE,2001-01-01,
PC,NRG,A,EE,2002-01-01,
PC,NRG,A,EE,2003-01-01,
PC,NRG,A,EE,2004-01-01,
PC,NRG,A,EE,2005-01-01,
PC,NRG,A,EE,2006-01-01,
PC,NRG,A,EE,2007-01-01,
PC,NRG,A,EE,2008-01-01,3.5
PC,NRG,A,EE,2009-01-01,3.1
PC,NRG,A,EE,2010-01-01,3.6
PC,NRG,A,EE,2011-01-01,3.9
PC,NRG,A,EE,2012-01-01,3.8
PC,NRG,A,EE,2013-01-01,3.5
PC,NRG,A,EE,2014-01-01,3.6
PC,NRG,A,EE,2015-01-01,4.3
PC,NRG,A,EE,2016-01-01,
PC,NRG,A,EL,1995-01-01,
PC,NRG,A,EL,1996-01-01,
PC,NRG,A,EL,1997-01-01,
PC,NRG,A,EL,1998-01-01,
PC,NRG,A,EL,1999-01-01,
PC,NRG,A,EL,2000-01-01,
PC,NRG,A,EL,2001-01-01,
PC,NRG,A,EL,2002-01-01,
PC,NRG,A,EL,2003-01-01,
PC,NRG,A,EL,2004-01-01,
PC,NRG,A,EL,2005-01-01,
PC,NRG,A,EL,2006-01-01,
PC,NRG,A,EL,2007-01-01,
PC,NRG,A,EL,2008-01-01,3.7
PC,NRG,A,EL,2009-01-01,3.9
PC,NRG,A,EL,2010-01-01,6.9
PC,NRG,A,EL,2011-01-01,7.2
PC,NRG,A,EL,2012-01-01,6.0
PC,NRG,A,EL,2013-01-01,6.6
PC,NRG,A,EL,2014-01-01,6.5
PC,NRG,A,EL,2015-01-01,6.0
PC,NRG,A,EL,2016-01-01,
PC,NRG,A,ES,1995-01-01,
PC,NRG,A,ES,1996-01-01,
PC,NRG,A,ES,1997-01-01,
PC,NRG,A,ES,1998-01-01,
PC,NRG,A,ES,1999-01-01,
PC,NRG,A,ES,2000-01-01,
PC,NRG,A,ES,2001-01-01,
PC,NRG,A,ES,2002-01-01,
PC,NRG,A,ES,2003-01-01,
PC,NRG,A,ES,2004-01-01,
PC,NRG,A,ES,2005-01-01,
PC,NRG,A,ES,2006-01-01,
PC,NRG,A,ES,2007-01-01,
PC,NRG,A,ES,2008-01-01,1.5
PC,NRG,A,ES,2009-01-01,1.4
PC,NRG,A,ES,2010-01-01,1.4
PC,NRG,A,ES,2011-01-01,1.2
PC,NRG,A,ES,2012-01-01,1.4
PC,NRG,A,ES,2013-01-01,1.5
PC,NRG,A,ES,2014-01-01,1.3
PC,NRG,A,ES,2015-01-01,1.4
PC,NRG,A,ES,2016-01-01,
PC,NRG,A,EU28,1995-01-01,
PC,NRG,A,EU28,1996-01-01,
PC,NRG,A,EU28,1997-01-01,
PC,NRG,A,EU28,1998-01-01,
PC,NRG,A,EU28,1999-01-01,
PC,NRG,A,EU28,2000-01-01,
PC,NRG,A,EU28,2001-01-01,
PC,NRG,A,EU28,2002-01-01,
PC,NRG,A,EU28,2003-01-01,
PC,NRG,A,EU28,2004-01-01,
PC,NRG,A,EU28,2005-01-01,
PC,NRG,A,EU28,2006-01-01,
PC,NRG,A,EU28,2007-01-01,
PC,NRG,A,EU28,2008-01-01,2.6
PC,NRG,A,EU28,2009-01-01,2.7
PC,NRG,A,EU28,2010-01-01,2.5
PC,NRG,A,EU28,2011-01-01,2.5
PC,NRG,A,EU28,2012-01-01,2.5
PC,NRG,A,EU28,2013-01-01,2.6
PC,NRG,A,EU28,2014-01-01,2.7
PC,NRG,A,EU28,2015-01-01,2.7
PC,NRG,A,EU28,2016-01-01,
PC,NRG,A,FI,1995-01-01,
PC,NRG,A,FI,1996-01-01,
PC,NRG,A,FI,1997-01-01,
PC,NRG,A,FI,1998-01-01,
PC,NRG,A,FI,1999-01-01,
PC,NRG,A,FI,2000-01-01,
PC,NRG,A,FI,2001-01-01,
PC,NRG,A,FI,2002-01-01,
PC,NRG,A,FI,2003-01-01,
PC,NRG,A,FI,2004-01-01,
PC,NRG,A,FI,2005-01-01,
PC,NRG,A,FI,2006-01-01,
PC,NRG,A,FI,2007-01-01,
PC,NRG,A,FI,2008-01-01,4.3
PC,NRG,A,FI,2009-01-01,2.4
PC,NRG,A,FI,2010-01-01,2.7
PC,NRG,A,FI,2011-01-01,2.3
PC,NRG,A,FI,2012-01-01,2.4
PC,NRG,A,FI,2013-01-01,2.8
PC,NRG,A,FI,2014-01-01,2.5
PC,NRG,A,FI,2015-01-01,2.3
PC,NRG,A,FI,2016-01-01,
PC,NRG,A,FR,1995-01-01,
PC,NRG,A,FR,1996-01-01,
PC,NRG,A,FR,1997-01-01,
PC,NRG,A,FR,1998-01-01,
PC,NRG,A,FR,1999-01-01,
PC,NRG,A,FR,2000-01-01,
PC,NRG,A,FR,2001-01-01,
PC,NRG,A,FR,2002-01-01,
PC,NRG,A,FR,2003-01-01,
PC,NRG,A,FR,2004-01-01,
PC,NRG,A,FR,2005-01-01,
PC,NRG,A,FR,2006-01-01,
PC,NRG,A,FR,2007-01-01,
PC,NRG,A,FR,2008-01-01,2.7
PC,NRG,A,FR,2009-01-01,2.7
PC,NRG,A,FR,2010-01-01,2.6
PC,NRG,A,FR,2011-01-01,2.6
PC,NRG,A,FR,2012-01-01,2.7
PC,NRG,A,FR,2013-01-01,2.7
PC,NRG,A,FR,2014-01-01,2.8
PC,NRG,A,FR,2015-01-01,2.5
PC,NRG,A,FR,2016-01-01,2.3
PC,NRG,A,HR,1995-01-01,
PC,NRG,A,HR,1996-01-01,
PC,NRG,A,HR,1997-01-01,
PC,NRG,A,HR,1998-01-01,
PC,NRG,A,HR,1999-01-01,
PC,NRG,A,HR,2000-01-01,
PC,NRG,A,HR,2001-01-01,
PC,NRG,A,HR,2002-01-01,
PC,NRG,A,HR,2003-01-01,
PC,NRG,A,HR,2004-01-01,
PC,NRG,A,HR,2005-01-01,
PC,NRG,A,HR,2006-01-01,
PC,NRG,A,HR,2007-01-01,
PC,NRG,A,HR,2008-01-01,6.0
PC,NRG,A,HR,2009-01-01,6.0
PC,NRG,A,HR,2010-01-01,4.4
PC,NRG,A,HR,2011-01-01,4.5
PC,NRG,A,HR,2012-01-01,4.4
PC,NRG,A,HR,2013-01-01,4.2
PC,NRG,A,HR,2014-01-01,4.0
PC,NRG,A,HR,2015-01-01,6.7
PC,NRG,A,HR,2016-01-01,
PC,NRG,A,HU,1995-01-01,
PC,NRG,A,HU,1996-01-01,
PC,NRG,A,HU,1997-01-01,
PC,NRG,A,HU,1998-01-01,
PC,NRG,A,HU,1999-01-01,
PC,NRG,A,HU,2000-01-01,
PC,NRG,A,HU,2001-01-01,
PC,NRG,A,HU,2002-01-01,
PC,NRG,A,HU,2003-01-01,
PC,NRG,A,HU,2004-01-01,
PC,NRG,A,HU,2005-01-01,4.6
PC,NRG,A,HU,2006-01-01,5.0
PC,NRG,A,HU,2007-01-01,5.0
PC,NRG,A,HU,2008-01-01,5.1
PC,NRG,A,HU,2009-01-01,5.0
PC,NRG,A,HU,2010-01-01,5.4
PC,NRG,A,HU,2011-01-01,5.5
PC,NRG,A,HU,2012-01-01,5.7
PC,NRG,A,HU,2013-01-01,6.3
PC,NRG,A,HU,2014-01-01,6.0
PC,NRG,A,HU,2015-01-01,6.2
PC,NRG,A,HU,2016-01-01,
PC,NRG,A,IE,1995-01-01,0.8
PC,NRG,A,IE,1996-01-01,0.8
PC,NRG,A,IE,1997-01-01,0.9
PC,NRG,A,IE,1998-01-01,1.0
PC,NRG,A,IE,1999-01-01,1.2
PC,NRG,A,IE,2000-01-01,1.5
PC,NRG,A,IE,2001-01-01,1.4
PC,NRG,A,IE,2002-01-01,1.3
PC,NRG,A,IE,2003-01-01,1.3
PC,NRG,A,IE,2004-01-01,1.3
PC,NRG,A,IE,2005-01-01,1.4
PC,NRG,A,IE,2006-01-01,1.2
PC,NRG,A,IE,2007-01-01,1.0
PC,NRG,A,IE,2008-01-01,0.9
PC,NRG,A,IE,2009-01-01,1.0
PC,NRG,A,IE,2010-01-01,1.3
PC,NRG,A,IE,2011-01-01,1.8
PC,NRG,A,IE,2012-01-01,1.8
PC,NRG,A,IE,2013-01-01,1.9
PC,NRG,A,IE,2014-01-01,2.0
PC,NRG,A,IE,2015-01-01,2.2
PC,NRG,A,IE,2016-01-01,2.3
PC,NRG,A,IT,1995-01-01,1.3
PC,NRG,A,IT,1996-01-01,1.2
PC,NRG,A,IT,1997-01-01,1.2
PC,NRG,A,IT,1998-01-01,1.1
PC,NRG,A,IT,1999-01-01,1.1
PC,NRG,A,IT,2000-01-01,1.0
PC,NRG,A,IT,2001-01-01,1.1
PC,NRG,A,IT,2002-01-01,1.1
PC,NRG,A,IT,2003-01-01,1.1
PC,NRG,A,IT,2004-01-01,1.1
PC,NRG,A,IT,2005-01-01,1.1
PC,NRG,A,IT,2006-01-01,1.1
PC,NRG,A,IT,2007-01-01,1.1
PC,NRG,A,IT,2008-01-01,1.2
PC,NRG,A,IT,2009-01-01,1.2
PC,NRG,A,IT,2010-01-01,1.2
PC,NRG,A,IT,2011-01-01,1.3
PC,NRG,A,IT,2012-01-01,1.5
PC,NRG,A,IT,2013-01-01,1.6
PC,NRG,A,IT,2014-01-01,1.6
PC,NRG,A,IT,2015-01-01,1.7
PC,NRG,A,IT,2016-01-01,
PC,NRG,A,LT,1995-01-01,
PC,NRG,A,LT,1996-01-01,
PC,NRG,A,LT,1997-01-01,
PC,NRG,A,LT,1998-01-01,
PC,NRG,A,LT,1999-01-01,
PC,NRG,A,LT,2000-01-01,
PC,NRG,A,LT,2001-01-01,
PC,NRG,A,LT,2002-01-01,
PC,NRG,A,LT,2003-01-01,
PC,NRG,A,LT,2004-01-01,
PC,NRG,A,LT,2005-01-01,
PC,NRG,A,LT,2006-01-01,
PC,NRG,A,LT,2007-01-01,
PC,NRG,A,LT,2008-01-01,6.8
PC,NRG,A,LT,2009-01-01,6.8
PC,NRG,A,LT,2010-01-01,6.8
PC,NRG,A,LT,2011-01-01,7.6
PC,NRG,A,LT,2012-01-01,7.9
PC,NRG,A,LT,2013-01-01,4.3
PC,NRG,A,LT,2014-01-01,6.5
PC,NRG,A,LT,2015-01-01,6.4
PC,NRG,A,LT,2016-01-01,
PC,NRG,A,LU,1995-01-01,0.1
PC,NRG,A,LU,1996-01-01,0.1
PC,NRG,A,LU,1997-01-01,0.1
PC,NRG,A,LU,1998-01-01,0.1
PC,NRG,A,LU,1999-01-01,0.1
PC,NRG,A,LU,2000-01-01,0.1
PC,NRG,A,LU,2001-01-01,0.1
PC,NRG,A,LU,2002-01-01,0.1
PC,NRG,A,LU,2003-01-01,0.1
PC,NRG,A,LU,2004-01-01,0.1
PC,NRG,A,LU,2005-01-01,0.0
PC,NRG,A,LU,2006-01-01,0.0
PC,NRG,A,LU,2007-01-01,0.0
PC,NRG,A,LU,2008-01-01,0.0
PC,NRG,A,LU,2009-01-01,0.0
PC,NRG,A,LU,2010-01-01,0.0
PC,NRG,A,LU,2011-01-01,0.0
PC,NRG,A,LU,2012-01-01,0.0
PC,NRG,A,LU,2013-01-01,0.0
PC,NRG,A,LU,2014-01-01,0.0
PC,NRG,A,LU,2015-01-01,0.0
PC,NRG,A,LU,2016-01-01,
PC,NRG,A,LV,1995-01-01,
PC,NRG,A,LV,1996-01-01,
PC,NRG,A,LV,1997-01-01,
PC,NRG,A,LV,1998-01-01,
PC,NRG,A,LV,1999-01-01,
PC,NRG,A,LV,2000-01-01,
PC,NRG,A,LV,2001-01-01,
PC,NRG,A,LV,2002-01-01,
PC,NRG,A,LV,2003-01-01,
PC,NRG,A,LV,2004-01-01,
PC,NRG,A,LV,2005-01-01,
PC,NRG,A,LV,2006-01-01,
PC,NRG,A,LV,2007-01-01,
PC,NRG,A,LV,2008-01-01,7.8
PC,NRG,A,LV,2009-01-01,8.5
PC,NRG,A,LV,2010-01-01,3.9
PC,NRG,A,LV,2011-01-01,6.5
PC,NRG,A,LV,2012-01-01,6.3
PC,NRG,A,LV,2013-01-01,5.9
PC,NRG,A,LV,2014-01-01,5.1
PC,NRG,A,LV,2015-01-01,7.1
PC,NRG,A,LV,2016-01-01,
PC,NRG,A,MK,1995-01-01,
PC,NRG,A,MK,1996-01-01,
PC,NRG,A,MK,1997-01-01,
PC,NRG,A,MK,1998-01-01,
PC,NRG,A,MK,1999-01-01,
PC,NRG,A,MK,2000-01-01,
PC,NRG,A,MK,2001-01-01,
PC,NRG,A,MK,2002-01-01,
PC,NRG,A,MK,2003-01-01,
PC,NRG,A,MK,2004-01-01,
PC,NRG,A,MK,2005-01-01,
PC,NRG,A,MK,2006-01-01,
PC,NRG,A,MK,2007-01-01,
PC,NRG,A,MK,2008-01-01,
PC,NRG,A,MK,2009-01-01,
PC,NRG,A,MK,2010-01-01,11.5
PC,NRG,A,MK,2011-01-01,10.9
PC,NRG,A,MK,2012-01-01,10.9
PC,NRG,A,MK,2013-01-01,10.5
PC,NRG,A,MK,2014-01-01,10.5
PC,NRG,A,MK,2015-01-01,
PC,NRG,A,MK,2016-01-01,
PC,NRG,A,MT,1995-01-01,2.8
PC,NRG,A,MT,1996-01-01,2.8
PC,NRG,A,MT,1997-01-01,2.8
PC,NRG,A,MT,1998-01-01,2.8
PC,NRG,A,MT,1999-01-01,2.8
PC,NRG,A,MT,2000-01-01,2.8
PC,NRG,A,MT,2001-01-01,2.8
PC,NRG,A,MT,2002-01-01,2.8
PC,NRG,A,MT,2003-01-01,2.8
PC,NRG,A,MT,2004-01-01,2.8
PC,NRG,A,MT,2005-01-01,2.8
PC,NRG,A,MT,2006-01-01,2.8
PC,NRG,A,MT,2007-01-01,2.8
PC,NRG,A,MT,2008-01-01,1.4
PC,NRG,A,MT,2009-01-01,1.5
PC,NRG,A,MT,2010-01-01,0.9
PC,NRG,A,MT,2011-01-01,0.6
PC,NRG,A,MT,2012-01-01,0.6
PC,NRG,A,MT,2013-01-01,0.6
PC,NRG,A,MT,2014-01-01,0.6
PC,NRG,A,MT,2015-01-01,0.6
PC,NRG,A,MT,2016-01-01,0.6
PC,NRG,A,NL,1995-01-01,1.7
PC,NRG,A,NL,1996-01-01,1.8
PC,NRG,A,NL,1997-01-01,1.7
PC,NRG,A,NL,1998-01-01,1.6
PC,NRG,A,NL,1999-01-01,1.6
PC,NRG,A,NL,2000-01-01,1.5
PC,NRG,A,NL,2001-01-01,2.0
PC,NRG,A,NL,2002-01-01,1.5
PC,NRG,A,NL,2003-01-01,1.6
PC,NRG,A,NL,2004-01-01,1.9
PC,NRG,A,NL,2005-01-01,2.8
PC,NRG,A,NL,2006-01-01,2.9
PC,NRG,A,NL,2007-01-01,2.5
PC,NRG,A,NL,2008-01-01,2.7
PC,NRG,A,NL,2009-01-01,2.8
PC,NRG,A,NL,2010-01-01,2.0
PC,NRG,A,NL,2011-01-01,2.0
PC,NRG,A,NL,2012-01-01,1.9
PC,NRG,A,NL,2013-01-01,2.7
PC,NRG,A,NL,2014-01-01,3.7
PC,NRG,A,NL,2015-01-01,3.5
PC,NRG,A,NL,2016-01-01,3.4
PC,NRG,A,NO,1995-01-01,
PC,NRG,A,NO,1996-01-01,
PC,NRG,A,NO,1997-01-01,
PC,NRG,A,NO,1998-01-01,
PC,NRG,A,NO,1999-01-01,
PC,NRG,A,NO,2000-01-01,
PC,NRG,A,NO,2001-01-01,
PC,NRG,A,NO,2002-01-01,
PC,NRG,A,NO,2003-01-01,
PC,NRG,A,NO,2004-01-01,
PC,NRG,A,NO,2005-01-01,
PC,NRG,A,NO,2006-01-01,
PC,NRG,A,NO,2007-01-01,
PC,NRG,A,NO,2008-01-01,2.7
PC,NRG,A,NO,2009-01-01,2.7
PC,NRG,A,NO,2010-01-01,2.9
PC,NRG,A,NO,2011-01-01,2.8
PC,NRG,A,NO,2012-01-01,2.7
PC,NRG,A,NO,2013-01-01,2.6
PC,NRG,A,NO,2014-01-01,2.7
PC,NRG,A,NO,2015-01-01,2.8
PC,NRG,A,NO,2016-01-01,
PC,NRG,A,PL,1995-01-01,
PC,NRG,A,PL,1996-01-01,
PC,NRG,A,PL,1997-01-01,
PC,NRG,A,PL,1998-01-01,
PC,NRG,A,PL,1999-01-01,
PC,NRG,A,PL,2000-01-01,
PC,NRG,A,PL,2001-01-01,
PC,NRG,A,PL,2002-01-01,
PC,NRG,A,PL,2003-01-01,
PC,NRG,A,PL,2004-01-01,
PC,NRG,A,PL,2005-01-01,
PC,NRG,A,PL,2006-01-01,
PC,NRG,A,PL,2007-01-01,
PC,NRG,A,PL,2008-01-01,5.6
PC,NRG,A,PL,2009-01-01,5.6
PC,NRG,A,PL,2010-01-01,4.6
PC,NRG,A,PL,2011-01-01,4.9
PC,NRG,A,PL,2012-01-01,4.8
PC,NRG,A,PL,2013-01-01,4.8
PC,NRG,A,PL,2014-01-01,5.0
PC,NRG,A,PL,2015-01-01,4.7
PC,NRG,A,PL,2016-01-01,
PC,NRG,A,PT,1995-01-01,
PC,NRG,A,PT,1996-01-01,
PC,NRG,A,PT,1997-01-01,
PC,NRG,A,PT,1998-01-01,
PC,NRG,A,PT,1999-01-01,
PC,NRG,A,PT,2000-01-01,
PC,NRG,A,PT,2001-01-01,
PC,NRG,A,PT,2002-01-01,
PC,NRG,A,PT,2003-01-01,
PC,NRG,A,PT,2004-01-01,
PC,NRG,A,PT,2005-01-01,
PC,NRG,A,PT,2006-01-01,1.9
PC,NRG,A,PT,2007-01-01,1.8
PC,NRG,A,PT,2008-01-01,2.0
PC,NRG,A,PT,2009-01-01,1.9
PC,NRG,A,PT,2010-01-01,2.0
PC,NRG,A,PT,2011-01-01,2.2
PC,NRG,A,PT,2012-01-01,2.2
PC,NRG,A,PT,2013-01-01,2.5
PC,NRG,A,PT,2014-01-01,2.3
PC,NRG,A,PT,2015-01-01,2.2
PC,NRG,A,PT,2016-01-01,
PC,NRG,A,RO,1995-01-01,
PC,NRG,A,RO,1996-01-01,
PC,NRG,A,RO,1997-01-01,
PC,NRG,A,RO,1998-01-01,
PC,NRG,A,RO,1999-01-01,
PC,NRG,A,RO,2000-01-01,
PC,NRG,A,RO,2001-01-01,
PC,NRG,A,RO,2002-01-01,
PC,NRG,A,RO,2003-01-01,
PC,NRG,A,RO,2004-01-01,
PC,NRG,A,RO,2005-01-01,
PC,NRG,A,RO,2006-01-01,1.0
PC,NRG,A,RO,2007-01-01,1.0
PC,NRG,A,RO,2008-01-01,1.1
PC,NRG,A,RO,2009-01-01,1.7
PC,NRG,A,RO,2010-01-01,1.6
PC,NRG,A,RO,2011-01-01,1.8
PC,NRG,A,RO,2012-01-01,2.1
PC,NRG,A,RO,2013-01-01,2.0
PC,NRG,A,RO,2014-01-01,1.8
PC,NRG,A,RO,2015-01-01,2.2
PC,NRG,A,RO,2016-01-01,
PC,NRG,A,RS,1995-01-01,
PC,NRG,A,RS,1996-01-01,
PC,NRG,A,RS,1997-01-01,
PC,NRG,A,RS,1998-01-01,
PC,NRG,A,RS,1999-01-01,
PC,NRG,A,RS,2000-01-01,
PC,NRG,A,RS,2001-01-01,
PC,NRG,A,RS,2002-01-01,
PC,NRG,A,RS,2003-01-01,
PC,NRG,A,RS,2004-01-01,
PC,NRG,A,RS,2005-01-01,
PC,NRG,A,RS,2006-01-01,
PC,NRG,A,RS,2007-01-01,
PC,NRG,A,RS,2008-01-01,1.3
PC,NRG,A,RS,2009-01-01,1.3
PC,NRG,A,RS,2010-01-01,0.9
PC,NRG,A,RS,2011-01-01,1.2
PC,NRG,A,RS,2012-01-01,2.5
PC,NRG,A,RS,2013-01-01,2.5
PC,NRG,A,RS,2014-01-01,1.9
PC,NRG,A,RS,2015-01-01,1.8
PC,NRG,A,RS,2016-01-01,
PC,NRG,A,SE,1995-01-01,
PC,NRG,A,SE,1996-01-01,
PC,NRG,A,SE,1997-01-01,
PC,NRG,A,SE,1998-01-01,
PC,NRG,A,SE,1999-01-01,
PC,NRG,A,SE,2000-01-01,
PC,NRG,A,SE,2001-01-01,
PC,NRG,A,SE,2002-01-01,
PC,NRG,A,SE,2003-01-01,
PC,NRG,A,SE,2004-01-01,
PC,NRG,A,SE,2005-01-01,
PC,NRG,A,SE,2006-01-01,
PC,NRG,A,SE,2007-01-01,
PC,NRG,A,SE,2008-01-01,4.0
PC,NRG,A,SE,2009-01-01,3.9
PC,NRG,A,SE,2010-01-01,4.2
PC,NRG,A,SE,2011-01-01,4.5
PC,NRG,A,SE,2012-01-01,4.7
PC,NRG,A,SE,2013-01-01,4.7
PC,NRG,A,SE,2014-01-01,4.6
PC,NRG,A,SE,2015-01-01,4.8
PC,NRG,A,SE,2016-01-01,
PC,NRG,A,SI,1995-01-01,
PC,NRG,A,SI,1996-01-01,
PC,NRG,A,SI,1997-01-01,
PC,NRG,A,SI,1998-01-01,
PC,NRG,A,SI,1999-01-01,
PC,NRG,A,SI,2000-01-01,
PC,NRG,A,SI,2001-01-01,
PC,NRG,A,SI,2002-01-01,
PC,NRG,A,SI,2003-01-01,
PC,NRG,A,SI,2004-01-01,
PC,NRG,A,SI,2005-01-01,
PC,NRG,A,SI,2006-01-01,
PC,NRG,A,SI,2007-01-01,
PC,NRG,A,SI,2008-01-01,0.0
PC,NRG,A,SI,2009-01-01,0.0
PC,NRG,A,SI,2010-01-01,0.0
PC,NRG,A,SI,2011-01-01,0.0
PC,NRG,A,SI,2012-01-01,0.0
PC,NRG,A,SI,2013-01-01,0.1
PC,NRG,A,SI,2014-01-01,0.1
PC,NRG,A,SI,2015-01-01,0.1
PC,NRG,A,SI,2016-01-01,0.2
PC,NRG,A,SK,1995-01-01,
PC,NRG,A,SK,1996-01-01,
PC,NRG,A,SK,1997-01-01,
PC,NRG,A,SK,1998-01-01,
PC,NRG,A,SK,1999-01-01,
PC,NRG,A,SK,2000-01-01,
PC,NRG,A,SK,2001-01-01,
PC,NRG,A,SK,2002-01-01,
PC,NRG,A,SK,2003-01-01,
PC,NRG,A,SK,2004-01-01,
PC,NRG,A,SK,2005-01-01,
PC,NRG,A,SK,2006-01-01,
PC,NRG,A,SK,2007-01-01,
PC,NRG,A,SK,2008-01-01,4.8
PC,NRG,A,SK,2009-01-01,4.1
PC,NRG,A,SK,2010-01-01,4.4
PC,NRG,A,SK,2011-01-01,5.0
PC,NRG,A,SK,2012-01-01,4.9
PC,NRG,A,SK,2013-01-01,5.2
PC,NRG,A,SK,2014-01-01,5.5
PC,NRG,A,SK,2015-01-01,5.5
PC,NRG,A,SK,2016-01-01,
PC,NRG,A,TR,1995-01-01,
PC,NRG,A,TR,1996-01-01,
PC,NRG,A,TR,1997-01-01,
PC,NRG,A,TR,1998-01-01,
PC,NRG,A,TR,1999-01-01,
PC,NRG,A,TR,2000-01-01,
PC,NRG,A,TR,2001-01-01,
PC,NRG,A,TR,2002-01-01,
PC,NRG,A,TR,2003-01-01,
PC,NRG,A,TR,2004-01-01,
PC,NRG,A,TR,2005-01-01,
PC,NRG,A,TR,2006-01-01,
PC,NRG,A,TR,2007-01-01,
PC,NRG,A,TR,2008-01-01,5.7
PC,NRG,A,TR,2009-01-01,5.8
PC,NRG,A,TR,2010-01-01,5.7
PC,NRG,A,TR,2011-01-01,5.7
PC,NRG,A,TR,2012-01-01,5.7
PC,NRG,A,TR,2013-01-01,5.7
PC,NRG,A,TR,2014-01-01,5.7
PC,NRG,A,TR,2015-01-01,5.6
PC,NRG,A,TR,2016-01-01,5.7
PC,NRG,A,UK,1995-01-01,
PC,NRG,A,UK,1996-01-01,
PC,NRG,A,UK,1997-01-01,2.3
PC,NRG,A,UK,1998-01-01,2.3
PC,NRG,A,UK,1999-01-01,2.4
PC,NRG,A,UK,2000-01-01,2.5
PC,NRG,A,UK,2001-01-01,2.4
PC,NRG,A,UK,2002-01-01,2.4
PC,NRG,A,UK,2003-01-01,2.1
PC,NRG,A,UK,2004-01-01,2.5
PC,NRG,A,UK,2005-01-01,2.5
PC,NRG,A,UK,2006-01-01,2.3
PC,NRG,A,UK,2007-01-01,2.5
PC,NRG,A,UK,2008-01-01,2.2
PC,NRG,A,UK,2009-01-01,2.8
PC,NRG,A,UK,2010-01-01,2.3
PC,NRG,A,UK,2011-01-01,2.3
PC,NRG,A,UK,2012-01-01,2.2
PC,NRG,A,UK,2013-01-01,2.1
PC,NRG,A,UK,2014-01-01,2.1
PC,NRG,A,UK,2015-01-01,2.3
PC,NRG,A,UK,2016-01-01,
PC,NRG,B-E,AT,1995-01-01,6.5
PC,NRG,B-E,AT,1996-01-01,9.0
PC,NRG,B-E,AT,1997-01-01,14.5
PC,NRG,B-E,AT,1998-01-01,12.3
