na_item,nace_r2,unit,geotime,date,value
B1G,L,MIO_EUR_NSA,AL,2015-07-01,156.1
B1G,L,MIO_EUR_NSA,AL,2015-10-01,158.0
B1G,L,MIO_EUR_NSA,AL,2016-01-01,153.2
B1G,L,MIO_EUR_NSA,AL,2016-04-01,153.9
B1G,L,MIO_EUR_NSA,AL,2016-07-01,158.6
B1G,L,MIO_EUR_NSA,AL,2016-10-01,159.3
B1G,L,MIO_EUR_NSA,AL,2017-01-01,157.5
B1G,L,MIO_EUR_NSA,AL,2017-04-01,161.3
B1G,L,MIO_EUR_NSA,AL,2017-07-01,164.7
B1G,L,MIO_EUR_NSA,AL,2017-10-01,172.2
B1G,L,MIO_EUR_NSA,AL,2018-01-01,166.6
B1G,L,MIO_EUR_NSA,AL,2018-04-01,174.9
B1G,L,MIO_EUR_NSA,AT,2015-07-01,7519.4
B1G,L,MIO_EUR_NSA,AT,2015-10-01,7554.1
B1G,L,MIO_EUR_NSA,AT,2016-01-01,7633.7
B1G,L,MIO_EUR_NSA,AT,2016-04-01,7737.1
B1G,L,MIO_EUR_NSA,AT,2016-07-01,7821.9
B1G,L,MIO_EUR_NSA,AT,2016-10-01,7904.5
B1G,L,MIO_EUR_NSA,AT,2017-01-01,7967.9
B1G,L,MIO_EUR_NSA,AT,2017-04-01,8061.5
B1G,L,MIO_EUR_NSA,AT,2017-07-01,8185.6
B1G,L,MIO_EUR_NSA,AT,2017-10-01,8317.5
B1G,L,MIO_EUR_NSA,AT,2018-01-01,8433.5
B1G,L,MIO_EUR_NSA,AT,2018-04-01,8550.5
B1G,L,MIO_EUR_NSA,BE,2015-07-01,7981.0
B1G,L,MIO_EUR_NSA,BE,2015-10-01,7950.0
B1G,L,MIO_EUR_NSA,BE,2016-01-01,8051.0
B1G,L,MIO_EUR_NSA,BE,2016-04-01,8099.0
B1G,L,MIO_EUR_NSA,BE,2016-07-01,8034.0
B1G,L,MIO_EUR_NSA,BE,2016-10-01,8093.0
B1G,L,MIO_EUR_NSA,BE,2017-01-01,8119.0
B1G,L,MIO_EUR_NSA,BE,2017-04-01,8144.0
B1G,L,MIO_EUR_NSA,BE,2017-07-01,8150.0
B1G,L,MIO_EUR_NSA,BE,2017-10-01,8161.0
B1G,L,MIO_EUR_NSA,BE,2018-01-01,8208.0
B1G,L,MIO_EUR_NSA,BE,2018-04-01,8215.0
B1G,L,MIO_EUR_NSA,BG,2015-07-01,895.7
B1G,L,MIO_EUR_NSA,BG,2015-10-01,964.4
B1G,L,MIO_EUR_NSA,BG,2016-01-01,973.6
B1G,L,MIO_EUR_NSA,BG,2016-04-01,1082.1
B1G,L,MIO_EUR_NSA,BG,2016-07-01,945.6
B1G,L,MIO_EUR_NSA,BG,2016-10-01,975.0
B1G,L,MIO_EUR_NSA,BG,2017-01-01,1098.2
B1G,L,MIO_EUR_NSA,BG,2017-04-01,1290.4
B1G,L,MIO_EUR_NSA,BG,2017-07-01,996.4
B1G,L,MIO_EUR_NSA,BG,2017-10-01,1124.1
B1G,L,MIO_EUR_NSA,BG,2018-01-01,1179.1
B1G,L,MIO_EUR_NSA,BG,2018-04-01,1302.7
B1G,L,MIO_EUR_NSA,CH,2015-07-01,10945.1
B1G,L,MIO_EUR_NSA,CH,2015-10-01,10964.3
B1G,L,MIO_EUR_NSA,CH,2016-01-01,10879.4
B1G,L,MIO_EUR_NSA,CH,2016-04-01,11051.0
B1G,L,MIO_EUR_NSA,CH,2016-07-01,11158.2
B1G,L,MIO_EUR_NSA,CH,2016-10-01,11352.5
B1G,L,MIO_EUR_NSA,CH,2017-01-01,11384.7
B1G,L,MIO_EUR_NSA,CH,2017-04-01,11280.3
B1G,L,MIO_EUR_NSA,CH,2017-07-01,10826.9
B1G,L,MIO_EUR_NSA,CH,2017-10-01,10528.3
B1G,L,MIO_EUR_NSA,CH,2018-01-01,10631.9
B1G,L,MIO_EUR_NSA,CH,2018-04-01,10585.3
B1G,L,MIO_EUR_NSA,CY,2015-07-01,391.8
B1G,L,MIO_EUR_NSA,CY,2015-10-01,397.4
B1G,L,MIO_EUR_NSA,CY,2016-01-01,406.6
B1G,L,MIO_EUR_NSA,CY,2016-04-01,412.5
B1G,L,MIO_EUR_NSA,CY,2016-07-01,414.3
B1G,L,MIO_EUR_NSA,CY,2016-10-01,417.0
B1G,L,MIO_EUR_NSA,CY,2017-01-01,419.5
B1G,L,MIO_EUR_NSA,CY,2017-04-01,421.9
B1G,L,MIO_EUR_NSA,CY,2017-07-01,424.7
B1G,L,MIO_EUR_NSA,CY,2017-10-01,427.1
B1G,L,MIO_EUR_NSA,CY,2018-01-01,432.8
B1G,L,MIO_EUR_NSA,CY,2018-04-01,436.7
B1G,L,MIO_EUR_NSA,CZ,2015-07-01,3206.6
B1G,L,MIO_EUR_NSA,CZ,2015-10-01,3337.1
B1G,L,MIO_EUR_NSA,CZ,2016-01-01,3282.7
B1G,L,MIO_EUR_NSA,CZ,2016-04-01,3353.9
B1G,L,MIO_EUR_NSA,CZ,2016-07-01,3337.4
B1G,L,MIO_EUR_NSA,CZ,2016-10-01,3494.0
B1G,L,MIO_EUR_NSA,CZ,2017-01-01,3425.0
B1G,L,MIO_EUR_NSA,CZ,2017-04-01,3656.1
B1G,L,MIO_EUR_NSA,CZ,2017-07-01,3699.3
B1G,L,MIO_EUR_NSA,CZ,2017-10-01,3911.2
B1G,L,MIO_EUR_NSA,CZ,2018-01-01,3915.4
B1G,L,MIO_EUR_NSA,CZ,2018-04-01,4061.4
B1G,L,MIO_EUR_NSA,DE,2015-07-01,77226.0
B1G,L,MIO_EUR_NSA,DE,2015-10-01,74330.0
B1G,L,MIO_EUR_NSA,DE,2016-01-01,77527.0
B1G,L,MIO_EUR_NSA,DE,2016-04-01,77144.0
B1G,L,MIO_EUR_NSA,DE,2016-07-01,78420.0
B1G,L,MIO_EUR_NSA,DE,2016-10-01,75163.0
B1G,L,MIO_EUR_NSA,DE,2017-01-01,79033.0
B1G,L,MIO_EUR_NSA,DE,2017-04-01,78625.0
B1G,L,MIO_EUR_NSA,DE,2017-07-01,81026.0
B1G,L,MIO_EUR_NSA,DE,2017-10-01,77474.0
B1G,L,MIO_EUR_NSA,DE,2018-01-01,81398.0
B1G,L,MIO_EUR_NSA,DE,2018-04-01,81046.0
B1G,L,MIO_EUR_NSA,DK,2015-07-01,6049.3
B1G,L,MIO_EUR_NSA,DK,2015-10-01,5939.3
B1G,L,MIO_EUR_NSA,DK,2016-01-01,6219.4
B1G,L,MIO_EUR_NSA,DK,2016-04-01,6212.2
B1G,L,MIO_EUR_NSA,DK,2016-07-01,6270.0
B1G,L,MIO_EUR_NSA,DK,2016-10-01,6254.1
B1G,L,MIO_EUR_NSA,DK,2017-01-01,6499.5
B1G,L,MIO_EUR_NSA,DK,2017-04-01,6437.4
B1G,L,MIO_EUR_NSA,DK,2017-07-01,6500.4
B1G,L,MIO_EUR_NSA,DK,2017-10-01,6542.8
B1G,L,MIO_EUR_NSA,DK,2018-01-01,6630.3
B1G,L,MIO_EUR_NSA,DK,2018-04-01,6464.7
B1G,L,MIO_EUR_NSA,EA,2015-07-01,271931.6
B1G,L,MIO_EUR_NSA,EA,2015-10-01,270931.7
B1G,L,MIO_EUR_NSA,EA,2016-01-01,271489.7
B1G,L,MIO_EUR_NSA,EA,2016-04-01,274535.8
B1G,L,MIO_EUR_NSA,EA,2016-07-01,276644.0
B1G,L,MIO_EUR_NSA,EA,2016-10-01,276043.8
B1G,L,MIO_EUR_NSA,EA,2017-01-01,277951.8
B1G,L,MIO_EUR_NSA,EA,2017-04-01,282092.4
B1G,L,MIO_EUR_NSA,EA,2017-07-01,285432.1
B1G,L,MIO_EUR_NSA,EA,2017-10-01,284234.5
B1G,L,MIO_EUR_NSA,EA,2018-01-01,286149.8
B1G,L,MIO_EUR_NSA,EA,2018-04-01,290297.9
B1G,L,MIO_EUR_NSA,EA19,2015-07-01,271931.6
B1G,L,MIO_EUR_NSA,EA19,2015-10-01,270931.7
B1G,L,MIO_EUR_NSA,EA19,2016-01-01,271489.7
B1G,L,MIO_EUR_NSA,EA19,2016-04-01,274535.8
B1G,L,MIO_EUR_NSA,EA19,2016-07-01,276644.0
B1G,L,MIO_EUR_NSA,EA19,2016-10-01,276043.8
B1G,L,MIO_EUR_NSA,EA19,2017-01-01,277951.8
B1G,L,MIO_EUR_NSA,EA19,2017-04-01,282092.4
B1G,L,MIO_EUR_NSA,EA19,2017-07-01,285432.1
B1G,L,MIO_EUR_NSA,EA19,2017-10-01,284234.5
B1G,L,MIO_EUR_NSA,EA19,2018-01-01,286149.8
B1G,L,MIO_EUR_NSA,EA19,2018-04-01,290297.9
B1G,L,MIO_EUR_NSA,EE,2015-07-01,418.1
B1G,L,MIO_EUR_NSA,EE,2015-10-01,472.1
B1G,L,MIO_EUR_NSA,EE,2016-01-01,504.0
B1G,L,MIO_EUR_NSA,EE,2016-04-01,504.8
B1G,L,MIO_EUR_NSA,EE,2016-07-01,451.0
B1G,L,MIO_EUR_NSA,EE,2016-10-01,511.5
B1G,L,MIO_EUR_NSA,EE,2017-01-01,526.7
B1G,L,MIO_EUR_NSA,EE,2017-04-01,534.4
B1G,L,MIO_EUR_NSA,EE,2017-07-01,462.7
B1G,L,MIO_EUR_NSA,EE,2017-10-01,530.8
B1G,L,MIO_EUR_NSA,EE,2018-01-01,554.8
B1G,L,MIO_EUR_NSA,EE,2018-04-01,602.6
B1G,L,MIO_EUR_NSA,EL,2015-07-01,6942.3
B1G,L,MIO_EUR_NSA,EL,2015-10-01,6867.7
B1G,L,MIO_EUR_NSA,EL,2016-01-01,6793.4
B1G,L,MIO_EUR_NSA,EL,2016-04-01,6789.1
B1G,L,MIO_EUR_NSA,EL,2016-07-01,6787.0
B1G,L,MIO_EUR_NSA,EL,2016-10-01,6787.3
B1G,L,MIO_EUR_NSA,EL,2017-01-01,6785.0
B1G,L,MIO_EUR_NSA,EL,2017-04-01,6711.4
B1G,L,MIO_EUR_NSA,EL,2017-07-01,6604.2
B1G,L,MIO_EUR_NSA,EL,2017-10-01,6495.0
B1G,L,MIO_EUR_NSA,EL,2018-01-01,6449.7
B1G,L,MIO_EUR_NSA,EL,2018-04-01,6445.8
B1G,L,MIO_EUR_NSA,ES,2015-07-01,27743.0
B1G,L,MIO_EUR_NSA,ES,2015-10-01,28041.0
B1G,L,MIO_EUR_NSA,ES,2016-01-01,27094.0
B1G,L,MIO_EUR_NSA,ES,2016-04-01,28272.0
B1G,L,MIO_EUR_NSA,ES,2016-07-01,28243.0
B1G,L,MIO_EUR_NSA,ES,2016-10-01,28363.0
B1G,L,MIO_EUR_NSA,ES,2017-01-01,27141.0
B1G,L,MIO_EUR_NSA,ES,2017-04-01,28452.0
B1G,L,MIO_EUR_NSA,ES,2017-07-01,28491.0
B1G,L,MIO_EUR_NSA,ES,2017-10-01,28897.0
B1G,L,MIO_EUR_NSA,ES,2018-01-01,27602.0
B1G,L,MIO_EUR_NSA,ES,2018-04-01,28902.0
